coicop,date,value
CP09,2011-04-01,109.3
CP09,2011-05-01,107.8
CP09,2011-06-01,108.1
CP09,2011-07-01,108.5
CP09,2011-08-01,105.5
CP09,2011-09-01,106.2
CP09,2011-10-01,105.9
CP09,2011-11-01,103.2
CP09,2011-12-01,107.3
CP09,2012-01-01,104
CP09,2012-02-01,104
CP09,2012-03-01,104.4
CP09,2012-04-01,104.1
CP09,2012-05-01,101.5
CP09,2012-06-01,101.7
CP09,2012-07-01,105.6
CP09,2012-08-01,102.9
CP09,2012-09-01,104.9
CP09,2012-10-01,104.6
CP09,2012-11-01,103.2
CP09,2012-12-01,106.9
CP09,2013-01-01,104.7
CP09,2013-02-01,104.6
CP09,2013-03-01,105.9
CP09,2013-04-01,104.9
CP09,2013-05-01,102.3
CP09,2013-06-01,102.8
CP09,2013-07-01,106.2
CP09,2013-08-01,103.1
CP09,2013-09-01,105.1
CP09,2013-10-01,104.7
CP09,2013-11-01,102.9
CP09,2013-12-01,107.2
CP09,2014-01-01,103.6
CP09,2014-02-01,103
CP09,2014-03-01,102.9
CP09,2014-04-01,103.1
CP09,2014-05-01,99.9
CP09,2014-06-01,99.7
CP09,2014-07-01,103.9
CP09,2014-08-01,100.6
CP09,2014-09-01,103.1
CP09,2014-10-01,102.2
CP09,2014-11-01,100.4
CP09,2014-12-01,104.5
CP09,2015-01-01,101.52
CP09,2015-02-01,101.68
CP09,2015-03-01,101.44
CP09,2015-04-01,99.42
CP09,2015-05-01,97.89
CP09,2015-06-01,97.91
CP09,2015-07-01,102.1
CP09,2015-08-01,98.83
CP09,2015-09-01,100.29
CP09,2015-10-01,100.07
CP09,2015-11-01,98.38
CP09,2015-12-01,100.47
CP09,2016-01-01,97.83
CP09,2016-02-01,98.17
CP09,2016-03-01,98.55
CP09,2016-04-01,98.31
CP09,2016-05-01,97.22
CP09,2016-06-01,96.96
CP09,2016-07-01,100.08
CP09,2016-08-01,99.42
CP09,2016-09-01,97.95
CP09,2016-10-01,98.6
CP09,2016-11-01,97.87
CP09,2016-12-01,97.8
CP09,2017-01-01,97.14
CP09,2017-02-01,98.15
CP09,2017-03-01,97.94
CP09,2017-04-01,99.49
CP09,2017-05-01,96.65
CP09,2017-06-01,98.01
CP09,2017-07-01,101.65
CP09,2017-08-01,100.81
CP09,2017-09-01,98.75
CP09,2017-10-01,99.66
CP09,2017-11-01,98.63
CP09,2017-12-01,100
CP09,2018-01-01,97.7
CP09,2018-02-01,99.4
CP09,2018-03-01,99.5
CP09,2018-04-01,100.48
CP09,2018-05-01,99.61
CP09,2018-06-01,99.52
CP09,2018-07-01,103.44
CP09,2018-08-01,102.62
CP09,2018-09-01,100.66
CP09,2018-10-01,101.43
CP09,2018-11-01,99.41
CP09,2018-12-01,101.42
CP09,2019-01-01,98.09
CP09,2019-02-01,99.35
CP09,2019-03-01,99.04
CP09,2019-04-01,102.59
CP09,2019-05-01,97.41
CP09,2019-06-01,99.9
CP09,2019-07-01,103.47
CP09,2019-08-01,102.98
CP09,2019-09-01,99.09
CP09,2019-10-01,99.98
CP09,2019-11-01,97.6
CP09,2019-12-01,99.34
CP09,2020-01-01,97.61
CP09,2020-02-01,98.04
CP09,2020-03-01,97.89
CP09,2020-04-01,99.65
CP09,2020-05-01,97.47
CP09,2020-06-01,96.23
CP09,2020-07-01,99.14
CP09,2020-08-01,97.71
CP09,2020-09-01,96.43
CP09,2020-10-01,97.37
CP09,2020-11-01,96.37
CP09,2020-12-01,97.95
CP09,2021-01-01,97.3
CP09,2021-02-01,97.26
CP09,2021-03-01,97.25
CP09,2021-04-01,96.94
CP09,2021-05-01,96.24
CP09,2021-06-01,96.49
CP09,2021-07-01,98.22
CP09,2021-08-01,97.9
CP09,2021-09-01,97.28
CP09,2021-10-01,98.26
CP09,2021-11-01,97.55
CP09,2021-12-01,98.44
CP09,2022-01-01,98.56
CP09,2022-02-01,99.2
CP09,2022-03-01,99.09
CP09,2022-04-01,99.04
CP09,2022-05-01,98.86
CP09,2022-06-01,99.41
CP09,2022-07-01,100.07
CP09,2022-08-01,99.86
CP09,2022-09-01,99.89
CP09,2022-10-01,99.99
CP09,2022-11-01,99.94
CP09,2022-12-01,100.13
CP09,2023-01-01,100.07
CP09,2023-02-01,101.31
CP09,2023-03-01,100.97
CP09,2023-04-01,102.12
CP09,2023-05-01,101.95
CP09,2023-06-01,101.94
CP09,2023-07-01,105.65
CP09,2023-08-01,104.35
CP09,2023-09-01,102.86
CP09,2023-10-01,104.49
CP09,2023-11-01,102.05
CP09,2023-12-01,104.29
CP09,2024-01-01,102.62
CP09,2024-02-01,103.94
CP09,2024-03-01,103.23
CP09,2024-04-01,104.1
CP09,2024-05-01,103.05
CP09,2024-06-01,103.98
CP09,2024-07-01,107.46
CP09,2024-08-01,107.13
CP09,2024-09-01,104.74
CP09,2024-10-01,106
CP09,2024-11-01,104.05
CP09,2024-12-01,104.71
CP09,2025-01-01,101.95
CP09,2025-02-01,103.97
CP09,2025-03-01,103.14
CP09,2025-04-01,107.21
CP09,2025-05-01,102.15
CP09,2025-06-01,105.32
CP09,2025-07-01,108.43
CP09,2025-08-01,106.09
CP09,2025-09-01,104.9
CP09,2025-10-01,106.64
CP09,2025-11-01,104.84
CP09,2025-12-01,106.05
CP10,2004-12-01,85.6
CP10,2005-01-01,85.6
CP10,2005-02-01,85.6
CP10,2005-03-01,85.6
CP10,2005-04-01,85.6
CP10,2005-05-01,85.6
CP10,2005-06-01,85.6
CP10,2005-07-01,85.6
CP10,2005-08-01,85.6
CP10,2005-09-01,86.9
CP10,2005-10-01,86.9
CP10,2005-11-01,86.9
CP10,2005-12-01,87
CP10,2006-01-01,87
CP10,2006-02-01,87
CP10,2006-03-01,87
CP10,2006-04-01,87
CP10,2006-05-01,87
CP10,2006-06-01,87
CP10,2006-07-01,87
CP10,2006-08-01,87
CP10,2006-09-01,88.3
CP10,2006-10-01,88.3
CP10,2006-11-01,88.3
CP10,2006-12-01,88.5
CP10,2007-01-01,88.5
CP10,2007-02-01,88.5
CP10,2007-03-01,88.5
CP10,2007-04-01,88.5
CP10,2007-05-01,88.5
CP10,2007-06-01,88.5
CP10,2007-07-01,88.5
CP10,2007-08-01,88.5
CP10,2007-09-01,89.4
CP10,2007-10-01,89.4
CP10,2007-11-01,89.4
CP10,2007-12-01,89.7
CP10,2008-01-01,89.7
CP10,2008-02-01,89.7
CP10,2008-03-01,89.7
CP10,2008-04-01,89.7
CP10,2008-05-01,89.7
CP10,2008-06-01,89.7
CP10,2008-07-01,89.7
CP10,2008-08-01,89.7
CP10,2008-09-01,91.1
CP10,2008-10-01,91.1
CP10,2008-11-01,91.1
CP10,2008-12-01,91.3
CP10,2009-01-01,91.3
CP10,2009-02-01,91.3
CP10,2009-03-01,91.3
CP10,2009-04-01,91.3
CP10,2009-05-01,91.3
CP10,2009-06-01,91.3
CP10,2009-07-01,91.3
CP10,2009-08-01,91.3
CP10,2009-09-01,92.3
CP10,2009-10-01,92.3
CP10,2009-11-01,92.3
CP10,2009-12-01,92.4
CP10,2010-01-01,92.4
CP10,2010-02-01,92.4
CP10,2010-03-01,92.4
CP10,2010-04-01,92.4
CP10,2010-05-01,92.4
CP10,2010-06-01,92.4
CP10,2010-07-01,92.4
CP10,2010-08-01,92.4
CP10,2010-09-01,93.3
CP10,2010-10-01,93.3
CP10,2010-11-01,93.3
CP10,2010-12-01,93.7
CP10,2011-01-01,93.7
CP10,2011-02-01,93.7
CP10,2011-03-01,93.7
CP10,2011-04-01,93.7
CP10,2011-05-01,93.7
CP10,2011-06-01,93.7
CP10,2011-07-01,93.7
CP10,2011-08-01,93.7
CP10,2011-09-01,94.4
CP10,2011-10-01,94.4
CP10,2011-11-01,94.4
CP10,2011-12-01,95.2
CP10,2012-01-01,95.2
CP10,2012-02-01,95.2
CP10,2012-03-01,95.2
CP10,2012-04-01,95.2
CP10,2012-05-01,95.2
CP10,2012-06-01,95.2
CP10,2012-07-01,95.2
CP10,2012-08-01,95.2
CP10,2012-09-01,96.4
CP10,2012-10-01,96.4
CP10,2012-11-01,96.4
CP10,2012-12-01,96.6
CP10,2013-01-01,96.6
CP10,2013-02-01,96.6
CP10,2013-03-01,96.6
CP10,2013-04-01,96.6
CP10,2013-05-01,96.6
CP10,2013-06-01,96.6
CP10,2013-07-01,96.6
CP10,2013-08-01,96.6
CP10,2013-09-01,98.5
CP10,2013-10-01,98.5
CP10,2013-11-01,98.5
CP10,2013-12-01,98.6
CP10,2014-01-01,98.6
CP10,2014-02-01,98.6
CP10,2014-03-01,98.6
CP10,2014-04-01,98.6
CP10,2014-05-01,98.6
CP10,2014-06-01,98.6
CP10,2014-07-01,98.6
CP10,2014-08-01,98.6
CP10,2014-09-01,99.2
CP10,2014-10-01,99.2
CP10,2014-11-01,99.2
CP10,2014-12-01,99.7
CP10,2015-01-01,99.75
CP10,2015-02-01,99.75
CP10,2015-03-01,99.75
CP10,2015-04-01,99.75
CP10,2015-05-01,99.75
CP10,2015-06-01,99.75
CP10,2015-07-01,99.75
CP10,2015-08-01,99.75
CP10,2015-09-01,100.52
CP10,2015-10-01,100.52
CP10,2015-11-01,100.52
CP10,2015-12-01,100.47
CP10,2016-01-01,100.47
CP10,2016-02-01,100.47
CP10,2016-03-01,100.47
CP10,2016-04-01,100.47
CP10,2016-05-01,100.47
CP10,2016-06-01,100.47
CP10,2016-07-01,100.47
CP10,2016-08-01,101.02
CP10,2016-09-01,101.04
CP10,2016-10-01,101.04
CP10,2016-11-01,101.04
CP10,2016-12-01,101.04
CP10,2017-01-01,101.04
CP10,2017-02-01,101.04
CP10,2017-03-01,101.04
CP10,2017-04-01,101.04
CP10,2017-05-01,101.04
CP10,2017-06-01,101.04
CP10,2017-07-01,101.04
CP10,2017-08-01,102.27
CP10,2017-09-01,102.42
CP10,2017-10-01,102.42
CP10,2017-11-01,102.42
CP10,2017-12-01,102.42
CP10,2018-01-01,102.42
CP10,2018-02-01,102.42
CP10,2018-03-01,102.42
CP10,2018-04-01,102.42
CP10,2018-05-01,102.42
CP10,2018-06-01,102.42
CP10,2018-07-01,102.42
CP10,2018-08-01,103.2
CP10,2018-09-01,103.1
CP10,2018-10-01,103.1
CP10,2018-11-01,103.1
CP10,2018-12-01,103.1
CP10,2019-01-01,103.1
CP10,2019-02-01,103.1
CP10,2019-03-01,103.1
CP10,2019-04-01,103.1
CP10,2019-05-01,103.1
CP10,2019-06-01,103.1
CP10,2019-07-01,103.1
CP10,2019-08-01,104.03
CP10,2019-09-01,104.03
CP10,2019-10-01,104.03
CP10,2019-11-01,104.03
CP10,2019-12-01,104.03
CP10,2020-01-01,104.03
CP10,2020-02-01,104.03
CP10,2020-03-01,104.03
CP10,2020-04-01,104.03
CP10,2020-05-01,104.03
CP10,2020-06-01,104.03
CP10,2020-07-01,104.03
CP10,2020-08-01,104.83
CP10,2020-09-01,104.83
CP10,2020-10-01,104.83
CP10,2020-11-01,104.83
CP10,2020-12-01,104.83
CP10,2021-01-01,104.83
CP10,2021-02-01,104.83
CP10,2021-03-01,104.83
CP10,2021-04-01,104.83
CP10,2021-05-01,104.83
CP10,2021-06-01,104.83
CP10,2021-07-01,104.83
CP10,2021-08-01,105.57
CP10,2021-09-01,105.57
CP10,2021-10-01,105.57
CP10,2021-11-01,105.57
CP10,2021-12-01,105.57
CP10,2022-01-01,105.57
CP10,2022-02-01,105.57
CP10,2022-03-01,105.57
CP10,2022-04-01,105.57
CP10,2022-05-01,105.57
CP10,2022-06-01,105.57
CP10,2022-07-01,105.57
CP10,2022-08-01,105.86
CP10,2022-09-01,105.86
CP10,2022-10-01,105.86
CP10,2022-11-01,105.86
CP10,2022-12-01,105.86
CP10,2023-01-01,105.86
CP10,2023-02-01,105.86
CP10,2023-03-01,105.86
CP10,2023-04-01,105.86
CP10,2023-05-01,105.86
CP10,2023-06-01,105.86
CP10,2023-07-01,105.86
CP10,2023-08-01,107.5
CP10,2023-09-01,107.52
CP10,2023-10-01,107.52
CP10,2023-11-01,107.52
CP10,2023-12-01,107.52
CP10,2024-01-01,107.52
CP10,2024-02-01,107.52
CP10,2024-03-01,107.52
CP10,2024-04-01,107.52
CP10,2024-05-01,107.52
CP10,2024-06-01,107.52
CP10,2024-07-01,107.52
CP10,2024-08-01,108.29
CP10,2024-09-01,108.29
CP10,2024-10-01,108.29
CP10,2024-11-01,108.29
CP10,2024-12-01,108.29
CP10,2025-01-01,108.29
CP10,2025-02-01,108.29
CP10,2025-03-01,108.29
CP10,2025-04-01,108.29
CP10,2025-05-01,108.29
CP10,2025-06-01,108.29
CP10,2025-07-01,108.29
CP10,2025-08-01,111.09
CP10,2025-09-01,111.09
CP10,2025-10-01,111.09
CP10,2025-11-01,111.09
CP10,2025-12-01,111.09
CP11,2004-12-01,89.4
CP11,2005-01-01,90.2
CP11,2005-02-01,90.2
CP11,2005-03-01,90.2
CP11,2005-04-01,90.6
CP11,2005-05-01,90.6
CP11,2005-06-01,90.6
CP11,2005-07-01,90.3
CP11,2005-08-01,90.3
CP11,2005-09-01,90.3
CP11,2005-10-01,90.1
CP11,2005-11-01,90.1
CP11,2005-12-01,90.1
CP11,2006-01-01,91.9
CP11,2006-02-01,91.9
CP11,2006-03-01,91.9
CP11,2006-04-01,91.7
CP11,2006-05-01,91.7
CP11,2006-06-01,91.7
CP11,2006-07-01,91.5
CP11,2006-08-01,91.5
CP11,2006-09-01,91.5
CP11,2006-10-01,90.9
CP11,2006-11-01,90.9
CP11,2006-12-01,90.9
CP11,2007-01-01,93.2
CP11,2007-02-01,93.2
CP11,2007-03-01,93.2
CP11,2007-04-01,93
CP11,2007-05-01,93
CP11,2007-06-01,93
CP11,2007-07-01,92.3
CP11,2007-08-01,92.3
CP11,2007-09-01,92.3
CP11,2007-10-01,92.3
CP11,2007-11-01,92.3
CP11,2007-12-01,92.3
CP11,2008-01-01,94.7
CP11,2008-02-01,95.1
CP11,2008-03-01,95.1
CP11,2008-04-01,95.2
CP11,2008-05-01,94.8
CP11,2008-06-01,95
CP11,2008-07-01,94.9
CP11,2008-08-01,95.1
CP11,2008-09-01,95
CP11,2008-10-01,94.8
CP11,2008-11-01,94.8
CP11,2008-12-01,95.1
CP11,2009-01-01,96.5
CP11,2009-02-01,96.7
CP11,2009-03-01,97
CP11,2009-04-01,96.8
CP11,2009-05-01,96.5
CP11,2009-06-01,96.4
CP11,2009-07-01,96.3
CP11,2009-08-01,96.6
CP11,2009-09-01,96.4
CP11,2009-10-01,96.1
CP11,2009-11-01,96.1
CP11,2009-12-01,96.1
CP11,2010-01-01,97.5
CP11,2010-02-01,97.8
CP11,2010-03-01,97.8
CP11,2010-04-01,97.7
CP11,2010-05-01,97.4
CP11,2010-06-01,97.1
CP11,2010-07-01,96.9
CP11,2010-08-01,97.2
CP11,2010-09-01,97
CP11,2010-10-01,96.8
CP11,2010-11-01,96.6
CP11,2010-12-01,96.9
CP11,2011-01-01,98.7
CP11,2011-02-01,98.7
CP11,2011-03-01,98.9
CP11,2011-04-01,98.7
CP11,2011-05-01,98.6
CP11,2011-06-01,98.7
CP11,2011-07-01,98.6
CP11,2011-08-01,98.4
CP11,2011-09-01,98.4
CP11,2011-10-01,98.2
CP11,2011-11-01,97.9
CP11,2011-12-01,98.1
CP11,2012-01-01,99
CP11,2012-02-01,99.2
CP11,2012-03-01,99.8
CP11,2012-04-01,99
CP11,2012-05-01,99.3
CP11,2012-06-01,99.3
CP11,2012-07-01,99
CP11,2012-08-01,98.9
CP11,2012-09-01,98.9
CP11,2012-10-01,98.6
CP11,2012-11-01,98.5
CP11,2012-12-01,98.6
CP11,2013-01-01,99.6
CP11,2013-02-01,99.6
CP11,2013-03-01,100.1
CP11,2013-04-01,99.8
CP11,2013-05-01,99.8
CP11,2013-06-01,99.9
CP11,2013-07-01,99.9
CP11,2013-08-01,99.7
CP11,2013-09-01,99.4
CP11,2013-10-01,99.3
CP11,2013-11-01,99.2
CP11,2013-12-01,99.3
CP11,2014-01-01,100.7
CP11,2014-02-01,100.5
CP11,2014-03-01,101.2
CP11,2014-04-01,100.6
CP11,2014-05-01,100.7
CP11,2014-06-01,100.6
CP11,2014-07-01,99.9
CP11,2014-08-01,100
CP11,2014-09-01,99.9
CP11,2014-10-01,99.7
CP11,2014-11-01,99.3
CP11,2014-12-01,99.4
CP11,2015-01-01,100.43
CP11,2015-02-01,100.58
CP11,2015-03-01,101.02
CP11,2015-04-01,100.24
CP11,2015-05-01,100.57
CP11,2015-06-01,100.26
CP11,2015-07-01,100.02
CP11,2015-08-01,99.83
CP11,2015-09-01,99.67
CP11,2015-10-01,99.47
CP11,2015-11-01,98.96
CP11,2015-12-01,98.95
CP11,2016-01-01,100.09
CP11,2016-02-01,100.09
CP11,2016-03-01,100.81
CP11,2016-04-01,99.84
CP11,2016-05-01,99.69
CP11,2016-06-01,100.23
CP11,2016-07-01,99.49
CP11,2016-08-01,99.79
CP11,2016-09-01,99.71
CP11,2016-10-01,99.25
CP11,2016-11-01,98.57
CP11,2016-12-01,98.87
CP11,2017-01-01,100.15
CP11,2017-02-01,100.34
CP11,2017-03-01,100.69
CP11,2017-04-01,100.52
CP11,2017-05-01,100.65
CP11,2017-06-01,100.59
CP11,2017-07-01,100.19
CP11,2017-08-01,99.65
CP11,2017-09-01,99.61
CP11,2017-10-01,99.42
CP11,2017-11-01,98.85
CP11,2017-12-01,99.49
CP11,2018-01-01,100.64
CP11,2018-02-01,100.69
CP11,2018-03-01,101.49
CP11,2018-04-01,100.01
CP11,2018-05-01,100.43
CP11,2018-06-01,100.55
CP11,2018-07-01,100.73
CP11,2018-08-01,100.64
CP11,2018-09-01,100.35
CP11,2018-10-01,100.02
CP11,2018-11-01,99.36
CP11,2018-12-01,99.62
CP11,2019-01-01,101.35
CP11,2019-02-01,101.14
CP11,2019-03-01,101.98
CP11,2019-04-01,101.11
CP11,2019-05-01,100.89
CP11,2019-06-01,101.3
CP11,2019-07-01,101.31
CP11,2019-08-01,101.49
CP11,2019-09-01,101.14
CP11,2019-10-01,100.42
CP11,2019-11-01,99.86
CP11,2019-12-01,100.28
CP11,2020-01-01,102.69
CP11,2020-02-01,102.16
CP11,2020-03-01,101.92
CP11,2020-04-01,101.03
CP11,2020-05-01,100.72
CP11,2020-06-01,100.58
CP11,2020-07-01,100.99
CP11,2020-08-01,101.59
CP11,2020-09-01,100.92
CP11,2020-10-01,100.98
CP11,2020-11-01,100.01
CP11,2020-12-01,100.29
CP11,2021-01-01,101.06
CP11,2021-02-01,100.96
CP11,2021-03-01,101.25
CP11,2021-04-01,101.53
CP11,2021-05-01,101.73
CP11,2021-06-01,101.72
CP11,2021-07-01,101.73
CP11,2021-08-01,102
CP11,2021-09-01,102.05
CP11,2021-10-01,102.13
CP11,2021-11-01,101.5
CP11,2021-12-01,101.9
CP11,2022-01-01,103.93
CP11,2022-02-01,104.65
CP11,2022-03-01,103.71
CP11,2022-04-01,103.18
CP11,2022-05-01,103.05
CP11,2022-06-01,103.72
CP11,2022-07-01,105.59
CP11,2022-08-01,105.43
CP11,2022-09-01,104.39
CP11,2022-10-01,104.14
CP11,2022-11-01,103.13
CP11,2022-12-01,104.91
CP11,2023-01-01,106.89
CP11,2023-02-01,108.71
CP11,2023-03-01,106.97
CP11,2023-04-01,106.48
CP11,2023-05-01,106.55
CP11,2023-06-01,107.37
CP11,2023-07-01,109.02
CP11,2023-08-01,108.67
CP11,2023-09-01,107.31
CP11,2023-10-01,107.04
CP11,2023-11-01,105.9
CP11,2023-12-01,107.94
CP11,2024-01-01,109.82
CP11,2024-02-01,110.3
CP11,2024-03-01,110.1
CP11,2024-04-01,109.65
CP11,2024-05-01,109.85
CP11,2024-06-01,110.52
CP11,2024-07-01,110.97
CP11,2024-08-01,110.75
CP11,2024-09-01,110.75
CP11,2024-10-01,110.13
CP11,2024-11-01,109.46
CP11,2024-12-01,109.98
CP11,2025-01-01,112.11
CP11,2025-02-01,111.77
CP11,2025-03-01,111.63
CP11,2025-04-01,111.41
CP11,2025-05-01,111.19
CP11,2025-06-01,112.14
CP11,2025-07-01,112.84
CP11,2025-08-01,112.76
CP11,2025-09-01,112.12
CP11,2025-10-01,111.51
CP11,2025-11-01,110.08
CP11,2025-12-01,111.05
CP12,2004-12-01,89.9
CP12,2005-01-01,90
CP12,2005-02-01,90.8
CP12,2005-03-01,90.8
CP12,2005-04-01,90.8
CP12,2005-05-01,91.2
CP12,2005-06-01,91.2
CP12,2005-07-01,91.2
CP12,2005-08-01,91.2
CP12,2005-09-01,91.2
CP12,2005-10-01,91.2
CP12,2005-11-01,91.2
CP12,2005-12-01,91.2
CP12,2006-01-01,91.5
CP12,2006-02-01,91.6
CP12,2006-03-01,91.6
CP12,2006-04-01,91.6
CP12,2006-05-01,91.6
CP12,2006-06-01,91.6
CP12,2006-07-01,91.6
CP12,2006-08-01,91.5
CP12,2006-09-01,91.5
CP12,2006-10-01,91.5
CP12,2006-11-01,91.6
CP12,2006-12-01,91.6
CP12,2007-01-01,91.3
CP12,2007-02-01,93.6
CP12,2007-03-01,93.6
CP12,2007-04-01,93.6
CP12,2007-05-01,93.6
CP12,2007-06-01,93.6
CP12,2007-07-01,93.6
CP12,2007-08-01,93.7
CP12,2007-09-01,93.7
CP12,2007-10-01,93.7
CP12,2007-11-01,93.9
CP12,2007-12-01,93.9
CP12,2008-01-01,93.8
CP12,2008-02-01,94
CP12,2008-03-01,94.1
CP12,2008-04-01,94.1
CP12,2008-05-01,94.3
CP12,2008-06-01,94.4
CP12,2008-07-01,94.2
CP12,2008-08-01,94.4
CP12,2008-09-01,94.4
CP12,2008-10-01,94.4
CP12,2008-11-01,94.4
CP12,2008-12-01,94.4
CP12,2009-01-01,94.9
CP12,2009-02-01,94.8
CP12,2009-03-01,94.7
CP12,2009-04-01,94.8
CP12,2009-05-01,94.5
CP12,2009-06-01,94.6
CP12,2009-07-01,94.6
CP12,2009-08-01,94.8
CP12,2009-09-01,94.8
CP12,2009-10-01,94.8
CP12,2009-11-01,94.9
CP12,2009-12-01,94.9
CP12,2010-01-01,95.6
CP12,2010-02-01,96
CP12,2010-03-01,96
CP12,2010-04-01,96
CP12,2010-05-01,96.1
CP12,2010-06-01,96.1
CP12,2010-07-01,96
CP12,2010-08-01,96.1
CP12,2010-09-01,96
CP12,2010-10-01,96
CP12,2010-11-01,95.9
CP12,2010-12-01,95.9
CP12,2011-01-01,96
CP12,2011-02-01,96.9
CP12,2011-03-01,96.8
CP12,2011-04-01,96.5
CP12,2011-05-01,96.5
CP12,2011-06-01,96.5
CP12,2011-07-01,96.5
CP12,2011-08-01,96.7
CP12,2011-09-01,96.4
CP12,2011-10-01,96.3
CP12,2011-11-01,96.2
CP12,2011-12-01,96.2
CP12,2012-01-01,96.5
CP12,2012-02-01,96.7
CP12,2012-03-01,96.7
CP12,2012-04-01,96.7
CP12,2012-05-01,96.8
CP12,2012-06-01,96.6
CP12,2012-07-01,96.8
CP12,2012-08-01,96.7
CP12,2012-09-01,96.6
CP12,2012-10-01,96.5
CP12,2012-11-01,96.6
CP12,2012-12-01,96.6
CP12,2013-01-01,97.1
CP12,2013-02-01,97.6
CP12,2013-03-01,97.5
CP12,2013-04-01,97.5
CP12,2013-05-01,98.3
CP12,2013-06-01,98.4
CP12,2013-07-01,98.5
CP12,2013-08-01,98.4
CP12,2013-09-01,98.5
CP12,2013-10-01,98.4
CP12,2013-11-01,98.4
CP12,2013-12-01,98.5
CP12,2014-01-01,98.2
CP12,2014-02-01,98.4
CP12,2014-03-01,98.7
CP12,2014-04-01,98.8
CP12,2014-05-01,98.9
CP12,2014-06-01,98.8
CP12,2014-07-01,98.9
CP12,2014-08-01,99.8
CP12,2014-09-01,99.7
CP12,2014-10-01,99.4
CP12,2014-11-01,100.1
CP12,2014-12-01,100.2
CP12,2015-01-01,100.39
CP12,2015-02-01,100.1
CP12,2015-03-01,100.22
CP12,2015-04-01,100.1
CP12,2015-05-01,99.95
CP12,2015-06-01,99.92
CP12,2015-07-01,99.92
CP12,2015-08-01,99.73
CP12,2015-09-01,99.85
CP12,2015-10-01,99.81
CP12,2015-11-01,100
CP12,2015-12-01,100
CP12,2016-01-01,99.81
CP12,2016-02-01,100.16
CP12,2016-03-01,99.95
CP12,2016-04-01,100.22
CP12,2016-05-01,100.13
CP12,2016-06-01,100.04
CP12,2016-07-01,99.83
CP12,2016-08-01,100.11
CP12,2016-09-01,100.2
CP12,2016-10-01,100.15
CP12,2016-11-01,100.2
CP12,2016-12-01,100.23
CP12,2017-01-01,100.08
CP12,2017-02-01,100.38
CP12,2017-03-01,100.44
CP12,2017-04-01,100.39
CP12,2017-05-01,100.41
CP12,2017-06-01,100.36
CP12,2017-07-01,100.31
CP12,2017-08-01,100.44
CP12,2017-09-01,100.56
CP12,2017-10-01,100.62
CP12,2017-11-01,100.46
CP12,2017-12-01,100.51
CP12,2018-01-01,100.55
CP12,2018-02-01,100.48
CP12,2018-03-01,100.69
CP12,2018-04-01,100.75
CP12,2018-05-01,100.75
CP12,2018-06-01,100.71
CP12,2018-07-01,100.63
CP12,2018-08-01,100.71
CP12,2018-09-01,100.77
CP12,2018-10-01,100.73
CP12,2018-11-01,100.96
CP12,2018-12-01,100.87
CP12,2019-01-01,101.1
CP12,2019-02-01,101.23
CP12,2019-03-01,101.37
CP12,2019-04-01,101.07
CP12,2019-05-01,101.65
CP12,2019-06-01,101.63
CP12,2019-07-01,101.5
CP12,2019-08-01,101.8
CP12,2019-09-01,101.91
CP12,2019-10-01,101.98
CP12,2019-11-01,101.97
CP12,2019-12-01,101.7
CP12,2020-01-01,101.8
CP12,2020-02-01,101.78
CP12,2020-03-01,102.01
CP12,2020-04-01,101.98
CP12,2020-05-01,102.13
CP12,2020-06-01,102.19
CP12,2020-07-01,102.01
CP12,2020-08-01,102.24
CP12,2020-09-01,102.18
CP12,2020-10-01,102.23
CP12,2020-11-01,102.17
CP12,2020-12-01,102.02
CP12,2021-01-01,102.37
CP12,2021-02-01,102.39
CP12,2021-03-01,102.48
CP12,2021-04-01,102.39
CP12,2021-05-01,102.65
CP12,2021-06-01,102.58
CP12,2021-07-01,102.38
CP12,2021-08-01,102.46
CP12,2021-09-01,102.47
CP12,2021-10-01,102.67
CP12,2021-11-01,102.42
CP12,2021-12-01,102.54
CP12,2022-01-01,102.47
CP12,2022-02-01,102.57
CP12,2022-03-01,102.34
CP12,2022-04-01,102.46
CP12,2022-05-01,103.12
CP12,2022-06-01,103.1
CP12,2022-07-01,103.04
CP12,2022-08-01,103.81
CP12,2022-09-01,103.83
CP12,2022-10-01,103.99
CP12,2022-11-01,103.96
CP12,2022-12-01,104.22
CP12,2023-01-01,105.23
CP12,2023-02-01,105.45
CP12,2023-03-01,105.28
CP12,2023-04-01,105.6
CP12,2023-05-01,106.08
CP12,2023-06-01,106.03
CP12,2023-07-01,106.1
CP12,2023-08-01,107.72
CP12,2023-09-01,107.69
CP12,2023-10-01,107.79
CP12,2023-11-01,107.61
CP12,2023-12-01,107.74
CP12,2024-01-01,108.28
CP12,2024-02-01,107.98
CP12,2024-03-01,107.88
CP12,2024-04-01,108.23
CP12,2024-05-01,108.18
CP12,2024-06-01,108.03
CP12,2024-07-01,107.84
CP12,2024-08-01,108
CP12,2024-09-01,108.15
CP12,2024-10-01,107.99
CP12,2024-11-01,108.09
CP12,2024-12-01,107.96
CP12,2025-01-01,109.29
CP12,2025-02-01,109.13
CP12,2025-03-01,109.03
CP12,2025-04-01,109.34
CP12,2025-05-01,108.73
CP12,2025-06-01,108.55
CP12,2025-07-01,108.55
CP12,2025-08-01,108.62
CP12,2025-09-01,108.39
CP12,2025-10-01,108.51
CP12,2025-11-01,108.42
CP12,2025-12-01,108.67
