coicop,date,value
CP05,2017-05-01,96.5
CP05,2017-06-01,95.91
CP05,2017-07-01,95.43
CP05,2017-08-01,94.88
CP05,2017-09-01,95.67
CP05,2017-10-01,95.27
CP05,2017-11-01,96.19
CP05,2017-12-01,95.91
CP05,2018-01-01,94.45
CP05,2018-02-01,95.4
CP05,2018-03-01,95.35
CP05,2018-04-01,95.68
CP05,2018-05-01,95.51
CP05,2018-06-01,95.46
CP05,2018-07-01,94.18
CP05,2018-08-01,95.16
CP05,2018-09-01,95.6
CP05,2018-10-01,95.67
CP05,2018-11-01,96.72
CP05,2018-12-01,96.95
CP05,2019-01-01,96.35
CP05,2019-02-01,96.2
CP05,2019-03-01,96.17
CP05,2019-04-01,97.85
CP05,2019-05-01,97.27
CP05,2019-06-01,97.29
CP05,2019-07-01,97.13
CP05,2019-08-01,97.46
CP05,2019-09-01,97.48
CP05,2019-10-01,96.59
CP05,2019-11-01,97.28
CP05,2019-12-01,98.01
CP05,2020-01-01,96.7
CP05,2020-02-01,97.14
CP05,2020-03-01,97.21
CP05,2020-04-01,96.47
CP05,2020-05-01,95.98
CP05,2020-06-01,96.04
CP05,2020-07-01,96.45
CP05,2020-08-01,97.01
CP05,2020-09-01,97.06
CP05,2020-10-01,96.68
CP05,2020-11-01,97.1
CP05,2020-12-01,97.2
CP05,2021-01-01,97.12
CP05,2021-02-01,96.76
CP05,2021-03-01,96.69
CP05,2021-04-01,98.33
CP05,2021-05-01,98.17
CP05,2021-06-01,98.73
CP05,2021-07-01,98.05
CP05,2021-08-01,97.92
CP05,2021-09-01,98.83
CP05,2021-10-01,98.82
CP05,2021-11-01,98.76
CP05,2021-12-01,99.03
CP05,2022-01-01,98.83
CP05,2022-02-01,100.35
CP05,2022-03-01,101.7
CP05,2022-04-01,103.25
CP05,2022-05-01,103.01
CP05,2022-06-01,103.26
CP05,2022-07-01,102.87
CP05,2022-08-01,103.71
CP05,2022-09-01,103.92
CP05,2022-10-01,103.88
CP05,2022-11-01,104.35
CP05,2022-12-01,104.59
CP05,2023-01-01,103.86
CP05,2023-02-01,104.86
CP05,2023-03-01,105.08
CP05,2023-04-01,106
CP05,2023-05-01,106.07
CP05,2023-06-01,105.86
CP05,2023-07-01,104.99
CP05,2023-08-01,105.37
CP05,2023-09-01,105.46
CP05,2023-10-01,104.7
CP05,2023-11-01,104.14
CP05,2023-12-01,105.11
CP05,2024-01-01,103.9
CP05,2024-02-01,104.03
CP05,2024-03-01,103.36
CP05,2024-04-01,105.55
CP05,2024-05-01,105.34
CP05,2024-06-01,103.66
CP05,2024-07-01,103.76
CP05,2024-08-01,102.94
CP05,2024-09-01,102.27
CP05,2024-10-01,103.06
CP05,2024-11-01,103.83
CP05,2024-12-01,103.13
CP05,2025-01-01,102.75
CP05,2025-02-01,103.02
CP05,2025-03-01,102.91
CP05,2025-04-01,103.6
CP05,2025-05-01,103.08
CP05,2025-06-01,103.29
CP05,2025-07-01,102.82
CP05,2025-08-01,102.25
CP05,2025-09-01,102.01
CP05,2025-10-01,101.53
CP05,2025-11-01,101.65
CP05,2025-12-01,101.79
CP06,2004-12-01,102.4
CP06,2005-01-01,102.7
CP06,2005-02-01,102.7
CP06,2005-03-01,102.7
CP06,2005-04-01,102.9
CP06,2005-05-01,102.9
CP06,2005-06-01,102.9
CP06,2005-07-01,103
CP06,2005-08-01,103
CP06,2005-09-01,103
CP06,2005-10-01,102.7
CP06,2005-11-01,102.7
CP06,2005-12-01,102.7
CP06,2006-01-01,103.2
CP06,2006-02-01,103.2
CP06,2006-03-01,103.2
CP06,2006-04-01,103.3
CP06,2006-05-01,103.3
CP06,2006-06-01,103.3
CP06,2006-07-01,102.7
CP06,2006-08-01,102.7
CP06,2006-09-01,102.7
CP06,2006-10-01,102.6
CP06,2006-11-01,102.6
CP06,2006-12-01,102.6
CP06,2007-01-01,102.7
CP06,2007-02-01,102.7
CP06,2007-03-01,102.7
CP06,2007-04-01,102.9
CP06,2007-05-01,102.9
CP06,2007-06-01,102.9
CP06,2007-07-01,102.8
CP06,2007-08-01,102.8
CP06,2007-09-01,102.8
CP06,2007-10-01,102.7
CP06,2007-11-01,102.7
CP06,2007-12-01,102.7
CP06,2008-01-01,102.7
CP06,2008-02-01,102.8
CP06,2008-03-01,102.7
CP06,2008-04-01,103
CP06,2008-05-01,103
CP06,2008-06-01,102.4
CP06,2008-07-01,102.3
CP06,2008-08-01,102.4
CP06,2008-09-01,102.3
CP06,2008-10-01,102.4
CP06,2008-11-01,102.6
CP06,2008-12-01,102.6
CP06,2009-01-01,102.7
CP06,2009-02-01,102.7
CP06,2009-03-01,102.6
CP06,2009-04-01,103
CP06,2009-05-01,102.9
CP06,2009-06-01,102.8
CP06,2009-07-01,103
CP06,2009-08-01,103.1
CP06,2009-09-01,103.1
CP06,2009-10-01,103.2
CP06,2009-11-01,103.3
CP06,2009-12-01,103.2
CP06,2010-01-01,103.3
CP06,2010-02-01,103.3
CP06,2010-03-01,103.2
CP06,2010-04-01,103.7
CP06,2010-05-01,102.6
CP06,2010-06-01,102.5
CP06,2010-07-01,102.5
CP06,2010-08-01,102.4
CP06,2010-09-01,102.4
CP06,2010-10-01,102.6
CP06,2010-11-01,102.5
CP06,2010-12-01,102.4
CP06,2011-01-01,102.6
CP06,2011-02-01,102.4
CP06,2011-03-01,102.5
CP06,2011-04-01,102.8
CP06,2011-05-01,102.7
CP06,2011-06-01,102.8
CP06,2011-07-01,102.7
CP06,2011-08-01,102.6
CP06,2011-09-01,102.5
CP06,2011-10-01,102.5
CP06,2011-11-01,102.5
CP06,2011-12-01,102.4
CP06,2012-01-01,102.5
CP06,2012-02-01,102.4
CP06,2012-03-01,102.4
CP06,2012-04-01,102.4
CP06,2012-05-01,102.4
CP06,2012-06-01,102.5
CP06,2012-07-01,102.4
CP06,2012-08-01,102.2
CP06,2012-09-01,102.2
CP06,2012-10-01,102.2
CP06,2012-11-01,102.1
CP06,2012-12-01,101.7
CP06,2013-01-01,101.5
CP06,2013-02-01,101.5
CP06,2013-03-01,101.5
CP06,2013-04-01,101.5
CP06,2013-05-01,101.5
CP06,2013-06-01,101.5
CP06,2013-07-01,101.5
CP06,2013-08-01,101.5
CP06,2013-09-01,101.4
CP06,2013-10-01,101.4
CP06,2013-11-01,101.4
CP06,2013-12-01,100.5
CP06,2014-01-01,100.6
CP06,2014-02-01,100.5
CP06,2014-03-01,100.5
CP06,2014-04-01,100.7
CP06,2014-05-01,100.7
CP06,2014-06-01,100.7
CP06,2014-07-01,100.7
CP06,2014-08-01,100.2
CP06,2014-09-01,100.2
CP06,2014-10-01,100.2
CP06,2014-11-01,100.5
CP06,2014-12-01,100.2
CP06,2015-01-01,100.21
CP06,2015-02-01,100.19
CP06,2015-03-01,100.19
CP06,2015-04-01,100.13
CP06,2015-05-01,100.14
CP06,2015-06-01,100.13
CP06,2015-07-01,100.09
CP06,2015-08-01,99.78
CP06,2015-09-01,99.77
CP06,2015-10-01,99.79
CP06,2015-11-01,99.79
CP06,2015-12-01,99.78
CP06,2016-01-01,99.82
CP06,2016-02-01,99.82
CP06,2016-03-01,99.8
CP06,2016-04-01,99.83
CP06,2016-05-01,99.84
CP06,2016-06-01,99.82
CP06,2016-07-01,99.83
CP06,2016-08-01,99.17
CP06,2016-09-01,99.15
CP06,2016-10-01,99.15
CP06,2016-11-01,99.13
CP06,2016-12-01,99.13
CP06,2017-01-01,99.11
CP06,2017-02-01,99.09
CP06,2017-03-01,99.12
CP06,2017-04-01,99.06
CP06,2017-05-01,99.06
CP06,2017-06-01,99.06
CP06,2017-07-01,99.16
CP06,2017-08-01,98.9
CP06,2017-09-01,98.89
CP06,2017-10-01,98.9
CP06,2017-11-01,98.88
CP06,2017-12-01,98.88
CP06,2018-01-01,98.2
CP06,2018-02-01,98.1
CP06,2018-03-01,97.71
CP06,2018-04-01,97.62
CP06,2018-05-01,97.51
CP06,2018-06-01,97.61
CP06,2018-07-01,98.32
CP06,2018-08-01,98.32
CP06,2018-09-01,98.24
CP06,2018-10-01,98.22
CP06,2018-11-01,98.21
CP06,2018-12-01,98.22
CP06,2019-01-01,97.98
CP06,2019-02-01,97.96
CP06,2019-03-01,97.94
CP06,2019-04-01,97.8
CP06,2019-05-01,97.76
CP06,2019-06-01,97.72
CP06,2019-07-01,97.97
CP06,2019-08-01,97.68
CP06,2019-09-01,97.65
CP06,2019-10-01,97.64
CP06,2019-11-01,97.62
CP06,2019-12-01,97.65
CP06,2020-01-01,97.15
CP06,2020-02-01,97.14
CP06,2020-03-01,97.13
CP06,2020-04-01,97.05
CP06,2020-05-01,97.05
CP06,2020-06-01,96.99
CP06,2020-07-01,97.03
CP06,2020-08-01,96.89
CP06,2020-09-01,96.85
CP06,2020-10-01,97.04
CP06,2020-11-01,97.03
CP06,2020-12-01,96.85
CP06,2021-01-01,96.9
CP06,2021-02-01,96.81
CP06,2021-03-01,96.79
CP06,2021-04-01,96.76
CP06,2021-05-01,96.7
CP06,2021-06-01,96.66
CP06,2021-07-01,96.68
CP06,2021-08-01,96.57
CP06,2021-09-01,96.57
CP06,2021-10-01,96.53
CP06,2021-11-01,96.52
CP06,2021-12-01,96.39
CP06,2022-01-01,96.36
CP06,2022-02-01,96.33
CP06,2022-03-01,96.28
CP06,2022-04-01,96.28
CP06,2022-05-01,96.27
CP06,2022-06-01,96.26
CP06,2022-07-01,96.33
CP06,2022-08-01,96.24
CP06,2022-09-01,96.23
CP06,2022-10-01,96.25
CP06,2022-11-01,96.15
CP06,2022-12-01,95.99
CP06,2023-01-01,96
CP06,2023-02-01,95.99
CP06,2023-03-01,95.98
CP06,2023-04-01,96.01
CP06,2023-05-01,95.97
CP06,2023-06-01,95.9
CP06,2023-07-01,95.94
CP06,2023-08-01,95.99
CP06,2023-09-01,95.9
CP06,2023-10-01,95.96
CP06,2023-11-01,95.91
CP06,2023-12-01,95.7
CP06,2024-01-01,95.69
CP06,2024-02-01,95.66
CP06,2024-03-01,95.59
CP06,2024-04-01,95.57
CP06,2024-05-01,95.61
CP06,2024-06-01,95.51
CP06,2024-07-01,95.52
CP06,2024-08-01,95.45
CP06,2024-09-01,95.42
CP06,2024-10-01,95.37
CP06,2024-11-01,95.37
CP06,2024-12-01,95.25
CP06,2025-01-01,95.47
CP06,2025-02-01,95.51
CP06,2025-03-01,95.51
CP06,2025-04-01,95.55
CP06,2025-05-01,95.68
CP06,2025-06-01,95.62
CP06,2025-07-01,95.65
CP06,2025-08-01,95.74
CP06,2025-09-01,95.71
CP06,2025-10-01,95.63
CP06,2025-11-01,95.73
CP06,2025-12-01,95.76
CP07,2004-12-01,100.5
CP07,2005-01-01,101
CP07,2005-02-01,101.4
CP07,2005-03-01,101.7
CP07,2005-04-01,102.1
CP07,2005-05-01,102.6
CP07,2005-06-01,101.9
CP07,2005-07-01,103.5
CP07,2005-08-01,104.5
CP07,2005-09-01,105.8
CP07,2005-10-01,107
CP07,2005-11-01,105.4
CP07,2005-12-01,104.7
CP07,2006-01-01,105.3
CP07,2006-02-01,105.6
CP07,2006-03-01,105
CP07,2006-04-01,106.4
CP07,2006-05-01,107.3
CP07,2006-06-01,107.1
CP07,2006-07-01,108
CP07,2006-08-01,108.8
CP07,2006-09-01,107
CP07,2006-10-01,105.3
CP07,2006-11-01,105
CP07,2006-12-01,104.9
CP07,2007-01-01,105
CP07,2007-02-01,104.5
CP07,2007-03-01,105.6
CP07,2007-04-01,106.8
CP07,2007-05-01,107.9
CP07,2007-06-01,108.5
CP07,2007-07-01,108.7
CP07,2007-08-01,107.7
CP07,2007-09-01,107.4
CP07,2007-10-01,107.6
CP07,2007-11-01,108.8
CP07,2007-12-01,109.6
CP07,2008-01-01,109.6
CP07,2008-02-01,108.6
CP07,2008-03-01,109.6
CP07,2008-04-01,109.6
CP07,2008-05-01,111.3
CP07,2008-06-01,112.8
CP07,2008-07-01,113.7
CP07,2008-08-01,112.9
CP07,2008-09-01,112.1
CP07,2008-10-01,111
CP07,2008-11-01,106.9
CP07,2008-12-01,105.8
CP07,2009-01-01,104.7
CP07,2009-02-01,103.9
CP07,2009-03-01,103.5
CP07,2009-04-01,105
CP07,2009-05-01,106.7
CP07,2009-06-01,107.6
CP07,2009-07-01,108.4
CP07,2009-08-01,108
CP07,2009-09-01,107.7
CP07,2009-10-01,106.7
CP07,2009-11-01,107.4
CP07,2009-12-01,107.4
CP07,2010-01-01,107.9
CP07,2010-02-01,107
CP07,2010-03-01,108.3
CP07,2010-04-01,108.8
CP07,2010-05-01,109.3
CP07,2010-06-01,109
CP07,2010-07-01,109.3
CP07,2010-08-01,107.9
CP07,2010-09-01,108.1
CP07,2010-10-01,107.7
CP07,2010-11-01,107.5
CP07,2010-12-01,109
CP07,2011-01-01,108.8
CP07,2011-02-01,109.2
CP07,2011-03-01,110.3
CP07,2011-04-01,110.9
CP07,2011-05-01,111.4
CP07,2011-06-01,111.4
CP07,2011-07-01,110.4
CP07,2011-08-01,108.9
CP07,2011-09-01,108.8
CP07,2011-10-01,107.4
CP07,2011-11-01,105.3
CP07,2011-12-01,105.6
CP07,2012-01-01,105.3
CP07,2012-02-01,105.1
CP07,2012-03-01,106.9
CP07,2012-04-01,108.3
CP07,2012-05-01,107.4
CP07,2012-06-01,106.8
CP07,2012-07-01,106.3
CP07,2012-08-01,106.8
CP07,2012-09-01,106.9
CP07,2012-10-01,106.3
CP07,2012-11-01,105
CP07,2012-12-01,105.6
CP07,2013-01-01,105.4
CP07,2013-02-01,105.7
CP07,2013-03-01,105.9
CP07,2013-04-01,105.7
CP07,2013-05-01,105.9
CP07,2013-06-01,106.1
CP07,2013-07-01,106.8
CP07,2013-08-01,106.8
CP07,2013-09-01,106
CP07,2013-10-01,105
CP07,2013-11-01,104.1
CP07,2013-12-01,104.4
CP07,2014-01-01,104.5
CP07,2014-02-01,103.5
CP07,2014-03-01,103.6
CP07,2014-04-01,104.2
CP07,2014-05-01,105.3
CP07,2014-06-01,105
CP07,2014-07-01,106
CP07,2014-08-01,105.2
CP07,2014-09-01,104.5
CP07,2014-10-01,104.3
CP07,2014-11-01,102.7
CP07,2014-12-01,102.9
CP07,2015-01-01,102.2
CP07,2015-02-01,99.46
CP07,2015-03-01,100.22
CP07,2015-04-01,99.63
CP07,2015-05-01,100.35
CP07,2015-06-01,101.84
CP07,2015-07-01,101.67
CP07,2015-08-01,100.29
CP07,2015-09-01,99.22
CP07,2015-10-01,99.3
CP07,2015-11-01,97.83
CP07,2015-12-01,98
CP07,2016-01-01,96.22
CP07,2016-02-01,95.3
CP07,2016-03-01,95.56
CP07,2016-04-01,96.45
CP07,2016-05-01,98.18
CP07,2016-06-01,97.7
CP07,2016-07-01,99.06
CP07,2016-08-01,97.63
CP07,2016-09-01,97.7
CP07,2016-10-01,96.94
CP07,2016-11-01,96.05
CP07,2016-12-01,96.94
CP07,2017-01-01,97.12
CP07,2017-02-01,97.06
CP07,2017-03-01,96.76
CP07,2017-04-01,98.36
CP07,2017-05-01,97.46
CP07,2017-06-01,98.29
CP07,2017-07-01,99.28
CP07,2017-08-01,98.67
CP07,2017-09-01,99.19
CP07,2017-10-01,98.59
CP07,2017-11-01,97.66
CP07,2017-12-01,98.47
CP07,2018-01-01,97.48
CP07,2018-02-01,97.79
CP07,2018-03-01,98.48
CP07,2018-04-01,99.73
CP07,2018-05-01,101.5
CP07,2018-06-01,101.58
CP07,2018-07-01,103.19
CP07,2018-08-01,102.32
CP07,2018-09-01,102.06
CP07,2018-10-01,102.05
CP07,2018-11-01,100.84
CP07,2018-12-01,100.18
CP07,2019-01-01,99.07
CP07,2019-02-01,98.59
CP07,2019-03-01,99.23
CP07,2019-04-01,102.16
CP07,2019-05-01,102.65
CP07,2019-06-01,102.91
CP07,2019-07-01,103.51
CP07,2019-08-01,103.47
CP07,2019-09-01,102
CP07,2019-10-01,101.48
CP07,2019-11-01,99.72
CP07,2019-12-01,100.05
CP07,2020-01-01,99.55
CP07,2020-02-01,98.5
CP07,2020-03-01,97.95
CP07,2020-04-01,98.41
CP07,2020-05-01,97.45
CP07,2020-06-01,96.88
CP07,2020-07-01,98.06
CP07,2020-08-01,97.36
CP07,2020-09-01,96.9
CP07,2020-10-01,96.65
CP07,2020-11-01,95.99
CP07,2020-12-01,96.83
CP07,2021-01-01,97.93
CP07,2021-02-01,98.03
CP07,2021-03-01,98.58
CP07,2021-04-01,99.86
CP07,2021-05-01,100.48
CP07,2021-06-01,100.06
CP07,2021-07-01,101.59
CP07,2021-08-01,102.16
CP07,2021-09-01,101.54
CP07,2021-10-01,103.17
CP07,2021-11-01,102.76
CP07,2021-12-01,102.77
CP07,2022-01-01,102.84
CP07,2022-02-01,104.43
CP07,2022-03-01,106.49
CP07,2022-04-01,108.32
CP07,2022-05-01,109.1
CP07,2022-06-01,111.92
CP07,2022-07-01,113.05
CP07,2022-08-01,111.85
CP07,2022-09-01,110.59
CP07,2022-10-01,109.35
CP07,2022-11-01,109.02
CP07,2022-12-01,107.89
CP07,2023-01-01,107.05
CP07,2023-02-01,107.02
CP07,2023-03-01,107.37
CP07,2023-04-01,109.33
CP07,2023-05-01,109.28
CP07,2023-06-01,108.93
CP07,2023-07-01,110.25
CP07,2023-08-01,109.68
CP07,2023-09-01,109.93
CP07,2023-10-01,109.57
CP07,2023-11-01,107.3
CP07,2023-12-01,107.43
CP07,2024-01-01,106.49
CP07,2024-02-01,106.41
CP07,2024-03-01,106.57
CP07,2024-04-01,109.13
CP07,2024-05-01,110.92
CP07,2024-06-01,109.34
CP07,2024-07-01,111.13
CP07,2024-08-01,110.39
CP07,2024-09-01,107.73
CP07,2024-10-01,107.74
CP07,2024-11-01,105.3
CP07,2024-12-01,105.39
CP07,2025-01-01,105.18
CP07,2025-02-01,104.57
CP07,2025-03-01,103.89
CP07,2025-04-01,106.96
CP07,2025-05-01,107.22
CP07,2025-06-01,106.44
CP07,2025-07-01,108.27
CP07,2025-08-01,107.43
CP07,2025-09-01,105.84
CP07,2025-10-01,105.34
CP07,2025-11-01,102.73
CP07,2025-12-01,103.84
CP08,2004-12-01,137.9
CP08,2005-01-01,137.9
CP08,2005-02-01,137.9
CP08,2005-03-01,137.7
CP08,2005-04-01,137.7
CP08,2005-05-01,137.7
CP08,2005-06-01,125.9
CP08,2005-07-01,123.2
CP08,2005-08-01,123.2
CP08,2005-09-01,122.3
CP08,2005-10-01,122.3
CP08,2005-11-01,122.3
CP08,2005-12-01,122.3
CP08,2006-01-01,122.3
CP08,2006-02-01,122.3
CP08,2006-03-01,122.2
CP08,2006-04-01,119.8
CP08,2006-05-01,119.8
CP08,2006-06-01,119.7
CP08,2006-07-01,119.7
CP08,2006-08-01,119.7
CP08,2006-09-01,119.7
CP08,2006-10-01,119.7
CP08,2006-11-01,119.7
CP08,2006-12-01,119.6
CP08,2007-01-01,119.6
CP08,2007-02-01,119.6
CP08,2007-03-01,119.1
CP08,2007-04-01,116.7
CP08,2007-05-01,116
CP08,2007-06-01,115.9
CP08,2007-07-01,115.9
CP08,2007-08-01,115.7
CP08,2007-09-01,115.6
CP08,2007-10-01,115.6
CP08,2007-11-01,115.6
CP08,2007-12-01,115.6
CP08,2008-01-01,113.8
CP08,2008-02-01,113.8
CP08,2008-03-01,113.7
CP08,2008-04-01,113.7
CP08,2008-05-01,113.7
CP08,2008-06-01,113.6
CP08,2008-07-01,113.7
CP08,2008-08-01,113.6
CP08,2008-09-01,113.9
CP08,2008-10-01,112.5
CP08,2008-11-01,112.5
CP08,2008-12-01,112.5
CP08,2009-01-01,108.2
CP08,2009-02-01,108.2
CP08,2009-03-01,108.2
CP08,2009-04-01,107.4
CP08,2009-05-01,107.4
CP08,2009-06-01,107.4
CP08,2009-07-01,107.5
CP08,2009-08-01,107.4
CP08,2009-09-01,108.2
CP08,2009-10-01,108.2
CP08,2009-11-01,108.2
CP08,2009-12-01,108.2
CP08,2010-01-01,106.3
CP08,2010-02-01,106.3
CP08,2010-03-01,106.3
CP08,2010-04-01,106.4
CP08,2010-05-01,106.3
CP08,2010-06-01,106.4
CP08,2010-07-01,106.3
CP08,2010-08-01,106.4
CP08,2010-09-01,106.3
CP08,2010-10-01,106.3
CP08,2010-11-01,106.3
CP08,2010-12-01,106.3
CP08,2011-01-01,106.4
CP08,2011-02-01,106.4
CP08,2011-03-01,106.4
CP08,2011-04-01,105.9
CP08,2011-05-01,105.8
CP08,2011-06-01,105.9
CP08,2011-07-01,105.8
CP08,2011-08-01,107
CP08,2011-09-01,107
CP08,2011-10-01,106.7
CP08,2011-11-01,106.7
CP08,2011-12-01,106.6
CP08,2012-01-01,106.6
CP08,2012-02-01,106.5
CP08,2012-03-01,106.5
CP08,2012-04-01,106.4
CP08,2012-05-01,106.5
CP08,2012-06-01,106.3
CP08,2012-07-01,106.2
CP08,2012-08-01,106.3
CP08,2012-09-01,104.6
CP08,2012-10-01,104.6
CP08,2012-11-01,104
CP08,2012-12-01,104.1
CP08,2013-01-01,104.1
CP08,2013-02-01,104
CP08,2013-03-01,103.7
CP08,2013-04-01,103.6
CP08,2013-05-01,103.6
CP08,2013-06-01,103.5
CP08,2013-07-01,103.5
CP08,2013-08-01,103.5
CP08,2013-09-01,103.5
CP08,2013-10-01,103.5
CP08,2013-11-01,101.4
CP08,2013-12-01,101.4
CP08,2014-01-01,101.3
CP08,2014-02-01,101.3
CP08,2014-03-01,100.9
CP08,2014-04-01,100.8
CP08,2014-05-01,100.4
CP08,2014-06-01,100.3
CP08,2014-07-01,100.3
CP08,2014-08-01,100.5
CP08,2014-09-01,100.8
CP08,2014-10-01,101.3
CP08,2014-11-01,101.2
CP08,2014-12-01,101.1
CP08,2015-01-01,101.02
CP08,2015-02-01,100.95
CP08,2015-03-01,100.89
CP08,2015-04-01,100.5
CP08,2015-05-01,100.34
CP08,2015-06-01,100.4
CP08,2015-07-01,100.1
CP08,2015-08-01,100.02
CP08,2015-09-01,100.04
CP08,2015-10-01,98.52
CP08,2015-11-01,98.63
CP08,2015-12-01,98.57
CP08,2016-01-01,98.58
CP08,2016-02-01,98.82
CP08,2016-03-01,99.22
CP08,2016-04-01,99.26
CP08,2016-05-01,98.78
CP08,2016-06-01,98.73
CP08,2016-07-01,98.74
CP08,2016-08-01,98.54
CP08,2016-09-01,98.47
CP08,2016-10-01,98.4
CP08,2016-11-01,97.35
CP08,2016-12-01,97.32
CP08,2017-01-01,97.37
CP08,2017-02-01,97.37
CP08,2017-03-01,97.26
CP08,2017-04-01,96.74
CP08,2017-05-01,97.07
CP08,2017-06-01,96.96
CP08,2017-07-01,96.88
CP08,2017-08-01,96.87
CP08,2017-09-01,96.83
CP08,2017-10-01,97.06
CP08,2017-11-01,96.53
CP08,2017-12-01,96.47
CP08,2018-01-01,96.44
CP08,2018-02-01,96.34
CP08,2018-03-01,96.72
CP08,2018-04-01,96.9
CP08,2018-05-01,97.59
CP08,2018-06-01,97.51
CP08,2018-07-01,97.65
CP08,2018-08-01,97.55
CP08,2018-09-01,97.49
CP08,2018-10-01,97.48
CP08,2018-11-01,98.2
CP08,2018-12-01,98.13
CP08,2019-01-01,98.08
CP08,2019-02-01,98.06
CP08,2019-03-01,98.35
CP08,2019-04-01,98.45
CP08,2019-05-01,99.42
CP08,2019-06-01,99.36
CP08,2019-07-01,97.63
CP08,2019-08-01,97.49
CP08,2019-09-01,97.31
CP08,2019-10-01,97.2
CP08,2019-11-01,97.43
CP08,2019-12-01,98.12
CP08,2020-01-01,98.2
CP08,2020-02-01,98.14
CP08,2020-03-01,98.32
CP08,2020-04-01,98.26
CP08,2020-05-01,98.09
CP08,2020-06-01,98.08
CP08,2020-07-01,97.02
CP08,2020-08-01,98.15
CP08,2020-09-01,98.04
CP08,2020-10-01,97.39
CP08,2020-11-01,97.35
CP08,2020-12-01,97.4
CP08,2021-01-01,97.5
CP08,2021-02-01,97.33
CP08,2021-03-01,97.27
CP08,2021-04-01,97.36
CP08,2021-05-01,96.87
CP08,2021-06-01,96.96
CP08,2021-07-01,96.97
CP08,2021-08-01,96.97
CP08,2021-09-01,97
CP08,2021-10-01,97
CP08,2021-11-01,96.78
CP08,2021-12-01,97.45
CP08,2022-01-01,97.04
CP08,2022-02-01,97.34
CP08,2022-03-01,97.14
CP08,2022-04-01,97.24
CP08,2022-05-01,97.48
CP08,2022-06-01,97.45
CP08,2022-07-01,97.44
CP08,2022-08-01,97.33
CP08,2022-09-01,97.21
CP08,2022-10-01,93.96
CP08,2022-11-01,94.17
CP08,2022-12-01,94.22
CP08,2023-01-01,94.38
CP08,2023-02-01,94.33
CP08,2023-03-01,94.38
CP08,2023-04-01,94.51
CP08,2023-05-01,94.47
CP08,2023-06-01,94.25
CP08,2023-07-01,94.45
CP08,2023-08-01,94.8
CP08,2023-09-01,94.68
CP08,2023-10-01,94.71
CP08,2023-11-01,94.95
CP08,2023-12-01,94.92
CP08,2024-01-01,95.16
CP08,2024-02-01,95.04
CP08,2024-03-01,95.22
CP08,2024-04-01,95.16
CP08,2024-05-01,94.97
CP08,2024-06-01,94.87
CP08,2024-07-01,94.83
CP08,2024-08-01,95.35
CP08,2024-09-01,95.22
CP08,2024-10-01,95.23
CP08,2024-11-01,94.7
CP08,2024-12-01,94.72
CP08,2025-01-01,95.37
CP08,2025-02-01,95.52
CP08,2025-03-01,95.73
CP08,2025-04-01,95.89
CP08,2025-05-01,95.79
CP08,2025-06-01,95.67
CP08,2025-07-01,95.72
CP08,2025-08-01,95.76
CP08,2025-09-01,95.18
CP08,2025-10-01,95.19
CP08,2025-11-01,95.19
CP08,2025-12-01,95.43
CP09,2004-12-01,115
CP09,2005-01-01,115
CP09,2005-02-01,115
CP09,2005-03-01,114.6
CP09,2005-04-01,114.6
CP09,2005-05-01,114.6
CP09,2005-06-01,114.4
CP09,2005-07-01,114.4
CP09,2005-08-01,114.4
CP09,2005-09-01,114.6
CP09,2005-10-01,114.6
CP09,2005-11-01,114.6
CP09,2005-12-01,115
CP09,2006-01-01,114.9
CP09,2006-02-01,114.9
CP09,2006-03-01,114.6
CP09,2006-04-01,114.6
CP09,2006-05-01,114.6
CP09,2006-06-01,114.3
CP09,2006-07-01,114.3
CP09,2006-08-01,114.3
CP09,2006-09-01,113.8
CP09,2006-10-01,113.9
CP09,2006-11-01,113.9
CP09,2006-12-01,114
CP09,2007-01-01,114
CP09,2007-02-01,114
CP09,2007-03-01,113.7
CP09,2007-04-01,114
CP09,2007-05-01,114
CP09,2007-06-01,113.5
CP09,2007-07-01,113.5
CP09,2007-08-01,113.5
CP09,2007-09-01,113.5
CP09,2007-10-01,113.5
CP09,2007-11-01,113.5
CP09,2007-12-01,114
CP09,2008-01-01,115.5
CP09,2008-02-01,115.5
CP09,2008-03-01,114.9
CP09,2008-04-01,116.4
CP09,2008-05-01,114.1
CP09,2008-06-01,114.4
CP09,2008-07-01,116.6
CP09,2008-08-01,117.5
CP09,2008-09-01,115.6
CP09,2008-10-01,116.5
CP09,2008-11-01,114.2
CP09,2008-12-01,112.8
CP09,2009-01-01,114.6
CP09,2009-02-01,114.8
CP09,2009-03-01,114.5
CP09,2009-04-01,115.4
CP09,2009-05-01,113.1
CP09,2009-06-01,113.3
CP09,2009-07-01,115.1
CP09,2009-08-01,116.9
CP09,2009-09-01,114.2
CP09,2009-10-01,115.4
CP09,2009-11-01,113
CP09,2009-12-01,111.8
CP09,2010-01-01,114
CP09,2010-02-01,113.3
CP09,2010-03-01,113.2
CP09,2010-04-01,112.9
CP09,2010-05-01,110.8
CP09,2010-06-01,111
CP09,2010-07-01,112.8
CP09,2010-08-01,114.1
CP09,2010-09-01,111.7
CP09,2010-10-01,112
CP09,2010-11-01,110
CP09,2010-12-01,109.1
CP09,2011-01-01,110.2
CP09,2011-02-01,109.7
CP09,2011-03-01,110
