NOGA,ADJUSTMENT,INDICATOR_KE,date,value
41,W,UINL,2023-04-01,111.23
41,W,UINL,2023-07-01,95.12
41,W,UINL,2023-10-01,99.21
41,W,UINL,2024-01-01,88.75
41,W,UINL,2024-04-01,109.77
41,W,UINL,2024-07-01,100.29
41,W,UINL,2024-10-01,98.79
41,W,UINL,2025-01-01,89.27
41,W,UINL,2025-04-01,111.89
41,W,UINL,2025-07-01,95.02
41,W,UINL,2025-10-01,111.43
41,W,UINL,2026-01-01,93.04
41,W,UINL,2026-04-01,117.77
41,W,UTOT,1999-01-01,48.93
41,W,UTOT,1999-04-01,71.67
41,W,UTOT,1999-07-01,75.61
41,W,UTOT,1999-10-01,73.66
41,W,UTOT,2000-01-01,55
41,W,UTOT,2000-04-01,74.96
41,W,UTOT,2000-07-01,79.05
41,W,UTOT,2000-10-01,76.95
41,W,UTOT,2001-01-01,58.09
41,W,UTOT,2001-04-01,75.83
41,W,UTOT,2001-07-01,80.42
41,W,UTOT,2001-10-01,76.46
41,W,UTOT,2002-01-01,62.39
41,W,UTOT,2002-04-01,77.68
41,W,UTOT,2002-07-01,81.16
41,W,UTOT,2002-10-01,78.61
41,W,UTOT,2003-01-01,56.41
41,W,UTOT,2003-04-01,75.01
41,W,UTOT,2003-07-01,80.92
41,W,UTOT,2003-10-01,75.89
41,W,UTOT,2004-01-01,58.27
41,W,UTOT,2004-04-01,80.3
41,W,UTOT,2004-07-01,86.84
41,W,UTOT,2004-10-01,85.1
41,W,UTOT,2005-01-01,59.46
41,W,UTOT,2005-04-01,90.65
41,W,UTOT,2005-07-01,92.46
41,W,UTOT,2005-10-01,94.38
41,W,UTOT,2006-01-01,62.18
41,W,UTOT,2006-04-01,90.4
41,W,UTOT,2006-07-01,97.88
41,W,UTOT,2006-10-01,97.08
41,W,UTOT,2007-01-01,73.37
41,W,UTOT,2007-04-01,96.25
41,W,UTOT,2007-07-01,99.88
41,W,UTOT,2007-10-01,96.08
41,W,UTOT,2008-01-01,76.82
41,W,UTOT,2008-04-01,96.21
41,W,UTOT,2008-07-01,101.28
41,W,UTOT,2008-10-01,94.48
41,W,UTOT,2009-01-01,65.67
41,W,UTOT,2009-04-01,90.26
41,W,UTOT,2009-07-01,103.9
41,W,UTOT,2009-10-01,95.15
41,W,UTOT,2010-01-01,66.28
41,W,UTOT,2010-04-01,91.97
41,W,UTOT,2010-07-01,94.71
41,W,UTOT,2010-10-01,97.31
41,W,UTOT,2011-01-01,77.77
41,W,UTOT,2011-04-01,99.77
41,W,UTOT,2011-07-01,102.86
41,W,UTOT,2011-10-01,104.46
41,W,UTOT,2012-01-01,70.33
41,W,UTOT,2012-04-01,101.53
41,W,UTOT,2012-07-01,108
41,W,UTOT,2012-10-01,110.86
41,W,UTOT,2013-01-01,75.92
41,W,UTOT,2013-04-01,104.96
41,W,UTOT,2013-07-01,106.23
41,W,UTOT,2013-10-01,113.79
41,W,UTOT,2014-01-01,88.94
41,W,UTOT,2014-04-01,108.51
41,W,UTOT,2014-07-01,114.82
41,W,UTOT,2014-10-01,114.52
41,W,UTOT,2015-01-01,82.11
41,W,UTOT,2015-04-01,105.45
41,W,UTOT,2015-07-01,105.96
41,W,UTOT,2015-10-01,106.09
41,W,UTOT,2016-01-01,77.4
41,W,UTOT,2016-04-01,102.08
41,W,UTOT,2016-07-01,104.52
41,W,UTOT,2016-10-01,106.42
41,W,UTOT,2017-01-01,79.21
41,W,UTOT,2017-04-01,107.17
41,W,UTOT,2017-07-01,105.23
41,W,UTOT,2017-10-01,107.04
41,W,UTOT,2018-01-01,82.68
41,W,UTOT,2018-04-01,111.91
41,W,UTOT,2018-07-01,104.09
41,W,UTOT,2018-10-01,105.25
41,W,UTOT,2019-01-01,81.05
41,W,UTOT,2019-04-01,106.97
41,W,UTOT,2019-07-01,104.15
41,W,UTOT,2019-10-01,105.54
41,W,UTOT,2020-01-01,81.62
41,W,UTOT,2020-04-01,100.92
41,W,UTOT,2020-07-01,97.98
41,W,UTOT,2020-10-01,103.7
41,W,UTOT,2021-01-01,83.1
41,W,UTOT,2021-04-01,106.7
41,W,UTOT,2021-07-01,103.11
41,W,UTOT,2021-10-01,107.08
41,W,UTOT,2022-01-01,88.69
41,W,UTOT,2022-04-01,116.03
41,W,UTOT,2022-07-01,103.51
41,W,UTOT,2022-10-01,109.45
41,W,UTOT,2023-01-01,88.39
41,W,UTOT,2023-04-01,111.45
41,W,UTOT,2023-07-01,95.41
41,W,UTOT,2023-10-01,99.6
41,W,UTOT,2024-01-01,86.44
41,W,UTOT,2024-04-01,109.66
41,W,UTOT,2024-07-01,100.31
41,W,UTOT,2024-10-01,98.89
41,W,UTOT,2025-01-01,90.2
41,W,UTOT,2025-04-01,112.11
41,W,UTOT,2025-07-01,95.04
41,W,UTOT,2025-10-01,111.54
41,W,UTOT,2026-01-01,94.02
41,W,UTOT,2026-04-01,118
41,Y,PTOT,1999-01-01,80.32
41,Y,PTOT,1999-04-01,87.43
41,Y,PTOT,1999-07-01,87.46
41,Y,PTOT,1999-10-01,87.01
41,Y,PTOT,2000-01-01,87
41,Y,PTOT,2000-04-01,87.68
41,Y,PTOT,2000-07-01,87.14
41,Y,PTOT,2000-10-01,86.54
41,Y,PTOT,2001-01-01,87.75
41,Y,PTOT,2001-04-01,85.17
41,Y,PTOT,2001-07-01,86.08
41,Y,PTOT,2001-10-01,85.13
41,Y,PTOT,2002-01-01,94.71
41,Y,PTOT,2002-04-01,88.42
41,Y,PTOT,2002-07-01,88.15
41,Y,PTOT,2002-10-01,89.15
41,Y,PTOT,2003-01-01,88.51
41,Y,PTOT,2003-04-01,88.19
41,Y,PTOT,2003-07-01,90.48
41,Y,PTOT,2003-10-01,87.98
41,Y,PTOT,2004-01-01,93.39
41,Y,PTOT,2004-04-01,94.48
41,Y,PTOT,2004-07-01,96.31
41,Y,PTOT,2004-10-01,96.68
41,Y,PTOT,2005-01-01,93.34
41,Y,PTOT,2005-04-01,103.45
41,Y,PTOT,2005-07-01,100.33
41,Y,PTOT,2005-10-01,105.8
41,Y,PTOT,2006-01-01,95.92
41,Y,PTOT,2006-04-01,101.32
41,Y,PTOT,2006-07-01,102.89
41,Y,PTOT,2006-10-01,104.68
41,Y,PTOT,2007-01-01,108.41
41,Y,PTOT,2007-04-01,103.62
41,Y,PTOT,2007-07-01,101.02
41,Y,PTOT,2007-10-01,100.53
41,Y,PTOT,2008-01-01,109.12
41,Y,PTOT,2008-04-01,100.19
41,Y,PTOT,2008-07-01,98.49
41,Y,PTOT,2008-10-01,94.95
41,Y,PTOT,2009-01-01,91.55
41,Y,PTOT,2009-04-01,94.98
41,Y,PTOT,2009-07-01,103.33
41,Y,PTOT,2009-10-01,98.04
41,Y,PTOT,2010-01-01,93.87
41,Y,PTOT,2010-04-01,96.7
41,Y,PTOT,2010-07-01,94.07
41,Y,PTOT,2010-10-01,97.71
41,Y,PTOT,2011-01-01,107.69
41,Y,PTOT,2011-04-01,100.97
41,Y,PTOT,2011-07-01,100.4
41,Y,PTOT,2011-10-01,102.1
41,Y,PTOT,2012-01-01,96.02
41,Y,PTOT,2012-04-01,102.29
41,Y,PTOT,2012-07-01,106.19
41,Y,PTOT,2012-10-01,107.87
41,Y,PTOT,2013-01-01,102.81
41,Y,PTOT,2013-04-01,104.58
41,Y,PTOT,2013-07-01,104
41,Y,PTOT,2013-10-01,109.38
41,Y,PTOT,2014-01-01,118.96
41,Y,PTOT,2014-04-01,108.03
41,Y,PTOT,2014-07-01,113.49
41,Y,PTOT,2014-10-01,111.73
41,Y,PTOT,2015-01-01,110.42
41,Y,PTOT,2015-04-01,106.19
41,Y,PTOT,2015-07-01,106.01
41,Y,PTOT,2015-10-01,104.33
41,Y,PTOT,2016-01-01,102.75
41,Y,PTOT,2016-04-01,101.8
41,Y,PTOT,2016-07-01,104.8
41,Y,PTOT,2016-10-01,105.3
41,Y,PTOT,2017-01-01,103.9
41,Y,PTOT,2017-04-01,105.97
41,Y,PTOT,2017-07-01,105.3
41,Y,PTOT,2017-10-01,105.13
41,Y,PTOT,2018-01-01,106.14
41,Y,PTOT,2018-04-01,108.93
41,Y,PTOT,2018-07-01,104.29
41,Y,PTOT,2018-10-01,103.67
41,Y,PTOT,2019-01-01,102.44
41,Y,PTOT,2019-04-01,103.23
41,Y,PTOT,2019-07-01,104.55
41,Y,PTOT,2019-10-01,103.2
41,Y,PTOT,2020-01-01,100.82
41,Y,PTOT,2020-04-01,96.28
41,Y,PTOT,2020-07-01,98.93
41,Y,PTOT,2020-10-01,101.63
41,Y,PTOT,2021-01-01,101.01
41,Y,PTOT,2021-04-01,98.87
41,Y,PTOT,2021-07-01,100.86
41,Y,PTOT,2021-10-01,99.26
41,Y,PTOT,2022-01-01,98.78
41,Y,PTOT,2022-04-01,98.26
41,Y,PTOT,2022-07-01,94.55
41,Y,PTOT,2022-10-01,94.64
41,Y,PTOT,2023-01-01,92.42
41,Y,PTOT,2023-04-01,91.4
41,Y,PTOT,2023-07-01,86.93
41,Y,PTOT,2023-10-01,86.28
41,Y,PTOT,2024-01-01,89.43
41,Y,PTOT,2024-04-01,89.58
41,Y,PTOT,2024-07-01,92.2
41,Y,PTOT,2024-10-01,85.58
41,Y,PTOT,2025-01-01,92.21
41,Y,PTOT,2025-04-01,90.64
41,Y,PTOT,2025-07-01,87.13
41,Y,PTOT,2025-10-01,95.7
41,Y,PTOT,2026-01-01,94.82
41,Y,PTOT,2026-04-01,94.52
41,Y,UINL,2010-10-01,89.1
41,Y,UINL,2011-01-01,98.37
41,Y,UINL,2011-04-01,95.05
41,Y,UINL,2011-07-01,95.72
41,Y,UINL,2011-10-01,95.16
41,Y,UINL,2012-01-01,92.25
41,Y,UINL,2012-04-01,96.64
41,Y,UINL,2012-07-01,100.27
41,Y,UINL,2012-10-01,101.05
41,Y,UINL,2013-01-01,94.99
41,Y,UINL,2013-04-01,100.1
41,Y,UINL,2013-07-01,99.01
41,Y,UINL,2013-10-01,103.95
41,Y,UINL,2014-01-01,111.33
41,Y,UINL,2014-04-01,102.83
41,Y,UINL,2014-07-01,107.3
41,Y,UINL,2014-10-01,105.1
41,Y,UINL,2015-01-01,102.21
41,Y,UINL,2015-04-01,99.42
41,Y,UINL,2015-07-01,99.7
