D0,INLANDAUSLAND,WAEHRUNG,BANKENGRUPPE,date,value
KOB,I,EUR,A40,2021-09-01,20.90081812
KOB,I,EUR,A40,2021-10-01,19.92401807
KOB,I,EUR,A40,2021-11-01,19.600892199999997
KOB,I,EUR,A40,2021-12-01,19.41448674
KOB,I,EUR,A40,2022-01-01,19.549458610000002
KOB,I,EUR,A40,2022-02-01,19.17442727
KOB,I,EUR,A40,2022-03-01,20.16719418
KOB,I,EUR,A40,2022-04-01,14.0173128
KOB,I,EUR,A40,2022-05-01,14.47680631
KOB,I,EUR,A40,2022-06-01,14.23111613
KOB,I,EUR,A40,2022-07-01,12.35848897
KOB,I,EUR,A40,2022-08-01,12.85601229
KOB,I,EUR,A40,2022-09-01,12.68411578
KOB,I,EUR,A40,2022-10-01,13.51660549
KOB,I,EUR,A40,2022-11-01,14.87104888
KOB,I,EUR,A40,2022-12-01,15.273004989999999
KOB,I,EUR,A40,2023-01-01,18.579772939999998
KOB,I,EUR,A40,2023-02-01,20.28930562
KOB,I,EUR,A40,2023-03-01,21.445954989999997
KOB,I,EUR,A40,2023-04-01,22.43207343
KOB,I,EUR,A40,2023-05-01,23.86334746
KOB,I,EUR,A40,2023-06-01,24.93229174
KOB,I,EUR,A40,2023-07-01,26.13542937
KOB,I,EUR,A40,2023-08-01,28.14779467
KOB,I,EUR,A40,2023-09-01,29.2209513
KOB,I,EUR,A40,2023-10-01,29.95700257
KOB,I,EUR,A40,2023-11-01,31.73287569
KOB,I,EUR,A40,2023-12-01,31.74807845
KOB,I,EUR,A40,2024-01-01,32.70000026
KOB,I,EUR,A40,2024-02-01,33.63032316
KOB,I,EUR,A40,2024-03-01,34.96782074
KOB,I,EUR,A40,2024-04-01,29.38829291
KOB,I,EUR,A40,2024-05-01,28.19808797
KOB,I,EUR,A40,2024-06-01,27.62985154
KOB,I,EUR,A40,2024-07-01,27.64705309
KOB,I,EUR,A40,2024-08-01,27.479215680000003
KOB,I,EUR,A40,2024-09-01,27.80528125
KOB,I,EUR,A40,2024-10-01,27.75194333
KOB,I,EUR,A40,2024-11-01,26.816082729999998
KOB,I,EUR,A40,2024-12-01,26.77292192
KOB,I,EUR,A40,2025-01-01,26.48401413
KOB,I,EUR,A40,2025-02-01,24.90136199
KOB,I,EUR,A40,2025-03-01,22.34679442
KOB,I,EUR,A40,2025-04-01,20.04321688
KOB,I,EUR,A40,2025-05-01,19.519315019999997
KOB,I,EUR,A40,2025-06-01,19.674966230000003
KOB,I,EUR,A40,2025-07-01,18.684907889999998
KOB,I,EUR,A40,2025-08-01,17.62356167
KOB,I,EUR,A40,2025-09-01,17.54070408
KOB,I,EUR,A40,2025-10-01,16.9932621
KOB,I,EUR,A40,2025-11-01,16.07731193
KOB,I,EUR,A40,2025-12-01,15.71971454
KOB,I,EUR,A40,2026-01-01,14.96144565
KOB,I,EUR,A40,2026-02-01,15.15494219
KOB,I,EUR,A40,2026-03-01,15.14523321
KOB,I,EUR,A40,2026-04-01,15.91745053
KOB,I,EUR,A40,2026-05-01,15.817453909999998
KOB,I,EUR,A40,2026-06-01,16.55540061
KOB,I,EUR,G15,1999-03-01,0
KOB,I,EUR,G15,1999-04-01,0
KOB,I,EUR,G15,1999-05-01,0
KOB,I,EUR,G15,1999-06-01,0
KOB,I,EUR,G15,1999-07-01,0
KOB,I,EUR,G15,1999-08-01,0
KOB,I,EUR,G15,1999-09-01,0
KOB,I,EUR,G15,1999-10-01,0
KOB,I,EUR,G15,1999-11-01,0
KOB,I,EUR,G15,1999-12-01,0
KOB,I,EUR,G15,2000-01-01,0
KOB,I,EUR,G15,2000-02-01,0
KOB,I,EUR,G15,2000-03-01,0
KOB,I,EUR,G15,2000-04-01,0
KOB,I,EUR,G15,2000-05-01,0
KOB,I,EUR,G15,2000-06-01,0
KOB,I,EUR,G15,2000-07-01,0
KOB,I,EUR,G15,2000-08-01,0
KOB,I,EUR,G15,2000-09-01,0
KOB,I,EUR,G15,2000-10-01,0
KOB,I,EUR,G15,2000-11-01,0
KOB,I,EUR,G15,2000-12-01,0
KOB,I,EUR,G15,2001-01-01,0
KOB,I,EUR,G15,2001-02-01,0
KOB,I,EUR,G15,2001-03-01,0
KOB,I,EUR,G15,2001-04-01,0
KOB,I,EUR,G15,2001-05-01,0
KOB,I,EUR,G15,2001-06-01,0
KOB,I,EUR,G15,2001-07-01,0
KOB,I,EUR,G15,2001-08-01,0
KOB,I,EUR,G15,2001-09-01,0
KOB,I,EUR,G15,2001-10-01,0
KOB,I,EUR,G15,2001-11-01,0
KOB,I,EUR,G15,2001-12-01,0
KOB,I,EUR,G15,2002-01-01,0
KOB,I,EUR,G15,2002-02-01,0
KOB,I,EUR,G15,2002-03-01,0
KOB,I,EUR,G15,2002-04-01,0
KOB,I,EUR,G15,2002-05-01,0
KOB,I,EUR,G15,2002-06-01,0
KOB,I,EUR,G15,2002-07-01,0
KOB,I,EUR,G15,2002-08-01,0
KOB,I,EUR,G15,2002-09-01,0
KOB,I,EUR,G15,2002-10-01,0
KOB,I,EUR,G15,2002-11-01,0
KOB,I,EUR,G15,2002-12-01,0
KOB,I,EUR,G15,2003-01-01,0
KOB,I,EUR,G15,2003-02-01,0
KOB,I,EUR,G15,2003-03-01,0
KOB,I,EUR,G15,2003-04-01,0
KOB,I,EUR,G15,2003-05-01,0
KOB,I,EUR,G15,2003-06-01,0
KOB,I,EUR,G15,2003-07-01,0
KOB,I,EUR,G15,2003-08-01,0
KOB,I,EUR,G15,2003-09-01,0
KOB,I,EUR,G15,2003-10-01,0
KOB,I,EUR,G15,2003-11-01,0
KOB,I,EUR,G15,2003-12-01,0
KOB,I,EUR,G15,2004-01-01,0
KOB,I,EUR,G15,2004-02-01,0
KOB,I,EUR,G15,2004-03-01,0
KOB,I,EUR,G15,2004-04-01,0
KOB,I,EUR,G15,2004-05-01,0
KOB,I,EUR,G15,2004-06-01,0
KOB,I,EUR,G15,2004-07-01,0
KOB,I,EUR,G15,2004-08-01,0
KOB,I,EUR,G15,2004-09-01,0
KOB,I,EUR,G15,2004-10-01,0
KOB,I,EUR,G15,2004-11-01,0
KOB,I,EUR,G15,2004-12-01,0
KOB,I,EUR,G15,2005-01-01,0
KOB,I,EUR,G15,2005-02-01,0
KOB,I,EUR,G15,2005-03-01,0
KOB,I,EUR,G15,2005-04-01,0
KOB,I,EUR,G15,2005-05-01,0
KOB,I,EUR,G15,2005-06-01,0
KOB,I,EUR,G15,2005-07-01,0
KOB,I,EUR,G15,2005-08-01,0
KOB,I,EUR,G15,2005-09-01,0
KOB,I,EUR,G15,2005-10-01,0
KOB,I,EUR,G15,2005-11-01,0
KOB,I,EUR,G15,2005-12-01,0
KOB,I,EUR,G15,2006-01-01,0
KOB,I,EUR,G15,2006-02-01,0
KOB,I,EUR,G15,2006-03-01,0
KOB,I,EUR,G15,2006-04-01,0
KOB,I,EUR,G15,2006-05-01,0
KOB,I,EUR,G15,2006-06-01,0
KOB,I,EUR,G15,2006-07-01,0
KOB,I,EUR,G15,2006-08-01,0
KOB,I,EUR,G15,2006-09-01,0
KOB,I,EUR,G15,2006-10-01,0
KOB,I,EUR,G15,2006-11-01,0
KOB,I,EUR,G15,2006-12-01,0
KOB,I,EUR,G15,2007-01-01,0
KOB,I,EUR,G15,2007-02-01,0
KOB,I,EUR,G15,2007-03-01,0
KOB,I,EUR,G15,2007-04-01,0
KOB,I,EUR,G15,2007-05-01,0
KOB,I,EUR,G15,2007-06-01,0
KOB,I,EUR,G15,2007-07-01,0
KOB,I,EUR,G15,2007-08-01,0
KOB,I,EUR,G15,2007-09-01,0
KOB,I,EUR,G15,2007-10-01,0
KOB,I,EUR,G15,2007-11-01,0
KOB,I,EUR,G15,2007-12-01,0
KOB,I,EUR,G15,2008-01-01,0
KOB,I,EUR,G15,2008-02-01,0
KOB,I,EUR,G15,2008-03-01,0
KOB,I,EUR,G15,2008-04-01,0
KOB,I,EUR,G15,2008-05-01,0
KOB,I,EUR,G15,2008-06-01,0
KOB,I,EUR,G15,2008-07-01,0
KOB,I,EUR,G15,2008-08-01,0
KOB,I,EUR,G15,2008-09-01,0
KOB,I,EUR,G15,2008-10-01,0
KOB,I,EUR,G15,2008-11-01,0
KOB,I,EUR,G15,2008-12-01,0
KOB,I,EUR,G15,2009-01-01,0
KOB,I,EUR,G15,2009-02-01,0
KOB,I,EUR,G15,2009-03-01,0
KOB,I,EUR,G15,2009-04-01,0
KOB,I,EUR,G15,2009-05-01,0
KOB,I,EUR,G15,2009-06-01,0
KOB,I,EUR,G15,2009-07-01,0
KOB,I,EUR,G15,2009-08-01,0
KOB,I,EUR,G15,2009-09-01,0
KOB,I,EUR,G15,2009-10-01,0
KOB,I,EUR,G15,2009-11-01,0
KOB,I,EUR,G15,2009-12-01,0
KOB,I,EUR,G15,2010-01-01,0
KOB,I,EUR,G15,2010-02-01,0
KOB,I,EUR,G15,2010-03-01,0
KOB,I,EUR,G15,2010-04-01,0
KOB,I,EUR,G15,2010-05-01,0
KOB,I,EUR,G15,2010-06-01,0
KOB,I,EUR,G15,2010-07-01,0
KOB,I,EUR,G15,2010-08-01,0
KOB,I,EUR,G15,2010-09-01,0
KOB,I,EUR,G15,2010-10-01,0
KOB,I,EUR,G15,2010-11-01,0
KOB,I,EUR,G15,2010-12-01,0
KOB,I,EUR,G15,2011-01-01,0
KOB,I,EUR,G15,2011-02-01,0
KOB,I,EUR,G15,2011-03-01,0
KOB,I,EUR,G15,2011-04-01,0
KOB,I,EUR,G15,2011-05-01,0
KOB,I,EUR,G15,2011-06-01,0
KOB,I,EUR,G15,2011-07-01,0
KOB,I,EUR,G15,2011-08-01,0
KOB,I,EUR,G15,2011-09-01,0
KOB,I,EUR,G15,2011-10-01,0
KOB,I,EUR,G15,2011-11-01,0
KOB,I,EUR,G15,2011-12-01,0
KOB,I,EUR,G15,2012-01-01,0
KOB,I,EUR,G15,2012-02-01,36
KOB,I,EUR,G15,2012-03-01,36
KOB,I,EUR,G15,2012-04-01,36
KOB,I,EUR,G15,2012-05-01,33
KOB,I,EUR,G15,2012-06-01,34
KOB,I,EUR,G15,2012-07-01,32
KOB,I,EUR,G15,2012-08-01,31
KOB,I,EUR,G15,2012-09-01,30
KOB,I,EUR,G15,2012-10-01,28
KOB,I,EUR,G15,2012-11-01,30
KOB,I,EUR,G15,2012-12-01,29
KOB,I,EUR,G15,2013-01-01,28
KOB,I,EUR,G15,2013-02-01,26
KOB,I,EUR,G15,2013-03-01,25
KOB,I,EUR,G15,2013-04-01,25
KOB,I,EUR,G15,2013-05-01,24
KOB,I,EUR,G15,2013-06-01,20
KOB,I,EUR,G15,2013-07-01,18
KOB,I,EUR,G15,2013-08-01,16
KOB,I,EUR,G15,2013-09-01,15
KOB,I,EUR,G15,2013-10-01,14
KOB,I,EUR,G15,2013-11-01,11
KOB,I,EUR,G15,2013-12-01,11
KOB,I,EUR,G15,2014-01-01,12
KOB,I,EUR,G15,2014-02-01,11
KOB,I,EUR,G15,2014-03-01,11
KOB,I,EUR,G15,2014-04-01,11
KOB,I,EUR,G15,2014-05-01,11
KOB,I,EUR,G15,2014-06-01,11
KOB,I,EUR,G15,2014-07-01,10
KOB,I,EUR,G15,2014-08-01,10
KOB,I,EUR,G15,2014-09-01,18
KOB,I,EUR,G15,2014-10-01,18
KOB,I,EUR,G15,2014-11-01,18
KOB,I,EUR,G15,2014-12-01,18
KOB,I,EUR,G15,2015-01-01,16
KOB,I,EUR,G15,2015-02-01,17
KOB,I,EUR,G15,2015-03-01,16
KOB,I,EUR,G15,2015-04-01,15
KOB,I,EUR,G15,2015-05-01,14
KOB,I,EUR,G15,2015-06-01,14
KOB,I,EUR,G15,2015-07-01,14
KOB,I,EUR,G15,2015-08-01,14
KOB,I,EUR,G15,2015-09-01,7
KOB,I,EUR,G15,2015-10-01,7
KOB,I,EUR,G15,2015-11-01,4.5790387
KOB,I,EUR,G15,2015-12-01,4.2237515100000005
KOB,I,EUR,G15,2016-01-01,4.127329700000001
KOB,I,EUR,G15,2016-02-01,3.7639272299999997
KOB,I,EUR,G15,2016-03-01,3.76682267
KOB,I,EUR,G15,2016-04-01,3.70436271
KOB,I,EUR,G15,2016-05-01,3.65293037
KOB,I,EUR,G15,2016-06-01,3.46642219
KOB,I,EUR,G15,2016-07-01,3.20471502
KOB,I,EUR,G15,2016-08-01,3.12609768
KOB,I,EUR,G15,2016-09-01,2.9979854099999996
KOB,I,EUR,G15,2016-10-01,2.9778270900000003
KOB,I,EUR,G15,2016-11-01,2.91751598
KOB,I,EUR,G15,2016-12-01,2.9008815
KOB,I,EUR,G15,2017-01-01,1.8063786800000001
KOB,I,EUR,G15,2017-02-01,1.79924657
KOB,I,EUR,G15,2017-03-01,1.7854535800000002
KOB,I,EUR,G15,2017-04-01,1.81072056
KOB,I,EUR,G15,2017-05-01,1.81782014
KOB,I,EUR,G15,2017-06-01,2.05058752
KOB,I,EUR,G15,2017-07-01,2.12352005
KOB,I,EUR,G15,2017-08-01,1.97931841
KOB,I,EUR,G15,2017-09-01,1.90632316
KOB,I,EUR,G15,2017-10-01,1.93599845
KOB,I,EUR,G15,2017-11-01,1.6348962599999999
KOB,I,EUR,G15,2017-12-01,1.63292384
KOB,I,EUR,G15,2018-01-01,1.55535706
KOB,I,EUR,G15,2018-02-01,1.55086982
KOB,I,EUR,G15,2018-03-01,1.5746497400000001
KOB,I,EUR,G15,2018-04-01,1.60474356
KOB,I,EUR,G15,2018-05-01,1.519266
KOB,I,EUR,G15,2018-06-01,1.52566397
KOB,I,EUR,G15,2018-07-01,1.49862998
KOB,I,EUR,G15,2018-08-01,1.45568929
KOB,I,EUR,G15,2018-09-01,1.37570271
KOB,I,EUR,G15,2018-10-01,1.30353919
KOB,I,EUR,G15,2018-11-01,1.12533938
KOB,I,EUR,G15,2018-12-01,1.1207041500000001
KOB,I,EUR,G15,2019-01-01,1.0824234899999998
KOB,I,EUR,G15,2019-02-01,0.96621523
KOB,I,EUR,G15,2019-03-01,1.01750779
KOB,I,EUR,G15,2019-04-01,1.0410799099999999
KOB,I,EUR,G15,2019-05-01,1.01901367
KOB,I,EUR,G15,2019-06-01,1.01100872
KOB,I,EUR,G15,2019-07-01,1.0034292
KOB,I,EUR,G15,2019-08-01,0.77329147
KOB,I,EUR,G15,2019-09-01,0.7736689999999999
KOB,I,EUR,G15,2019-10-01,0.7821164
KOB,I,EUR,G15,2019-11-01,0.67321817
KOB,I,EUR,G15,2019-12-01,0.66332915
KOB,I,EUR,G15,2020-01-01,0.65388532
KOB,I,EUR,G15,2020-02-01,0.65014499
KOB,I,EUR,G15,2020-03-01,0.6485301
KOB,I,EUR,G15,2020-04-01,0.6463836700000001
KOB,I,EUR,G15,2020-05-01,0.6520879700000001
KOB,I,EUR,G15,2020-06-01,0.6500997700000001
KOB,I,EUR,G15,2020-07-01,0.6582046800000001
KOB,I,EUR,G15,2020-08-01,0.6589195499999999
KOB,I,EUR,G15,2020-09-01,0.65988922
KOB,I,EUR,G15,2020-10-01,0.6525022300000001
KOB,I,EUR,G15,2020-11-01,0.55387396
KOB,I,EUR,G15,2020-12-01,0.5525514899999999
KOB,I,EUR,G15,2021-01-01,0.55218971
KOB,I,EUR,G15,2021-02-01,0.56114549
KOB,I,EUR,G15,2021-03-01,0.56646961
KOB,I,EUR,G15,2021-04-01,0.561331
KOB,I,EUR,G15,2021-05-01,0.5616784800000001
KOB,I,EUR,G15,2021-06-01,0.5605573399999999
KOB,I,EUR,G15,2021-07-01,0.5169148800000001
KOB,I,EUR,G15,2021-08-01,0.52002165
KOB,I,EUR,G15,2021-09-01,0.51946753
KOB,I,EUR,G15,2021-10-01,0.5091789
KOB,I,EUR,G15,2021-11-01,0.50074747
KOB,I,EUR,G15,2021-12-01,0.4991895
KOB,I,EUR,G15,2022-01-01,0.50054737
KOB,I,EUR,G15,2022-02-01,0.34058014
KOB,I,EUR,G15,2022-03-01,0.33832670000000004
KOB,I,EUR,G15,2022-04-01,0.33993602
KOB,I,EUR,G15,2022-05-01,0.34088962
KOB,I,EUR,G15,2022-06-01,0.33115226000000003
KOB,I,EUR,G15,2022-07-01,0.32213052
KOB,I,EUR,G15,2022-08-01,0.32513799
KOB,I,EUR,G15,2022-09-01,0.32004888
KOB,I,EUR,G15,2022-10-01,0.29291775999999997
KOB,I,EUR,G15,2022-11-01,0.2911237
KOB,I,EUR,G15,2022-12-01,0.25713506
KOB,I,EUR,G15,2023-01-01,0.25881726
KOB,I,EUR,G15,2023-02-01,0.2589379
KOB,I,EUR,G15,2023-03-01,0.25807652000000003
KOB,I,EUR,G15,2023-04-01,0.25595466
KOB,I,EUR,G15,2023-05-01,0.2529501
KOB,I,T,A40,1987-12-01,84178
KOB,I,T,A40,1988-01-01,85860
KOB,I,T,A40,1988-02-01,87691
KOB,I,T,A40,1988-03-01,87836
KOB,I,T,A40,1988-04-01,88228
KOB,I,T,A40,1988-05-01,87604
KOB,I,T,A40,1988-06-01,87142
KOB,I,T,A40,1988-07-01,86831
KOB,I,T,A40,1988-08-01,86511
KOB,I,T,A40,1988-09-01,87575
KOB,I,T,A40,1988-10-01,88552
KOB,I,T,A40,1988-11-01,89413
KOB,I,T,A40,1988-12-01,89354
KOB,I,T,A40,1989-01-01,89278
KOB,I,T,A40,1989-02-01,89752
KOB,I,T,A40,1989-03-01,90095
KOB,I,T,A40,1989-04-01,90877
KOB,I,T,A40,1989-05-01,91521
KOB,I,T,A40,1989-06-01,93331
KOB,I,T,A40,1989-07-01,94442
KOB,I,T,A40,1989-08-01,94627
KOB,I,T,A40,1989-09-01,94947
KOB,I,T,A40,1989-10-01,95377
KOB,I,T,A40,1989-11-01,95788
KOB,I,T,A40,1989-12-01,95866
KOB,I,T,A40,1990-01-01,97766
KOB,I,T,A40,1990-02-01,99257
KOB,I,T,A40,1990-03-01,100209
KOB,I,T,A40,1990-04-01,100631
KOB,I,T,A40,1990-05-01,100826
KOB,I,T,A40,1990-06-01,102092
KOB,I,T,A40,1990-07-01,103532
KOB,I,T,A40,1990-08-01,103753
KOB,I,T,A40,1990-09-01,104507
KOB,I,T,A40,1990-10-01,105174
KOB,I,T,A40,1990-11-01,104565
KOB,I,T,A40,1990-12-01,104424
KOB,I,T,A40,1991-01-01,106286
KOB,I,T,A40,1991-02-01,107845
KOB,I,T,A40,1991-03-01,107617
KOB,I,T,A40,1991-04-01,108078
KOB,I,T,A40,1991-05-01,108370
KOB,I,T,A40,1991-06-01,108472
KOB,I,T,A40,1991-07-01,108821
KOB,I,T,A40,1991-08-01,108738
KOB,I,T,A40,1991-09-01,108514
KOB,I,T,A40,1991-10-01,108315
KOB,I,T,A40,1991-11-01,107923
KOB,I,T,A40,1991-12-01,108153
KOB,I,T,A40,1992-01-01,109337
KOB,I,T,A40,1992-02-01,109652
KOB,I,T,A40,1992-03-01,109302
KOB,I,T,A40,1992-04-01,109012
KOB,I,T,A40,1992-05-01,108784
KOB,I,T,A40,1992-06-01,108570
KOB,I,T,A40,1992-07-01,108424
KOB,I,T,A40,1992-08-01,107962
KOB,I,T,A40,1992-09-01,108874
KOB,I,T,A40,1992-10-01,108815
KOB,I,T,A40,1992-11-01,106110
KOB,I,T,A40,1992-12-01,106015
KOB,I,T,A40,1993-01-01,104053
KOB,I,T,A40,1993-02-01,103266
KOB,I,T,A40,1993-03-01,102309
KOB,I,T,A40,1993-04-01,100768
KOB,I,T,A40,1993-05-01,99510
KOB,I,T,A40,1993-06-01,98360
KOB,I,T,A40,1993-07-01,98012
KOB,I,T,A40,1993-08-01,97102
KOB,I,T,A40,1993-09-01,96398
KOB,I,T,A40,1993-10-01,95403
KOB,I,T,A40,1993-11-01,93371
KOB,I,T,A40,1993-12-01,92733
KOB,I,T,A40,1994-01-01,89654
KOB,I,T,A40,1994-02-01,87029
KOB,I,T,A40,1994-03-01,85806
KOB,I,T,A40,1994-04-01,84913
KOB,I,T,A40,1994-05-01,84323
KOB,I,T,A40,1994-06-01,83882
KOB,I,T,A40,1994-07-01,83899
KOB,I,T,A40,1994-08-01,83972
KOB,I,T,A40,1994-09-01,82550
KOB,I,T,A40,1994-10-01,82054
KOB,I,T,A40,1994-11-01,81892
KOB,I,T,A40,1994-12-01,82146
KOB,I,T,A40,1995-01-01,80909
KOB,I,T,A40,1995-02-01,81017
KOB,I,T,A40,1995-03-01,81579
KOB,I,T,A40,1995-04-01,81084
KOB,I,T,A40,1995-05-01,80451
KOB,I,T,A40,1995-06-01,79435
KOB,I,T,A40,1995-07-01,78579
KOB,I,T,A40,1995-08-01,78611
KOB,I,T,A40,1995-09-01,77891
KOB,I,T,A40,1995-10-01,77471
KOB,I,T,A40,1995-11-01,76415
KOB,I,T,A40,1995-12-01,75268
KOB,I,T,A40,1996-01-01,73074
KOB,I,T,A40,1996-02-01,71482
KOB,I,T,A40,1996-03-01,70680
KOB,I,T,A40,1996-04-01,69965
KOB,I,T,A40,1996-05-01,69535
KOB,I,T,A40,1996-06-01,68998
KOB,I,T,A40,1996-07-01,68373
KOB,I,T,A40,1996-08-01,68148
KOB,I,T,A40,1996-09-01,67623
KOB,I,T,A40,1996-10-01,65990
KOB,I,T,A40,1996-11-01,65044
KOB,I,T,A40,1996-12-01,64723
KOB,I,T,A40,1997-01-01,64276
KOB,I,T,A40,1997-02-01,63695
KOB,I,T,A40,1997-03-01,63228
KOB,I,T,A40,1997-04-01,62461
KOB,I,T,A40,1997-05-01,61882
KOB,I,T,A40,1997-06-01,61141
KOB,I,T,A40,1997-07-01,60309
KOB,I,T,A40,1997-08-01,59598
KOB,I,T,A40,1997-09-01,58807
KOB,I,T,A40,1997-10-01,56956
KOB,I,T,A40,1997-11-01,55569
KOB,I,T,A40,1997-12-01,54637
KOB,I,T,A40,1998-01-01,52853
KOB,I,T,A40,1998-02-01,51439
KOB,I,T,A40,1998-03-01,50392
KOB,I,T,A40,1998-04-01,49647
KOB,I,T,A40,1998-05-01,49050
KOB,I,T,A40,1998-06-01,48215
KOB,I,T,A40,1998-07-01,47020
KOB,I,T,A40,1998-08-01,46319
KOB,I,T,A40,1998-09-01,45554
KOB,I,T,A40,1998-10-01,44811
KOB,I,T,A40,1998-11-01,44052
KOB,I,T,A40,1998-12-01,42965
KOB,I,T,A40,1999-01-01,41212
KOB,I,T,A40,1999-02-01,39920
KOB,I,T,A40,1999-03-01,39392
KOB,I,T,A40,1999-04-01,38979
KOB,I,T,A40,1999-05-01,38382
KOB,I,T,A40,1999-06-01,37650
KOB,I,T,A40,1999-07-01,36466
KOB,I,T,A40,1999-08-01,35506
KOB,I,T,A40,1999-09-01,34669
KOB,I,T,A40,1999-10-01,33961
KOB,I,T,A40,1999-11-01,33382
KOB,I,T,A40,1999-12-01,33497
KOB,I,T,A40,2000-01-01,32704
KOB,I,T,A40,2000-02-01,32381
KOB,I,T,A40,2000-03-01,32457
KOB,I,T,A40,2000-04-01,32744
KOB,I,T,A40,2000-05-01,33071
KOB,I,T,A40,2000-06-01,33439
KOB,I,T,A40,2000-07-01,33721
KOB,I,T,A40,2000-08-01,33804
KOB,I,T,A40,2000-09-01,33886
KOB,I,T,A40,2000-10-01,34076
KOB,I,T,A40,2000-11-01,34052
KOB,I,T,A40,2000-12-01,34684
KOB,I,T,A40,2001-01-01,35078
KOB,I,T,A40,2001-02-01,35152
KOB,I,T,A40,2001-03-01,35470
KOB,I,T,A40,2001-04-01,35528
KOB,I,T,A40,2001-05-01,35603
KOB,I,T,A40,2001-06-01,35698
KOB,I,T,A40,2001-07-01,35649
KOB,I,T,A40,2001-08-01,35723
KOB,I,T,A40,2001-09-01,35972
KOB,I,T,A40,2001-10-01,36072
KOB,I,T,A40,2001-11-01,35911
KOB,I,T,A40,2001-12-01,35634
KOB,I,T,A40,2002-01-01,35469
KOB,I,T,A40,2002-02-01,35491
KOB,I,T,A40,2002-03-01,36276
KOB,I,T,A40,2002-04-01,36501
KOB,I,T,A40,2002-05-01,36765
KOB,I,T,A40,2002-06-01,36935
KOB,I,T,A40,2002-07-01,37029
KOB,I,T,A40,2002-08-01,36709
KOB,I,T,A40,2002-09-01,36613
KOB,I,T,A40,2002-10-01,36448
KOB,I,T,A40,2002-11-01,35963
KOB,I,T,A40,2002-12-01,36312
KOB,I,T,A40,2003-01-01,35293
KOB,I,T,A40,2003-02-01,34626
KOB,I,T,A40,2003-03-01,33884
KOB,I,T,A40,2003-04-01,33260
KOB,I,T,A40,2003-05-01,32824
KOB,I,T,A40,2003-06-01,32451
KOB,I,T,A40,2003-07-01,31813
KOB,I,T,A40,2003-08-01,31282
KOB,I,T,A40,2003-09-01,30929
KOB,I,T,A40,2003-10-01,30444
KOB,I,T,A40,2003-11-01,30045
KOB,I,T,A40,2003-12-01,30348
KOB,I,T,A40,2004-01-01,29700
KOB,I,T,A40,2004-02-01,29462
KOB,I,T,A40,2004-03-01,29247
KOB,I,T,A40,2004-04-01,28862
KOB,I,T,A40,2004-05-01,28576
KOB,I,T,A40,2004-06-01,28349
KOB,I,T,A40,2004-07-01,28023
KOB,I,T,A40,2004-08-01,27874
KOB,I,T,A40,2004-09-01,27663
KOB,I,T,A40,2004-10-01,27452
KOB,I,T,A40,2004-11-01,27478
KOB,I,T,A40,2004-12-01,27895
KOB,I,T,A40,2005-01-01,27730
KOB,I,T,A40,2005-02-01,27605
KOB,I,T,A40,2005-03-01,27518
KOB,I,T,A40,2005-04-01,27608
KOB,I,T,A40,2005-05-01,27673
KOB,I,T,A40,2005-06-01,27847
KOB,I,T,A40,2005-07-01,27737
KOB,I,T,A40,2005-08-01,27666
KOB,I,T,A40,2005-09-01,27497
KOB,I,T,A40,2005-10-01,27217
KOB,I,T,A40,2005-11-01,27262
KOB,I,T,A40,2005-12-01,27368
KOB,I,T,A40,2006-01-01,27592
KOB,I,T,A40,2006-02-01,27917
KOB,I,T,A40,2006-03-01,28316
KOB,I,T,A40,2006-04-01,28628
KOB,I,T,A40,2006-05-01,29491
KOB,I,T,A40,2006-06-01,29917
KOB,I,T,A40,2006-07-01,29983
KOB,I,T,A40,2006-08-01,30455
KOB,I,T,A40,2006-09-01,33472
KOB,I,T,A40,2006-10-01,33813
KOB,I,T,A40,2006-11-01,34499
KOB,I,T,A40,2006-12-01,35092
KOB,I,T,A40,2007-01-01,36015
KOB,I,T,A40,2007-02-01,36859
KOB,I,T,A40,2007-03-01,37664
KOB,I,T,A40,2007-04-01,38214
KOB,I,T,A40,2007-05-01,38809
KOB,I,T,A40,2007-06-01,39469
KOB,I,T,A40,2007-07-01,40084
KOB,I,T,A40,2007-08-01,40693
KOB,I,T,A40,2007-09-01,41000
KOB,I,T,A40,2007-10-01,41368
KOB,I,T,A40,2007-11-01,41896
KOB,I,T,A40,2007-12-01,41974
KOB,I,T,A40,2008-01-01,42490
KOB,I,T,A40,2008-02-01,42639
KOB,I,T,A40,2008-03-01,42699
KOB,I,T,A40,2008-04-01,42909
KOB,I,T,A40,2008-05-01,43249
KOB,I,T,A40,2008-06-01,43805
KOB,I,T,A40,2008-07-01,44628
KOB,I,T,A40,2008-08-01,45151
KOB,I,T,A40,2008-09-01,45554
KOB,I,T,A40,2008-10-01,49147
KOB,I,T,A40,2008-11-01,50747
KOB,I,T,A40,2008-12-01,51087
KOB,I,T,A40,2009-01-01,50342
KOB,I,T,A40,2009-02-01,49660
KOB,I,T,A40,2009-03-01,48974
KOB,I,T,A40,2009-04-01,48370
KOB,I,T,A40,2009-05-01,47838
KOB,I,T,A40,2009-06-01,47453
KOB,I,T,A40,2009-07-01,46912
KOB,I,T,A40,2009-08-01,46311
KOB,I,T,A40,2009-09-01,45958
KOB,I,T,A40,2009-10-01,45450
KOB,I,T,A40,2009-11-01,45060
KOB,I,T,A40,2009-12-01,44767
KOB,I,T,A40,2010-01-01,44066
