D0,INLANDAUSLAND,WAEHRUNG,BANKENGRUPPE,date,value
GKA,I,T,A40,1993-07-01,26502
GKA,I,T,A40,1993-08-01,26456
GKA,I,T,A40,1993-09-01,26479
GKA,I,T,A40,1993-10-01,26448
GKA,I,T,A40,1993-11-01,26404
GKA,I,T,A40,1993-12-01,26794
GKA,I,T,A40,1994-01-01,26569
GKA,I,T,A40,1994-02-01,26540
GKA,I,T,A40,1994-03-01,26663
GKA,I,T,A40,1994-04-01,26587
GKA,I,T,A40,1994-05-01,26687
GKA,I,T,A40,1994-06-01,26829
GKA,I,T,A40,1994-07-01,24825
GKA,I,T,A40,1994-08-01,24691
GKA,I,T,A40,1994-09-01,24711
GKA,I,T,A40,1994-10-01,24763
GKA,I,T,A40,1994-11-01,24651
GKA,I,T,A40,1994-12-01,24563
GKA,I,T,A40,1995-01-01,22939
GKA,I,T,A40,1995-02-01,22902
GKA,I,T,A40,1995-03-01,23114
GKA,I,T,A40,1995-04-01,23015
GKA,I,T,A40,1995-05-01,22688
GKA,I,T,A40,1995-06-01,24155
GKA,I,T,A40,1995-07-01,24087
GKA,I,T,A40,1995-08-01,24172
GKA,I,T,A40,1995-09-01,24486
GKA,I,T,A40,1995-10-01,24457
GKA,I,T,A40,1995-11-01,24405
GKA,I,T,A40,1995-12-01,26080
GKA,I,T,A40,1996-01-01,24661
GKA,I,T,A40,1996-02-01,24736
GKA,I,T,A40,1996-03-01,24808
GKA,I,T,A40,1996-04-01,24669
GKA,I,T,A40,1996-05-01,24735
GKA,I,T,A40,1996-06-01,28791
GKA,I,T,A40,1996-07-01,28764
GKA,I,T,A40,1996-08-01,28730
GKA,I,T,A40,1996-09-01,28530
GKA,I,T,A40,1996-10-01,28372
GKA,I,T,A40,1996-11-01,28344
GKA,I,T,A40,1996-12-01,28463
GKA,I,T,A40,1997-01-01,31408
GKA,I,T,A40,1997-02-01,31513
GKA,I,T,A40,1997-03-01,31486
GKA,I,T,A40,1997-04-01,31464
GKA,I,T,A40,1997-05-01,31477
GKA,I,T,A40,1997-06-01,31497
GKA,I,T,A40,1997-07-01,30750
GKA,I,T,A40,1997-08-01,30751
GKA,I,T,A40,1997-09-01,30685
GKA,I,T,A40,1997-10-01,30719
GKA,I,T,A40,1997-11-01,30705
GKA,I,T,A40,1997-12-01,30346
GKA,I,T,A40,1998-01-01,29735
GKA,I,T,A40,1998-02-01,29720
GKA,I,T,A40,1998-03-01,30154
GKA,I,T,A40,1998-04-01,29676
GKA,I,T,A40,1998-05-01,30141
GKA,I,T,A40,1998-06-01,28592
GKA,I,T,A40,1998-07-01,28694
GKA,I,T,A40,1998-08-01,28708
GKA,I,T,A40,1998-09-01,28539
GKA,I,T,A40,1998-10-01,28568
GKA,I,T,A40,1998-11-01,28498
GKA,I,T,A40,1998-12-01,28145
GKA,I,T,A40,1999-01-01,28402
GKA,I,T,A40,1999-02-01,28481
GKA,I,T,A40,1999-03-01,28758
GKA,I,T,A40,1999-04-01,28705
GKA,I,T,A40,1999-05-01,28672
GKA,I,T,A40,1999-06-01,28694
GKA,I,T,A40,1999-07-01,28754
GKA,I,T,A40,1999-08-01,28816
GKA,I,T,A40,1999-09-01,28636
GKA,I,T,A40,1999-10-01,28776
GKA,I,T,A40,1999-11-01,28973
GKA,I,T,A40,1999-12-01,29098
GKA,I,T,A40,2000-01-01,29098
GKA,I,T,A40,2000-02-01,29132
GKA,I,T,A40,2000-03-01,29121
GKA,I,T,A40,2000-04-01,29057
GKA,I,T,A40,2000-05-01,29200
GKA,I,T,A40,2000-06-01,29323
GKA,I,T,A40,2000-07-01,29350
GKA,I,T,A40,2000-08-01,29355
GKA,I,T,A40,2000-09-01,29357
GKA,I,T,A40,2000-10-01,29413
GKA,I,T,A40,2000-11-01,29338
GKA,I,T,A40,2000-12-01,29445
GKA,I,T,A40,2001-01-01,30583
GKA,I,T,A40,2001-02-01,30622
GKA,I,T,A40,2001-03-01,30609
GKA,I,T,A40,2001-04-01,30547
GKA,I,T,A40,2001-05-01,30635
GKA,I,T,A40,2001-06-01,30616
GKA,I,T,A40,2001-07-01,29760
GKA,I,T,A40,2001-08-01,29761
GKA,I,T,A40,2001-09-01,29768
GKA,I,T,A40,2001-10-01,29720
GKA,I,T,A40,2001-11-01,29822
GKA,I,T,A40,2001-12-01,29814
GKA,I,T,A40,2002-01-01,29786
GKA,I,T,A40,2002-02-01,29688
GKA,I,T,A40,2002-03-01,30208
GKA,I,T,A40,2002-04-01,30291
GKA,I,T,A40,2002-05-01,30399
GKA,I,T,A40,2002-06-01,30508
GKA,I,T,A40,2002-07-01,28153
GKA,I,T,A40,2002-08-01,28362
GKA,I,T,A40,2002-09-01,28194
GKA,I,T,A40,2002-10-01,27955
GKA,I,T,A40,2002-11-01,27904
GKA,I,T,A40,2002-12-01,27966
GKA,I,T,A40,2003-01-01,28041
GKA,I,T,A40,2003-02-01,28342
GKA,I,T,A40,2003-03-01,28029
GKA,I,T,A40,2003-04-01,27920
GKA,I,T,A40,2003-05-01,27759
GKA,I,T,A40,2003-06-01,27792
GKA,I,T,A40,2003-07-01,27450
GKA,I,T,A40,2003-08-01,27464
GKA,I,T,A40,2003-09-01,27678
GKA,I,T,A40,2003-10-01,28126
GKA,I,T,A40,2003-11-01,27753
GKA,I,T,A40,2003-12-01,27575
GKA,I,T,A40,2004-01-01,27893
GKA,I,T,A40,2004-02-01,27898
GKA,I,T,A40,2004-03-01,27922
GKA,I,T,A40,2004-04-01,27911
GKA,I,T,A40,2004-05-01,27834
GKA,I,T,A40,2004-06-01,27808
GKA,I,T,A40,2004-07-01,27829
GKA,I,T,A40,2004-08-01,27826
GKA,I,T,A40,2004-09-01,27897
GKA,I,T,A40,2004-10-01,27830
GKA,I,T,A40,2004-11-01,27850
GKA,I,T,A40,2004-12-01,27929
GKA,I,T,A40,2005-01-01,27967
GKA,I,T,A40,2005-02-01,27970
GKA,I,T,A40,2005-03-01,27903
GKA,I,T,A40,2005-04-01,27927
GKA,I,T,A40,2005-05-01,24837
GKA,I,T,A40,2005-06-01,24870
GKA,I,T,A40,2005-07-01,24783
GKA,I,T,A40,2005-08-01,24581
GKA,I,T,A40,2005-09-01,24605
GKA,I,T,A40,2005-10-01,24587
GKA,I,T,A40,2005-11-01,24598
GKA,I,T,A40,2005-12-01,24992
GKA,I,T,A40,2006-01-01,24880
GKA,I,T,A40,2006-02-01,24837
GKA,I,T,A40,2006-03-01,24849
GKA,I,T,A40,2006-04-01,24845
GKA,I,T,A40,2006-05-01,24687
GKA,I,T,A40,2006-06-01,24565
GKA,I,T,A40,2006-07-01,23652
GKA,I,T,A40,2006-08-01,23720
GKA,I,T,A40,2006-09-01,23805
GKA,I,T,A40,2006-10-01,23704
GKA,I,T,A40,2006-11-01,23640
GKA,I,T,A40,2006-12-01,24256
GKA,I,T,A40,2007-01-01,24201
GKA,I,T,A40,2007-02-01,24303
GKA,I,T,A40,2007-03-01,24334
GKA,I,T,A40,2007-04-01,24160
GKA,I,T,A40,2007-05-01,24121
GKA,I,T,A40,2007-06-01,23947
GKA,I,T,A40,2007-07-01,23490
GKA,I,T,A40,2007-08-01,23489
GKA,I,T,A40,2007-09-01,23519
GKA,I,T,A40,2007-10-01,24548
GKA,I,T,A40,2007-11-01,24653
GKA,I,T,A40,2007-12-01,24669
GKA,I,T,A40,2008-01-01,24673
GKA,I,T,A40,2008-02-01,26133
GKA,I,T,A40,2008-03-01,26209
GKA,I,T,A40,2008-04-01,26292
GKA,I,T,A40,2008-05-01,26249
GKA,I,T,A40,2008-06-01,26360
GKA,I,T,A40,2008-07-01,26055
GKA,I,T,A40,2008-08-01,25961
GKA,I,T,A40,2008-09-01,25998
GKA,I,T,A40,2008-10-01,25978
GKA,I,T,A40,2008-11-01,25987
GKA,I,T,A40,2008-12-01,26135
GKA,I,T,A40,2009-01-01,26054
GKA,I,T,A40,2009-02-01,26055
GKA,I,T,A40,2009-03-01,26185
GKA,I,T,A40,2009-04-01,26126
GKA,I,T,A40,2009-05-01,26122
GKA,I,T,A40,2009-06-01,26122
GKA,I,T,A40,2009-07-01,26043
GKA,I,T,A40,2009-08-01,26078
GKA,I,T,A40,2009-09-01,26056
GKA,I,T,A40,2009-10-01,26057
GKA,I,T,A40,2009-11-01,26121
GKA,I,T,A40,2009-12-01,26226
GKA,I,T,A40,2010-01-01,26201
GKA,I,T,A40,2010-02-01,26205
GKA,I,T,A40,2010-03-01,26249
GKA,I,T,A40,2010-04-01,26241
GKA,I,T,A40,2010-05-01,26108
GKA,I,T,A40,2010-06-01,26128
GKA,I,T,A40,2010-07-01,25936
GKA,I,T,A40,2010-08-01,25937
GKA,I,T,A40,2010-09-01,25940
GKA,I,T,A40,2010-10-01,25929
GKA,I,T,A40,2010-11-01,25962
GKA,I,T,A40,2010-12-01,25996
GKA,I,T,A40,2011-01-01,26081
GKA,I,T,A40,2011-02-01,26083
GKA,I,T,A40,2011-03-01,26089
GKA,I,T,A40,2011-04-01,26112
GKA,I,T,A40,2011-05-01,26113
GKA,I,T,A40,2011-06-01,26110
GKA,I,T,A40,2011-07-01,26162
GKA,I,T,A40,2011-08-01,26156
GKA,I,T,A40,2011-09-01,26155
GKA,I,T,A40,2011-10-01,26158
GKA,I,T,A40,2011-11-01,26161
GKA,I,T,A40,2011-12-01,26358
GKA,I,T,A40,2012-01-01,26239
GKA,I,T,A40,2012-02-01,26211
GKA,I,T,A40,2012-03-01,26208
GKA,I,T,A40,2012-04-01,26149
GKA,I,T,A40,2012-05-01,26177
GKA,I,T,A40,2012-06-01,26263
GKA,I,T,A40,2012-07-01,26247
GKA,I,T,A40,2012-08-01,26215
GKA,I,T,A40,2012-09-01,26268
GKA,I,T,A40,2012-10-01,26269
GKA,I,T,A40,2012-11-01,26272
GKA,I,T,A40,2012-12-01,27073
GKA,I,T,A40,2013-01-01,27247
GKA,I,T,A40,2013-02-01,27251
GKA,I,T,A40,2013-03-01,27243
GKA,I,T,A40,2013-04-01,27246
GKA,I,T,A40,2013-05-01,27232
GKA,I,T,A40,2013-06-01,28918
GKA,I,T,A40,2013-07-01,28926
GKA,I,T,A40,2013-08-01,28963
GKA,I,T,A40,2013-09-01,29007
GKA,I,T,A40,2013-10-01,29016
GKA,I,T,A40,2013-11-01,29005
GKA,I,T,A40,2013-12-01,29245
GKA,I,T,A40,2014-01-01,27620
GKA,I,T,A40,2014-02-01,27678
GKA,I,T,A40,2014-03-01,27664
GKA,I,T,A40,2014-04-01,27674
GKA,I,T,A40,2014-05-01,27730
GKA,I,T,A40,2014-06-01,27817
GKA,I,T,A40,2014-07-01,27705
GKA,I,T,A40,2014-08-01,27630
GKA,I,T,A40,2014-09-01,27646
GKA,I,T,A40,2014-10-01,27656
GKA,I,T,A40,2014-11-01,27609
GKA,I,T,A40,2014-12-01,27727
GKA,I,T,A40,2015-01-01,27729
GKA,I,T,A40,2015-02-01,27800
GKA,I,T,A40,2015-03-01,27879
GKA,I,T,A40,2015-04-01,28026
GKA,I,T,A40,2015-05-01,28069
GKA,I,T,A40,2015-06-01,28573
GKA,I,T,A40,2015-07-01,28597
GKA,I,T,A40,2015-08-01,28610
GKA,I,T,A40,2015-09-01,28618
GKA,I,T,A40,2015-10-01,29045
GKA,I,T,A40,2015-11-01,29165.884737509998
GKA,I,T,A40,2015-12-01,29853.352172510004
GKA,I,T,A40,2016-01-01,29895.564072510002
GKA,I,T,A40,2016-02-01,29913.99557251
GKA,I,T,A40,2016-03-01,29929.479272509998
GKA,I,T,A40,2016-04-01,29891.81197251
GKA,I,T,A40,2016-05-01,30067.67810751
GKA,I,T,A40,2016-06-01,30116.68760751
GKA,I,T,A40,2016-07-01,30136.107746010002
GKA,I,T,A40,2016-08-01,30063.81494601
GKA,I,T,A40,2016-09-01,29972.95860751
GKA,I,T,A40,2016-10-01,30252.64621097
GKA,I,T,A40,2016-11-01,30406.401007509998
GKA,I,T,A40,2016-12-01,30469.49252389
GKA,I,T,A40,2017-01-01,30493.16832389
GKA,I,T,A40,2017-02-01,30452.38632389
GKA,I,T,A40,2017-03-01,30469.69992389
GKA,I,T,A40,2017-04-01,28645.33362389
GKA,I,T,A40,2017-05-01,28708.09732389
GKA,I,T,A40,2017-06-01,28722.30649889
GKA,I,T,A40,2017-07-01,28763.67809889
GKA,I,T,A40,2017-08-01,28749.602498890003
GKA,I,T,A40,2017-09-01,28766.603298889997
GKA,I,T,A40,2017-10-01,29183.98393389
GKA,I,T,A40,2017-11-01,29222.35513389
GKA,I,T,A40,2017-12-01,29454.172333889997
GKA,I,T,A40,2018-01-01,29473.90813389
GKA,I,T,A40,2018-02-01,29503.38803751
GKA,I,T,A40,2018-03-01,29490.02803751
GKA,I,T,A40,2018-04-01,29490.690737509998
GKA,I,T,A40,2018-05-01,29498.89973751
GKA,I,T,A40,2018-06-01,29555.27753751
GKA,I,T,A40,2018-07-01,29564.00413751
GKA,I,T,A40,2018-08-01,29608.521237509998
GKA,I,T,A40,2018-09-01,29601.70823751
GKA,I,T,A40,2018-10-01,29644.53583751
GKA,I,T,A40,2018-11-01,29675.62513751
GKA,I,T,A40,2018-12-01,29809.29593751
GKA,I,T,A40,2019-01-01,29824.35583751
GKA,I,T,A40,2019-02-01,29786.91013751
GKA,I,T,A40,2019-03-01,29919.05403751
GKA,I,T,A40,2019-04-01,29939.79403751
GKA,I,T,A40,2019-05-01,29998.46033751
GKA,I,T,A40,2019-06-01,30017.89655251
GKA,I,T,A40,2019-07-01,30029.62795251
GKA,I,T,A40,2019-08-01,30055.69625251
GKA,I,T,A40,2019-09-01,30098.911532510003
GKA,I,T,A40,2019-10-01,30113.84506279
GKA,I,T,A40,2019-11-01,30129.91316279
GKA,I,T,A40,2019-12-01,30137.318009220002
GKA,I,T,A40,2020-01-01,29791.09613422
GKA,I,T,A40,2020-02-01,29808.81133422
GKA,I,T,A40,2020-03-01,29827.42023422
GKA,I,T,A40,2020-04-01,29843.79513422
GKA,I,T,A40,2020-05-01,29739.67063422
GKA,I,T,A40,2020-06-01,29572.65353422
GKA,I,T,A40,2020-07-01,29477.259734220002
GKA,I,T,A40,2020-08-01,29455.32991852
GKA,I,T,A40,2020-09-01,29468.29353422
GKA,I,T,A40,2020-10-01,29512.19933422
GKA,I,T,A40,2020-11-01,29398.719234220003
GKA,I,T,A40,2020-12-01,29489.96915289
GKA,I,T,A40,2021-01-01,29513.38635289
GKA,I,T,A40,2021-02-01,29570.62855289
GKA,I,T,A40,2021-03-01,29570.527752889997
GKA,I,T,A40,2021-04-01,29583.655152440002
GKA,I,T,A40,2021-05-01,29613.44345389
GKA,I,T,A40,2021-06-01,29679.59155389
GKA,I,T,A40,2021-07-01,29701.07275389
GKA,I,T,A40,2021-08-01,29710.98275389
GKA,I,T,A40,2021-09-01,29708.82145389
GKA,I,T,A40,2021-10-01,29715.771053890003
GKA,I,T,A40,2021-11-01,29726.984053890003
GKA,I,T,A40,2021-12-01,30247.350153889998
GKA,I,T,A40,2022-01-01,30368.36125389
GKA,I,T,A40,2022-02-01,30379.32315389
GKA,I,T,A40,2022-03-01,30405.480853890003
GKA,I,T,A40,2022-04-01,30417.644353890002
GKA,I,T,A40,2022-05-01,30460.22095389
GKA,I,T,A40,2022-06-01,30709.94825389
GKA,I,T,A40,2022-07-01,30724.647054740002
GKA,I,T,A40,2022-08-01,30736.174939940003
GKA,I,T,A40,2022-09-01,30746.70483989
GKA,I,T,A40,2022-10-01,30632.660019889998
GKA,I,T,A40,2022-11-01,30658.40713989
GKA,I,T,A40,2022-12-01,30667.00395989
GKA,I,T,A40,2023-01-01,30822.77667989
GKA,I,T,A40,2023-02-01,30843.61759989
GKA,I,T,A40,2023-03-01,30833.89229989
GKA,I,T,A40,2023-04-01,30847.56390513
GKA,I,T,A40,2023-05-01,30893.33161823
GKA,I,T,A40,2023-06-01,31171.60199823
GKA,I,T,A40,2023-07-01,31194.96109823
GKA,I,T,A40,2023-08-01,31207.21725823
GKA,I,T,A40,2023-09-01,31254.55609823
GKA,I,T,A40,2023-10-01,31279.34750823
GKA,I,T,A40,2023-11-01,31302.33728823
GKA,I,T,A40,2023-12-01,31236.51680823
GKA,I,T,A40,2024-01-01,31260.13762824
GKA,I,T,A40,2024-02-01,31289.01280824
GKA,I,T,A40,2024-03-01,31317.10830824
GKA,I,T,A40,2024-04-01,31371.970868239998
GKA,I,T,A40,2024-05-01,26999.765324480002
GKA,I,T,A40,2024-06-01,27324.94658441
GKA,I,T,A40,2024-07-01,27232.200829929003
GKA,I,T,A40,2024-08-01,27263.288289928998
GKA,I,T,A40,2024-09-01,27283.853032000003
GKA,I,T,A40,2024-10-01,27301.55790232
GKA,I,T,A40,2024-11-01,27317.14376888
GKA,I,T,A40,2024-12-01,27356.735046470003
GKA,I,T,A40,2025-01-01,27320.459846409998
GKA,I,T,A40,2025-02-01,27341.18562641
GKA,I,T,A40,2025-03-01,27335.02807388
GKA,I,T,A40,2025-04-01,27383.00266265
GKA,I,T,A40,2025-05-01,27388.922890129998
GKA,I,T,A40,2025-06-01,27386.32580013
GKA,I,T,A40,2025-07-01,27345.79966013
GKA,I,T,A40,2025-08-01,27354.45396013
GKA,I,T,A40,2025-09-01,27863.05526013
GKA,I,T,A40,2025-10-01,27884.91556013
GKA,I,T,A40,2025-11-01,27897.22928013
GKA,I,T,A40,2025-12-01,27868.63756556748
GKA,I,T,A40,2026-01-01,27865.93454667078
GKA,I,T,A40,2026-02-01,27871.79005154315
GKA,I,T,A40,2026-03-01,27909.398539303922
GKA,I,T,A40,2026-04-01,27932.41182613965
GKA,I,T,A40,2026-05-01,27935.065891630347
GKA,I,T,A40,2026-06-01,27955.12071660272
GKA,I,T,G15,1987-12-01,8808
GKA,I,T,G15,1988-01-01,8808
GKA,I,T,G15,1988-02-01,8808
GKA,I,T,G15,1988-03-01,8808
GKA,I,T,G15,1988-04-01,8808
GKA,I,T,G15,1988-05-01,8807
GKA,I,T,G15,1988-06-01,8807
GKA,I,T,G15,1988-07-01,8806
GKA,I,T,G15,1988-08-01,8826
GKA,I,T,G15,1988-09-01,8826
GKA,I,T,G15,1988-10-01,8827
GKA,I,T,G15,1988-11-01,8841
GKA,I,T,G15,1988-12-01,8872
GKA,I,T,G15,1989-01-01,8872
GKA,I,T,G15,1989-02-01,8872
GKA,I,T,G15,1989-03-01,8873
GKA,I,T,G15,1989-04-01,8874
GKA,I,T,G15,1989-05-01,8878
GKA,I,T,G15,1989-06-01,8879
GKA,I,T,G15,1989-07-01,7139
GKA,I,T,G15,1989-08-01,7062
GKA,I,T,G15,1989-09-01,7191
GKA,I,T,G15,1989-10-01,7202
GKA,I,T,G15,1989-11-01,7219
GKA,I,T,G15,1989-12-01,7261
GKA,I,T,G15,1990-01-01,7897
GKA,I,T,G15,1990-02-01,7891
GKA,I,T,G15,1990-03-01,7878
GKA,I,T,G15,1990-04-01,8150
GKA,I,T,G15,1990-05-01,8185
GKA,I,T,G15,1990-06-01,8205
GKA,I,T,G15,1990-07-01,8241
GKA,I,T,G15,1990-08-01,8239
GKA,I,T,G15,1990-09-01,8239
GKA,I,T,G15,1990-10-01,8251
GKA,I,T,G15,1990-11-01,8268
GKA,I,T,G15,1990-12-01,7851
GKA,I,T,G15,1991-01-01,7866
GKA,I,T,G15,1991-02-01,7826
GKA,I,T,G15,1991-03-01,7740
GKA,I,T,G15,1991-04-01,7685
GKA,I,T,G15,1991-05-01,7716
GKA,I,T,G15,1991-06-01,7646
GKA,I,T,G15,1991-07-01,7639
GKA,I,T,G15,1991-08-01,7639
GKA,I,T,G15,1991-09-01,7679
GKA,I,T,G15,1991-10-01,7673
GKA,I,T,G15,1991-11-01,7712
GKA,I,T,G15,1991-12-01,7765
GKA,I,T,G15,1992-01-01,7697
GKA,I,T,G15,1992-02-01,7638
GKA,I,T,G15,1992-03-01,7632
GKA,I,T,G15,1992-04-01,7620
GKA,I,T,G15,1992-05-01,7632
GKA,I,T,G15,1992-06-01,7774
GKA,I,T,G15,1992-07-01,7814
GKA,I,T,G15,1992-08-01,7866
GKA,I,T,G15,1992-09-01,7891
GKA,I,T,G15,1992-10-01,7764
GKA,I,T,G15,1992-11-01,7707
GKA,I,T,G15,1992-12-01,7683
GKA,I,T,G15,1993-01-01,7613
GKA,I,T,G15,1993-02-01,7565
GKA,I,T,G15,1993-03-01,7556
GKA,I,T,G15,1993-04-01,7887
GKA,I,T,G15,1993-05-01,7870
GKA,I,T,G15,1993-06-01,7856
GKA,I,T,G15,1993-07-01,7852
GKA,I,T,G15,1993-08-01,7887
GKA,I,T,G15,1993-09-01,7939
GKA,I,T,G15,1993-10-01,7878
GKA,I,T,G15,1993-11-01,7860
GKA,I,T,G15,1993-12-01,7892
GKA,I,T,G15,1994-01-01,7891
GKA,I,T,G15,1994-02-01,7907
GKA,I,T,G15,1994-03-01,7932
GKA,I,T,G15,1994-04-01,7929
GKA,I,T,G15,1994-05-01,8034
GKA,I,T,G15,1994-06-01,8104
GKA,I,T,G15,1994-07-01,6100
GKA,I,T,G15,1994-08-01,6095
GKA,I,T,G15,1994-09-01,6117
GKA,I,T,G15,1994-10-01,6145
GKA,I,T,G15,1994-11-01,6040
GKA,I,T,G15,1994-12-01,6059
GKA,I,T,G15,1995-01-01,4449
GKA,I,T,G15,1995-02-01,4477
GKA,I,T,G15,1995-03-01,4585
GKA,I,T,G15,1995-04-01,4407
GKA,I,T,G15,1995-05-01,4060
GKA,I,T,G15,1995-06-01,5388
GKA,I,T,G15,1995-07-01,5314
GKA,I,T,G15,1995-08-01,5397
GKA,I,T,G15,1995-09-01,5684
GKA,I,T,G15,1995-10-01,5684
GKA,I,T,G15,1995-11-01,5581
GKA,I,T,G15,1995-12-01,7182
GKA,I,T,G15,1996-01-01,5699
GKA,I,T,G15,1996-02-01,5704
GKA,I,T,G15,1996-03-01,5733
GKA,I,T,G15,1996-04-01,5717
GKA,I,T,G15,1996-05-01,5795
GKA,I,T,G15,1996-06-01,9770
GKA,I,T,G15,1996-07-01,9771
GKA,I,T,G15,1996-08-01,9771
GKA,I,T,G15,1996-09-01,9771
GKA,I,T,G15,1996-10-01,9771
GKA,I,T,G15,1996-11-01,9771
GKA,I,T,G15,1996-12-01,9771
GKA,I,T,G15,1997-01-01,12772
GKA,I,T,G15,1997-02-01,12772
GKA,I,T,G15,1997-03-01,12773
GKA,I,T,G15,1997-04-01,12773
GKA,I,T,G15,1997-05-01,12775
GKA,I,T,G15,1997-06-01,12786
GKA,I,T,G15,1997-07-01,12018
GKA,I,T,G15,1997-08-01,12018
GKA,I,T,G15,1997-09-01,12018
GKA,I,T,G15,1997-10-01,12019
GKA,I,T,G15,1997-11-01,12019
GKA,I,T,G15,1997-12-01,12026
GKA,I,T,G15,1998-01-01,12026
GKA,I,T,G15,1998-02-01,12027
GKA,I,T,G15,1998-03-01,12027
GKA,I,T,G15,1998-04-01,12035
GKA,I,T,G15,1998-05-01,12040
GKA,I,T,G15,1998-06-01,10563
GKA,I,T,G15,1998-07-01,10674
GKA,I,T,G15,1998-08-01,10674
GKA,I,T,G15,1998-09-01,10674
GKA,I,T,G15,1998-10-01,10674
GKA,I,T,G15,1998-11-01,10674
GKA,I,T,G15,1998-12-01,10674
GKA,I,T,G15,1999-01-01,10602
GKA,I,T,G15,1999-02-01,10676
GKA,I,T,G15,1999-03-01,10679
GKA,I,T,G15,1999-04-01,10679
GKA,I,T,G15,1999-05-01,10681
GKA,I,T,G15,1999-06-01,10681
GKA,I,T,G15,1999-07-01,10757
GKA,I,T,G15,1999-08-01,10757
GKA,I,T,G15,1999-09-01,10757
GKA,I,T,G15,1999-10-01,10757
GKA,I,T,G15,1999-11-01,10757
GKA,I,T,G15,1999-12-01,10760
GKA,I,T,G15,2000-01-01,10760
GKA,I,T,G15,2000-02-01,10760
GKA,I,T,G15,2000-03-01,10762
GKA,I,T,G15,2000-04-01,10762
GKA,I,T,G15,2000-05-01,10772
GKA,I,T,G15,2000-06-01,10768
GKA,I,T,G15,2000-07-01,10768
GKA,I,T,G15,2000-08-01,10768
GKA,I,T,G15,2000-09-01,10768
GKA,I,T,G15,2000-10-01,10768
GKA,I,T,G15,2000-11-01,10889
GKA,I,T,G15,2000-12-01,10895
GKA,I,T,G15,2001-01-01,11962
GKA,I,T,G15,2001-02-01,11963
GKA,I,T,G15,2001-03-01,11965
GKA,I,T,G15,2001-04-01,11966
GKA,I,T,G15,2001-05-01,11966
GKA,I,T,G15,2001-06-01,11967
GKA,I,T,G15,2001-07-01,11100
GKA,I,T,G15,2001-08-01,11100
GKA,I,T,G15,2001-09-01,11101
GKA,I,T,G15,2001-10-01,11102
GKA,I,T,G15,2001-11-01,11103
GKA,I,T,G15,2001-12-01,11103
GKA,I,T,G15,2002-01-01,11104
GKA,I,T,G15,2002-02-01,11003
GKA,I,T,G15,2002-03-01,10967
GKA,I,T,G15,2002-04-01,11056
GKA,I,T,G15,2002-05-01,11077
GKA,I,T,G15,2002-06-01,11197
GKA,I,T,G15,2002-07-01,8609
GKA,I,T,G15,2002-08-01,8843
GKA,I,T,G15,2002-09-01,8672
GKA,I,T,G15,2002-10-01,8436
GKA,I,T,G15,2002-11-01,8375
GKA,I,T,G15,2002-12-01,8445
GKA,I,T,G15,2003-01-01,8520
GKA,I,T,G15,2003-02-01,8497
GKA,I,T,G15,2003-03-01,8434
GKA,I,T,G15,2003-04-01,8278
GKA,I,T,G15,2003-05-01,8114
GKA,I,T,G15,2003-06-01,8188
GKA,I,T,G15,2003-07-01,7879
GKA,I,T,G15,2003-08-01,7897
GKA,I,T,G15,2003-09-01,8015
GKA,I,T,G15,2003-10-01,8461
GKA,I,T,G15,2003-11-01,8461
GKA,I,T,G15,2003-12-01,8461
GKA,I,T,G15,2004-01-01,8461
GKA,I,T,G15,2004-02-01,8462
GKA,I,T,G15,2004-03-01,8462
GKA,I,T,G15,2004-04-01,8462
GKA,I,T,G15,2004-05-01,8462
GKA,I,T,G15,2004-06-01,8415
GKA,I,T,G15,2004-07-01,8415
GKA,I,T,G15,2004-08-01,8415
GKA,I,T,G15,2004-09-01,8415
GKA,I,T,G15,2004-10-01,8415
GKA,I,T,G15,2004-11-01,8415
GKA,I,T,G15,2004-12-01,8416
GKA,I,T,G15,2005-01-01,8416
GKA,I,T,G15,2005-02-01,8416
GKA,I,T,G15,2005-03-01,8416
GKA,I,T,G15,2005-04-01,8416
GKA,I,T,G15,2005-05-01,5302
GKA,I,T,G15,2005-06-01,5302
GKA,I,T,G15,2005-07-01,5270
GKA,I,T,G15,2005-08-01,5270
GKA,I,T,G15,2005-09-01,5270
GKA,I,T,G15,2005-10-01,5270
GKA,I,T,G15,2005-11-01,5270
GKA,I,T,G15,2005-12-01,5271
GKA,I,T,G15,2006-01-01,5271
GKA,I,T,G15,2006-02-01,5271
GKA,I,T,G15,2006-03-01,5271
GKA,I,T,G15,2006-04-01,5271
GKA,I,T,G15,2006-05-01,5271
GKA,I,T,G15,2006-06-01,5271
GKA,I,T,G15,2006-07-01,4610
GKA,I,T,G15,2006-08-01,4610
GKA,I,T,G15,2006-09-01,4610
GKA,I,T,G15,2006-10-01,4610
GKA,I,T,G15,2006-11-01,4610
GKA,I,T,G15,2006-12-01,4610
GKA,I,T,G15,2007-01-01,4610
GKA,I,T,G15,2007-02-01,4610
GKA,I,T,G15,2007-03-01,4610
GKA,I,T,G15,2007-04-01,4610
GKA,I,T,G15,2007-05-01,4610
GKA,I,T,G15,2007-06-01,4607
GKA,I,T,G15,2007-07-01,4607
GKA,I,T,G15,2007-08-01,4607
GKA,I,T,G15,2007-09-01,4607
GKA,I,T,G15,2007-10-01,4607
GKA,I,T,G15,2007-11-01,4607
GKA,I,T,G15,2007-12-01,4607
GKA,I,T,G15,2008-01-01,4607
