level,model,indicator,estimate,date,value
bund_ktn_gdn,gfs,ausgaben,Rechnung,1990-01-01,84065.46145227
bund_ktn_gdn,gfs,ausgaben,Rechnung,1991-01-01,93351.85147191
bund_ktn_gdn,gfs,ausgaben,Rechnung,1992-01-01,99126.58824691
bund_ktn_gdn,gfs,ausgaben,Rechnung,1993-01-01,101671.73173336
bund_ktn_gdn,gfs,ausgaben,Rechnung,1994-01-01,104778.26618777
bund_ktn_gdn,gfs,ausgaben,Rechnung,1995-01-01,106252.85181735
bund_ktn_gdn,gfs,ausgaben,Rechnung,1996-01-01,108535.00776545
bund_ktn_gdn,gfs,ausgaben,Rechnung,1997-01-01,107776.07623268
bund_ktn_gdn,gfs,ausgaben,Rechnung,1998-01-01,112046.70024768
bund_ktn_gdn,gfs,ausgaben,Rechnung,1999-01-01,118259.24849815
bund_ktn_gdn,gfs,ausgaben,Rechnung,2000-01-01,123058.47360866
bund_ktn_gdn,gfs,ausgaben,Rechnung,2001-01-01,123008.80146239
bund_ktn_gdn,gfs,ausgaben,Rechnung,2002-01-01,132686.76625034
bund_ktn_gdn,gfs,ausgaben,Rechnung,2003-01-01,128047.65685765
bund_ktn_gdn,gfs,ausgaben,Rechnung,2004-01-01,131114.32552614
bund_ktn_gdn,gfs,ausgaben,Rechnung,2005-01-01,132887.94705679
bund_ktn_gdn,gfs,ausgaben,Rechnung,2006-01-01,133908.04130681
bund_ktn_gdn,gfs,ausgaben,Rechnung,2007-01-01,144953.18637243
bund_ktn_gdn,gfs,ausgaben,Rechnung,2008-01-01,148253.00364186
bund_ktn_gdn,gfs,ausgaben,Rechnung,2009-01-01,151609.50226296
bund_ktn_gdn,gfs,ausgaben,Rechnung,2010-01-01,155554.06900909
bund_ktn_gdn,gfs,ausgaben,Rechnung,2011-01-01,161236.83370296
bund_ktn_gdn,gfs,ausgaben,Rechnung,2012-01-01,163751.86932325
bund_ktn_gdn,gfs,ausgaben,Rechnung,2013-01-01,170735.07804122
bund_ktn_gdn,gfs,ausgaben,Rechnung,2014-01-01,171202.94581259
bund_ktn_gdn,gfs,ausgaben,Rechnung,2015-01-01,173066.76482002
bund_ktn_gdn,gfs,ausgaben,Rechnung,2016-01-01,174712.45783795
bund_ktn_gdn,gfs,ausgaben,Rechnung,2017-01-01,176651.84642487
bund_ktn_gdn,gfs,ausgaben,Rechnung,2018-01-01,178616.10450116
bund_ktn_gdn,gfs,ausgaben,Rechnung,2019-01-01,181754.2574989
bund_ktn_gdn,gfs,ausgaben,Rechnung,2020-01-01,208216.46870562
bund_ktn_gdn,gfs,ausgaben,Rechnung,2021-01-01,206484.78916717
bund_ktn_gdn,gfs,ausgaben,Rechnung,2022-01-01,201327.84105871
bund_ktn_gdn,gfs,ausgaben,Rechnung,2023-01-01,209107.6450678
bund_ktn_gdn,gfs,ausgaben,Rechnung,2024-01-01,218430.09000499
bund_ktn_gdn,gfs,ertrag,Prognosen,2025-01-01,224749.25901674
bund_ktn_gdn,gfs,ertrag,Rechnung,1990-01-01,81052.52128709
bund_ktn_gdn,gfs,ertrag,Rechnung,1991-01-01,83958.86784449
bund_ktn_gdn,gfs,ertrag,Rechnung,1992-01-01,87835.00999457
bund_ktn_gdn,gfs,ertrag,Rechnung,1993-01-01,90659.52988311
bund_ktn_gdn,gfs,ertrag,Rechnung,1994-01-01,95955.57432873
bund_ktn_gdn,gfs,ertrag,Rechnung,1995-01-01,98354.30949599
bund_ktn_gdn,gfs,ertrag,Rechnung,1996-01-01,100540.00995995
bund_ktn_gdn,gfs,ertrag,Rechnung,1997-01-01,100876.8295589
bund_ktn_gdn,gfs,ertrag,Rechnung,1998-01-01,108253.05656584
bund_ktn_gdn,gfs,ertrag,Rechnung,1999-01-01,110754.6616419
bund_ktn_gdn,gfs,ertrag,Rechnung,2000-01-01,121213.15181213
bund_ktn_gdn,gfs,ertrag,Rechnung,2001-01-01,120256.66317491
bund_ktn_gdn,gfs,ertrag,Rechnung,2002-01-01,121923.0852073
bund_ktn_gdn,gfs,ertrag,Rechnung,2003-01-01,122200.37519516
bund_ktn_gdn,gfs,ertrag,Rechnung,2004-01-01,126417.12148307
bund_ktn_gdn,gfs,ertrag,Rechnung,2005-01-01,132131.31014283
bund_ktn_gdn,gfs,ertrag,Rechnung,2006-01-01,139754.77984758
bund_ktn_gdn,gfs,ertrag,Rechnung,2007-01-01,145432.29186132
bund_ktn_gdn,gfs,ertrag,Rechnung,2008-01-01,157592.5219513
bund_ktn_gdn,gfs,ertrag,Rechnung,2009-01-01,156644.84251488
bund_ktn_gdn,gfs,ertrag,Rechnung,2010-01-01,159252.26755118
bund_ktn_gdn,gfs,ertrag,Rechnung,2011-01-01,163842.40785945
bund_ktn_gdn,gfs,ertrag,Rechnung,2012-01-01,162111.61599221
bund_ktn_gdn,gfs,ertrag,Rechnung,2013-01-01,165461.33142744
bund_ktn_gdn,gfs,ertrag,Rechnung,2014-01-01,167475.05042165
bund_ktn_gdn,gfs,ertrag,Rechnung,2015-01-01,174611.61438417
bund_ktn_gdn,gfs,ertrag,Rechnung,2016-01-01,176125.2986257
bund_ktn_gdn,gfs,ertrag,Rechnung,2017-01-01,181799.47765506
bund_ktn_gdn,gfs,ertrag,Rechnung,2018-01-01,186601.46680093
bund_ktn_gdn,gfs,ertrag,Rechnung,2019-01-01,189099.71221921
bund_ktn_gdn,gfs,ertrag,Rechnung,2020-01-01,188367.77285268
bund_ktn_gdn,gfs,ertrag,Rechnung,2021-01-01,197406.93928157
bund_ktn_gdn,gfs,ertrag,Rechnung,2022-01-01,205809.25095118
bund_ktn_gdn,gfs,ertrag,Rechnung,2023-01-01,206997.50869062
bund_ktn_gdn,gfs,ertrag,Rechnung,2024-01-01,215560.54821571
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Prognosen,2025-01-01,3780.21505352
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,1990-01-01,3335.51437946
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,1991-01-01,3724.63459043
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,1992-01-01,3705.1838101500002
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,1993-01-01,3155.6813496
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,1994-01-01,3256.47084091
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,1995-01-01,3114.83723569
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,1996-01-01,2498.26601355
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,1997-01-01,2353.29283838
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,1998-01-01,2660.29170288
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,1999-01-01,2070.82937515
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2000-01-01,920.60364579
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2001-01-01,1371.70030075
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2002-01-01,1611.78572005
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2003-01-01,1668.25464122
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2004-01-01,1439.24532489
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2005-01-01,843.43232399
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2006-01-01,663.4850717
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2007-01-01,723.51670161
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2008-01-01,942.95314398
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2009-01-01,1238.83568042
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2010-01-01,1438.11079024
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2011-01-01,1570.27303873
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2012-01-01,2203.7344558
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2013-01-01,1901.21375756
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2014-01-01,2085.08441626
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2015-01-01,2291.72562063
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2016-01-01,2015.49001219
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2017-01-01,2482.9176805
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2018-01-01,2572.85670074
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2019-01-01,3132.00566092
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2020-01-01,3964.49244737
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2021-01-01,3106.56423518
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2022-01-01,2090.42743403
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2023-01-01,3653.41462709
bund_ktn_gdn,gfs,nettozugang_sachvermoegen,Rechnung,2024-01-01,3374.46149047
bund_ktn_gdn,gfs,saldo,Prognosen,2025-01-01,-644.043333990005
bund_ktn_gdn,gfs,saldo,Rechnung,1990-01-01,-3012.94016518
bund_ktn_gdn,gfs,saldo,Rechnung,1991-01-01,-9392.98362741999
bund_ktn_gdn,gfs,saldo,Rechnung,1992-01-01,-11291.57825234
bund_ktn_gdn,gfs,saldo,Rechnung,1993-01-01,-11012.20185025
bund_ktn_gdn,gfs,saldo,Rechnung,1994-01-01,-8822.69185904
bund_ktn_gdn,gfs,saldo,Rechnung,1995-01-01,-7898.54232136
bund_ktn_gdn,gfs,saldo,Rechnung,1996-01-01,-7994.99780550001
bund_ktn_gdn,gfs,saldo,Rechnung,1997-01-01,-6899.24667378
bund_ktn_gdn,gfs,saldo,Rechnung,1998-01-01,-3793.6436818400002
bund_ktn_gdn,gfs,saldo,Rechnung,1999-01-01,-7504.58685625
bund_ktn_gdn,gfs,saldo,Rechnung,2000-01-01,-1845.32179653
bund_ktn_gdn,gfs,saldo,Rechnung,2001-01-01,-2752.13828748002
bund_ktn_gdn,gfs,saldo,Rechnung,2002-01-01,-10763.68104304
bund_ktn_gdn,gfs,saldo,Rechnung,2003-01-01,-5847.28166249
bund_ktn_gdn,gfs,saldo,Rechnung,2004-01-01,-4697.20404307001
bund_ktn_gdn,gfs,saldo,Rechnung,2005-01-01,-756.636913960043
bund_ktn_gdn,gfs,saldo,Rechnung,2006-01-01,5846.73854076996
bund_ktn_gdn,gfs,saldo,Rechnung,2007-01-01,479.105488889996
bund_ktn_gdn,gfs,saldo,Rechnung,2008-01-01,9339.51830944
bund_ktn_gdn,gfs,saldo,Rechnung,2009-01-01,5035.34025192002
bund_ktn_gdn,gfs,saldo,Rechnung,2010-01-01,3698.19854209002
bund_ktn_gdn,gfs,saldo,Rechnung,2011-01-01,2605.57415649001
bund_ktn_gdn,gfs,saldo,Rechnung,2012-01-01,-1640.25333104
bund_ktn_gdn,gfs,saldo,Rechnung,2013-01-01,-5273.74661378001
bund_ktn_gdn,gfs,saldo,Rechnung,2014-01-01,-3727.89539094002
bund_ktn_gdn,gfs,saldo,Rechnung,2015-01-01,1544.84956415
bund_ktn_gdn,gfs,saldo,Rechnung,2016-01-01,1412.84078774997
bund_ktn_gdn,gfs,saldo,Rechnung,2017-01-01,5147.63123019002
bund_ktn_gdn,gfs,saldo,Rechnung,2018-01-01,7985.36229977003
bund_ktn_gdn,gfs,saldo,Rechnung,2019-01-01,7345.45472030999
bund_ktn_gdn,gfs,saldo,Rechnung,2020-01-01,-19848.69585294
bund_ktn_gdn,gfs,saldo,Rechnung,2021-01-01,-9077.84988560004
bund_ktn_gdn,gfs,saldo,Rechnung,2022-01-01,4481.40989247002
bund_ktn_gdn,gfs,saldo,Rechnung,2023-01-01,-2110.13637718002
bund_ktn_gdn,gfs,saldo,Rechnung,2024-01-01,-2869.54178927999
gdn,fs,aktiven,Prognosen,2025-01-01,160142.11315412
gdn,fs,aktiven,Rechnung,2008-01-01,76751.49403322
gdn,fs,aktiven,Rechnung,2009-01-01,79012.48493285
gdn,fs,aktiven,Rechnung,2010-01-01,80917.40664572
gdn,fs,aktiven,Rechnung,2011-01-01,82921.55776257
gdn,fs,aktiven,Rechnung,2012-01-01,84902.24778465
gdn,fs,aktiven,Rechnung,2013-01-01,88174.6333176
gdn,fs,aktiven,Rechnung,2014-01-01,97551.56105462
gdn,fs,aktiven,Rechnung,2015-01-01,101343.69201325
gdn,fs,aktiven,Rechnung,2016-01-01,105804.7100089
gdn,fs,aktiven,Rechnung,2017-01-01,110069.70975644
gdn,fs,aktiven,Rechnung,2018-01-01,115698.55086235
gdn,fs,aktiven,Rechnung,2019-01-01,125265.58128303
gdn,fs,aktiven,Rechnung,2020-01-01,129290.79971205
gdn,fs,aktiven,Rechnung,2021-01-01,134652.98931664
gdn,fs,aktiven,Rechnung,2022-01-01,141592.73617708
gdn,fs,aktiven,Rechnung,2023-01-01,147587.95148358
gdn,fs,aktiven,Rechnung,2024-01-01,154861.14230156
gdn,fs,ausgaben,Prognosen,2025-01-01,62110.13753859
gdn,fs,ausgaben,Rechnung,1990-01-01,30240.13834705
gdn,fs,ausgaben,Rechnung,1991-01-01,33232.74903602
gdn,fs,ausgaben,Rechnung,1992-01-01,35966.13104489
gdn,fs,ausgaben,Rechnung,1993-01-01,37075.85070439
gdn,fs,ausgaben,Rechnung,1994-01-01,37867.65635653
gdn,fs,ausgaben,Rechnung,1995-01-01,38422.83809213
gdn,fs,ausgaben,Rechnung,1996-01-01,38692.27673008
gdn,fs,ausgaben,Rechnung,1997-01-01,38467.42239618
gdn,fs,ausgaben,Rechnung,1998-01-01,39322.98300193
gdn,fs,ausgaben,Rechnung,1999-01-01,39708.78993397
gdn,fs,ausgaben,Rechnung,2000-01-01,40594.04097244
gdn,fs,ausgaben,Rechnung,2001-01-01,41704.05758911
gdn,fs,ausgaben,Rechnung,2002-01-01,42493.34094736
gdn,fs,ausgaben,Rechnung,2003-01-01,44127.0647487
gdn,fs,ausgaben,Rechnung,2004-01-01,44325.22731159
gdn,fs,ausgaben,Rechnung,2005-01-01,45073.31666369
gdn,fs,ausgaben,Rechnung,2006-01-01,45847.60877872
gdn,fs,ausgaben,Rechnung,2007-01-01,46536.37476579
gdn,fs,ausgaben,Rechnung,2008-01-01,41234.41698753
gdn,fs,ausgaben,Rechnung,2009-01-01,42909.05496428
gdn,fs,ausgaben,Rechnung,2010-01-01,43116.04482233
gdn,fs,ausgaben,Rechnung,2011-01-01,43897.14167174
gdn,fs,ausgaben,Rechnung,2012-01-01,45106.03261024
gdn,fs,ausgaben,Rechnung,2013-01-01,45923.63664355
gdn,fs,ausgaben,Rechnung,2014-01-01,46341.22363721
gdn,fs,ausgaben,Rechnung,2015-01-01,47271.11337089
gdn,fs,ausgaben,Rechnung,2016-01-01,47789.18573577
gdn,fs,ausgaben,Rechnung,2017-01-01,48776.85812134
gdn,fs,ausgaben,Rechnung,2018-01-01,48975.29594511
gdn,fs,ausgaben,Rechnung,2019-01-01,50182.74806358
gdn,fs,ausgaben,Rechnung,2020-01-01,50955.74047167
gdn,fs,ausgaben,Rechnung,2021-01-01,51806.86325633
gdn,fs,ausgaben,Rechnung,2022-01-01,53693.4465178
gdn,fs,ausgaben,Rechnung,2023-01-01,57406.53483412
gdn,fs,ausgaben,Rechnung,2024-01-01,60855.58735799
gdn,fs,ausgaben_ord,Prognosen,2025-01-01,62006.56885629
gdn,fs,ausgaben_ord,Rechnung,1990-01-01,30240.13834705
gdn,fs,ausgaben_ord,Rechnung,1991-01-01,33232.74903602
gdn,fs,ausgaben_ord,Rechnung,1992-01-01,35966.13104489
gdn,fs,ausgaben_ord,Rechnung,1993-01-01,37075.85070439
gdn,fs,ausgaben_ord,Rechnung,1994-01-01,37867.65635653
gdn,fs,ausgaben_ord,Rechnung,1995-01-01,38422.83809213
gdn,fs,ausgaben_ord,Rechnung,1996-01-01,38692.27673008
gdn,fs,ausgaben_ord,Rechnung,1997-01-01,38467.42239618
gdn,fs,ausgaben_ord,Rechnung,1998-01-01,39322.98300193
gdn,fs,ausgaben_ord,Rechnung,1999-01-01,39708.78993397
gdn,fs,ausgaben_ord,Rechnung,2000-01-01,40594.04097244
gdn,fs,ausgaben_ord,Rechnung,2001-01-01,41704.05758911
gdn,fs,ausgaben_ord,Rechnung,2002-01-01,42493.34094736
gdn,fs,ausgaben_ord,Rechnung,2003-01-01,44127.0647487
gdn,fs,ausgaben_ord,Rechnung,2004-01-01,44325.22731159
gdn,fs,ausgaben_ord,Rechnung,2005-01-01,45073.31666369
gdn,fs,ausgaben_ord,Rechnung,2006-01-01,45836.13793472
gdn,fs,ausgaben_ord,Rechnung,2007-01-01,46536.37476579
gdn,fs,ausgaben_ord,Rechnung,2008-01-01,41045.13953366
gdn,fs,ausgaben_ord,Rechnung,2009-01-01,42616.19530289
gdn,fs,ausgaben_ord,Rechnung,2010-01-01,43097.52848058
gdn,fs,ausgaben_ord,Rechnung,2011-01-01,43850.7676408
gdn,fs,ausgaben_ord,Rechnung,2012-01-01,44703.58774392
gdn,fs,ausgaben_ord,Rechnung,2013-01-01,45690.24873062
gdn,fs,ausgaben_ord,Rechnung,2014-01-01,46215.09831864
gdn,fs,ausgaben_ord,Rechnung,2015-01-01,47123.00472821
gdn,fs,ausgaben_ord,Rechnung,2016-01-01,47597.830536
gdn,fs,ausgaben_ord,Rechnung,2017-01-01,48710.96538387
gdn,fs,ausgaben_ord,Rechnung,2018-01-01,48922.88831836
gdn,fs,ausgaben_ord,Rechnung,2019-01-01,50223.24374314
gdn,fs,ausgaben_ord,Rechnung,2020-01-01,50746.26522876
gdn,fs,ausgaben_ord,Rechnung,2021-01-01,51712.28868784
gdn,fs,ausgaben_ord,Rechnung,2022-01-01,53620.70401064
gdn,fs,ausgaben_ord,Rechnung,2023-01-01,57307.7486321
gdn,fs,ausgaben_ord,Rechnung,2024-01-01,60821.97345403
gdn,fs,bruttoschuld_fs,Prognosen,2025-01-01,64311.8846622
gdn,fs,bruttoschuld_fs,Rechnung,1990-01-01,37433.83057202
gdn,fs,bruttoschuld_fs,Rechnung,1991-01-01,40067.11881859
gdn,fs,bruttoschuld_fs,Rechnung,1992-01-01,44006.92796362
gdn,fs,bruttoschuld_fs,Rechnung,1993-01-01,45231.56006482
gdn,fs,bruttoschuld_fs,Rechnung,1994-01-01,46751.9302348
gdn,fs,bruttoschuld_fs,Rechnung,1995-01-01,47891.42120868
gdn,fs,bruttoschuld_fs,Rechnung,1996-01-01,49121.77206937
gdn,fs,bruttoschuld_fs,Rechnung,1997-01-01,48619.5246552
gdn,fs,bruttoschuld_fs,Rechnung,1998-01-01,49180.13599818
gdn,fs,bruttoschuld_fs,Rechnung,1999-01-01,48428.72499745
gdn,fs,bruttoschuld_fs,Rechnung,2000-01-01,49054.28911811
gdn,fs,bruttoschuld_fs,Rechnung,2001-01-01,49115.38957727
gdn,fs,bruttoschuld_fs,Rechnung,2002-01-01,48594.91545376
gdn,fs,bruttoschuld_fs,Rechnung,2003-01-01,46614.00482883
gdn,fs,bruttoschuld_fs,Rechnung,2004-01-01,47127.75453387
gdn,fs,bruttoschuld_fs,Rechnung,2005-01-01,48237.20985082
gdn,fs,bruttoschuld_fs,Rechnung,2006-01-01,44930.52231887
gdn,fs,bruttoschuld_fs,Rechnung,2007-01-01,44176.90100142
gdn,fs,bruttoschuld_fs,Rechnung,2008-01-01,44912.56354126
gdn,fs,bruttoschuld_fs,Rechnung,2009-01-01,45177.7769551
gdn,fs,bruttoschuld_fs,Rechnung,2010-01-01,45764.9887394
gdn,fs,bruttoschuld_fs,Rechnung,2011-01-01,46397.7172249
gdn,fs,bruttoschuld_fs,Rechnung,2012-01-01,47258.65952567
gdn,fs,bruttoschuld_fs,Rechnung,2013-01-01,48947.51136593
gdn,fs,bruttoschuld_fs,Rechnung,2014-01-01,50170.13882699
gdn,fs,bruttoschuld_fs,Rechnung,2015-01-01,51428.82486646
gdn,fs,bruttoschuld_fs,Rechnung,2016-01-01,51389.29933258
gdn,fs,bruttoschuld_fs,Rechnung,2017-01-01,52693.6257699
gdn,fs,bruttoschuld_fs,Rechnung,2018-01-01,52949.64347942
gdn,fs,bruttoschuld_fs,Rechnung,2019-01-01,54349.94901337
gdn,fs,bruttoschuld_fs,Rechnung,2020-01-01,55665.07712975
gdn,fs,bruttoschuld_fs,Rechnung,2021-01-01,56607.23137682
gdn,fs,bruttoschuld_fs,Rechnung,2022-01-01,57980.24343688
gdn,fs,bruttoschuld_fs,Rechnung,2023-01-01,60276.78855043
gdn,fs,bruttoschuld_fs,Rechnung,2024-01-01,63524.46712991
gdn,fs,eigenkapital,Prognosen,2025-01-01,85824.17523268
gdn,fs,eigenkapital,Rechnung,2008-01-01,16247.8593502
gdn,fs,eigenkapital,Rechnung,2009-01-01,17309.15655404
gdn,fs,eigenkapital,Rechnung,2010-01-01,18167.60527601
gdn,fs,eigenkapital,Rechnung,2011-01-01,19011.05694636
gdn,fs,eigenkapital,Rechnung,2012-01-01,19730.38689852
gdn,fs,eigenkapital,Rechnung,2013-01-01,21045.61283473
gdn,fs,eigenkapital,Rechnung,2014-01-01,31277.02815605
gdn,fs,eigenkapital,Rechnung,2015-01-01,34104.88227277
gdn,fs,eigenkapital,Rechnung,2016-01-01,40153.71299424
gdn,fs,eigenkapital,Rechnung,2017-01-01,42624.9686166
gdn,fs,eigenkapital,Rechnung,2018-01-01,48269.14181334
gdn,fs,eigenkapital,Rechnung,2019-01-01,61318.61188043
gdn,fs,eigenkapital,Rechnung,2020-01-01,63802.05247314
gdn,fs,eigenkapital,Rechnung,2021-01-01,68114.78636868
gdn,fs,eigenkapital,Rechnung,2022-01-01,73484.70098229
gdn,fs,eigenkapital,Rechnung,2023-01-01,76862.37290297
gdn,fs,eigenkapital,Rechnung,2024-01-01,80640.25203887
gdn,fs,einnahmen,Prognosen,2025-01-01,60978.99851911
gdn,fs,einnahmen,Rechnung,1990-01-01,29414.49876034
gdn,fs,einnahmen,Rechnung,1991-01-01,31079.81460552
gdn,fs,einnahmen,Rechnung,1992-01-01,33331.61085271
gdn,fs,einnahmen,Rechnung,1993-01-01,35880.74687032
gdn,fs,einnahmen,Rechnung,1994-01-01,36972.72654522
gdn,fs,einnahmen,Rechnung,1995-01-01,37582.80577117
gdn,fs,einnahmen,Rechnung,1996-01-01,38195.96696545
gdn,fs,einnahmen,Rechnung,1997-01-01,37889.83679297
gdn,fs,einnahmen,Rechnung,1998-01-01,38765.50435438
gdn,fs,einnahmen,Rechnung,1999-01-01,40538.57078024
gdn,fs,einnahmen,Rechnung,2000-01-01,42062.42528477
gdn,fs,einnahmen,Rechnung,2001-01-01,43027.97230751
gdn,fs,einnahmen,Rechnung,2002-01-01,43646.39745423
gdn,fs,einnahmen,Rechnung,2003-01-01,44118.39143007
gdn,fs,einnahmen,Rechnung,2004-01-01,44860.47438725
gdn,fs,einnahmen,Rechnung,2005-01-01,45833.08871536
gdn,fs,einnahmen,Rechnung,2006-01-01,47521.24716344
gdn,fs,einnahmen,Rechnung,2007-01-01,49105.85224673
gdn,fs,einnahmen,Rechnung,2008-01-01,41814.78651118
gdn,fs,einnahmen,Rechnung,2009-01-01,42563.00027153
gdn,fs,einnahmen,Rechnung,2010-01-01,42708.39640024
gdn,fs,einnahmen,Rechnung,2011-01-01,44324.9629187
gdn,fs,einnahmen,Rechnung,2012-01-01,44153.44101131
gdn,fs,einnahmen,Rechnung,2013-01-01,44642.29778306
gdn,fs,einnahmen,Rechnung,2014-01-01,45328.20230651
gdn,fs,einnahmen,Rechnung,2015-01-01,46684.58548562
gdn,fs,einnahmen,Rechnung,2016-01-01,47225.8737754
gdn,fs,einnahmen,Rechnung,2017-01-01,48281.81150656
gdn,fs,einnahmen,Rechnung,2018-01-01,49349.29302262
gdn,fs,einnahmen,Rechnung,2019-01-01,49573.56177788
gdn,fs,einnahmen,Rechnung,2020-01-01,49679.31215129
gdn,fs,einnahmen,Rechnung,2021-01-01,51609.29827372
gdn,fs,einnahmen,Rechnung,2022-01-01,54325.06349824
gdn,fs,einnahmen,Rechnung,2023-01-01,56855.80300731
gdn,fs,einnahmen,Rechnung,2024-01-01,59104.041928
gdn,fs,einnahmen_ord,Prognosen,2025-01-01,60907.48298508
gdn,fs,einnahmen_ord,Rechnung,1990-01-01,29414.49876034
gdn,fs,einnahmen_ord,Rechnung,1991-01-01,31079.81460552
gdn,fs,einnahmen_ord,Rechnung,1992-01-01,33331.61085271
gdn,fs,einnahmen_ord,Rechnung,1993-01-01,35880.74687032
gdn,fs,einnahmen_ord,Rechnung,1994-01-01,36972.72654522
gdn,fs,einnahmen_ord,Rechnung,1995-01-01,37582.80577117
gdn,fs,einnahmen_ord,Rechnung,1996-01-01,38195.96696545
gdn,fs,einnahmen_ord,Rechnung,1997-01-01,37889.83679297
gdn,fs,einnahmen_ord,Rechnung,1998-01-01,38765.50435438
gdn,fs,einnahmen_ord,Rechnung,1999-01-01,40538.57078024
gdn,fs,einnahmen_ord,Rechnung,2000-01-01,42062.42528477
gdn,fs,einnahmen_ord,Rechnung,2001-01-01,43027.97230751
gdn,fs,einnahmen_ord,Rechnung,2002-01-01,43646.39745423
gdn,fs,einnahmen_ord,Rechnung,2003-01-01,44118.39143007
gdn,fs,einnahmen_ord,Rechnung,2004-01-01,44860.47438725
gdn,fs,einnahmen_ord,Rechnung,2005-01-01,45833.08871536
gdn,fs,einnahmen_ord,Rechnung,2006-01-01,47521.24716344
gdn,fs,einnahmen_ord,Rechnung,2007-01-01,49105.85224673
gdn,fs,einnahmen_ord,Rechnung,2008-01-01,41814.78651118
gdn,fs,einnahmen_ord,Rechnung,2009-01-01,42563.00027153
gdn,fs,einnahmen_ord,Rechnung,2010-01-01,42708.39640024
gdn,fs,einnahmen_ord,Rechnung,2011-01-01,44323.26050528
gdn,fs,einnahmen_ord,Rechnung,2012-01-01,44151.65484434
gdn,fs,einnahmen_ord,Rechnung,2013-01-01,44635.46840308
gdn,fs,einnahmen_ord,Rechnung,2014-01-01,45290.93778917
gdn,fs,einnahmen_ord,Rechnung,2015-01-01,46648.8112793
gdn,fs,einnahmen_ord,Rechnung,2016-01-01,47198.00859367
gdn,fs,einnahmen_ord,Rechnung,2017-01-01,48234.56103062
gdn,fs,einnahmen_ord,Rechnung,2018-01-01,49281.4360446
gdn,fs,einnahmen_ord,Rechnung,2019-01-01,49551.61131297
gdn,fs,einnahmen_ord,Rechnung,2020-01-01,49624.0843632
gdn,fs,einnahmen_ord,Rechnung,2021-01-01,51572.25478287
gdn,fs,einnahmen_ord,Rechnung,2022-01-01,54145.13059975
gdn,fs,einnahmen_ord,Rechnung,2023-01-01,56609.9492314
gdn,fs,einnahmen_ord,Rechnung,2024-01-01,58765.00825317
gdn,fs,fremdkapital,Prognosen,2025-01-01,75281.43851425
gdn,fs,fremdkapital,Rechnung,2008-01-01,60503.63468254
gdn,fs,fremdkapital,Rechnung,2009-01-01,61703.32837882
gdn,fs,fremdkapital,Rechnung,2010-01-01,62749.80137273
gdn,fs,fremdkapital,Rechnung,2011-01-01,63910.50081543
gdn,fs,fremdkapital,Rechnung,2012-01-01,65171.8608874
gdn,fs,fremdkapital,Rechnung,2013-01-01,67129.02048334
gdn,fs,fremdkapital,Rechnung,2014-01-01,66274.53289856
gdn,fs,fremdkapital,Rechnung,2015-01-01,67238.8097398
gdn,fs,fremdkapital,Rechnung,2016-01-01,65650.99701464
gdn,fs,fremdkapital,Rechnung,2017-01-01,67444.74113983
