canton,fuel,date,value
1,FC,2021-11-01,0
1,FC,2021-12-01,1
1,FC,2022-01-01,3
1,FC,2022-02-01,2
1,FC,2022-03-01,1
1,FC,2022-04-01,5
1,FC,2022-05-01,0
1,FC,2022-06-01,3
1,FC,2022-07-01,1
1,FC,2022-08-01,1
1,FC,2022-09-01,0
1,FC,2022-10-01,1
1,FC,2022-11-01,0
1,FC,2022-12-01,1
1,FC,2023-01-01,1
1,FC,2023-02-01,0
1,FC,2023-03-01,2
1,FC,2023-04-01,1
1,FC,2023-05-01,0
1,FC,2023-06-01,0
1,FC,2023-07-01,1
1,FC,2023-08-01,0
1,FC,2023-09-01,0
1,FC,2023-10-01,0
1,FC,2023-11-01,0
1,FC,2023-12-01,0
1,FC,2024-01-01,6
1,FC,2024-02-01,0
1,FC,2024-03-01,0
1,FC,2024-04-01,0
1,FC,2024-05-01,0
1,FC,2024-06-01,0
1,FC,2024-07-01,0
1,FC,2024-08-01,0
1,FC,2024-09-01,0
1,FC,2024-10-01,0
1,FC,2024-11-01,0
1,FC,2024-12-01,0
1,FC,2025-01-01,0
1,FC,2025-02-01,0
1,FC,2025-03-01,0
1,FC,2025-04-01,0
1,FC,2025-05-01,0
1,FC,2025-06-01,0
1,FC,2025-07-01,0
1,FC,2025-08-01,0
1,FC,2025-09-01,0
1,FC,2025-10-01,0
1,FC,2025-11-01,0
1,FC,2025-12-01,0
1,FC,2026-01-01,0
1,FC,2026-02-01,0
1,FC,2026-03-01,0
1,FC,2026-04-01,0
1,FC,2026-05-01,0
1,FC,2026-06-01,0
1,FC,2026-07-01,0
1,FC,2026-08-01,0
1,GA,2005-01-01,8
1,GA,2005-02-01,6
1,GA,2005-03-01,17
1,GA,2005-04-01,10
1,GA,2005-05-01,8
1,GA,2005-06-01,10
1,GA,2005-07-01,5
1,GA,2005-08-01,8
1,GA,2005-09-01,12
1,GA,2005-10-01,11
1,GA,2005-11-01,9
1,GA,2005-12-01,14
1,GA,2006-01-01,15
1,GA,2006-02-01,20
1,GA,2006-03-01,28
1,GA,2006-04-01,17
1,GA,2006-05-01,14
1,GA,2006-06-01,27
1,GA,2006-07-01,32
1,GA,2006-08-01,13
1,GA,2006-09-01,10
1,GA,2006-10-01,44
1,GA,2006-11-01,36
1,GA,2006-12-01,16
1,GA,2007-01-01,42
1,GA,2007-02-01,23
1,GA,2007-03-01,34
1,GA,2007-04-01,36
1,GA,2007-05-01,39
1,GA,2007-06-01,44
1,GA,2007-07-01,30
1,GA,2007-08-01,27
1,GA,2007-09-01,33
1,GA,2007-10-01,25
1,GA,2007-11-01,24
1,GA,2007-12-01,13
1,GA,2008-01-01,22
1,GA,2008-02-01,28
1,GA,2008-03-01,13
1,GA,2008-04-01,15
1,GA,2008-05-01,18
1,GA,2008-06-01,20
1,GA,2008-07-01,10
1,GA,2008-08-01,22
1,GA,2008-09-01,17
1,GA,2008-10-01,17
1,GA,2008-11-01,18
1,GA,2008-12-01,24
1,GA,2009-01-01,17
1,GA,2009-02-01,9
1,GA,2009-03-01,10
1,GA,2009-04-01,28
1,GA,2009-05-01,22
1,GA,2009-06-01,48
1,GA,2009-07-01,16
1,GA,2009-08-01,14
1,GA,2009-09-01,21
1,GA,2009-10-01,29
1,GA,2009-11-01,20
1,GA,2009-12-01,23
1,GA,2010-01-01,12
1,GA,2010-02-01,10
1,GA,2010-03-01,32
1,GA,2010-04-01,8
1,GA,2010-05-01,12
1,GA,2010-06-01,14
1,GA,2010-07-01,10
1,GA,2010-08-01,6
1,GA,2010-09-01,2
1,GA,2010-10-01,3
1,GA,2010-11-01,11
1,GA,2010-12-01,18
1,GA,2011-01-01,5
1,GA,2011-02-01,11
1,GA,2011-03-01,10
1,GA,2011-04-01,4
1,GA,2011-05-01,14
1,GA,2011-06-01,5
1,GA,2011-07-01,13
1,GA,2011-08-01,8
1,GA,2011-09-01,2
1,GA,2011-10-01,6
1,GA,2011-11-01,4
1,GA,2011-12-01,8
1,GA,2012-01-01,8
1,GA,2012-02-01,1
1,GA,2012-03-01,17
1,GA,2012-04-01,8
1,GA,2012-05-01,11
1,GA,2012-06-01,3
1,GA,2012-07-01,5
1,GA,2012-08-01,4
1,GA,2012-09-01,5
1,GA,2012-10-01,4
1,GA,2012-11-01,4
1,GA,2012-12-01,12
1,GA,2013-01-01,6
1,GA,2013-02-01,10
1,GA,2013-03-01,4
1,GA,2013-04-01,15
1,GA,2013-05-01,11
1,GA,2013-06-01,8
1,GA,2013-07-01,6
1,GA,2013-08-01,8
1,GA,2013-09-01,12
1,GA,2013-10-01,2
1,GA,2013-11-01,13
1,GA,2013-12-01,7
1,GA,2014-01-01,3
1,GA,2014-02-01,7
1,GA,2014-03-01,9
1,GA,2014-04-01,8
1,GA,2014-05-01,10
1,GA,2014-06-01,16
1,GA,2014-07-01,14
1,GA,2014-08-01,15
1,GA,2014-09-01,11
1,GA,2014-10-01,146
1,GA,2014-11-01,41
1,GA,2014-12-01,46
1,GA,2015-01-01,13
1,GA,2015-02-01,15
1,GA,2015-03-01,17
1,GA,2015-04-01,24
1,GA,2015-05-01,14
1,GA,2015-06-01,23
1,GA,2015-07-01,10
1,GA,2015-08-01,12
1,GA,2015-09-01,13
1,GA,2015-10-01,20
1,GA,2015-11-01,9
1,GA,2015-12-01,13
1,GA,2016-01-01,5
1,GA,2016-02-01,9
1,GA,2016-03-01,10
1,GA,2016-04-01,17
1,GA,2016-05-01,16
1,GA,2016-06-01,23
1,GA,2016-07-01,14
1,GA,2016-08-01,10
1,GA,2016-09-01,13
1,GA,2016-10-01,20
1,GA,2016-11-01,29
1,GA,2016-12-01,27
1,GA,2017-01-01,9
1,GA,2017-02-01,10
1,GA,2017-03-01,12
1,GA,2017-04-01,6
1,GA,2017-05-01,13
1,GA,2017-06-01,11
1,GA,2017-07-01,23
1,GA,2017-08-01,7
1,GA,2017-09-01,13
1,GA,2017-10-01,15
1,GA,2017-11-01,13
1,GA,2017-12-01,19
1,GA,2018-01-01,10
1,GA,2018-02-01,20
1,GA,2018-03-01,14
1,GA,2018-04-01,15
1,GA,2018-05-01,16
1,GA,2018-06-01,18
1,GA,2018-07-01,15
1,GA,2018-08-01,10
1,GA,2018-09-01,1
1,GA,2018-10-01,1
1,GA,2018-11-01,0
1,GA,2018-12-01,7
1,GA,2019-01-01,5
1,GA,2019-02-01,3
1,GA,2019-03-01,9
1,GA,2019-04-01,16
1,GA,2019-05-01,34
1,GA,2019-06-01,25
1,GA,2019-07-01,8
1,GA,2019-08-01,32
1,GA,2019-09-01,28
1,GA,2019-10-01,26
1,GA,2019-11-01,63
1,GA,2019-12-01,17
1,GA,2020-01-01,24
1,GA,2020-02-01,9
1,GA,2020-03-01,10
1,GA,2020-04-01,5
1,GA,2020-05-01,3
1,GA,2020-06-01,11
1,GA,2020-07-01,6
1,GA,2020-08-01,12
1,GA,2020-09-01,2
1,GA,2020-10-01,12
1,GA,2020-11-01,5
1,GA,2020-12-01,4
1,GA,2021-01-01,3
1,GA,2021-02-01,3
1,GA,2021-03-01,5
1,GA,2021-04-01,7
1,GA,2021-05-01,5
1,GA,2021-06-01,6
1,GA,2021-07-01,2
1,GA,2021-08-01,1
1,GA,2021-09-01,2
1,GA,2021-10-01,1
1,GA,2021-11-01,3
1,GA,2021-12-01,10
1,GA,2022-01-01,5
1,GA,2022-02-01,0
1,GA,2022-03-01,0
1,GA,2022-04-01,2
1,GA,2022-05-01,1
1,GA,2022-06-01,1
1,GA,2022-07-01,3
1,GA,2022-08-01,0
1,GA,2022-09-01,0
1,GA,2022-10-01,0
1,GA,2022-11-01,0
1,GA,2022-12-01,2
1,GA,2023-01-01,1
1,GA,2023-02-01,0
1,GA,2023-03-01,0
1,GA,2023-04-01,1
1,GA,2023-05-01,0
1,GA,2023-06-01,1
1,GA,2023-07-01,0
1,GA,2023-08-01,0
1,GA,2023-09-01,0
1,GA,2023-10-01,0
1,GA,2023-11-01,0
1,GA,2023-12-01,0
1,GA,2024-01-01,0
1,GA,2024-02-01,0
1,GA,2024-03-01,0
1,GA,2024-04-01,0
1,GA,2024-05-01,0
1,GA,2024-06-01,0
1,GA,2024-07-01,0
1,GA,2024-08-01,0
1,GA,2024-09-01,0
1,GA,2024-10-01,0
1,GA,2024-11-01,0
1,GA,2024-12-01,0
1,GA,2025-01-01,0
1,GA,2025-02-01,0
1,GA,2025-03-01,0
1,GA,2025-04-01,0
1,GA,2025-05-01,0
1,GA,2025-06-01,0
1,GA,2025-07-01,0
1,GA,2025-08-01,0
1,GA,2025-09-01,0
1,GA,2025-10-01,0
1,GA,2025-11-01,0
1,GA,2025-12-01,0
1,GA,2026-01-01,0
1,GA,2026-02-01,0
1,GA,2026-03-01,0
1,GA,2026-04-01,0
1,GA,2026-05-01,0
1,GA,2026-06-01,0
1,GA,2026-07-01,0
1,GA,2026-08-01,0
1,HD,2005-01-01,0
1,HD,2005-02-01,0
1,HD,2005-03-01,0
1,HD,2005-04-01,0
1,HD,2005-05-01,0
1,HD,2005-06-01,0
1,HD,2005-07-01,0
1,HD,2005-08-01,0
1,HD,2005-09-01,0
1,HD,2005-10-01,0
1,HD,2005-11-01,0
1,HD,2005-12-01,0
1,HD,2006-01-01,0
1,HD,2006-02-01,0
1,HD,2006-03-01,0
1,HD,2006-04-01,0
1,HD,2006-05-01,0
1,HD,2006-06-01,0
1,HD,2006-07-01,0
1,HD,2006-08-01,0
1,HD,2006-09-01,0
1,HD,2006-10-01,0
1,HD,2006-11-01,0
1,HD,2006-12-01,0
1,HD,2007-01-01,0
1,HD,2007-02-01,0
1,HD,2007-03-01,0
1,HD,2007-04-01,0
1,HD,2007-05-01,0
1,HD,2007-06-01,0
1,HD,2007-07-01,0
1,HD,2007-08-01,0
1,HD,2007-09-01,0
1,HD,2007-10-01,0
1,HD,2007-11-01,0
1,HD,2007-12-01,0
1,HD,2008-01-01,0
1,HD,2008-02-01,0
1,HD,2008-03-01,0
1,HD,2008-04-01,0
1,HD,2008-05-01,0
1,HD,2008-06-01,0
1,HD,2008-07-01,0
1,HD,2008-08-01,0
1,HD,2008-09-01,0
1,HD,2008-10-01,0
1,HD,2008-11-01,0
1,HD,2008-12-01,0
1,HD,2009-01-01,0
1,HD,2009-02-01,0
1,HD,2009-03-01,0
1,HD,2009-04-01,0
1,HD,2009-05-01,0
1,HD,2009-06-01,0
1,HD,2009-07-01,0
1,HD,2009-08-01,0
1,HD,2009-09-01,0
1,HD,2009-10-01,0
1,HD,2009-11-01,0
1,HD,2009-12-01,0
1,HD,2010-01-01,0
1,HD,2010-02-01,0
1,HD,2010-03-01,0
1,HD,2010-04-01,0
1,HD,2010-05-01,0
1,HD,2010-06-01,0
1,HD,2010-07-01,0
1,HD,2010-08-01,0
1,HD,2010-09-01,0
1,HD,2010-10-01,0
1,HD,2010-11-01,0
1,HD,2010-12-01,0
1,HD,2011-01-01,0
1,HD,2011-02-01,0
1,HD,2011-03-01,0
1,HD,2011-04-01,0
1,HD,2011-05-01,0
1,HD,2011-06-01,0
1,HD,2011-07-01,0
1,HD,2011-08-01,0
1,HD,2011-09-01,0
1,HD,2011-10-01,0
1,HD,2011-11-01,0
1,HD,2011-12-01,0
1,HD,2012-01-01,0
1,HD,2012-02-01,0
1,HD,2012-03-01,0
1,HD,2012-04-01,0
1,HD,2012-05-01,0
1,HD,2012-06-01,0
1,HD,2012-07-01,0
1,HD,2012-08-01,0
1,HD,2012-09-01,0
1,HD,2012-10-01,0
1,HD,2012-11-01,2
1,HD,2012-12-01,7
1,HD,2013-01-01,0
1,HD,2013-02-01,6
1,HD,2013-03-01,6
1,HD,2013-04-01,2
1,HD,2013-05-01,3
1,HD,2013-06-01,4
1,HD,2013-07-01,4
1,HD,2013-08-01,2
1,HD,2013-09-01,5
1,HD,2013-10-01,6
1,HD,2013-11-01,1
1,HD,2013-12-01,5
1,HD,2014-01-01,1
1,HD,2014-02-01,1
1,HD,2014-03-01,0
1,HD,2014-04-01,4
1,HD,2014-05-01,2
1,HD,2014-06-01,4
1,HD,2014-07-01,0
1,HD,2014-08-01,9
1,HD,2014-09-01,26
1,HD,2014-10-01,6
1,HD,2014-11-01,4
1,HD,2014-12-01,6
1,HD,2015-01-01,4
1,HD,2015-02-01,20
1,HD,2015-03-01,6
1,HD,2015-04-01,7
1,HD,2015-05-01,0
1,HD,2015-06-01,19
1,HD,2015-07-01,7
1,HD,2015-08-01,2
1,HD,2015-09-01,4
1,HD,2015-10-01,6
1,HD,2015-11-01,9
1,HD,2015-12-01,22
1,HD,2016-01-01,2
1,HD,2016-02-01,0
1,HD,2016-03-01,11
1,HD,2016-04-01,3
1,HD,2016-05-01,2
1,HD,2016-06-01,2
1,HD,2016-07-01,9
1,HD,2016-08-01,4
1,HD,2016-09-01,4
1,HD,2016-10-01,6
1,HD,2016-11-01,11
1,HD,2016-12-01,4
1,HD,2017-01-01,2
1,HD,2017-02-01,3
1,HD,2017-03-01,1
1,HD,2017-04-01,4
1,HD,2017-05-01,3
1,HD,2017-06-01,2
1,HD,2017-07-01,0
1,HD,2017-08-01,4
1,HD,2017-09-01,2
1,HD,2017-10-01,0
1,HD,2017-11-01,3
1,HD,2017-12-01,6
1,HD,2018-01-01,3
1,HD,2018-02-01,2
1,HD,2018-03-01,4
1,HD,2018-04-01,1
1,HD,2018-05-01,0
1,HD,2018-06-01,0
1,HD,2018-07-01,0
1,HD,2018-08-01,0
1,HD,2018-09-01,1
1,HD,2018-10-01,0
1,HD,2018-11-01,1
1,HD,2018-12-01,0
1,HD,2019-01-01,0
1,HD,2019-02-01,0
1,HD,2019-03-01,0
1,HD,2019-04-01,0
1,HD,2019-05-01,1
1,HD,2019-06-01,0
1,HD,2019-07-01,0
1,HD,2019-08-01,0
1,HD,2019-09-01,0
1,HD,2019-10-01,1
1,HD,2019-11-01,0
1,HD,2019-12-01,0
1,HD,2020-01-01,0
1,HD,2020-02-01,0
1,HD,2020-03-01,0
1,HD,2020-04-01,0
1,HD,2020-05-01,2
1,HD,2020-06-01,2
1,HD,2020-07-01,0
1,HD,2020-08-01,1
1,HD,2020-09-01,3
1,HD,2020-10-01,2
1,HD,2020-11-01,9
1,HD,2020-12-01,13
1,HD,2021-01-01,2
1,HD,2021-02-01,10
1,HD,2021-03-01,8
1,HD,2021-04-01,9
1,HD,2021-05-01,10
1,HD,2021-06-01,18
1,HD,2021-07-01,7
1,HD,2021-08-01,14
1,HD,2021-09-01,14
1,HD,2021-10-01,12
1,HD,2021-11-01,11
1,HD,2021-12-01,15
1,HD,2022-01-01,7
1,HD,2022-02-01,8
1,HD,2022-03-01,16
1,HD,2022-04-01,9
1,HD,2022-05-01,7
1,HD,2022-06-01,10
1,HD,2022-07-01,2
1,HD,2022-08-01,1
1,HD,2022-09-01,6
1,HD,2022-10-01,1
1,HD,2022-11-01,1
1,HD,2022-12-01,2
1,HD,2023-01-01,11
1,HD,2023-02-01,4
1,HD,2023-03-01,7
1,HD,2023-04-01,2
1,HD,2023-05-01,5
1,HD,2023-06-01,14
1,HD,2023-07-01,10
1,HD,2023-08-01,7
1,HD,2023-09-01,13
1,HD,2023-10-01,10
1,HD,2023-11-01,11
1,HD,2023-12-01,22
1,HD,2024-01-01,6
1,HD,2024-02-01,16
1,HD,2024-03-01,18
1,HD,2024-04-01,17
1,HD,2024-05-01,12
1,HD,2024-06-01,32
1,HD,2024-07-01,6
1,HD,2024-08-01,4
1,HD,2024-09-01,11
1,HD,2024-10-01,4
1,HD,2024-11-01,11
1,HD,2024-12-01,5
1,HD,2025-01-01,5
1,HD,2025-02-01,7
1,HD,2025-03-01,6
1,HD,2025-04-01,4
1,HD,2025-05-01,6
1,HD,2025-06-01,6
1,HD,2025-07-01,6
1,HD,2025-08-01,1
1,HD,2025-09-01,8
1,HD,2025-10-01,7
1,HD,2025-11-01,11
1,HD,2025-12-01,8
1,HD,2026-01-01,10
1,HD,2026-02-01,6
1,HD,2026-03-01,5
1,HD,2026-04-01,9
1,HD,2026-05-01,6
1,HD,2026-06-01,10
1,HD,2026-07-01,7
1,HD,2026-08-01,1
1,HP,2005-01-01,0
1,HP,2005-02-01,0
1,HP,2005-03-01,0
1,HP,2005-04-01,0
1,HP,2005-05-01,0
1,HP,2005-06-01,0
1,HP,2005-07-01,0
1,HP,2005-08-01,0
1,HP,2005-09-01,0
1,HP,2005-10-01,0
1,HP,2005-11-01,0
1,HP,2005-12-01,0
1,HP,2006-01-01,0
1,HP,2006-02-01,0
1,HP,2006-03-01,0
1,HP,2006-04-01,0
1,HP,2006-05-01,0
1,HP,2006-06-01,0
1,HP,2006-07-01,0
1,HP,2006-08-01,0
1,HP,2006-09-01,0
1,HP,2006-10-01,0
1,HP,2006-11-01,0
1,HP,2006-12-01,0
1,HP,2007-01-01,0
1,HP,2007-02-01,0
1,HP,2007-03-01,0
1,HP,2007-04-01,0
1,HP,2007-05-01,0
1,HP,2007-06-01,0
1,HP,2007-07-01,0
1,HP,2007-08-01,0
1,HP,2007-09-01,0
1,HP,2007-10-01,0
1,HP,2007-11-01,0
1,HP,2007-12-01,0
1,HP,2008-01-01,0
1,HP,2008-02-01,0
1,HP,2008-03-01,0
1,HP,2008-04-01,0
1,HP,2008-05-01,0
1,HP,2008-06-01,0
1,HP,2008-07-01,0
1,HP,2008-08-01,0
1,HP,2008-09-01,0
1,HP,2008-10-01,0
1,HP,2008-11-01,0
1,HP,2008-12-01,0
1,HP,2009-01-01,0
1,HP,2009-02-01,0
1,HP,2009-03-01,0
1,HP,2009-04-01,0
1,HP,2009-05-01,0
1,HP,2009-06-01,0
1,HP,2009-07-01,0
1,HP,2009-08-01,0
1,HP,2009-09-01,0
1,HP,2009-10-01,0
1,HP,2009-11-01,0
1,HP,2009-12-01,0
1,HP,2010-01-01,0
1,HP,2010-02-01,0
1,HP,2010-03-01,0
1,HP,2010-04-01,0
1,HP,2010-05-01,0
1,HP,2010-06-01,0
1,HP,2010-07-01,0
1,HP,2010-08-01,0
1,HP,2010-09-01,0
1,HP,2010-10-01,0
1,HP,2010-11-01,0
1,HP,2010-12-01,0
1,HP,2011-01-01,0
1,HP,2011-02-01,0
1,HP,2011-03-01,0
1,HP,2011-04-01,0
1,HP,2011-05-01,0
1,HP,2011-06-01,0
1,HP,2011-07-01,6
1,HP,2011-08-01,10
1,HP,2011-09-01,6
1,HP,2011-10-01,0
1,HP,2011-11-01,4
1,HP,2011-12-01,3
1,HP,2012-01-01,2
1,HP,2012-02-01,0
1,HP,2012-03-01,9
1,HP,2012-04-01,17
1,HP,2012-05-01,11
1,HP,2012-06-01,15
1,HP,2012-07-01,8
1,HP,2012-08-01,8
1,HP,2012-09-01,16
1,HP,2012-10-01,12
1,HP,2012-11-01,14
1,HP,2012-12-01,4
1,HP,2013-01-01,7
1,HP,2013-02-01,2
1,HP,2013-03-01,3
1,HP,2013-04-01,8
1,HP,2013-05-01,14
1,HP,2013-06-01,6
1,HP,2013-07-01,5
1,HP,2013-08-01,3
1,HP,2013-09-01,7
1,HP,2013-10-01,13
1,HP,2013-11-01,26
1,HP,2013-12-01,23
1,HP,2014-01-01,14
1,HP,2014-02-01,14
1,HP,2014-03-01,10
1,HP,2014-04-01,23
1,HP,2014-05-01,18
1,HP,2014-06-01,18
1,HP,2014-07-01,15
1,HP,2014-08-01,8
1,HP,2014-09-01,15
1,HP,2014-10-01,17
1,HP,2014-11-01,22
1,HP,2014-12-01,37
1,HP,2015-01-01,26
1,HP,2015-02-01,41
1,HP,2015-03-01,60
1,HP,2015-04-01,63
1,HP,2015-05-01,130
1,HP,2015-06-01,87
1,HP,2015-07-01,126
1,HP,2015-08-01,41
1,HP,2015-09-01,55
1,HP,2015-10-01,103
1,HP,2015-11-01,173
1,HP,2015-12-01,302
1,HP,2016-01-01,71
1,HP,2016-02-01,67
1,HP,2016-03-01,61
1,HP,2016-04-01,66
1,HP,2016-05-01,63
1,HP,2016-06-01,102
1,HP,2016-07-01,121
1,HP,2016-08-01,71
1,HP,2016-09-01,104
1,HP,2016-10-01,69
1,HP,2016-11-01,67
1,HP,2016-12-01,74
1,HP,2017-01-01,53
1,HP,2017-02-01,39
1,HP,2017-03-01,61
1,HP,2017-04-01,59
1,HP,2017-05-01,82
1,HP,2017-06-01,72
1,HP,2017-07-01,71
1,HP,2017-08-01,101
1,HP,2017-09-01,63
1,HP,2017-10-01,71
1,HP,2017-11-01,87
1,HP,2017-12-01,166
1,HP,2018-01-01,66
1,HP,2018-02-01,58
1,HP,2018-03-01,61
1,HP,2018-04-01,64
1,HP,2018-05-01,77
1,HP,2018-06-01,119
1,HP,2018-07-01,55
1,HP,2018-08-01,65
1,HP,2018-09-01,51
1,HP,2018-10-01,86
1,HP,2018-11-01,89
1,HP,2018-12-01,117
1,HP,2019-01-01,45
1,HP,2019-02-01,40
1,HP,2019-03-01,65
1,HP,2019-04-01,63
1,HP,2019-05-01,58
1,HP,2019-06-01,40
1,HP,2019-07-01,65
1,HP,2019-08-01,63
1,HP,2019-09-01,74
1,HP,2019-10-01,104
1,HP,2019-11-01,107
1,HP,2019-12-01,240
1,HP,2020-01-01,143
1,HP,2020-02-01,149
1,HP,2020-03-01,152
1,HP,2020-04-01,91
1,HP,2020-05-01,114
1,HP,2020-06-01,193
1,HP,2020-07-01,218
1,HP,2020-08-01,179
1,HP,2020-09-01,235
1,HP,2020-10-01,270
1,HP,2020-11-01,382
1,HP,2020-12-01,640
1,HP,2021-01-01,190
1,HP,2021-02-01,207
1,HP,2021-03-01,345
1,HP,2021-04-01,342
1,HP,2021-05-01,352
1,HP,2021-06-01,363
1,HP,2021-07-01,294
1,HP,2021-08-01,277
1,HP,2021-09-01,328
1,HP,2021-10-01,259
1,HP,2021-11-01,305
1,HP,2021-12-01,339
1,HP,2022-01-01,285
1,HP,2022-02-01,225
1,HP,2022-03-01,300
1,HP,2022-04-01,233
1,HP,2022-05-01,308
1,HP,2022-06-01,259
1,HP,2022-07-01,215
1,HP,2022-08-01,178
1,HP,2022-09-01,217
1,HP,2022-10-01,241
1,HP,2022-11-01,233
1,HP,2022-12-01,286
1,HP,2023-01-01,211
1,HP,2023-02-01,227
1,HP,2023-03-01,364
1,HP,2023-04-01,215
1,HP,2023-05-01,269
1,HP,2023-06-01,362
1,HP,2023-07-01,281
1,HP,2023-08-01,243
1,HP,2023-09-01,327
1,HP,2023-10-01,292
1,HP,2023-11-01,374
1,HP,2023-12-01,390
1,HP,2024-01-01,235
1,HP,2024-02-01,243
1,HP,2024-03-01,304
1,HP,2024-04-01,243
1,HP,2024-05-01,256
1,HP,2024-06-01,276
1,HP,2024-07-01,237
1,HP,2024-08-01,219
1,HP,2024-09-01,296
1,HP,2024-10-01,306
1,HP,2024-11-01,285
1,HP,2024-12-01,308
1,HP,2025-01-01,213
1,HP,2025-02-01,229
1,HP,2025-03-01,338
1,HP,2025-04-01,333
1,HP,2025-05-01,308
1,HP,2025-06-01,364
1,HP,2025-07-01,307
1,HP,2025-08-01,346
1,HP,2025-09-01,449
1,HP,2025-10-01,376
1,HP,2025-11-01,396
1,HP,2025-12-01,446
1,HP,2026-01-01,248
1,HP,2026-02-01,273
1,HP,2026-03-01,467
1,HP,2026-04-01,296
1,HP,2026-05-01,364
1,HP,2026-06-01,496
1,HP,2026-07-01,356
1,HP,2026-08-01,297
1,NM,2005-01-01,0
1,NM,2005-02-01,0
1,NM,2005-03-01,0
1,NM,2005-04-01,0
1,NM,2005-05-01,0
1,NM,2005-06-01,0
1,NM,2005-07-01,0
1,NM,2005-08-01,0
1,NM,2005-09-01,0
1,NM,2005-10-01,0
1,NM,2005-11-01,0
1,NM,2005-12-01,0
1,NM,2006-01-01,0
1,NM,2006-02-01,0
1,NM,2006-03-01,0
1,NM,2006-04-01,0
1,NM,2006-05-01,0
1,NM,2006-06-01,0
1,NM,2006-07-01,0
1,NM,2006-08-01,0
1,NM,2006-09-01,0
1,NM,2006-10-01,0
1,NM,2006-11-01,0
1,NM,2006-12-01,0
1,NM,2007-01-01,0
1,NM,2007-02-01,0
1,NM,2007-03-01,0
1,NM,2007-04-01,0
1,NM,2007-05-01,0
1,NM,2007-06-01,0
1,NM,2007-07-01,0
1,NM,2007-08-01,0
1,NM,2007-09-01,0
1,NM,2007-10-01,0
1,NM,2007-11-01,0
1,NM,2007-12-01,0
1,NM,2008-01-01,0
1,NM,2008-02-01,0
1,NM,2008-03-01,0
1,NM,2008-04-01,0
1,NM,2008-05-01,0
1,NM,2008-06-01,0
1,NM,2008-07-01,0
1,NM,2008-08-01,0
1,NM,2008-09-01,0
1,NM,2008-10-01,0
1,NM,2008-11-01,0
1,NM,2008-12-01,0
1,NM,2009-01-01,0
1,NM,2009-02-01,0
1,NM,2009-03-01,0
1,NM,2009-04-01,0
1,NM,2009-05-01,0
1,NM,2009-06-01,0
1,NM,2009-07-01,0
1,NM,2009-08-01,0
1,NM,2009-09-01,0
1,NM,2009-10-01,0
1,NM,2009-11-01,0
1,NM,2009-12-01,0
1,NM,2010-01-01,0
1,NM,2010-02-01,0
1,NM,2010-03-01,0
1,NM,2010-04-01,0
1,NM,2010-05-01,0
1,NM,2010-06-01,0
1,NM,2010-07-01,0
1,NM,2010-08-01,0
1,NM,2010-09-01,0
1,NM,2010-10-01,0
1,NM,2010-11-01,0
1,NM,2010-12-01,0
1,NM,2011-01-01,0
1,NM,2011-02-01,0
1,NM,2011-03-01,0
1,NM,2011-04-01,0
1,NM,2011-05-01,0
1,NM,2011-06-01,0
1,NM,2011-07-01,0
1,NM,2011-08-01,0
1,NM,2011-09-01,0
1,NM,2011-10-01,0
1,NM,2011-11-01,0
1,NM,2011-12-01,0
1,NM,2012-01-01,0
1,NM,2012-02-01,0
1,NM,2012-03-01,0
1,NM,2012-04-01,0
1,NM,2012-05-01,0
1,NM,2012-06-01,0
1,NM,2012-07-01,0
1,NM,2012-08-01,0
1,NM,2012-09-01,0
1,NM,2012-10-01,0
1,NM,2012-11-01,0
1,NM,2012-12-01,0
1,NM,2013-01-01,0
1,NM,2013-02-01,0
1,NM,2013-03-01,0
1,NM,2013-04-01,0
1,NM,2013-05-01,0
1,NM,2013-06-01,0
1,NM,2013-07-01,0
1,NM,2013-08-01,0
1,NM,2013-09-01,0
1,NM,2013-10-01,0
1,NM,2013-11-01,0
1,NM,2013-12-01,0
1,NM,2014-01-01,0
1,NM,2014-02-01,0
1,NM,2014-03-01,0
1,NM,2014-04-01,0
1,NM,2014-05-01,0
1,NM,2014-06-01,0
1,NM,2014-07-01,0
1,NM,2014-08-01,0
1,NM,2014-09-01,0
1,NM,2014-10-01,0
1,NM,2014-11-01,0
1,NM,2014-12-01,0
1,NM,2015-01-01,0
1,NM,2015-02-01,0
1,NM,2015-03-01,0
1,NM,2015-04-01,0
1,NM,2015-05-01,0
1,NM,2015-06-01,0
1,NM,2015-07-01,0
1,NM,2015-08-01,0
1,NM,2015-09-01,0
1,NM,2015-10-01,0
1,NM,2015-11-01,0
1,NM,2015-12-01,0
1,NM,2016-01-01,0
1,NM,2016-02-01,0
1,NM,2016-03-01,0
1,NM,2016-04-01,0
1,NM,2016-05-01,0
1,NM,2016-06-01,0
1,NM,2016-07-01,0
1,NM,2016-08-01,0
1,NM,2016-09-01,0
1,NM,2016-10-01,0
1,NM,2016-11-01,0
1,NM,2016-12-01,0
1,NM,2017-01-01,0
1,NM,2017-02-01,0
1,NM,2017-03-01,0
1,NM,2017-04-01,0
1,NM,2017-05-01,0
1,NM,2017-06-01,0
1,NM,2017-07-01,0
1,NM,2017-08-01,0
1,NM,2017-09-01,0
1,NM,2017-10-01,0
1,NM,2017-11-01,0
1,NM,2017-12-01,0
1,NM,2018-01-01,0
1,NM,2018-02-01,0
1,NM,2018-03-01,0
1,NM,2018-04-01,0
1,NM,2018-05-01,0
