Tourismusregion,date,value
5,2006-04-01,91424
5,2006-05-01,94187
5,2006-06-01,109128
5,2006-07-01,84443
5,2006-08-01,94537
5,2006-09-01,101159
5,2006-10-01,102744
5,2006-11-01,96610
5,2006-12-01,79221
5,2007-01-01,85620
5,2007-02-01,78551
5,2007-03-01,98368
5,2007-04-01,105439
5,2007-05-01,92028
5,2007-06-01,108331
5,2007-07-01,92541
5,2007-08-01,98404
5,2007-09-01,104645
5,2007-10-01,108744
5,2007-11-01,105119
5,2007-12-01,81830
5,2008-01-01,82468
5,2008-02-01,93700
5,2008-03-01,105377
5,2008-04-01,116493
5,2008-05-01,105443
5,2008-06-01,118064
5,2008-07-01,104523
5,2008-08-01,111558
5,2008-09-01,109877
5,2008-10-01,112632
5,2008-11-01,105295
5,2008-12-01,86131
5,2009-01-01,75360
5,2009-02-01,86681
5,2009-03-01,126715
5,2009-04-01,92832
5,2009-05-01,95590
5,2009-06-01,118478
5,2009-07-01,114640
5,2009-08-01,118230
5,2009-09-01,124389
5,2009-10-01,113051
5,2009-11-01,121804
5,2009-12-01,86210
5,2010-01-01,90227
5,2010-02-01,100270
5,2010-03-01,126979
5,2010-04-01,96828
5,2010-05-01,108708
5,2010-06-01,126709
5,2010-07-01,113872
5,2010-08-01,113628
5,2010-09-01,123283
5,2010-10-01,120447
5,2010-11-01,117174
5,2010-12-01,96473
5,2011-01-01,84341
5,2011-02-01,89480
5,2011-03-01,136606
5,2011-04-01,100421
5,2011-05-01,116652
5,2011-06-01,129585
5,2011-07-01,124133
5,2011-08-01,111696
5,2011-09-01,119978
5,2011-10-01,117293
5,2011-11-01,124653
5,2011-12-01,94956
5,2012-01-01,96934
5,2012-02-01,104285
5,2012-03-01,128753
5,2012-04-01,101378
5,2012-05-01,113335
5,2012-06-01,130526
5,2012-07-01,120299
5,2012-08-01,106258
5,2012-09-01,118241
5,2012-10-01,120245
5,2012-11-01,114898
5,2012-12-01,94904
5,2013-01-01,84317
5,2013-02-01,96223
5,2013-03-01,107079
5,2013-04-01,133200
5,2013-05-01,113922
5,2013-06-01,134645
5,2013-07-01,126971
5,2013-08-01,122963
5,2013-09-01,120501
5,2013-10-01,128570
5,2013-11-01,124771
5,2013-12-01,97620
5,2014-01-01,90701
5,2014-02-01,93330
5,2014-03-01,137399
5,2014-04-01,106262
5,2014-05-01,123559
5,2014-06-01,136712
5,2014-07-01,136659
5,2014-08-01,138025
5,2014-09-01,131787
5,2014-10-01,136647
5,2014-11-01,124239
5,2014-12-01,117091
5,2015-01-01,89458
5,2015-02-01,113150
5,2015-03-01,138135
5,2015-04-01,112351
5,2015-05-01,122509
5,2015-06-01,150054
5,2015-07-01,139851
5,2015-08-01,130539
5,2015-09-01,138990
5,2015-10-01,132456
5,2015-11-01,123062
5,2015-12-01,103618
5,2016-01-01,98655
5,2016-02-01,104821
5,2016-03-01,128940
5,2016-04-01,115749
5,2016-05-01,128819
5,2016-06-01,150436
5,2016-07-01,132221
5,2016-08-01,126635
5,2016-09-01,136848
5,2016-10-01,134323
5,2016-11-01,126174
5,2016-12-01,116275
5,2017-01-01,90040
5,2017-02-01,95738
5,2017-03-01,150601
5,2017-04-01,119169
5,2017-05-01,149918
5,2017-06-01,153699
5,2017-07-01,149217
5,2017-08-01,144779
5,2017-09-01,145544
5,2017-10-01,147716
5,2017-11-01,140760
5,2017-12-01,122686
5,2018-01-01,109336
5,2018-02-01,111297
5,2018-03-01,138023
5,2018-04-01,130311
5,2018-05-01,137178
5,2018-06-01,163201
5,2018-07-01,156268
5,2018-08-01,159973
5,2018-09-01,147002
5,2018-10-01,152779
5,2018-11-01,133986
5,2018-12-01,132035
5,2019-01-01,94311
5,2019-02-01,98054
5,2019-03-01,142866
5,2019-04-01,127920
5,2019-05-01,173269
5,2019-06-01,166150
5,2019-07-01,173220
5,2019-08-01,155010
5,2019-09-01,146684
5,2019-10-01,156990
5,2019-11-01,142582
5,2019-12-01,129531
5,2020-01-01,107720
5,2020-02-01,104758
5,2020-03-01,45377
5,2020-04-01,17960
5,2020-05-01,22971
5,2020-06-01,39354
5,2020-07-01,70563
5,2020-08-01,80053
5,2020-09-01,71695
5,2020-10-01,65614
5,2020-11-01,36530
5,2020-12-01,31648
5,2021-01-01,26162
5,2021-02-01,30253
5,2021-03-01,41229
5,2021-04-01,73090
5,2021-05-01,76020
5,2021-06-01,69124
5,2021-07-01,100909
5,2021-08-01,124071
5,2021-09-01,128052
5,2021-10-01,121869
5,2021-11-01,99154
5,2021-12-01,79826
5,2022-01-01,49884
5,2022-02-01,61710
5,2022-03-01,98183
5,2022-04-01,118437
5,2022-05-01,141843
5,2022-06-01,155856
5,2022-07-01,159617
5,2022-08-01,161225
5,2022-09-01,164295
5,2022-10-01,146268
5,2022-11-01,130320
5,2022-12-01,143512
5,2023-01-01,91677
5,2023-02-01,102012
5,2023-03-01,128740
5,2023-04-01,141172
5,2023-05-01,158017
5,2023-06-01,171759
5,2023-07-01,167863
5,2023-08-01,157974
5,2023-09-01,159433
5,2023-10-01,151193
5,2023-11-01,154887
5,2023-12-01,165385
5,2024-01-01,100686
5,2024-02-01,107768
5,2024-03-01,125813
5,2024-04-01,132856
5,2024-05-01,165797
5,2024-06-01,175411
5,2024-07-01,177420
5,2024-08-01,171650
5,2024-09-01,161710
5,2024-10-01,169113
5,2024-11-01,159741
5,2024-12-01,194761
5,2025-01-01,104289
5,2025-02-01,116032
5,2025-03-01,145779
5,2025-04-01,145497
5,2025-05-01,178987
5,2025-06-01,182504
5,2025-07-01,195764
5,2025-08-01,188620
5,2025-09-01,178137
5,2025-10-01,176552
5,2025-11-01,166144
5,2025-12-01,203169
5,2026-01-01,117925
5,2026-02-01,110019
5,2026-03-01,140031
5,2026-04-01,137815
5,2026-05-01,162635
6,2005-01-01,363906
6,2005-02-01,428146
6,2005-03-01,404363
6,2005-04-01,215366
6,2005-05-01,281741
6,2005-06-01,447064
6,2005-07-01,570107
6,2005-08-01,568684
6,2005-09-01,433185
6,2005-10-01,323726
6,2005-11-01,164753
6,2005-12-01,270644
6,2006-01-01,390358
6,2006-02-01,457380
6,2006-03-01,395346
6,2006-04-01,263768
6,2006-05-01,305823
6,2006-06-01,461669
6,2006-07-01,600030
6,2006-08-01,585207
6,2006-09-01,471367
6,2006-10-01,336833
6,2006-11-01,165048
6,2006-12-01,291160
6,2007-01-01,370717
6,2007-02-01,447209
6,2007-03-01,368349
6,2007-04-01,280653
6,2007-05-01,324236
6,2007-06-01,484539
6,2007-07-01,598254
6,2007-08-01,588654
6,2007-09-01,467173
6,2007-10-01,337825
6,2007-11-01,185736
6,2007-12-01,305171
6,2008-01-01,407009
6,2008-02-01,497221
6,2008-03-01,448706
6,2008-04-01,242630
6,2008-05-01,356852
6,2008-06-01,452036
6,2008-07-01,615135
6,2008-08-01,619456
6,2008-09-01,460904
6,2008-10-01,320571
6,2008-11-01,173832
6,2008-12-01,309623
6,2009-01-01,404422
6,2009-02-01,455213
6,2009-03-01,370362
6,2009-04-01,287526
6,2009-05-01,330157
6,2009-06-01,425793
6,2009-07-01,576870
6,2009-08-01,610666
6,2009-09-01,460250
6,2009-10-01,316739
6,2009-11-01,166468
6,2009-12-01,303886
6,2010-01-01,378388
6,2010-02-01,460845
6,2010-03-01,379613
6,2010-04-01,260901
6,2010-05-01,319260
6,2010-06-01,459606
6,2010-07-01,611599
6,2010-08-01,599051
6,2010-09-01,470066
6,2010-10-01,321028
6,2010-11-01,178517
6,2010-12-01,288417
6,2011-01-01,389263
6,2011-02-01,400105
6,2011-03-01,392616
6,2011-04-01,260482
6,2011-05-01,318425
6,2011-06-01,485227
6,2011-07-01,603308
6,2011-08-01,573088
6,2011-09-01,475404
6,2011-10-01,329391
6,2011-11-01,180255
6,2011-12-01,257074
6,2012-01-01,357095
6,2012-02-01,411911
6,2012-03-01,345090
6,2012-04-01,252947
6,2012-05-01,328357
6,2012-06-01,447785
6,2012-07-01,548158
6,2012-08-01,562180
6,2012-09-01,444438
6,2012-10-01,328289
6,2012-11-01,189104
6,2012-12-01,285392
6,2013-01-01,346328
6,2013-02-01,409164
6,2013-03-01,379570
6,2013-04-01,246357
6,2013-05-01,335661
6,2013-06-01,475574
6,2013-07-01,586703
6,2013-08-01,630002
6,2013-09-01,457437
6,2013-10-01,339817
6,2013-11-01,197662
6,2013-12-01,292521
6,2014-01-01,367542
6,2014-02-01,386240
6,2014-03-01,386069
6,2014-04-01,269083
6,2014-05-01,344483
6,2014-06-01,459706
6,2014-07-01,553663
6,2014-08-01,636885
6,2014-09-01,467537
6,2014-10-01,366431
6,2014-11-01,195866
6,2014-12-01,302152
6,2015-01-01,358177
6,2015-02-01,430873
6,2015-03-01,341705
6,2015-04-01,276156
6,2015-05-01,346303
6,2015-06-01,462125
6,2015-07-01,604583
6,2015-08-01,626875
6,2015-09-01,475188
6,2015-10-01,353650
6,2015-11-01,199865
6,2015-12-01,283141
6,2016-01-01,324802
6,2016-02-01,408568
6,2016-03-01,368505
6,2016-04-01,247478
6,2016-05-01,361552
6,2016-06-01,443372
6,2016-07-01,607797
6,2016-08-01,628147
6,2016-09-01,479035
6,2016-10-01,347149
6,2016-11-01,199034
6,2016-12-01,274219
6,2017-01-01,351057
6,2017-02-01,403791
6,2017-03-01,369673
6,2017-04-01,313562
6,2017-05-01,386551
6,2017-06-01,506177
6,2017-07-01,657487
6,2017-08-01,663583
6,2017-09-01,507069
6,2017-10-01,396768
6,2017-11-01,217932
6,2017-12-01,302591
6,2018-01-01,366144
6,2018-02-01,435672
6,2018-03-01,384950
6,2018-04-01,308105
6,2018-05-01,402616
6,2018-06-01,542190
6,2018-07-01,693589
6,2018-08-01,697067
6,2018-09-01,537966
6,2018-10-01,407506
6,2018-11-01,232746
6,2018-12-01,323454
6,2019-01-01,362317
6,2019-02-01,419920
6,2019-03-01,392616
6,2019-04-01,329853
6,2019-05-01,397883
6,2019-06-01,586443
6,2019-07-01,705686
6,2019-08-01,699535
6,2019-09-01,534783
6,2019-10-01,413161
6,2019-11-01,231987
6,2019-12-01,340612
6,2020-01-01,388239
6,2020-02-01,442583
6,2020-03-01,149536
6,2020-04-01,18945
6,2020-05-01,98284
6,2020-06-01,220140
6,2020-07-01,520571
6,2020-08-01,496292
6,2020-09-01,376678
6,2020-10-01,279884
6,2020-11-01,116687
6,2020-12-01,192610
6,2021-01-01,170564
6,2021-02-01,285323
6,2021-03-01,220691
6,2021-04-01,243936
6,2021-05-01,278207
6,2021-06-01,313818
6,2021-07-01,489486
6,2021-08-01,600971
6,2021-09-01,451259
6,2021-10-01,380237
6,2021-11-01,204224
6,2021-12-01,286462
6,2022-01-01,299407
6,2022-02-01,401263
6,2022-03-01,361109
6,2022-04-01,283150
6,2022-05-01,380572
6,2022-06-01,536847
6,2022-07-01,706770
6,2022-08-01,701720
6,2022-09-01,534420
6,2022-10-01,442084
6,2022-11-01,237365
6,2022-12-01,366294
6,2023-01-01,392655
6,2023-02-01,447522
6,2023-03-01,374124
6,2023-04-01,365292
6,2023-05-01,495687
6,2023-06-01,635555
6,2023-07-01,756829
6,2023-08-01,745352
6,2023-09-01,638191
6,2023-10-01,498356
6,2023-11-01,263133
6,2023-12-01,380484
6,2024-01-01,400115
6,2024-02-01,463637
6,2024-03-01,399796
6,2024-04-01,358072
6,2024-05-01,540960
6,2024-06-01,658425
6,2024-07-01,781915
6,2024-08-01,778130
6,2024-09-01,617056
6,2024-10-01,477693
6,2024-11-01,286122
6,2024-12-01,387966
6,2025-01-01,401977
6,2025-02-01,413047
6,2025-03-01,371486
6,2025-04-01,380379
6,2025-05-01,525535
6,2025-06-01,659194
6,2025-07-01,769883
6,2025-08-01,778791
6,2025-09-01,613139
6,2025-10-01,494902
6,2025-11-01,268675
6,2025-12-01,415778
6,2026-01-01,410371
6,2026-02-01,443261
6,2026-03-01,341076
6,2026-04-01,358244
6,2026-05-01,521194
8,2005-01-01,23454
8,2005-02-01,26842
8,2005-03-01,33648
8,2005-04-01,40220
8,2005-05-01,46080
8,2005-06-01,49947
8,2005-07-01,58695
8,2005-08-01,56517
8,2005-09-01,58824
8,2005-10-01,47732
8,2005-11-01,35093
8,2005-12-01,26298
8,2006-01-01,26762
8,2006-02-01,32281
8,2006-03-01,34662
8,2006-04-01,40577
8,2006-05-01,50187
8,2006-06-01,57292
8,2006-07-01,59538
8,2006-08-01,60674
8,2006-09-01,58490
8,2006-10-01,51299
8,2006-11-01,39429
8,2006-12-01,28525
8,2007-01-01,28587
8,2007-02-01,30329
8,2007-03-01,36027
8,2007-04-01,45239
8,2007-05-01,51025
8,2007-06-01,55675
8,2007-07-01,61007
8,2007-08-01,63729
8,2007-09-01,61701
8,2007-10-01,51580
8,2007-11-01,39972
8,2007-12-01,27626
8,2008-01-01,30747
8,2008-02-01,32520
8,2008-03-01,34065
8,2008-04-01,42970
8,2008-05-01,56617
8,2008-06-01,56472
8,2008-07-01,62314
8,2008-08-01,64847
8,2008-09-01,59904
8,2008-10-01,51504
8,2008-11-01,37218
8,2008-12-01,27727
8,2009-01-01,28578
8,2009-02-01,30884
8,2009-03-01,39059
8,2009-04-01,37318
8,2009-05-01,53698
8,2009-06-01,51515
8,2009-07-01,56793
8,2009-08-01,61825
8,2009-09-01,56237
8,2009-10-01,47338
8,2009-11-01,33638
8,2009-12-01,25659
8,2010-01-01,26961
8,2010-02-01,29381
8,2010-03-01,34542
8,2010-04-01,39514
8,2010-05-01,50932
8,2010-06-01,54140
8,2010-07-01,59486
8,2010-08-01,63689
8,2010-09-01,56646
8,2010-10-01,49347
8,2010-11-01,34193
8,2010-12-01,26170
8,2011-01-01,27591
8,2011-02-01,29506
8,2011-03-01,38888
8,2011-04-01,41700
8,2011-05-01,49671
8,2011-06-01,59719
8,2011-07-01,61129
8,2011-08-01,62079
8,2011-09-01,60770
8,2011-10-01,51444
8,2011-11-01,40012
8,2011-12-01,30392
8,2012-01-01,29227
8,2012-02-01,32223
8,2012-03-01,39219
8,2012-04-01,46405
8,2012-05-01,52402
8,2012-06-01,57849
8,2012-07-01,58178
8,2012-08-01,64064
8,2012-09-01,60033
8,2012-10-01,49361
8,2012-11-01,42799
8,2012-12-01,29685
8,2013-01-01,31333
8,2013-02-01,33162
8,2013-03-01,37331
8,2013-04-01,43896
8,2013-05-01,51310
8,2013-06-01,60723
8,2013-07-01,61507
8,2013-08-01,65018
8,2013-09-01,61231
8,2013-10-01,50060
8,2013-11-01,43274
8,2013-12-01,30571
8,2014-01-01,30516
8,2014-02-01,33784
8,2014-03-01,43762
8,2014-04-01,43439
8,2014-05-01,54775
8,2014-06-01,60904
8,2014-07-01,57539
8,2014-08-01,64728
8,2014-09-01,62090
8,2014-10-01,51875
8,2014-11-01,42404
8,2014-12-01,28800
8,2015-01-01,30203
8,2015-02-01,30999
8,2015-03-01,39359
8,2015-04-01,39676
8,2015-05-01,50587
8,2015-06-01,57374
8,2015-07-01,56713
8,2015-08-01,60461
8,2015-09-01,61114
8,2015-10-01,50890
8,2015-11-01,40217
8,2015-12-01,29365
8,2016-01-01,31405
8,2016-02-01,32406
8,2016-03-01,37947
8,2016-04-01,43757
8,2016-05-01,53451
8,2016-06-01,55314
8,2016-07-01,59002
8,2016-08-01,65262
8,2016-09-01,59891
8,2016-10-01,50373
8,2016-11-01,40673
8,2016-12-01,28835
8,2017-01-01,28770
8,2017-02-01,30178
8,2017-03-01,38275
8,2017-04-01,41783
8,2017-05-01,49592
8,2017-06-01,57694
8,2017-07-01,57877
8,2017-08-01,61245
8,2017-09-01,57696
8,2017-10-01,49955
8,2017-11-01,40784
8,2017-12-01,29201
8,2018-01-01,31034
8,2018-02-01,29853
8,2018-03-01,38395
8,2018-04-01,43089
8,2018-05-01,51853
8,2018-06-01,56304
8,2018-07-01,58171
8,2018-08-01,59820
8,2018-09-01,58656
8,2018-10-01,50623
8,2018-11-01,41763
8,2018-12-01,27036
8,2019-01-01,30194
8,2019-02-01,30646
8,2019-03-01,40453
8,2019-04-01,42744
8,2019-05-01,51811
8,2019-06-01,59627
8,2019-07-01,58818
8,2019-08-01,62205
8,2019-09-01,58030
8,2019-10-01,47927
8,2019-11-01,41817
8,2019-12-01,31879
8,2020-01-01,27875
8,2020-02-01,29702
8,2020-03-01,15396
8,2020-04-01,7233
8,2020-05-01,26985
8,2020-06-01,40157
8,2020-07-01,75286
8,2020-08-01,62651
8,2020-09-01,56440
8,2020-10-01,40066
8,2020-11-01,16045
8,2020-12-01,15457
8,2021-01-01,14470
8,2021-02-01,20762
8,2021-03-01,25530
8,2021-04-01,46627
8,2021-05-01,60187
8,2021-06-01,62891
8,2021-07-01,72476
8,2021-08-01,78821
8,2021-09-01,63921
8,2021-10-01,56042
8,2021-11-01,37421
8,2021-12-01,23986
8,2022-01-01,20946
8,2022-02-01,29301
8,2022-03-01,36509
8,2022-04-01,49572
8,2022-05-01,59507
8,2022-06-01,65785
8,2022-07-01,68240
8,2022-08-01,67393
8,2022-09-01,62687
8,2022-10-01,56050
8,2022-11-01,42354
8,2022-12-01,33554
8,2023-01-01,29778
8,2023-02-01,32478
8,2023-03-01,39013
8,2023-04-01,47544
8,2023-05-01,61453
8,2023-06-01,65034
8,2023-07-01,67680
8,2023-08-01,65210
8,2023-09-01,65898
8,2023-10-01,53518
8,2023-11-01,43325
8,2023-12-01,31833
8,2024-01-01,27919
8,2024-02-01,32413
8,2024-03-01,41288
8,2024-04-01,47560
8,2024-05-01,62266
8,2024-06-01,67142
8,2024-07-01,70108
8,2024-08-01,72704
8,2024-09-01,63887
8,2024-10-01,54930
8,2024-11-01,43569
8,2024-12-01,31575
8,2025-01-01,29050
8,2025-02-01,32263
8,2025-03-01,38227
8,2025-04-01,48524
8,2025-05-01,65796
8,2025-06-01,68703
8,2025-07-01,71180
8,2025-08-01,74058
8,2025-09-01,65991
8,2025-10-01,51883
8,2025-11-01,41715
8,2025-12-01,32709
8,2026-01-01,26779
8,2026-02-01,30698
8,2026-03-01,37380
8,2026-04-01,48994
8,2026-05-01,64024
8100,2005-01-01,2680116
8100,2005-02-01,3017746
8100,2005-03-01,3238735
8100,2005-04-01,2067465
8100,2005-05-01,2185950
8100,2005-06-01,2889836
8100,2005-07-01,3775995
8100,2005-08-01,3868916
8100,2005-09-01,3108116
8100,2005-10-01,2437899
8100,2005-11-01,1557016
8100,2005-12-01,2115946
8100,2006-01-01,2758499
8100,2006-02-01,3121764
8100,2006-03-01,3178498
8100,2006-04-01,2452012
8100,2006-05-01,2384279
8100,2006-06-01,3076050
8100,2006-07-01,3959870
8100,2006-08-01,3970611
8100,2006-09-01,3372030
8100,2006-10-01,2627298
8100,2006-11-01,1652802
8100,2006-12-01,2294713
8100,2007-01-01,2805431
8100,2007-02-01,3199941
8100,2007-03-01,3299070
8100,2007-04-01,2567355
8100,2007-05-01,2444132
8100,2007-06-01,3259599
8100,2007-07-01,4141663
8100,2007-08-01,4130987
8100,2007-09-01,3437870
8100,2007-10-01,2764949
8100,2007-11-01,1823134
8100,2007-12-01,2490669
8100,2008-01-01,3022923
8100,2008-02-01,3529312
8100,2008-03-01,3588125
8100,2008-04-01,2389570
8100,2008-05-01,2720033
8100,2008-06-01,3177138
8100,2008-07-01,4280339
8100,2008-08-01,4293523
8100,2008-09-01,3414007
8100,2008-10-01,2698200
8100,2008-11-01,1701598
8100,2008-12-01,2519001
8100,2009-01-01,2892780
8100,2009-02-01,3193670
8100,2009-03-01,3092601
8100,2009-04-01,2444733
8100,2009-05-01,2438983
8100,2009-06-01,3033834
8100,2009-07-01,4070370
8100,2009-08-01,4156948
8100,2009-09-01,3415644
8100,2009-10-01,2645745
8100,2009-11-01,1696201
8100,2009-12-01,2507384
8100,2010-01-01,2824863
8100,2010-02-01,3257066
8100,2010-03-01,3249889
8100,2010-04-01,2397071
8100,2010-05-01,2517362
8100,2010-06-01,3222920
8100,2010-07-01,4279435
8100,2010-08-01,4117394
8100,2010-09-01,3461857
8100,2010-10-01,2678652
8100,2010-11-01,1776454
8100,2010-12-01,2424849
8100,2011-01-01,2884526
8100,2011-02-01,3013325
8100,2011-03-01,3327747
8100,2011-04-01,2410628
8100,2011-05-01,2505390
8100,2011-06-01,3321145
8100,2011-07-01,4140223
8100,2011-08-01,3863314
8100,2011-09-01,3335286
8100,2011-10-01,2599628
8100,2011-11-01,1778576
8100,2011-12-01,2306468
8100,2012-01-01,2763813
8100,2012-02-01,3080789
8100,2012-03-01,3063085
8100,2012-04-01,2293112
8100,2012-05-01,2522499
8100,2012-06-01,3142502
8100,2012-07-01,3854837
8100,2012-08-01,3870915
8100,2012-09-01,3294923
8100,2012-10-01,2643983
8100,2012-11-01,1806607
8100,2012-12-01,2429208
8100,2013-01-01,2735819
8100,2013-02-01,3038542
8100,2013-03-01,3213051
8100,2013-04-01,2278513
8100,2013-05-01,2562315
8100,2013-06-01,3274533
8100,2013-07-01,4031410
8100,2013-08-01,4164567
8100,2013-09-01,3326707
8100,2013-10-01,2633182
8100,2013-11-01,1861420
8100,2013-12-01,2503824
8100,2014-01-01,2782625
8100,2014-02-01,2919251
8100,2014-03-01,3227446
8100,2014-04-01,2356682
8100,2014-05-01,2619867
8100,2014-06-01,3198713
8100,2014-07-01,3920638
8100,2014-08-01,4258511
8100,2014-09-01,3384577
8100,2014-10-01,2782427
8100,2014-11-01,1867454
8100,2014-12-01,2615321
8100,2015-01-01,2765550
8100,2015-02-01,3115410
8100,2015-03-01,2987195
8100,2015-04-01,2344338
8100,2015-05-01,2616805
8100,2015-06-01,3216833
8100,2015-07-01,4075726
8100,2015-08-01,4123659
8100,2015-09-01,3360603
8100,2015-10-01,2686864
8100,2015-11-01,1866861
8100,2015-12-01,2468632
8100,2016-01-01,2574777
8100,2016-02-01,3085026
8100,2016-03-01,3166213
8100,2016-04-01,2268587
8100,2016-05-01,2660851
8100,2016-06-01,3125222
8100,2016-07-01,4070731
8100,2016-08-01,4095863
8100,2016-09-01,3392208
8100,2016-10-01,2764619
8100,2016-11-01,1878653
8100,2016-12-01,2449826
8100,2017-01-01,2709743
8100,2017-02-01,3049114
8100,2017-03-01,3154642
8100,2017-04-01,2546968
8100,2017-05-01,2791766
8100,2017-06-01,3430831
8100,2017-07-01,4289083
8100,2017-08-01,4265016
8100,2017-09-01,3569618
8100,2017-10-01,2980995
8100,2017-11-01,1973338
8100,2017-12-01,2631626
8100,2018-01-01,2871590
8100,2018-02-01,3194275
8100,2018-03-01,3328071
8100,2018-04-01,2576811
8100,2018-05-01,2874763
8100,2018-06-01,3613500
8100,2018-07-01,4422988
8100,2018-08-01,4478634
8100,2018-09-01,3694903
8100,2018-10-01,2998715
8100,2018-11-01,2025429
8100,2018-12-01,2727098
8100,2019-01-01,2836384
8100,2019-02-01,3113363
8100,2019-03-01,3352687
8100,2019-04-01,2676948
8100,2019-05-01,3006949
8100,2019-06-01,3800082
8100,2019-07-01,4568810
8100,2019-08-01,4505292
8100,2019-09-01,3705035
8100,2019-10-01,3060503
8100,2019-11-01,2085854
8100,2019-12-01,2850132
8100,2020-01-01,3037206
8100,2020-02-01,3332477
8100,2020-03-01,1271032
8100,2020-04-01,218183
8100,2020-05-01,643629
8100,2020-06-01,1454831
8100,2020-07-01,3429514
8100,2020-08-01,3279916
8100,2020-09-01,2685206
8100,2020-10-01,2068731
8100,2020-11-01,896433
8100,2020-12-01,1413580
8100,2021-01-01,1273190
8100,2021-02-01,2015435
8100,2021-03-01,1878469
8100,2021-04-01,1998179
8100,2021-05-01,2027884
8100,2021-06-01,2282949
8100,2021-07-01,3648287
8100,2021-08-01,4176588
8100,2021-09-01,3298707
8100,2021-10-01,2893907
8100,2021-11-01,1745936
8100,2021-12-01,2319318
8100,2022-01-01,2204984
8100,2022-02-01,2892697
8100,2022-03-01,3053960
8100,2022-04-01,2523861
8100,2022-05-01,2820085
8100,2022-06-01,3608503
8100,2022-07-01,4515171
8100,2022-08-01,4514339
8100,2022-09-01,3779348
8100,2022-10-01,3238618
8100,2022-11-01,2110564
8100,2022-12-01,2979015
8100,2023-01-01,3002552
8100,2023-02-01,3322703
8100,2023-03-01,3203193
8100,2023-04-01,2869696
8100,2023-05-01,3221189
8100,2023-06-01,3971449
8100,2023-07-01,4751375
8100,2023-08-01,4640759
8100,2023-09-01,4076775
8100,2023-10-01,3325170
8100,2023-11-01,2255803
8100,2023-12-01,3118419
8100,2024-01-01,3079970
8100,2024-02-01,3456920
8100,2024-03-01,3337563
8100,2024-04-01,2776614
8100,2024-05-01,3403357
8100,2024-06-01,4077716
8100,2024-07-01,4778877
8100,2024-08-01,4819936
8100,2024-09-01,4033138
8100,2024-10-01,3337688
8100,2024-11-01,2391447
8100,2024-12-01,3337362
8100,2025-01-01,3198449
8100,2025-02-01,3357762
8100,2025-03-01,3359078
8100,2025-04-01,2907357
8100,2025-05-01,3476654
8100,2025-06-01,4164932
8100,2025-07-01,4936565
8100,2025-08-01,4985072
8100,2025-09-01,4125616
8100,2025-10-01,3479713
8100,2025-11-01,2375671
8100,2025-12-01,3563277
8100,2026-01-01,3283046
8100,2026-02-01,3454638
8100,2026-03-01,3182870
8100,2026-04-01,2890037
8100,2026-05-01,3438648
9,2005-01-01,160541
9,2005-02-01,195174
9,2005-03-01,202570
9,2005-04-01,162172
9,2005-05-01,179652
9,2005-06-01,229525
9,2005-07-01,273385
9,2005-08-01,266238
9,2005-09-01,216597
9,2005-10-01,176718
9,2005-11-01,137264
9,2005-12-01,140260
9,2006-01-01,168501
9,2006-02-01,206085
9,2006-03-01,197898
9,2006-04-01,176228
9,2006-05-01,203417
9,2006-06-01,232330
9,2006-07-01,276952
9,2006-08-01,261398
9,2006-09-01,241777
9,2006-10-01,192463
9,2006-11-01,146202
9,2006-12-01,149669
9,2007-01-01,165053
9,2007-02-01,189069
9,2007-03-01,220359
9,2007-04-01,185375
9,2007-05-01,197800
9,2007-06-01,241512
9,2007-07-01,300421
9,2007-08-01,292782
9,2007-09-01,241680
9,2007-10-01,189081
9,2007-11-01,151956
9,2007-12-01,159918
9,2008-01-01,183594
9,2008-02-01,218633
9,2008-03-01,221722
9,2008-04-01,194284
9,2008-05-01,233443
9,2008-06-01,241718
9,2008-07-01,306980
9,2008-08-01,292760
9,2008-09-01,233411
9,2008-10-01,195397
9,2008-11-01,149314
9,2008-12-01,165279
9,2009-01-01,173708
9,2009-02-01,198449
9,2009-03-01,200219
9,2009-04-01,173109
9,2009-05-01,201111
9,2009-06-01,230054
9,2009-07-01,291789
9,2009-08-01,283070
9,2009-09-01,240740
9,2009-10-01,185709
9,2009-11-01,150194
9,2009-12-01,161497
9,2010-01-01,171068
9,2010-02-01,197498
9,2010-03-01,213038
9,2010-04-01,174721
9,2010-05-01,217187
9,2010-06-01,251763
9,2010-07-01,310282
9,2010-08-01,284002
9,2010-09-01,251438
9,2010-10-01,209979
9,2010-11-01,164629
9,2010-12-01,161129
9,2011-01-01,180156
9,2011-02-01,198108
9,2011-03-01,212532
9,2011-04-01,186922
9,2011-05-01,219971
9,2011-06-01,261962
9,2011-07-01,311778
9,2011-08-01,262189
9,2011-09-01,229407
9,2011-10-01,185915
9,2011-11-01,156548
9,2011-12-01,158661
9,2012-01-01,178081
9,2012-02-01,198173
9,2012-03-01,214401
9,2012-04-01,167514
9,2012-05-01,212765
9,2012-06-01,241353
9,2012-07-01,259324
9,2012-08-01,239983
9,2012-09-01,234893
9,2012-10-01,186389
9,2012-11-01,157428
9,2012-12-01,164705
9,2013-01-01,177373
9,2013-02-01,196574
9,2013-03-01,230203
9,2013-04-01,183694
9,2013-05-01,227610
9,2013-06-01,260728
9,2013-07-01,276721
9,2013-08-01,275420
9,2013-09-01,243289
9,2013-10-01,195673
9,2013-11-01,164982
9,2013-12-01,170236
9,2014-01-01,180479
9,2014-02-01,198256
