Tourismusregion,date,value
13,2016-04-01,32696
13,2016-05-01,40095
13,2016-06-01,42757
13,2016-07-01,50128
13,2016-08-01,51466
13,2016-09-01,45399
13,2016-10-01,41580
13,2016-11-01,29963
13,2016-12-01,25000
13,2017-01-01,24691
13,2017-02-01,25226
13,2017-03-01,29983
13,2017-04-01,33684
13,2017-05-01,40549
13,2017-06-01,44371
13,2017-07-01,51209
13,2017-08-01,52296
13,2017-09-01,47325
13,2017-10-01,40108
13,2017-11-01,30376
13,2017-12-01,26639
13,2018-01-01,24948
13,2018-02-01,26323
13,2018-03-01,31476
13,2018-04-01,32622
13,2018-05-01,39571
13,2018-06-01,44456
13,2018-07-01,48474
13,2018-08-01,50147
13,2018-09-01,46003
13,2018-10-01,40854
13,2018-11-01,32480
13,2018-12-01,26988
13,2019-01-01,29366
13,2019-02-01,27875
13,2019-03-01,32402
13,2019-04-01,35684
13,2019-05-01,45202
13,2019-06-01,51491
13,2019-07-01,55546
13,2019-08-01,56730
13,2019-09-01,51146
13,2019-10-01,39495
13,2019-11-01,30466
13,2019-12-01,26496
13,2020-01-01,25107
13,2020-02-01,26831
13,2020-03-01,11174
13,2020-04-01,4517
13,2020-05-01,15610
13,2020-06-01,28327
13,2020-07-01,52092
13,2020-08-01,45887
13,2020-09-01,37927
13,2020-10-01,33393
13,2020-11-01,9215
13,2020-12-01,11244
13,2021-01-01,10315
13,2021-02-01,14828
13,2021-03-01,16826
13,2021-04-01,28963
13,2021-05-01,38726
13,2021-06-01,40628
13,2021-07-01,51802
13,2021-08-01,53748
13,2021-09-01,46410
13,2021-10-01,43896
13,2021-11-01,28150
13,2021-12-01,22237
13,2022-01-01,20785
13,2022-02-01,26993
13,2022-03-01,29089
13,2022-04-01,37407
13,2022-05-01,43518
13,2022-06-01,48017
13,2022-07-01,55479
13,2022-08-01,57443
13,2022-09-01,48765
13,2022-10-01,43355
13,2022-11-01,31373
13,2022-12-01,31415
13,2023-01-01,28126
13,2023-02-01,30621
13,2023-03-01,29792
13,2023-04-01,36837
13,2023-05-01,44943
13,2023-06-01,47143
13,2023-07-01,57721
13,2023-08-01,59415
13,2023-09-01,52624
13,2023-10-01,45097
13,2023-11-01,34448
13,2023-12-01,30063
13,2024-01-01,30059
13,2024-02-01,29759
13,2024-03-01,33925
13,2024-04-01,39012
13,2024-05-01,42546
13,2024-06-01,46997
13,2024-07-01,52961
13,2024-08-01,54509
13,2024-09-01,47102
13,2024-10-01,43040
13,2024-11-01,33998
13,2024-12-01,30608
13,2025-01-01,27685
13,2025-02-01,30446
13,2025-03-01,31580
13,2025-04-01,36688
13,2025-05-01,48873
13,2025-06-01,51750
13,2025-07-01,59738
13,2025-08-01,59874
13,2025-09-01,51641
13,2025-10-01,46650
13,2025-11-01,36002
13,2025-12-01,32868
13,2026-01-01,33357
13,2026-02-01,32032
13,2026-03-01,34770
13,2026-04-01,38700
13,2026-05-01,55444
14,2005-01-01,55121
14,2005-02-01,53701
14,2005-03-01,64056
14,2005-04-01,75321
14,2005-05-01,74586
14,2005-06-01,81730
14,2005-07-01,73746
14,2005-08-01,81732
14,2005-09-01,81002
14,2005-10-01,77161
14,2005-11-01,71132
14,2005-12-01,50570
14,2006-01-01,54925
14,2006-02-01,56013
14,2006-03-01,73646
14,2006-04-01,71070
14,2006-05-01,81237
14,2006-06-01,84528
14,2006-07-01,79816
14,2006-08-01,86584
14,2006-09-01,90953
14,2006-10-01,84235
14,2006-11-01,80571
14,2006-12-01,60646
14,2007-01-01,66853
14,2007-02-01,62923
14,2007-03-01,78851
14,2007-04-01,86385
14,2007-05-01,86951
14,2007-06-01,98443
14,2007-07-01,93887
14,2007-08-01,97113
14,2007-09-01,98664
14,2007-10-01,93579
14,2007-11-01,88932
14,2007-12-01,61979
14,2008-01-01,67059
14,2008-02-01,68998
14,2008-03-01,73934
14,2008-04-01,92405
14,2008-05-01,96305
14,2008-06-01,104971
14,2008-07-01,94692
14,2008-08-01,91548
14,2008-09-01,95279
14,2008-10-01,92041
14,2008-11-01,84975
14,2008-12-01,61717
14,2009-01-01,63242
14,2009-02-01,62718
14,2009-03-01,82253
14,2009-04-01,77713
14,2009-05-01,85892
14,2009-06-01,90407
14,2009-07-01,85014
14,2009-08-01,94249
14,2009-09-01,93760
14,2009-10-01,83400
14,2009-11-01,81595
14,2009-12-01,59983
14,2010-01-01,60931
14,2010-02-01,62916
14,2010-03-01,81452
14,2010-04-01,75491
14,2010-05-01,86826
14,2010-06-01,95103
14,2010-07-01,95439
14,2010-08-01,91910
14,2010-09-01,96742
14,2010-10-01,88431
14,2010-11-01,83767
14,2010-12-01,65745
14,2011-01-01,62916
14,2011-02-01,66380
14,2011-03-01,86840
14,2011-04-01,75796
14,2011-05-01,91387
14,2011-06-01,94814
14,2011-07-01,87376
14,2011-08-01,94934
14,2011-09-01,97606
14,2011-10-01,83510
14,2011-11-01,80631
14,2011-12-01,61542
14,2012-01-01,60924
14,2012-02-01,61593
14,2012-03-01,82484
14,2012-04-01,73560
14,2012-05-01,92555
14,2012-06-01,99070
14,2012-07-01,89081
14,2012-08-01,92984
14,2012-09-01,94325
14,2012-10-01,89031
14,2012-11-01,83124
14,2012-12-01,61155
14,2013-01-01,63164
14,2013-02-01,67868
14,2013-03-01,76129
14,2013-04-01,86430
14,2013-05-01,93261
14,2013-06-01,104190
14,2013-07-01,91335
14,2013-08-01,95377
14,2013-09-01,97135
14,2013-10-01,89498
14,2013-11-01,84624
14,2013-12-01,63179
14,2014-01-01,64711
14,2014-02-01,63944
14,2014-03-01,81203
14,2014-04-01,74486
14,2014-05-01,91492
14,2014-06-01,94715
14,2014-07-01,89055
14,2014-08-01,98583
14,2014-09-01,99150
14,2014-10-01,89398
14,2014-11-01,84263
14,2014-12-01,65649
14,2015-01-01,64961
14,2015-02-01,63201
14,2015-03-01,82852
14,2015-04-01,77872
14,2015-05-01,93475
14,2015-06-01,100202
14,2015-07-01,92328
14,2015-08-01,99508
14,2015-09-01,103034
14,2015-10-01,89445
14,2015-11-01,81654
14,2015-12-01,62067
14,2016-01-01,65798
14,2016-02-01,71114
14,2016-03-01,78355
14,2016-04-01,83013
14,2016-05-01,92351
14,2016-06-01,96496
14,2016-07-01,86199
14,2016-08-01,97343
14,2016-09-01,93044
14,2016-10-01,88513
14,2016-11-01,84274
14,2016-12-01,63340
14,2017-01-01,67349
14,2017-02-01,66978
14,2017-03-01,80829
14,2017-04-01,73468
14,2017-05-01,97905
14,2017-06-01,102562
14,2017-07-01,93757
14,2017-08-01,97750
14,2017-09-01,102695
14,2017-10-01,93818
14,2017-11-01,86458
14,2017-12-01,66342
14,2018-01-01,67421
14,2018-02-01,66273
14,2018-03-01,83167
14,2018-04-01,83588
14,2018-05-01,96392
14,2018-06-01,107830
14,2018-07-01,96980
14,2018-08-01,101800
14,2018-09-01,103840
14,2018-10-01,91269
14,2018-11-01,83350
14,2018-12-01,64417
14,2019-01-01,66439
14,2019-02-01,64596
14,2019-03-01,81451
14,2019-04-01,83024
14,2019-05-01,107640
14,2019-06-01,115048
14,2019-07-01,97084
14,2019-08-01,105794
14,2019-09-01,99990
14,2019-10-01,93503
14,2019-11-01,87519
14,2019-12-01,68955
14,2020-01-01,68340
14,2020-02-01,68085
14,2020-03-01,36725
14,2020-04-01,16399
14,2020-05-01,28998
14,2020-06-01,50949
14,2020-07-01,78064
14,2020-08-01,76710
14,2020-09-01,77605
14,2020-10-01,69517
14,2020-11-01,43867
14,2020-12-01,34346
14,2021-01-01,29315
14,2021-02-01,33935
14,2021-03-01,45791
14,2021-04-01,62637
14,2021-05-01,72694
14,2021-06-01,75634
14,2021-07-01,90837
14,2021-08-01,99474
14,2021-09-01,95908
14,2021-10-01,85906
14,2021-11-01,75701
14,2021-12-01,52066
14,2022-01-01,44536
14,2022-02-01,51485
14,2022-03-01,70505
14,2022-04-01,79961
14,2022-05-01,97945
14,2022-06-01,108522
14,2022-07-01,98525
14,2022-08-01,109775
14,2022-09-01,102912
14,2022-10-01,97862
14,2022-11-01,88425
14,2022-12-01,73397
14,2023-01-01,69417
14,2023-02-01,66315
14,2023-03-01,83435
14,2023-04-01,89765
14,2023-05-01,110676
14,2023-06-01,117916
14,2023-07-01,110940
14,2023-08-01,122751
14,2023-09-01,110422
14,2023-10-01,99381
14,2023-11-01,90609
14,2023-12-01,74300
14,2024-01-01,71052
14,2024-02-01,73108
14,2024-03-01,86378
14,2024-04-01,94389
14,2024-05-01,121230
14,2024-06-01,129853
14,2024-07-01,117647
14,2024-08-01,119794
14,2024-09-01,119584
14,2024-10-01,104934
14,2024-11-01,96548
14,2024-12-01,81105
14,2025-01-01,73301
14,2025-02-01,75992
14,2025-03-01,92047
14,2025-04-01,102155
14,2025-05-01,127588
14,2025-06-01,130260
14,2025-07-01,125964
14,2025-08-01,126797
14,2025-09-01,116720
14,2025-10-01,101687
14,2025-11-01,89154
14,2025-12-01,79549
14,2026-01-01,69002
14,2026-02-01,71469
14,2026-03-01,87533
14,2026-04-01,96745
14,2026-05-01,122613
2,2005-01-01,131880
2,2005-02-01,144389
2,2005-03-01,144157
2,2005-04-01,129001
2,2005-05-01,158981
2,2005-06-01,180403
2,2005-07-01,192848
2,2005-08-01,207510
2,2005-09-01,195372
2,2005-10-01,169819
2,2005-11-01,115446
2,2005-12-01,105095
2,2006-01-01,132724
2,2006-02-01,143544
2,2006-03-01,141136
2,2006-04-01,130029
2,2006-05-01,161039
2,2006-06-01,180021
2,2006-07-01,200128
2,2006-08-01,211109
2,2006-09-01,212254
2,2006-10-01,177972
2,2006-11-01,119749
2,2006-12-01,114021
2,2007-01-01,129113
2,2007-02-01,150721
2,2007-03-01,150238
2,2007-04-01,144064
2,2007-05-01,163966
2,2007-06-01,194435
2,2007-07-01,206757
2,2007-08-01,217425
2,2007-09-01,205264
2,2007-10-01,181622
2,2007-11-01,124975
2,2007-12-01,120525
2,2008-01-01,140819
2,2008-02-01,166669
2,2008-03-01,153341
2,2008-04-01,137569
2,2008-05-01,183118
2,2008-06-01,190748
2,2008-07-01,211704
2,2008-08-01,228506
2,2008-09-01,205261
2,2008-10-01,175123
2,2008-11-01,117118
2,2008-12-01,125057
2,2009-01-01,135430
2,2009-02-01,150311
2,2009-03-01,140014
2,2009-04-01,133837
2,2009-05-01,166499
2,2009-06-01,186269
2,2009-07-01,211478
2,2009-08-01,234746
2,2009-09-01,203587
2,2009-10-01,176600
2,2009-11-01,114599
2,2009-12-01,119644
2,2010-01-01,125544
2,2010-02-01,153817
2,2010-03-01,144493
2,2010-04-01,138256
2,2010-05-01,176166
2,2010-06-01,194180
2,2010-07-01,221905
2,2010-08-01,241194
2,2010-09-01,209247
2,2010-10-01,176269
2,2010-11-01,121452
2,2010-12-01,124213
2,2011-01-01,132981
2,2011-02-01,141022
2,2011-03-01,156754
2,2011-04-01,138686
2,2011-05-01,169724
2,2011-06-01,200794
2,2011-07-01,205568
2,2011-08-01,216218
2,2011-09-01,195577
2,2011-10-01,173073
2,2011-11-01,123712
2,2011-12-01,117868
2,2012-01-01,131054
2,2012-02-01,159579
2,2012-03-01,142816
2,2012-04-01,132660
2,2012-05-01,169195
2,2012-06-01,181608
2,2012-07-01,199820
2,2012-08-01,218703
2,2012-09-01,193558
2,2012-10-01,169701
2,2012-11-01,120343
2,2012-12-01,119209
2,2013-01-01,126266
2,2013-02-01,144787
2,2013-03-01,144828
2,2013-04-01,131833
2,2013-05-01,162714
2,2013-06-01,181440
2,2013-07-01,207703
2,2013-08-01,230197
2,2013-09-01,192415
2,2013-10-01,165495
2,2013-11-01,122426
2,2013-12-01,122952
2,2014-01-01,130875
2,2014-02-01,137083
2,2014-03-01,144727
2,2014-04-01,135050
2,2014-05-01,170105
2,2014-06-01,192457
2,2014-07-01,205461
2,2014-08-01,236321
2,2014-09-01,199343
2,2014-10-01,187421
2,2014-11-01,125783
2,2014-12-01,113897
2,2015-01-01,124312
2,2015-02-01,142680
2,2015-03-01,133597
2,2015-04-01,129464
2,2015-05-01,156205
2,2015-06-01,180965
2,2015-07-01,197917
2,2015-08-01,221905
2,2015-09-01,190106
2,2015-10-01,171812
2,2015-11-01,120880
2,2015-12-01,115237
2,2016-01-01,117617
2,2016-02-01,141787
2,2016-03-01,139839
2,2016-04-01,135886
2,2016-05-01,163372
2,2016-06-01,174144
2,2016-07-01,199707
2,2016-08-01,219910
2,2016-09-01,196560
2,2016-10-01,171416
2,2016-11-01,124646
2,2016-12-01,111031
2,2017-01-01,120299
2,2017-02-01,133466
2,2017-03-01,139862
2,2017-04-01,132409
2,2017-05-01,163981
2,2017-06-01,187919
2,2017-07-01,205656
2,2017-08-01,217982
2,2017-09-01,194891
2,2017-10-01,165746
2,2017-11-01,121766
2,2017-12-01,116882
2,2018-01-01,116554
2,2018-02-01,130282
2,2018-03-01,138062
2,2018-04-01,135950
2,2018-05-01,167431
2,2018-06-01,194189
2,2018-07-01,216906
2,2018-08-01,222504
2,2018-09-01,205950
2,2018-10-01,173643
2,2018-11-01,122495
2,2018-12-01,115076
2,2019-01-01,116332
2,2019-02-01,128271
2,2019-03-01,133656
2,2019-04-01,130051
2,2019-05-01,165751
2,2019-06-01,190256
2,2019-07-01,206224
2,2019-08-01,222573
2,2019-09-01,191946
2,2019-10-01,167900
2,2019-11-01,130034
2,2019-12-01,114143
2,2020-01-01,122669
2,2020-02-01,135636
2,2020-03-01,63078
2,2020-04-01,22912
2,2020-05-01,71693
2,2020-06-01,122029
2,2020-07-01,215724
2,2020-08-01,213578
2,2020-09-01,201881
2,2020-10-01,153704
2,2020-11-01,79294
2,2020-12-01,68545
2,2021-01-01,60236
2,2021-02-01,95108
2,2021-03-01,98591
2,2021-04-01,137645
2,2021-05-01,166618
2,2021-06-01,186565
2,2021-07-01,226678
2,2021-08-01,246701
2,2021-09-01,208350
2,2021-10-01,183774
2,2021-11-01,119666
2,2021-12-01,102447
2,2022-01-01,89777
2,2022-02-01,119216
2,2022-03-01,135988
2,2022-04-01,150168
2,2022-05-01,177577
2,2022-06-01,208198
2,2022-07-01,229415
2,2022-08-01,230863
2,2022-09-01,202713
2,2022-10-01,183357
2,2022-11-01,130287
2,2022-12-01,119687
2,2023-01-01,120789
2,2023-02-01,136425
2,2023-03-01,137738
2,2023-04-01,141086
2,2023-05-01,184136
2,2023-06-01,212792
2,2023-07-01,219703
2,2023-08-01,232830
2,2023-09-01,223457
2,2023-10-01,183092
2,2023-11-01,124193
2,2023-12-01,123019
2,2024-01-01,123413
2,2024-02-01,137487
2,2024-03-01,138392
2,2024-04-01,142650
2,2024-05-01,181592
2,2024-06-01,199331
2,2024-07-01,223565
2,2024-08-01,247871
2,2024-09-01,208315
2,2024-10-01,180226
2,2024-11-01,130131
2,2024-12-01,121925
2,2025-01-01,121964
2,2025-02-01,135421
2,2025-03-01,136379
2,2025-04-01,140961
2,2025-05-01,189024
2,2025-06-01,206008
2,2025-07-01,221863
2,2025-08-01,243233
2,2025-09-01,209957
2,2025-10-01,176808
2,2025-11-01,126859
2,2025-12-01,124286
2,2026-01-01,129696
2,2026-02-01,136413
2,2026-03-01,132868
2,2026-04-01,141360
2,2026-05-01,185672
3,2005-01-01,270034
3,2005-02-01,256004
3,2005-03-01,305293
3,2005-04-01,332441
3,2005-05-01,329351
3,2005-06-01,374366
3,2005-07-01,380059
3,2005-08-01,404500
3,2005-09-01,396448
3,2005-10-01,354040
3,2005-11-01,331676
3,2005-12-01,287039
3,2006-01-01,281854
3,2006-02-01,272245
3,2006-03-01,337456
3,2006-04-01,325467
3,2006-05-01,385237
3,2006-06-01,404187
3,2006-07-01,405806
3,2006-08-01,437155
3,2006-09-01,413621
3,2006-10-01,392586
3,2006-11-01,351260
3,2006-12-01,323657
3,2007-01-01,311483
3,2007-02-01,301331
3,2007-03-01,372342
3,2007-04-01,362341
3,2007-05-01,399651
3,2007-06-01,436320
3,2007-07-01,442221
3,2007-08-01,464046
3,2007-09-01,434613
3,2007-10-01,415333
3,2007-11-01,375354
3,2007-12-01,337911
3,2008-01-01,328901
3,2008-02-01,332842
3,2008-03-01,362903
3,2008-04-01,385398
3,2008-05-01,421996
3,2008-06-01,420592
3,2008-07-01,456731
3,2008-08-01,473888
3,2008-09-01,441070
3,2008-10-01,406780
3,2008-11-01,342074
3,2008-12-01,320753
3,2009-01-01,301305
3,2009-02-01,286930
3,2009-03-01,356029
3,2009-04-01,345066
3,2009-05-01,394445
3,2009-06-01,416692
3,2009-07-01,429628
3,2009-08-01,442659
3,2009-09-01,434589
3,2009-10-01,401267
3,2009-11-01,356328
3,2009-12-01,338045
3,2010-01-01,321361
3,2010-02-01,307693
3,2010-03-01,388719
3,2010-04-01,359058
3,2010-05-01,423179
3,2010-06-01,467472
3,2010-07-01,485982
3,2010-08-01,479224
3,2010-09-01,478562
3,2010-10-01,426831
3,2010-11-01,389511
3,2010-12-01,356421
3,2011-01-01,330732
3,2011-02-01,326401
3,2011-03-01,402375
3,2011-04-01,378116
3,2011-05-01,474375
3,2011-06-01,486157
3,2011-07-01,508626
3,2011-08-01,468155
3,2011-09-01,484991
3,2011-10-01,420629
3,2011-11-01,387436
3,2011-12-01,349183
3,2012-01-01,329888
3,2012-02-01,320027
3,2012-03-01,406058
3,2012-04-01,376047
3,2012-05-01,461925
3,2012-06-01,499505
3,2012-07-01,495638
3,2012-08-01,507972
3,2012-09-01,493056
3,2012-10-01,456105
3,2012-11-01,395578
3,2012-12-01,373567
3,2013-01-01,337851
3,2013-02-01,331089
3,2013-03-01,394172
3,2013-04-01,414212
3,2013-05-01,480393
3,2013-06-01,529096
3,2013-07-01,525815
3,2013-08-01,541972
3,2013-09-01,494102
3,2013-10-01,455985
3,2013-11-01,392421
3,2013-12-01,373724
3,2014-01-01,343329
3,2014-02-01,334418
3,2014-03-01,400883
3,2014-04-01,391668
3,2014-05-01,495967
3,2014-06-01,514436
3,2014-07-01,528016
3,2014-08-01,589173
3,2014-09-01,504037
3,2014-10-01,488219
3,2014-11-01,411069
3,2014-12-01,402016
3,2015-01-01,359569
3,2015-02-01,345831
3,2015-03-01,415933
3,2015-04-01,403991
3,2015-05-01,514628
3,2015-06-01,553547
3,2015-07-01,577051
3,2015-08-01,607287
3,2015-09-01,540324
3,2015-10-01,473572
3,2015-11-01,411706
3,2015-12-01,408080
3,2016-01-01,359612
3,2016-02-01,357515
3,2016-03-01,415126
3,2016-04-01,426089
3,2016-05-01,505394
3,2016-06-01,549820
3,2016-07-01,585326
3,2016-08-01,569312
3,2016-09-01,538872
3,2016-10-01,479521
3,2016-11-01,415056
3,2016-12-01,420370
3,2017-01-01,369299
3,2017-02-01,354253
3,2017-03-01,429727
3,2017-04-01,445316
3,2017-05-01,556711
3,2017-06-01,592332
3,2017-07-01,610292
3,2017-08-01,614375
3,2017-09-01,573953
3,2017-10-01,517981
3,2017-11-01,438658
3,2017-12-01,459223
3,2018-01-01,404773
3,2018-02-01,365188
3,2018-03-01,465269
3,2018-04-01,488575
3,2018-05-01,574699
3,2018-06-01,642557
3,2018-07-01,630535
3,2018-08-01,664040
3,2018-09-01,589243
3,2018-10-01,535889
3,2018-11-01,457497
3,2018-12-01,468645
3,2019-01-01,402577
3,2019-02-01,380862
3,2019-03-01,472585
3,2019-04-01,498518
3,2019-05-01,648795
3,2019-06-01,675802
3,2019-07-01,664547
3,2019-08-01,654508
3,2019-09-01,602516
3,2019-10-01,560698
3,2019-11-01,480295
3,2019-12-01,492532
3,2020-01-01,427009
3,2020-02-01,389795
3,2020-03-01,166319
3,2020-04-01,36356
3,2020-05-01,59353
3,2020-06-01,118821
3,2020-07-01,197025
3,2020-08-01,227730
3,2020-09-01,216347
3,2020-10-01,179729
3,2020-11-01,121740
3,2020-12-01,117816
3,2021-01-01,95081
3,2021-02-01,100560
3,2021-03-01,129478
3,2021-04-01,177632
3,2021-05-01,204273
3,2021-06-01,216562
3,2021-07-01,326351
3,2021-08-01,422460
3,2021-09-01,412772
3,2021-10-01,398650
3,2021-11-01,358115
3,2021-12-01,298001
3,2022-01-01,221033
3,2022-02-01,244822
3,2022-03-01,372196
3,2022-04-01,398440
3,2022-05-01,541732
3,2022-06-01,623860
3,2022-07-01,627640
3,2022-08-01,638000
3,2022-09-01,651091
3,2022-10-01,581155
3,2022-11-01,501697
3,2022-12-01,534065
3,2023-01-01,424322
3,2023-02-01,387111
3,2023-03-01,506243
3,2023-04-01,550161
3,2023-05-01,634110
3,2023-06-01,702873
3,2023-07-01,701042
3,2023-08-01,687194
3,2023-09-01,665227
3,2023-10-01,608734
3,2023-11-01,531663
3,2023-12-01,560587
3,2024-01-01,434187
3,2024-02-01,418400
3,2024-03-01,515799
3,2024-04-01,560235
3,2024-05-01,669530
3,2024-06-01,745602
3,2024-07-01,752146
3,2024-08-01,725282
3,2024-09-01,697531
3,2024-10-01,621929
3,2024-11-01,545911
3,2024-12-01,617062
3,2025-01-01,484097
3,2025-02-01,425120
3,2025-03-01,537393
3,2025-04-01,581460
3,2025-05-01,703604
3,2025-06-01,727084
3,2025-07-01,743703
3,2025-08-01,770568
3,2025-09-01,704965
3,2025-10-01,657356
3,2025-11-01,568743
3,2025-12-01,652753
3,2026-01-01,500856
3,2026-02-01,441763
3,2026-03-01,522702
3,2026-04-01,554959
3,2026-05-01,686124
4,2005-01-01,154971
4,2005-02-01,182192
4,2005-03-01,205231
4,2005-04-01,189629
4,2005-05-01,272867
4,2005-06-01,319646
4,2005-07-01,389999
4,2005-08-01,368730
4,2005-09-01,306506
4,2005-10-01,223276
4,2005-11-01,140584
4,2005-12-01,158965
4,2006-01-01,180868
4,2006-02-01,207518
4,2006-03-01,216659
4,2006-04-01,228266
4,2006-05-01,284272
4,2006-06-01,338353
4,2006-07-01,408111
4,2006-08-01,397151
4,2006-09-01,349425
4,2006-10-01,254460
4,2006-11-01,146465
4,2006-12-01,178819
4,2007-01-01,181865
4,2007-02-01,214151
4,2007-03-01,228835
4,2007-04-01,244415
4,2007-05-01,299654
4,2007-06-01,366959
4,2007-07-01,431314
4,2007-08-01,422499
4,2007-09-01,355933
4,2007-10-01,279514
4,2007-11-01,159792
4,2007-12-01,205742
4,2008-01-01,199233
4,2008-02-01,237787
4,2008-03-01,250964
4,2008-04-01,229751
4,2008-05-01,340330
4,2008-06-01,353543
4,2008-07-01,432996
4,2008-08-01,435687
4,2008-09-01,350785
4,2008-10-01,260910
4,2008-11-01,157513
4,2008-12-01,197569
4,2009-01-01,206687
4,2009-02-01,221713
4,2009-03-01,214847
4,2009-04-01,223614
4,2009-05-01,290830
4,2009-06-01,313252
4,2009-07-01,403398
4,2009-08-01,414097
4,2009-09-01,340683
4,2009-10-01,243873
4,2009-11-01,145640
4,2009-12-01,200670
4,2010-01-01,191760
4,2010-02-01,233198
4,2010-03-01,230080
4,2010-04-01,223628
4,2010-05-01,305070
4,2010-06-01,363709
4,2010-07-01,432472
4,2010-08-01,417549
4,2010-09-01,359843
4,2010-10-01,258053
4,2010-11-01,154519
4,2010-12-01,185959
4,2011-01-01,187525
4,2011-02-01,210183
4,2011-03-01,242323
4,2011-04-01,243211
4,2011-05-01,300600
4,2011-06-01,372042
4,2011-07-01,412315
4,2011-08-01,394855
4,2011-09-01,334895
4,2011-10-01,256813
4,2011-11-01,160401
4,2011-12-01,182414
4,2012-01-01,193485
4,2012-02-01,205339
4,2012-03-01,221045
4,2012-04-01,232481
4,2012-05-01,314465
4,2012-06-01,342578
4,2012-07-01,379440
4,2012-08-01,387691
4,2012-09-01,334152
4,2012-10-01,269278
4,2012-11-01,166612
4,2012-12-01,199652
4,2013-01-01,184942
4,2013-02-01,217451
4,2013-03-01,235193
4,2013-04-01,229731
4,2013-05-01,304400
4,2013-06-01,351720
4,2013-07-01,411255
4,2013-08-01,425606
4,2013-09-01,337614
4,2013-10-01,263705
4,2013-11-01,171409
4,2013-12-01,204519
4,2014-01-01,192054
4,2014-02-01,203671
4,2014-03-01,234330
4,2014-04-01,245525
4,2014-05-01,314739
4,2014-06-01,366641
4,2014-07-01,415275
4,2014-08-01,446492
4,2014-09-01,342533
4,2014-10-01,293621
4,2014-11-01,179675
4,2014-12-01,220590
4,2015-01-01,204972
4,2015-02-01,243885
4,2015-03-01,234843
4,2015-04-01,255852
4,2015-05-01,335019
4,2015-06-01,383270
4,2015-07-01,451820
4,2015-08-01,451227
4,2015-09-01,358733
4,2015-10-01,297273
4,2015-11-01,177984
4,2015-12-01,211769
4,2016-01-01,189695
4,2016-02-01,241309
4,2016-03-01,257233
4,2016-04-01,245221
4,2016-05-01,336908
4,2016-06-01,362113
4,2016-07-01,428472
4,2016-08-01,431788
4,2016-09-01,347884
4,2016-10-01,289325
4,2016-11-01,187753
4,2016-12-01,204183
4,2017-01-01,205823
4,2017-02-01,235000
4,2017-03-01,241621
4,2017-04-01,267052
4,2017-05-01,334960
4,2017-06-01,386750
4,2017-07-01,443788
4,2017-08-01,445324
4,2017-09-01,363443
4,2017-10-01,304337
4,2017-11-01,190822
4,2017-12-01,229586
4,2018-01-01,214846
4,2018-02-01,252843
4,2018-03-01,265802
4,2018-04-01,275816
4,2018-05-01,362138
4,2018-06-01,416081
4,2018-07-01,468117
4,2018-08-01,470173
4,2018-09-01,382397
4,2018-10-01,317465
4,2018-11-01,199518
4,2018-12-01,237178
4,2019-01-01,213042
4,2019-02-01,248281
4,2019-03-01,268367
4,2019-04-01,287852
4,2019-05-01,359765
4,2019-06-01,422760
4,2019-07-01,470767
4,2019-08-01,471767
4,2019-09-01,375804
4,2019-10-01,328967
4,2019-11-01,216457
4,2019-12-01,248548
4,2020-01-01,240532
4,2020-02-01,238517
4,2020-03-01,92524
4,2020-04-01,19868
4,2020-05-01,72586
4,2020-06-01,146595
4,2020-07-01,321668
4,2020-08-01,316185
4,2020-09-01,259621
4,2020-10-01,207781
4,2020-11-01,106813
4,2020-12-01,116890
4,2021-01-01,104273
4,2021-02-01,166031
4,2021-03-01,154178
4,2021-04-01,216711
4,2021-05-01,232338
4,2021-06-01,217827
4,2021-07-01,316415
4,2021-08-01,382358
4,2021-09-01,304436
4,2021-10-01,260719
4,2021-11-01,168849
4,2021-12-01,185620
4,2022-01-01,157347
4,2022-02-01,207312
4,2022-03-01,230446
4,2022-04-01,246895
4,2022-05-01,285004
4,2022-06-01,359471
4,2022-07-01,442090
4,2022-08-01,437216
4,2022-09-01,367612
4,2022-10-01,319640
4,2022-11-01,200876
4,2022-12-01,246337
4,2023-01-01,224801
4,2023-02-01,258393
4,2023-03-01,255787
4,2023-04-01,283078
4,2023-05-01,352731
4,2023-06-01,421888
4,2023-07-01,469418
4,2023-08-01,458004
4,2023-09-01,406687
4,2023-10-01,338736
4,2023-11-01,215202
4,2023-12-01,259626
4,2024-01-01,226191
4,2024-02-01,261555
4,2024-03-01,274295
4,2024-04-01,281891
4,2024-05-01,381421
4,2024-06-01,437134
4,2024-07-01,477071
4,2024-08-01,480361
4,2024-09-01,401297
4,2024-10-01,339893
4,2024-11-01,231931
4,2024-12-01,275488
4,2025-01-01,243333
4,2025-02-01,251308
4,2025-03-01,271355
4,2025-04-01,305505
4,2025-05-01,392346
4,2025-06-01,445708
4,2025-07-01,495752
4,2025-08-01,498256
4,2025-09-01,419112
4,2025-10-01,349568
4,2025-11-01,227614
4,2025-12-01,302767
4,2026-01-01,246601
4,2026-02-01,273868
4,2026-03-01,257497
4,2026-04-01,297293
4,2026-05-01,377254
5,2005-01-01,66105
5,2005-02-01,69836
5,2005-03-01,82456
5,2005-04-01,87362
5,2005-05-01,73569
5,2005-06-01,93548
5,2005-07-01,61580
5,2005-08-01,80082
5,2005-09-01,88163
5,2005-10-01,84628
5,2005-11-01,91670
5,2005-12-01,61420
5,2006-01-01,73501
5,2006-02-01,75921
5,2006-03-01,103132
