Offene Stellen,Wirtschaftsabteilung,date,value
1,5-96,2019-04-01,87616
1,5-96,2019-07-01,82773
1,5-96,2019-10-01,82915
1,5-96,2020-01-01,70681
1,5-96,2020-04-01,61631
1,5-96,2020-07-01,68455
1,5-96,2020-10-01,66713
1,5-96,2021-01-01,72763
1,5-96,2021-04-01,88250
1,5-96,2021-07-01,98266
1,5-96,2021-10-01,103645
1,5-96,2022-01-01,120610
1,5-96,2022-04-01,127017
1,5-96,2022-07-01,123009
1,5-96,2022-10-01,122796
1,5-96,2023-01-01,125370
1,5-96,2023-04-01,124455
1,5-96,2023-07-01,114119
1,5-96,2023-10-01,109465
1,5-96,2024-01-01,112500
1,5-96,2024-04-01,103605
1,5-96,2024-07-01,98776
1,5-96,2024-10-01,89927
1,5-96,2025-01-01,93551
1,5-96,2025-04-01,93849
1,5-96,2025-07-01,88431
1,5-96,2025-10-01,86034
1,5-96,2026-01-01,98215
1,55-56,2003-04-01,3958
1,55-56,2003-07-01,3487
1,55-56,2003-10-01,2646
1,55-56,2004-01-01,3334
1,55-56,2004-04-01,2352
1,55-56,2004-07-01,2044
1,55-56,2004-10-01,1932
1,55-56,2005-01-01,2273
1,55-56,2005-04-01,2051
1,55-56,2005-07-01,2747
1,55-56,2005-10-01,1850
1,55-56,2006-01-01,3269
1,55-56,2006-04-01,2890
1,55-56,2006-07-01,3145
1,55-56,2006-10-01,3659
1,55-56,2007-01-01,4841
1,55-56,2007-04-01,4708
1,55-56,2007-07-01,4607
1,55-56,2007-10-01,4137
1,55-56,2008-01-01,4996
1,55-56,2008-04-01,5305
1,55-56,2008-07-01,5014
1,55-56,2008-10-01,2803
1,55-56,2009-01-01,4079
1,55-56,2009-04-01,3178
1,55-56,2009-07-01,2662
1,55-56,2009-10-01,2979
1,55-56,2010-01-01,3601
1,55-56,2010-04-01,2271
1,55-56,2010-07-01,3199
1,55-56,2010-10-01,2783
1,55-56,2011-01-01,4295
1,55-56,2011-04-01,3180
1,55-56,2011-07-01,2723
1,55-56,2011-10-01,1904
1,55-56,2012-01-01,3063
1,55-56,2012-04-01,2216
1,55-56,2012-07-01,1961
1,55-56,2012-10-01,2493
1,55-56,2013-01-01,3132
1,55-56,2013-04-01,3294
1,55-56,2013-07-01,3344
1,55-56,2013-10-01,2301
1,55-56,2014-01-01,3926
1,55-56,2014-04-01,3085
1,55-56,2014-07-01,3235
1,55-56,2014-10-01,2588
1,55-56,2015-01-01,3706
1,55-56,2015-04-01,3016
1,55-56,2015-07-01,2272
1,55-56,2015-10-01,1775
1,55-56,2016-01-01,2771
1,55-56,2016-04-01,2942
1,55-56,2016-07-01,2990
1,55-56,2016-10-01,2120
1,55-56,2017-01-01,3325
1,55-56,2017-04-01,3235
1,55-56,2017-07-01,3612
1,55-56,2017-10-01,2927
1,55-56,2018-01-01,3756
1,55-56,2018-04-01,4499
1,55-56,2018-07-01,4938
1,55-56,2018-10-01,3956
1,55-56,2019-01-01,5000
1,55-56,2019-04-01,6691
1,55-56,2019-07-01,6481
1,55-56,2019-10-01,5035
1,55-56,2020-01-01,2642
1,55-56,2020-04-01,3007
1,55-56,2020-07-01,3419
1,55-56,2020-10-01,1230
1,55-56,2021-01-01,3712
1,55-56,2021-04-01,6284
1,55-56,2021-07-01,7243
1,55-56,2021-10-01,6414
1,55-56,2022-01-01,12694
1,55-56,2022-04-01,8393
1,55-56,2022-07-01,7749
1,55-56,2022-10-01,7797
1,55-56,2023-01-01,7942
1,55-56,2023-04-01,7131
1,55-56,2023-07-01,6635
1,55-56,2023-10-01,5334
1,55-56,2024-01-01,5932
1,55-56,2024-04-01,6423
1,55-56,2024-07-01,5745
1,55-56,2024-10-01,5381
1,55-56,2025-01-01,5706
1,55-56,2025-04-01,5566
1,55-56,2025-07-01,4371
1,55-56,2025-10-01,4846
1,55-56,2026-01-01,6047
1,58-63,2003-04-01,978
1,58-63,2003-07-01,770
1,58-63,2003-10-01,800
1,58-63,2004-01-01,1571
1,58-63,2004-04-01,1453
1,58-63,2004-07-01,1519
1,58-63,2004-10-01,1574
1,58-63,2005-01-01,1848
1,58-63,2005-04-01,1530
1,58-63,2005-07-01,1499
1,58-63,2005-10-01,1781
1,58-63,2006-01-01,2501
1,58-63,2006-04-01,2408
1,58-63,2006-07-01,2521
1,58-63,2006-10-01,3558
1,58-63,2007-01-01,3444
1,58-63,2007-04-01,3784
1,58-63,2007-07-01,3916
1,58-63,2007-10-01,4034
1,58-63,2008-01-01,4380
1,58-63,2008-04-01,4125
1,58-63,2008-07-01,4014
1,58-63,2008-10-01,2852
1,58-63,2009-01-01,2600
1,58-63,2009-04-01,2235
1,58-63,2009-07-01,2108
1,58-63,2009-10-01,2311
1,58-63,2010-01-01,2425
1,58-63,2010-04-01,2646
1,58-63,2010-07-01,3017
1,58-63,2010-10-01,3306
1,58-63,2011-01-01,3539
1,58-63,2011-04-01,3573
1,58-63,2011-07-01,2933
1,58-63,2011-10-01,2801
1,58-63,2012-01-01,2641
1,58-63,2012-04-01,2361
1,58-63,2012-07-01,2658
1,58-63,2012-10-01,2699
1,58-63,2013-01-01,3069
1,58-63,2013-04-01,3535
1,58-63,2013-07-01,3964
1,58-63,2013-10-01,3645
1,58-63,2014-01-01,4044
1,58-63,2014-04-01,3413
1,58-63,2014-07-01,3437
1,58-63,2014-10-01,3489
1,58-63,2015-01-01,3566
1,58-63,2015-04-01,3600
1,58-63,2015-07-01,3661
1,58-63,2015-10-01,3764
1,58-63,2016-01-01,4306
1,58-63,2016-04-01,4384
1,58-63,2016-07-01,3641
1,58-63,2016-10-01,4491
1,58-63,2017-01-01,4358
1,58-63,2017-04-01,4167
1,58-63,2017-07-01,3428
1,58-63,2017-10-01,3897
1,58-63,2018-01-01,3984
1,58-63,2018-04-01,5623
1,58-63,2018-07-01,4885
1,58-63,2018-10-01,5508
1,58-63,2019-01-01,5641
1,58-63,2019-04-01,5665
1,58-63,2019-07-01,5811
1,58-63,2019-10-01,5985
1,58-63,2020-01-01,5596
1,58-63,2020-04-01,4624
1,58-63,2020-07-01,4531
1,58-63,2020-10-01,4572
1,58-63,2021-01-01,4483
1,58-63,2021-04-01,5068
1,58-63,2021-07-01,6046
1,58-63,2021-10-01,6613
1,58-63,2022-01-01,6746
1,58-63,2022-04-01,8211
1,58-63,2022-07-01,7340
1,58-63,2022-10-01,7010
1,58-63,2023-01-01,6565
1,58-63,2023-04-01,5876
1,58-63,2023-07-01,5886
1,58-63,2023-10-01,5084
1,58-63,2024-01-01,6458
1,58-63,2024-04-01,5533
1,58-63,2024-07-01,4410
1,58-63,2024-10-01,4418
1,58-63,2025-01-01,4802
1,58-63,2025-04-01,4518
1,58-63,2025-07-01,4579
1,58-63,2025-10-01,4362
1,58-63,2026-01-01,4302
1,62-63,2003-04-01,783
1,62-63,2003-07-01,611
1,62-63,2003-10-01,604
1,62-63,2004-01-01,1393
1,62-63,2004-04-01,1263
1,62-63,2004-07-01,1312
1,62-63,2004-10-01,1381
1,62-63,2005-01-01,1611
1,62-63,2005-04-01,1317
1,62-63,2005-07-01,1310
1,62-63,2005-10-01,1561
1,62-63,2006-01-01,2233
1,62-63,2006-04-01,2145
1,62-63,2006-07-01,2261
1,62-63,2006-10-01,3327
1,62-63,2007-01-01,3094
1,62-63,2007-04-01,3411
1,62-63,2007-07-01,3397
1,62-63,2007-10-01,3669
1,62-63,2008-01-01,3875
1,62-63,2008-04-01,3730
1,62-63,2008-07-01,3599
1,62-63,2008-10-01,2512
1,62-63,2009-01-01,2390
1,62-63,2009-04-01,2022
1,62-63,2009-07-01,1875
1,62-63,2009-10-01,1960
1,62-63,2010-01-01,2072
1,62-63,2010-04-01,2176
1,62-63,2010-07-01,2540
1,62-63,2010-10-01,2615
1,62-63,2011-01-01,2583
1,62-63,2011-04-01,2744
1,62-63,2011-07-01,2152
1,62-63,2011-10-01,2157
1,62-63,2012-01-01,2023
1,62-63,2012-04-01,1871
1,62-63,2012-07-01,2115
1,62-63,2012-10-01,2022
1,62-63,2013-01-01,2233
1,62-63,2013-04-01,2826
1,62-63,2013-07-01,3215
1,62-63,2013-10-01,2696
1,62-63,2014-01-01,3218
1,62-63,2014-04-01,2450
1,62-63,2014-07-01,2559
1,62-63,2014-10-01,2541
1,62-63,2015-01-01,2676
1,62-63,2015-04-01,2744
1,62-63,2015-07-01,3008
1,62-63,2015-10-01,2975
1,62-63,2016-01-01,3636
1,62-63,2016-04-01,3763
1,62-63,2016-07-01,2952
1,62-63,2016-10-01,3739
1,62-63,2017-01-01,3532
1,62-63,2017-04-01,3401
1,62-63,2017-07-01,2699
1,62-63,2017-10-01,3153
1,62-63,2018-01-01,3240
1,62-63,2018-04-01,4747
1,62-63,2018-07-01,4022
1,62-63,2018-10-01,4487
1,62-63,2019-01-01,4683
1,62-63,2019-04-01,4594
1,62-63,2019-07-01,5013
1,62-63,2019-10-01,5134
1,62-63,2020-01-01,4764
1,62-63,2020-04-01,3791
1,62-63,2020-07-01,3899
1,62-63,2020-10-01,3935
1,62-63,2021-01-01,3736
1,62-63,2021-04-01,4296
1,62-63,2021-07-01,5167
1,62-63,2021-10-01,5380
1,62-63,2022-01-01,5806
1,62-63,2022-04-01,6949
1,62-63,2022-07-01,6136
1,62-63,2022-10-01,6102
1,62-63,2023-01-01,5575
1,62-63,2023-04-01,5077
1,62-63,2023-07-01,5093
1,62-63,2023-10-01,4252
1,62-63,2024-01-01,5534
1,62-63,2024-04-01,4787
1,62-63,2024-07-01,3716
1,62-63,2024-10-01,3808
1,62-63,2025-01-01,4199
1,62-63,2025-04-01,3828
1,62-63,2025-07-01,3953
1,62-63,2025-10-01,3825
1,62-63,2026-01-01,3672
1,64-66,2003-04-01,1507
1,64-66,2003-07-01,1971
1,64-66,2003-10-01,1715
1,64-66,2004-01-01,3041
1,64-66,2004-04-01,3118
1,64-66,2004-07-01,3010
1,64-66,2004-10-01,2905
1,64-66,2005-01-01,3379
1,64-66,2005-04-01,3405
1,64-66,2005-07-01,3544
1,64-66,2005-10-01,4384
1,64-66,2006-01-01,4911
1,64-66,2006-04-01,5106
1,64-66,2006-07-01,5100
1,64-66,2006-10-01,4884
1,64-66,2007-01-01,5120
1,64-66,2007-04-01,5324
1,64-66,2007-07-01,5164
1,64-66,2007-10-01,5212
1,64-66,2008-01-01,6010
1,64-66,2008-04-01,5097
1,64-66,2008-07-01,4512
1,64-66,2008-10-01,3424
1,64-66,2009-01-01,3424
1,64-66,2009-04-01,3279
1,64-66,2009-07-01,3719
1,64-66,2009-10-01,4164
1,64-66,2010-01-01,4587
1,64-66,2010-04-01,4535
1,64-66,2010-07-01,4905
1,64-66,2010-10-01,4902
1,64-66,2011-01-01,5251
1,64-66,2011-04-01,5034
1,64-66,2011-07-01,3974
1,64-66,2011-10-01,3751
1,64-66,2012-01-01,4303
1,64-66,2012-04-01,4129
1,64-66,2012-07-01,3808
1,64-66,2012-10-01,3391
1,64-66,2013-01-01,4257
1,64-66,2013-04-01,3732
1,64-66,2013-07-01,3847
1,64-66,2013-10-01,3757
1,64-66,2014-01-01,4360
1,64-66,2014-04-01,4409
1,64-66,2014-07-01,4425
1,64-66,2014-10-01,4240
1,64-66,2015-01-01,4440
1,64-66,2015-04-01,4525
1,64-66,2015-07-01,4735
1,64-66,2015-10-01,4412
1,64-66,2016-01-01,4955
1,64-66,2016-04-01,4936
1,64-66,2016-07-01,4677
1,64-66,2016-10-01,4416
1,64-66,2017-01-01,5765
1,64-66,2017-04-01,5131
1,64-66,2017-07-01,5089
1,64-66,2017-10-01,5740
1,64-66,2018-01-01,4859
1,64-66,2018-04-01,5058
1,64-66,2018-07-01,5161
1,64-66,2018-10-01,5130
1,64-66,2019-01-01,5435
1,64-66,2019-04-01,5514
1,64-66,2019-07-01,5543
1,64-66,2019-10-01,5316
1,64-66,2020-01-01,4647
1,64-66,2020-04-01,3808
1,64-66,2020-07-01,3956
1,64-66,2020-10-01,4211
1,64-66,2021-01-01,4498
1,64-66,2021-04-01,5316
1,64-66,2021-07-01,6426
1,64-66,2021-10-01,6634
1,64-66,2022-01-01,7407
1,64-66,2022-04-01,8360
1,64-66,2022-07-01,7897
1,64-66,2022-10-01,7203
1,64-66,2023-01-01,6618
1,64-66,2023-04-01,6773
1,64-66,2023-07-01,6434
1,64-66,2023-10-01,6270
1,64-66,2024-01-01,5898
1,64-66,2024-04-01,5933
1,64-66,2024-07-01,5474
1,64-66,2024-10-01,5206
1,64-66,2025-01-01,5575
1,64-66,2025-04-01,5030
1,64-66,2025-07-01,4451
1,64-66,2025-10-01,4747
1,64-66,2026-01-01,4706
1,68-75,2003-04-01,3436
1,68-75,2003-07-01,2403
1,68-75,2003-10-01,2615
1,68-75,2004-01-01,3888
1,68-75,2004-04-01,4041
1,68-75,2004-07-01,3181
1,68-75,2004-10-01,3122
1,68-75,2005-01-01,3385
1,68-75,2005-04-01,4206
1,68-75,2005-07-01,3950
1,68-75,2005-10-01,4857
1,68-75,2006-01-01,6004
1,68-75,2006-04-01,6410
1,68-75,2006-07-01,6314
1,68-75,2006-10-01,6915
1,68-75,2007-01-01,7632
1,68-75,2007-04-01,8846
1,68-75,2007-07-01,9212
1,68-75,2007-10-01,8099
1,68-75,2008-01-01,8710
1,68-75,2008-04-01,8224
1,68-75,2008-07-01,7561
1,68-75,2008-10-01,6413
1,68-75,2009-01-01,5922
1,68-75,2009-04-01,6361
1,68-75,2009-07-01,5916
1,68-75,2009-10-01,6335
1,68-75,2010-01-01,6465
1,68-75,2010-04-01,8186
1,68-75,2010-07-01,7937
1,68-75,2010-10-01,7985
1,68-75,2011-01-01,8739
1,68-75,2011-04-01,8868
1,68-75,2011-07-01,8192
1,68-75,2011-10-01,7811
1,68-75,2012-01-01,8469
1,68-75,2012-04-01,8390
1,68-75,2012-07-01,7574
1,68-75,2012-10-01,7429
1,68-75,2013-01-01,8605
1,68-75,2013-04-01,9211
1,68-75,2013-07-01,8377
1,68-75,2013-10-01,9038
1,68-75,2014-01-01,8781
1,68-75,2014-04-01,7863
1,68-75,2014-07-01,8332
1,68-75,2014-10-01,7427
1,68-75,2015-01-01,7141
1,68-75,2015-04-01,7319
1,68-75,2015-07-01,6467
1,68-75,2015-10-01,6612
1,68-75,2016-01-01,6775
1,68-75,2016-04-01,7077
1,68-75,2016-07-01,7177
1,68-75,2016-10-01,6979
1,68-75,2017-01-01,7312
1,68-75,2017-04-01,6807
1,68-75,2017-07-01,8168
1,68-75,2017-10-01,8795
1,68-75,2018-01-01,9370
1,68-75,2018-04-01,9520
1,68-75,2018-07-01,10177
1,68-75,2018-10-01,10302
1,68-75,2019-01-01,10475
1,68-75,2019-04-01,11574
1,68-75,2019-07-01,11557
1,68-75,2019-10-01,11645
1,68-75,2020-01-01,9824
1,68-75,2020-04-01,10096
1,68-75,2020-07-01,9931
1,68-75,2020-10-01,11199
1,68-75,2021-01-01,10620
1,68-75,2021-04-01,13590
1,68-75,2021-07-01,14581
1,68-75,2021-10-01,16023
1,68-75,2022-01-01,17080
1,68-75,2022-04-01,17629
1,68-75,2022-07-01,18102
1,68-75,2022-10-01,18150
1,68-75,2023-01-01,18802
1,68-75,2023-04-01,16793
1,68-75,2023-07-01,16333
1,68-75,2023-10-01,15421
1,68-75,2024-01-01,14889
1,68-75,2024-04-01,15170
1,68-75,2024-07-01,15397
1,68-75,2024-10-01,14233
1,68-75,2025-01-01,13792
1,68-75,2025-04-01,12569
1,68-75,2025-07-01,12892
1,68-75,2025-10-01,12817
1,68-75,2026-01-01,14821
1,77+79-82,2003-04-01,1422
1,77+79-82,2003-07-01,967
1,77+79-82,2003-10-01,1108
1,77+79-82,2004-01-01,1709
1,77+79-82,2004-04-01,1757
1,77+79-82,2004-07-01,1322
1,77+79-82,2004-10-01,1325
1,77+79-82,2005-01-01,1379
1,77+79-82,2005-04-01,1727
1,77+79-82,2005-07-01,1609
1,77+79-82,2005-10-01,2041
1,77+79-82,2006-01-01,2480
1,77+79-82,2006-04-01,2670
1,77+79-82,2006-07-01,2631
1,77+79-82,2006-10-01,2909
1,77+79-82,2007-01-01,3302
1,77+79-82,2007-04-01,3868
1,77+79-82,2007-07-01,4034
1,77+79-82,2007-10-01,3511
1,77+79-82,2008-01-01,3822
1,77+79-82,2008-04-01,3679
1,77+79-82,2008-07-01,3422
1,77+79-82,2008-10-01,2732
1,77+79-82,2009-01-01,2486
1,77+79-82,2009-04-01,2685
1,77+79-82,2009-07-01,2113
1,77+79-82,2009-10-01,1912
1,77+79-82,2010-01-01,1612
1,77+79-82,2010-04-01,1719
1,77+79-82,2010-07-01,1858
1,77+79-82,2010-10-01,1861
1,77+79-82,2011-01-01,1662
1,77+79-82,2011-04-01,1358
1,77+79-82,2011-07-01,1324
1,77+79-82,2011-10-01,1216
1,77+79-82,2012-01-01,1868
1,77+79-82,2012-04-01,1598
1,77+79-82,2012-07-01,1521
1,77+79-82,2012-10-01,1563
1,77+79-82,2013-01-01,1856
1,77+79-82,2013-04-01,1828
1,77+79-82,2013-07-01,1990
1,77+79-82,2013-10-01,2244
1,77+79-82,2014-01-01,2473
1,77+79-82,2014-04-01,2008
1,77+79-82,2014-07-01,2047
1,77+79-82,2014-10-01,1508
1,77+79-82,2015-01-01,1881
1,77+79-82,2015-04-01,2028
1,77+79-82,2015-07-01,1764
1,77+79-82,2015-10-01,2499
1,77+79-82,2016-01-01,1742
1,77+79-82,2016-04-01,1904
1,77+79-82,2016-07-01,1612
1,77+79-82,2016-10-01,1293
1,77+79-82,2017-01-01,1699
1,77+79-82,2017-04-01,1825
1,77+79-82,2017-07-01,1921
1,77+79-82,2017-10-01,2516
1,77+79-82,2018-01-01,2918
1,77+79-82,2018-04-01,2691
1,77+79-82,2018-07-01,2513
1,77+79-82,2018-10-01,1905
1,77+79-82,2019-01-01,1849
1,77+79-82,2019-04-01,2786
1,77+79-82,2019-07-01,2264
1,77+79-82,2019-10-01,2268
1,77+79-82,2020-01-01,2204
1,77+79-82,2020-04-01,1659
1,77+79-82,2020-07-01,1977
1,77+79-82,2020-10-01,1837
1,77+79-82,2021-01-01,2090
1,77+79-82,2021-04-01,2561
1,77+79-82,2021-07-01,3542
1,77+79-82,2021-10-01,3647
1,77+79-82,2022-01-01,4090
1,77+79-82,2022-04-01,3950
1,77+79-82,2022-07-01,4109
1,77+79-82,2022-10-01,5155
1,77+79-82,2023-01-01,4791
1,77+79-82,2023-04-01,4881
1,77+79-82,2023-07-01,3644
1,77+79-82,2023-10-01,3294
1,77+79-82,2024-01-01,4270
1,77+79-82,2024-04-01,3154
1,77+79-82,2024-07-01,3958
1,77+79-82,2024-10-01,3510
1,77+79-82,2025-01-01,3033
1,77+79-82,2025-04-01,3430
1,77+79-82,2025-07-01,3220
1,77+79-82,2025-10-01,2882
1,77+79-82,2026-01-01,3506
1,84,2003-04-01,786
1,84,2003-07-01,457
1,84,2003-10-01,561
1,84,2004-01-01,883
1,84,2004-04-01,760
1,84,2004-07-01,622
1,84,2004-10-01,631
1,84,2005-01-01,398
1,84,2005-04-01,592
1,84,2005-07-01,615
1,84,2005-10-01,864
1,84,2006-01-01,914
1,84,2006-04-01,861
1,84,2006-07-01,971
1,84,2006-10-01,1014
1,84,2007-01-01,1092
1,84,2007-04-01,1293
1,84,2007-07-01,1233
1,84,2007-10-01,1559
1,84,2008-01-01,1520
1,84,2008-04-01,1450
1,84,2008-07-01,1382
1,84,2008-10-01,1339
1,84,2009-01-01,1411
1,84,2009-04-01,1361
1,84,2009-07-01,1280
1,84,2009-10-01,1183
1,84,2010-01-01,1303
1,84,2010-04-01,1281
1,84,2010-07-01,1339
1,84,2010-10-01,1472
1,84,2011-01-01,1363
1,84,2011-04-01,1376
1,84,2011-07-01,1625
1,84,2011-10-01,1415
1,84,2012-01-01,1532
1,84,2012-04-01,1483
1,84,2012-07-01,1542
1,84,2012-10-01,1432
1,84,2013-01-01,1372
1,84,2013-04-01,1804
1,84,2013-07-01,2015
1,84,2013-10-01,1759
1,84,2014-01-01,1899
1,84,2014-04-01,2021
1,84,2014-07-01,2014
1,84,2014-10-01,1844
1,84,2015-01-01,2056
1,84,2015-04-01,1783
1,84,2015-07-01,1673
1,84,2015-10-01,1669
1,84,2016-01-01,1965
1,84,2016-04-01,1948
1,84,2016-07-01,1863
1,84,2016-10-01,1760
1,84,2017-01-01,1983
1,84,2017-04-01,1837
1,84,2017-07-01,1897
1,84,2017-10-01,1839
1,84,2018-01-01,2390
1,84,2018-04-01,1966
1,84,2018-07-01,2208
1,84,2018-10-01,2427
1,84,2019-01-01,2859
1,84,2019-04-01,2806
1,84,2019-07-01,2529
1,84,2019-10-01,2749
1,84,2020-01-01,2464
1,84,2020-04-01,2470
1,84,2020-07-01,2737
1,84,2020-10-01,2647
1,84,2021-01-01,3299
1,84,2021-04-01,3120
1,84,2021-07-01,3010
1,84,2021-10-01,3327
1,84,2022-01-01,3108
1,84,2022-04-01,3487
1,84,2022-07-01,3668
1,84,2022-10-01,3327
1,84,2023-01-01,3492
1,84,2023-04-01,3865
1,84,2023-07-01,3844
1,84,2023-10-01,3515
1,84,2024-01-01,4019
1,84,2024-04-01,3585
1,84,2024-07-01,3448
1,84,2024-10-01,3529
1,84,2025-01-01,3484
1,84,2025-04-01,3599
1,84,2025-07-01,2957
1,84,2025-10-01,2924
1,84,2026-01-01,3825
1,85,2003-04-01,945
1,85,2003-07-01,828
1,85,2003-10-01,1144
1,85,2004-01-01,1081
1,85,2004-04-01,1103
1,85,2004-07-01,719
1,85,2004-10-01,553
1,85,2005-01-01,1104
1,85,2005-04-01,1209
1,85,2005-07-01,669
1,85,2005-10-01,737
1,85,2006-01-01,1199
1,85,2006-04-01,1615
1,85,2006-07-01,1112
1,85,2006-10-01,1166
1,85,2007-01-01,1456
1,85,2007-04-01,1965
1,85,2007-07-01,1159
1,85,2007-10-01,1311
1,85,2008-01-01,2155
1,85,2008-04-01,1938
1,85,2008-07-01,1319
1,85,2008-10-01,1442
1,85,2009-01-01,1716
1,85,2009-04-01,1815
1,85,2009-07-01,983
1,85,2009-10-01,1002
1,85,2010-01-01,1467
1,85,2010-04-01,1636
1,85,2010-07-01,1268
1,85,2010-10-01,967
1,85,2011-01-01,1298
1,85,2011-04-01,1467
1,85,2011-07-01,997
1,85,2011-10-01,1140
1,85,2012-01-01,1535
1,85,2012-04-01,1814
1,85,2012-07-01,1213
1,85,2012-10-01,1269
1,85,2013-01-01,1904
1,85,2013-04-01,1832
1,85,2013-07-01,1215
1,85,2013-10-01,763
1,85,2014-01-01,1408
1,85,2014-04-01,1163
1,85,2014-07-01,824
1,85,2014-10-01,1479
1,85,2015-01-01,1131
1,85,2015-04-01,1635
1,85,2015-07-01,1699
1,85,2015-10-01,1710
1,85,2016-01-01,1325
1,85,2016-04-01,1409
1,85,2016-07-01,2067
1,85,2016-10-01,1285
1,85,2017-01-01,1591
1,85,2017-04-01,1242
1,85,2017-07-01,1537
1,85,2017-10-01,1429
1,85,2018-01-01,2435
1,85,2018-04-01,2076
1,85,2018-07-01,1781
1,85,2018-10-01,2191
1,85,2019-01-01,2078
1,85,2019-04-01,2230
1,85,2019-07-01,1365
1,85,2019-10-01,1892
1,85,2020-01-01,1924
1,85,2020-04-01,1865
1,85,2020-07-01,1593
1,85,2020-10-01,1565
1,85,2021-01-01,2387
1,85,2021-04-01,2703
1,85,2021-07-01,2297
1,85,2021-10-01,2216
1,85,2022-01-01,2497
1,85,2022-04-01,2703
1,85,2022-07-01,2658
1,85,2022-10-01,2182
1,85,2023-01-01,2175
1,85,2023-04-01,2623
1,85,2023-07-01,2329
1,85,2023-10-01,2438
1,85,2024-01-01,3289
1,85,2024-04-01,2866
1,85,2024-07-01,2298
1,85,2024-10-01,2121
1,85,2025-01-01,2323
1,85,2025-04-01,2031
1,85,2025-07-01,2297
1,85,2025-10-01,2122
1,85,2026-01-01,2651
1,86-88,2003-04-01,3678
1,86-88,2003-07-01,2701
1,86-88,2003-10-01,2187
1,86-88,2004-01-01,2458
1,86-88,2004-04-01,2999
1,86-88,2004-07-01,2235
1,86-88,2004-10-01,2221
1,86-88,2005-01-01,2500
1,86-88,2005-04-01,2678
1,86-88,2005-07-01,2713
1,86-88,2005-10-01,2838
1,86-88,2006-01-01,3002
1,86-88,2006-04-01,3422
1,86-88,2006-07-01,3657
1,86-88,2006-10-01,4271
1,86-88,2007-01-01,3887
1,86-88,2007-04-01,4671
1,86-88,2007-07-01,4512
1,86-88,2007-10-01,4182
1,86-88,2008-01-01,4771
1,86-88,2008-04-01,4977
1,86-88,2008-07-01,5669
1,86-88,2008-10-01,5174
1,86-88,2009-01-01,5924
1,86-88,2009-04-01,5973
1,86-88,2009-07-01,5003
1,86-88,2009-10-01,4521
1,86-88,2010-01-01,4731
1,86-88,2010-04-01,5262
1,86-88,2010-07-01,4499
1,86-88,2010-10-01,4766
1,86-88,2011-01-01,5498
1,86-88,2011-04-01,5791
1,86-88,2011-07-01,5093
1,86-88,2011-10-01,5131
1,86-88,2012-01-01,6032
1,86-88,2012-04-01,6231
1,86-88,2012-07-01,6372
1,86-88,2012-10-01,6031
1,86-88,2013-01-01,6667
1,86-88,2013-04-01,6034
1,86-88,2013-07-01,6333
1,86-88,2013-10-01,6117
1,86-88,2014-01-01,6413
1,86-88,2014-04-01,6620
1,86-88,2014-07-01,5873
1,86-88,2014-10-01,6442
1,86-88,2015-01-01,7027
1,86-88,2015-04-01,6433
1,86-88,2015-07-01,6691
1,86-88,2015-10-01,6033
1,86-88,2016-01-01,7066
1,86-88,2016-04-01,7391
1,86-88,2016-07-01,7055
1,86-88,2016-10-01,7279
1,86-88,2017-01-01,7438
1,86-88,2017-04-01,6794
1,86-88,2017-07-01,6795
1,86-88,2017-10-01,6923
1,86-88,2018-01-01,8294
1,86-88,2018-04-01,8260
1,86-88,2018-07-01,7896
1,86-88,2018-10-01,8943
1,86-88,2019-01-01,10360
1,86-88,2019-04-01,11332
1,86-88,2019-07-01,10272
1,86-88,2019-10-01,11849
1,86-88,2020-01-01,11249
1,86-88,2020-04-01,9137
1,86-88,2020-07-01,10728
1,86-88,2020-10-01,11203
1,86-88,2021-01-01,10253
1,86-88,2021-04-01,11458
1,86-88,2021-07-01,13145
1,86-88,2021-10-01,15879
1,86-88,2022-01-01,17732
1,86-88,2022-04-01,18759
1,86-88,2022-07-01,17452
1,86-88,2022-10-01,17706
1,86-88,2023-01-01,20307
1,86-88,2023-04-01,20882
1,86-88,2023-07-01,17501
1,86-88,2023-10-01,19177
1,86-88,2024-01-01,19891
1,86-88,2024-04-01,19143
1,86-88,2024-07-01,17212
1,86-88,2024-10-01,14569
1,86-88,2025-01-01,15777
1,86-88,2025-04-01,18639
1,86-88,2025-07-01,14785
1,86-88,2025-10-01,14561
1,86-88,2026-01-01,16336
1,90-96,2003-04-01,1250
1,90-96,2003-07-01,938
1,90-96,2003-10-01,1138
1,90-96,2004-01-01,1303
1,90-96,2004-04-01,1203
1,90-96,2004-07-01,1007
1,90-96,2004-10-01,1188
1,90-96,2005-01-01,1130
1,90-96,2005-04-01,1042
1,90-96,2005-07-01,1257
1,90-96,2005-10-01,1520
1,90-96,2006-01-01,1224
1,90-96,2006-04-01,1137
1,90-96,2006-07-01,1237
1,90-96,2006-10-01,1732
1,90-96,2007-01-01,2084
1,90-96,2007-04-01,1930
1,90-96,2007-07-01,2543
1,90-96,2007-10-01,1713
1,90-96,2008-01-01,2085
1,90-96,2008-04-01,1509
1,90-96,2008-07-01,1640
1,90-96,2008-10-01,1602
1,90-96,2009-01-01,1758
1,90-96,2009-04-01,1938
1,90-96,2009-07-01,1266
1,90-96,2009-10-01,1913
1,90-96,2010-01-01,1433
1,90-96,2010-04-01,1601
1,90-96,2010-07-01,1559
1,90-96,2010-10-01,1274
