Offene Stellen,Wirtschaftsabteilung,date,value
2,45-47,2024-01-01,136.5
2,45-47,2024-04-01,111.2
2,45-47,2024-07-01,99.3
2,45-47,2024-10-01,84.3
2,45-47,2025-01-01,100
2,45-47,2025-04-01,109.5
2,45-47,2025-07-01,108.7
2,45-47,2025-10-01,110
2,45-47,2026-01-01,109.8
2,45-96,1992-04-01,41.1
2,45-96,1992-07-01,38.5
2,45-96,1992-10-01,32.8
2,45-96,1993-01-01,33.1
2,45-96,1993-04-01,30.4
2,45-96,1993-07-01,32.5
2,45-96,1993-10-01,31.2
2,45-96,1994-01-01,38.1
2,45-96,1994-04-01,43
2,45-96,1994-07-01,40.8
2,45-96,1994-10-01,38.4
2,45-96,1995-01-01,48.7
2,45-96,1995-04-01,43
2,45-96,1995-07-01,39.5
2,45-96,1995-10-01,37.9
2,45-96,1996-01-01,46.8
2,45-96,1996-04-01,40.9
2,45-96,1996-07-01,37
2,45-96,1996-10-01,35.8
2,45-96,1997-01-01,41.4
2,45-96,1997-04-01,42.6
2,45-96,1997-07-01,40.4
2,45-96,1997-10-01,38.9
2,45-96,1998-01-01,49.6
2,45-96,1998-04-01,51.6
2,45-96,1998-07-01,52.3
2,45-96,1998-10-01,53.4
2,45-96,1999-01-01,61.2
2,45-96,1999-04-01,78
2,45-96,1999-07-01,68.8
2,45-96,1999-10-01,73.1
2,45-96,2000-01-01,96.7
2,45-96,2000-04-01,99.8
2,45-96,2000-07-01,84.9
2,45-96,2000-10-01,93.7
2,45-96,2001-01-01,90.5
2,45-96,2001-04-01,94.6
2,45-96,2001-07-01,69.9
2,45-96,2001-10-01,60.6
2,45-96,2002-01-01,59
2,45-96,2002-04-01,51.5
2,45-96,2002-07-01,49
2,45-96,2002-10-01,40.2
2,45-96,2003-01-01,37.2
2,45-96,2003-04-01,38.1
2,45-96,2003-07-01,30.7
2,45-96,2003-10-01,30.2
2,45-96,2004-01-01,42.1
2,45-96,2004-04-01,40
2,45-96,2004-07-01,32
2,45-96,2004-10-01,31.8
2,45-96,2005-01-01,35.9
2,45-96,2005-04-01,36.6
2,45-96,2005-07-01,37.5
2,45-96,2005-10-01,40.9
2,45-96,2006-01-01,50.3
2,45-96,2006-04-01,51.2
2,45-96,2006-07-01,51.6
2,45-96,2006-10-01,58.7
2,45-96,2007-01-01,64.5
2,45-96,2007-04-01,72.6
2,45-96,2007-07-01,74
2,45-96,2007-10-01,71.3
2,45-96,2008-01-01,80.3
2,45-96,2008-04-01,76.9
2,45-96,2008-07-01,74.2
2,45-96,2008-10-01,55.4
2,45-96,2009-01-01,55.2
2,45-96,2009-04-01,55.5
2,45-96,2009-07-01,49.8
2,45-96,2009-10-01,52.1
2,45-96,2010-01-01,55.3
2,45-96,2010-04-01,59.3
2,45-96,2010-07-01,60.6
2,45-96,2010-10-01,57.6
2,45-96,2011-01-01,65.8
2,45-96,2011-04-01,65.6
2,45-96,2011-07-01,58.7
2,45-96,2011-10-01,53.8
2,45-96,2012-01-01,60
2,45-96,2012-04-01,58
2,45-96,2012-07-01,56
2,45-96,2012-10-01,55.7
2,45-96,2013-01-01,62
2,45-96,2013-04-01,63.2
2,45-96,2013-07-01,61.7
2,45-96,2013-10-01,60.2
2,45-96,2014-01-01,66.2
2,45-96,2014-04-01,64
2,45-96,2014-07-01,62.9
2,45-96,2014-10-01,60.6
2,45-96,2015-01-01,64.1
2,45-96,2015-04-01,61.1
2,45-96,2015-07-01,57.7
2,45-96,2015-10-01,57.6
2,45-96,2016-01-01,60.7
2,45-96,2016-04-01,62.5
2,45-96,2016-07-01,63.4
2,45-96,2016-10-01,60.5
2,45-96,2017-01-01,67.3
2,45-96,2017-04-01,67.4
2,45-96,2017-07-01,64.8
2,45-96,2017-10-01,68.5
2,45-96,2018-01-01,76.1
2,45-96,2018-04-01,79.8
2,45-96,2018-07-01,80
2,45-96,2018-10-01,81.5
2,45-96,2019-01-01,86.8
2,45-96,2019-04-01,96.5
2,45-96,2019-07-01,92.7
2,45-96,2019-10-01,94.3
2,45-96,2020-01-01,80
2,45-96,2020-04-01,69.4
2,45-96,2020-07-01,75.7
2,45-96,2020-10-01,75.5
2,45-96,2021-01-01,78.7
2,45-96,2021-04-01,97.5
2,45-96,2021-07-01,108
2,45-96,2021-10-01,115.7
2,45-96,2022-01-01,134.4
2,45-96,2022-04-01,140.6
2,45-96,2022-07-01,136.2
2,45-96,2022-10-01,137.2
2,45-96,2023-01-01,136.6
2,45-96,2023-04-01,134.6
2,45-96,2023-07-01,126.2
2,45-96,2023-10-01,121
2,45-96,2024-01-01,126.8
2,45-96,2024-04-01,117
2,45-96,2024-07-01,109.5
2,45-96,2024-10-01,100
2,45-96,2025-01-01,105.7
2,45-96,2025-04-01,107.6
2,45-96,2025-07-01,99
2,45-96,2025-10-01,96.7
2,45-96,2026-01-01,110.4
2,49-53,1992-04-01,34.9
2,49-53,1992-07-01,37
2,49-53,1992-10-01,26.3
2,49-53,1993-01-01,26.7
2,49-53,1993-04-01,20.9
2,49-53,1993-07-01,20.7
2,49-53,1993-10-01,17.6
2,49-53,1994-01-01,20.9
2,49-53,1994-04-01,29.1
2,49-53,1994-07-01,33.3
2,49-53,1994-10-01,32.2
2,49-53,1995-01-01,47.1
2,49-53,1995-04-01,36.1
2,49-53,1995-07-01,35.2
2,49-53,1995-10-01,31.7
2,49-53,1996-01-01,29.7
2,49-53,1996-04-01,32.7
2,49-53,1996-07-01,26
2,49-53,1996-10-01,29.8
2,49-53,1997-01-01,30.7
2,49-53,1997-04-01,38.3
2,49-53,1997-07-01,31.4
2,49-53,1997-10-01,28.5
2,49-53,1998-01-01,39.8
2,49-53,1998-04-01,46.2
2,49-53,1998-07-01,49.1
2,49-53,1998-10-01,48.5
2,49-53,1999-01-01,52.4
2,49-53,1999-04-01,49.7
2,49-53,1999-07-01,58.5
2,49-53,1999-10-01,57.7
2,49-53,2000-01-01,80.5
2,49-53,2000-04-01,94.7
2,49-53,2000-07-01,81.2
2,49-53,2000-10-01,88.8
2,49-53,2001-01-01,89.6
2,49-53,2001-04-01,99.6
2,49-53,2001-07-01,67.3
2,49-53,2001-10-01,59.9
2,49-53,2002-01-01,57.6
2,49-53,2002-04-01,52.2
2,49-53,2002-07-01,42.5
2,49-53,2002-10-01,28.5
2,49-53,2003-01-01,35.5
2,49-53,2003-04-01,31.3
2,49-53,2003-07-01,25.5
2,49-53,2003-10-01,32
2,49-53,2004-01-01,41.2
2,49-53,2004-04-01,47.9
2,49-53,2004-07-01,31.9
2,49-53,2004-10-01,41.3
2,49-53,2005-01-01,36.4
2,49-53,2005-04-01,34
2,49-53,2005-07-01,35.9
2,49-53,2005-10-01,37.9
2,49-53,2006-01-01,45.9
2,49-53,2006-04-01,55.2
2,49-53,2006-07-01,47.1
2,49-53,2006-10-01,56.8
2,49-53,2007-01-01,66.7
2,49-53,2007-04-01,84.5
2,49-53,2007-07-01,79.5
2,49-53,2007-10-01,76.5
2,49-53,2008-01-01,95.4
2,49-53,2008-04-01,84
2,49-53,2008-07-01,87.6
2,49-53,2008-10-01,54.4
2,49-53,2009-01-01,46.5
2,49-53,2009-04-01,48.8
2,49-53,2009-07-01,46.7
2,49-53,2009-10-01,48.6
2,49-53,2010-01-01,55.9
2,49-53,2010-04-01,66.2
2,49-53,2010-07-01,53.5
2,49-53,2010-10-01,53
2,49-53,2011-01-01,53.1
2,49-53,2011-04-01,57.9
2,49-53,2011-07-01,56.2
2,49-53,2011-10-01,55.6
2,49-53,2012-01-01,53.1
2,49-53,2012-04-01,54.8
2,49-53,2012-07-01,53.1
2,49-53,2012-10-01,45
2,49-53,2013-01-01,54.4
2,49-53,2013-04-01,52.4
2,49-53,2013-07-01,60.8
2,49-53,2013-10-01,51.9
2,49-53,2014-01-01,56.9
2,49-53,2014-04-01,53.7
2,49-53,2014-07-01,56.9
2,49-53,2014-10-01,59.9
2,49-53,2015-01-01,62.5
2,49-53,2015-04-01,59
2,49-53,2015-07-01,52.1
2,49-53,2015-10-01,61.7
2,49-53,2016-01-01,72.9
2,49-53,2016-04-01,53.7
2,49-53,2016-07-01,57.8
2,49-53,2016-10-01,67.5
2,49-53,2017-01-01,83.5
2,49-53,2017-04-01,94.6
2,49-53,2017-07-01,81.1
2,49-53,2017-10-01,77.6
2,49-53,2018-01-01,95
2,49-53,2018-04-01,89.4
2,49-53,2018-07-01,111.2
2,49-53,2018-10-01,106.9
2,49-53,2019-01-01,116.8
2,49-53,2019-04-01,146.4
2,49-53,2019-07-01,138.1
2,49-53,2019-10-01,176.8
2,49-53,2020-01-01,131
2,49-53,2020-04-01,74
2,49-53,2020-07-01,83.8
2,49-53,2020-10-01,113.3
2,49-53,2021-01-01,80.7
2,49-53,2021-04-01,116.7
2,49-53,2021-07-01,102.7
2,49-53,2021-10-01,99.9
2,49-53,2022-01-01,107.7
2,49-53,2022-04-01,140.9
2,49-53,2022-07-01,143.9
2,49-53,2022-10-01,124.3
2,49-53,2023-01-01,144.6
2,49-53,2023-04-01,143.9
2,49-53,2023-07-01,148.7
2,49-53,2023-10-01,132.5
2,49-53,2024-01-01,133
2,49-53,2024-04-01,121.6
2,49-53,2024-07-01,123.8
2,49-53,2024-10-01,114.4
2,49-53,2025-01-01,120.8
2,49-53,2025-04-01,113
2,49-53,2025-07-01,123.8
2,49-53,2025-10-01,106.5
2,49-53,2026-01-01,140.7
2,5-43,1992-04-01,68.1
2,5-43,1992-07-01,72.1
2,5-43,1992-10-01,49.2
2,5-43,1993-01-01,47.3
2,5-43,1993-04-01,56.9
2,5-43,1993-07-01,49.5
2,5-43,1993-10-01,48.7
2,5-43,1994-01-01,57.3
2,5-43,1994-04-01,80.3
2,5-43,1994-07-01,83.1
2,5-43,1994-10-01,74.5
2,5-43,1995-01-01,81.7
2,5-43,1995-04-01,78.8
2,5-43,1995-07-01,73.7
2,5-43,1995-10-01,58
2,5-43,1996-01-01,53.6
2,5-43,1996-04-01,48.4
2,5-43,1996-07-01,47.8
2,5-43,1996-10-01,41.2
2,5-43,1997-01-01,41.1
2,5-43,1997-04-01,47.5
2,5-43,1997-07-01,46.6
2,5-43,1997-10-01,44.5
2,5-43,1998-01-01,54.8
2,5-43,1998-04-01,64.6
2,5-43,1998-07-01,64.6
2,5-43,1998-10-01,57.4
2,5-43,1999-01-01,71.9
2,5-43,1999-04-01,86
2,5-43,1999-07-01,93.5
2,5-43,1999-10-01,97
2,5-43,2000-01-01,126.6
2,5-43,2000-04-01,152.9
2,5-43,2000-07-01,148.5
2,5-43,2000-10-01,139.3
2,5-43,2001-01-01,137.5
2,5-43,2001-04-01,138.7
2,5-43,2001-07-01,109.2
2,5-43,2001-10-01,84.1
2,5-43,2002-01-01,84
2,5-43,2002-04-01,76.1
2,5-43,2002-07-01,54
2,5-43,2002-10-01,52.8
2,5-43,2003-01-01,50.5
2,5-43,2003-04-01,48
2,5-43,2003-07-01,37
2,5-43,2003-10-01,37.7
2,5-43,2004-01-01,51.4
2,5-43,2004-04-01,55.3
2,5-43,2004-07-01,42.2
2,5-43,2004-10-01,41.4
2,5-43,2005-01-01,48.8
2,5-43,2005-04-01,46.6
2,5-43,2005-07-01,47.2
2,5-43,2005-10-01,58.3
2,5-43,2006-01-01,73
2,5-43,2006-04-01,79.7
2,5-43,2006-07-01,74.3
2,5-43,2006-10-01,75.8
2,5-43,2007-01-01,95.8
2,5-43,2007-04-01,102.3
2,5-43,2007-07-01,99.7
2,5-43,2007-10-01,94.4
2,5-43,2008-01-01,104.5
2,5-43,2008-04-01,105.6
2,5-43,2008-07-01,101.5
2,5-43,2008-10-01,63.6
2,5-43,2009-01-01,52.6
2,5-43,2009-04-01,49.8
2,5-43,2009-07-01,47.4
2,5-43,2009-10-01,50
2,5-43,2010-01-01,59.8
2,5-43,2010-04-01,71.9
2,5-43,2010-07-01,70
2,5-43,2010-10-01,75.3
2,5-43,2011-01-01,88
2,5-43,2011-04-01,87.9
2,5-43,2011-07-01,70.8
2,5-43,2011-10-01,65.6
2,5-43,2012-01-01,77.2
2,5-43,2012-04-01,70.6
2,5-43,2012-07-01,67.3
2,5-43,2012-10-01,59.8
2,5-43,2013-01-01,68.4
2,5-43,2013-04-01,65.6
2,5-43,2013-07-01,67.3
2,5-43,2013-10-01,63.7
2,5-43,2014-01-01,74.2
2,5-43,2014-04-01,71.4
2,5-43,2014-07-01,64.1
2,5-43,2014-10-01,62.5
2,5-43,2015-01-01,61.3
2,5-43,2015-04-01,54.2
2,5-43,2015-07-01,47
2,5-43,2015-10-01,47.9
2,5-43,2016-01-01,49.8
2,5-43,2016-04-01,51.9
2,5-43,2016-07-01,50
2,5-43,2016-10-01,52.5
2,5-43,2017-01-01,62
2,5-43,2017-04-01,62.5
2,5-43,2017-07-01,64
2,5-43,2017-10-01,68.3
2,5-43,2018-01-01,83.2
2,5-43,2018-04-01,90.8
2,5-43,2018-07-01,86.8
2,5-43,2018-10-01,93
2,5-43,2019-01-01,93.6
2,5-43,2019-04-01,96.8
2,5-43,2019-07-01,86.7
2,5-43,2019-10-01,82.3
2,5-43,2020-01-01,71.3
2,5-43,2020-04-01,63.2
2,5-43,2020-07-01,74.8
2,5-43,2020-10-01,67.4
2,5-43,2021-01-01,84.7
2,5-43,2021-04-01,96.5
2,5-43,2021-07-01,109.2
2,5-43,2021-10-01,109.6
2,5-43,2022-01-01,128.3
2,5-43,2022-04-01,138
2,5-43,2022-07-01,133.7
2,5-43,2022-10-01,129.6
2,5-43,2023-01-01,143.2
2,5-43,2023-04-01,145.2
2,5-43,2023-07-01,124.3
2,5-43,2023-10-01,119.5
2,5-43,2024-01-01,115.3
2,5-43,2024-04-01,105.3
2,5-43,2024-07-01,106.9
2,5-43,2024-10-01,96.5
2,5-43,2025-01-01,95.1
2,5-43,2025-04-01,90.5
2,5-43,2025-07-01,92.7
2,5-43,2025-10-01,88.8
2,5-43,2026-01-01,101.6
2,5-96,1992-04-01,47.7
2,5-96,1992-07-01,46.6
2,5-96,1992-10-01,36.8
2,5-96,1993-01-01,36.6
2,5-96,1993-04-01,36.8
2,5-96,1993-07-01,36.6
2,5-96,1993-10-01,35.4
2,5-96,1994-01-01,42.7
2,5-96,1994-04-01,52
2,5-96,1994-07-01,51.1
2,5-96,1994-10-01,47.1
2,5-96,1995-01-01,56.7
2,5-96,1995-04-01,51.7
2,5-96,1995-07-01,47.8
2,5-96,1995-10-01,42.7
2,5-96,1996-01-01,48.5
2,5-96,1996-04-01,42.7
2,5-96,1996-07-01,39.6
2,5-96,1996-10-01,37.1
2,5-96,1997-01-01,41.3
2,5-96,1997-04-01,43.8
2,5-96,1997-07-01,41.9
2,5-96,1997-10-01,40.3
2,5-96,1998-01-01,50.8
2,5-96,1998-04-01,54.8
2,5-96,1998-07-01,55.3
2,5-96,1998-10-01,54.4
2,5-96,1999-01-01,63.8
2,5-96,1999-04-01,80
2,5-96,1999-07-01,74.8
2,5-96,1999-10-01,78.9
2,5-96,2000-01-01,103.9
2,5-96,2000-04-01,112.7
2,5-96,2000-07-01,100.3
2,5-96,2000-10-01,104.8
2,5-96,2001-01-01,101.9
2,5-96,2001-04-01,105.3
2,5-96,2001-07-01,79.4
2,5-96,2001-10-01,66.3
2,5-96,2002-01-01,65.1
2,5-96,2002-04-01,57.5
2,5-96,2002-07-01,50.2
2,5-96,2002-10-01,43.2
2,5-96,2003-01-01,40.4
2,5-96,2003-04-01,40.5
2,5-96,2003-07-01,32.2
2,5-96,2003-10-01,32
2,5-96,2004-01-01,44.4
2,5-96,2004-04-01,43.7
2,5-96,2004-07-01,34.5
2,5-96,2004-10-01,34.1
2,5-96,2005-01-01,39
2,5-96,2005-04-01,39
2,5-96,2005-07-01,39.8
2,5-96,2005-10-01,45.1
2,5-96,2006-01-01,55.8
2,5-96,2006-04-01,58.1
2,5-96,2006-07-01,57.1
2,5-96,2006-10-01,62.8
2,5-96,2007-01-01,72.1
2,5-96,2007-04-01,79.8
2,5-96,2007-07-01,80.2
2,5-96,2007-10-01,76.9
2,5-96,2008-01-01,86.2
2,5-96,2008-04-01,83.8
2,5-96,2008-07-01,80.8
2,5-96,2008-10-01,57.4
2,5-96,2009-01-01,54.6
2,5-96,2009-04-01,54.1
2,5-96,2009-07-01,49.2
2,5-96,2009-10-01,51.6
2,5-96,2010-01-01,56.4
2,5-96,2010-04-01,62.4
2,5-96,2010-07-01,62.9
2,5-96,2010-10-01,61.9
2,5-96,2011-01-01,71.2
2,5-96,2011-04-01,71
2,5-96,2011-07-01,61.6
2,5-96,2011-10-01,56.7
2,5-96,2012-01-01,64.2
2,5-96,2012-04-01,61.1
2,5-96,2012-07-01,58.8
2,5-96,2012-10-01,56.7
2,5-96,2013-01-01,63.6
2,5-96,2013-04-01,63.8
2,5-96,2013-07-01,63.1
2,5-96,2013-10-01,61.1
2,5-96,2014-01-01,68.2
2,5-96,2014-04-01,65.8
2,5-96,2014-07-01,63.2
2,5-96,2014-10-01,61.1
2,5-96,2015-01-01,63.4
2,5-96,2015-04-01,59.4
2,5-96,2015-07-01,55.1
2,5-96,2015-10-01,55.2
2,5-96,2016-01-01,58.1
2,5-96,2016-04-01,59.9
2,5-96,2016-07-01,60.1
2,5-96,2016-10-01,58.6
2,5-96,2017-01-01,66
2,5-96,2017-04-01,66.2
2,5-96,2017-07-01,64.6
2,5-96,2017-10-01,68.4
2,5-96,2018-01-01,77.8
2,5-96,2018-04-01,82.5
2,5-96,2018-07-01,81.6
2,5-96,2018-10-01,84.3
2,5-96,2019-01-01,88.4
2,5-96,2019-04-01,96.6
2,5-96,2019-07-01,91.2
2,5-96,2019-10-01,91.4
2,5-96,2020-01-01,77.9
2,5-96,2020-04-01,67.9
2,5-96,2020-07-01,75.4
2,5-96,2020-10-01,73.5
2,5-96,2021-01-01,80.2
2,5-96,2021-04-01,97.3
2,5-96,2021-07-01,108.3
2,5-96,2021-10-01,114.2
2,5-96,2022-01-01,132.9
2,5-96,2022-04-01,140
2,5-96,2022-07-01,135.6
2,5-96,2022-10-01,135.3
2,5-96,2023-01-01,138.2
2,5-96,2023-04-01,137.2
2,5-96,2023-07-01,125.8
2,5-96,2023-10-01,120.6
2,5-96,2024-01-01,124
2,5-96,2024-04-01,114.2
2,5-96,2024-07-01,108.9
2,5-96,2024-10-01,99.1
2,5-96,2025-01-01,103.1
2,5-96,2025-04-01,103.4
2,5-96,2025-07-01,97.5
2,5-96,2025-10-01,94.8
2,5-96,2026-01-01,108.2
2,55-56,1992-04-01,84.8
2,55-56,1992-07-01,87.7
2,55-56,1992-10-01,92.6
2,55-56,1993-01-01,100.3
2,55-56,1993-04-01,60
2,55-56,1993-07-01,82.6
2,55-56,1993-10-01,52.3
2,55-56,1994-01-01,89.7
2,55-56,1994-04-01,91.1
2,55-56,1994-07-01,98.6
2,55-56,1994-10-01,75.2
2,55-56,1995-01-01,102.5
2,55-56,1995-04-01,97.3
2,55-56,1995-07-01,71.3
2,55-56,1995-10-01,74.5
2,55-56,1996-01-01,94.7
2,55-56,1996-04-01,81.1
2,55-56,1996-07-01,68.7
2,55-56,1996-10-01,77.9
2,55-56,1997-01-01,94.9
2,55-56,1997-04-01,91.7
2,55-56,1997-07-01,70
2,55-56,1997-10-01,61.7
2,55-56,1998-01-01,103.5
2,55-56,1998-04-01,92.8
2,55-56,1998-07-01,141.5
2,55-56,1998-10-01,91.8
2,55-56,1999-01-01,119.8
2,55-56,1999-04-01,208.2
2,55-56,1999-07-01,147.1
2,55-56,1999-10-01,168.8
2,55-56,2000-01-01,215.2
2,55-56,2000-04-01,180.9
2,55-56,2000-07-01,118.6
2,55-56,2000-10-01,126.8
2,55-56,2001-01-01,163.9
2,55-56,2001-04-01,163.9
2,55-56,2001-07-01,101
2,55-56,2001-10-01,80.5
2,55-56,2002-01-01,118.4
2,55-56,2002-04-01,90.4
2,55-56,2002-07-01,67.7
2,55-56,2002-10-01,70.1
2,55-56,2003-01-01,57.4
2,55-56,2003-04-01,66.9
2,55-56,2003-07-01,59
2,55-56,2003-10-01,44.8
2,55-56,2004-01-01,56.4
2,55-56,2004-04-01,39.8
2,55-56,2004-07-01,34.6
2,55-56,2004-10-01,32.7
2,55-56,2005-01-01,38.4
2,55-56,2005-04-01,34.7
2,55-56,2005-07-01,46.5
2,55-56,2005-10-01,31.3
2,55-56,2006-01-01,55.3
2,55-56,2006-04-01,48.9
2,55-56,2006-07-01,53.2
2,55-56,2006-10-01,61.9
2,55-56,2007-01-01,81.9
2,55-56,2007-04-01,79.6
2,55-56,2007-07-01,77.9
2,55-56,2007-10-01,70
2,55-56,2008-01-01,84.5
2,55-56,2008-04-01,89.7
2,55-56,2008-07-01,84.8
2,55-56,2008-10-01,47.4
2,55-56,2009-01-01,69
2,55-56,2009-04-01,53.7
2,55-56,2009-07-01,45
2,55-56,2009-10-01,50.4
2,55-56,2010-01-01,60.9
2,55-56,2010-04-01,38.4
2,55-56,2010-07-01,54.1
2,55-56,2010-10-01,47.1
2,55-56,2011-01-01,72.6
2,55-56,2011-04-01,53.8
2,55-56,2011-07-01,46.1
2,55-56,2011-10-01,32.2
2,55-56,2012-01-01,51.8
2,55-56,2012-04-01,37.5
2,55-56,2012-07-01,33.2
2,55-56,2012-10-01,42.2
2,55-56,2013-01-01,53
2,55-56,2013-04-01,55.7
2,55-56,2013-07-01,56.5
2,55-56,2013-10-01,38.9
2,55-56,2014-01-01,66.4
2,55-56,2014-04-01,52.2
2,55-56,2014-07-01,54.7
2,55-56,2014-10-01,43.8
2,55-56,2015-01-01,62.7
2,55-56,2015-04-01,51
2,55-56,2015-07-01,38.4
2,55-56,2015-10-01,30
2,55-56,2016-01-01,46.9
2,55-56,2016-04-01,49.7
2,55-56,2016-07-01,50.6
2,55-56,2016-10-01,35.8
2,55-56,2017-01-01,56.2
2,55-56,2017-04-01,54.7
2,55-56,2017-07-01,61.1
2,55-56,2017-10-01,49.5
2,55-56,2018-01-01,63.5
2,55-56,2018-04-01,76.1
2,55-56,2018-07-01,83.5
2,55-56,2018-10-01,66.9
2,55-56,2019-01-01,84.6
2,55-56,2019-04-01,113.1
2,55-56,2019-07-01,109.6
2,55-56,2019-10-01,85.1
2,55-56,2020-01-01,44.7
2,55-56,2020-04-01,50.9
2,55-56,2020-07-01,57.8
2,55-56,2020-10-01,20.8
2,55-56,2021-01-01,62.8
2,55-56,2021-04-01,106.3
2,55-56,2021-07-01,122.5
2,55-56,2021-10-01,108.5
2,55-56,2022-01-01,214.7
2,55-56,2022-04-01,141.9
2,55-56,2022-07-01,131
2,55-56,2022-10-01,131.9
2,55-56,2023-01-01,134.3
2,55-56,2023-04-01,120.6
2,55-56,2023-07-01,112.2
2,55-56,2023-10-01,90.2
2,55-56,2024-01-01,100.3
2,55-56,2024-04-01,108.6
2,55-56,2024-07-01,97.2
2,55-56,2024-10-01,91
2,55-56,2025-01-01,96.5
2,55-56,2025-04-01,94.1
2,55-56,2025-07-01,73.9
2,55-56,2025-10-01,82
2,55-56,2026-01-01,102.3
2,58-63,1992-04-01,11.8
2,58-63,1992-07-01,10.8
2,58-63,1992-10-01,10.3
2,58-63,1993-01-01,10
2,58-63,1993-04-01,11.3
2,58-63,1993-07-01,11
2,58-63,1993-10-01,13.8
2,58-63,1994-01-01,15.8
2,58-63,1994-04-01,20.3
2,58-63,1994-07-01,17.8
2,58-63,1994-10-01,23.5
2,58-63,1995-01-01,26.9
2,58-63,1995-04-01,26.2
2,58-63,1995-07-01,23.5
2,58-63,1995-10-01,26.4
2,58-63,1996-01-01,28.5
2,58-63,1996-04-01,32.8
2,58-63,1996-07-01,27.2
2,58-63,1996-10-01,31.9
2,58-63,1997-01-01,35.6
2,58-63,1997-04-01,32.2
2,58-63,1997-07-01,35
2,58-63,1997-10-01,39
2,58-63,1998-01-01,48.1
2,58-63,1998-04-01,55.7
2,58-63,1998-07-01,46.6
2,58-63,1998-10-01,53.7
2,58-63,1999-01-01,55.5
2,58-63,1999-04-01,71.4
2,58-63,1999-07-01,73.8
2,58-63,1999-10-01,89.9
2,58-63,2000-01-01,103.6
2,58-63,2000-04-01,100.4
2,58-63,2000-07-01,111.5
2,58-63,2000-10-01,111.2
2,58-63,2001-01-01,94.5
2,58-63,2001-04-01,85
2,58-63,2001-07-01,52.4
2,58-63,2001-10-01,42.8
2,58-63,2002-01-01,40.5
2,58-63,2002-04-01,33.8
2,58-63,2002-07-01,28.1
2,58-63,2002-10-01,19.7
2,58-63,2003-01-01,20.3
2,58-63,2003-04-01,17.6
2,58-63,2003-07-01,13.9
2,58-63,2003-10-01,14.4
2,58-63,2004-01-01,28.3
2,58-63,2004-04-01,26.2
2,58-63,2004-07-01,27.4
2,58-63,2004-10-01,28.3
2,58-63,2005-01-01,33.3
2,58-63,2005-04-01,27.6
2,58-63,2005-07-01,27
2,58-63,2005-10-01,32.1
2,58-63,2006-01-01,45
2,58-63,2006-04-01,43.4
2,58-63,2006-07-01,45.4
2,58-63,2006-10-01,64.1
2,58-63,2007-01-01,62
2,58-63,2007-04-01,68.1
2,58-63,2007-07-01,70.5
2,58-63,2007-10-01,72.6
2,58-63,2008-01-01,78.9
2,58-63,2008-04-01,74.3
2,58-63,2008-07-01,72.3
2,58-63,2008-10-01,51.4
2,58-63,2009-01-01,46.8
2,58-63,2009-04-01,40.3
2,58-63,2009-07-01,38
2,58-63,2009-10-01,41.6
2,58-63,2010-01-01,43.7
2,58-63,2010-04-01,47.6
2,58-63,2010-07-01,54.3
2,58-63,2010-10-01,59.5
2,58-63,2011-01-01,63.7
2,58-63,2011-04-01,64.4
2,58-63,2011-07-01,52.8
2,58-63,2011-10-01,50.4
2,58-63,2012-01-01,47.6
2,58-63,2012-04-01,42.5
2,58-63,2012-07-01,47.9
2,58-63,2012-10-01,48.6
2,58-63,2013-01-01,55.3
2,58-63,2013-04-01,63.7
2,58-63,2013-07-01,71.4
2,58-63,2013-10-01,65.6
2,58-63,2014-01-01,72.8
2,58-63,2014-04-01,61.5
2,58-63,2014-07-01,61.9
2,58-63,2014-10-01,62.8
2,58-63,2015-01-01,64.2
2,58-63,2015-04-01,64.8
2,58-63,2015-07-01,65.9
2,58-63,2015-10-01,67.8
2,58-63,2016-01-01,77.6
2,58-63,2016-04-01,79
2,58-63,2016-07-01,65.6
2,58-63,2016-10-01,80.9
2,58-63,2017-01-01,78.5
2,58-63,2017-04-01,75.1
2,58-63,2017-07-01,61.7
2,58-63,2017-10-01,70.2
2,58-63,2018-01-01,71.8
2,58-63,2018-04-01,101.3
2,58-63,2018-07-01,88
2,58-63,2018-10-01,99.2
2,58-63,2019-01-01,101.6
2,58-63,2019-04-01,102
2,58-63,2019-07-01,104.7
2,58-63,2019-10-01,107.8
2,58-63,2020-01-01,100.8
2,58-63,2020-04-01,83.3
2,58-63,2020-07-01,81.6
2,58-63,2020-10-01,82.3
2,58-63,2021-01-01,80.7
2,58-63,2021-04-01,91.3
2,58-63,2021-07-01,108.9
2,58-63,2021-10-01,119.1
2,58-63,2022-01-01,121.5
2,58-63,2022-04-01,147.9
2,58-63,2022-07-01,132.2
2,58-63,2022-10-01,126.3
2,58-63,2023-01-01,118.2
2,58-63,2023-04-01,105.8
2,58-63,2023-07-01,106
2,58-63,2023-10-01,91.6
2,58-63,2024-01-01,116.3
2,58-63,2024-04-01,99.7
2,58-63,2024-07-01,79.4
2,58-63,2024-10-01,79.6
2,58-63,2025-01-01,86.5
2,58-63,2025-04-01,81.4
2,58-63,2025-07-01,82.5
2,58-63,2025-10-01,78.6
2,58-63,2026-01-01,77.5
2,62-63,1992-04-01,11.2
2,62-63,1992-07-01,10.1
2,62-63,1992-10-01,9.9
2,62-63,1993-01-01,9.6
2,62-63,1993-04-01,11.5
2,62-63,1993-07-01,10.6
2,62-63,1993-10-01,14.5
