D0,D1,D2,D3,D4,date,value
BE,D,IZ,II,BMF,2017-05-01,0.22245
BE,D,IZ,II,BMF,2017-06-01,0.51908
BE,D,IZ,II,BMF,2017-07-01,0.65007143
BE,D,IZ,II,BMF,2017-08-01,0.93380818
BE,D,IZ,II,BMF,2017-09-01,0.92430041
BE,D,IZ,II,BMF,2017-10-01,0.81062854
BE,D,IZ,II,BMF,2017-11-01,1.68670784
BE,D,IZ,II,BMF,2017-12-01,3.10863424
BE,D,IZ,II,BMF,2018-01-01,2.50802774
BE,D,IZ,II,BMF,2018-02-01,8.78537079
BE,D,IZ,II,BMF,2018-03-01,23.3526105
BE,D,IZ,II,BMF,2018-04-01,33.24398819
BE,D,IZ,II,BMF,2018-05-01,51.41404636
BE,D,IZ,II,BMF,2018-06-01,106.25140643
BE,D,IZ,II,BMF,2018-07-01,229.32073933
BE,D,IZ,II,BMF,2018-08-01,293.30239643
BE,D,IZ,II,BMF,2018-09-01,357.51394504
BE,D,IZ,II,BMF,2018-10-01,500.95006251
BE,D,IZ,II,BMF,2018-11-01,616.8770354
BE,D,IZ,II,BMF,2018-12-01,833.47174817
BE,D,IZ,II,BMF,2019-01-01,662.09408348
BE,D,IZ,II,BMF,2019-02-01,744.66025804
BE,D,IZ,II,BMF,2019-03-01,1029.35537245
BE,D,IZ,II,BMF,2019-04-01,1220.99104426
BE,D,IZ,II,BMF,2019-05-01,1493.77734981
BE,D,IZ,II,BMF,2019-06-01,1571.7349309
BE,D,IZ,II,BMF,2019-07-01,1820.66219575
BE,D,IZ,II,BMF,2019-08-01,1731.24389172
BE,D,IZ,II,BMF,2019-09-01,1799.93077703
BE,D,IZ,II,BMF,2019-10-01,2002.37346916
BE,D,IZ,II,BMF,2019-11-01,2234.75301428
BE,D,IZ,II,BMF,2019-12-01,2927.46703785
BE,D,IZ,II,BMF,2020-01-01,2244.16811153
BE,D,IZ,II,BMF,2020-02-01,2365.11208425
BE,D,IZ,II,BMF,2020-03-01,2227.03125168
BE,D,IZ,II,BMF,2020-04-01,1771.18406493
BE,D,IZ,II,BMF,2020-05-01,2231.30381816
BE,D,IZ,II,BMF,2020-06-01,2555.95045645
BE,D,IZ,II,BMF,2020-07-01,2891.47567645
BE,D,IZ,II,BMF,2020-08-01,2634.43960418
BE,D,IZ,II,BMF,2020-09-01,2689.65889543
BE,D,IZ,II,TT,2017-05-01,0.469
BE,D,IZ,II,TT,2017-06-01,1.449
BE,D,IZ,II,TT,2017-07-01,1.842
BE,D,IZ,II,TT,2017-08-01,2.84
BE,D,IZ,II,TT,2017-09-01,2.919
BE,D,IZ,II,TT,2017-10-01,2.784
BE,D,IZ,II,TT,2017-11-01,5.027
BE,D,IZ,II,TT,2017-12-01,7.391
BE,D,IZ,II,TT,2018-01-01,6.625
BE,D,IZ,II,TT,2018-02-01,20.532
BE,D,IZ,II,TT,2018-03-01,56.374
BE,D,IZ,II,TT,2018-04-01,83.463
BE,D,IZ,II,TT,2018-05-01,127.398
BE,D,IZ,II,TT,2018-06-01,245.819
BE,D,IZ,II,TT,2018-07-01,487.363
BE,D,IZ,II,TT,2018-08-01,629.176
BE,D,IZ,II,TT,2018-09-01,777.719
BE,D,IZ,II,TT,2018-10-01,1090.934
BE,D,IZ,II,TT,2018-11-01,1367.65
BE,D,IZ,II,TT,2018-12-01,1642.154
BE,D,IZ,II,TT,2019-01-01,1446.807
BE,D,IZ,II,TT,2019-02-01,1694.272
BE,D,IZ,II,TT,2019-03-01,2439.955
BE,D,IZ,II,TT,2019-04-01,3044.791
BE,D,IZ,II,TT,2019-05-01,3836.67
BE,D,IZ,II,TT,2019-06-01,4101.448
BE,D,IZ,II,TT,2019-07-01,4462.921
BE,D,IZ,II,TT,2019-08-01,4622.729
BE,D,IZ,II,TT,2019-09-01,4818.336
BE,D,IZ,II,TT,2019-10-01,5354.133
BE,D,IZ,II,TT,2019-11-01,5957.906
BE,D,IZ,II,TT,2019-12-01,6719.348
BE,D,IZ,II,TT,2020-01-01,5890.663
BE,D,IZ,II,TT,2020-02-01,6320.124
BE,D,IZ,II,TT,2020-03-01,4839.973
BE,D,IZ,II,TT,2020-04-01,3540.936
BE,D,IZ,II,TT,2020-05-01,5017.099
BE,D,IZ,II,TT,2020-06-01,6014.714
BE,D,IZ,II,TT,2020-07-01,6855.797
BE,D,IZ,II,TT,2020-08-01,6431.88
BE,D,IZ,II,TT,2020-09-01,6495.825
BT,D,AZ,II,BMF,2005-01-01,67.3
BT,D,AZ,II,BMF,2005-02-01,67.4
BT,D,AZ,II,BMF,2005-03-01,85.7
BT,D,AZ,II,BMF,2005-04-01,43.1
BT,D,AZ,II,BMF,2005-05-01,46.8
BT,D,AZ,II,BMF,2005-06-01,52.2
BT,D,AZ,II,BMF,2005-07-01,78.6
BT,D,AZ,II,BMF,2005-08-01,96.7
BT,D,AZ,II,BMF,2005-09-01,55.6
BT,D,AZ,II,BMF,2005-10-01,47.3
BT,D,AZ,II,BMF,2005-11-01,35.6
BT,D,AZ,II,BMF,2005-12-01,62.4
BT,D,AZ,II,BMF,2006-01-01,67.7
BT,D,AZ,II,BMF,2006-02-01,69.6
BT,D,AZ,II,BMF,2006-03-01,73.9
BT,D,AZ,II,BMF,2006-04-01,59.4
BT,D,AZ,II,BMF,2006-05-01,48.1
BT,D,AZ,II,BMF,2006-06-01,58.7
BT,D,AZ,II,BMF,2006-07-01,87.7
BT,D,AZ,II,BMF,2006-08-01,95
BT,D,AZ,II,BMF,2006-09-01,62.4
BT,D,AZ,II,BMF,2006-10-01,50.8
BT,D,AZ,II,BMF,2006-11-01,39.2
BT,D,AZ,II,BMF,2006-12-01,65.3
BT,D,AZ,II,BMF,2007-01-01,69.5
BT,D,AZ,II,BMF,2007-02-01,69.8
BT,D,AZ,II,BMF,2007-03-01,79.3
BT,D,AZ,II,BMF,2007-04-01,64
BT,D,AZ,II,BMF,2007-05-01,50.7
BT,D,AZ,II,BMF,2007-06-01,63.8
BT,D,AZ,II,BMF,2007-07-01,94.7
BT,D,AZ,II,BMF,2007-08-01,101.7
BT,D,AZ,II,BMF,2007-09-01,63.9
BT,D,AZ,II,BMF,2007-10-01,55.8
BT,D,AZ,II,BMF,2007-11-01,42.2
BT,D,AZ,II,BMF,2007-12-01,76.9
BT,D,AZ,II,BMF,2008-01-01,71.2
BT,D,AZ,II,BMF,2008-02-01,85.4
BT,D,AZ,II,BMF,2008-03-01,97
BT,D,AZ,II,BMF,2008-04-01,50.3
BT,D,AZ,II,BMF,2008-05-01,58.5
BT,D,AZ,II,BMF,2008-06-01,76.3
BT,D,AZ,II,BMF,2008-07-01,100.9
BT,D,AZ,II,BMF,2008-08-01,104.3
BT,D,AZ,II,BMF,2008-09-01,66.5
BT,D,AZ,II,BMF,2008-10-01,53.7
BT,D,AZ,II,BMF,2008-11-01,38.8
BT,D,AZ,II,BMF,2008-12-01,77.6
BT,D,AZ,II,BMF,2009-01-01,67.8
BT,D,AZ,II,BMF,2009-02-01,74.9
BT,D,AZ,II,BMF,2009-03-01,70.8
BT,D,AZ,II,BMF,2009-04-01,62.7
BT,D,AZ,II,BMF,2009-05-01,46.6
BT,D,AZ,II,BMF,2009-06-01,55.3
BT,D,AZ,II,BMF,2009-07-01,84
BT,D,AZ,II,BMF,2009-08-01,96.2
BT,D,AZ,II,BMF,2009-09-01,55.4
BT,D,AZ,II,BMF,2009-10-01,44.8
BT,D,AZ,II,BMF,2009-11-01,32.1
BT,D,AZ,II,BMF,2009-12-01,63.2
BT,D,AZ,II,BMF,2010-01-01,50.8
BT,D,AZ,II,BMF,2010-02-01,61.8
BT,D,AZ,II,BMF,2010-03-01,64.3
BT,D,AZ,II,BMF,2010-04-01,44.5
BT,D,AZ,II,BMF,2010-05-01,41.1
BT,D,AZ,II,BMF,2010-06-01,48.6
BT,D,AZ,II,BMF,2010-07-01,78.4
BT,D,AZ,II,BMF,2010-08-01,81.9
BT,D,AZ,II,BMF,2010-09-01,48.2
BT,D,AZ,II,BMF,2010-10-01,37.8
BT,D,AZ,II,BMF,2010-11-01,30.6
BT,D,AZ,II,BMF,2010-12-01,49.4
BT,D,AZ,II,BMF,2011-01-01,46.9
BT,D,AZ,II,BMF,2011-02-01,45.9
BT,D,AZ,II,BMF,2011-03-01,55.6
BT,D,AZ,II,BMF,2011-04-01,38.4
BT,D,AZ,II,BMF,2011-05-01,31.2
BT,D,AZ,II,BMF,2011-06-01,26.3
BT,D,AZ,II,BMF,2011-07-01,55.1
BT,D,AZ,II,BMF,2011-08-01,55.4
BT,D,AZ,II,BMF,2011-09-01,34.5
BT,D,AZ,II,BMF,2011-10-01,29.1
BT,D,AZ,II,BMF,2011-11-01,22.4
BT,D,AZ,II,BMF,2011-12-01,37
BT,D,AZ,II,BMF,2012-01-01,35.6
BT,D,AZ,II,BMF,2012-02-01,39.6
BT,D,AZ,II,BMF,2012-03-01,39.4
BT,D,AZ,II,BMF,2012-04-01,30.1
BT,D,AZ,II,BMF,2012-05-01,27.2
BT,D,AZ,II,BMF,2012-06-01,32.9
BT,D,AZ,II,BMF,2012-07-01,46.8
BT,D,AZ,II,BMF,2012-08-01,50
BT,D,AZ,II,BMF,2012-09-01,30.9
BT,D,AZ,II,BMF,2012-10-01,26.6
BT,D,AZ,II,BMF,2012-11-01,20
BT,D,AZ,II,BMF,2012-12-01,30.6
BT,D,AZ,II,BMF,2013-01-01,30.4
BT,D,AZ,II,BMF,2013-02-01,35
BT,D,AZ,II,BMF,2013-03-01,37.5
BT,D,AZ,II,BMF,2013-04-01,25.1
BT,D,AZ,II,BMF,2013-05-01,25.3
BT,D,AZ,II,BMF,2013-06-01,28.6
BT,D,AZ,II,BMF,2013-07-01,44.6
BT,D,AZ,II,BMF,2013-08-01,48.8
BT,D,AZ,II,BMF,2013-09-01,29.7
BT,D,AZ,II,BMF,2013-10-01,24.1
BT,D,AZ,II,BMF,2013-11-01,19.1
BT,D,AZ,II,BMF,2013-12-01,33.7
BT,D,AZ,II,BMF,2014-01-01,32.4
BT,D,AZ,II,BMF,2014-02-01,32.4
BT,D,AZ,II,BMF,2014-03-01,41.1
BT,D,AZ,II,BMF,2014-04-01,30.2
BT,D,AZ,II,BMF,2014-05-01,27.8
BT,D,AZ,II,BMF,2014-06-01,33.7
BT,D,AZ,II,BMF,2014-07-01,41.6
BT,D,AZ,II,BMF,2014-08-01,51
BT,D,AZ,II,BMF,2014-09-01,32.6
BT,D,AZ,II,BMF,2014-10-01,28.8
BT,D,AZ,II,BMF,2014-11-01,22.7
BT,D,AZ,II,BMF,2014-12-01,31.6
BT,D,AZ,II,BMF,2015-01-01,23.5
BT,D,AZ,II,BMF,2015-02-01,26.1
BT,D,AZ,II,BMF,2015-03-01,25.6
BT,D,AZ,II,BMF,2015-04-01,19.5
BT,D,AZ,II,BMF,2015-05-01,19
BT,D,AZ,II,BMF,2015-06-01,21.7
BT,D,AZ,II,BMF,2015-07-01,29.6
BT,D,AZ,II,BMF,2015-08-01,33.4
BT,D,AZ,II,BMF,2015-09-01,21.7
BT,D,AZ,II,BMF,2015-10-01,18.7
BT,D,AZ,II,BMF,2015-11-01,15.4
BT,D,AZ,II,BMF,2015-12-01,25.5
BT,D,AZ,II,BMF,2016-01-01,20.5
BT,D,AZ,II,BMF,2016-02-01,24.1
BT,D,AZ,II,BMF,2016-03-01,26.9
BT,D,AZ,II,BMF,2016-04-01,16.6
BT,D,AZ,II,BMF,2016-05-01,18.7
BT,D,AZ,II,BMF,2016-06-01,20.2
BT,D,AZ,II,BMF,2016-07-01,29.3
BT,D,AZ,II,BMF,2016-08-01,33.6
BT,D,AZ,II,BMF,2016-09-01,21.8
BT,D,AZ,II,BMF,2016-10-01,18.5
BT,D,AZ,II,BMF,2016-11-01,14.4
BT,D,AZ,II,BMF,2016-12-01,23.2
BT,D,AZ,II,BMF,2017-01-01,19.4
BT,D,AZ,II,BMF,2017-02-01,21.9
BT,D,AZ,II,BMF,2017-03-01,22.7
BT,D,AZ,II,BMF,2017-04-01,23.4
BT,D,AZ,II,BMF,2017-05-01,21.4
BT,D,AZ,II,BMF,2017-06-01,20.6
BT,D,AZ,II,BMF,2017-07-01,27.3
BT,D,AZ,II,BMF,2017-08-01,31.2
BT,D,AZ,II,BMF,2017-09-01,20.4
BT,D,AZ,II,BMF,2017-10-01,17.7
BT,D,AZ,II,BMF,2017-11-01,13.9
BT,D,AZ,II,BMF,2017-12-01,22.5
BT,D,AZ,II,BMF,2018-01-01,19
BT,D,AZ,II,BMF,2018-02-01,21.4
BT,D,AZ,II,BMF,2018-03-01,23.9
BT,D,AZ,II,BMF,2018-04-01,16.6
BT,D,AZ,II,BMF,2018-05-01,17
BT,D,AZ,II,BMF,2018-06-01,19.6
BT,D,AZ,II,BMF,2018-07-01,26.9
BT,D,AZ,II,BMF,2018-08-01,30.4
BT,D,AZ,II,BMF,2018-09-01,19.9
BT,D,AZ,II,BMF,2018-10-01,16.4
BT,D,AZ,II,BMF,2018-11-01,23.9
BT,D,AZ,II,BMF,2018-12-01,36.4
BT,D,AZ,II,BMF,2019-01-01,28.7
BT,D,AZ,II,BMF,2019-02-01,29.6
BT,D,AZ,II,BMF,2019-03-01,36.3
BT,D,AZ,II,BMF,2019-04-01,28.8
BT,D,AZ,II,BMF,2019-05-01,27
BT,D,AZ,II,BMF,2019-06-01,31.9
BT,D,AZ,II,BMF,2019-07-01,40.1
BT,D,AZ,II,BMF,2019-08-01,43.1
BT,D,AZ,II,BMF,2019-09-01,31.1
BT,D,AZ,II,BMF,2019-10-01,28
BT,D,AZ,II,BMF,2019-11-01,28.8
BT,D,AZ,II,BMF,2019-12-01,42.9
BT,D,AZ,II,BMF,2020-01-01,58.5
BT,D,AZ,II,BMF,2020-02-01,65.4
BT,D,AZ,II,BMF,2020-03-01,40.2
BT,D,AZ,II,BMF,2020-04-01,19.3
BT,D,AZ,II,BMF,2020-05-01,25.1
BT,D,AZ,II,BMF,2020-06-01,41
BT,D,AZ,II,BMF,2020-07-01,60.2
BT,D,AZ,II,BMF,2020-08-01,64.9
BT,D,AZ,II,BMF,2020-09-01,53.3
BT,D,AZ,II,BMF,2020-10-01,45.2
BT,D,AZ,II,BMF,2020-11-01,36
BT,D,AZ,II,BMF,2020-12-01,40.5
BT,D,AZ,II,BMF,2021-01-01,28.9
BT,D,AZ,II,BMF,2021-02-01,28.8
BT,D,AZ,II,BMF,2021-03-01,35.7
BT,D,AZ,II,BMF,2021-04-01,34.3
BT,D,AZ,II,BMF,2021-05-01,44.2
BT,D,AZ,II,BMF,2021-06-01,50.1
BT,D,AZ,II,BMF,2021-07-01,65.1
BT,D,AZ,II,BMF,2021-08-01,77.4
BT,D,AZ,II,BMF,2021-09-01,62.5
BT,D,AZ,II,BMF,2021-10-01,56.9
BT,D,AZ,II,BMF,2021-11-01,49.1
BT,D,AZ,II,BMF,2021-12-01,58.7
BT,D,AZ,II,BMF,2022-01-01,49.7
BT,D,AZ,II,BMF,2022-02-01,58.1
BT,D,AZ,II,BMF,2022-03-01,73.9
BT,D,AZ,II,BMF,2022-04-01,55.8
BT,D,AZ,II,BMF,2022-05-01,60.9
BT,D,AZ,II,BMF,2022-06-01,66.6
BT,D,AZ,II,BMF,2022-07-01,75.7
BT,D,AZ,II,BMF,2022-08-01,77.4
BT,D,AZ,II,BMF,2022-09-01,62.6
BT,D,AZ,II,BMF,2022-10-01,58.3
BT,D,AZ,II,BMF,2022-11-01,50.8
BT,D,AZ,II,BMF,2022-12-01,65.6
BT,D,AZ,II,BMF,2023-01-01,54.9
BT,D,AZ,II,BMF,2023-02-01,54.5
BT,D,AZ,II,BMF,2023-03-01,58
BT,D,AZ,II,BMF,2023-04-01,52.7
BT,D,AZ,II,BMF,2023-05-01,55.3
BT,D,AZ,II,BMF,2023-06-01,61.7
BT,D,AZ,II,BMF,2023-07-01,69.5
BT,D,AZ,II,BMF,2023-08-01,70.8
BT,D,AZ,II,BMF,2023-09-01,61.1
BT,D,AZ,II,BMF,2023-10-01,54.3
BT,D,AZ,II,BMF,2023-11-01,48.5
BT,D,AZ,II,BMF,2023-12-01,62.4
BT,D,AZ,II,BMF,2024-01-01,51
BT,D,AZ,II,BMF,2024-02-01,53.3
BT,D,AZ,II,BMF,2024-03-01,57.6
BT,D,AZ,II,BMF,2024-04-01,51.5
BT,D,AZ,II,BMF,2024-05-01,57.6
BT,D,AZ,II,BMF,2024-06-01,59.5
BT,D,AZ,II,BMF,2024-07-01,68.2
BT,D,AZ,II,BMF,2024-08-01,71.7
BT,D,AZ,II,BMF,2024-09-01,58.4
BT,D,AZ,II,BMF,2024-10-01,54.4
BT,D,AZ,II,BMF,2024-11-01,49.8
BT,D,AZ,II,BMF,2024-12-01,66.3
BT,D,AZ,II,BMF,2025-01-01,50
BT,D,AZ,II,BMF,2025-02-01,48
BT,D,AZ,II,BMF,2025-03-01,52.9
BT,D,AZ,II,BMF,2025-04-01,46.7
BT,D,AZ,II,BMF,2025-05-01,49.9
BT,D,AZ,II,BMF,2025-06-01,54.1
BT,D,AZ,II,BMF,2025-07-01,62.7
BT,D,AZ,II,BMF,2025-08-01,66.9
BT,D,AZ,II,BMF,2025-09-01,54
BT,D,AZ,II,BMF,2025-10-01,49.2
BT,D,AZ,II,BMF,2025-11-01,43.8
BT,D,AZ,II,BMF,2025-12-01,55.8
BT,D,AZ,II,BMF,2026-01-01,46.3
BT,D,AZ,II,BMF,2026-02-01,45.7
BT,D,AZ,II,BMF,2026-03-01,49.4
BT,D,AZ,II,BMF,2026-04-01,45.1
BT,D,AZ,II,BMF,2026-05-01,48.9
BT,D,AZ,II,BTF,2005-01-01,260.04636785162285
BT,D,AZ,II,BTF,2005-02-01,266.825019794141
BT,D,AZ,II,BTF,2005-03-01,265.40724682564263
BT,D,AZ,II,BTF,2005-04-01,230.8516336368506
BT,D,AZ,II,BTF,2005-05-01,227.40524781341105
BT,D,AZ,II,BTF,2005-06-01,230.4635761589404
BT,D,AZ,II,BTF,2005-07-01,246.00938967136148
BT,D,AZ,II,BTF,2005-08-01,247.5678443420379
BT,D,AZ,II,BTF,2005-09-01,235.59322033898306
BT,D,AZ,II,BTF,2005-10-01,231.52227116984824
BT,D,AZ,II,BTF,2005-11-01,223.4777150031387
BT,D,AZ,II,BTF,2005-12-01,265.9846547314578
BT,D,AZ,II,BTF,2006-01-01,263.2192846034215
BT,D,AZ,II,BTF,2006-02-01,269.1415313225058
BT,D,AZ,II,BTF,2006-03-01,259.7539543057997
BT,D,AZ,II,BTF,2006-04-01,253.3049040511727
BT,D,AZ,II,BTF,2006-05-01,231.02785782901057
BT,D,AZ,II,BTF,2006-06-01,236.78902783380394
BT,D,AZ,II,BTF,2006-07-01,252.9564464955293
BT,D,AZ,II,BTF,2006-08-01,253.2657957877899
BT,D,AZ,II,BTF,2006-09-01,242.99065420560746
BT,D,AZ,II,BTF,2006-10-01,238.0506091846298
BT,D,AZ,II,BTF,2006-11-01,230.58823529411765
BT,D,AZ,II,BTF,2006-12-01,272.0833333333333
BT,D,AZ,II,BTF,2007-01-01,257.69373377827213
BT,D,AZ,II,BTF,2007-02-01,257.9453067257945
BT,D,AZ,II,BTF,2007-03-01,263.45514950166114
BT,D,AZ,II,BTF,2007-04-01,256.71881267549134
BT,D,AZ,II,BTF,2007-05-01,239.2638036809816
BT,D,AZ,II,BTF,2007-06-01,245.38461538461536
BT,D,AZ,II,BTF,2007-07-01,260.52269601100414
BT,D,AZ,II,BTF,2007-08-01,259.63747766147566
BT,D,AZ,II,BTF,2007-09-01,248.05900621118013
BT,D,AZ,II,BTF,2007-10-01,245.27472527472526
BT,D,AZ,II,BTF,2007-11-01,235.49107142857144
BT,D,AZ,II,BTF,2007-12-01,278.92636924192965
BT,D,AZ,II,BTF,2008-01-01,270.0037921880926
BT,D,AZ,II,BTF,2008-02-01,276.4648753641956
BT,D,AZ,II,BTF,2008-03-01,273.1624894395945
BT,D,AZ,II,BTF,2008-04-01,236.70588235294116
BT,D,AZ,II,BTF,2008-05-01,237.03403565640193
BT,D,AZ,II,BTF,2008-06-01,233.54759718396082
BT,D,AZ,II,BTF,2008-07-01,260.92578226015
BT,D,AZ,II,BTF,2008-08-01,258.68055555555554
BT,D,AZ,II,BTF,2008-09-01,244.48529411764704
BT,D,AZ,II,BTF,2008-10-01,235.42306006137662
BT,D,AZ,II,BTF,2008-11-01,222.2222222222222
BT,D,AZ,II,BTF,2008-12-01,271.8990889978977
BT,D,AZ,II,BTF,2009-01-01,256.9154982948087
BT,D,AZ,II,BTF,2009-02-01,266.6429334282663
BT,D,AZ,II,BTF,2009-03-01,250.8858965272856
BT,D,AZ,II,BTF,2009-04-01,249.5025865499403
BT,D,AZ,II,BTF,2009-05-01,226.43343051506315
BT,D,AZ,II,BTF,2009-06-01,232.8421052631579
BT,D,AZ,II,BTF,2009-07-01,252.3280264343647
BT,D,AZ,II,BTF,2009-08-01,252.49343832020998
BT,D,AZ,II,BTF,2009-09-01,237.56432246998284
BT,D,AZ,II,BTF,2009-10-01,233.33333333333331
BT,D,AZ,II,BTF,2009-11-01,219.71252566735112
BT,D,AZ,II,BTF,2009-12-01,271.24463519313304
BT,D,AZ,II,BTF,2010-01-01,258.130081300813
BT,D,AZ,II,BTF,2010-02-01,268.695652173913
BT,D,AZ,II,BTF,2010-03-01,260.2185350060704
BT,D,AZ,II,BTF,2010-04-01,240.41058887088062
BT,D,AZ,II,BTF,2010-05-01,227.19734660033168
BT,D,AZ,II,BTF,2010-06-01,228.16901408450704
BT,D,AZ,II,BTF,2010-07-01,245.3834115805947
BT,D,AZ,II,BTF,2010-08-01,242.66666666666666
BT,D,AZ,II,BTF,2010-09-01,227.2512965582273
BT,D,AZ,II,BTF,2010-10-01,222.09165687426557
BT,D,AZ,II,BTF,2010-11-01,211.91135734072023
BT,D,AZ,II,BTF,2010-12-01,256.35703165542293
BT,D,AZ,II,BTF,2011-01-01,248.54266030736622
BT,D,AZ,II,BTF,2011-02-01,244.93062966915687
BT,D,AZ,II,BTF,2011-03-01,247.7718360071301
BT,D,AZ,II,BTF,2011-04-01,228.16399286987522
BT,D,AZ,II,BTF,2011-05-01,210.95334685598377
BT,D,AZ,II,BTF,2011-06-01,221.5669755686605
BT,D,AZ,II,BTF,2011-07-01,227.12283594394066
BT,D,AZ,II,BTF,2011-08-01,212.99500192233756
BT,D,AZ,II,BTF,2011-09-01,209.34466019417476
BT,D,AZ,II,BTF,2011-10-01,207.1174377224199
BT,D,AZ,II,BTF,2011-11-01,199.821587867975
BT,D,AZ,II,BTF,2011-12-01,240.7286922576448
BT,D,AZ,II,BTF,2012-01-01,234.983498349835
BT,D,AZ,II,BTF,2012-02-01,240.29126213592232
BT,D,AZ,II,BTF,2012-03-01,229.33643771827704
BT,D,AZ,II,BTF,2012-04-01,220.19019751280177
BT,D,AZ,II,BTF,2012-05-01,205.12820512820514
BT,D,AZ,II,BTF,2012-06-01,216.16294349540078
BT,D,AZ,II,BTF,2012-07-01,223.70936902485658
BT,D,AZ,II,BTF,2012-08-01,217.48586341887778
BT,D,AZ,II,BTF,2012-09-01,211.64383561643837
BT,D,AZ,II,BTF,2012-10-01,207.97498045347928
BT,D,AZ,II,BTF,2012-11-01,195.50342130987292
BT,D,AZ,II,BTF,2012-12-01,236.2934362934363
BT,D,AZ,II,BTF,2013-01-01,231.17870722433457
BT,D,AZ,II,BTF,2013-02-01,238.0952380952381
BT,D,AZ,II,BTF,2013-03-01,233.3540759178594
BT,D,AZ,II,BTF,2013-04-01,207.6095947063689
BT,D,AZ,II,BTF,2013-05-01,204.19693301049233
BT,D,AZ,II,BTF,2013-06-01,213.2736763609247
BT,D,AZ,II,BTF,2013-07-01,218.62745098039218
BT,D,AZ,II,BTF,2013-08-01,219.91888237945017
BT,D,AZ,II,BTF,2013-09-01,209.7457627118644
BT,D,AZ,II,BTF,2013-10-01,203.89170896785112
BT,D,AZ,II,BTF,2013-11-01,193.71196754563897
BT,D,AZ,II,BTF,2013-12-01,236.65730337078654
BT,D,AZ,II,BTF,2014-01-01,232.0916905444126
BT,D,AZ,II,BTF,2014-02-01,232.0916905444126
BT,D,AZ,II,BTF,2014-03-01,232.99319727891157
BT,D,AZ,II,BTF,2014-04-01,223.7037037037037
BT,D,AZ,II,BTF,2014-05-01,208.3958020989505
BT,D,AZ,II,BTF,2014-06-01,216.44187540141303
BT,D,AZ,II,BTF,2014-07-01,221.04144527098833
BT,D,AZ,II,BTF,2014-08-01,224.47183098591552
BT,D,AZ,II,BTF,2014-09-01,215.89403973509934
BT,D,AZ,II,BTF,2014-10-01,213.49147516679022
BT,D,AZ,II,BTF,2014-11-01,204.5045045045045
BT,D,AZ,II,BTF,2014-12-01,233.0383480825959
BT,D,AZ,II,BTF,2015-01-01,212.09386281588448
BT,D,AZ,II,BTF,2015-02-01,214.99176276771004
BT,D,AZ,II,BTF,2015-03-01,209.8360655737705
BT,D,AZ,II,BTF,2015-04-01,196.77093844601413
BT,D,AZ,II,BTF,2015-05-01,187.3767258382643
BT,D,AZ,II,BTF,2015-06-01,192.3758865248227
BT,D,AZ,II,BTF,2015-07-01,200.4062288422478
BT,D,AZ,II,BTF,2015-08-01,204.03176542455714
BT,D,AZ,II,BTF,2015-09-01,194.09660107334525
BT,D,AZ,II,BTF,2015-10-01,189.4630192502533
BT,D,AZ,II,BTF,2015-11-01,183.9904420549582
BT,D,AZ,II,BTF,2015-12-01,215.73604060913706
BT,D,AZ,II,BTF,2016-01-01,208.75763747454172
BT,D,AZ,II,BTF,2016-02-01,214.60373998219058
BT,D,AZ,II,BTF,2016-03-01,217.81376518218622
BT,D,AZ,II,BTF,2016-04-01,189.4977168949772
BT,D,AZ,II,BTF,2016-05-01,189.0798786653185
BT,D,AZ,II,BTF,2016-06-01,189.13857677902624
BT,D,AZ,II,BTF,2016-07-01,199.04891304347828
BT,D,AZ,II,BTF,2016-08-01,203.02114803625378
BT,D,AZ,II,BTF,2016-09-01,197.1066907775769
BT,D,AZ,II,BTF,2016-10-01,192.3076923076923
BT,D,AZ,II,BTF,2016-11-01,186.04651162790697
BT,D,AZ,II,BTF,2016-12-01,218.2502351834431
BT,D,AZ,II,BTF,2017-01-01,212.95279912184412
BT,D,AZ,II,BTF,2017-02-01,212.41513094083413
BT,D,AZ,II,BTF,2017-03-01,206.5514103730664
BT,D,AZ,II,BTF,2017-04-01,213.69863013698628
BT,D,AZ,II,BTF,2017-05-01,201.5065913370998
BT,D,AZ,II,BTF,2017-06-01,190.56429232192417
BT,D,AZ,II,BTF,2017-07-01,200.1466275659824
BT,D,AZ,II,BTF,2017-08-01,199.2337164750958
BT,D,AZ,II,BTF,2017-09-01,196.53179190751442
BT,D,AZ,II,BTF,2017-10-01,192.81045751633988
BT,D,AZ,II,BTF,2017-11-01,189.63165075034107
BT,D,AZ,II,BTF,2017-12-01,220.37218413320275
BT,D,AZ,II,BTF,2018-01-01,214.4469525959368
BT,D,AZ,II,BTF,2018-02-01,218.144750254842
BT,D,AZ,II,BTF,2018-03-01,220.68328716528163
BT,D,AZ,II,BTF,2018-04-01,194.60726846424387
BT,D,AZ,II,BTF,2018-05-01,192.52548131370327
BT,D,AZ,II,BTF,2018-06-01,192.72369714847594
BT,D,AZ,II,BTF,2018-07-01,202.10368144252442
BT,D,AZ,II,BTF,2018-08-01,198.9528795811518
BT,D,AZ,II,BTF,2018-09-01,194.14634146341464
BT,D,AZ,II,BTF,2018-10-01,194.5432977461447
BT,D,AZ,II,BTF,2018-11-01,213.77459749552773
BT,D,AZ,II,BTF,2018-12-01,243.47826086956522
BT,D,AZ,II,BTF,2019-01-01,240.1673640167364
BT,D,AZ,II,BTF,2019-02-01,235.66878980891724
BT,D,AZ,II,BTF,2019-03-01,236.63624511082136
