D0,D1,D2,D3,D4,date,value
DG,D,AZ,II,BTF,2015-02-01,221.05263157894737
DG,D,AZ,II,BTF,2015-03-01,209.30232558139537
DG,D,AZ,II,BTF,2015-04-01,214.28571428571428
DG,D,AZ,II,BTF,2015-05-01,218.1818181818182
DG,D,AZ,II,BTF,2015-06-01,212.38938053097343
DG,D,AZ,II,BTF,2015-07-01,231.99999999999997
DG,D,AZ,II,BTF,2015-08-01,187.96992481203006
DG,D,AZ,II,BTF,2015-09-01,163.52201257861634
DG,D,AZ,II,BTF,2015-10-01,180.64516129032256
DG,D,AZ,II,BTF,2015-11-01,169.11764705882354
DG,D,AZ,II,BTF,2015-12-01,188.81118881118883
DG,D,AZ,II,BTF,2016-01-01,205.29801324503313
DG,D,AZ,II,BTF,2016-02-01,207.54716981132074
DG,D,AZ,II,BTF,2016-03-01,199.0291262135922
DG,D,AZ,II,BTF,2016-04-01,198.01980198019803
DG,D,AZ,II,BTF,2016-05-01,203.8834951456311
DG,D,AZ,II,BTF,2016-06-01,230.76923076923075
DG,D,AZ,II,BTF,2016-07-01,224.0663900414938
DG,D,AZ,II,BTF,2016-08-01,194.0928270042194
DG,D,AZ,II,BTF,2016-09-01,176.47058823529412
DG,D,AZ,II,BTF,2016-10-01,173.91304347826087
DG,D,AZ,II,BTF,2016-11-01,181.81818181818184
DG,D,AZ,II,BTF,2016-12-01,174.10714285714286
DG,D,AZ,II,BTF,2017-01-01,177.12177121771217
DG,D,AZ,II,BTF,2017-02-01,191.01123595505618
DG,D,AZ,II,BTF,2017-03-01,181.8181818181818
DG,D,AZ,II,BTF,2017-04-01,165.33333333333334
DG,D,AZ,II,BTF,2017-05-01,183.81112984822934
DG,D,AZ,II,BTF,2017-06-01,190.89316987740807
DG,D,AZ,II,BTF,2017-07-01,176.3668430335097
DG,D,AZ,II,BTF,2017-08-01,148.82506527415146
DG,D,AZ,II,BTF,2017-09-01,144.7721179624665
DG,D,AZ,II,BTF,2017-10-01,150.39577836411613
DG,D,AZ,II,BTF,2017-11-01,149.8708010335917
DG,D,AZ,II,BTF,2017-12-01,148.43750000000003
DG,D,AZ,II,BTF,2018-01-01,158.00415800415797
DG,D,AZ,II,BTF,2018-02-01,156.39810426540282
DG,D,AZ,II,BTF,2018-03-01,156.43564356435644
DG,D,AZ,II,BTF,2018-04-01,148.0637813211845
DG,D,AZ,II,BTF,2018-05-01,154.34782608695653
DG,D,AZ,II,BTF,2018-06-01,164.04494382022472
DG,D,AZ,II,BTF,2018-07-01,172.9490022172949
DG,D,AZ,II,BTF,2018-08-01,149.7797356828194
DG,D,AZ,II,BTF,2018-09-01,149.05149051490517
DG,D,AZ,II,BTF,2018-10-01,146.34146341463415
DG,D,AZ,II,BTF,2018-11-01,156.97674418604652
DG,D,AZ,II,BTF,2018-12-01,148.35164835164835
DG,D,AZ,II,BTF,2019-01-01,161.87989556135773
DG,D,AZ,II,BTF,2019-02-01,163.53887399463807
DG,D,AZ,II,BTF,2019-03-01,166.27634660421543
DG,D,AZ,II,BTF,2019-04-01,168.39378238341968
DG,D,AZ,II,BTF,2019-05-01,212.47892074198987
DG,D,AZ,II,BTF,2019-06-01,192.98245614035085
DG,D,AZ,II,BTF,2019-07-01,172.52396166134184
DG,D,AZ,II,BTF,2019-08-01,146.2962962962963
DG,D,AZ,II,BTF,2019-09-01,158.47860538827257
DG,D,AZ,II,BTF,2019-10-01,178.66666666666669
DG,D,AZ,II,BTF,2019-11-01,175.48387096774192
DG,D,AZ,II,BTF,2019-12-01,152.33785822021116
DG,D,AZ,II,BTF,2020-01-01,160.7445008460237
DG,D,AZ,II,BTF,2020-02-01,151.62454873646212
DG,D,AZ,II,BTF,2020-03-01,108.16777041942606
DG,D,AZ,II,BTF,2020-04-01,77.7027027027027
DG,D,AZ,II,BTF,2020-05-01,96.875
DG,D,AZ,II,BTF,2020-06-01,134.1719077568134
DG,D,AZ,II,BTF,2020-07-01,122.80701754385964
DG,D,AZ,II,BTF,2020-08-01,145.32374100719423
DG,D,AZ,II,BTF,2020-09-01,113.94891944990177
DG,D,AZ,II,BTF,2020-10-01,85.64814814814815
DG,D,AZ,II,BTF,2020-11-01,79.62529274004683
DG,D,AZ,II,BTF,2020-12-01,88.49557522123894
DG,D,AZ,II,BTF,2021-01-01,85.30805687203791
DG,D,AZ,II,BTF,2021-02-01,97.46588693957115
DG,D,AZ,II,BTF,2021-03-01,88.74801901743264
DG,D,AZ,II,BTF,2021-04-01,85.28428093645485
DG,D,AZ,II,BTF,2021-05-01,94.16195856873823
DG,D,AZ,II,BTF,2021-06-01,107.01754385964911
DG,D,AZ,II,BTF,2021-07-01,116.61807580174928
DG,D,AZ,II,BTF,2021-08-01,100.50890585241731
DG,D,AZ,II,BTF,2021-09-01,106.5340909090909
DG,D,AZ,II,BTF,2021-10-01,99.21671018276764
DG,D,AZ,II,BTF,2021-11-01,109.03173311635476
DG,D,AZ,II,BTF,2021-12-01,118.93203883495146
DG,D,AZ,II,BTF,2022-01-01,122.040072859745
DG,D,AZ,II,BTF,2022-02-01,123.4567901234568
DG,D,AZ,II,BTF,2022-03-01,118.38006230529595
DG,D,AZ,II,BTF,2022-04-01,115.65696302124312
DG,D,AZ,II,BTF,2022-05-01,125.09419743782972
DG,D,AZ,II,BTF,2022-06-01,120.23038156947445
DG,D,AZ,II,BTF,2022-07-01,121.31596984235777
DG,D,AZ,II,BTF,2022-08-01,109.82264665757162
DG,D,AZ,II,BTF,2022-09-01,101.3277428371768
DG,D,AZ,II,BTF,2022-10-01,91.93121693121694
DG,D,AZ,II,BTF,2022-11-01,98.24333116460639
DG,D,AZ,II,BTF,2022-12-01,105.35609181871689
DG,D,AZ,II,BTF,2023-01-01,110.11523687580026
DG,D,AZ,II,BTF,2023-02-01,120.15257469802921
DG,D,AZ,II,BTF,2023-03-01,109.2436974789916
DG,D,AZ,II,BTF,2023-04-01,104.52322738386309
DG,D,AZ,II,BTF,2023-05-01,109.16520723876239
DG,D,AZ,II,BTF,2023-06-01,107.4154852780807
DG,D,AZ,II,BTF,2023-07-01,105.54658050619281
DG,D,AZ,II,BTF,2023-08-01,93.72236958443855
DG,D,AZ,II,BTF,2023-09-01,90.74074074074075
DG,D,AZ,II,BTF,2023-10-01,89.04452226113057
DG,D,AZ,II,BTF,2023-11-01,92.67840593141797
DG,D,AZ,II,BTF,2023-12-01,98.23108769288672
DG,D,AZ,II,BTF,2024-01-01,73.81615598885794
DG,D,AZ,II,BTF,2024-02-01,72.58186207937226
DG,D,AZ,II,BTF,2024-03-01,67.89764466414657
DG,D,AZ,II,BTF,2024-04-01,71.92319798552094
DG,D,AZ,II,BTF,2024-05-01,74.84903805645274
DG,D,AZ,II,BTF,2024-06-01,67.99768518518518
DG,D,AZ,II,BTF,2024-07-01,70.81855209565103
DG,D,AZ,II,BTF,2024-08-01,64.7435060697037
DG,D,AZ,II,BTF,2024-09-01,61.606160616061594
DG,D,AZ,II,BTF,2024-10-01,60.28169014084507
DG,D,AZ,II,BTF,2024-11-01,64.4454186760193
DG,D,AZ,II,BTF,2024-12-01,74.58634953464322
DG,D,AZ,II,BTF,2025-01-01,77.04095848425744
DG,D,AZ,II,BTF,2025-02-01,73.74301675977654
DG,D,AZ,II,BTF,2025-03-01,68.23165226363989
DG,D,AZ,II,BTF,2025-04-01,70.45516489506677
DG,D,AZ,II,BTF,2025-05-01,75.27914515548086
DG,D,AZ,II,BTF,2025-06-01,67.1390823925054
DG,D,AZ,II,BTF,2025-07-01,69.11423200265399
DG,D,AZ,II,BTF,2025-08-01,64.77644492911668
DG,D,AZ,II,BTF,2025-09-01,63.056644104025644
DG,D,AZ,II,BTF,2025-10-01,60.94356150669503
DG,D,AZ,II,BTF,2025-11-01,65.60818790185014
DG,D,AZ,II,BTF,2025-12-01,73.53282301090233
DG,D,AZ,II,BTF,2026-01-01,75.65320665083136
DG,D,AZ,II,BTF,2026-02-01,70.13463892288861
DG,D,AZ,II,BTF,2026-03-01,64.54524937937259
DG,D,AZ,II,BTF,2026-04-01,66.97126367680654
DG,D,AZ,II,BTF,2026-05-01,65.62336984872196
DG,D,AZ,II,TT,2014-12-01,7.9
DG,D,AZ,II,TT,2015-01-01,9.1
DG,D,AZ,II,TT,2015-02-01,9.5
DG,D,AZ,II,TT,2015-03-01,12.9
DG,D,AZ,II,TT,2015-04-01,11.2
DG,D,AZ,II,TT,2015-05-01,11
DG,D,AZ,II,TT,2015-06-01,11.3
DG,D,AZ,II,TT,2015-07-01,12.5
DG,D,AZ,II,TT,2015-08-01,13.3
DG,D,AZ,II,TT,2015-09-01,15.9
DG,D,AZ,II,TT,2015-10-01,15.5
DG,D,AZ,II,TT,2015-11-01,13.6
DG,D,AZ,II,TT,2015-12-01,14.3
DG,D,AZ,II,TT,2016-01-01,15.1
DG,D,AZ,II,TT,2016-02-01,15.9
DG,D,AZ,II,TT,2016-03-01,20.6
DG,D,AZ,II,TT,2016-04-01,20.2
DG,D,AZ,II,TT,2016-05-01,20.6
DG,D,AZ,II,TT,2016-06-01,22.1
DG,D,AZ,II,TT,2016-07-01,24.1
DG,D,AZ,II,TT,2016-08-01,23.7
DG,D,AZ,II,TT,2016-09-01,25.5
DG,D,AZ,II,TT,2016-10-01,25.3
DG,D,AZ,II,TT,2016-11-01,22
DG,D,AZ,II,TT,2016-12-01,22.4
DG,D,AZ,II,TT,2017-01-01,27.1
DG,D,AZ,II,TT,2017-02-01,26.7
DG,D,AZ,II,TT,2017-03-01,31.9
DG,D,AZ,II,TT,2017-04-01,37.5
DG,D,AZ,II,TT,2017-05-01,59.3
DG,D,AZ,II,TT,2017-06-01,57.1
DG,D,AZ,II,TT,2017-07-01,56.7
DG,D,AZ,II,TT,2017-08-01,38.3
DG,D,AZ,II,TT,2017-09-01,37.3
DG,D,AZ,II,TT,2017-10-01,37.9
DG,D,AZ,II,TT,2017-11-01,38.7
DG,D,AZ,II,TT,2017-12-01,38.4
DG,D,AZ,II,TT,2018-01-01,48.1
DG,D,AZ,II,TT,2018-02-01,42.2
DG,D,AZ,II,TT,2018-03-01,50.5
DG,D,AZ,II,TT,2018-04-01,43.9
DG,D,AZ,II,TT,2018-05-01,46
DG,D,AZ,II,TT,2018-06-01,44.5
DG,D,AZ,II,TT,2018-07-01,45.1
DG,D,AZ,II,TT,2018-08-01,45.4
DG,D,AZ,II,TT,2018-09-01,36.9
DG,D,AZ,II,TT,2018-10-01,41
DG,D,AZ,II,TT,2018-11-01,34.4
DG,D,AZ,II,TT,2018-12-01,36.4
DG,D,AZ,II,TT,2019-01-01,38.3
DG,D,AZ,II,TT,2019-02-01,37.3
DG,D,AZ,II,TT,2019-03-01,42.7
DG,D,AZ,II,TT,2019-04-01,38.6
DG,D,AZ,II,TT,2019-05-01,59.3
DG,D,AZ,II,TT,2019-06-01,68.4
DG,D,AZ,II,TT,2019-07-01,62.6
DG,D,AZ,II,TT,2019-08-01,54
DG,D,AZ,II,TT,2019-09-01,63.1
DG,D,AZ,II,TT,2019-10-01,75
DG,D,AZ,II,TT,2019-11-01,77.5
DG,D,AZ,II,TT,2019-12-01,66.3
DG,D,AZ,II,TT,2020-01-01,59.1
DG,D,AZ,II,TT,2020-02-01,55.4
DG,D,AZ,II,TT,2020-03-01,45.3
DG,D,AZ,II,TT,2020-04-01,29.6
DG,D,AZ,II,TT,2020-05-01,32
DG,D,AZ,II,TT,2020-06-01,47.7
DG,D,AZ,II,TT,2020-07-01,62.7
DG,D,AZ,II,TT,2020-08-01,69.5
DG,D,AZ,II,TT,2020-09-01,50.9
DG,D,AZ,II,TT,2020-10-01,43.2
DG,D,AZ,II,TT,2020-11-01,42.7
DG,D,AZ,II,TT,2020-12-01,45.2
DG,D,AZ,II,TT,2021-01-01,42.2
DG,D,AZ,II,TT,2021-02-01,51.3
DG,D,AZ,II,TT,2021-03-01,63.1
DG,D,AZ,II,TT,2021-04-01,59.8
DG,D,AZ,II,TT,2021-05-01,53.1
DG,D,AZ,II,TT,2021-06-01,57
DG,D,AZ,II,TT,2021-07-01,68.6
DG,D,AZ,II,TT,2021-08-01,78.6
DG,D,AZ,II,TT,2021-09-01,70.4
DG,D,AZ,II,TT,2021-10-01,76.6
DG,D,AZ,II,TT,2021-11-01,122.9
DG,D,AZ,II,TT,2021-12-01,123.6
DG,D,AZ,II,TT,2022-01-01,109.8
DG,D,AZ,II,TT,2022-02-01,129.6
DG,D,AZ,II,TT,2022-03-01,160.5
DG,D,AZ,II,TT,2022-04-01,127.1
DG,D,AZ,II,TT,2022-05-01,132.7
DG,D,AZ,II,TT,2022-06-01,138.9
DG,D,AZ,II,TT,2022-07-01,145.9
DG,D,AZ,II,TT,2022-08-01,146.6
DG,D,AZ,II,TT,2022-09-01,143.1
DG,D,AZ,II,TT,2022-10-01,151.2
DG,D,AZ,II,TT,2022-11-01,153.7
DG,D,AZ,II,TT,2022-12-01,169.9
DG,D,AZ,II,TT,2023-01-01,156.2
DG,D,AZ,II,TT,2023-02-01,157.3
DG,D,AZ,II,TT,2023-03-01,178.5
DG,D,AZ,II,TT,2023-04-01,163.6
DG,D,AZ,II,TT,2023-05-01,171.3
DG,D,AZ,II,TT,2023-06-01,183.4
DG,D,AZ,II,TT,2023-07-01,185.7
DG,D,AZ,II,TT,2023-08-01,226.2
DG,D,AZ,II,TT,2023-09-01,216
DG,D,AZ,II,TT,2023-10-01,199.9
DG,D,AZ,II,TT,2023-11-01,215.8
DG,D,AZ,II,TT,2023-12-01,265.7
DG,D,AZ,II,TT,2024-01-01,646.2
DG,D,AZ,II,TT,2024-02-01,662.7
DG,D,AZ,II,TT,2024-03-01,687.8
DG,D,AZ,II,TT,2024-04-01,635.4
DG,D,AZ,II,TT,2024-05-01,712.1
DG,D,AZ,II,TT,2024-06-01,691.2
DG,D,AZ,II,TT,2024-07-01,761.1
DG,D,AZ,II,TT,2024-08-01,766.1
DG,D,AZ,II,TT,2024-09-01,727.2
DG,D,AZ,II,TT,2024-10-01,710
DG,D,AZ,II,TT,2024-11-01,684.3
DG,D,AZ,II,TT,2024-12-01,773.6
DG,D,AZ,II,TT,2025-01-01,717.8
DG,D,AZ,II,TT,2025-02-01,716
DG,D,AZ,II,TT,2025-03-01,775.3
DG,D,AZ,II,TT,2025-04-01,733.8
DG,D,AZ,II,TT,2025-05-01,832.9
DG,D,AZ,II,TT,2025-06-01,832.6
DG,D,AZ,II,TT,2025-07-01,904.3
DG,D,AZ,II,TT,2025-08-01,917
DG,D,AZ,II,TT,2025-09-01,842.1
DG,D,AZ,II,TT,2025-10-01,799.1
DG,D,AZ,II,TT,2025-11-01,762.1
DG,D,AZ,II,TT,2025-12-01,862.2
DG,D,AZ,II,TT,2026-01-01,842
DG,D,AZ,II,TT,2026-02-01,817
DG,D,AZ,II,TT,2026-03-01,886.2
DG,D,AZ,II,TT,2026-04-01,831.7
DG,D,AZ,II,TT,2026-05-01,958.5
DG,D,IZ,IA,BMF,2014-12-01,1.2
DG,D,IZ,IA,BMF,2015-01-01,0.1
DG,D,IZ,IA,BMF,2015-02-01,0.2
DG,D,IZ,IA,BMF,2015-03-01,0.2
DG,D,IZ,IA,BMF,2015-04-01,0.3
DG,D,IZ,IA,BMF,2015-05-01,0.2
DG,D,IZ,IA,BMF,2015-06-01,0.2
DG,D,IZ,IA,BMF,2015-07-01,0.1
DG,D,IZ,IA,BMF,2015-08-01,0.2
DG,D,IZ,IA,BMF,2015-09-01,0.2
DG,D,IZ,IA,BMF,2015-10-01,0.3
DG,D,IZ,IA,BMF,2015-11-01,0.3
DG,D,IZ,IA,BMF,2015-12-01,0.1
DG,D,IZ,IA,BMF,2016-01-01,0.2
DG,D,IZ,IA,BMF,2016-02-01,0.1
DG,D,IZ,IA,BMF,2016-03-01,0.3
DG,D,IZ,IA,BMF,2016-04-01,0.3
DG,D,IZ,IA,BMF,2016-05-01,0.3
DG,D,IZ,IA,BMF,2016-06-01,0.2
DG,D,IZ,IA,BMF,2016-07-01,0.2
DG,D,IZ,IA,BMF,2016-08-01,0.2
DG,D,IZ,IA,BMF,2016-09-01,0.2
DG,D,IZ,IA,BMF,2016-10-01,0.3
DG,D,IZ,IA,BMF,2016-11-01,0.3
DG,D,IZ,IA,BMF,2016-12-01,0.2
DG,D,IZ,IA,BMF,2017-01-01,0.2
DG,D,IZ,IA,BMF,2017-02-01,0.2
DG,D,IZ,IA,BMF,2017-03-01,0.3
DG,D,IZ,IA,BMF,2017-04-01,0.3
DG,D,IZ,IA,BMF,2017-05-01,0.2
DG,D,IZ,IA,BMF,2017-06-01,0.2
DG,D,IZ,IA,BMF,2017-07-01,0.2
DG,D,IZ,IA,BMF,2017-08-01,0.2
DG,D,IZ,IA,BMF,2017-09-01,0.2
DG,D,IZ,IA,BMF,2017-10-01,0.2
DG,D,IZ,IA,BMF,2017-11-01,0.2
DG,D,IZ,IA,BMF,2017-12-01,0.2
DG,D,IZ,IA,BMF,2018-01-01,0.2
DG,D,IZ,IA,BMF,2018-02-01,0.2
DG,D,IZ,IA,BMF,2018-03-01,0.2
DG,D,IZ,IA,BMF,2018-04-01,0.4
DG,D,IZ,IA,BMF,2018-05-01,0.3
DG,D,IZ,IA,BMF,2018-06-01,0.2
DG,D,IZ,IA,BMF,2018-07-01,0.2
DG,D,IZ,IA,BMF,2018-08-01,0.3
DG,D,IZ,IA,BMF,2018-09-01,0.4
DG,D,IZ,IA,BMF,2018-10-01,0.5
DG,D,IZ,IA,BMF,2018-11-01,0.3
DG,D,IZ,IA,BMF,2018-12-01,0.4
DG,D,IZ,IA,BMF,2019-01-01,0.3
DG,D,IZ,IA,BMF,2019-02-01,0.3
DG,D,IZ,IA,BMF,2019-03-01,0.4
DG,D,IZ,IA,BMF,2019-04-01,0.6
DG,D,IZ,IA,BMF,2019-05-01,0.5
DG,D,IZ,IA,BMF,2019-06-01,0.5
DG,D,IZ,IA,BMF,2019-07-01,0.6
DG,D,IZ,IA,BMF,2019-08-01,0.6
DG,D,IZ,IA,BMF,2019-09-01,0.6
DG,D,IZ,IA,BMF,2019-10-01,0.6
DG,D,IZ,IA,BMF,2019-11-01,1.1
DG,D,IZ,IA,BMF,2019-12-01,1.5
DG,D,IZ,IA,BMF,2020-01-01,1.3
DG,D,IZ,IA,BMF,2020-02-01,1.1
DG,D,IZ,IA,BMF,2020-03-01,1
DG,D,IZ,IA,BMF,2020-04-01,1.1
DG,D,IZ,IA,BMF,2020-05-01,1.2
DG,D,IZ,IA,BMF,2020-06-01,1.4
DG,D,IZ,IA,BMF,2020-07-01,1.9
DG,D,IZ,IA,BMF,2020-08-01,1.5
DG,D,IZ,IA,BMF,2020-09-01,1.8
DG,D,IZ,IA,BMF,2020-10-01,1.7
DG,D,IZ,IA,BMF,2020-11-01,1.6
DG,D,IZ,IA,BMF,2020-12-01,2
DG,D,IZ,IA,BMF,2021-01-01,15.4
DG,D,IZ,IA,BMF,2021-02-01,19.4
DG,D,IZ,IA,BMF,2021-03-01,24.1
DG,D,IZ,IA,BMF,2021-04-01,27.6
DG,D,IZ,IA,BMF,2021-05-01,34.6
DG,D,IZ,IA,BMF,2021-06-01,39.5
DG,D,IZ,IA,BMF,2021-07-01,44.1
DG,D,IZ,IA,BMF,2021-08-01,44.8
DG,D,IZ,IA,BMF,2021-09-01,52.1
DG,D,IZ,IA,BMF,2021-10-01,63.2
DG,D,IZ,IA,BMF,2021-11-01,80.2
DG,D,IZ,IA,BMF,2021-12-01,90.8
DG,D,IZ,IA,BMF,2022-01-01,88
DG,D,IZ,IA,BMF,2022-02-01,85.3
DG,D,IZ,IA,BMF,2022-03-01,109.4
DG,D,IZ,IA,BMF,2022-04-01,115.8
DG,D,IZ,IA,BMF,2022-05-01,137.1
DG,D,IZ,IA,BMF,2022-06-01,146.8
DG,D,IZ,IA,BMF,2022-07-01,161
DG,D,IZ,IA,BMF,2022-08-01,164.2
DG,D,IZ,IA,BMF,2022-09-01,182
DG,D,IZ,IA,BMF,2022-10-01,199.6
DG,D,IZ,IA,BMF,2022-11-01,230.9
DG,D,IZ,IA,BMF,2022-12-01,257.1
DG,D,IZ,IA,BMF,2023-01-01,255.4
DG,D,IZ,IA,BMF,2023-02-01,240.5
DG,D,IZ,IA,BMF,2023-03-01,290.7
DG,D,IZ,IA,BMF,2023-04-01,276.5
DG,D,IZ,IA,BMF,2023-05-01,298.4
DG,D,IZ,IA,BMF,2023-06-01,318.5
DG,D,IZ,IA,BMF,2023-07-01,341.2
DG,D,IZ,IA,BMF,2023-08-01,332.9
DG,D,IZ,IA,BMF,2023-09-01,335.8
DG,D,IZ,IA,BMF,2023-10-01,371.9
DG,D,IZ,IA,BMF,2023-11-01,401.1
DG,D,IZ,IA,BMF,2023-12-01,417.7
DG,D,IZ,IA,BMF,2024-01-01,399.6
DG,D,IZ,IA,BMF,2024-02-01,377.9
DG,D,IZ,IA,BMF,2024-03-01,432.7
DG,D,IZ,IA,BMF,2024-04-01,435.3
DG,D,IZ,IA,BMF,2024-05-01,443.4
DG,D,IZ,IA,BMF,2024-06-01,432.5
DG,D,IZ,IA,BMF,2024-07-01,483.9
DG,D,IZ,IA,BMF,2024-08-01,457.8
DG,D,IZ,IA,BMF,2024-09-01,472
DG,D,IZ,IA,BMF,2024-10-01,505.8
DG,D,IZ,IA,BMF,2024-11-01,547.7
DG,D,IZ,IA,BMF,2024-12-01,669.7
DG,D,IZ,IA,BMF,2025-01-01,605.6
DG,D,IZ,IA,BMF,2025-02-01,534
DG,D,IZ,IA,BMF,2025-03-01,600.9
DG,D,IZ,IA,BMF,2025-04-01,568.7
DG,D,IZ,IA,BMF,2025-05-01,574.5
DG,D,IZ,IA,BMF,2025-06-01,565.9
DG,D,IZ,IA,BMF,2025-07-01,622.7
DG,D,IZ,IA,BMF,2025-08-01,561.4
DG,D,IZ,IA,BMF,2025-09-01,599.2
DG,D,IZ,IA,BMF,2025-10-01,638.5
DG,D,IZ,IA,BMF,2025-11-01,632.1
DG,D,IZ,IA,BMF,2025-12-01,716.9
DG,D,IZ,IA,BMF,2026-01-01,645.4
DG,D,IZ,IA,BMF,2026-02-01,581.4
DG,D,IZ,IA,BMF,2026-03-01,693.9
DG,D,IZ,IA,BMF,2026-04-01,650.3
DG,D,IZ,IA,BMF,2026-05-01,663.5
DG,D,IZ,IA,BTF,2014-12-01,103.44827586206897
DG,D,IZ,IA,BTF,2015-01-01,52.631578947368425
DG,D,IZ,IA,BTF,2015-02-01,80
DG,D,IZ,IA,BTF,2015-03-01,83.33333333333334
DG,D,IZ,IA,BTF,2015-04-01,93.74999999999999
DG,D,IZ,IA,BTF,2015-05-01,133.33333333333334
DG,D,IZ,IA,BTF,2015-06-01,111.11111111111111
DG,D,IZ,IA,BTF,2015-07-01,83.33333333333334
DG,D,IZ,IA,BTF,2015-08-01,166.66666666666669
DG,D,IZ,IA,BTF,2015-09-01,166.66666666666669
DG,D,IZ,IA,BTF,2015-10-01,214.28571428571428
DG,D,IZ,IA,BTF,2015-11-01,200
DG,D,IZ,IA,BTF,2015-12-01,111.11111111111111
DG,D,IZ,IA,BTF,2016-01-01,117.64705882352942
DG,D,IZ,IA,BTF,2016-02-01,52.631578947368425
DG,D,IZ,IA,BTF,2016-03-01,166.66666666666666
DG,D,IZ,IA,BTF,2016-04-01,115.38461538461539
DG,D,IZ,IA,BTF,2016-05-01,176.47058823529412
DG,D,IZ,IA,BTF,2016-06-01,181.8181818181818
DG,D,IZ,IA,BTF,2016-07-01,142.85714285714286
DG,D,IZ,IA,BTF,2016-08-01,166.66666666666669
DG,D,IZ,IA,BTF,2016-09-01,166.66666666666669
DG,D,IZ,IA,BTF,2016-10-01,200
DG,D,IZ,IA,BTF,2016-11-01,214.28571428571428
DG,D,IZ,IA,BTF,2016-12-01,133.33333333333334
DG,D,IZ,IA,BTF,2017-01-01,200
DG,D,IZ,IA,BTF,2017-02-01,181.8181818181818
DG,D,IZ,IA,BTF,2017-03-01,142.85714285714283
DG,D,IZ,IA,BTF,2017-04-01,136.36363636363635
DG,D,IZ,IA,BTF,2017-05-01,250
DG,D,IZ,IA,BTF,2017-06-01,333.33333333333337
DG,D,IZ,IA,BTF,2017-07-01,333.33333333333337
DG,D,IZ,IA,BTF,2017-08-01,133.33333333333334
DG,D,IZ,IA,BTF,2017-09-01,133.33333333333334
DG,D,IZ,IA,BTF,2017-10-01,142.85714285714286
DG,D,IZ,IA,BTF,2017-11-01,142.85714285714286
DG,D,IZ,IA,BTF,2017-12-01,125
DG,D,IZ,IA,BTF,2018-01-01,117.64705882352942
DG,D,IZ,IA,BTF,2018-02-01,117.64705882352942
DG,D,IZ,IA,BTF,2018-03-01,86.95652173913044
DG,D,IZ,IA,BTF,2018-04-01,80
DG,D,IZ,IA,BTF,2018-05-01,90.9090909090909
DG,D,IZ,IA,BTF,2018-06-01,47.61904761904761
DG,D,IZ,IA,BTF,2018-07-01,76.92307692307693
DG,D,IZ,IA,BTF,2018-08-01,120
DG,D,IZ,IA,BTF,2018-09-01,95.23809523809523
DG,D,IZ,IA,BTF,2018-10-01,111.11111111111111
DG,D,IZ,IA,BTF,2018-11-01,90.9090909090909
DG,D,IZ,IA,BTF,2018-12-01,111.11111111111111
DG,D,IZ,IA,BTF,2019-01-01,85.71428571428571
DG,D,IZ,IA,BTF,2019-02-01,85.71428571428571
DG,D,IZ,IA,BTF,2019-03-01,93.0232558139535
DG,D,IZ,IA,BTF,2019-04-01,93.74999999999999
DG,D,IZ,IA,BTF,2019-05-01,102.0408163265306
DG,D,IZ,IA,BTF,2019-06-01,111.11111111111111
DG,D,IZ,IA,BTF,2019-07-01,113.20754716981132
DG,D,IZ,IA,BTF,2019-08-01,115.38461538461539
DG,D,IZ,IA,BTF,2019-09-01,122.44897959183672
DG,D,IZ,IA,BTF,2019-10-01,122.44897959183672
DG,D,IZ,IA,BTF,2019-11-01,85.9375
DG,D,IZ,IA,BTF,2019-12-01,77.720207253886
DG,D,IZ,IA,BTF,2020-01-01,71.03825136612022
DG,D,IZ,IA,BTF,2020-02-01,70.96774193548387
DG,D,IZ,IA,BTF,2020-03-01,55.865921787709496
DG,D,IZ,IA,BTF,2020-04-01,52.63157894736843
DG,D,IZ,IA,BTF,2020-05-01,59.701492537313435
DG,D,IZ,IA,BTF,2020-06-01,60.08583690987124
DG,D,IZ,IA,BTF,2020-07-01,79.16666666666666
DG,D,IZ,IA,BTF,2020-08-01,65.21739130434783
DG,D,IZ,IA,BTF,2020-09-01,75
DG,D,IZ,IA,BTF,2020-10-01,68.82591093117409
DG,D,IZ,IA,BTF,2020-11-01,57.76173285198556
DG,D,IZ,IA,BTF,2020-12-01,55.09641873278237
DG,D,IZ,IA,BTF,2021-01-01,71.49489322191272
DG,D,IZ,IA,BTF,2021-02-01,77.75551102204409
DG,D,IZ,IA,BTF,2021-03-01,74.84472049689441
DG,D,IZ,IA,BTF,2021-04-01,79.56183338137792
DG,D,IZ,IA,BTF,2021-05-01,83.79752966820054
DG,D,IZ,IA,BTF,2021-06-01,85.8695652173913
DG,D,IZ,IA,BTF,2021-07-01,82.86358511837655
DG,D,IZ,IA,BTF,2021-08-01,77.65643959091697
DG,D,IZ,IA,BTF,2021-09-01,79.39652544955807
DG,D,IZ,IA,BTF,2021-10-01,77.66990291262135
DG,D,IZ,IA,BTF,2021-11-01,82.32395811948265
DG,D,IZ,IA,BTF,2021-12-01,80.10586678429642
DG,D,IZ,IA,BTF,2022-01-01,76.04562737642586
DG,D,IZ,IA,BTF,2022-02-01,76.83992433114135
DG,D,IZ,IA,BTF,2022-03-01,80.89322685595978
DG,D,IZ,IA,BTF,2022-04-01,81.33164770332912
DG,D,IZ,IA,BTF,2022-05-01,84.32252906082783
DG,D,IZ,IA,BTF,2022-06-01,85.86803930744034
