flow,partner,level,date,value
export,Netherlands,country,2011-01-01,5150.954946
export,Netherlands,country,2012-01-01,5176.913983
export,Netherlands,country,2013-01-01,5363.788076
export,Netherlands,country,2014-01-01,5240.063641
export,Netherlands,country,2015-01-01,4819.95634
export,Netherlands,country,2016-01-01,5164.037843
export,Netherlands,country,2017-01-01,5346.442527
export,Netherlands,country,2018-01-01,5326.59955
export,Netherlands,country,2019-01-01,6046.971721
export,Netherlands,country,2020-01-01,6247.150528
export,Netherlands,country,2021-01-01,6724.780063
export,Netherlands,country,2022-01-01,6871.18868
export,Netherlands,country,2023-01-01,6432.883452
export,Netherlands,country,2024-01-01,6361.788327
export,Netherlands,country,2025-01-01,6459.500887
export,North America,group,1990-01-01,7708.883131
export,North America,group,1991-01-01,7913.257533
export,North America,group,1992-01-01,8553.049504
export,North America,group,1993-01-01,8948.412942
export,North America,group,1994-01-01,9339.645652
export,North America,group,1995-01-01,8988.932492
export,North America,group,1996-01-01,9948.868176000002
export,North America,group,1997-01-01,12242.36013
export,North America,group,1998-01-01,13242.156868
export,North America,group,1999-01-01,15661.562651
export,North America,group,2000-01-01,18693.126448
export,North America,group,2001-01-01,17054.55252
export,North America,group,2002-01-01,18252.236402
export,North America,group,2003-01-01,16936.245485
export,North America,group,2004-01-01,17801.17101
export,North America,group,2005-01-01,19803.663634
export,North America,group,2006-01-01,23262.616096
export,North America,group,2007-01-01,22969.906051
export,North America,group,2008-01-01,23205.483722
export,North America,group,2009-01-01,21351.891634
export,North America,group,2010-01-01,23455.281602
export,North America,group,2011-01-01,24103.843584
export,North America,group,2012-01-01,27427.24112
export,North America,group,2013-01-01,28826.543735
export,North America,group,2014-01-01,32265.310612
export,North America,group,2015-01-01,33042.817323
export,North America,group,2016-01-01,39843.338137
export,North America,group,2017-01-01,39860.354537
export,North America,group,2018-01-01,43933.149401
export,North America,group,2019-01-01,48673.791557
export,North America,group,2020-01-01,72715.650455
export,North America,group,2021-01-01,61479.086863
export,North America,group,2022-01-01,66547.781349
export,North America,group,2023-01-01,60627.427537
export,North America,group,2024-01-01,69382.996919
export,North America,group,2025-01-01,108288.003947
export,Oceania,group,1990-01-01,874
export,Oceania,group,1991-01-01,813
export,Oceania,group,1992-01-01,846
export,Oceania,group,1993-01-01,886.67847
export,Oceania,group,1994-01-01,1002.095216
export,Oceania,group,1995-01-01,1064.601983
export,Oceania,group,1996-01-01,993.882521
export,Oceania,group,1997-01-01,1101.741452
export,Oceania,group,1998-01-01,1037.303843
export,Oceania,group,1999-01-01,1160.14397
export,Oceania,group,2000-01-01,1222.626259
export,Oceania,group,2001-01-01,1263.118882
export,Oceania,group,2002-01-01,1213.048605
export,Oceania,group,2003-01-01,1231.268302
export,Oceania,group,2004-01-01,1480.139234
export,Oceania,group,2005-01-01,1673.746164
export,Oceania,group,2006-01-01,1857.734583
export,Oceania,group,2007-01-01,2244.351122
export,Oceania,group,2008-01-01,2375.619721
export,Oceania,group,2009-01-01,2179.64806
export,Oceania,group,2010-01-01,2437.528114
export,Oceania,group,2011-01-01,2721.887626
export,Oceania,group,2012-01-01,3359.829229
export,Oceania,group,2013-01-01,3157.200053
export,Oceania,group,2014-01-01,2783.51021
export,Oceania,group,2015-01-01,2620.433487
export,Oceania,group,2016-01-01,2566.919972
export,Oceania,group,2017-01-01,2668.408193
export,Oceania,group,2018-01-01,3003.374942
export,Oceania,group,2019-01-01,2874.977157
export,Oceania,group,2020-01-01,2402.01066
export,Oceania,group,2021-01-01,2498.527129
export,Oceania,group,2022-01-01,2870.209727
export,Oceania,group,2023-01-01,2789.746606
export,Oceania,group,2024-01-01,2716.302533
export,Oceania,group,2025-01-01,2706.041912
export,Poland,country,1990-01-01,304
export,Poland,country,1991-01-01,407
export,Poland,country,1992-01-01,416
export,Poland,country,1993-01-01,401.216954
export,Poland,country,1994-01-01,470.392484
export,Poland,country,1995-01-01,559.139408
export,Poland,country,1996-01-01,659.617125
export,Poland,country,1997-01-01,837.667217
export,Poland,country,1998-01-01,903.624317
export,Poland,country,1999-01-01,1006.872575
export,Poland,country,2000-01-01,1131.969005
export,Poland,country,2001-01-01,1209.745361
export,Poland,country,2002-01-01,1156.637794
export,Poland,country,2003-01-01,1143.769402
export,Poland,country,2004-01-01,1346.123793
export,Poland,country,2005-01-01,1419.482791
export,Poland,country,2006-01-01,1740.949024
export,Poland,country,2007-01-01,2165.949615
export,Poland,country,2008-01-01,2446.787508
export,Poland,country,2009-01-01,1819.494586
export,Poland,country,2010-01-01,2069.356663
export,Poland,country,2011-01-01,1975.929452
export,Poland,country,2012-01-01,1893.961163
export,Poland,country,2013-01-01,2081.845284
export,Poland,country,2014-01-01,2208.838518
export,Poland,country,2015-01-01,2104.063215
export,Poland,country,2016-01-01,2173.605318
export,Poland,country,2017-01-01,2248.817543
export,Poland,country,2018-01-01,2699.194533
export,Poland,country,2019-01-01,2670.203428
export,Poland,country,2020-01-01,2641.951262
export,Poland,country,2021-01-01,2989.525869
export,Poland,country,2022-01-01,2941.970993
export,Poland,country,2023-01-01,3009.527146
export,Poland,country,2024-01-01,3055.586953
export,Poland,country,2025-01-01,3437.601847
export,Russia,country,1992-01-01,267
export,Russia,country,1993-01-01,327.170599
export,Russia,country,1994-01-01,430.373201
export,Russia,country,1995-01-01,364.920994
export,Russia,country,1996-01-01,429.031778
export,Russia,country,1997-01-01,592.770157
export,Russia,country,1998-01-01,525.26868
export,Russia,country,1999-01-01,354.74251400000003
export,Russia,country,2000-01-01,555.66107
export,Russia,country,2001-01-01,833.484126
export,Russia,country,2002-01-01,885.021737
export,Russia,country,2003-01-01,1079.06842
export,Russia,country,2004-01-01,1211.989961
export,Russia,country,2005-01-01,1555.265199
export,Russia,country,2006-01-01,2245.330469
export,Russia,country,2007-01-01,2926.431323
export,Russia,country,2008-01-01,3180.174782
export,Russia,country,2009-01-01,2131.247158
export,Russia,country,2010-01-01,2689.819658
export,Russia,country,2011-01-01,3011.490359
export,Russia,country,2012-01-01,2963.671111
export,Russia,country,2013-01-01,3142.730652
export,Russia,country,2014-01-01,2908.150882
export,Russia,country,2015-01-01,2304.672421
export,Russia,country,2016-01-01,2017.584588
export,Russia,country,2017-01-01,2260.689264
export,Russia,country,2018-01-01,2522.702677
export,Russia,country,2019-01-01,3118.542762
export,Russia,country,2020-01-01,2808.4407419999998
export,Russia,country,2021-01-01,3371.66424
export,Russia,country,2022-01-01,3032.599837
export,Russia,country,2023-01-01,2586.862326
export,Russia,country,2024-01-01,2229.880233
export,Russia,country,2025-01-01,2230.842227
export,Saudi Arabia,country,1990-01-01,859
export,Saudi Arabia,country,1991-01-01,964
export,Saudi Arabia,country,1992-01-01,1093
export,Saudi Arabia,country,1993-01-01,1491.323104
export,Saudi Arabia,country,1994-01-01,1081.660407
export,Saudi Arabia,country,1995-01-01,1188.606111
export,Saudi Arabia,country,1996-01-01,901.013046
export,Saudi Arabia,country,1997-01-01,1076.298497
export,Saudi Arabia,country,1998-01-01,916.756289
export,Saudi Arabia,country,1999-01-01,837.820152
export,Saudi Arabia,country,2000-01-01,986.195386
export,Saudi Arabia,country,2001-01-01,994.309788
export,Saudi Arabia,country,2002-01-01,1333.355677
export,Saudi Arabia,country,2003-01-01,1344.062339
export,Saudi Arabia,country,2004-01-01,1113.205448
export,Saudi Arabia,country,2005-01-01,1114.24949
export,Saudi Arabia,country,2006-01-01,1225.817145
export,Saudi Arabia,country,2007-01-01,1551.12307
export,Saudi Arabia,country,2008-01-01,1661.193792
export,Saudi Arabia,country,2009-01-01,1633.964564
export,Saudi Arabia,country,2010-01-01,1631.942321
export,Saudi Arabia,country,2011-01-01,1637.481783
export,Saudi Arabia,country,2012-01-01,3660.523916
export,Saudi Arabia,country,2013-01-01,4893.475558
export,Saudi Arabia,country,2014-01-01,4586.516824
export,Saudi Arabia,country,2015-01-01,4762.447976
export,Saudi Arabia,country,2016-01-01,2767.07288
export,Saudi Arabia,country,2017-01-01,1835.286657
export,Saudi Arabia,country,2018-01-01,1940.554156
export,Saudi Arabia,country,2019-01-01,1806.507256
export,Saudi Arabia,country,2020-01-01,1614.445532
export,Saudi Arabia,country,2021-01-01,2285.501191
export,Saudi Arabia,country,2022-01-01,4808.213095
export,Saudi Arabia,country,2023-01-01,6083.936066
export,Saudi Arabia,country,2024-01-01,6447.979846
export,Saudi Arabia,country,2025-01-01,5517.793667
export,Singapore,country,1990-01-01,938
export,Singapore,country,1991-01-01,797
export,Singapore,country,1992-01-01,863
export,Singapore,country,1993-01-01,1311.050428
export,Singapore,country,1994-01-01,1235.021057
export,Singapore,country,1995-01-01,1270.097554
export,Singapore,country,1996-01-01,1445.65288
export,Singapore,country,1997-01-01,1521.930853
export,Singapore,country,1998-01-01,1090.620906
export,Singapore,country,1999-01-01,1283.377022
export,Singapore,country,2000-01-01,1599.491447
export,Singapore,country,2001-01-01,1580.265766
export,Singapore,country,2002-01-01,1530.164312
export,Singapore,country,2003-01-01,1365.337466
export,Singapore,country,2004-01-01,1500.749622
export,Singapore,country,2005-01-01,1633.05493
export,Singapore,country,2006-01-01,1846.985796
export,Singapore,country,2007-01-01,2109.575319
export,Singapore,country,2008-01-01,2292.438378
export,Singapore,country,2009-01-01,2081.036506
export,Singapore,country,2010-01-01,2900.268168
export,Singapore,country,2011-01-01,3152.654079
export,Singapore,country,2012-01-01,6574.895965
export,Singapore,country,2013-01-01,11425.573992
export,Singapore,country,2014-01-01,8319.425802
export,Singapore,country,2015-01-01,7660.920237
export,Singapore,country,2016-01-01,6436.023044
export,Singapore,country,2017-01-01,7289.657765
export,Singapore,country,2018-01-01,6682.354407
export,Singapore,country,2019-01-01,6178.920092
export,Singapore,country,2020-01-01,6357.716274
export,Singapore,country,2021-01-01,7403.984118
export,Singapore,country,2022-01-01,9874.329301
export,Singapore,country,2023-01-01,7718.541427
export,Singapore,country,2024-01-01,5690.874773
export,Singapore,country,2025-01-01,5909.71293
export,Spain,country,1990-01-01,1880
export,Spain,country,1991-01-01,2073
export,Spain,country,1992-01-01,2176
export,Spain,country,1993-01-01,1859.907089
export,Spain,country,1994-01-01,1900.70091
export,Spain,country,1995-01-01,2023.22202
export,Spain,country,1996-01-01,2202.225576
export,Spain,country,1997-01-01,2703.431596
export,Spain,country,1998-01-01,3213.797737
export,Spain,country,1999-01-01,3492.689954
export,Spain,country,2000-01-01,3772.792274
export,Spain,country,2001-01-01,4353.149451
export,Spain,country,2002-01-01,4546.969521
export,Spain,country,2003-01-01,4903.834861
export,Spain,country,2004-01-01,5975.91294
export,Spain,country,2005-01-01,6595.231447
export,Spain,country,2006-01-01,6972.654678
export,Spain,country,2007-01-01,7574.060841
export,Spain,country,2008-01-01,7387.542389
export,Spain,country,2009-01-01,6527.676627
export,Spain,country,2010-01-01,6371.648102
export,Spain,country,2011-01-01,5797.004826
export,Spain,country,2012-01-01,5510.07271
export,Spain,country,2013-01-01,5345.991266
export,Spain,country,2014-01-01,5846.160137
export,Spain,country,2015-01-01,5384.802616
export,Spain,country,2016-01-01,5572.134703
export,Spain,country,2017-01-01,5794.349554
export,Spain,country,2018-01-01,6851.62222
export,Spain,country,2019-01-01,7825.395223
export,Spain,country,2020-01-01,7529.761407
export,Spain,country,2021-01-01,12626.131803
export,Spain,country,2022-01-01,10159.929267
export,Spain,country,2023-01-01,7721.706843
export,Spain,country,2024-01-01,6840.737513
export,Spain,country,2025-01-01,5879.724543
export,Taiwan,country,1990-01-01,653
export,Taiwan,country,1991-01-01,644
export,Taiwan,country,1992-01-01,897
export,Taiwan,country,1993-01-01,953.977248
export,Taiwan,country,1994-01-01,975.227243
export,Taiwan,country,1995-01-01,937.687829
export,Taiwan,country,1996-01-01,930.5135560000001
export,Taiwan,country,1997-01-01,1084.995096
export,Taiwan,country,1998-01-01,1223.207556
export,Taiwan,country,1999-01-01,1328.056354
export,Taiwan,country,2000-01-01,1527.204008
export,Taiwan,country,2001-01-01,1307.708836
export,Taiwan,country,2002-01-01,1188.212756
export,Taiwan,country,2003-01-01,1331.794881
export,Taiwan,country,2004-01-01,1491.305415
export,Taiwan,country,2005-01-01,1346.023827
export,Taiwan,country,2006-01-01,1457.357198
export,Taiwan,country,2007-01-01,1563.577102
export,Taiwan,country,2008-01-01,1613.939543
export,Taiwan,country,2009-01-01,1191.896747
export,Taiwan,country,2010-01-01,1536.321533
export,Taiwan,country,2011-01-01,1808.397429
export,Taiwan,country,2012-01-01,2028.393432
export,Taiwan,country,2013-01-01,1940.344043
export,Taiwan,country,2014-01-01,1874.306143
export,Taiwan,country,2015-01-01,1903.421381
export,Taiwan,country,2016-01-01,1869.005402
export,Taiwan,country,2017-01-01,1875.091428
export,Taiwan,country,2018-01-01,2061.941517
export,Taiwan,country,2019-01-01,2061.395311
export,Taiwan,country,2020-01-01,2371.541217
export,Taiwan,country,2021-01-01,2442.910473
export,Taiwan,country,2022-01-01,2528.324144
export,Taiwan,country,2023-01-01,1943.311974
export,Taiwan,country,2024-01-01,2629.546814
export,Taiwan,country,2025-01-01,3209.905992
export,Thailand,country,1990-01-01,569
export,Thailand,country,1991-01-01,706
export,Thailand,country,1992-01-01,724
export,Thailand,country,1993-01-01,792.452834
export,Thailand,country,1994-01-01,902.850826
export,Thailand,country,1995-01-01,876.197309
export,Thailand,country,1996-01-01,895.284532
export,Thailand,country,1997-01-01,900.9380450000002
export,Thailand,country,1998-01-01,576.790405
export,Thailand,country,1999-01-01,586.812717
export,Thailand,country,2000-01-01,753.004636
export,Thailand,country,2001-01-01,805.263109
export,Thailand,country,2002-01-01,852.20077
export,Thailand,country,2003-01-01,820.180471
export,Thailand,country,2004-01-01,848.247592
export,Thailand,country,2005-01-01,933.85746
export,Thailand,country,2006-01-01,1033.15605
export,Thailand,country,2007-01-01,1045.712373
export,Thailand,country,2008-01-01,1169.116233
export,Thailand,country,2009-01-01,928.406797
export,Thailand,country,2010-01-01,1111.326133
export,Thailand,country,2011-01-01,1134.274697
export,Thailand,country,2012-01-01,5851.073567
export,Thailand,country,2013-01-01,7469.226086
export,Thailand,country,2014-01-01,2887.065859
export,Thailand,country,2015-01-01,2714.243822
export,Thailand,country,2016-01-01,2035.914041
export,Thailand,country,2017-01-01,3563.646284
export,Thailand,country,2018-01-01,3765.947853
export,Thailand,country,2019-01-01,2102.103713
export,Thailand,country,2020-01-01,1973.732445
export,Thailand,country,2021-01-01,3920.385874
export,Thailand,country,2022-01-01,6136.175255
export,Thailand,country,2023-01-01,3742.685361
export,Thailand,country,2024-01-01,4415.029424
export,Thailand,country,2025-01-01,5101.841921
export,Total,group,1990-01-01,88256.918814
export,Total,group,1991-01-01,87946.535636
export,Total,group,1992-01-01,92141.819726
export,Total,group,1993-01-01,93288.969175
export,Total,group,1994-01-01,95827.090089
export,Total,group,1995-01-01,96236.382129
export,Total,group,1996-01-01,98588.755679
export,Total,group,1997-01-01,110417.382851
export,Total,group,1998-01-01,114054.539623
export,Total,group,1999-01-01,120724.513589
export,Total,group,2000-01-01,136014.912244
export,Total,group,2001-01-01,138491.670468
export,Total,group,2002-01-01,142922.612752
export,Total,group,2003-01-01,141157.509855
export,Total,group,2004-01-01,152756.513242
export,Total,group,2005-01-01,162991.13343
export,Total,group,2006-01-01,185216.067372
export,Total,group,2007-01-01,206251.619448
export,Total,group,2008-01-01,215984.070609
export,Total,group,2009-01-01,187447.551182
export,Total,group,2010-01-01,203483.802157
export,Total,group,2011-01-01,208202.783032
export,Total,group,2012-01-01,292958.202718
export,Total,group,2013-01-01,332137.247227
export,Total,group,2014-01-01,285178.883379
export,Total,group,2015-01-01,279154.845287
export,Total,group,2016-01-01,298408.001181
export,Total,group,2017-01-01,294893.856892
export,Total,group,2018-01-01,303885.75954
export,Total,group,2019-01-01,311976.706436
export,Total,group,2020-01-01,299461.579904
export,Total,group,2021-01-01,347727.709813
export,Total,group,2022-01-01,382668.097198
export,Total,group,2023-01-01,377799.89614
export,Total,group,2024-01-01,393833.522952
export,Total,group,2025-01-01,461014.148343
export,Türkiye,country,1990-01-01,811
export,Türkiye,country,1991-01-01,686
export,Türkiye,country,1992-01-01,684
export,Türkiye,country,1993-01-01,862.161213
export,Türkiye,country,1994-01-01,583.37126
export,Türkiye,country,1995-01-01,946.981234
export,Türkiye,country,1996-01-01,1145.089132
export,Türkiye,country,1997-01-01,1458.529322
export,Türkiye,country,1998-01-01,1332.210838
export,Türkiye,country,1999-01-01,1062.802162
export,Türkiye,country,2000-01-01,1412.408663
export,Türkiye,country,2001-01-01,1203.314649
export,Türkiye,country,2002-01-01,1676.287377
export,Türkiye,country,2003-01-01,1692.681747
export,Türkiye,country,2004-01-01,1997.130357
export,Türkiye,country,2005-01-01,2054.392663
export,Türkiye,country,2006-01-01,2320.656546
export,Türkiye,country,2007-01-01,2638.56236
export,Türkiye,country,2008-01-01,2471.078125
export,Türkiye,country,2009-01-01,1803.465598
export,Türkiye,country,2010-01-01,2111.878877
export,Türkiye,country,2011-01-01,2147.213624
export,Türkiye,country,2012-01-01,4126.379352
export,Türkiye,country,2013-01-01,8250.433818
export,Türkiye,country,2014-01-01,4489.670932
export,Türkiye,country,2015-01-01,2488.801957
export,Türkiye,country,2016-01-01,2306.924045
export,Türkiye,country,2017-01-01,6039.811178
export,Türkiye,country,2018-01-01,2792.810545
export,Türkiye,country,2019-01-01,3349.693807
export,Türkiye,country,2020-01-01,5857.498563
export,Türkiye,country,2021-01-01,2571.639209
export,Türkiye,country,2022-01-01,12189.857648
export,Türkiye,country,2023-01-01,14651.824837
export,Türkiye,country,2024-01-01,8031.786728
export,Türkiye,country,2025-01-01,10844.100821
export,USA,country,1990-01-01,6976
export,USA,country,1991-01-01,7153
export,USA,country,1992-01-01,7787
export,USA,country,1993-01-01,8212.06952
export,USA,country,1994-01-01,8672.800045
export,USA,country,1995-01-01,8223.781059
export,USA,country,1996-01-01,9133.918676
export,USA,country,1997-01-01,11418.140119
export,USA,country,1998-01-01,12355.235661
export,USA,country,1999-01-01,14678.050109
export,USA,country,2000-01-01,17426.594984
export,USA,country,2001-01-01,15660.237574
export,USA,country,2002-01-01,16675.453944
export,USA,country,2003-01-01,15442.360488
export,USA,country,2004-01-01,15780.045151
export,USA,country,2005-01-01,17513.225439
export,USA,country,2006-01-01,20476.758935
export,USA,country,2007-01-01,20056.839348
export,USA,country,2008-01-01,20729.030882
export,USA,country,2009-01-01,18775.668576
export,USA,country,2010-01-01,20558.124562
export,USA,country,2011-01-01,21326.728297
export,USA,country,2012-01-01,23908.771757
export,USA,country,2013-01-01,25301.070345
export,USA,country,2014-01-01,28833.683299
export,USA,country,2015-01-01,29515.666298
export,USA,country,2016-01-01,36367.506256
export,USA,country,2017-01-01,36273.681353
export,USA,country,2018-01-01,40068.335955
export,USA,country,2019-01-01,44212.75232
export,USA,country,2020-01-01,68842.326817
export,USA,country,2021-01-01,57661.702924
export,USA,country,2022-01-01,62414.575138
export,USA,country,2023-01-01,56660.103
export,USA,country,2024-01-01,65297.168636
export,USA,country,2025-01-01,103921.909833
export,United Arab Emirates,country,1990-01-01,312
export,United Arab Emirates,country,1991-01-01,346
export,United Arab Emirates,country,1992-01-01,523
export,United Arab Emirates,country,1993-01-01,459.806819
export,United Arab Emirates,country,1994-01-01,487.250301
export,United Arab Emirates,country,1995-01-01,434.282624
export,United Arab Emirates,country,1996-01-01,515.03812
export,United Arab Emirates,country,1997-01-01,609.622884
export,United Arab Emirates,country,1998-01-01,625.459215
export,United Arab Emirates,country,1999-01-01,591.538104
export,United Arab Emirates,country,2000-01-01,679.10132
export,United Arab Emirates,country,2001-01-01,825.625557
export,United Arab Emirates,country,2002-01-01,1083.30762
export,United Arab Emirates,country,2003-01-01,1004.031519
export,United Arab Emirates,country,2004-01-01,1132.934867
export,United Arab Emirates,country,2005-01-01,1402.453679
export,United Arab Emirates,country,2006-01-01,1753.993154
export,United Arab Emirates,country,2007-01-01,1970.955415
export,United Arab Emirates,country,2008-01-01,2841.279517
export,United Arab Emirates,country,2009-01-01,2225.866796
export,United Arab Emirates,country,2010-01-01,2251.093127
export,United Arab Emirates,country,2011-01-01,2785.892463
export,United Arab Emirates,country,2012-01-01,5098.953957
export,United Arab Emirates,country,2013-01-01,8601.235688
export,United Arab Emirates,country,2014-01-01,5903.137608
export,United Arab Emirates,country,2015-01-01,5093.419292
export,United Arab Emirates,country,2016-01-01,4291.909335
export,United Arab Emirates,country,2017-01-01,4045.905413
export,United Arab Emirates,country,2018-01-01,4839.530115
export,United Arab Emirates,country,2019-01-01,3739.6302
export,United Arab Emirates,country,2020-01-01,2780.394647
export,United Arab Emirates,country,2021-01-01,4229.454715
export,United Arab Emirates,country,2022-01-01,5770.749946
export,United Arab Emirates,country,2023-01-01,10013.888632
export,United Arab Emirates,country,2024-01-01,9963.094699
export,United Arab Emirates,country,2025-01-01,9606.921414
export,United Kingdom,country,1990-01-01,6573
export,United Kingdom,country,1991-01-01,5811
export,United Kingdom,country,1992-01-01,6063
export,United Kingdom,country,1993-01-01,6409.418342
export,United Kingdom,country,1994-01-01,6360.128651
export,United Kingdom,country,1995-01-01,5860.981947
export,United Kingdom,country,1996-01-01,6208.207524
export,United Kingdom,country,1997-01-01,6402.032641
export,United Kingdom,country,1998-01-01,6751.167532
export,United Kingdom,country,1999-01-01,6603.733394
export,United Kingdom,country,2000-01-01,7688.630579
export,United Kingdom,country,2001-01-01,7677.270196
export,United Kingdom,country,2002-01-01,7288.724819
export,United Kingdom,country,2003-01-01,6768.240031
export,United Kingdom,country,2004-01-01,7676.792281
export,United Kingdom,country,2005-01-01,8803.227519
export,United Kingdom,country,2006-01-01,8954.279199
export,United Kingdom,country,2007-01-01,10529.131983
export,United Kingdom,country,2008-01-01,11116.288306
export,United Kingdom,country,2009-01-01,9428.407783
export,United Kingdom,country,2010-01-01,12033.354219
export,United Kingdom,country,2011-01-01,9953.429158
export,United Kingdom,country,2012-01-01,28280.588136
export,United Kingdom,country,2013-01-01,12306.721523
export,United Kingdom,country,2014-01-01,12636.320803
export,United Kingdom,country,2015-01-01,13089.170329
export,United Kingdom,country,2016-01-01,31976.316643
export,United Kingdom,country,2017-01-01,16734.214676
export,United Kingdom,country,2018-01-01,10987.345855
export,United Kingdom,country,2019-01-01,28142.662245
export,United Kingdom,country,2020-01-01,15784.318344
export,United Kingdom,country,2021-01-01,12835.18628
export,United Kingdom,country,2022-01-01,12708.40641
export,United Kingdom,country,2023-01-01,13234.476451
export,United Kingdom,country,2024-01-01,19819.867345
export,United Kingdom,country,2025-01-01,47686.969562
import,Africa,group,1990-01-01,1684.117125
import,Africa,group,1991-01-01,1518.957102
import,Africa,group,1992-01-01,1019.436656
import,Africa,group,1993-01-01,1193.119784
import,Africa,group,1994-01-01,1138.398588
import,Africa,group,1995-01-01,1226.367631
import,Africa,group,1996-01-01,1629.139481
import,Africa,group,1997-01-01,1638.53741
import,Africa,group,1998-01-01,1563.697579
import,Africa,group,1999-01-01,1622.036927
import,Africa,group,2000-01-01,2356.103339
import,Africa,group,2001-01-01,2381.950891
import,Africa,group,2002-01-01,2242.081989
import,Africa,group,2003-01-01,2465.859954
import,Africa,group,2004-01-01,2936.111945
import,Africa,group,2005-01-01,3630.041646
import,Africa,group,2006-01-01,4712.403984
import,Africa,group,2007-01-01,3692.231883
import,Africa,group,2008-01-01,4631.038587
import,Africa,group,2009-01-01,3241.26858
import,Africa,group,2010-01-01,2213.49216
import,Africa,group,2011-01-01,2852.275165
import,Africa,group,2012-01-01,11233.137359
import,Africa,group,2013-01-01,10667.097819
import,Africa,group,2014-01-01,9746.369481
import,Africa,group,2015-01-01,7918.180295
import,Africa,group,2016-01-01,9014.873945
import,Africa,group,2017-01-01,8593.406972
import,Africa,group,2018-01-01,10477.818782
import,Africa,group,2019-01-01,12448.610592000001
import,Africa,group,2020-01-01,13741.926522
import,Africa,group,2021-01-01,14719.921083
import,Africa,group,2022-01-01,19090.633072
import,Africa,group,2023-01-01,16934.031306
import,Africa,group,2024-01-01,17080.782981
import,Africa,group,2025-01-01,22606.257968
import,Asia,group,1990-01-01,9201.081597
import,Asia,group,1991-01-01,9284.38542
import,Asia,group,1992-01-01,9065.382479000002
import,Asia,group,1993-01-01,8852.488247
import,Asia,group,1994-01-01,8645.424612
import,Asia,group,1995-01-01,8303.517827
import,Asia,group,1996-01-01,8248.925175
import,Asia,group,1997-01-01,9871.492226
import,Asia,group,1998-01-01,11620.838558
import,Asia,group,1999-01-01,10549.380236
import,Asia,group,2000-01-01,12870.476089
import,Asia,group,2001-01-01,11632.420516
import,Asia,group,2002-01-01,11663.698484
import,Asia,group,2003-01-01,11425.235671
import,Asia,group,2004-01-01,12776.66904
import,Asia,group,2005-01-01,14484.475166
import,Asia,group,2006-01-01,16170.011993
import,Asia,group,2007-01-01,18190.988235
import,Asia,group,2008-01-01,19858.91837
import,Asia,group,2009-01-01,19648.411328
import,Asia,group,2010-01-01,23879.622038
import,Asia,group,2011-01-01,23295.979587
import,Asia,group,2012-01-01,53553.264581
import,Asia,group,2013-01-01,36407.556642
import,Asia,group,2014-01-01,39796.961917
import,Asia,group,2015-01-01,44149.885231
import,Asia,group,2016-01-01,67641.119667
import,Asia,group,2017-01-01,63545.970886
import,Asia,group,2018-01-01,56583.466985
import,Asia,group,2019-01-01,66590.007652
import,Asia,group,2020-01-01,73016.254252
import,Asia,group,2021-01-01,62859.641543
import,Asia,group,2022-01-01,77441.936571
import,Asia,group,2023-01-01,79053.361749
import,Asia,group,2024-01-01,76591.911234
import,Asia,group,2025-01-01,112109.08964
import,Austria,country,1990-01-01,3807.207221
import,Austria,country,1991-01-01,3647.716056
import,Austria,country,1992-01-01,3608.104967
import,Austria,country,1993-01-01,3652.753125
import,Austria,country,1994-01-01,3810.849574
import,Austria,country,1995-01-01,3994.854205
import,Austria,country,1996-01-01,3836.229788
import,Austria,country,1997-01-01,4152.201045
import,Austria,country,1998-01-01,4578.952649
import,Austria,country,1999-01-01,4690.545036
import,Austria,country,2000-01-01,4944.574022
import,Austria,country,2001-01-01,5080.351969
import,Austria,country,2002-01-01,5456.712549
import,Austria,country,2003-01-01,5662.550062
import,Austria,country,2004-01-01,6085.675567
import,Austria,country,2005-01-01,7219.852596
import,Austria,country,2006-01-01,7611.832978
import,Austria,country,2007-01-01,8091.469753
import,Austria,country,2008-01-01,7912.007675
import,Austria,country,2009-01-01,7217.948857
import,Austria,country,2010-01-01,7934.472881
import,Austria,country,2011-01-01,7981.440649
import,Austria,country,2012-01-01,7869.895836
import,Austria,country,2013-01-01,8072.560565
import,Austria,country,2014-01-01,8884.657344
import,Austria,country,2015-01-01,7492.076094
import,Austria,country,2016-01-01,7799.798112
import,Austria,country,2017-01-01,7883.487426
import,Austria,country,2018-01-01,8316.575695
import,Austria,country,2019-01-01,8452.742803
import,Austria,country,2020-01-01,8422.625504
import,Austria,country,2021-01-01,9293.868488
import,Austria,country,2022-01-01,11152.996873
import,Austria,country,2023-01-01,9819.208
import,Austria,country,2024-01-01,9469.912801
import,Austria,country,2025-01-01,9457.451152
import,Belgium,country,1990-01-01,3469
import,Belgium,country,1991-01-01,3285
import,Belgium,country,1992-01-01,3564
import,Belgium,country,1993-01-01,3217
import,Belgium,country,1994-01-01,3500
import,Belgium,country,1995-01-01,3350
import,Belgium,country,1996-01-01,3411
import,Belgium,country,1997-01-01,4055
import,Belgium,country,1998-01-01,3921
import,Belgium,country,1999-01-01,3426.024434
import,Belgium,country,2000-01-01,4144.687775
import,Belgium,country,2001-01-01,4237.870104
import,Belgium,country,2002-01-01,3945.368477
import,Belgium,country,2003-01-01,4030.978924
import,Belgium,country,2004-01-01,4249.507894
import,Belgium,country,2005-01-01,4793.70751
import,Belgium,country,2006-01-01,5628.824425
import,Belgium,country,2007-01-01,5912.034118
