base,date,value
2003,1993-12-01,103.9644
2003,1994-01-01,103.8575
2003,1994-02-01,103.8601
2003,1994-03-01,103.9267
2003,1994-04-01,103.7337
2003,1994-05-01,103.7081
2003,1994-06-01,104.0155
2003,1994-07-01,104.1501
2003,1994-08-01,104.1049
2003,1994-09-01,104.1971
2003,1994-10-01,104.1677
2003,1994-11-01,104.198
2003,1994-12-01,104.0132
2003,1995-01-01,104.0129
2003,1995-02-01,104.1453
2003,1995-03-01,104.2613
2003,1995-04-01,104.1635
2003,1995-05-01,103.909
2003,1995-06-01,104.0836
2003,1995-07-01,104.0926
2003,1995-08-01,103.8175
2003,1995-09-01,103.9518
2003,1995-10-01,103.7805
2003,1995-11-01,103.3748
2003,1995-12-01,103.2343
2003,1996-01-01,103.2331
2003,1996-02-01,102.73
2003,1996-03-01,102.516
2003,1996-04-01,102.6279
2003,1996-05-01,102.0568
2003,1996-06-01,102.1523
2003,1996-07-01,102.0705
2003,1996-08-01,101.6088
2003,1996-09-01,101.6778
2003,1996-10-01,101.5815
2003,1996-11-01,101.3128
2003,1996-12-01,101.2906
2003,1997-01-01,101.3145
2003,1997-02-01,101.2036
2003,1997-03-01,101.4008
2003,1997-04-01,101.1822
2003,1997-05-01,101.3606
2003,1997-06-01,101.4887
2003,1997-07-01,101.5779
2003,1997-08-01,101.2951
2003,1997-09-01,101.3879
2003,1997-10-01,101.3297
2003,1997-11-01,101.3023
2003,1997-12-01,101.1326
2003,1998-01-01,101.07470000000001
2003,1998-02-01,100.5041
2003,1998-03-01,100.5228
2003,1998-04-01,100.4658
2003,1998-05-01,100.251
2003,1998-06-01,100.2591
2003,1998-07-01,100.2401
2003,1998-08-01,99.9533
2003,1998-09-01,99.8955
2003,1998-10-01,99.5941
2003,1998-11-01,99.1655
2003,1998-12-01,99.0726
2003,1999-01-01,99.1553
2003,1999-02-01,98.5622
2003,1999-03-01,98.5634
2003,1999-04-01,98.5994
2003,1999-05-01,98.66
2003,1999-06-01,98.919
2003,1999-07-01,99.1164
2003,1999-08-01,99.404
2003,1999-09-01,99.7233
2003,1999-10-01,99.6072
2003,1999-11-01,99.1927
2003,1999-12-01,99.515
2003,2000-01-01,99.6752
2003,2000-02-01,99.6243
2003,2000-03-01,99.7153
2003,2000-04-01,99.88
2003,2000-05-01,100.0234
2003,2000-06-01,100.1153
2003,2000-07-01,100.1151
2003,2000-08-01,100.1259
2003,2000-09-01,100.194
2003,2000-10-01,100.2517
2003,2000-11-01,100.2579
2003,2000-12-01,100.2861
2003,2001-01-01,100.3085
2003,2001-02-01,100.2095
2003,2001-03-01,100.2222
2003,2001-04-01,100.8071
2003,2001-05-01,100.6872
2003,2001-06-01,100.9375
2003,2001-07-01,100.8493
2003,2001-08-01,100.5746
2003,2001-09-01,100.6788
2003,2001-10-01,100.3954
2003,2001-11-01,100.1595
2003,2001-12-01,100.2952
2003,2002-01-01,100.2061
2003,2002-02-01,99.8038
2003,2002-03-01,99.8824
2003,2002-04-01,99.9974
2003,2002-05-01,100.1926
2003,2002-06-01,100.2101
2003,2002-07-01,100.2836
2003,2002-08-01,100.0196
2003,2002-09-01,100.094
2003,2002-10-01,99.9532
2003,2002-11-01,99.8485
2003,2002-12-01,99.8246
2003,2003-01-01,99.7442
2003,2003-02-01,99.6369
2003,2003-03-01,99.9121
2003,2003-04-01,100.0911
2003,2003-05-01,100
2003,2003-06-01,100.0356
2003,2003-07-01,100.0477
2003,2003-08-01,100.0268
2003,2003-09-01,100.0936
2003,2003-10-01,100.1739
2003,2003-11-01,100.2866
2003,2003-12-01,100.3084
2003,2004-01-01,100.326
2003,2004-02-01,100.3128
2003,2004-03-01,100.7185
2003,2004-04-01,101.2226
2003,2004-05-01,101.4811
2003,2004-06-01,101.4116
2003,2004-07-01,101.315
2003,2004-08-01,101.3386
2003,2004-09-01,101.4552
2003,2004-10-01,101.8372
2003,2004-11-01,101.959
2003,2004-12-01,101.5946
2003,2005-01-01,101.345
2003,2005-02-01,101.615
2003,2005-03-01,101.6712
2003,2005-04-01,101.9909
2003,2005-05-01,101.7585
2003,2005-06-01,101.727
2003,2005-07-01,101.9088
2003,2005-08-01,102.0529
2003,2005-09-01,102.643
2003,2005-10-01,102.7034
2003,2005-11-01,102.7023
2003,2005-12-01,102.7383
2003,2006-01-01,102.8435
2003,2006-02-01,103.1333
2003,2006-03-01,103.2193
2003,2006-04-01,103.9099
2003,2006-05-01,104.1845
2003,2006-06-01,104.3949
2003,2006-07-01,104.5334
2003,2006-08-01,104.7273
2003,2006-09-01,104.7303
2003,2006-10-01,104.7901
2003,2006-11-01,104.7946
2003,2006-12-01,104.7714
2003,2007-01-01,104.6345
2003,2007-02-01,105.1551
2003,2007-03-01,105.3721
2003,2007-04-01,106.1067
2003,2007-05-01,106.9651
2003,2007-06-01,107.0364
2003,2007-07-01,107.0533
2003,2007-08-01,107.4055
2003,2007-09-01,107.3651
2003,2007-10-01,107.3811
2003,2007-11-01,107.6425
2003,2007-12-01,107.6437
2003,2008-01-01,108.2493
2003,2008-02-01,108.6737
2003,2008-03-01,109.0213
2003,2008-04-01,109.9161
2003,2008-05-01,111.1628
2003,2008-06-01,111.6984
2003,2008-07-01,112.0078
2003,2008-08-01,111.2026
2003,2008-09-01,110.6995
2003,2008-10-01,110.4092
2003,2008-11-01,109.9994
2003,2008-12-01,109.6716
2003,2009-01-01,109.3844
2003,2009-02-01,108.6174
2003,2009-03-01,108.2063
2003,2009-04-01,108.2128
2003,2009-05-01,107.9385
2003,2009-06-01,107.877
2003,2009-07-01,107.7014
2003,2009-08-01,107.7067
2003,2009-09-01,107.7827
2003,2009-10-01,107.32
2003,2009-11-01,107.2497
2003,2009-12-01,107.4327
2003,2010-01-01,107.7936
2003,2010-02-01,107.5285
2003,2010-03-01,107.9227
2003,2010-04-01,108.4963
2003,2010-05-01,108.6052
2003,2010-06-01,108.1625
2003,2010-07-01,107.7328
2003,2010-08-01,107.912
2003,2010-09-01,107.9455
2003,2010-10-01,107.698
2003,2010-11-01,107.299
2003,2010-12-01,107.582
2003,2011-01-01,107.7017
2003,2011-02-01,107.6008
2003,2011-03-01,107.7882
2003,2011-04-01,107.932
2003,2011-05-01,107.4611
2003,2011-06-01,107.299
2003,2011-07-01,106.8172
2003,2011-08-01,105.9539
2003,2011-09-01,105.891
2003,2011-10-01,105.7733
2003,2011-11-01,104.937
2003,2011-12-01,105.1959
2003,2012-01-01,105.1934
2003,2012-02-01,106.0127
2003,2012-03-01,106.1637
2003,2012-04-01,106.0296
2003,2012-05-01,106.1295
2003,2012-06-01,105.9895
2003,2012-07-01,105.9134
2003,2012-08-01,106.2189
2003,2012-09-01,106.3351
2003,2012-10-01,106.3166
2003,2012-11-01,106.4621
2003,2012-12-01,106.5991
2003,2013-01-01,106.4985
2003,2013-02-01,106.479
2003,2013-03-01,106.4678
2003,2013-04-01,106.7211
2003,2013-05-01,106.4293
2003,2013-06-01,106.5007
2003,2013-07-01,106.4569
2003,2013-08-01,106.4982
2003,2013-09-01,106.6121
2003,2013-10-01,106.3531
2003,2013-11-01,106.2922
2003,2013-12-01,106.3354
2003,2014-01-01,106.339
2003,2014-02-01,106.041
2003,2014-03-01,106.0612
2003,2014-04-01,105.85
2003,2014-05-01,105.8879
2003,2014-06-01,105.9192
2003,2014-07-01,105.7913
2003,2014-08-01,105.5671
2003,2014-09-01,105.5309
2003,2014-10-01,105.5184
2003,2014-11-01,104.7811
2003,2014-12-01,104.5425
2003,2015-01-01,104.4463
2003,2015-02-01,103.7214
2003,2015-03-01,103.8398
2003,2015-04-01,102.1543
2003,2015-05-01,101.341
2003,2015-06-01,101.3122
2003,2015-07-01,101.0703
2003,2015-08-01,100.5072
2003,2015-09-01,100.4673
2003,2015-10-01,100.7373
2003,2015-11-01,101.0292
2003,2015-12-01,100.7721
2003,2016-01-01,100.6257
2003,2016-02-01,100.123
2003,2016-03-01,100.2065
2003,2016-04-01,100.4238
2003,2016-05-01,100.8647
2003,2016-06-01,100.6839
2003,2016-07-01,100.6052
2003,2016-08-01,100.396
2003,2016-09-01,100.4828
2003,2016-10-01,100.4071
2003,2016-11-01,100.5538
2003,2016-12-01,100.5791
2003,2017-01-01,100.8643
2003,2017-02-01,100.5071
2003,2017-03-01,100.6427
2003,2017-04-01,100.499
2003,2017-05-01,100.1408
2003,2017-06-01,100.0325
2003,2017-07-01,100.013
2003,2017-08-01,99.9353
2003,2017-09-01,100.3267
2003,2017-10-01,100.4841
2003,2017-11-01,100.9542
2003,2017-12-01,101.0904
2003,2018-01-01,101.3763
2003,2018-02-01,101.7352
2003,2018-03-01,101.7555
2003,2018-04-01,102.0039
2003,2018-05-01,101.7326
2003,2018-06-01,101.8931
2003,2018-07-01,102.0691
2003,2018-08-01,102.121
2003,2018-09-01,101.8909
2003,2018-10-01,101.8999
2003,2018-11-01,101.6112
2003,2018-12-01,101.5234
2003,2019-01-01,101.1477
2003,2019-02-01,101.1069
2003,2019-03-01,101.2689
2003,2019-04-01,101.3538
2003,2019-05-01,101.385
2003,2019-06-01,101.1596
2003,2019-07-01,101.0933
2003,2019-08-01,101.0135
2003,2019-09-01,100.8589
2003,2019-10-01,100.6853
2003,2019-11-01,100.3678
2003,2019-12-01,100.4947
2003,2020-01-01,100.5802
2003,2020-02-01,99.9383
2003,2020-03-01,99.8523
2003,2020-04-01,99.3004
2003,2020-05-01,98.9441
2003,2020-06-01,99.1065
2003,2020-07-01,99.0682
2003,2020-08-01,98.8203
2003,2020-09-01,98.9576
2003,2020-10-01,99.1045
2003,2020-11-01,99.0258
2003,2020-12-01,99.2684
2003,2021-01-01,99.4185
2003,2021-02-01,99.0881
2003,2021-03-01,99.4494
2003,2021-04-01,100.0314
2003,2021-05-01,100.5529
2003,2021-06-01,100.7965
2003,2021-07-01,101.1199
2003,2021-08-01,101.6497
2003,2021-09-01,101.7846
2003,2021-10-01,102.2116
2003,2021-11-01,102.3799
2003,2021-12-01,102.3908
2003,2022-01-01,102.8627
2003,2022-02-01,102.9763
2003,2022-03-01,103.5349
2003,2022-04-01,104.5478
2003,2022-05-01,104.9813
2003,2022-06-01,105.1955
2003,2022-07-01,105.2765
2003,2022-08-01,105.5169
2003,2022-09-01,105.6176
2003,2022-10-01,105.7366
2003,2022-11-01,105.2336
2003,2022-12-01,105.052
2003,2023-01-01,105.7659
2003,2023-02-01,106.0308
2003,2023-03-01,106.3031
2003,2023-04-01,106.5698
2003,2023-05-01,107.0436
2003,2023-06-01,107.0354
2003,2023-07-01,107.0256
2003,2023-08-01,106.5699
2003,2023-09-01,106.5365
2003,2023-10-01,106.5925
2003,2023-11-01,105.8256
2003,2023-12-01,105.6099
2003,2024-01-01,105.6172
2003,2024-02-01,105.6948
2003,2024-03-01,105.7811
2003,2024-04-01,106.1941
2003,2024-05-01,105.661
2003,2024-06-01,105.7472
2003,2024-07-01,105.7415
2003,2024-08-01,106.3404
2003,2024-09-01,106.3391
2003,2024-10-01,106.0264
2003,2024-11-01,105.4542
2003,2024-12-01,105.5067
2003,2025-01-01,105.5823
2003,2025-02-01,105.9113
2003,2025-03-01,106.0497
2003,2025-04-01,106.2468
2003,2025-05-01,106.0498
2003,2025-06-01,106.058
2003,2025-07-01,105.7384
2003,2025-08-01,104.9305
2003,2025-09-01,104.8906
2003,2025-10-01,104.6947
2003,2025-11-01,104.1803
2003,2025-12-01,104.1158
2003,2026-01-01,103.9585
2003,2026-02-01,103.4463
2003,2026-03-01,103.5314
2003,2026-04-01,103.7442
2003,2026-05-01,103.3721
2003,2026-06-01,103.24
2003,2026-07-01,103.2802
2010,1963-01-01,49.5735
2010,1963-02-01,49.673
2010,1963-03-01,49.8222
2010,1963-04-01,49.7226
2010,1963-05-01,49.8222
2010,1963-06-01,49.673
2010,1963-07-01,49.6232
2010,1963-08-01,49.4741
2010,1963-09-01,49.5735
2010,1963-10-01,49.8222
2010,1963-11-01,49.8718
2010,1963-12-01,49.9216
2010,1964-01-01,49.8222
2010,1964-02-01,50.021
2010,1964-03-01,50.0708
2010,1964-04-01,50.4188
2010,1964-05-01,50.5679
2010,1964-06-01,50.4685
2010,1964-07-01,50.3193
2010,1964-08-01,50.4188
2010,1964-09-01,50.6177
2010,1964-10-01,50.6675
2010,1964-11-01,50.7171
2010,1964-12-01,50.6675
2010,1965-01-01,50.7171
2010,1965-02-01,50.8166
2010,1965-03-01,50.8663
2010,1965-04-01,50.5679
2010,1965-05-01,50.8166
2010,1965-06-01,51.0155
2010,1965-07-01,50.7171
2010,1965-08-01,50.6675
2010,1965-09-01,50.7171
2010,1965-10-01,50.916
2010,1965-11-01,51.2642
2010,1965-12-01,51.3636
2010,1966-01-01,51.8111
2010,1966-02-01,51.9104
2010,1966-03-01,52.0099
2010,1966-04-01,52.0099
2010,1966-05-01,52.1591
2010,1966-06-01,52.1094
2010,1966-07-01,52.0596
2010,1966-08-01,51.6122
2010,1966-09-01,51.7116
2010,1966-10-01,51.7116
2010,1966-11-01,51.9603
2010,1966-12-01,52.0596
2010,1967-01-01,52.0099
2010,1967-02-01,52.0099
2010,1967-03-01,51.9603
2010,1967-04-01,51.8608
2010,1967-05-01,52.2088
2010,1967-06-01,52.4077
2010,1967-07-01,52.2586
2010,1967-08-01,52.2088
2010,1967-09-01,52.1094
2010,1967-10-01,52.1591
2010,1967-11-01,52.2586
2010,1967-12-01,52.3083
2010,1968-01-01,52.3579
2010,1968-02-01,52.4077
2010,1968-03-01,52.2586
2010,1968-04-01,51.9104
2010,1968-05-01,51.9603
2010,1968-06-01,51.8608
2010,1968-07-01,51.7613
2010,1968-08-01,51.7116
2010,1968-09-01,51.9104
2010,1968-10-01,52.0099
2010,1968-11-01,52.1094
2010,1968-12-01,52.1591
2010,1969-01-01,52.4077
2010,1969-02-01,52.5071
2010,1969-03-01,52.3083
2010,1969-04-01,52.5071
2010,1969-05-01,52.706
2010,1969-06-01,52.8552
2010,1969-07-01,52.8552
2010,1969-08-01,52.8056
2010,1969-09-01,53.0044
2010,1969-10-01,53.2531
2010,1969-11-01,53.5513
2010,1969-12-01,53.7503
2010,1970-01-01,53.8497
2010,1970-02-01,54.148
2010,1970-03-01,54.6452
2010,1970-04-01,54.695
2010,1970-05-01,54.943600000000004
2010,1970-06-01,54.8441
2010,1970-07-01,54.7944
2010,1970-08-01,54.695
2010,1970-09-01,54.8441
2010,1970-10-01,55.0927
2010,1970-11-01,55.4905
2010,1970-12-01,55.59
2010,1971-01-01,55.7392
2010,1971-02-01,55.9878
2010,1971-03-01,56.7337
2010,1971-04-01,56.8827
2010,1971-05-01,57.1811
2010,1971-06-01,57.0817
2010,1971-07-01,57.1313
2010,1971-08-01,57.0817
2010,1971-09-01,57.2308
2010,1971-10-01,57.38
2010,1971-11-01,57.5291
2010,1971-12-01,57.8772
2010,1972-01-01,58.2253
2010,1972-02-01,58.5236
2010,1972-03-01,58.8717
2010,1972-04-01,58.8717
2010,1972-05-01,59.1203
2010,1972-06-01,59.1203
2010,1972-07-01,59.1203
2010,1972-08-01,59.2694
2010,1972-09-01,59.518
2010,1972-10-01,59.9655
2010,1972-11-01,60.3137
2010,1972-12-01,60.612
2010,1973-01-01,61.6561
2010,1973-02-01,62.2032
2010,1973-03-01,63.3467
2010,1973-04-01,63.7047
2010,1973-05-01,63.9434
2010,1973-06-01,63.9931
2010,1973-07-01,64.192
2010,1973-08-01,64.2914
2010,1973-09-01,64.8881
2010,1973-10-01,66.0814
2010,1973-11-01,66.7775
2010,1973-12-01,67.2748
2010,1974-01-01,68.4681
2010,1974-02-01,69.5123
2010,1974-03-01,72.3962
2010,1974-04-01,72.8437
2010,1974-05-01,73.5398
2010,1974-06-01,73.8382
2010,1974-07-01,74.236
2010,1974-08-01,74.1863
2010,1974-09-01,74.9321
2010,1974-10-01,75.2304
2010,1974-11-01,75.5288
2010,1974-12-01,75.2802
2010,1975-01-01,75.2802
2010,1975-02-01,75.5784
2010,1975-03-01,74.8327
2010,1975-04-01,74.783
2010,1975-05-01,74.6835
2010,1975-06-01,74.0868
2010,1975-07-01,73.888
2010,1975-08-01,73.6394
2010,1975-09-01,73.341
2010,1975-10-01,73.5895
2010,1975-11-01,73.4902
2010,1975-12-01,73.5398
2010,1976-01-01,73.4902
2010,1976-02-01,73.3907
2010,1976-03-01,73.4902
2010,1976-04-01,73.4404
2010,1976-05-01,73.2913
2010,1976-06-01,73.5398
2010,1976-07-01,73.6394
2010,1976-08-01,73.4404
2010,1976-09-01,73.4404
2010,1976-10-01,73.2415
2010,1976-11-01,73.2913
2010,1976-12-01,73.5398
2010,1977-01-01,73.4902
2010,1977-02-01,73.4404
2010,1977-03-01,73.4404
2010,1977-04-01,73.5398
2010,1977-05-01,73.4902
2010,1977-06-01,73.4404
2010,1977-07-01,73.4404
2010,1977-08-01,73.0427
2010,1977-09-01,73.4902
2010,1977-10-01,73.2415
2010,1977-11-01,73.2415
2010,1977-12-01,73.1918
2010,1978-01-01,72.9432
2010,1978-02-01,72.8935
2010,1978-03-01,72.6946
2010,1978-04-01,72.5454
2010,1978-05-01,72.6449
2010,1978-06-01,72.6449
2010,1978-07-01,72.446
2010,1978-08-01,72.0979
2010,1978-09-01,71.7996
2010,1978-10-01,71.9487
2010,1978-11-01,72.1476
2010,1978-12-01,72.1974
2010,1979-01-01,72.446
2010,1979-02-01,72.7941
2010,1979-03-01,73.0923
2010,1979-04-01,73.3907
2010,1979-05-01,73.689
2010,1979-06-01,73.7387
2010,1979-07-01,73.7885
2010,1979-08-01,73.7885
2010,1979-09-01,74.3355
2010,1979-10-01,74.4847
2010,1979-11-01,74.9321
2010,1979-12-01,75.0315
2010,1980-01-01,75.5784
2010,1980-02-01,75.8768
2010,1980-03-01,76.3243
2010,1980-04-01,76.6724
2010,1980-05-01,76.8216
2010,1980-06-01,77.0204
2010,1980-07-01,77.2691
2010,1980-08-01,77.3685
2010,1980-09-01,77.3685
2010,1980-10-01,77.9652
2010,1980-11-01,78.2636
2010,1980-12-01,78.512200000000007
2010,1981-01-01,79.258
2010,1981-02-01,79.7055
2010,1981-03-01,80.4513
2010,1981-04-01,80.6502
2010,1981-05-01,81.0479
2010,1981-06-01,80.9485
2010,1981-07-01,81.4955
2010,1981-08-01,81.7442
2010,1981-09-01,82.0424
2010,1981-10-01,83.1364
2010,1981-11-01,83.186
2010,1981-12-01,83.3352
2010,1982-01-01,83.4844
2010,1982-02-01,83.6832
2010,1982-03-01,83.5839
2010,1982-04-01,83.9319
2010,1982-05-01,84.628
2010,1982-06-01,84.4789
2010,1982-07-01,84.7772
2010,1982-08-01,84.6777
2010,1982-09-01,84.8269
2010,1982-10-01,84.9264
2010,1982-11-01,84.8767
2010,1982-12-01,84.8767
2010,1983-01-01,84.8269
2010,1983-02-01,84.628
2010,1983-03-01,84.5783
2010,1983-04-01,84.7772
2010,1983-05-01,84.976
2010,1983-06-01,85.2247
2010,1983-07-01,85.3242
2010,1983-08-01,85.523
2010,1983-09-01,85.8711
2010,1983-10-01,85.8711
2010,1983-11-01,86.07
2010,1983-12-01,86.3684
2010,1984-01-01,86.7661
2010,1984-02-01,86.9153
2010,1984-03-01,87.7109
2010,1984-04-01,87.7606
2010,1984-05-01,87.8103
2010,1984-06-01,87.86
2010,1984-07-01,88.0091
2010,1984-08-01,87.9098
2010,1984-09-01,88.2081
2010,1984-10-01,88.3573
2010,1984-11-01,88.407
2010,1984-12-01,88.5561
2010,1985-01-01,89.2523
2010,1985-02-01,89.5506
2010,1985-03-01,89.5506
2010,1985-04-01,89.9484
2010,1985-05-01,89.8986
2010,1985-06-01,89.8986
2010,1985-07-01,89.5008
2010,1985-08-01,89.2025
2010,1985-09-01,89.5008
2010,1985-10-01,89.7992
2010,1985-11-01,89.7992
2010,1985-12-01,89.6998
2010,1986-01-01,89.4511
2010,1986-02-01,89.3019
2010,1986-03-01,88.8047
2010,1986-04-01,88.6556
2010,1986-05-01,88.6556
2010,1986-06-01,88.7053
2010,1986-07-01,88.7053
2010,1986-08-01,88.3573
2010,1986-09-01,88.1583
2010,1986-10-01,88.0091
2010,1986-11-01,87.5617
2010,1986-12-01,87.6113
2010,1987-01-01,87.7589
2010,1987-02-01,87.5401
2010,1987-03-01,87.693
2010,1987-04-01,87.5519
2010,1987-05-01,87.6295
2010,1987-06-01,87.8677
2010,1987-07-01,87.7492
2010,1987-08-01,87.8508
2010,1987-09-01,87.8832
2010,1987-10-01,88.1671
2010,1987-11-01,88.2757
2010,1987-12-01,88.3481
2010,1988-01-01,88.3235
2010,1988-02-01,88.7873
2010,1988-03-01,89.2618
2010,1988-04-01,89.2171
2010,1988-05-01,89.4192
2010,1988-06-01,89.58
2010,1988-07-01,89.6476
2010,1988-08-01,89.5701
2010,1988-09-01,90.3259
2010,1988-10-01,90.6839
2010,1988-11-01,90.8888
2010,1988-12-01,91.1853
2010,1989-01-01,91.4099
2010,1989-02-01,91.6049
2010,1989-03-01,91.9202
2010,1989-04-01,92.3877
2010,1989-05-01,92.7763
2010,1989-06-01,92.7781
2010,1989-07-01,92.7323
2010,1989-08-01,92.7989
2010,1989-09-01,92.9828
2010,1989-10-01,93.0977
2010,1989-11-01,93.1637
2010,1989-12-01,93.4371
2010,1990-01-01,93.5204
2010,1990-02-01,94.0361
2010,1990-03-01,94.5324
2010,1990-04-01,94.7602
2010,1990-05-01,95.1245
2010,1990-06-01,94.9275
2010,1990-07-01,95.0355
2010,1990-08-01,95.1227
2010,1990-09-01,95.2535
2010,1990-10-01,94.9842
2010,1990-11-01,94.8207
2010,1990-12-01,94.8121
2010,1991-01-01,95.2926
2010,1991-02-01,95.5616
2010,1991-03-01,95.5005
2010,1991-04-01,95.6496
2010,1991-05-01,96.0107
2010,1991-06-01,96.098
2010,1991-07-01,96.3058
2010,1991-08-01,96.3163
2010,1991-09-01,96.2319
2010,1991-10-01,96.4147
2010,1991-11-01,96.2562
2010,1991-12-01,96.2322
2010,1992-01-01,96.1394
2010,1992-02-01,96.0951
2010,1992-03-01,96.6485
2010,1992-04-01,96.5996
2010,1992-05-01,96.9049
2010,1992-06-01,96.8477
2010,1992-07-01,96.824
2010,1992-08-01,96.6587
2010,1992-09-01,96.7306
2010,1992-10-01,96.9605
2010,1992-11-01,97.0447
2010,1992-12-01,97.0244
2010,1993-01-01,97.1472
2010,1993-02-01,96.8737
2010,1993-03-01,97.4651
2010,1993-04-01,97.2143
2010,1993-05-01,97.1939
2010,1993-06-01,97.3742
2010,1993-07-01,97.4902
2010,1993-08-01,97.3054
2010,1993-09-01,97.151
2010,1993-10-01,96.908
2010,1993-11-01,96.5175
2010,1993-12-01,96.6374
2010,1994-01-01,96.538
2010,1994-02-01,96.5404
2010,1994-03-01,96.6023
2010,1994-04-01,96.4229
2010,1994-05-01,96.3991
2010,1994-06-01,96.6849
2010,1994-07-01,96.81
2010,1994-08-01,96.768
2010,1994-09-01,96.8537
2010,1994-10-01,96.8263
2010,1994-11-01,96.8545
2010,1994-12-01,96.6827
2010,1995-01-01,96.6824
2010,1995-02-01,96.8055
2010,1995-03-01,96.9133
2010,1995-04-01,96.8224
2010,1995-05-01,96.5859
2010,1995-06-01,96.7482
2010,1995-07-01,96.7565
2010,1995-08-01,96.5008
2010,1995-09-01,96.6256
2010,1995-10-01,96.4664
2010,1995-11-01,96.0893
2010,1995-12-01,95.9587
2010,1996-01-01,95.9576
2010,1996-02-01,95.49
2010,1996-03-01,95.291
2010,1996-04-01,95.395
2010,1996-05-01,94.8642
2010,1996-06-01,94.953
2010,1996-07-01,94.8769
2010,1996-08-01,94.4478
2010,1996-09-01,94.5119
2010,1996-10-01,94.4224
2010,1996-11-01,94.1726
2010,1996-12-01,94.152
2010,1997-01-01,94.1742
2010,1997-02-01,94.0711
2010,1997-03-01,94.2544
2010,1997-04-01,94.0512
2010,1997-05-01,94.2171
2010,1997-06-01,94.3361
2010,1997-07-01,94.419
2010,1997-08-01,94.1562
2010,1997-09-01,94.2424
2010,1997-10-01,94.1883
2010,1997-11-01,94.1629
2010,1997-12-01,94.0051
2010,1998-01-01,93.9513
2010,1998-02-01,93.4209
2010,1998-03-01,93.4383
2010,1998-04-01,93.3853
2010,1998-05-01,93.1857
2010,1998-06-01,93.1932
2010,1998-07-01,93.1755
2010,1998-08-01,92.9089
2010,1998-09-01,92.8552
2010,1998-10-01,92.5751
2010,1998-11-01,92.1767
2010,1998-12-01,92.0903
2010,1999-01-01,92.1672
2010,1999-02-01,91.6159
2010,1999-03-01,91.617
2010,1999-04-01,91.6505
2010,1999-05-01,91.7068
2010,1999-06-01,91.9475
2010,1999-07-01,92.131
2010,1999-08-01,92.3984
2010,1999-09-01,92.6952
2010,1999-10-01,92.5872
2010,1999-11-01,92.2019
2010,1999-12-01,92.5015
2010,2000-01-01,92.6504
2010,2000-02-01,92.6031
2010,2000-03-01,92.6877
2010,2000-04-01,92.8408
2010,2000-05-01,92.9741
2010,2000-06-01,93.0595
2010,2000-07-01,93.0593
2010,2000-08-01,93.0694
2010,2000-09-01,93.1327
2010,2000-10-01,93.1863
2010,2000-11-01,93.1921
2010,2000-12-01,93.2183
2010,2001-01-01,93.2391
2010,2001-02-01,93.1471
2010,2001-03-01,93.1589
2010,2001-04-01,93.7026
2010,2001-05-01,93.5911
2010,2001-06-01,93.8238
2010,2001-07-01,93.7418
2010,2001-08-01,93.4865
2010,2001-09-01,93.5833
2010,2001-10-01,93.3199
2010,2001-11-01,93.1006
2010,2001-12-01,93.2267
2010,2002-01-01,93.1439
2010,2002-02-01,92.77
2010,2002-03-01,92.843
2010,2002-04-01,92.9499
2010,2002-05-01,93.1314
2010,2002-06-01,93.1476
2010,2002-07-01,93.216
2010,2002-08-01,92.9706
2010,2002-09-01,93.0397
2010,2002-10-01,92.9089
2010,2002-11-01,92.8115
2010,2002-12-01,92.7893
2010,2003-01-01,92.7146
2010,2003-02-01,92.6148
2010,2003-03-01,92.8706
2010,2003-04-01,93.037
2010,2003-05-01,92.9524
2010,2003-06-01,92.9854
2010,2003-07-01,92.9967
2010,2003-08-01,92.9773
2010,2003-09-01,93.0394
2010,2003-10-01,93.114
2010,2003-11-01,93.2188
2010,2003-12-01,93.239
2010,2004-01-01,93.2554
2010,2004-02-01,93.2431
2010,2004-03-01,93.6202
2010,2004-04-01,94.0888
2010,2004-05-01,94.3291
2010,2004-06-01,94.2645
2010,2004-07-01,94.1747
2010,2004-08-01,94.1966
2010,2004-09-01,94.305
2010,2004-10-01,94.6601
2010,2004-11-01,94.7733
2010,2004-12-01,94.4346
2010,2005-01-01,94.2026
2010,2005-02-01,94.4535
2010,2005-03-01,94.5058
2010,2005-04-01,94.8029
2010,2005-05-01,94.5869
2010,2005-06-01,94.5576
2010,2005-07-01,94.7266
2010,2005-08-01,94.8606
2010,2005-09-01,95.4091
2010,2005-10-01,95.4652
2010,2005-11-01,95.4642
2010,2005-12-01,95.4977
2010,2006-01-01,95.5955
2010,2006-02-01,95.8648
2010,2006-03-01,95.9448
2010,2006-04-01,96.5867
2010,2006-05-01,96.8419
2010,2006-06-01,97.0375
2010,2006-07-01,97.1663
2010,2006-08-01,97.3465
2010,2006-09-01,97.3493
2010,2006-10-01,97.4049
2010,2006-11-01,97.409
2010,2006-12-01,97.3875
2010,2007-01-01,97.2602
2010,2007-02-01,97.7441
2010,2007-03-01,97.9458
2010,2007-04-01,98.6287
2010,2007-05-01,99.4266
2010,2007-06-01,99.4929
2010,2007-07-01,99.5086
2010,2007-08-01,99.8359
2010,2007-09-01,99.7984
2010,2007-10-01,99.8133
2010,2007-11-01,100.0562
2010,2007-12-01,100.0574
2010,2008-01-01,100.6203
2010,2008-02-01,101.0148
2010,2008-03-01,101.3379
2010,2008-04-01,102.1696
2010,2008-05-01,103.3284
2010,2008-06-01,103.8263
2010,2008-07-01,104.1139
