base,date,value
1993,1979-04-01,75.5096
1993,1979-05-01,75.8165
1993,1979-06-01,75.8677
1993,1979-07-01,75.9188
1993,1979-08-01,75.9188
1993,1979-09-01,76.4816
1993,1979-10-01,76.6351
1993,1979-11-01,77.0955
1993,1979-12-01,77.1978
1993,1980-01-01,77.7605
1993,1980-02-01,78.0675
1993,1980-03-01,78.5279
1993,1980-04-01,78.886
1993,1980-05-01,79.0395
1993,1980-06-01,79.2441
1993,1980-07-01,79.4999
1993,1980-08-01,79.6022
1993,1980-09-01,79.6022
1993,1980-10-01,80.2161
1993,1980-11-01,80.5231
1993,1980-12-01,80.7789
1993,1981-01-01,81.5462
1993,1981-02-01,82.0067
1993,1981-03-01,82.774
1993,1981-04-01,82.9787
1993,1981-05-01,83.3879
1993,1981-06-01,83.2856
1993,1981-07-01,83.8484
1993,1981-08-01,84.1042
1993,1981-09-01,84.4111
1993,1981-10-01,85.5366
1993,1981-11-01,85.5877
1993,1981-12-01,85.7412
1993,1982-01-01,85.8947
1993,1982-02-01,86.0993
1993,1982-03-01,85.997
1993,1982-04-01,86.3551
1993,1982-05-01,87.0713
1993,1982-06-01,86.9179
1993,1982-07-01,87.2248
1993,1982-08-01,87.1225
1993,1982-09-01,87.276
1993,1982-10-01,87.3783
1993,1982-11-01,87.3271
1993,1982-12-01,87.3271
1993,1983-01-01,87.276
1993,1983-02-01,87.0713
1993,1983-03-01,87.0202
1993,1983-04-01,87.2248
1993,1983-05-01,87.4294
1993,1983-06-01,87.6852
1993,1983-07-01,87.7876
1993,1983-08-01,87.9922
1993,1983-09-01,88.3503
1993,1983-10-01,88.3503
1993,1983-11-01,88.5549
1993,1983-12-01,88.8619
1993,1984-01-01,89.2711
1993,1984-02-01,89.4246
1993,1984-03-01,90.2432
1993,1984-04-01,90.2943
1993,1984-05-01,90.3455
1993,1984-06-01,90.3966
1993,1984-07-01,90.5501
1993,1984-08-01,90.4478
1993,1984-09-01,90.7547
1993,1984-10-01,90.9082
1993,1984-11-01,90.9594
1993,1984-12-01,91.1128
1993,1985-01-01,91.8291
1993,1985-02-01,92.136
1993,1985-03-01,92.136
1993,1985-04-01,92.5453
1993,1985-05-01,92.4941
1993,1985-06-01,92.4941
1993,1985-07-01,92.0848
1993,1985-08-01,91.7779
1993,1985-09-01,92.0848
1993,1985-10-01,92.3918
1993,1985-11-01,92.3918
1993,1985-12-01,92.2895
1993,1986-01-01,92.0337
1993,1986-02-01,91.8802
1993,1986-03-01,91.3686
1993,1986-04-01,91.2152
1993,1986-05-01,91.2152
1993,1986-06-01,91.2663
1993,1986-07-01,91.2663
1993,1986-08-01,90.9082
1993,1986-09-01,90.7036
1993,1986-10-01,90.5501
1993,1986-11-01,90.0897
1993,1986-12-01,90.1408
1993,1987-01-01,90.2926
1993,1987-02-01,90.0675
1993,1987-03-01,90.2248
1993,1987-04-01,90.0796
1993,1987-05-01,90.1595
1993,1987-06-01,90.4045
1993,1987-07-01,90.2826
1993,1987-08-01,90.3871
1993,1987-09-01,90.4205
1993,1987-10-01,90.7126
1993,1987-11-01,90.8244
1993,1987-12-01,90.8989
1993,1988-01-01,90.8735
1993,1988-02-01,91.3507
1993,1988-03-01,91.8389
1993,1988-04-01,91.7929
1993,1988-05-01,92.0009
1993,1988-06-01,92.1663
1993,1988-07-01,92.2359
1993,1988-08-01,92.1561
1993,1988-09-01,92.9337
1993,1988-10-01,93.302
1993,1988-11-01,93.5129
1993,1988-12-01,93.818
1993,1989-01-01,94.049
1993,1989-02-01,94.2497
1993,1989-03-01,94.5741
1993,1989-04-01,95.055
1993,1989-05-01,95.4549
1993,1989-06-01,95.4567
1993,1989-07-01,95.4096
1993,1989-08-01,95.4781
1993,1989-09-01,95.6674
1993,1989-10-01,95.7856
1993,1989-11-01,95.8535
1993,1989-12-01,96.1347
1993,1990-01-01,96.2204
1993,1990-02-01,96.751
1993,1990-03-01,97.2617
1993,1990-04-01,97.496
1993,1990-05-01,97.8708
1993,1990-06-01,97.6682
1993,1990-07-01,97.7793
1993,1990-08-01,97.869
1993,1990-09-01,98.0036
1993,1990-10-01,97.7265
1993,1990-11-01,97.5583
1993,1990-12-01,97.5495
1993,1991-01-01,98.0438
1993,1991-02-01,98.3206
1993,1991-03-01,98.2577
1993,1991-04-01,98.4111
1993,1991-05-01,98.7826
1993,1991-06-01,98.8725
1993,1991-07-01,99.0863
1993,1991-08-01,99.0971
1993,1991-09-01,99.0102
1993,1991-10-01,99.1983
1993,1991-11-01,99.0352
1993,1991-12-01,99.0105
1993,1992-01-01,98.9151
1993,1992-02-01,98.8695
1993,1992-03-01,99.4389
1993,1992-04-01,99.3886
1993,1992-05-01,99.7026
1993,1992-06-01,99.6438
1993,1992-07-01,99.6194
1993,1992-08-01,99.4494
1993,1992-09-01,99.5233
1993,1992-10-01,99.7598
1993,1992-11-01,99.8465
1993,1992-12-01,99.8256
1993,1993-01-01,99.952
1993,1993-02-01,99.6706
1993,1993-03-01,100.279
1993,1993-04-01,100.021
1993,1993-05-01,100
1993,1993-06-01,100.1855
1993,1993-07-01,100.3049
1993,1993-08-01,100.1147
1993,1993-09-01,99.9559
1993,1993-10-01,99.7059
1993,1993-11-01,99.3041
1993,1993-12-01,99.4274
1993,1994-01-01,99.3252
1993,1994-02-01,99.3276
1993,1994-03-01,99.3913
1993,1994-04-01,99.2068
1993,1994-05-01,99.1823
1993,1994-06-01,99.4763
1993,1994-07-01,99.605
1993,1994-08-01,99.5618
1993,1994-09-01,99.6499
1993,1994-10-01,99.6218
1993,1994-11-01,99.6508
1993,1994-12-01,99.4741
1993,1995-01-01,99.4738
1993,1995-02-01,99.6004
1993,1995-03-01,99.7113
1993,1995-04-01,99.6178
1993,1995-05-01,99.3744
1993,1995-06-01,99.5414
1993,1995-07-01,99.55
1993,1995-08-01,99.2869
1993,1995-09-01,99.4153
1993,1995-10-01,99.2515
1993,1995-11-01,98.8635
1993,1995-12-01,98.7292
1993,1996-01-01,98.728
1993,1996-02-01,98.2469
1993,1996-03-01,98.0422
1993,1996-04-01,98.1492
1993,1996-05-01,97.603
1993,1996-06-01,97.6944
1993,1996-07-01,97.6161
1993,1996-08-01,97.1746
1993,1996-09-01,97.2406
1993,1996-10-01,97.1485
1993,1996-11-01,96.8915
1993,1996-12-01,96.8703
1993,1997-01-01,96.8931
1993,1997-02-01,96.7871
1993,1997-03-01,96.9757
1993,1997-04-01,96.7666
1993,1997-05-01,96.9372
1993,1997-06-01,97.0597
1993,1997-07-01,97.145
1993,1997-08-01,96.8746
1993,1997-09-01,96.9633
1993,1997-10-01,96.9077
1993,1997-11-01,96.8815
1993,1997-12-01,96.7192
1993,1998-01-01,96.6638
1993,1998-02-01,96.1181
1993,1998-03-01,96.136
1993,1998-04-01,96.0815
1993,1998-05-01,95.876
1993,1998-06-01,95.8838
1993,1998-07-01,95.8656
1993,1998-08-01,95.5913
1993,1998-09-01,95.5361
1993,1998-10-01,95.2478
1993,1998-11-01,94.8379
1993,1998-12-01,94.7491
1993,1999-01-01,94.8282
1993,1999-02-01,94.2609
1993,1999-03-01,94.2621
1993,1999-04-01,94.2965
1993,1999-05-01,94.3545
1993,1999-06-01,94.6022
1993,1999-07-01,94.791
1993,1999-08-01,95.066
1993,1999-09-01,95.3714
1993,1999-10-01,95.2603
1993,1999-11-01,94.8639
1993,1999-12-01,95.1722
1993,2000-01-01,95.3254
1993,2000-02-01,95.2767
1993,2000-03-01,95.3637
1993,2000-04-01,95.5212
1993,2000-05-01,95.6584
1993,2000-06-01,95.7463
1993,2000-07-01,95.7461
1993,2000-08-01,95.7564
1993,2000-09-01,95.8215
1993,2000-10-01,95.8767
1993,2000-11-01,95.8826
1993,2000-12-01,95.9096
1993,2001-01-01,95.931
1993,2001-02-01,95.8364
1993,2001-03-01,95.8485
1993,2001-04-01,96.4079
1993,2001-05-01,96.2932
1993,2001-06-01,96.5326
1993,2001-07-01,96.4482
1993,2001-08-01,96.1855
1993,2001-09-01,96.2852
1993,2001-10-01,96.0141
1993,2001-11-01,95.7885
1993,2001-12-01,95.9183
1993,2002-01-01,95.8331
1993,2002-02-01,95.4484
1993,2002-03-01,95.5235
1993,2002-04-01,95.6335
1993,2002-05-01,95.8202
1993,2002-06-01,95.8369
1993,2002-07-01,95.9072
1993,2002-08-01,95.6547
1993,2002-09-01,95.7259
1993,2002-10-01,95.5912
1993,2002-11-01,95.4911
1993,2002-12-01,95.4683
1993,2003-01-01,95.3914
1993,2003-02-01,95.2887
1993,2003-03-01,95.5519
1993,2003-04-01,95.7231
1993,2003-05-01,95.636
1993,2003-06-01,95.67
1993,2003-07-01,95.6816
1993,2003-08-01,95.6616
1993,2003-09-01,95.7255
1993,2003-10-01,95.8023
1993,2003-11-01,95.9101
1993,2003-12-01,95.9309
1993,2004-01-01,95.9478
1993,2004-02-01,95.9351
1993,2004-03-01,96.3231
1993,2004-04-01,96.8052
1993,2004-05-01,97.0525
1993,2004-06-01,96.986
1993,2004-07-01,96.8936
1993,2004-08-01,96.9162
1993,2004-09-01,97.0277
1993,2004-10-01,97.393
1993,2004-11-01,97.5095
1993,2004-12-01,97.161
1993,2005-01-01,96.9223
1993,2005-02-01,97.1805
1993,2005-03-01,97.2343
1993,2005-04-01,97.54
1993,2005-05-01,97.3178
1993,2005-06-01,97.2876
1993,2005-07-01,97.4615
1993,2005-08-01,97.5993
1993,2005-09-01,98.1637
1993,2005-10-01,98.2214
1993,2005-11-01,98.2204
1993,2005-12-01,98.2548
1993,2006-01-01,98.3554
1993,2006-02-01,98.6326
1993,2006-03-01,98.7148
1993,2006-04-01,99.3753
1993,2006-05-01,99.6379
1993,2006-06-01,99.8391
1993,2006-07-01,99.9716
1993,2006-08-01,100.157
1993,2006-09-01,100.1599
1993,2006-10-01,100.2171
1993,2006-11-01,100.2214
1993,2006-12-01,100.1992
1993,2007-01-01,100.0683
1993,2007-02-01,100.5661
1993,2007-03-01,100.7737
1993,2007-04-01,101.4762
1993,2007-05-01,102.2971
1993,2007-06-01,102.3653
1993,2007-07-01,102.3815
1993,2007-08-01,102.7183
1993,2007-09-01,102.6797
1993,2007-10-01,102.695
1993,2007-11-01,102.945
1993,2007-12-01,102.9461
1993,2008-01-01,103.5253
1993,2008-02-01,103.9312
1993,2008-03-01,104.2636
1993,2008-04-01,105.1194
1993,2008-05-01,106.3117
1993,2008-06-01,106.8239
1993,2008-07-01,107.1198
1993,2008-08-01,106.3497
1993,2008-09-01,105.8686
1993,2008-10-01,105.5909
1993,2008-11-01,105.199
1993,2008-12-01,104.8855
1993,2009-01-01,104.6109
1993,2009-02-01,103.8773
1993,2009-03-01,103.4842
1993,2009-04-01,103.4904
1993,2009-05-01,103.2281
1993,2009-06-01,103.1692
1993,2009-07-01,103.0013
1993,2009-08-01,103.0064
1993,2009-09-01,103.0791
1993,2009-10-01,102.6366
1993,2009-11-01,102.5693
1993,2009-12-01,102.7443
1993,2010-01-01,103.0895
1993,2010-02-01,102.836
1993,2010-03-01,103.213
1993,2010-04-01,103.7615
1993,2010-05-01,103.8657
1993,2010-06-01,103.4423
1993,2010-07-01,103.0313
1993,2010-08-01,103.2027
1993,2010-09-01,103.2348
1993,2010-10-01,102.9981
1993,2010-11-01,102.6165
1993,2010-12-01,102.8871
1993,2011-01-01,103.0016
1993,2011-02-01,102.9051
1993,2011-03-01,103.0843
1993,2011-04-01,103.2218
1993,2011-05-01,102.7715
1993,2011-06-01,102.6165
1993,2011-07-01,102.1557
1993,2011-08-01,101.3301
1993,2011-09-01,101.2699
1993,2011-10-01,101.1574
1993,2011-11-01,100.3575
1993,2011-12-01,100.6052
1993,2012-01-01,100.6028
1993,2012-02-01,101.3863
1993,2012-03-01,101.5307
1993,2012-04-01,101.4025
1993,2012-05-01,101.498
1993,2012-06-01,101.3641
1993,2012-07-01,101.2913
1993,2012-08-01,101.5835
1993,2012-09-01,101.6946
1993,2012-10-01,101.6769
1993,2012-11-01,101.8161
1993,2012-12-01,101.9471
1993,2013-01-01,101.8509
1993,2013-02-01,101.8323
1993,2013-03-01,101.8215
1993,2013-04-01,102.0638
1993,2013-05-01,101.7847
1993,2013-06-01,101.853
1993,2013-07-01,101.8111
1993,2013-08-01,101.8506
1993,2013-09-01,101.9595
1993,2013-10-01,101.7119
1993,2013-11-01,101.6536
1993,2013-12-01,101.6949
1993,2014-01-01,101.6984
1993,2014-02-01,101.4134
1993,2014-03-01,101.4327
1993,2014-04-01,101.2307
1993,2014-05-01,101.267
1993,2014-06-01,101.2969
1993,2014-07-01,101.1746
1993,2014-08-01,100.9602
1993,2014-09-01,100.9255
1993,2014-10-01,100.9136
1993,2014-11-01,100.2085
1993,2014-12-01,99.9803
1993,2015-01-01,99.8883
1993,2015-02-01,99.195
1993,2015-03-01,99.3082
1993,2015-04-01,97.6963
1993,2015-05-01,96.9185
1993,2015-06-01,96.8909
1993,2015-07-01,96.6596
1993,2015-08-01,96.1211
1993,2015-09-01,96.0829
1993,2015-10-01,96.3411
1993,2015-11-01,96.6203
1993,2015-12-01,96.3744
1993,2016-01-01,96.2344
1993,2016-02-01,95.7536
1993,2016-03-01,95.8335
1993,2016-04-01,96.0413
1993,2016-05-01,96.463
1993,2016-06-01,96.2901
1993,2016-07-01,96.2148
1993,2016-08-01,96.0147
1993,2016-09-01,96.0977
1993,2016-10-01,96.0253
1993,2016-11-01,96.1656
1993,2016-12-01,96.1898
1993,2017-01-01,96.4626
1993,2017-02-01,96.121
1993,2017-03-01,96.2507
1993,2017-04-01,96.1132
1993,2017-05-01,95.7707
1993,2017-06-01,95.6671
1993,2017-07-01,95.6484
1993,2017-08-01,95.5741
1993,2017-09-01,95.9484
1993,2017-10-01,96.099
1993,2017-11-01,96.5486
1993,2017-12-01,96.6788
1993,2018-01-01,96.9522
1993,2018-02-01,97.2955
1993,2018-03-01,97.3149
1993,2018-04-01,97.5524
1993,2018-05-01,97.293
1993,2018-06-01,97.4465
1993,2018-07-01,97.6148
1993,2018-08-01,97.6644
1993,2018-09-01,97.4444
1993,2018-10-01,97.453
1993,2018-11-01,97.1769
1993,2018-12-01,97.0929
1993,2019-01-01,96.7336
1993,2019-02-01,96.6946
1993,2019-03-01,96.8495
1993,2019-04-01,96.9307
1993,2019-05-01,96.9606
1993,2019-06-01,96.745
1993,2019-07-01,96.6816
1993,2019-08-01,96.6053
1993,2019-09-01,96.4574
1993,2019-10-01,96.2914
1993,2019-11-01,95.9877
1993,2019-12-01,96.1091
1993,2020-01-01,96.1909
1993,2020-02-01,95.577
1993,2020-03-01,95.4947
1993,2020-04-01,94.9669
1993,2020-05-01,94.6262
1993,2020-06-01,94.7815
1993,2020-07-01,94.7449
1993,2020-08-01,94.5078
1993,2020-09-01,94.6391
1993,2020-10-01,94.7796
1993,2020-11-01,94.7043
1993,2020-12-01,94.9363
1993,2021-01-01,95.0799
1993,2021-02-01,94.7639
1993,2021-03-01,95.1094
1993,2021-04-01,95.666
1993,2021-05-01,96.1648
1993,2021-06-01,96.3977
1993,2021-07-01,96.707
1993,2021-08-01,97.2137
1993,2021-09-01,97.3427
1993,2021-10-01,97.7511
1993,2021-11-01,97.912
1993,2021-12-01,97.9225
1993,2022-01-01,98.3738
1993,2022-02-01,98.4824
1993,2022-03-01,99.0166
1993,2022-04-01,99.9853
1993,2022-05-01,100.3999
1993,2022-06-01,100.6048
1993,2022-07-01,100.6822
1993,2022-08-01,100.9121
1993,2022-09-01,101.0084
1993,2022-10-01,101.1223
1993,2022-11-01,100.6412
1993,2022-12-01,100.4675
1993,2023-01-01,101.1503
1993,2023-02-01,101.4036
1993,2023-03-01,101.664
1993,2023-04-01,101.9191
1993,2023-05-01,102.3722
1993,2023-06-01,102.3644
1993,2023-07-01,102.355
1993,2023-08-01,101.9192
1993,2023-09-01,101.88720000000001
1993,2023-10-01,101.9408
1993,2023-11-01,101.2074
1993,2023-12-01,101.0011
1993,2024-01-01,101.0081
1993,2024-02-01,101.0823
1993,2024-03-01,101.1648
1993,2024-04-01,101.5598
1993,2024-05-01,101.05
1993,2024-06-01,101.1324
1993,2024-07-01,101.1269
1993,2024-08-01,101.69970000000001
1993,2024-09-01,101.6985
1993,2024-10-01,101.3994
1993,2024-11-01,100.8522
1993,2024-12-01,100.9024
1993,2025-01-01,100.9747
1993,2025-02-01,101.2893
1993,2025-03-01,101.4217
1993,2025-04-01,101.6102
1993,2025-05-01,101.4218
1993,2025-06-01,101.4296
1993,2025-07-01,101.124
1993,2025-08-01,100.3513
1993,2025-09-01,100.3132
1993,2025-10-01,100.1258
1993,2025-11-01,99.6339
1993,2025-12-01,99.5722
1993,2026-01-01,99.4218
1993,2026-02-01,98.9319
1993,2026-03-01,99.0133
1993,2026-04-01,99.2168
1993,2026-05-01,98.8609
1993,2026-06-01,98.7346
1993,2026-07-01,98.7731
2003,1963-01-01,53.3322
2003,1963-02-01,53.4392
2003,1963-03-01,53.5997
2003,1963-04-01,53.4926
2003,1963-05-01,53.5997
2003,1963-06-01,53.4392
2003,1963-07-01,53.3856
2003,1963-08-01,53.2252
2003,1963-09-01,53.3322
2003,1963-10-01,53.5997
2003,1963-11-01,53.6531
2003,1963-12-01,53.7067
2003,1964-01-01,53.5997
2003,1964-02-01,53.8136
2003,1964-03-01,53.8672
2003,1964-04-01,54.2416
2003,1964-05-01,54.402
2003,1964-06-01,54.295
2003,1964-07-01,54.1345
2003,1964-08-01,54.2416
2003,1964-09-01,54.4555
2003,1964-10-01,54.5091
2003,1964-11-01,54.5625
2003,1964-12-01,54.5091
2003,1965-01-01,54.5625
2003,1965-02-01,54.6695
2003,1965-03-01,54.723
2003,1965-04-01,54.402
2003,1965-05-01,54.6695
2003,1965-06-01,54.8835
2003,1965-07-01,54.5625
2003,1965-08-01,54.5091
2003,1965-09-01,54.5625
2003,1965-10-01,54.7764
2003,1965-11-01,55.151
2003,1965-12-01,55.258
2003,1966-01-01,55.7394
2003,1966-02-01,55.8463
2003,1966-03-01,55.9533
2003,1966-04-01,55.9533
2003,1966-05-01,56.1138
2003,1966-06-01,56.0603
2003,1966-07-01,56.0068
2003,1966-08-01,55.5254
2003,1966-09-01,55.6324
2003,1966-10-01,55.6324
2003,1966-11-01,55.8999
2003,1966-12-01,56.0068
2003,1967-01-01,55.9533
2003,1967-02-01,55.9533
2003,1967-03-01,55.8999
2003,1967-04-01,55.7929
2003,1967-05-01,56.1673
2003,1967-06-01,56.3813
2003,1967-07-01,56.2208
2003,1967-08-01,56.1673
2003,1967-09-01,56.0603
2003,1967-10-01,56.1138
2003,1967-11-01,56.2208
2003,1967-12-01,56.2743
2003,1968-01-01,56.3277
2003,1968-02-01,56.3813
2003,1968-03-01,56.2208
2003,1968-04-01,55.8463
2003,1968-05-01,55.8999
2003,1968-06-01,55.7929
2003,1968-07-01,55.6858
2003,1968-08-01,55.6324
2003,1968-09-01,55.8463
2003,1968-10-01,55.9533
2003,1968-11-01,56.0603
2003,1968-12-01,56.1138
2003,1969-01-01,56.3813
2003,1969-02-01,56.4882
2003,1969-03-01,56.2743
2003,1969-04-01,56.4882
2003,1969-05-01,56.7022
2003,1969-06-01,56.8627
2003,1969-07-01,56.8627
2003,1969-08-01,56.8093
2003,1969-09-01,57.0232
2003,1969-10-01,57.2907
2003,1969-11-01,57.6116
2003,1969-12-01,57.8256
2003,1970-01-01,57.9326
2003,1970-02-01,58.2535
2003,1970-03-01,58.7884
2003,1970-04-01,58.842
2003,1970-05-01,59.1094
2003,1970-06-01,59.0024
2003,1970-07-01,58.9489
2003,1970-08-01,58.842
2003,1970-09-01,59.0024
2003,1970-10-01,59.2698
2003,1970-11-01,59.6978
2003,1970-12-01,59.8048
2003,1971-01-01,59.9653
2003,1971-02-01,60.2328
2003,1971-03-01,61.0352
2003,1971-04-01,61.1956
2003,1971-05-01,61.5166
2003,1971-06-01,61.4096
2003,1971-07-01,61.463
2003,1971-08-01,61.4096
2003,1971-09-01,61.57
2003,1971-10-01,61.7305
2003,1971-11-01,61.891
2003,1971-12-01,62.2655
2003,1972-01-01,62.6399
2003,1972-02-01,62.9609
2003,1972-03-01,63.3354
2003,1972-04-01,63.3354
2003,1972-05-01,63.6028
2003,1972-06-01,63.6028
2003,1972-07-01,63.6028
2003,1972-08-01,63.7632
2003,1972-09-01,64.0307
2003,1972-10-01,64.5121
2003,1972-11-01,64.8867
2003,1972-12-01,65.2076
2003,1973-01-01,66.3309
2003,1973-02-01,66.9194
2003,1973-03-01,68.1497
2003,1973-04-01,68.5348
2003,1973-05-01,68.7916
2003,1973-06-01,68.8451
2003,1973-07-01,69.059
2003,1973-08-01,69.166
2003,1973-09-01,69.8079
2003,1973-10-01,71.0917
2003,1973-11-01,71.8406
2003,1973-12-01,72.3756
2003,1974-01-01,73.6594
2003,1974-02-01,74.7827
2003,1974-03-01,77.8853
2003,1974-04-01,78.3667
2003,1974-05-01,79.1156
2003,1974-06-01,79.4366
2003,1974-07-01,79.8646
2003,1974-08-01,79.8111
2003,1974-09-01,80.6135
2003,1974-10-01,80.9344
2003,1974-11-01,81.2554
2003,1974-12-01,80.9879
2003,1975-01-01,80.9879
2003,1975-02-01,81.3088
2003,1975-03-01,80.5065
2003,1975-04-01,80.453
2003,1975-05-01,80.346
2003,1975-06-01,79.7041
2003,1975-07-01,79.4902
2003,1975-08-01,79.2227
2003,1975-09-01,78.9017
2003,1975-10-01,79.1691
2003,1975-11-01,79.0622
2003,1975-12-01,79.1156
2003,1976-01-01,79.0622
2003,1976-02-01,78.9552
2003,1976-03-01,79.0622
2003,1976-04-01,79.0086
2003,1976-05-01,78.8482
2003,1976-06-01,79.1156
2003,1976-07-01,79.2227
2003,1976-08-01,79.0086
2003,1976-09-01,79.0086
2003,1976-10-01,78.7947
2003,1976-11-01,78.8482
2003,1976-12-01,79.1156
2003,1977-01-01,79.0622
2003,1977-02-01,79.0086
2003,1977-03-01,79.0086
2003,1977-04-01,79.1156
2003,1977-05-01,79.0622
2003,1977-06-01,79.0086
2003,1977-07-01,79.0086
2003,1977-08-01,78.5808
2003,1977-09-01,79.0622
2003,1977-10-01,78.7947
2003,1977-11-01,78.7947
2003,1977-12-01,78.7412
2003,1978-01-01,78.4738
2003,1978-02-01,78.4203
2003,1978-03-01,78.2063
2003,1978-04-01,78.0458
2003,1978-05-01,78.1528
2003,1978-06-01,78.1528
2003,1978-07-01,77.9389
2003,1978-08-01,77.5644
2003,1978-09-01,77.2434
2003,1978-10-01,77.4039
2003,1978-11-01,77.6178
2003,1978-12-01,77.6714
2003,1979-01-01,77.9389
2003,1979-02-01,78.3133
2003,1979-03-01,78.6342
2003,1979-04-01,78.9552
2003,1979-05-01,79.2761
2003,1979-06-01,79.3296
2003,1979-07-01,79.3831
2003,1979-08-01,79.3831
2003,1979-09-01,79.9716
2003,1979-10-01,80.1321
2003,1979-11-01,80.6135
2003,1979-12-01,80.7204
2003,1980-01-01,81.3088
2003,1980-02-01,81.6298
2003,1980-03-01,82.1112
2003,1980-04-01,82.4857
2003,1980-05-01,82.6462
2003,1980-06-01,82.8601
2003,1980-07-01,83.1276
2003,1980-08-01,83.2346
2003,1980-09-01,83.2346
2003,1980-10-01,83.8765
2003,1980-11-01,84.1975
2003,1980-12-01,84.465
2003,1981-01-01,85.2673
2003,1981-02-01,85.7488
2003,1981-03-01,86.5511
2003,1981-04-01,86.7651
2003,1981-05-01,87.193
2003,1981-06-01,87.086
2003,1981-07-01,87.6745
2003,1981-08-01,87.942
2003,1981-09-01,88.2629
2003,1981-10-01,89.4398
2003,1981-11-01,89.4932
2003,1981-12-01,89.6537
2003,1982-01-01,89.8142
2003,1982-02-01,90.0281
2003,1982-03-01,89.9212
2003,1982-04-01,90.2956
2003,1982-05-01,91.0445
2003,1982-06-01,90.8841
2003,1982-07-01,91.205
2003,1982-08-01,91.098
2003,1982-09-01,91.2585
2003,1982-10-01,91.3655
2003,1982-11-01,91.312
2003,1982-12-01,91.312
2003,1983-01-01,91.2585
2003,1983-02-01,91.0445
2003,1983-03-01,90.991
2003,1983-04-01,91.205
2003,1983-05-01,91.4189
2003,1983-06-01,91.6864
2003,1983-07-01,91.7935
2003,1983-08-01,92.0074
2003,1983-09-01,92.3818
2003,1983-10-01,92.3818
2003,1983-11-01,92.5958
2003,1983-12-01,92.9168
2003,1984-01-01,93.3447
2003,1984-02-01,93.5052
2003,1984-03-01,94.3611
2003,1984-04-01,94.4146
2003,1984-05-01,94.4681
2003,1984-06-01,94.5215
2003,1984-07-01,94.682
2003,1984-08-01,94.5751
2003,1984-09-01,94.896
2003,1984-10-01,95.0565
2003,1984-11-01,95.11
2003,1984-12-01,95.2704
2003,1985-01-01,96.0194
2003,1985-02-01,96.3403
2003,1985-03-01,96.3403
2003,1985-04-01,96.7683
2003,1985-05-01,96.7147
2003,1985-06-01,96.7147
2003,1985-07-01,96.2868
2003,1985-08-01,95.9658
2003,1985-09-01,96.2868
2003,1985-10-01,96.6078
2003,1985-11-01,96.6078
2003,1985-12-01,96.5008
2003,1986-01-01,96.2333
2003,1986-02-01,96.0728
2003,1986-03-01,95.5379
2003,1986-04-01,95.3775
2003,1986-05-01,95.3775
2003,1986-06-01,95.4309
2003,1986-07-01,95.4309
2003,1986-08-01,95.0565
2003,1986-09-01,94.8425
2003,1986-10-01,94.682
2003,1986-11-01,94.2006
2003,1986-12-01,94.254
2003,1987-01-01,94.4128
2003,1987-02-01,94.1774
2003,1987-03-01,94.3419
2003,1987-04-01,94.1901
2003,1987-05-01,94.2736
2003,1987-06-01,94.5298
2003,1987-07-01,94.4023
2003,1987-08-01,94.5116
2003,1987-09-01,94.5465
2003,1987-10-01,94.8519
2003,1987-11-01,94.9688
2003,1987-12-01,95.0467
2003,1988-01-01,95.0202
2003,1988-02-01,95.5192
2003,1988-03-01,96.0296
2003,1988-04-01,95.9815
2003,1988-05-01,96.199
2003,1988-06-01,96.372
2003,1988-07-01,96.4447
2003,1988-08-01,96.3613
2003,1988-09-01,97.1744
2003,1988-10-01,97.5595
2003,1988-11-01,97.78
2003,1988-12-01,98.099
2003,1989-01-01,98.3406
2003,1989-02-01,98.5504
2003,1989-03-01,98.8896
2003,1989-04-01,99.3925
2003,1989-05-01,99.8106
2003,1989-06-01,99.8125
2003,1989-07-01,99.7633
2003,1989-08-01,99.8349
2003,1989-09-01,100.0328
2003,1989-10-01,100.1564
2003,1989-11-01,100.2274
2003,1989-12-01,100.5215
2003,1990-01-01,100.6111
2003,1990-02-01,101.1659
2003,1990-03-01,101.6999
2003,1990-04-01,101.9449
2003,1990-05-01,102.3368
2003,1990-06-01,102.1249
2003,1990-07-01,102.2411
2003,1990-08-01,102.3349
2003,1990-09-01,102.4756
2003,1990-10-01,102.1859
2003,1990-11-01,102.01
2003,1990-12-01,102.0008
2003,1991-01-01,102.5177
2003,1991-02-01,102.8071
2003,1991-03-01,102.7413
2003,1991-04-01,102.9017
2003,1991-05-01,103.2902
2003,1991-06-01,103.3842
2003,1991-07-01,103.6077
2003,1991-08-01,103.619
2003,1991-09-01,103.5282
2003,1991-10-01,103.7249
2003,1991-11-01,103.5543
2003,1991-12-01,103.5285
2003,1992-01-01,103.4287
2003,1992-02-01,103.381
2003,1992-03-01,103.9764
2003,1992-04-01,103.9238
2003,1992-05-01,104.2522
2003,1992-06-01,104.1907
2003,1992-07-01,104.1652
2003,1992-08-01,103.9874
2003,1992-09-01,104.0647
2003,1992-10-01,104.312
2003,1992-11-01,104.4026
2003,1992-12-01,104.3808
2003,1993-01-01,104.5129
2003,1993-02-01,104.2187
2003,1993-03-01,104.8549
2003,1993-04-01,104.5851
2003,1993-05-01,104.5631
2003,1993-06-01,104.7571
2003,1993-07-01,104.8819
2003,1993-08-01,104.6831
2003,1993-09-01,104.517
2003,1993-10-01,104.2556
2003,1993-11-01,103.8355
