Grossregion,Wirtschaftssektor,Beschäftigungsgrad,Geschlecht,date,value
0,TOT,2,1,2006-01-01,440526
0,TOT,2,1,2006-04-01,445060
0,TOT,2,1,2006-07-01,453408
0,TOT,2,1,2006-10-01,451414
0,TOT,2,1,2007-01-01,452693
0,TOT,2,1,2007-04-01,462110
0,TOT,2,1,2007-07-01,465703
0,TOT,2,1,2007-10-01,467834
0,TOT,2,1,2008-01-01,471278
0,TOT,2,1,2008-04-01,485094
0,TOT,2,1,2008-07-01,489863
0,TOT,2,1,2008-10-01,474832
0,TOT,2,1,2009-01-01,474908
0,TOT,2,1,2009-04-01,477470
0,TOT,2,1,2009-07-01,476696
0,TOT,2,1,2009-10-01,476598
0,TOT,2,1,2010-01-01,478234
0,TOT,2,1,2010-04-01,480943
0,TOT,2,1,2010-07-01,482800
0,TOT,2,1,2010-10-01,478242
0,TOT,2,1,2011-01-01,472651
0,TOT,2,1,2011-04-01,479493
0,TOT,2,1,2011-07-01,484300
0,TOT,2,1,2011-10-01,481324
0,TOT,2,1,2012-01-01,484226
0,TOT,2,1,2012-04-01,496674
0,TOT,2,1,2012-07-01,508282
0,TOT,2,1,2012-10-01,506479
0,TOT,2,1,2013-01-01,509294
0,TOT,2,1,2013-04-01,513572
0,TOT,2,1,2013-07-01,516559
0,TOT,2,1,2013-10-01,515264
0,TOT,2,1,2014-01-01,513227
0,TOT,2,1,2014-04-01,518941
0,TOT,2,1,2014-07-01,525216
0,TOT,2,1,2014-10-01,522331
0,TOT,2,1,2015-01-01,518323
0,TOT,2,1,2015-04-01,526147
0,TOT,2,1,2015-07-01,538866
0,TOT,2,1,2015-10-01,546136
0,TOT,2,1,2016-01-01,543461
0,TOT,2,1,2016-04-01,549255
0,TOT,2,1,2016-07-01,551754
0,TOT,2,1,2016-10-01,564293
0,TOT,2,1,2017-01-01,565411
0,TOT,2,1,2017-04-01,568861
0,TOT,2,1,2017-07-01,575270
0,TOT,2,1,2017-10-01,588952
0,TOT,2,1,2018-01-01,585599
0,TOT,2,1,2018-04-01,575985
0,TOT,2,1,2018-07-01,571401
0,TOT,2,1,2018-10-01,584082
0,TOT,2,1,2019-01-01,575267
0,TOT,2,1,2019-04-01,590463
0,TOT,2,1,2019-07-01,592823
0,TOT,2,1,2019-10-01,602384
0,TOT,2,1,2020-01-01,612411
0,TOT,2,1,2020-04-01,601154
0,TOT,2,1,2020-07-01,608531
0,TOT,2,1,2020-10-01,628249
0,TOT,2,1,2021-01-01,616507
0,TOT,2,1,2021-04-01,626048
0,TOT,2,1,2021-07-01,637126
0,TOT,2,1,2021-10-01,655508
0,TOT,2,1,2022-01-01,648168
0,TOT,2,1,2022-04-01,664953
0,TOT,2,1,2022-07-01,661897
0,TOT,2,1,2022-10-01,673912
0,TOT,2,1,2023-01-01,659604
0,TOT,2,1,2023-04-01,672778
0,TOT,2,1,2023-07-01,688931
0,TOT,2,1,2023-10-01,694315
0,TOT,2,1,2024-01-01,681822
0,TOT,2,1,2024-04-01,683271
0,TOT,2,1,2024-07-01,689519
0,TOT,2,1,2024-10-01,705139
0,TOT,2,1,2025-01-01,692538
0,TOT,2,1,2025-04-01,698543
0,TOT,2,1,2025-07-01,702950
0,TOT,2,1,2025-10-01,702041
0,TOT,2,1,2026-01-01,705816
0,TOT,2,2,1995-07-01,825549
0,TOT,2,2,1995-10-01,828835
0,TOT,2,2,1996-01-01,823555
0,TOT,2,2,1996-04-01,840025
0,TOT,2,2,1996-07-01,827603
0,TOT,2,2,1996-10-01,839946
0,TOT,2,2,1997-01-01,839614
0,TOT,2,2,1997-04-01,845608
0,TOT,2,2,1997-07-01,850584
0,TOT,2,2,1997-10-01,852960
0,TOT,2,2,1998-01-01,861794
0,TOT,2,2,1998-04-01,868423
0,TOT,2,2,1998-07-01,875279
0,TOT,2,2,1998-10-01,884395
0,TOT,2,2,1999-01-01,901294
0,TOT,2,2,1999-04-01,924126
0,TOT,2,2,1999-07-01,937476
0,TOT,2,2,1999-10-01,952119
0,TOT,2,2,2000-01-01,969046
0,TOT,2,2,2000-04-01,979610
0,TOT,2,2,2000-07-01,979625
0,TOT,2,2,2000-10-01,989059
0,TOT,2,2,2001-01-01,993664
0,TOT,2,2,2001-04-01,985002
0,TOT,2,2,2001-07-01,984593
0,TOT,2,2,2001-10-01,990696
0,TOT,2,2,2002-01-01,996363
0,TOT,2,2,2002-04-01,998285
0,TOT,2,2,2002-07-01,1011826
0,TOT,2,2,2002-10-01,1004088
0,TOT,2,2,2003-01-01,1008180
0,TOT,2,2,2003-04-01,1019121
0,TOT,2,2,2003-07-01,1033187
0,TOT,2,2,2003-10-01,1035688
0,TOT,2,2,2004-01-01,1043960
0,TOT,2,2,2004-04-01,1051627
0,TOT,2,2,2004-07-01,1051301
0,TOT,2,2,2004-10-01,1054406
0,TOT,2,2,2005-01-01,1051673
0,TOT,2,2,2005-04-01,1059011
0,TOT,2,2,2005-07-01,1067211
0,TOT,2,2,2005-10-01,1068883
0,TOT,2,2,2006-01-01,1080333
0,TOT,2,2,2006-04-01,1087599
0,TOT,2,2,2006-07-01,1109760
0,TOT,2,2,2006-10-01,1110943
0,TOT,2,2,2007-01-01,1117573
0,TOT,2,2,2007-04-01,1135916
0,TOT,2,2,2007-07-01,1152046
0,TOT,2,2,2007-10-01,1159744
0,TOT,2,2,2008-01-01,1174482
0,TOT,2,2,2008-04-01,1186412
0,TOT,2,2,2008-07-01,1187933
0,TOT,2,2,2008-10-01,1181742
0,TOT,2,2,2009-01-01,1190215
0,TOT,2,2,2009-04-01,1193765
0,TOT,2,2,2009-07-01,1198863
0,TOT,2,2,2009-10-01,1197921
0,TOT,2,2,2010-01-01,1206979
0,TOT,2,2,2010-04-01,1208363
0,TOT,2,2,2010-07-01,1216803
0,TOT,2,2,2010-10-01,1219065
0,TOT,2,2,2011-01-01,1215564
0,TOT,2,2,2011-04-01,1224479
0,TOT,2,2,2011-07-01,1231147
0,TOT,2,2,2011-10-01,1230324
0,TOT,2,2,2012-01-01,1242427
0,TOT,2,2,2012-04-01,1252934
0,TOT,2,2,2012-07-01,1272548
0,TOT,2,2,2012-10-01,1275159
0,TOT,2,2,2013-01-01,1281182
0,TOT,2,2,2013-04-01,1286771
0,TOT,2,2,2013-07-01,1297656
0,TOT,2,2,2013-10-01,1291288
0,TOT,2,2,2014-01-01,1295846
0,TOT,2,2,2014-04-01,1301891
0,TOT,2,2,2014-07-01,1310389
0,TOT,2,2,2014-10-01,1316362
0,TOT,2,2,2015-01-01,1313479
0,TOT,2,2,2015-04-01,1325936
0,TOT,2,2,2015-07-01,1346648
0,TOT,2,2,2015-10-01,1354489
0,TOT,2,2,2016-01-01,1358396
0,TOT,2,2,2016-04-01,1367285
0,TOT,2,2,2016-07-01,1374543
0,TOT,2,2,2016-10-01,1392859
0,TOT,2,2,2017-01-01,1384978
0,TOT,2,2,2017-04-01,1391192
0,TOT,2,2,2017-07-01,1404546
0,TOT,2,2,2017-10-01,1417795
0,TOT,2,2,2018-01-01,1407943
0,TOT,2,2,2018-04-01,1409578
0,TOT,2,2,2018-07-01,1418229
0,TOT,2,2,2018-10-01,1424759
0,TOT,2,2,2019-01-01,1419076
0,TOT,2,2,2019-04-01,1431079
0,TOT,2,2,2019-07-01,1441525
0,TOT,2,2,2019-10-01,1445919
0,TOT,2,2,2020-01-01,1454657
0,TOT,2,2,2020-04-01,1436496
0,TOT,2,2,2020-07-01,1446428
0,TOT,2,2,2020-10-01,1466061
0,TOT,2,2,2021-01-01,1463753
0,TOT,2,2,2021-04-01,1472315
0,TOT,2,2,2021-07-01,1483614
0,TOT,2,2,2021-10-01,1502680
0,TOT,2,2,2022-01-01,1494119
0,TOT,2,2,2022-04-01,1507936
0,TOT,2,2,2022-07-01,1515805
0,TOT,2,2,2022-10-01,1535815
0,TOT,2,2,2023-01-01,1524648
0,TOT,2,2,2023-04-01,1541355
0,TOT,2,2,2023-07-01,1546748
0,TOT,2,2,2023-10-01,1561189
0,TOT,2,2,2024-01-01,1560342
0,TOT,2,2,2024-04-01,1558983
0,TOT,2,2,2024-07-01,1567832
0,TOT,2,2,2024-10-01,1579076
0,TOT,2,2,2025-01-01,1570278
0,TOT,2,2,2025-04-01,1579699
0,TOT,2,2,2025-07-01,1579562
0,TOT,2,2,2025-10-01,1594320
0,TOT,2,2,2026-01-01,1594872
0,TOT,2,TOT,1995-07-01,1164398
0,TOT,2,TOT,1995-10-01,1167079
0,TOT,2,TOT,1996-01-01,1166580
0,TOT,2,TOT,1996-04-01,1187589
0,TOT,2,TOT,1996-07-01,1181157
0,TOT,2,TOT,1996-10-01,1184511
0,TOT,2,TOT,1997-01-01,1184741
0,TOT,2,TOT,1997-04-01,1190931
0,TOT,2,TOT,1997-07-01,1204894
0,TOT,2,TOT,1997-10-01,1208853
0,TOT,2,TOT,1998-01-01,1219116
0,TOT,2,TOT,1998-04-01,1238326
0,TOT,2,TOT,1998-07-01,1241887
0,TOT,2,TOT,1998-10-01,1256607
0,TOT,2,TOT,1999-01-01,1278201
0,TOT,2,TOT,1999-04-01,1308378
0,TOT,2,TOT,1999-07-01,1325843
0,TOT,2,TOT,1999-10-01,1348978
0,TOT,2,TOT,2000-01-01,1373302
0,TOT,2,TOT,2000-04-01,1387522
0,TOT,2,TOT,2000-07-01,1380463
0,TOT,2,TOT,2000-10-01,1395452
0,TOT,2,TOT,2001-01-01,1397720
0,TOT,2,TOT,2001-04-01,1389134
0,TOT,2,TOT,2001-07-01,1392255
0,TOT,2,TOT,2001-10-01,1399576
0,TOT,2,TOT,2002-01-01,1406925
0,TOT,2,TOT,2002-04-01,1408500
0,TOT,2,TOT,2002-07-01,1426533
0,TOT,2,TOT,2002-10-01,1414240
0,TOT,2,TOT,2003-01-01,1419603
0,TOT,2,TOT,2003-04-01,1435303
0,TOT,2,TOT,2003-07-01,1450781
0,TOT,2,TOT,2003-10-01,1455893
0,TOT,2,TOT,2004-01-01,1459248
0,TOT,2,TOT,2004-04-01,1474812
0,TOT,2,TOT,2004-07-01,1477002
0,TOT,2,TOT,2004-10-01,1483977
0,TOT,2,TOT,2005-01-01,1478460
0,TOT,2,TOT,2005-04-01,1497757
0,TOT,2,TOT,2005-07-01,1510331
0,TOT,2,TOT,2005-10-01,1507237
0,TOT,2,TOT,2006-01-01,1520859
0,TOT,2,TOT,2006-04-01,1532659
0,TOT,2,TOT,2006-07-01,1563168
0,TOT,2,TOT,2006-10-01,1562357
0,TOT,2,TOT,2007-01-01,1570267
0,TOT,2,TOT,2007-04-01,1598026
0,TOT,2,TOT,2007-07-01,1617749
0,TOT,2,TOT,2007-10-01,1627579
0,TOT,2,TOT,2008-01-01,1645760
0,TOT,2,TOT,2008-04-01,1671506
0,TOT,2,TOT,2008-07-01,1677796
0,TOT,2,TOT,2008-10-01,1656573
0,TOT,2,TOT,2009-01-01,1665123
0,TOT,2,TOT,2009-04-01,1671235
0,TOT,2,TOT,2009-07-01,1675559
0,TOT,2,TOT,2009-10-01,1674519
0,TOT,2,TOT,2010-01-01,1685214
0,TOT,2,TOT,2010-04-01,1689307
0,TOT,2,TOT,2010-07-01,1699604
0,TOT,2,TOT,2010-10-01,1697307
0,TOT,2,TOT,2011-01-01,1688216
0,TOT,2,TOT,2011-04-01,1703972
0,TOT,2,TOT,2011-07-01,1715446
0,TOT,2,TOT,2011-10-01,1711648
0,TOT,2,TOT,2012-01-01,1726653
0,TOT,2,TOT,2012-04-01,1749608
0,TOT,2,TOT,2012-07-01,1780830
0,TOT,2,TOT,2012-10-01,1781637
0,TOT,2,TOT,2013-01-01,1790477
0,TOT,2,TOT,2013-04-01,1800343
0,TOT,2,TOT,2013-07-01,1814214
0,TOT,2,TOT,2013-10-01,1806552
0,TOT,2,TOT,2014-01-01,1809073
0,TOT,2,TOT,2014-04-01,1820832
0,TOT,2,TOT,2014-07-01,1835605
0,TOT,2,TOT,2014-10-01,1838693
0,TOT,2,TOT,2015-01-01,1831802
0,TOT,2,TOT,2015-04-01,1852083
0,TOT,2,TOT,2015-07-01,1885514
0,TOT,2,TOT,2015-10-01,1900625
0,TOT,2,TOT,2016-01-01,1901856
0,TOT,2,TOT,2016-04-01,1916539
0,TOT,2,TOT,2016-07-01,1926297
0,TOT,2,TOT,2016-10-01,1957152
0,TOT,2,TOT,2017-01-01,1950388
0,TOT,2,TOT,2017-04-01,1960054
0,TOT,2,TOT,2017-07-01,1979816
0,TOT,2,TOT,2017-10-01,2006747
0,TOT,2,TOT,2018-01-01,1993542
0,TOT,2,TOT,2018-04-01,1985564
0,TOT,2,TOT,2018-07-01,1989631
0,TOT,2,TOT,2018-10-01,2008841
0,TOT,2,TOT,2019-01-01,1994343
0,TOT,2,TOT,2019-04-01,2021542
0,TOT,2,TOT,2019-07-01,2034349
0,TOT,2,TOT,2019-10-01,2048302
0,TOT,2,TOT,2020-01-01,2067068
0,TOT,2,TOT,2020-04-01,2037650
0,TOT,2,TOT,2020-07-01,2054960
0,TOT,2,TOT,2020-10-01,2094310
0,TOT,2,TOT,2021-01-01,2080260
0,TOT,2,TOT,2021-04-01,2098363
0,TOT,2,TOT,2021-07-01,2120740
0,TOT,2,TOT,2021-10-01,2158188
0,TOT,2,TOT,2022-01-01,2142288
0,TOT,2,TOT,2022-04-01,2172889
0,TOT,2,TOT,2022-07-01,2177702
0,TOT,2,TOT,2022-10-01,2209727
0,TOT,2,TOT,2023-01-01,2184252
0,TOT,2,TOT,2023-04-01,2214133
0,TOT,2,TOT,2023-07-01,2235679
0,TOT,2,TOT,2023-10-01,2255505
0,TOT,2,TOT,2024-01-01,2242164
0,TOT,2,TOT,2024-04-01,2242254
0,TOT,2,TOT,2024-07-01,2257352
0,TOT,2,TOT,2024-10-01,2284216
0,TOT,2,TOT,2025-01-01,2262815
0,TOT,2,TOT,2025-04-01,2278242
0,TOT,2,TOT,2025-07-01,2282512
0,TOT,2,TOT,2025-10-01,2296361
0,TOT,2,TOT,2026-01-01,2300688
0,TOT,3,TOT,1995-07-01,3935640
0,TOT,3,TOT,1995-10-01,3924782
0,TOT,3,TOT,1996-01-01,3904819
0,TOT,3,TOT,1996-04-01,3897572
0,TOT,3,TOT,1996-07-01,3877645
0,TOT,3,TOT,1996-10-01,3868788
0,TOT,3,TOT,1997-01-01,3857286
0,TOT,3,TOT,1997-04-01,3847041
0,TOT,3,TOT,1997-07-01,3863925
0,TOT,3,TOT,1997-10-01,3863556
0,TOT,3,TOT,1998-01-01,3875398
0,TOT,3,TOT,1998-04-01,3892562
0,TOT,3,TOT,1998-07-01,3899086
0,TOT,3,TOT,1998-10-01,3909040
0,TOT,3,TOT,1999-01-01,3927492
0,TOT,3,TOT,1999-04-01,3955936
0,TOT,3,TOT,1999-07-01,3982052
0,TOT,3,TOT,1999-10-01,4020560
0,TOT,3,TOT,2000-01-01,4050352
0,TOT,3,TOT,2000-04-01,4077340
0,TOT,3,TOT,2000-07-01,4085991
0,TOT,3,TOT,2000-10-01,4117025
0,TOT,3,TOT,2001-01-01,4140455
0,TOT,3,TOT,2001-04-01,4134439
0,TOT,3,TOT,2001-07-01,4145712
0,TOT,3,TOT,2001-10-01,4150573
0,TOT,3,TOT,2002-01-01,4151479
0,TOT,3,TOT,2002-04-01,4143291
0,TOT,3,TOT,2002-07-01,4163274
0,TOT,3,TOT,2002-10-01,4138119
0,TOT,3,TOT,2003-01-01,4127014
0,TOT,3,TOT,2003-04-01,4126026
0,TOT,3,TOT,2003-07-01,4125374
0,TOT,3,TOT,2003-10-01,4142596
0,TOT,3,TOT,2004-01-01,4148871
0,TOT,3,TOT,2004-04-01,4153030
0,TOT,3,TOT,2004-07-01,4154342
0,TOT,3,TOT,2004-10-01,4162929
0,TOT,3,TOT,2005-01-01,4160984
0,TOT,3,TOT,2005-04-01,4177598
0,TOT,3,TOT,2005-07-01,4201743
0,TOT,3,TOT,2005-10-01,4209397
0,TOT,3,TOT,2006-01-01,4237766
0,TOT,3,TOT,2006-04-01,4256291
0,TOT,3,TOT,2006-07-01,4303335
0,TOT,3,TOT,2006-10-01,4337057
0,TOT,3,TOT,2007-01-01,4364069
0,TOT,3,TOT,2007-04-01,4406996
0,TOT,3,TOT,2007-07-01,4441170
0,TOT,3,TOT,2007-10-01,4485289
0,TOT,3,TOT,2008-01-01,4523239
0,TOT,3,TOT,2008-04-01,4559753
0,TOT,3,TOT,2008-07-01,4572777
0,TOT,3,TOT,2008-10-01,4551333
0,TOT,3,TOT,2009-01-01,4545606
0,TOT,3,TOT,2009-04-01,4523412
0,TOT,3,TOT,2009-07-01,4519984
0,TOT,3,TOT,2009-10-01,4534903
0,TOT,3,TOT,2010-01-01,4551503
0,TOT,3,TOT,2010-04-01,4563500
0,TOT,3,TOT,2010-07-01,4575867
0,TOT,3,TOT,2010-10-01,4600355
0,TOT,3,TOT,2011-01-01,4590371
0,TOT,3,TOT,2011-04-01,4620589
0,TOT,3,TOT,2011-07-01,4630178
0,TOT,3,TOT,2011-10-01,4643433
0,TOT,3,TOT,2012-01-01,4671577
0,TOT,3,TOT,2012-04-01,4700460
0,TOT,3,TOT,2012-07-01,4735828
0,TOT,3,TOT,2012-10-01,4747824
0,TOT,3,TOT,2013-01-01,4763531
0,TOT,3,TOT,2013-04-01,4777600
0,TOT,3,TOT,2013-07-01,4792505
0,TOT,3,TOT,2013-10-01,4795507
0,TOT,3,TOT,2014-01-01,4810419
0,TOT,3,TOT,2014-04-01,4814661
0,TOT,3,TOT,2014-07-01,4831101
0,TOT,3,TOT,2014-10-01,4842581
0,TOT,3,TOT,2015-01-01,4848721
0,TOT,3,TOT,2015-04-01,4871729
0,TOT,3,TOT,2015-07-01,4883722
0,TOT,3,TOT,2015-10-01,4902272
0,TOT,3,TOT,2016-01-01,4897089
0,TOT,3,TOT,2016-04-01,4909681
0,TOT,3,TOT,2016-07-01,4912900
0,TOT,3,TOT,2016-10-01,4941898
0,TOT,3,TOT,2017-01-01,4933703
0,TOT,3,TOT,2017-04-01,4945695
0,TOT,3,TOT,2017-07-01,4968905
0,TOT,3,TOT,2017-10-01,4999753
0,TOT,3,TOT,2018-01-01,5028108
0,TOT,3,TOT,2018-04-01,5036843
0,TOT,3,TOT,2018-07-01,5041702
0,TOT,3,TOT,2018-10-01,5057284
0,TOT,3,TOT,2019-01-01,5088426
0,TOT,3,TOT,2019-04-01,5110452
0,TOT,3,TOT,2019-07-01,5122865
0,TOT,3,TOT,2019-10-01,5128889
0,TOT,3,TOT,2020-01-01,5156778
0,TOT,3,TOT,2020-04-01,5104316
0,TOT,3,TOT,2020-07-01,5134255
0,TOT,3,TOT,2020-10-01,5149868
0,TOT,3,TOT,2021-01-01,5150878
0,TOT,3,TOT,2021-04-01,5181333
0,TOT,3,TOT,2021-07-01,5229317
0,TOT,3,TOT,2021-10-01,5265806
0,TOT,3,TOT,2022-01-01,5295744
0,TOT,3,TOT,2022-04-01,5325411
0,TOT,3,TOT,2022-07-01,5352737
0,TOT,3,TOT,2022-10-01,5387489
0,TOT,3,TOT,2023-01-01,5409372
0,TOT,3,TOT,2023-04-01,5440405
0,TOT,3,TOT,2023-07-01,5454766
0,TOT,3,TOT,2023-10-01,5481355
0,TOT,3,TOT,2024-01-01,5501109
0,TOT,3,TOT,2024-04-01,5501669
0,TOT,3,TOT,2024-07-01,5515858
0,TOT,3,TOT,2024-10-01,5525034
0,TOT,3,TOT,2025-01-01,5528832
0,TOT,3,TOT,2025-04-01,5521162
0,TOT,3,TOT,2025-07-01,5519606
0,TOT,3,TOT,2025-10-01,5533396
0,TOT,3,TOT,2026-01-01,5554145
0,TOT,4,1,1995-07-01,2096220
0,TOT,4,1,1995-10-01,2053211.4
0,TOT,4,1,1996-01-01,2042860.5
0,TOT,4,1,1996-04-01,2053783.1
0,TOT,4,1,1996-07-01,2050690.4
0,TOT,4,1,1996-10-01,2007276.7
0,TOT,4,1,1997-01-01,1997617.9
0,TOT,4,1,1997-04-01,2007143.6
0,TOT,4,1,1997-07-01,2017307.6
0,TOT,4,1,1997-10-01,1991303.9
0,TOT,4,1,1998-01-01,1994609
0,TOT,4,1,1998-04-01,2024792.6
0,TOT,4,1,1998-07-01,2036132.3
0,TOT,4,1,1998-10-01,2003708.1
0,TOT,4,1,1999-01-01,2005680.7
0,TOT,4,1,1999-04-01,2037984.4
0,TOT,4,1,1999-07-01,2049384.2
0,TOT,4,1,1999-10-01,2035579.2
0,TOT,4,1,2000-01-01,2040929.9
0,TOT,4,1,2000-04-01,2068411.3
0,TOT,4,1,2000-07-01,2082471.8
0,TOT,4,1,2000-10-01,2066811.8
0,TOT,4,1,2001-01-01,2079930.2
0,TOT,4,1,2001-04-01,2102228.1
0,TOT,4,1,2001-07-01,2113309.1
0,TOT,4,1,2001-10-01,2092243.4
0,TOT,4,1,2002-01-01,2081701.9
0,TOT,4,1,2002-04-01,2099209
0,TOT,4,1,2002-07-01,2114159
0,TOT,4,1,2002-10-01,2084470.3
0,TOT,4,1,2003-01-01,2070086.8
0,TOT,4,1,2003-04-01,2078224.6
0,TOT,4,1,2003-07-01,2077221.4
0,TOT,4,1,2003-10-01,2060497.2
0,TOT,4,1,2004-01-01,2055264.5
0,TOT,4,1,2004-04-01,2068081.5
0,TOT,4,1,2004-07-01,2085018.2
0,TOT,4,1,2004-10-01,2061791.4
0,TOT,4,1,2005-01-01,2056838.2
0,TOT,4,1,2005-04-01,2081474.2
0,TOT,4,1,2005-07-01,2104867.2
0,TOT,4,1,2005-10-01,2085072.6
0,TOT,4,1,2006-01-01,2089368.7
0,TOT,4,1,2006-04-01,2114336
0,TOT,4,1,2006-07-01,2145049.6
0,TOT,4,1,2006-10-01,2138719.2
0,TOT,4,1,2007-01-01,2144024.7
0,TOT,4,1,2007-04-01,2177349.7
0,TOT,4,1,2007-07-01,2203292.8
0,TOT,4,1,2007-10-01,2196688.5
0,TOT,4,1,2008-01-01,2204099.9
0,TOT,4,1,2008-04-01,2232570.5
0,TOT,4,1,2008-07-01,2256861.1
0,TOT,4,1,2008-10-01,2219253.1
0,TOT,4,1,2009-01-01,2201007.8
0,TOT,4,1,2009-04-01,2203182.6
0,TOT,4,1,2009-07-01,2214257
0,TOT,4,1,2009-10-01,2196647.3
0,TOT,4,1,2010-01-01,2194714.5
0,TOT,4,1,2010-04-01,2222788.8
0,TOT,4,1,2010-07-01,2243543.4
0,TOT,4,1,2010-10-01,2232803.1
0,TOT,4,1,2011-01-01,2219226.9
0,TOT,4,1,2011-04-01,2251155.5
0,TOT,4,1,2011-07-01,2270809.1
0,TOT,4,1,2011-10-01,2254485.3
0,TOT,4,1,2012-01-01,2255855
0,TOT,4,1,2012-04-01,2283875.3
0,TOT,4,1,2012-07-01,2309886.6
0,TOT,4,1,2012-10-01,2287921.7
0,TOT,4,1,2013-01-01,2282606.7
0,TOT,4,1,2013-04-01,2306819.9
0,TOT,4,1,2013-07-01,2329679.4
0,TOT,4,1,2013-10-01,2310008.8
0,TOT,4,1,2014-01-01,2302346.9
0,TOT,4,1,2014-04-01,2321463.6
0,TOT,4,1,2014-07-01,2340980.3
0,TOT,4,1,2014-10-01,2322379.6
0,TOT,4,1,2015-01-01,2316683.9
0,TOT,4,1,2015-04-01,2337977.4
0,TOT,4,1,2015-07-01,2342183.4
0,TOT,4,1,2015-10-01,2328567.9
0,TOT,4,1,2016-01-01,2305124
0,TOT,4,1,2016-04-01,2328332.3
0,TOT,4,1,2016-07-01,2336431.4
0,TOT,4,1,2016-10-01,2324586.9
0,TOT,4,1,2017-01-01,2307847.1
0,TOT,4,1,2017-04-01,2328890.8
0,TOT,4,1,2017-07-01,2349436.8
0,TOT,4,1,2017-10-01,2338613.7
0,TOT,4,1,2018-01-01,2348446.9
0,TOT,4,1,2018-04-01,2385312
0,TOT,4,1,2018-07-01,2402363.6
0,TOT,4,1,2018-10-01,2390924.8
0,TOT,4,1,2019-01-01,2399378.7
0,TOT,4,1,2019-04-01,2422279.4
0,TOT,4,1,2019-07-01,2436812.5
0,TOT,4,1,2019-10-01,2422534.4
0,TOT,4,1,2020-01-01,2412070.7
0,TOT,4,1,2020-04-01,2405620.7
0,TOT,4,1,2020-07-01,2430513.8
0,TOT,4,1,2020-10-01,2411336.9
0,TOT,4,1,2021-01-01,2393157.2
0,TOT,4,1,2021-04-01,2420807.7
0,TOT,4,1,2021-07-01,2454698.6
0,TOT,4,1,2021-10-01,2446265.6
0,TOT,4,1,2022-01-01,2458359.1
0,TOT,4,1,2022-04-01,2478484.7
0,TOT,4,1,2022-07-01,2508684.6
0,TOT,4,1,2022-10-01,2507701.1
0,TOT,4,1,2023-01-01,2518765.7
0,TOT,4,1,2023-04-01,2537168.8
0,TOT,4,1,2023-07-01,2546939.6
0,TOT,4,1,2023-10-01,2546897.8
0,TOT,4,1,2024-01-01,2550720.2
0,TOT,4,1,2024-04-01,2564262.7
0,TOT,4,1,2024-07-01,2577248.9
0,TOT,4,1,2024-10-01,2565145.8
0,TOT,4,1,2025-01-01,2554216.8
0,TOT,4,1,2025-04-01,2557179.9
0,TOT,4,1,2025-07-01,2565885.9
0,TOT,4,1,2025-10-01,2567476.8
0,TOT,4,1,2026-01-01,2558585.2
0,TOT,4,2,1995-07-01,1147581.9
0,TOT,4,2,1995-10-01,1136188.2
0,TOT,4,2,1996-01-01,1132541.9
0,TOT,4,2,1996-04-01,1130008.6
0,TOT,4,2,1996-07-01,1130047.6
0,TOT,4,2,1996-10-01,1125468
0,TOT,4,2,1997-01-01,1124172.9
0,TOT,4,2,1997-04-01,1127433
0,TOT,4,2,1997-07-01,1135592.2
0,TOT,4,2,1997-10-01,1125491.8
0,TOT,4,2,1998-01-01,1126381.3
0,TOT,4,2,1998-04-01,1130610.4
0,TOT,4,2,1998-07-01,1138469.3
0,TOT,4,2,1998-10-01,1136328.1
0,TOT,4,2,1999-01-01,1137931.3
0,TOT,4,2,1999-04-01,1143396.2
0,TOT,4,2,1999-07-01,1160673.6
0,TOT,4,2,1999-10-01,1165799.1
0,TOT,4,2,2000-01-01,1171785.3
0,TOT,4,2,2000-04-01,1188400.7
0,TOT,4,2,2000-07-01,1203599.8
0,TOT,4,2,2000-10-01,1204747.8
0,TOT,4,2,2001-01-01,1213790.3
0,TOT,4,2,2001-04-01,1216481.6
0,TOT,4,2,2001-07-01,1231826.8
0,TOT,4,2,2001-10-01,1220132.8
0,TOT,4,2,2002-01-01,1220402.5
0,TOT,4,2,2002-04-01,1218325.2
0,TOT,4,2,2002-07-01,1230241.3
0,TOT,4,2,2002-10-01,1210312.5
0,TOT,4,2,2003-01-01,1204059.7
0,TOT,4,2,2003-04-01,1207635.3
0,TOT,4,2,2003-07-01,1219787.6
0,TOT,4,2,2003-10-01,1218814.3
0,TOT,4,2,2004-01-01,1215278.7
0,TOT,4,2,2004-04-01,1220273.1
0,TOT,4,2,2004-07-01,1226423.2
0,TOT,4,2,2004-10-01,1220414
0,TOT,4,2,2005-01-01,1219188.8
0,TOT,4,2,2005-04-01,1219564.6
0,TOT,4,2,2005-07-01,1236902.5
0,TOT,4,2,2005-10-01,1235756.4
0,TOT,4,2,2006-01-01,1244777.7
0,TOT,4,2,2006-04-01,1253661.5
0,TOT,4,2,2006-07-01,1275865.9
0,TOT,4,2,2006-10-01,1281852.3
0,TOT,4,2,2007-01-01,1290230.9
0,TOT,4,2,2007-04-01,1305587.9
0,TOT,4,2,2007-07-01,1327913.3
0,TOT,4,2,2007-10-01,1337118.5
0,TOT,4,2,2008-01-01,1348852.6
0,TOT,4,2,2008-04-01,1364040.7
0,TOT,4,2,2008-07-01,1380660.2
0,TOT,4,2,2008-10-01,1375514.4
0,TOT,4,2,2009-01-01,1368167.3
0,TOT,4,2,2009-04-01,1362128.4
0,TOT,4,2,2009-07-01,1374710.7
