Grossregion,Wirtschaftssektor,Beschäftigungsgrad,Geschlecht,date,value
0,2,1,1,1995-07-01,840797
0,2,1,1,1995-10-01,808448
0,2,1,1,1996-01-01,800880
0,2,1,1,1996-04-01,804005
0,2,1,1,1996-07-01,801004
0,2,1,1,1996-10-01,770356
0,2,1,1,1997-01-01,764201
0,2,1,1,1997-04-01,771234
0,2,1,1,1997-07-01,770195
0,2,1,1,1997-10-01,748682
0,2,1,1,1998-01-01,747973
0,2,1,1,1998-04-01,761828
0,2,1,1,1998-07-01,764953
0,2,1,1,1998-10-01,740094
0,2,1,1,1999-01-01,738197
0,2,1,1,1999-04-01,751621
0,2,1,1,1999-07-01,754392
0,2,1,1,1999-10-01,739519
0,2,1,1,2000-01-01,741958
0,2,1,1,2000-04-01,750948
0,2,1,1,2000-07-01,760216
0,2,1,1,2000-10-01,748819
0,2,1,1,2001-01-01,750960
0,2,1,1,2001-04-01,764656
0,2,1,1,2001-07-01,769395
0,2,1,1,2001-10-01,751710
0,2,1,1,2002-01-01,743901
0,2,1,1,2002-04-01,753135
0,2,1,1,2002-07-01,757029
0,2,1,1,2002-10-01,740040
0,2,1,1,2003-01-01,732733
0,2,1,1,2003-04-01,744188
0,2,1,1,2003-07-01,743448
0,2,1,1,2003-10-01,731917
0,2,1,1,2004-01-01,723805
0,2,1,1,2004-04-01,728690
0,2,1,1,2004-07-01,741342
0,2,1,1,2004-10-01,726683
0,2,1,1,2005-01-01,718738
0,2,1,1,2005-04-01,732237
0,2,1,1,2005-07-01,745988
0,2,1,1,2005-10-01,732409
0,2,1,1,2006-01-01,727980
0,2,1,1,2006-04-01,745160
0,2,1,1,2006-07-01,759438
0,2,1,1,2006-10-01,752800
0,2,1,1,2007-01-01,755706
0,2,1,1,2007-04-01,768560
0,2,1,1,2007-07-01,780237
0,2,1,1,2007-10-01,775089
0,2,1,1,2008-01-01,774992
0,2,1,1,2008-04-01,783889
0,2,1,1,2008-07-01,795273
0,2,1,1,2008-10-01,777320
0,2,1,1,2009-01-01,770262
0,2,1,1,2009-04-01,770891
0,2,1,1,2009-07-01,773886
0,2,1,1,2009-10-01,761259
0,2,1,1,2010-01-01,758574
0,2,1,1,2010-04-01,769004
0,2,1,1,2010-07-01,777039
0,2,1,1,2010-10-01,769666
0,2,1,1,2011-01-01,763430
0,2,1,1,2011-04-01,772608
0,2,1,1,2011-07-01,780690
0,2,1,1,2011-10-01,769983
0,2,1,1,2012-01-01,770834
0,2,1,1,2012-04-01,777674
0,2,1,1,2012-07-01,784272
0,2,1,1,2012-10-01,768960
0,2,1,1,2013-01-01,764707
0,2,1,1,2013-04-01,773002
0,2,1,1,2013-07-01,779800
0,2,1,1,2013-10-01,770148
0,2,1,1,2014-01-01,768104
0,2,1,1,2014-04-01,776005
0,2,1,1,2014-07-01,783035
0,2,1,1,2014-10-01,769257
0,2,1,1,2015-01-01,768839
0,2,1,1,2015-04-01,772665
0,2,1,1,2015-07-01,775569
0,2,1,1,2015-10-01,763413
0,2,1,1,2016-01-01,754471
0,2,1,1,2016-04-01,760190
0,2,1,1,2016-07-01,759861
0,2,1,1,2016-10-01,750880
0,2,1,1,2017-01-01,745464
0,2,1,1,2017-04-01,754826
0,2,1,1,2017-07-01,757407
0,2,1,1,2017-10-01,751217
0,2,1,1,2018-01-01,751635
0,2,1,1,2018-04-01,768017
0,2,1,1,2018-07-01,774793
0,2,1,1,2018-10-01,764527
0,2,1,1,2019-01-01,766646
0,2,1,1,2019-04-01,776713
0,2,1,1,2019-07-01,781494
0,2,1,1,2019-10-01,769924
0,2,1,1,2020-01-01,768313
0,2,1,1,2020-04-01,771037
0,2,1,1,2020-07-01,772168
0,2,1,1,2020-10-01,759950
0,2,1,1,2021-01-01,754456
0,2,1,1,2021-04-01,760721
0,2,1,1,2021-07-01,771522
0,2,1,1,2021-10-01,764094
0,2,1,1,2022-01-01,765869
0,2,1,1,2022-04-01,770540
0,2,1,1,2022-07-01,781799
0,2,1,1,2022-10-01,777320
0,2,1,1,2023-01-01,777119
0,2,1,1,2023-04-01,782663
0,2,1,1,2023-07-01,787398
0,2,1,1,2023-10-01,779656
0,2,1,1,2024-01-01,776166
0,2,1,1,2024-04-01,782245
0,2,1,1,2024-07-01,786559
0,2,1,1,2024-10-01,777587
0,2,1,1,2025-01-01,776399
0,2,1,1,2025-04-01,774094
0,2,1,1,2025-07-01,778408
0,2,1,1,2025-10-01,776489
0,2,1,1,2026-01-01,774658
0,2,1,2,1995-07-01,158058
0,2,1,2,1995-10-01,155637
0,2,1,2,1996-01-01,152185
0,2,1,2,1996-04-01,149985
0,2,1,2,1996-07-01,148522
0,2,1,2,1996-10-01,145879
0,2,1,2,1997-01-01,144192
0,2,1,2,1997-04-01,146333
0,2,1,2,1997-07-01,143543
0,2,1,2,1997-10-01,140288
0,2,1,2,1998-01-01,139831
0,2,1,2,1998-04-01,140463
0,2,1,2,1998-07-01,140820
0,2,1,2,1998-10-01,139802
0,2,1,2,1999-01-01,137999
0,2,1,2,1999-04-01,136482
0,2,1,2,1999-07-01,138858
0,2,1,2,1999-10-01,138183
0,2,1,2,2000-01-01,137043
0,2,1,2,2000-04-01,139000
0,2,1,2,2000-07-01,143204
0,2,1,2,2000-10-01,141748
0,2,1,2,2001-01-01,142091
0,2,1,2,2001-04-01,144465
0,2,1,2,2001-07-01,146911
0,2,1,2,2001-10-01,143378
0,2,1,2,2002-01-01,142378
0,2,1,2,2002-04-01,140616
0,2,1,2,2002-07-01,141391
0,2,1,2,2002-10-01,137804
0,2,1,2,2003-01-01,134474
0,2,1,2,2003-04-01,134149
0,2,1,2,2003-07-01,133455
0,2,1,2,2003-10-01,132331
0,2,1,2,2004-01-01,130750
0,2,1,2,2004-04-01,131012
0,2,1,2,2004-07-01,133561
0,2,1,2,2004-10-01,131099
0,2,1,2,2005-01-01,132330
0,2,1,2,2005-04-01,132132
0,2,1,2,2005-07-01,135668
0,2,1,2,2005-10-01,136250
0,2,1,2,2006-01-01,134562
0,2,1,2,2006-04-01,137836
0,2,1,2,2006-07-01,141364
0,2,1,2,2006-10-01,142125
0,2,1,2,2007-01-01,142922
0,2,1,2,2007-04-01,145249
0,2,1,2,2007-07-01,148131
0,2,1,2,2007-10-01,148703
0,2,1,2,2008-01-01,150276
0,2,1,2,2008-04-01,152188
0,2,1,2,2008-07-01,154411
0,2,1,2,2008-10-01,151694
0,2,1,2,2009-01-01,148779
0,2,1,2,2009-04-01,145586
0,2,1,2,2009-07-01,145025
0,2,1,2,2009-10-01,142241
0,2,1,2,2010-01-01,142059
0,2,1,2,2010-04-01,142777
0,2,1,2,2010-07-01,145088
0,2,1,2,2010-10-01,144840
0,2,1,2,2011-01-01,146194
0,2,1,2,2011-04-01,148202
0,2,1,2,2011-07-01,148888
0,2,1,2,2011-10-01,148217
0,2,1,2,2012-01-01,147908
0,2,1,2,2012-04-01,148753
0,2,1,2,2012-07-01,148931
0,2,1,2,2012-10-01,146920
0,2,1,2,2013-01-01,146912
0,2,1,2,2013-04-01,146778
0,2,1,2,2013-07-01,148163
0,2,1,2,2013-10-01,148144
0,2,1,2,2014-01-01,148981
0,2,1,2,2014-04-01,148768
0,2,1,2,2014-07-01,150046
0,2,1,2,2014-10-01,148815
0,2,1,2,2015-01-01,148557
0,2,1,2,2015-04-01,148353
0,2,1,2,2015-07-01,148597
0,2,1,2,2015-10-01,148024
0,2,1,2,2016-01-01,144868
0,2,1,2,2016-04-01,145288
0,2,1,2,2016-07-01,147291
0,2,1,2,2016-10-01,144145
0,2,1,2,2017-01-01,142512
0,2,1,2,2017-04-01,144949
0,2,1,2,2017-07-01,146140
0,2,1,2,2017-10-01,146063
0,2,1,2,2018-01-01,146831
0,2,1,2,2018-04-01,146137
0,2,1,2,2018-07-01,148244
0,2,1,2,2018-10-01,147366
0,2,1,2,2019-01-01,148749
0,2,1,2,2019-04-01,148984
0,2,1,2,2019-07-01,150166
0,2,1,2,2019-10-01,149386
0,2,1,2,2020-01-01,148354
0,2,1,2,2020-04-01,146727
0,2,1,2,2020-07-01,145154
0,2,1,2,2020-10-01,144496
0,2,1,2,2021-01-01,144051
0,2,1,2,2021-04-01,144170
0,2,1,2,2021-07-01,145716
0,2,1,2,2021-10-01,145687
0,2,1,2,2022-01-01,147492
0,2,1,2,2022-04-01,148057
0,2,1,2,2022-07-01,149649
0,2,1,2,2022-10-01,149369
0,2,1,2,2023-01-01,150659
0,2,1,2,2023-04-01,152092
0,2,1,2,2023-07-01,152649
0,2,1,2,2023-10-01,151149
0,2,1,2,2024-01-01,152588
0,2,1,2,2024-04-01,152601
0,2,1,2,2024-07-01,152886
0,2,1,2,2024-10-01,152335
0,2,1,2,2025-01-01,152377
0,2,1,2,2025-04-01,152507
0,2,1,2,2025-07-01,150397
0,2,1,2,2025-10-01,148931
0,2,1,2,2026-01-01,149433
0,2,1,TOT,1995-07-01,998855
0,2,1,TOT,1995-10-01,964084
0,2,1,TOT,1996-01-01,953064
0,2,1,TOT,1996-04-01,953990
0,2,1,TOT,1996-07-01,949526
0,2,1,TOT,1996-10-01,916236
0,2,1,TOT,1997-01-01,908394
0,2,1,TOT,1997-04-01,917567
0,2,1,TOT,1997-07-01,913738
0,2,1,TOT,1997-10-01,888970
0,2,1,TOT,1998-01-01,887804
0,2,1,TOT,1998-04-01,902291
0,2,1,TOT,1998-07-01,905773
0,2,1,TOT,1998-10-01,879895
0,2,1,TOT,1999-01-01,876196
0,2,1,TOT,1999-04-01,888103
0,2,1,TOT,1999-07-01,893251
0,2,1,TOT,1999-10-01,877702
0,2,1,TOT,2000-01-01,879002
0,2,1,TOT,2000-04-01,889949
0,2,1,TOT,2000-07-01,903421
0,2,1,TOT,2000-10-01,890567
0,2,1,TOT,2001-01-01,893052
0,2,1,TOT,2001-04-01,909121
0,2,1,TOT,2001-07-01,916306
0,2,1,TOT,2001-10-01,895089
0,2,1,TOT,2002-01-01,886279
0,2,1,TOT,2002-04-01,893751
0,2,1,TOT,2002-07-01,898420
0,2,1,TOT,2002-10-01,877844
0,2,1,TOT,2003-01-01,867207
0,2,1,TOT,2003-04-01,878337
0,2,1,TOT,2003-07-01,876903
0,2,1,TOT,2003-10-01,864248
0,2,1,TOT,2004-01-01,854555
0,2,1,TOT,2004-04-01,859702
0,2,1,TOT,2004-07-01,874902
0,2,1,TOT,2004-10-01,857782
0,2,1,TOT,2005-01-01,851069
0,2,1,TOT,2005-04-01,864369
0,2,1,TOT,2005-07-01,881656
0,2,1,TOT,2005-10-01,868660
0,2,1,TOT,2006-01-01,862541
0,2,1,TOT,2006-04-01,882996
0,2,1,TOT,2006-07-01,900802
0,2,1,TOT,2006-10-01,894925
0,2,1,TOT,2007-01-01,898627
0,2,1,TOT,2007-04-01,913808
0,2,1,TOT,2007-07-01,928368
0,2,1,TOT,2007-10-01,923792
0,2,1,TOT,2008-01-01,925268
0,2,1,TOT,2008-04-01,936077
0,2,1,TOT,2008-07-01,949684
0,2,1,TOT,2008-10-01,929014
0,2,1,TOT,2009-01-01,919041
0,2,1,TOT,2009-04-01,916477
0,2,1,TOT,2009-07-01,918912
0,2,1,TOT,2009-10-01,903500
0,2,1,TOT,2010-01-01,900633
0,2,1,TOT,2010-04-01,911781
0,2,1,TOT,2010-07-01,922127
0,2,1,TOT,2010-10-01,914507
0,2,1,TOT,2011-01-01,909624
0,2,1,TOT,2011-04-01,920810
0,2,1,TOT,2011-07-01,929577
0,2,1,TOT,2011-10-01,918200
0,2,1,TOT,2012-01-01,918742
0,2,1,TOT,2012-04-01,926428
0,2,1,TOT,2012-07-01,933202
0,2,1,TOT,2012-10-01,915880
0,2,1,TOT,2013-01-01,911619
0,2,1,TOT,2013-04-01,919781
0,2,1,TOT,2013-07-01,927963
0,2,1,TOT,2013-10-01,918292
0,2,1,TOT,2014-01-01,917085
0,2,1,TOT,2014-04-01,924772
0,2,1,TOT,2014-07-01,933082
0,2,1,TOT,2014-10-01,918073
0,2,1,TOT,2015-01-01,917397
0,2,1,TOT,2015-04-01,921018
0,2,1,TOT,2015-07-01,924167
0,2,1,TOT,2015-10-01,911437
0,2,1,TOT,2016-01-01,899339
0,2,1,TOT,2016-04-01,905478
0,2,1,TOT,2016-07-01,907152
0,2,1,TOT,2016-10-01,895025
0,2,1,TOT,2017-01-01,887976
0,2,1,TOT,2017-04-01,899775
0,2,1,TOT,2017-07-01,903546
0,2,1,TOT,2017-10-01,897280
0,2,1,TOT,2018-01-01,898466
0,2,1,TOT,2018-04-01,914153
0,2,1,TOT,2018-07-01,923038
0,2,1,TOT,2018-10-01,911893
0,2,1,TOT,2019-01-01,915394
0,2,1,TOT,2019-04-01,925697
0,2,1,TOT,2019-07-01,931661
0,2,1,TOT,2019-10-01,919309
0,2,1,TOT,2020-01-01,916667
0,2,1,TOT,2020-04-01,917764
0,2,1,TOT,2020-07-01,917322
0,2,1,TOT,2020-10-01,904446
0,2,1,TOT,2021-01-01,898507
0,2,1,TOT,2021-04-01,904891
0,2,1,TOT,2021-07-01,917237
0,2,1,TOT,2021-10-01,909781
0,2,1,TOT,2022-01-01,913362
0,2,1,TOT,2022-04-01,918597
0,2,1,TOT,2022-07-01,931448
0,2,1,TOT,2022-10-01,926690
0,2,1,TOT,2023-01-01,927778
0,2,1,TOT,2023-04-01,934755
0,2,1,TOT,2023-07-01,940047
0,2,1,TOT,2023-10-01,930806
0,2,1,TOT,2024-01-01,928754
0,2,1,TOT,2024-04-01,934847
0,2,1,TOT,2024-07-01,939445
0,2,1,TOT,2024-10-01,929923
0,2,1,TOT,2025-01-01,928776
0,2,1,TOT,2025-04-01,926601
0,2,1,TOT,2025-07-01,928805
0,2,1,TOT,2025-10-01,925420
0,2,1,TOT,2026-01-01,924092
0,2,2,1,1995-07-01,48667
0,2,2,1,1995-10-01,46577
0,2,2,1,1996-01-01,46059
0,2,2,1,1996-04-01,48273
0,2,2,1,1996-07-01,47990
0,2,2,1,1996-10-01,46650
0,2,2,1,1997-01-01,46619
0,2,2,1,1997-04-01,46501
0,2,2,1,1997-07-01,47556
0,2,2,1,1997-10-01,45745
0,2,2,1,1998-01-01,46885
0,2,2,1,1998-04-01,48916
0,2,2,1,1998-07-01,47532
0,2,2,1,1998-10-01,48208
0,2,2,1,1999-01-01,47287
0,2,2,1,1999-04-01,49705
0,2,2,1,1999-07-01,49802
0,2,2,1,1999-10-01,50086
0,2,2,1,2000-01-01,51457
0,2,2,1,2000-04-01,49819
0,2,2,1,2000-07-01,50331
0,2,2,1,2000-10-01,49250
0,2,2,1,2001-01-01,49272
0,2,2,1,2001-04-01,48672
0,2,2,1,2001-07-01,49477
0,2,2,1,2001-10-01,49017
0,2,2,1,2002-01-01,48610
0,2,2,1,2002-04-01,49493
0,2,2,1,2002-07-01,49683
0,2,2,1,2002-10-01,49595
0,2,2,1,2003-01-01,49580
0,2,2,1,2003-04-01,49992
0,2,2,1,2003-07-01,49846
0,2,2,1,2003-10-01,50587
0,2,2,1,2004-01-01,49922
0,2,2,1,2004-04-01,51188
0,2,2,1,2004-07-01,52773
0,2,2,1,2004-10-01,52035
0,2,2,1,2005-01-01,52806
0,2,2,1,2005-04-01,52696
0,2,2,1,2005-07-01,52779
0,2,2,1,2005-10-01,52460
0,2,2,1,2006-01-01,53130
0,2,2,1,2006-04-01,52469
0,2,2,1,2006-07-01,54860
0,2,2,1,2006-10-01,55219
0,2,2,1,2007-01-01,55290
0,2,2,1,2007-04-01,55675
0,2,2,1,2007-07-01,56627
0,2,2,1,2007-10-01,56179
0,2,2,1,2008-01-01,57108
0,2,2,1,2008-04-01,58171
0,2,2,1,2008-07-01,58252
0,2,2,1,2008-10-01,57629
0,2,2,1,2009-01-01,57364
0,2,2,1,2009-04-01,57385
0,2,2,1,2009-07-01,58023
0,2,2,1,2009-10-01,57264
0,2,2,1,2010-01-01,57189
0,2,2,1,2010-04-01,57044
0,2,2,1,2010-07-01,56332
0,2,2,1,2010-10-01,56898
0,2,2,1,2011-01-01,55749
0,2,2,1,2011-04-01,55805
0,2,2,1,2011-07-01,56446
0,2,2,1,2011-10-01,55991
0,2,2,1,2012-01-01,55862
0,2,2,1,2012-04-01,56413
0,2,2,1,2012-07-01,58286
0,2,2,1,2012-10-01,58038
0,2,2,1,2013-01-01,58321
0,2,2,1,2013-04-01,58182
0,2,2,1,2013-07-01,60285
0,2,2,1,2013-10-01,59685
0,2,2,1,2014-01-01,59581
0,2,2,1,2014-04-01,59978
0,2,2,1,2014-07-01,61357
0,2,2,1,2014-10-01,61538
0,2,2,1,2015-01-01,61094
0,2,2,1,2015-04-01,62280
0,2,2,1,2015-07-01,62641
0,2,2,1,2015-10-01,62228
0,2,2,1,2016-01-01,61937
0,2,2,1,2016-04-01,65290
0,2,2,1,2016-07-01,63344
0,2,2,1,2016-10-01,61805
0,2,2,1,2017-01-01,65457
0,2,2,1,2017-04-01,63483
0,2,2,1,2017-07-01,64780
0,2,2,1,2017-10-01,65468
0,2,2,1,2018-01-01,65729
0,2,2,1,2018-04-01,63139
0,2,2,1,2018-07-01,63589
0,2,2,1,2018-10-01,61820
0,2,2,1,2019-01-01,63512
0,2,2,1,2019-04-01,63300
0,2,2,1,2019-07-01,65387
0,2,2,1,2019-10-01,65973
0,2,2,1,2020-01-01,68142
0,2,2,1,2020-04-01,67951
0,2,2,1,2020-07-01,68649
0,2,2,1,2020-10-01,69291
0,2,2,1,2021-01-01,68861
0,2,2,1,2021-04-01,67953
0,2,2,1,2021-07-01,70566
0,2,2,1,2021-10-01,72390
0,2,2,1,2022-01-01,74514
0,2,2,1,2022-04-01,74277
0,2,2,1,2022-07-01,73997
0,2,2,1,2022-10-01,75913
0,2,2,1,2023-01-01,76576
0,2,2,1,2023-04-01,76335
0,2,2,1,2023-07-01,76461
0,2,2,1,2023-10-01,77240
0,2,2,1,2024-01-01,79300
0,2,2,1,2024-04-01,80728
0,2,2,1,2024-07-01,81759
0,2,2,1,2024-10-01,81824
0,2,2,1,2025-01-01,81581
0,2,2,1,2025-04-01,81954
0,2,2,1,2025-07-01,82539
0,2,2,1,2025-10-01,83841
0,2,2,1,2026-01-01,84809
0,2,2,2,1995-07-01,96545
0,2,2,2,1995-10-01,98757
0,2,2,2,1996-01-01,95670
0,2,2,2,1996-04-01,95037
0,2,2,2,1996-07-01,94966
0,2,2,2,1996-10-01,92760
0,2,2,2,1997-01-01,91043
0,2,2,2,1997-04-01,92853
0,2,2,2,1997-07-01,92328
0,2,2,2,1997-10-01,90733
0,2,2,2,1998-01-01,91013
0,2,2,2,1998-04-01,89233
0,2,2,2,1998-07-01,90884
0,2,2,2,1998-10-01,88476
0,2,2,2,1999-01-01,89320
0,2,2,2,1999-04-01,91094
0,2,2,2,1999-07-01,90704
0,2,2,2,1999-10-01,91226
0,2,2,2,2000-01-01,90368
0,2,2,2,2000-04-01,92780
0,2,2,2,2000-07-01,94288
0,2,2,2,2000-10-01,94254
0,2,2,2,2001-01-01,94438
0,2,2,2,2001-04-01,94420
0,2,2,2,2001-07-01,96843
0,2,2,2,2001-10-01,94519
0,2,2,2,2002-01-01,95233
0,2,2,2,2002-04-01,94640
0,2,2,2,2002-07-01,94974
0,2,2,2,2002-10-01,93223
0,2,2,2,2003-01-01,92183
0,2,2,2,2003-04-01,94161
0,2,2,2,2003-07-01,93069
0,2,2,2,2003-10-01,93066
0,2,2,2,2004-01-01,94839
0,2,2,2,2004-04-01,95232
0,2,2,2,2004-07-01,96386
0,2,2,2,2004-10-01,95328
0,2,2,2,2005-01-01,96050
0,2,2,2,2005-04-01,97659
0,2,2,2,2005-07-01,97552
0,2,2,2,2005-10-01,98005
0,2,2,2,2006-01-01,98353
0,2,2,2,2006-04-01,99729
0,2,2,2,2006-07-01,100972
0,2,2,2,2006-10-01,101997
0,2,2,2,2007-01-01,101933
0,2,2,2,2007-04-01,103613
0,2,2,2,2007-07-01,103535
0,2,2,2,2007-10-01,105500
0,2,2,2,2008-01-01,106035
0,2,2,2,2008-04-01,106863
0,2,2,2,2008-07-01,105867
0,2,2,2,2008-10-01,105046
0,2,2,2,2009-01-01,105378
0,2,2,2,2009-04-01,105220
0,2,2,2,2009-07-01,105338
0,2,2,2,2009-10-01,105115
0,2,2,2,2010-01-01,105167
0,2,2,2,2010-04-01,104712
0,2,2,2,2010-07-01,105478
0,2,2,2,2010-10-01,106524
0,2,2,2,2011-01-01,106438
0,2,2,2,2011-04-01,106227
0,2,2,2,2011-07-01,107196
0,2,2,2,2011-10-01,107348
0,2,2,2,2012-01-01,107838
0,2,2,2,2012-04-01,107270
0,2,2,2,2012-07-01,109611
0,2,2,2,2012-10-01,108817
0,2,2,2,2013-01-01,108946
0,2,2,2,2013-04-01,108162
0,2,2,2,2013-07-01,109314
0,2,2,2,2013-10-01,109208
0,2,2,2,2014-01-01,109495
0,2,2,2,2014-04-01,109620
0,2,2,2,2014-07-01,109968
0,2,2,2,2014-10-01,109826
0,2,2,2,2015-01-01,110038
0,2,2,2,2015-04-01,109932
0,2,2,2,2015-07-01,109343
0,2,2,2,2015-10-01,110165
0,2,2,2,2016-01-01,110550
0,2,2,2,2016-04-01,109965
0,2,2,2,2016-07-01,108773
0,2,2,2,2016-10-01,109560
0,2,2,2,2017-01-01,109799
0,2,2,2,2017-04-01,109490
0,2,2,2,2017-07-01,109432
0,2,2,2,2017-10-01,109344
0,2,2,2,2018-01-01,110032
0,2,2,2,2018-04-01,108436
0,2,2,2,2018-07-01,108996
0,2,2,2,2018-10-01,108144
0,2,2,2,2019-01-01,107841
0,2,2,2,2019-04-01,110555
0,2,2,2,2019-07-01,109022
0,2,2,2,2019-10-01,109448
0,2,2,2,2020-01-01,111006
0,2,2,2,2020-04-01,111172
0,2,2,2,2020-07-01,111739
0,2,2,2,2020-10-01,111532
0,2,2,2,2021-01-01,111403
0,2,2,2,2021-04-01,112374
0,2,2,2,2021-07-01,112777
0,2,2,2,2021-10-01,115128
0,2,2,2,2022-01-01,114052
0,2,2,2,2022-04-01,115003
0,2,2,2,2022-07-01,115336
0,2,2,2,2022-10-01,116362
0,2,2,2,2023-01-01,116589
0,2,2,2,2023-04-01,116650
0,2,2,2,2023-07-01,116654
0,2,2,2,2023-10-01,116475
0,2,2,2,2024-01-01,117095
0,2,2,2,2024-04-01,118493
0,2,2,2,2024-07-01,117956
0,2,2,2,2024-10-01,118266
0,2,2,2,2025-01-01,117243
0,2,2,2,2025-04-01,119396
0,2,2,2,2025-07-01,120212
0,2,2,2,2025-10-01,119674
0,2,2,2,2026-01-01,119770
0,2,2,TOT,1995-07-01,145212
0,2,2,TOT,1995-10-01,145334
0,2,2,TOT,1996-01-01,141729
0,2,2,TOT,1996-04-01,143310
0,2,2,TOT,1996-07-01,142956
0,2,2,TOT,1996-10-01,139410
0,2,2,TOT,1997-01-01,137662
0,2,2,TOT,1997-04-01,139354
0,2,2,TOT,1997-07-01,139884
0,2,2,TOT,1997-10-01,136478
0,2,2,TOT,1998-01-01,137898
0,2,2,TOT,1998-04-01,138149
0,2,2,TOT,1998-07-01,138416
0,2,2,TOT,1998-10-01,136684
0,2,2,TOT,1999-01-01,136607
0,2,2,TOT,1999-04-01,140799
0,2,2,TOT,1999-07-01,140505
0,2,2,TOT,1999-10-01,141312
0,2,2,TOT,2000-01-01,141825
0,2,2,TOT,2000-04-01,142600
0,2,2,TOT,2000-07-01,144620
0,2,2,TOT,2000-10-01,143503
0,2,2,TOT,2001-01-01,143710
0,2,2,TOT,2001-04-01,143092
0,2,2,TOT,2001-07-01,146319
0,2,2,TOT,2001-10-01,143536
0,2,2,TOT,2002-01-01,143842
0,2,2,TOT,2002-04-01,144133
0,2,2,TOT,2002-07-01,144657
0,2,2,TOT,2002-10-01,142818
0,2,2,TOT,2003-01-01,141763
0,2,2,TOT,2003-04-01,144153
0,2,2,TOT,2003-07-01,142915
0,2,2,TOT,2003-10-01,143653
0,2,2,TOT,2004-01-01,144761
0,2,2,TOT,2004-04-01,146419
0,2,2,TOT,2004-07-01,149158
0,2,2,TOT,2004-10-01,147362
0,2,2,TOT,2005-01-01,148856
0,2,2,TOT,2005-04-01,150356
0,2,2,TOT,2005-07-01,150330
0,2,2,TOT,2005-10-01,150464
0,2,2,TOT,2006-01-01,151483
0,2,2,TOT,2006-04-01,152198
0,2,2,TOT,2006-07-01,155832
0,2,2,TOT,2006-10-01,157216
0,2,2,TOT,2007-01-01,157223
0,2,2,TOT,2007-04-01,159288
0,2,2,TOT,2007-07-01,160162
0,2,2,TOT,2007-10-01,161679
0,2,2,TOT,2008-01-01,163142
0,2,2,TOT,2008-04-01,165033
0,2,2,TOT,2008-07-01,164119
0,2,2,TOT,2008-10-01,162675
0,2,2,TOT,2009-01-01,162742
0,2,2,TOT,2009-04-01,162605
0,2,2,TOT,2009-07-01,163361
0,2,2,TOT,2009-10-01,162379
0,2,2,TOT,2010-01-01,162356
0,2,2,TOT,2010-04-01,161755
0,2,2,TOT,2010-07-01,161810
0,2,2,TOT,2010-10-01,163422
0,2,2,TOT,2011-01-01,162187
0,2,2,TOT,2011-04-01,162032
0,2,2,TOT,2011-07-01,163642
0,2,2,TOT,2011-10-01,163339
0,2,2,TOT,2012-01-01,163700
0,2,2,TOT,2012-04-01,163683
0,2,2,TOT,2012-07-01,167897
0,2,2,TOT,2012-10-01,166855
0,2,2,TOT,2013-01-01,167267
0,2,2,TOT,2013-04-01,166344
0,2,2,TOT,2013-07-01,169599
0,2,2,TOT,2013-10-01,168893
0,2,2,TOT,2014-01-01,169076
0,2,2,TOT,2014-04-01,169598
0,2,2,TOT,2014-07-01,171325
0,2,2,TOT,2014-10-01,171364
0,2,2,TOT,2015-01-01,171132
0,2,2,TOT,2015-04-01,172212
0,2,2,TOT,2015-07-01,171985
0,2,2,TOT,2015-10-01,172393
0,2,2,TOT,2016-01-01,172487
0,2,2,TOT,2016-04-01,175254
0,2,2,TOT,2016-07-01,172118
0,2,2,TOT,2016-10-01,171365
0,2,2,TOT,2017-01-01,175256
0,2,2,TOT,2017-04-01,172973
0,2,2,TOT,2017-07-01,174212
0,2,2,TOT,2017-10-01,174812
0,2,2,TOT,2018-01-01,175761
0,2,2,TOT,2018-04-01,171575
0,2,2,TOT,2018-07-01,172585
0,2,2,TOT,2018-10-01,169964
0,2,2,TOT,2019-01-01,171353
0,2,2,TOT,2019-04-01,173855
0,2,2,TOT,2019-07-01,174409
0,2,2,TOT,2019-10-01,175421
0,2,2,TOT,2020-01-01,179147
0,2,2,TOT,2020-04-01,179123
0,2,2,TOT,2020-07-01,180388
0,2,2,TOT,2020-10-01,180823
0,2,2,TOT,2021-01-01,180264
0,2,2,TOT,2021-04-01,180326
0,2,2,TOT,2021-07-01,183343
0,2,2,TOT,2021-10-01,187519
0,2,2,TOT,2022-01-01,188567
0,2,2,TOT,2022-04-01,189280
0,2,2,TOT,2022-07-01,189333
0,2,2,TOT,2022-10-01,192275
0,2,2,TOT,2023-01-01,193166
0,2,2,TOT,2023-04-01,192985
0,2,2,TOT,2023-07-01,193115
0,2,2,TOT,2023-10-01,193715
0,2,2,TOT,2024-01-01,196395
0,2,2,TOT,2024-04-01,199221
0,2,2,TOT,2024-07-01,199715
0,2,2,TOT,2024-10-01,200090
0,2,2,TOT,2025-01-01,198824
0,2,2,TOT,2025-04-01,201350
0,2,2,TOT,2025-07-01,202752
0,2,2,TOT,2025-10-01,203515
0,2,2,TOT,2026-01-01,204579
0,2,3,TOT,1995-07-01,1126914
0,2,3,TOT,1995-10-01,1120451
0,2,3,TOT,1996-01-01,1106921
0,2,3,TOT,1996-04-01,1091219
0,2,3,TOT,1996-07-01,1076586
0,2,3,TOT,1996-10-01,1065564
0,2,3,TOT,1997-01-01,1057233
0,2,3,TOT,1997-04-01,1051615
