structure,date,value
seco_wwa,2006-01-02,2.10776390030817
seco_wwa,2006-01-09,2.5660885990276
seco_wwa,2006-01-16,3.28775186415438
seco_wwa,2006-01-23,2.96251658306465
seco_wwa,2006-01-30,3.11134835566757
seco_wwa,2006-02-06,3.55881185415634
seco_wwa,2006-02-13,3.86440419830979
seco_wwa,2006-02-20,4.14968754732187
seco_wwa,2006-02-27,4.12297116219817
seco_wwa,2006-03-06,4.0595374926623
seco_wwa,2006-03-13,4.11849721409779
seco_wwa,2006-03-20,4.60122909572188
seco_wwa,2006-03-27,4.81047044088787
seco_wwa,2006-04-03,4.42610502103643
seco_wwa,2006-04-10,4.21188679161671
seco_wwa,2006-04-17,4.68210799296949
seco_wwa,2006-04-24,4.87249333634905
seco_wwa,2006-05-01,5.75649440245058
seco_wwa,2006-05-08,6.25732034830298
seco_wwa,2006-05-15,6.55772842918588
seco_wwa,2006-05-22,6.43056394938189
seco_wwa,2006-05-29,6.70048219697354
seco_wwa,2006-06-05,6.8524581272865
seco_wwa,2006-06-12,6.90717806949745
seco_wwa,2006-06-19,7.58642353803003
seco_wwa,2006-06-26,7.27064087082609
seco_wwa,2006-07-03,6.97674409305283
seco_wwa,2006-07-10,6.09222163260595
seco_wwa,2006-07-17,5.68483562223428
seco_wwa,2006-07-24,5.39548111663928
seco_wwa,2006-07-31,5.00133913212329
seco_wwa,2006-08-07,4.99388141634706
seco_wwa,2006-08-14,4.96674541369607
seco_wwa,2006-08-21,5.32264397184187
seco_wwa,2006-08-28,5.36721171123468
seco_wwa,2006-09-04,5.27368883810233
seco_wwa,2006-09-11,4.8897910267687
seco_wwa,2006-09-18,4.92191008039259
seco_wwa,2006-09-25,4.71552163798537
seco_wwa,2006-10-02,5.35258806358662
seco_wwa,2006-10-09,5.49010804927323
seco_wwa,2006-10-16,5.46650997615755
seco_wwa,2006-10-23,5.79834411180716
seco_wwa,2006-10-30,5.90497477997281
seco_wwa,2006-11-06,6.35395797266068
seco_wwa,2006-11-13,6.40823955867679
seco_wwa,2006-11-20,6.39360214489941
seco_wwa,2006-11-27,6.28777302004639
seco_wwa,2006-12-04,6.23735488514418
seco_wwa,2006-12-11,6.19293756077396
seco_wwa,2006-12-18,6.28098187651431
seco_wwa,2006-12-25,6.0250432656792
seco_wwa,2007-01-01,6.16930061425902
seco_wwa,2007-01-08,6.19868691266918
seco_wwa,2007-01-15,6.20730762858278
seco_wwa,2007-01-22,6.26741293779109
seco_wwa,2007-01-29,5.72192553724979
seco_wwa,2007-02-05,5.45102671595438
seco_wwa,2007-02-12,5.23817088170568
seco_wwa,2007-02-19,4.70346394456705
seco_wwa,2007-02-26,5.01587408914307
seco_wwa,2007-03-05,5.52224853408996
seco_wwa,2007-03-12,5.52572840039676
seco_wwa,2007-03-19,5.24302015787938
seco_wwa,2007-03-26,4.93461862014274
seco_wwa,2007-04-02,4.6465536962954
seco_wwa,2007-04-09,4.70248739248952
seco_wwa,2007-04-16,5.04611244348509
seco_wwa,2007-04-23,5.00496777934582
seco_wwa,2007-04-30,4.79526426137368
seco_wwa,2007-05-07,4.71382023095832
seco_wwa,2007-05-14,4.34894674382063
seco_wwa,2007-05-21,4.14732344874533
seco_wwa,2007-05-28,4.14779547268585
seco_wwa,2007-06-04,3.61398492783935
seco_wwa,2007-06-11,3.59849273369653
seco_wwa,2007-06-18,3.477891908631
seco_wwa,2007-06-25,3.11396462664289
seco_wwa,2007-07-02,3.16602109869365
seco_wwa,2007-07-09,3.32583174163906
seco_wwa,2007-07-16,3.09444494208302
seco_wwa,2007-07-23,3.09083906416329
seco_wwa,2007-07-30,2.82069675415637
seco_wwa,2007-08-06,2.86112963432826
seco_wwa,2007-08-13,2.91992966546439
seco_wwa,2007-08-20,2.84850707641776
seco_wwa,2007-08-27,3.16522208057342
seco_wwa,2007-09-03,3.44703619187794
seco_wwa,2007-09-10,3.63316083784808
seco_wwa,2007-09-17,3.32666992897597
seco_wwa,2007-09-24,3.31748941874615
seco_wwa,2007-10-01,3.55470263684694
seco_wwa,2007-10-08,3.59723765593384
seco_wwa,2007-10-15,3.55757178222367
seco_wwa,2007-10-22,3.13603083779983
seco_wwa,2007-10-29,2.6526297869988
seco_wwa,2007-11-05,2.0320109905222
seco_wwa,2007-11-12,1.79150039697171
seco_wwa,2007-11-19,2.1140322206519
seco_wwa,2007-11-26,2.25113572809658
seco_wwa,2007-12-03,2.13482080030197
seco_wwa,2007-12-10,2.06056638329624
seco_wwa,2007-12-17,1.89756336579994
seco_wwa,2007-12-24,1.55701837227519
seco_wwa,2007-12-31,1.73892265700402
seco_wwa,2008-01-07,2.49237377671165
seco_wwa,2008-01-14,2.87279830994497
seco_wwa,2008-01-21,3.53406867232852
seco_wwa,2008-01-28,3.4905727150386
seco_wwa,2008-02-04,3.46733006708236
seco_wwa,2008-02-11,3.30897086907997
seco_wwa,2008-02-18,3.4504503750459
seco_wwa,2008-02-25,3.43689533897791
seco_wwa,2008-03-03,3.49874338669358
seco_wwa,2008-03-10,3.41976707242696
seco_wwa,2008-03-17,3.26565772164878
seco_wwa,2008-03-24,3.13549842492555
seco_wwa,2008-03-31,3.04776392070322
seco_wwa,2008-04-07,3.06528727106762
seco_wwa,2008-04-14,2.59656256852943
seco_wwa,2008-04-21,2.13730126568751
seco_wwa,2008-04-28,2.24148643504399
seco_wwa,2008-05-05,1.8431150354055
seco_wwa,2008-05-12,2.46964927488566
seco_wwa,2008-05-19,2.9412520090115
seco_wwa,2008-05-26,3.40153482206411
seco_wwa,2008-06-02,3.4914322552434
seco_wwa,2008-06-09,3.4802025604269202
seco_wwa,2008-06-16,3.50565916352956
seco_wwa,2008-06-23,3.38129810330028
seco_wwa,2008-06-30,2.95015990724282
seco_wwa,2008-07-07,2.89577026621312
seco_wwa,2008-07-14,2.84558264537223
seco_wwa,2008-07-21,3.07495422050369
seco_wwa,2008-07-28,3.42341145533524
seco_wwa,2008-08-04,3.19092198056894
seco_wwa,2008-08-11,2.32982263134492
seco_wwa,2008-08-18,2.12512261145622
seco_wwa,2008-08-25,1.23858013069382
seco_wwa,2008-09-01,1.22824030532837
seco_wwa,2008-09-08,1.6334784221141
seco_wwa,2008-09-15,1.83936461565373
seco_wwa,2008-09-22,1.4251385991571
seco_wwa,2008-09-29,0.972796737072044
seco_wwa,2008-10-06,0.731264902494952
seco_wwa,2008-10-13,0.618614900339141
seco_wwa,2008-10-20,0.487690074556896
seco_wwa,2008-10-27,0.52946099544365
seco_wwa,2008-11-03,0.131160193246632
seco_wwa,2008-11-10,-0.358945501821365
seco_wwa,2008-11-17,-1.36490158936731
seco_wwa,2008-11-24,-2.15479613035126
seco_wwa,2008-12-01,-2.78990641745254
seco_wwa,2008-12-08,-2.637843355929
seco_wwa,2008-12-15,-2.26911869027946
seco_wwa,2008-12-22,-2.30203025552191
seco_wwa,2008-12-29,-3.54591296089916
seco_wwa,2009-01-05,-5.04168499256906
seco_wwa,2009-01-12,-4.93419566204927
seco_wwa,2009-01-19,-5.68649033204913
seco_wwa,2009-01-26,-5.17088861337154
seco_wwa,2009-02-02,-4.89131651158112
seco_wwa,2009-02-09,-4.87920563090024
seco_wwa,2009-02-16,-5.59185512780134
seco_wwa,2009-02-23,-6.37599618566783
seco_wwa,2009-03-02,-7.22564386670509
seco_wwa,2009-03-09,-7.77887939735126
seco_wwa,2009-03-16,-7.96542360486212
seco_wwa,2009-03-23,-7.85422873046797
seco_wwa,2009-03-30,-7.96861944040422
seco_wwa,2009-04-06,-8.33245468306833
seco_wwa,2009-04-13,-8.35600231828936
seco_wwa,2009-04-20,-7.7686394328236
seco_wwa,2009-04-27,-7.65748046623014
seco_wwa,2009-05-04,-7.74254617459015
seco_wwa,2009-05-11,-7.79432205475301
seco_wwa,2009-05-18,-7.5705464409241
seco_wwa,2009-05-25,-7.55246432827863
seco_wwa,2009-06-01,-7.86027994223247
seco_wwa,2009-06-08,-7.42429042793433
seco_wwa,2009-06-15,-7.40108516484153
seco_wwa,2009-06-22,-7.39281063899
seco_wwa,2009-06-29,-7.62266837502622
seco_wwa,2009-07-06,-7.51384094433581
seco_wwa,2009-07-13,-7.49497067985145
seco_wwa,2009-07-20,-7.70192402677817
seco_wwa,2009-07-27,-7.82609620487484
seco_wwa,2009-08-03,-7.70210852794545
seco_wwa,2009-08-10,-7.62740335456838
seco_wwa,2009-08-17,-7.12516991840883
seco_wwa,2009-08-24,-7.16398522163739
seco_wwa,2009-08-31,-7.55007937367567
seco_wwa,2009-09-07,-7.33661742565251
seco_wwa,2009-09-14,-6.79452337932972
seco_wwa,2009-09-21,-6.22089995946276
seco_wwa,2009-09-28,-5.49690972768197
seco_wwa,2009-10-05,-5.51219005130106
seco_wwa,2009-10-12,-5.29908512567631
seco_wwa,2009-10-19,-5.12478373108632
seco_wwa,2009-10-26,-4.74228160084073
seco_wwa,2009-11-02,-4.41585878109794
seco_wwa,2009-11-09,-3.76298524956846
seco_wwa,2009-11-16,-3.05116845406824
seco_wwa,2009-11-23,-1.90041897158787
seco_wwa,2009-11-30,-1.20458286998565
seco_wwa,2009-12-07,-0.461851856606813
seco_wwa,2009-12-14,0.448974085703262
seco_wwa,2009-12-21,0.861734270930786
seco_wwa,2010-01-04,0.901707445604866
seco_wwa,2010-01-11,1.11145081699997
seco_wwa,2010-01-18,1.65286276796778
seco_wwa,2010-01-25,1.34229066679918
seco_wwa,2010-02-01,1.42053984116169
seco_wwa,2010-02-08,2.79037658920665
seco_wwa,2010-02-15,3.07332301747228
seco_wwa,2010-02-22,2.51844928446183
seco_wwa,2010-03-01,2.94603316067861
seco_wwa,2010-03-08,3.65764520576895
seco_wwa,2010-03-15,4.24212310753494
seco_wwa,2010-03-22,4.53823978021939
seco_wwa,2010-03-29,4.5432896275452
seco_wwa,2010-04-05,4.46034347629111
seco_wwa,2010-04-12,4.7758722387122
seco_wwa,2010-04-19,5.35714407974075
seco_wwa,2010-04-26,5.86255289955493
seco_wwa,2010-05-03,5.89587084265577
seco_wwa,2010-05-10,6.51500891295278
seco_wwa,2010-05-17,6.80337198994984
seco_wwa,2010-05-24,6.59748904713899
seco_wwa,2010-05-31,7.12705851614799
seco_wwa,2010-06-07,6.71662247060795
seco_wwa,2010-06-14,6.39641109046531
seco_wwa,2010-06-21,7.06709260541857
seco_wwa,2010-06-28,6.50734703990375
seco_wwa,2010-07-05,5.61012257006184
seco_wwa,2010-07-12,5.03896185455821
seco_wwa,2010-07-19,5.10641963847969
seco_wwa,2010-07-26,5.42156935108431
seco_wwa,2010-08-02,5.05137104382612
seco_wwa,2010-08-09,5.51550076800154
seco_wwa,2010-08-16,5.74603877384404
seco_wwa,2010-08-23,5.85378321121652
seco_wwa,2010-08-30,6.04640828087192
seco_wwa,2010-09-06,6.26033121757616
seco_wwa,2010-09-13,6.83875390538658
seco_wwa,2010-09-20,6.40487178651617
seco_wwa,2010-09-27,6.36020119992837
seco_wwa,2010-10-04,6.19984421058682
seco_wwa,2010-10-11,6.19423172101328
seco_wwa,2010-10-18,6.34864825871996
seco_wwa,2010-10-25,6.4253340646873
seco_wwa,2010-11-01,6.82475466673657
seco_wwa,2010-11-08,6.56956893227787
seco_wwa,2010-11-15,6.51382938772508
seco_wwa,2010-11-22,6.42420711175846
seco_wwa,2010-11-29,5.65593952337122
seco_wwa,2010-12-06,4.59920311514433
seco_wwa,2010-12-13,3.28435256140269
seco_wwa,2010-12-20,3.22784844488416
seco_wwa,2010-12-27,2.92178405304789
seco_wwa,2011-01-03,3.75153310109217
seco_wwa,2011-01-10,3.64119113458596
seco_wwa,2011-01-17,3.99790593719577
seco_wwa,2011-01-24,5.44602466942968
seco_wwa,2011-01-31,6.22310259262545
seco_wwa,2011-02-07,6.03163514129689
seco_wwa,2011-02-14,6.27936036936815
seco_wwa,2011-02-21,6.94242625563071
seco_wwa,2011-02-28,7.31791919643369
seco_wwa,2011-03-07,7.20876388303019
seco_wwa,2011-03-14,6.49944212817665
seco_wwa,2011-03-21,5.93579490788162
seco_wwa,2011-03-28,5.82124808345274
seco_wwa,2011-04-04,6.70801442107567
seco_wwa,2011-04-11,6.70078936837308
seco_wwa,2011-04-18,5.48587936026104
seco_wwa,2011-04-25,4.33699652424222
seco_wwa,2011-05-02,3.38308277865411
seco_wwa,2011-05-09,2.56191429692214
seco_wwa,2011-05-16,1.60995406064497
seco_wwa,2011-05-23,1.41688370981003
seco_wwa,2011-05-30,1.8542629651541
seco_wwa,2011-06-06,2.28961102604571
seco_wwa,2011-06-13,2.81582758314912
seco_wwa,2011-06-20,2.98058137225433
seco_wwa,2011-06-27,3.19452751986392
seco_wwa,2011-07-04,3.68668571506667
seco_wwa,2011-07-11,4.20481445618995
seco_wwa,2011-07-18,4.67786165501013
seco_wwa,2011-07-25,3.99551127025717
seco_wwa,2011-08-01,4.11019347224322
seco_wwa,2011-08-08,4.25173437347934
seco_wwa,2011-08-15,3.54535966562513
seco_wwa,2011-08-22,3.39323259817372
seco_wwa,2011-08-29,3.04273380075185
seco_wwa,2011-09-05,2.69990916704062
seco_wwa,2011-09-12,2.68657447732008
seco_wwa,2011-09-19,2.99501312699497
seco_wwa,2011-09-26,2.86840394830601
seco_wwa,2011-10-03,2.89530462567485
seco_wwa,2011-10-10,2.60617144913286
seco_wwa,2011-10-17,2.38825633117716
seco_wwa,2011-10-24,2.18602303826098
seco_wwa,2011-10-31,1.43995055589021
seco_wwa,2011-11-07,0.694267855445153
seco_wwa,2011-11-14,0.634500110688811
seco_wwa,2011-11-21,0.672367507027298
seco_wwa,2011-11-28,0.957902684263489
seco_wwa,2011-12-05,0.821744316525637
seco_wwa,2011-12-12,0.849282496597189
seco_wwa,2011-12-19,1.02676081676308
seco_wwa,2011-12-26,1.14159088482505
seco_wwa,2012-01-02,1.3279557209549
seco_wwa,2012-01-09,1.99999706178054
seco_wwa,2012-01-16,1.13061015477955
seco_wwa,2012-01-23,0.432667576828624
seco_wwa,2012-01-30,-0.305033945374766
seco_wwa,2012-02-06,-0.474944434227984
seco_wwa,2012-02-13,-1.122172531222
seco_wwa,2012-02-20,-0.999952756595117
seco_wwa,2012-02-27,-0.608788151392666
seco_wwa,2012-03-05,-0.563828358180892
seco_wwa,2012-03-12,-0.0366133404737308
seco_wwa,2012-03-19,0.307731168869155
seco_wwa,2012-03-26,0.376615737581961
seco_wwa,2012-04-02,0.71569446147784
seco_wwa,2012-04-09,0.633366667543655
seco_wwa,2012-04-16,0.752697116085427
seco_wwa,2012-04-23,0.773501302450625
seco_wwa,2012-04-30,1.36402094370549
seco_wwa,2012-05-07,1.88702616936372
seco_wwa,2012-05-14,2.7454192278232
seco_wwa,2012-05-21,2.58775784242923
seco_wwa,2012-05-28,2.52263183736476
seco_wwa,2012-06-04,2.15161052601408
seco_wwa,2012-06-11,2.05989146459311
seco_wwa,2012-06-18,2.15854074343307
seco_wwa,2012-06-25,2.02949439305727
seco_wwa,2012-07-02,2.01318401953302
seco_wwa,2012-07-09,1.77807861435663
seco_wwa,2012-07-16,2.01150758555319
seco_wwa,2012-07-23,2.27121692477232
seco_wwa,2012-07-30,2.65248082705721
seco_wwa,2012-08-06,2.80475343138229
seco_wwa,2012-08-13,2.89389059774814
seco_wwa,2012-08-20,3.00993665291668
seco_wwa,2012-08-27,3.16691297779278
seco_wwa,2012-09-03,3.17219120022949
seco_wwa,2012-09-10,2.98990754087111
seco_wwa,2012-09-17,2.56733104829081
seco_wwa,2012-09-24,1.43028522983116
seco_wwa,2012-10-01,1.81552023335844
seco_wwa,2012-10-08,1.85114410547424
seco_wwa,2012-10-15,1.86318614829623
seco_wwa,2012-10-22,1.50605013120061
seco_wwa,2012-10-29,1.16188957246875
seco_wwa,2012-11-05,1.18367080244811
seco_wwa,2012-11-12,1.45129079409376
seco_wwa,2012-11-19,0.833027881788754
seco_wwa,2012-11-26,0.607127697931666
seco_wwa,2012-12-03,0.921962123809381
seco_wwa,2012-12-10,1.05718124968494
seco_wwa,2012-12-17,1.63673416333161
seco_wwa,2012-12-24,1.57446207759299
seco_wwa,2012-12-31,1.70577612226502
seco_wwa,2013-01-07,1.44116535576864
seco_wwa,2013-01-14,1.74878377248877
seco_wwa,2013-01-21,2.14281754508649
seco_wwa,2013-01-28,2.26680318961173
seco_wwa,2013-02-04,1.77672168336751
seco_wwa,2013-02-11,2.20688984805888
seco_wwa,2013-02-18,2.09234552014006
seco_wwa,2013-02-25,1.98934253977346
seco_wwa,2013-03-04,2.37383477894745
seco_wwa,2013-03-11,2.25466287004713
seco_wwa,2013-03-18,2.48053224751133
seco_wwa,2013-03-25,2.00509813015336
seco_wwa,2013-04-01,1.91953832432515
seco_wwa,2013-04-08,1.65795247787722
seco_wwa,2013-04-15,1.74882293460057
seco_wwa,2013-04-22,1.90794057557805
seco_wwa,2013-04-29,2.04307582088905
seco_wwa,2013-05-06,1.95758161732194
seco_wwa,2013-05-13,1.98442327626513
seco_wwa,2013-05-20,2.06098998876821
seco_wwa,2013-05-27,1.74499455141788
seco_wwa,2013-06-03,1.45917163445148
seco_wwa,2013-06-10,1.01911025429458
seco_wwa,2013-06-17,1.13895312189013
seco_wwa,2013-06-24,0.819856177096731
seco_wwa,2013-07-01,0.772488695847025
seco_wwa,2013-07-08,0.972836148955794
seco_wwa,2013-07-15,1.25069776884198
seco_wwa,2013-07-22,0.996467171635516
seco_wwa,2013-07-29,1.0944018751667
seco_wwa,2013-08-05,1.1282319258163
seco_wwa,2013-08-12,0.815814858442352
seco_wwa,2013-08-19,1.18738767796866
seco_wwa,2013-08-26,1.12487582199018
seco_wwa,2013-09-02,1.06848576451474
seco_wwa,2013-09-09,0.983153565542106
seco_wwa,2013-09-16,1.06493474114082
seco_wwa,2013-09-23,1.02617892143347
seco_wwa,2013-09-30,0.966770033446286
seco_wwa,2013-10-07,0.961063415545262
seco_wwa,2013-10-14,1.40436347287433
seco_wwa,2013-10-21,1.87661880311999
seco_wwa,2013-10-28,1.86684647332031
seco_wwa,2013-11-04,2.10768284088451
seco_wwa,2013-11-11,3.1614922409391
seco_wwa,2013-11-18,4.28689196626814
seco_wwa,2013-11-25,4.00475262568554
seco_wwa,2013-12-02,4.09624475043316
seco_wwa,2013-12-09,4.0732084020821
seco_wwa,2013-12-16,4.04773382172248
seco_wwa,2013-12-23,3.70852190400412
seco_wwa,2013-12-30,3.70154674537135
seco_wwa,2014-01-06,3.34922853744908
seco_wwa,2014-01-13,3.24111100701514
seco_wwa,2014-01-20,3.0314902100343
seco_wwa,2014-01-27,3.40035375257791
seco_wwa,2014-02-03,3.58058468704328
seco_wwa,2014-02-10,3.66958246402934
seco_wwa,2014-02-17,3.50128702916235
seco_wwa,2014-02-24,3.51306777979349
seco_wwa,2014-03-03,3.1388590706259
seco_wwa,2014-03-10,2.6960580230397
seco_wwa,2014-03-17,1.93839556923727
seco_wwa,2014-03-24,1.54874448359918
seco_wwa,2014-03-31,1.41224377724094
seco_wwa,2014-04-07,1.48284947656915
seco_wwa,2014-04-14,1.21791632453259
seco_wwa,2014-04-21,1.59976195715366
seco_wwa,2014-04-28,1.13224472032118
seco_wwa,2014-05-05,0.903546744399651
seco_wwa,2014-05-12,0.897672696550644
seco_wwa,2014-05-19,1.20531276826952
seco_wwa,2014-05-26,1.07005217011244
seco_wwa,2014-06-02,1.44170217115834
seco_wwa,2014-06-09,2.01431863700025
seco_wwa,2014-06-16,2.50079602820002
seco_wwa,2014-06-23,2.46578935911058
seco_wwa,2014-06-30,2.5734471971554
seco_wwa,2014-07-07,2.50237211878053
seco_wwa,2014-07-14,2.5372374848934802
seco_wwa,2014-07-21,2.67863212437947
seco_wwa,2014-07-28,2.80454974920436
seco_wwa,2014-08-04,2.44872634965679
seco_wwa,2014-08-11,2.81784380309853
seco_wwa,2014-08-18,3.17775774991463
seco_wwa,2014-08-25,3.28840333454884
seco_wwa,2014-09-01,2.97892719391659
seco_wwa,2014-09-08,2.55792685465491
seco_wwa,2014-09-15,2.67190499068772
seco_wwa,2014-09-22,2.69202626914022
seco_wwa,2014-09-29,3.02915804205945
seco_wwa,2014-10-06,2.57447208721016
seco_wwa,2014-10-13,2.77911833168939
seco_wwa,2014-10-20,2.82698425912441
seco_wwa,2014-10-27,3.26855889071667
seco_wwa,2014-11-03,3.27427495129725
seco_wwa,2014-11-10,2.4387268885845
seco_wwa,2014-11-17,1.24099358321954
seco_wwa,2014-11-24,0.395790981246935
seco_wwa,2014-12-01,0.462305470428056
seco_wwa,2014-12-08,0.545815342136595
seco_wwa,2014-12-15,0.582251264498729
seco_wwa,2014-12-22,0.954297456366537
seco_wwa,2014-12-29,0.916516166920183
seco_wwa,2015-01-05,0.779557541404023
seco_wwa,2015-01-12,0.579937105297445
seco_wwa,2015-01-19,1.03150770261674
seco_wwa,2015-01-26,1.34294113718376
seco_wwa,2015-02-02,1.21377228001673
seco_wwa,2015-02-09,1.33716842070664
seco_wwa,2015-02-16,1.66373274235451
seco_wwa,2015-02-23,1.56452556964467
seco_wwa,2015-03-02,1.33610757714335
seco_wwa,2015-03-09,1.5131506937135
seco_wwa,2015-03-16,1.81398105080425
seco_wwa,2015-03-23,2.37339333558612
seco_wwa,2015-03-30,1.89509926751451
seco_wwa,2015-04-06,2.22281552222374
seco_wwa,2015-04-13,1.94500572567601
seco_wwa,2015-04-20,2.44276668073989
seco_wwa,2015-04-27,2.98752485961506
seco_wwa,2015-05-04,2.91305912586686
seco_wwa,2015-05-11,1.91396237302902
seco_wwa,2015-05-18,1.75589499780171
seco_wwa,2015-05-25,2.54788442716026
seco_wwa,2015-06-01,2.66430269883841
seco_wwa,2015-06-08,2.7305221353948
seco_wwa,2015-06-15,2.64382969516039
seco_wwa,2015-06-22,2.61916402932154
seco_wwa,2015-06-29,2.89526464198161
seco_wwa,2015-07-06,2.226508569764
seco_wwa,2015-07-13,2.27320649384376
seco_wwa,2015-07-20,1.84576685714338
seco_wwa,2015-07-27,1.85693132916067
seco_wwa,2015-08-03,1.80440569298448
seco_wwa,2015-08-10,1.72542895947126
seco_wwa,2015-08-17,1.70310263801802
seco_wwa,2015-08-24,0.947100962161042
seco_wwa,2015-08-31,1.22581662099856
seco_wwa,2015-09-07,1.3824458658517
seco_wwa,2015-09-14,2.06174641106092
seco_wwa,2015-09-21,2.00442011535438
seco_wwa,2015-09-28,2.60475214196351
seco_wwa,2015-10-05,2.78007182140814
seco_wwa,2015-10-12,2.9075119703163
seco_wwa,2015-10-19,2.25050499919032
seco_wwa,2015-10-26,2.3445009070898
seco_wwa,2015-11-02,2.1711235231785
seco_wwa,2015-11-09,2.05427006492957
seco_wwa,2015-11-16,2.17239504990027
seco_wwa,2015-11-23,2.50500165321964
seco_wwa,2015-11-30,2.88760088723814
seco_wwa,2015-12-07,3.11047991872221
seco_wwa,2015-12-14,3.44014659035345
seco_wwa,2015-12-21,3.14293383588365
seco_wwa,2016-01-04,3.56402265411735
seco_wwa,2016-01-11,3.79044942306438
seco_wwa,2016-01-18,3.49879179038163
seco_wwa,2016-01-25,2.94584962871634
seco_wwa,2016-02-01,2.87903810177156
seco_wwa,2016-02-08,2.75276401195978
seco_wwa,2016-02-15,2.31691653657476
seco_wwa,2016-02-22,1.35800026061893
seco_wwa,2016-02-29,1.59346328757782
seco_wwa,2016-03-07,1.95649203273852
seco_wwa,2016-03-14,2.1129770329083
seco_wwa,2016-03-21,2.16674848379236
seco_wwa,2016-03-28,2.18251000236378
seco_wwa,2016-04-04,2.59558773595407
seco_wwa,2016-04-11,2.75622189856027
seco_wwa,2016-04-18,2.39410940457207
seco_wwa,2016-04-25,1.85539174837098
seco_wwa,2016-05-02,1.16649625192429
seco_wwa,2016-05-09,1.40929198274067
seco_wwa,2016-05-16,1.55794471111298
seco_wwa,2016-05-23,1.2117253350019
seco_wwa,2016-05-30,1.19873806260847
seco_wwa,2016-06-06,0.767469892421995
seco_wwa,2016-06-13,0.754333361736052
seco_wwa,2016-06-20,0.324530525460611
seco_wwa,2016-06-27,0.0936395494693103
seco_wwa,2016-07-04,0.314388105974216
seco_wwa,2016-07-11,0.564623541970466
seco_wwa,2016-07-18,1.27405150760187
seco_wwa,2016-07-25,1.51456793086195
seco_wwa,2016-08-01,1.70833570162165
seco_wwa,2016-08-08,1.52894985547555
seco_wwa,2016-08-15,1.06647063357133
seco_wwa,2016-08-22,1.61887524212369
seco_wwa,2016-08-29,1.58070791333296
seco_wwa,2016-09-05,1.69134235336976
seco_wwa,2016-09-12,1.49713072213354
seco_wwa,2016-09-19,1.92554445716082
seco_wwa,2016-09-26,0.926882856020571
seco_wwa,2016-10-03,0.598320422911639
seco_wwa,2016-10-10,0.322528758012444
seco_wwa,2016-10-17,0.725262238547797
seco_wwa,2016-10-24,0.495787176889051
seco_wwa,2016-10-31,1.00815746620208
seco_wwa,2016-11-07,0.912760509461564
seco_wwa,2016-11-14,0.603944049165968
seco_wwa,2016-11-21,0.332421767086807
seco_wwa,2016-11-28,-0.0641513422378368
seco_wwa,2016-12-05,-0.313798423029883
seco_wwa,2016-12-12,-0.920654004528737
seco_wwa,2016-12-19,-1.49574011083144
seco_wwa,2016-12-26,-1.58893447896288
seco_wwa,2017-01-02,-1.37195263893552
seco_wwa,2017-01-09,-0.938224143535714
seco_wwa,2017-01-16,-0.835875957568282
seco_wwa,2017-01-23,-0.505408905210866
seco_wwa,2017-01-30,-0.357862826185319
seco_wwa,2017-02-06,0.182796574823238
seco_wwa,2017-02-13,0.717811282891504
seco_wwa,2017-02-20,0.737949485386925
