Wirtschaftsabteilung,date,value
55-56,2019-04-01,1.03
55-56,2019-07-01,0.98
55-56,2019-10-01,1
55-56,2020-01-01,0.91
55-56,2020-04-01,0.99
55-56,2020-07-01,0.92
55-56,2020-10-01,0.89
55-56,2021-01-01,0.97
55-56,2021-04-01,1.08
55-56,2021-07-01,1.04
55-56,2021-10-01,1.04
55-56,2022-01-01,1.09
55-56,2022-04-01,1.12
55-56,2022-07-01,1.01
55-56,2022-10-01,1.06
55-56,2023-01-01,1.07
55-56,2023-04-01,1.04
55-56,2023-07-01,1
55-56,2023-10-01,1.01
55-56,2024-01-01,1.04
55-56,2024-04-01,1.02
55-56,2024-07-01,0.98
55-56,2024-10-01,0.98
55-56,2025-01-01,1.02
55-56,2025-04-01,1.02
55-56,2025-07-01,0.97
55-56,2025-10-01,1.02
55-56,2026-01-01,0.99
55-56,2026-04-01,1
58-63,2004-01-01,0.93
58-63,2004-04-01,0.96
58-63,2004-07-01,1.01
58-63,2004-10-01,0.95
58-63,2005-01-01,0.97
58-63,2005-04-01,1.04
58-63,2005-07-01,1.03
58-63,2005-10-01,0.98
58-63,2006-01-01,1.02
58-63,2006-04-01,1.06
58-63,2006-07-01,1.07
58-63,2006-10-01,1.02
58-63,2007-01-01,1.07
58-63,2007-04-01,1.09
58-63,2007-07-01,1.09
58-63,2007-10-01,1.03
58-63,2008-01-01,1.16
58-63,2008-04-01,1.1
58-63,2008-07-01,1.09
58-63,2008-10-01,1.05
58-63,2009-01-01,0.99
58-63,2009-04-01,1.02
58-63,2009-07-01,1.04
58-63,2009-10-01,1.06
58-63,2010-01-01,1.06
58-63,2010-04-01,1.07
58-63,2010-07-01,1.07
58-63,2010-10-01,1.09
58-63,2011-01-01,1.08
58-63,2011-04-01,1.09
58-63,2011-07-01,1.08
58-63,2011-10-01,1.08
58-63,2012-01-01,1.07
58-63,2012-04-01,1.05
58-63,2012-07-01,1.07
58-63,2012-10-01,1.04
58-63,2013-01-01,1.07
58-63,2013-04-01,1.08
58-63,2013-07-01,1.07
58-63,2013-10-01,1.09
58-63,2014-01-01,1.07
58-63,2014-04-01,1.06
58-63,2014-07-01,1.07
58-63,2014-10-01,1.07
58-63,2015-01-01,1.05
58-63,2015-04-01,1.06
58-63,2015-07-01,1.06
58-63,2015-10-01,1.06
58-63,2016-01-01,1.06
58-63,2016-04-01,1.06
58-63,2016-07-01,1.06
58-63,2016-10-01,1.08
58-63,2017-01-01,1.07
58-63,2017-04-01,1.08
58-63,2017-07-01,1.07
58-63,2017-10-01,1.08
58-63,2018-01-01,1.08
58-63,2018-04-01,1.1
58-63,2018-07-01,1.09
58-63,2018-10-01,1.11
58-63,2019-01-01,1.1
58-63,2019-04-01,1.1
58-63,2019-07-01,1.1
58-63,2019-10-01,1.1
58-63,2020-01-01,1.07
58-63,2020-04-01,1.07
58-63,2020-07-01,1.05
58-63,2020-10-01,1.08
58-63,2021-01-01,1.08
58-63,2021-04-01,1.08
58-63,2021-07-01,1.08
58-63,2021-10-01,1.11
58-63,2022-01-01,1.13
58-63,2022-04-01,1.12
58-63,2022-07-01,1.12
58-63,2022-10-01,1.11
58-63,2023-01-01,1.08
58-63,2023-04-01,1.08
58-63,2023-07-01,1.08
58-63,2023-10-01,1.09
58-63,2024-01-01,1.09
58-63,2024-04-01,1.07
58-63,2024-07-01,1.06
58-63,2024-10-01,1.05
58-63,2025-01-01,1.06
58-63,2025-04-01,1.07
58-63,2025-07-01,1.06
58-63,2025-10-01,1.04
58-63,2026-01-01,1.04
58-63,2026-04-01,1.05
62-63,2004-01-01,1.02
62-63,2004-04-01,1.06
62-63,2004-07-01,1.03
62-63,2004-10-01,1.03
62-63,2005-01-01,1.07
62-63,2005-04-01,1.07
62-63,2005-07-01,1.06
62-63,2005-10-01,1.08
62-63,2006-01-01,1.07
62-63,2006-04-01,1.11
62-63,2006-07-01,1.13
62-63,2006-10-01,1.14
62-63,2007-01-01,1.11
62-63,2007-04-01,1.15
62-63,2007-07-01,1.14
62-63,2007-10-01,1.14
62-63,2008-01-01,1.17
62-63,2008-04-01,1.15
62-63,2008-07-01,1.14
62-63,2008-10-01,1.1
62-63,2009-01-01,1.08
62-63,2009-04-01,1.04
62-63,2009-07-01,1.08
62-63,2009-10-01,1.09
62-63,2010-01-01,1.09
62-63,2010-04-01,1.12
62-63,2010-07-01,1.1
62-63,2010-10-01,1.13
62-63,2011-01-01,1.13
62-63,2011-04-01,1.13
62-63,2011-07-01,1.12
62-63,2011-10-01,1.12
62-63,2012-01-01,1.1
62-63,2012-04-01,1.08
62-63,2012-07-01,1.11
62-63,2012-10-01,1.07
62-63,2013-01-01,1.11
62-63,2013-04-01,1.09
62-63,2013-07-01,1.12
62-63,2013-10-01,1.14
62-63,2014-01-01,1.11
62-63,2014-04-01,1.09
62-63,2014-07-01,1.1
62-63,2014-10-01,1.1
62-63,2015-01-01,1.08
62-63,2015-04-01,1.1
62-63,2015-07-01,1.08
62-63,2015-10-01,1.11
62-63,2016-01-01,1.12
62-63,2016-04-01,1.11
62-63,2016-07-01,1.11
62-63,2016-10-01,1.12
62-63,2017-01-01,1.12
62-63,2017-04-01,1.13
62-63,2017-07-01,1.13
62-63,2017-10-01,1.14
62-63,2018-01-01,1.12
62-63,2018-04-01,1.15
62-63,2018-07-01,1.14
62-63,2018-10-01,1.17
62-63,2019-01-01,1.14
62-63,2019-04-01,1.14
62-63,2019-07-01,1.15
62-63,2019-10-01,1.14
62-63,2020-01-01,1.11
62-63,2020-04-01,1.11
62-63,2020-07-01,1.09
62-63,2020-10-01,1.13
62-63,2021-01-01,1.13
62-63,2021-04-01,1.14
62-63,2021-07-01,1.11
62-63,2021-10-01,1.15
62-63,2022-01-01,1.17
62-63,2022-04-01,1.17
62-63,2022-07-01,1.16
62-63,2022-10-01,1.15
62-63,2023-01-01,1.1
62-63,2023-04-01,1.11
62-63,2023-07-01,1.11
62-63,2023-10-01,1.12
62-63,2024-01-01,1.12
62-63,2024-04-01,1.11
62-63,2024-07-01,1.1
62-63,2024-10-01,1.08
62-63,2025-01-01,1.09
62-63,2025-04-01,1.1
62-63,2025-07-01,1.07
62-63,2025-10-01,1.06
62-63,2026-01-01,1.05
62-63,2026-04-01,1.07
64-66,2004-01-01,1.05
64-66,2004-04-01,1.06
64-66,2004-07-01,1.03
64-66,2004-10-01,1.02
64-66,2005-01-01,1.04
64-66,2005-04-01,1.03
64-66,2005-07-01,1.03
64-66,2005-10-01,1.05
64-66,2006-01-01,1.07
64-66,2006-04-01,1.09
64-66,2006-07-01,1.09
64-66,2006-10-01,1.15
64-66,2007-01-01,1.17
64-66,2007-04-01,1.18
64-66,2007-07-01,1.2
64-66,2007-10-01,1.16
64-66,2008-01-01,1.1
64-66,2008-04-01,1.09
64-66,2008-07-01,1.06
64-66,2008-10-01,1.04
64-66,2009-01-01,0.91
64-66,2009-04-01,0.94
64-66,2009-07-01,0.95
64-66,2009-10-01,0.97
64-66,2010-01-01,1.04
64-66,2010-04-01,1.05
64-66,2010-07-01,1.04
64-66,2010-10-01,1.05
64-66,2011-01-01,1.05
64-66,2011-04-01,1.05
64-66,2011-07-01,1.02
64-66,2011-10-01,1.02
64-66,2012-01-01,1.02
64-66,2012-04-01,1.03
64-66,2012-07-01,1.02
64-66,2012-10-01,1.01
64-66,2013-01-01,1.03
64-66,2013-04-01,1.01
64-66,2013-07-01,1.02
64-66,2013-10-01,1.01
64-66,2014-01-01,1.02
64-66,2014-04-01,1.04
64-66,2014-07-01,1.04
64-66,2014-10-01,1.03
64-66,2015-01-01,1.03
64-66,2015-04-01,1.04
64-66,2015-07-01,1.02
64-66,2015-10-01,1.04
64-66,2016-01-01,1.03
64-66,2016-04-01,1.03
64-66,2016-07-01,1.02
64-66,2016-10-01,1.02
64-66,2017-01-01,1.03
64-66,2017-04-01,1.03
64-66,2017-07-01,1.02
64-66,2017-10-01,1.03
64-66,2018-01-01,1.04
64-66,2018-04-01,1.05
64-66,2018-07-01,1.04
64-66,2018-10-01,1.04
64-66,2019-01-01,1.05
64-66,2019-04-01,1.05
64-66,2019-07-01,1.03
64-66,2019-10-01,1.05
64-66,2020-01-01,1.02
64-66,2020-04-01,1.02
64-66,2020-07-01,1.02
64-66,2020-10-01,1.01
64-66,2021-01-01,1.03
64-66,2021-04-01,1.04
64-66,2021-07-01,1.03
64-66,2021-10-01,1.05
64-66,2022-01-01,1.06
64-66,2022-04-01,1.06
64-66,2022-07-01,1.04
64-66,2022-10-01,1.06
64-66,2023-01-01,1.06
64-66,2023-04-01,1.09
64-66,2023-07-01,1.09
64-66,2023-10-01,1.05
64-66,2024-01-01,1.06
64-66,2024-04-01,1.08
64-66,2024-07-01,1.05
64-66,2024-10-01,1.05
64-66,2025-01-01,1.05
64-66,2025-04-01,1.02
64-66,2025-07-01,1.03
64-66,2025-10-01,1.04
64-66,2026-01-01,1.02
64-66,2026-04-01,1.04
68-75,2004-01-01,1.01
68-75,2004-04-01,1.02
68-75,2004-07-01,1
68-75,2004-10-01,1.01
68-75,2005-01-01,1.02
68-75,2005-04-01,1.02
68-75,2005-07-01,1.02
68-75,2005-10-01,1.04
68-75,2006-01-01,1.03
68-75,2006-04-01,1.04
68-75,2006-07-01,1.04
68-75,2006-10-01,1.04
68-75,2007-01-01,1.05
68-75,2007-04-01,1.07
68-75,2007-07-01,1.06
68-75,2007-10-01,1.05
68-75,2008-01-01,1.06
68-75,2008-04-01,1.06
68-75,2008-07-01,1.04
68-75,2008-10-01,1.03
68-75,2009-01-01,1.01
68-75,2009-04-01,1.02
68-75,2009-07-01,1.01
68-75,2009-10-01,1.02
68-75,2010-01-01,1.04
68-75,2010-04-01,1.04
68-75,2010-07-01,1.04
68-75,2010-10-01,1.05
68-75,2011-01-01,1.05
68-75,2011-04-01,1.06
68-75,2011-07-01,1.05
68-75,2011-10-01,1.03
68-75,2012-01-01,1.04
68-75,2012-04-01,1.04
68-75,2012-07-01,1.03
68-75,2012-10-01,1.03
68-75,2013-01-01,1.04
68-75,2013-04-01,1.03
68-75,2013-07-01,1.04
68-75,2013-10-01,1.03
68-75,2014-01-01,1.04
68-75,2014-04-01,1.04
68-75,2014-07-01,1.03
68-75,2014-10-01,1.03
68-75,2015-01-01,1.03
68-75,2015-04-01,1.03
68-75,2015-07-01,1.03
68-75,2015-10-01,1.03
68-75,2016-01-01,1.04
68-75,2016-04-01,1.04
68-75,2016-07-01,1.03
68-75,2016-10-01,1.04
68-75,2017-01-01,1.03
68-75,2017-04-01,1.03
68-75,2017-07-01,1.03
68-75,2017-10-01,1.04
68-75,2018-01-01,1.04
68-75,2018-04-01,1.04
68-75,2018-07-01,1.05
68-75,2018-10-01,1.05
68-75,2019-01-01,1.05
68-75,2019-04-01,1.06
68-75,2019-07-01,1.05
68-75,2019-10-01,1.05
68-75,2020-01-01,1.02
68-75,2020-04-01,1.04
68-75,2020-07-01,1.04
68-75,2020-10-01,1.04
68-75,2021-01-01,1.05
68-75,2021-04-01,1.06
68-75,2021-07-01,1.06
68-75,2021-10-01,1.08
68-75,2022-01-01,1.09
68-75,2022-04-01,1.09
68-75,2022-07-01,1.08
68-75,2022-10-01,1.07
68-75,2023-01-01,1.07
68-75,2023-04-01,1.06
68-75,2023-07-01,1.06
68-75,2023-10-01,1.05
68-75,2024-01-01,1.07
68-75,2024-04-01,1.05
68-75,2024-07-01,1.05
68-75,2024-10-01,1.05
68-75,2025-01-01,1.05
68-75,2025-04-01,1.04
68-75,2025-07-01,1.03
68-75,2025-10-01,1.03
68-75,2026-01-01,1.04
68-75,2026-04-01,1.04
77-82,2004-01-01,1.02
77-82,2004-04-01,1.03
77-82,2004-07-01,1
77-82,2004-10-01,1.02
77-82,2005-01-01,1.03
77-82,2005-04-01,1.03
77-82,2005-07-01,1.03
77-82,2005-10-01,1.05
77-82,2006-01-01,1.05
77-82,2006-04-01,1.06
77-82,2006-07-01,1.06
77-82,2006-10-01,1.06
77-82,2007-01-01,1.09
77-82,2007-04-01,1.11
77-82,2007-07-01,1.09
77-82,2007-10-01,1.08
77-82,2008-01-01,1.1
77-82,2008-04-01,1.09
77-82,2008-07-01,1.06
77-82,2008-10-01,1.04
77-82,2009-01-01,1.02
77-82,2009-04-01,1.02
77-82,2009-07-01,1.01
77-82,2009-10-01,1.03
77-82,2010-01-01,1.06
77-82,2010-04-01,1.06
77-82,2010-07-01,1.02
77-82,2010-10-01,1.04
77-82,2011-01-01,1.07
77-82,2011-04-01,1.09
77-82,2011-07-01,0.98
77-82,2011-10-01,1.03
77-82,2012-01-01,1.06
77-82,2012-04-01,1.01
77-82,2012-07-01,0.98
77-82,2012-10-01,1.01
77-82,2013-01-01,1.04
77-82,2013-04-01,1.03
77-82,2013-07-01,0.98
77-82,2013-10-01,1.01
77-82,2014-01-01,1.05
77-82,2014-04-01,1.03
77-82,2014-07-01,1
77-82,2014-10-01,1.04
77-82,2015-01-01,1.03
77-82,2015-04-01,1.05
77-82,2015-07-01,0.98
77-82,2015-10-01,1.04
77-82,2016-01-01,1.06
77-82,2016-04-01,1.07
77-82,2016-07-01,1
77-82,2016-10-01,1.01
77-82,2017-01-01,1.05
77-82,2017-04-01,1.04
77-82,2017-07-01,0.99
77-82,2017-10-01,1.05
77-82,2018-01-01,1.09
77-82,2018-04-01,1.08
77-82,2018-07-01,1
77-82,2018-10-01,1.07
77-82,2019-01-01,1.08
77-82,2019-04-01,1.08
77-82,2019-07-01,1.02
77-82,2019-10-01,1.03
77-82,2020-01-01,1.01
77-82,2020-04-01,1.01
77-82,2020-07-01,1
77-82,2020-10-01,0.99
77-82,2021-01-01,1.06
77-82,2021-04-01,1.07
77-82,2021-07-01,1.03
77-82,2021-10-01,1.07
77-82,2022-01-01,1.09
77-82,2022-04-01,1.09
77-82,2022-07-01,1.05
77-82,2022-10-01,1.08
77-82,2023-01-01,1.1
77-82,2023-04-01,1.08
77-82,2023-07-01,1.01
77-82,2023-10-01,1.07
77-82,2024-01-01,1.11
77-82,2024-04-01,1.09
77-82,2024-07-01,1.05
77-82,2024-10-01,1.08
77-82,2025-01-01,1.07
77-82,2025-04-01,1.06
77-82,2025-07-01,1
77-82,2025-10-01,1.05
77-82,2026-01-01,1.08
77-82,2026-04-01,1.06
84,2004-01-01,0.94
84,2004-04-01,0.93
84,2004-07-01,0.67
84,2004-10-01,0.67
84,2005-01-01,0.98
84,2005-04-01,0.72
84,2005-07-01,0.71
84,2005-10-01,0.75
84,2006-01-01,0.99
84,2006-04-01,0.99
84,2006-07-01,0.87
84,2006-10-01,0.85
84,2007-01-01,0.92
84,2007-04-01,1.04
84,2007-07-01,1.07
84,2007-10-01,0.67
84,2008-01-01,0.91
84,2008-04-01,1.05
84,2008-07-01,1.06
84,2008-10-01,1.02
84,2009-01-01,1.04
84,2009-04-01,1.06
84,2009-07-01,1.01
84,2009-10-01,0.97
84,2010-01-01,0.97
84,2010-04-01,1.03
84,2010-07-01,1.01
84,2010-10-01,1.02
84,2011-01-01,1.04
84,2011-04-01,1.04
84,2011-07-01,1.02
84,2011-10-01,1.03
84,2012-01-01,1.03
84,2012-04-01,1.02
84,2012-07-01,1.01
84,2012-10-01,0.98
84,2013-01-01,1.02
84,2013-04-01,1.05
84,2013-07-01,1.02
84,2013-10-01,1.02
84,2014-01-01,1.03
84,2014-04-01,1.02
84,2014-07-01,1.01
84,2014-10-01,1.03
84,2015-01-01,1.04
84,2015-04-01,1.02
84,2015-07-01,1.03
84,2015-10-01,1.02
84,2016-01-01,1.03
84,2016-04-01,1.04
84,2016-07-01,1.03
84,2016-10-01,1.01
84,2017-01-01,1
84,2017-04-01,1.03
84,2017-07-01,1
84,2017-10-01,1
84,2018-01-01,1.02
84,2018-04-01,1.01
84,2018-07-01,1.02
84,2018-10-01,1.05
84,2019-01-01,1.04
84,2019-04-01,1.04
84,2019-07-01,1.03
84,2019-10-01,1.02
84,2020-01-01,1.03
84,2020-04-01,1.03
84,2020-07-01,1.02
84,2020-10-01,1.01
84,2021-01-01,1.06
84,2021-04-01,1.02
84,2021-07-01,1.01
84,2021-10-01,1.04
84,2022-01-01,1.07
84,2022-04-01,1.04
84,2022-07-01,1.03
84,2022-10-01,1.05
84,2023-01-01,1.03
84,2023-04-01,1.04
84,2023-07-01,1.02
84,2023-10-01,1.05
84,2024-01-01,1.04
84,2024-04-01,1.04
84,2024-07-01,1
84,2024-10-01,1.05
84,2025-01-01,1.06
84,2025-04-01,1.03
84,2025-07-01,1.03
84,2025-10-01,1.04
84,2026-01-01,1.05
84,2026-04-01,1.05
85,2004-01-01,1.02
85,2004-04-01,1
85,2004-07-01,1.04
85,2004-10-01,1.01
85,2005-01-01,1.02
85,2005-04-01,1.02
85,2005-07-01,1.02
85,2005-10-01,1.03
85,2006-01-01,1.01
85,2006-04-01,1.05
85,2006-07-01,1.01
85,2006-10-01,1.04
85,2007-01-01,1.02
85,2007-04-01,1.04
85,2007-07-01,1.04
85,2007-10-01,1.04
85,2008-01-01,1.02
85,2008-04-01,1.03
85,2008-07-01,1.02
85,2008-10-01,1.05
85,2009-01-01,1.04
85,2009-04-01,1.05
85,2009-07-01,1.03
85,2009-10-01,1.03
85,2010-01-01,1.01
85,2010-04-01,1.04
85,2010-07-01,1.03
85,2010-10-01,1.03
85,2011-01-01,1.05
85,2011-04-01,1.07
85,2011-07-01,1.02
85,2011-10-01,1.03
85,2012-01-01,1.02
85,2012-04-01,1.06
85,2012-07-01,1.04
85,2012-10-01,1.01
85,2013-01-01,1.01
85,2013-04-01,1.01
85,2013-07-01,1.01
85,2013-10-01,1
85,2014-01-01,1
85,2014-04-01,1
85,2014-07-01,1.01
85,2014-10-01,1.01
85,2015-01-01,1.01
85,2015-04-01,1.02
85,2015-07-01,1.02
85,2015-10-01,1.03
85,2016-01-01,1.02
85,2016-04-01,1
85,2016-07-01,1.02
85,2016-10-01,1.01
85,2017-01-01,0.99
85,2017-04-01,1.03
85,2017-07-01,1
85,2017-10-01,1.01
85,2018-01-01,1.01
85,2018-04-01,1.04
85,2018-07-01,1.01
85,2018-10-01,1.01
85,2019-01-01,1.02
85,2019-04-01,1.02
85,2019-07-01,1.02
85,2019-10-01,1.02
85,2020-01-01,1.01
85,2020-04-01,1.02
85,2020-07-01,1.02
85,2020-10-01,1.01
85,2021-01-01,1.01
85,2021-04-01,1.02
85,2021-07-01,1.02
85,2021-10-01,1.01
85,2022-01-01,1.02
85,2022-04-01,1.02
85,2022-07-01,1.02
85,2022-10-01,1.03
85,2023-01-01,1.01
85,2023-04-01,1.04
85,2023-07-01,1.01
85,2023-10-01,1.01
85,2024-01-01,0.99
85,2024-04-01,1.03
85,2024-07-01,1.02
85,2024-10-01,1.02
85,2025-01-01,1.01
85,2025-04-01,1.02
85,2025-07-01,1.02
85,2025-10-01,1
85,2026-01-01,1.01
85,2026-04-01,1.01
86-88,2004-01-01,1.01
86-88,2004-04-01,1.01
86-88,2004-07-01,1
86-88,2004-10-01,1.01
86-88,2005-01-01,1.02
86-88,2005-04-01,1.01
86-88,2005-07-01,1
86-88,2005-10-01,1.01
86-88,2006-01-01,1.01
86-88,2006-04-01,0.99
86-88,2006-07-01,1.01
86-88,2006-10-01,1.02
86-88,2007-01-01,1.03
86-88,2007-04-01,1.02
86-88,2007-07-01,1.04
86-88,2007-10-01,1.03
86-88,2008-01-01,1.06
86-88,2008-04-01,1.04
86-88,2008-07-01,1.04
86-88,2008-10-01,1.05
86-88,2009-01-01,1.03
86-88,2009-04-01,1.03
86-88,2009-07-01,1.03
86-88,2009-10-01,1.03
86-88,2010-01-01,1.01
86-88,2010-04-01,1.03
86-88,2010-07-01,1.01
86-88,2010-10-01,1.02
86-88,2011-01-01,1.03
86-88,2011-04-01,1.03
86-88,2011-07-01,1.03
86-88,2011-10-01,1.03
86-88,2012-01-01,1.03
86-88,2012-04-01,1.04
86-88,2012-07-01,1.03
86-88,2012-10-01,1.05
86-88,2013-01-01,1.04
86-88,2013-04-01,1.04
86-88,2013-07-01,1.03
86-88,2013-10-01,1.05
86-88,2014-01-01,1.03
86-88,2014-04-01,1.04
86-88,2014-07-01,1.04
86-88,2014-10-01,1.04
86-88,2015-01-01,1.03
86-88,2015-04-01,1.03
86-88,2015-07-01,1.02
86-88,2015-10-01,1.04
86-88,2016-01-01,1.01
86-88,2016-04-01,1.02
86-88,2016-07-01,1.04
86-88,2016-10-01,1.05
86-88,2017-01-01,1.02
86-88,2017-04-01,1.03
86-88,2017-07-01,1.04
86-88,2017-10-01,1.03
86-88,2018-01-01,1.03
86-88,2018-04-01,1.03
86-88,2018-07-01,1.03
86-88,2018-10-01,1.03
86-88,2019-01-01,1.03
86-88,2019-04-01,1.04
86-88,2019-07-01,1.04
86-88,2019-10-01,1.04
86-88,2020-01-01,1.02
86-88,2020-04-01,1.02
86-88,2020-07-01,1.02
86-88,2020-10-01,1.03
86-88,2021-01-01,1.03
86-88,2021-04-01,1.04
86-88,2021-07-01,1.03
86-88,2021-10-01,1.05
86-88,2022-01-01,1.05
86-88,2022-04-01,1.05
86-88,2022-07-01,1.06
86-88,2022-10-01,1.07
86-88,2023-01-01,1.06
86-88,2023-04-01,1.06
86-88,2023-07-01,1.05
86-88,2023-10-01,1.05
86-88,2024-01-01,1.05
86-88,2024-04-01,1.07
86-88,2024-07-01,1.05
86-88,2024-10-01,1.06
86-88,2025-01-01,1.04
86-88,2025-04-01,1.04
86-88,2025-07-01,1.04
86-88,2025-10-01,1.03
86-88,2026-01-01,1.04
86-88,2026-04-01,1.05
90-96,2004-01-01,1.01
90-96,2004-04-01,1.02
90-96,2004-07-01,1
90-96,2004-10-01,1.01
90-96,2005-01-01,1.01
90-96,2005-04-01,1.01
90-96,2005-07-01,1.01
90-96,2005-10-01,1.01
90-96,2006-01-01,1.01
90-96,2006-04-01,1.02
90-96,2006-07-01,1.01
90-96,2006-10-01,1.03
90-96,2007-01-01,1.02
90-96,2007-04-01,1.04
90-96,2007-07-01,1.03
90-96,2007-10-01,1.04
90-96,2008-01-01,1.03
90-96,2008-04-01,1.04
90-96,2008-07-01,1.02
90-96,2008-10-01,1.02
90-96,2009-01-01,1.01
90-96,2009-04-01,1.01
90-96,2009-07-01,1
90-96,2009-10-01,1.02
90-96,2010-01-01,1.02
90-96,2010-04-01,1.02
90-96,2010-07-01,1.01
90-96,2010-10-01,1.03
90-96,2011-01-01,1.03
90-96,2011-04-01,1.03
90-96,2011-07-01,1.01
90-96,2011-10-01,1.02
90-96,2012-01-01,1.03
90-96,2012-04-01,1.03
90-96,2012-07-01,1.01
90-96,2012-10-01,1.03
90-96,2013-01-01,1.03
90-96,2013-04-01,1.02
90-96,2013-07-01,1.01
90-96,2013-10-01,1.03
90-96,2014-01-01,1.04
90-96,2014-04-01,1.03
90-96,2014-07-01,1.03
90-96,2014-10-01,1.03
90-96,2015-01-01,1.03
90-96,2015-04-01,1.02
90-96,2015-07-01,0.99
90-96,2015-10-01,1.01
90-96,2016-01-01,1.01
90-96,2016-04-01,1.01
90-96,2016-07-01,1.02
90-96,2016-10-01,1.02
90-96,2017-01-01,1
90-96,2017-04-01,1.03
90-96,2017-07-01,1.02
90-96,2017-10-01,1.01
90-96,2018-01-01,1.02
90-96,2018-04-01,1.03
90-96,2018-07-01,1.01
90-96,2018-10-01,1.02
90-96,2019-01-01,1.03
90-96,2019-04-01,1.02
90-96,2019-07-01,1.01
90-96,2019-10-01,1.02
90-96,2020-01-01,1
90-96,2020-04-01,1.02
90-96,2020-07-01,1.01
90-96,2020-10-01,1
90-96,2021-01-01,1.02
90-96,2021-04-01,1.03
90-96,2021-07-01,1.03
90-96,2021-10-01,1.03
90-96,2022-01-01,1.06
90-96,2022-04-01,1.04
90-96,2022-07-01,1.02
90-96,2022-10-01,1.04
90-96,2023-01-01,1.04
90-96,2023-04-01,1.04
90-96,2023-07-01,1.03
90-96,2023-10-01,1.03
90-96,2024-01-01,1.05
90-96,2024-04-01,1.04
90-96,2024-07-01,1.01
90-96,2024-10-01,1.03
90-96,2025-01-01,1.03
90-96,2025-04-01,1.03
90-96,2025-07-01,1.02
90-96,2025-10-01,1.02
90-96,2026-01-01,1.04
90-96,2026-04-01,1.03
