origin,sex,date,value
ch,tot,1997-11-01,3.027369015631424
ch,tot,1997-12-01,3.0740853350341806
ch,tot,1998-01-01,3.1706522043826575
ch,tot,1998-02-01,3.0784059172972302
ch,tot,1998-03-01,2.9294474433201123
ch,tot,1998-04-01,2.704056205684523
ch,tot,1998-05-01,2.514978586327381
ch,tot,1998-06-01,2.7222252209880953
ch,tot,1998-07-01,3.1451464461478698
ch,tot,1998-08-01,3.0189016961478696
ch,tot,1998-09-01,2.736206732704261
ch,tot,1998-10-01,2.434704956504713
ch,tot,1998-11-01,2.434704956504713
ch,tot,1998-12-01,2.580053307990573
ch,tot,1999-01-01,2.6666551818091118
ch,tot,1999-02-01,2.5517352351673215
ch,tot,1999-03-01,2.4812460080235668
ch,tot,1999-04-01,2.3564522263405423
ch,tot,1999-05-01,2.118149338866858
ch,tot,1999-06-01,2.3170307277926008
ch,tot,1999-07-01,2.7240976375844643
ch,tot,1999-08-01,2.7240976375844643
ch,tot,1999-09-01,2.458441815831071
ch,tot,1999-10-01,2.2374107381206074
ch,tot,1999-11-01,2.2374107381206074
ch,tot,1999-12-01,2.4573309217587846
ch,tot,2000-01-01,2.492019031006508
ch,tot,2000-02-01,2.340030500038766
ch,tot,2000-03-01,2.235417158954725
ch,tot,2000-04-01,2.004607923772424
ch,tot,2000-05-01,1.8458515085355818
ch,tot,2000-06-01,2.182284346691994
ch,tot,2000-07-01,2.6599392203908963
ch,tot,2000-08-01,2.6599392203908963
ch,tot,2000-09-01,2.3065352592182085
ch,tot,2000-10-01,2.054614392925699
ch,tot,2000-11-01,2.2442474194474378
ch,tot,2000-12-01,2.2434776026268626
ch,tot,2001-01-01,2.311315594056338
ch,tot,2001-02-01,2.311315594056338
ch,tot,2001-03-01,2.104786503887324
ch,tot,2001-04-01,1.9818139041666671
ch,tot,2001-05-01,1.9818139041666671
ch,tot,2001-06-01,2.187881875666667
ch,tot,2001-07-01,2.5676458412307692
ch,tot,2001-08-01,2.5676458412307692
ch,tot,2001-09-01,2.2526258305384617
ch,tot,2001-10-01,1.9376286841102561
ch,tot,2001-11-01,2.270828529494872
ch,tot,2001-12-01,2.2889397713948716
ch,tot,2002-01-01,2.4662517702733333
ch,tot,2002-02-01,2.4662517702733333
ch,tot,2002-03-01,2.4075680554533334
ch,tot,2002-04-01,2.3025129729213836
ch,tot,2002-05-01,2.3025129729213836
ch,tot,2002-06-01,2.5297447931572328
ch,tot,2002-07-01,2.8890889869295795
ch,tot,2002-08-01,3.0557196077220325
ch,tot,2002-09-01,2.886614307348388
ch,tot,2002-10-01,2.539287676296349
ch,tot,2002-11-01,2.8018676713199713
ch,tot,2002-12-01,2.9957594943836794
ch,tot,2003-01-01,3.260340459085119
ch,tot,2003-02-01,3.260340459085119
ch,tot,2003-03-01,3.1478997868297625
ch,tot,2003-04-01,2.942483480567805
ch,tot,2003-05-01,2.942483480567805
ch,tot,2003-06-01,3.2929940438643888
ch,tot,2003-07-01,3.674482211709194
ch,tot,2003-08-01,3.8087021614910115
ch,tot,2003-09-01,3.589961483799794
ch,tot,2003-10-01,3.387660531955991
ch,tot,2003-11-01,3.5062561476170084
ch,tot,2003-12-01,3.6017953064269994
ch,tot,2004-01-01,3.775372039680345
ch,tot,2004-02-01,3.775372039680345
ch,tot,2004-03-01,3.5745256406393104
ch,tot,2004-04-01,3.275475327122708
ch,tot,2004-05-01,3.163769695563386
ch,tot,2004-06-01,3.4467033703139065
ch,tot,2004-07-01,3.983498207131295
ch,tot,2004-08-01,4.123392360569891
ch,tot,2004-09-01,3.8540595512988136
ch,tot,2004-10-01,3.484040101391648
ch,tot,2004-11-01,3.484040101391648
ch,tot,2004-12-01,3.6473740292167034
ch,tot,2005-01-01,3.8623146408155007
ch,tot,2005-02-01,3.7381942004858297
ch,tot,2005-03-01,3.6944512286986697
ch,tot,2005-04-01,3.471880947672865
ch,tot,2005-05-01,3.350676705462339
ch,tot,2005-06-01,3.5404050558647975
ch,tot,2005-07-01,4.108922805958615
ch,tot,2005-08-01,4.108922805958615
ch,tot,2005-09-01,3.8258842780827695
ch,tot,2005-10-01,3.4646298090694745
ch,tot,2005-11-01,3.4646298090694745
ch,tot,2005-12-01,3.5503668718610517
ch,tot,2006-01-01,3.578847624658824
ch,tot,2006-02-01,3.4574685269882357
ch,tot,2006-03-01,3.2809071503529417
ch,tot,2006-04-01,2.989835339088235
ch,tot,2006-05-01,2.8725438176372546
ch,tot,2006-06-01,3.11042223427451
ch,tot,2006-07-01,3.578378689349765
ch,tot,2006-08-01,3.578378689349765
ch,tot,2006-09-01,3.419251794300469
ch,tot,2006-10-01,3.178965231380282
ch,tot,2006-11-01,3.0453367896760564
ch,tot,2006-12-01,3.2633173399436624
ch,tot,2007-01-01,3.4202903264800177
ch,tot,2007-02-01,3.4202903264800177
ch,tot,2007-03-01,3.146122017039963
ch,tot,2007-04-01,2.946845719083824
ch,tot,2007-05-01,2.8055381842057754
ch,tot,2007-06-01,2.9380294917104015
ch,tot,2007-07-01,3.300847832794003
ch,tot,2007-08-01,3.470976298449176
ch,tot,2007-09-01,3.095626876756822
ch,tot,2007-10-01,2.783712636143515
ch,tot,2007-11-01,2.783712636143515
ch,tot,2007-12-01,2.9728346637129706
ch,tot,2008-01-01,3.080498106632353
ch,tot,2008-02-01,3.080498106632353
ch,tot,2008-03-01,2.9178610607352944
ch,tot,2008-04-01,2.6834111739228974
ch,tot,2008-05-01,2.6834111739228974
ch,tot,2008-06-01,2.815679635154206
ch,tot,2008-07-01,3.374304200908031
ch,tot,2008-08-01,3.374304200908031
ch,tot,2008-09-01,3.1443768211839385
ch,tot,2008-10-01,2.8172752276310966
ch,tot,2008-11-01,2.976643352639946
ch,tot,2008-12-01,3.2103804827289584
ch,tot,2009-01-01,3.4585686717030653
ch,tot,2009-02-01,3.4585686717030653
ch,tot,2009-03-01,3.445061151593869
ch,tot,2009-04-01,3.3390341825630774
ch,tot,2009-05-01,3.3390341825630774
ch,tot,2009-06-01,3.6375263718738466
ch,tot,2009-07-01,4.238904945658666
ch,tot,2009-08-01,4.388827049291803
ch,tot,2009-09-01,4.040685762049531
ch,tot,2009-10-01,3.564996272842366
ch,tot,2009-11-01,3.6909086325277594
ch,tot,2009-12-01,3.950295106629875
ch,tot,2010-01-01,3.915636669725365
ch,tot,2010-02-01,3.9854243349125817
ch,tot,2010-03-01,3.869842597567547
ch,tot,2010-04-01,3.5588205533982764
ch,tot,2010-05-01,3.3965585188007923
ch,tot,2010-06-01,3.4445188457674156
ch,tot,2010-07-01,3.850181792597915
ch,tot,2010-08-01,4.0079457713781
ch,tot,2010-09-01,3.8290129106130144
ch,tot,2010-10-01,3.245889720361137
ch,tot,2010-11-01,3.0574557693294504
ch,tot,2010-12-01,3.1981333255244113
ch,tot,2011-01-01,3.5758681171499136
ch,tot,2011-02-01,3.630250751138338
ch,tot,2011-03-01,3.4851819990706643
ch,tot,2011-04-01,3.087194565585109
ch,tot,2011-05-01,2.8362879965148755
ch,tot,2011-06-01,2.936032317281156
ch,tot,2011-07-01,3.5421282982481173
ch,tot,2011-08-01,3.8358382037599594
ch,tot,2011-09-01,3.7607465649228624
ch,tot,2011-10-01,3.3389598019580378
ch,tot,2011-11-01,3.262658135001304
ch,tot,2011-12-01,3.346277705159829
ch,tot,2012-01-01,3.419190763688528
ch,tot,2012-02-01,3.405122530481619
ch,tot,2012-03-01,3.2907701257691575
ch,tot,2012-04-01,3.031310904549829
ch,tot,2012-05-01,2.915635876313515
ch,tot,2012-06-01,3.009696008922243
ch,tot,2012-07-01,3.5070333837811383
ch,tot,2012-08-01,3.788735327872128
ch,tot,2012-09-01,3.757566156036713
ch,tot,2012-10-01,3.491970636605558
ch,tot,2012-11-01,3.502614176795686
ch,tot,2012-12-01,3.5958227638992395
ch,tot,2013-01-01,3.666670086119956
ch,tot,2013-02-01,3.6553668009539164
ch,tot,2013-03-01,3.518873497527739
ch,tot,2013-04-01,3.2767051768520594
ch,tot,2013-05-01,3.1626621535598205
ch,tot,2013-06-01,3.18008443232834
ch,tot,2013-07-01,3.5406801786403457
ch,tot,2013-08-01,3.743800098180103
ch,tot,2013-09-01,3.615222459330844
ch,tot,2013-10-01,3.1181127957322152
ch,tot,2013-11-01,2.9855114438410757
ch,tot,2013-12-01,3.179752193334509
ch,tot,2014-01-01,3.5755894910266712
ch,tot,2014-02-01,3.6569640903969254
ch,tot,2014-03-01,3.574908201923948
ch,tot,2014-04-01,3.4352356255180765
ch,tot,2014-05-01,3.336137151386964
ch,tot,2014-06-01,3.388194172644929
ch,tot,2014-07-01,3.8754129975269884
ch,tot,2014-08-01,4.111207961593979
ch,tot,2014-09-01,3.899274112857033
ch,tot,2014-10-01,3.1704519727179874
ch,tot,2014-11-01,2.9276759502995486
ch,tot,2014-12-01,3.061692995438293
ch,tot,2015-01-01,3.379755487265882
ch,tot,2015-02-01,3.4378047459720444
ch,tot,2015-03-01,3.3779459761001664
ch,tot,2015-04-01,3.1536273394831364
ch,tot,2015-05-01,3.041569472518011
ch,tot,2015-06-01,3.1688143105989495
ch,tot,2015-07-01,3.768745622022133
ch,tot,2015-08-01,4.071881467809231
ch,tot,2015-09-01,3.970718675265182
ch,tot,2015-10-01,3.425500149871448
ch,tot,2015-11-01,3.284516466825772
ch,tot,2015-12-01,3.4198694701841204
ch,tot,2016-01-01,3.6633884170441053
ch,tot,2016-02-01,3.712828914413834
ch,tot,2016-03-01,3.6326416756275104
ch,tot,2016-04-01,3.3926350072188702
ch,tot,2016-05-01,3.2859090276986027
ch,tot,2016-06-01,3.3545012135480805
ch,tot,2016-07-01,3.7569404762475154
ch,tot,2016-08-01,3.9921430471470907
ch,tot,2016-09-01,3.891469468118632
ch,tot,2016-10-01,3.352605059902683
ch,tot,2016-11-01,3.1952876085228747
ch,tot,2016-12-01,3.3375791395545433
ch,tot,2017-01-01,3.6899018495160507
ch,tot,2017-02-01,3.7613632056811563
ch,tot,2017-03-01,3.605723433586759
ch,tot,2017-04-01,3.207842594086776
ch,tot,2017-05-01,3.037729409651293
ch,tot,2017-06-01,3.1488722938191445
ch,tot,2017-07-01,3.6897301117139714
ch,tot,2017-08-01,3.9643757564084683
ch,tot,2017-09-01,3.87863742992983
ch,tot,2017-10-01,3.4938657237823274
ch,tot,2017-11-01,3.410705476862333
ch,tot,2017-12-01,3.53617322519989
ch,tot,2018-01-01,3.821236360769549
ch,tot,2018-02-01,3.8480713736469117
ch,tot,2018-03-01,3.6445024623197106
ch,tot,2018-04-01,3.2267155956228653
ch,tot,2018-05-01,3.033932090863157
ch,tot,2018-06-01,3.0239762103785703
ch,tot,2018-07-01,3.2531553127963875
ch,tot,2018-08-01,3.4187758936413513
ch,tot,2018-09-01,3.452361475915918
ch,tot,2018-10-01,3.4686216410654316
ch,tot,2018-11-01,3.531414335334434
ch,tot,2018-12-01,3.592519471217507
ch,tot,2019-01-01,3.6568942281277717
ch,tot,2019-02-01,3.635532672510734
ch,tot,2019-03-01,3.463155996186339
ch,tot,2019-04-01,3.125355961978197
ch,tot,2019-05-01,2.955183558851213
ch,tot,2019-06-01,2.9555920050959568
ch,tot,2019-07-01,3.279706597497552
ch,tot,2019-08-01,3.4644375669015943
ch,tot,2019-09-01,3.3774597196665717
ch,tot,2019-10-01,3.0494786223954207
ch,tot,2019-11-01,2.9591652384392138
ch,tot,2019-12-01,3.0786911355979654
ch,tot,2020-01-01,3.3266079811835465
ch,tot,2020-02-01,3.334846890904636
ch,tot,2020-03-01,3.4098559216524715
ch,tot,2020-04-01,3.3742802925233066
ch,tot,2020-05-01,3.4150870884567177
ch,tot,2020-06-01,3.5542807824130924
ch,tot,2020-07-01,3.9496914838342696
ch,tot,2020-08-01,4.104601809185794
ch,tot,2020-09-01,4.019409569363229
ch,tot,2020-10-01,3.771570259042444
ch,tot,2020-11-01,3.7526972600156734
ch,tot,2020-12-01,3.9472112329534017
ch,tot,2021-01-01,4.304720546427655
ch,tot,2021-02-01,4.375060585850171
ch,tot,2021-03-01,4.170253286829803
ch,tot,2021-04-01,3.617511059936039
ch,tot,2021-05-01,3.356892291898729
ch,tot,2021-06-01,3.4003535786405297
ch,tot,2021-07-01,3.8492149411832606
ch,tot,2021-08-01,3.9517384346745947
ch,tot,2021-09-01,3.7155995453138675
ch,tot,2021-10-01,3.148026883981588
ch,tot,2021-11-01,2.952350339849761
ch,tot,2021-12-01,3.0416447508554127
ch,tot,2022-01-01,3.2813217670656334
ch,tot,2022-02-01,3.302831816063641
ch,tot,2022-03-01,3.2358442635310527
ch,tot,2022-04-01,3.093883551397911
ch,tot,2022-05-01,2.9707620886555843
ch,tot,2022-06-01,2.956260128033294
ch,tot,2022-07-01,3.1546593610917504
ch,tot,2022-08-01,3.2333746675243034
ch,tot,2022-09-01,3.1180122810876223
ch,tot,2022-10-01,2.775314626904355
ch,tot,2022-11-01,2.688577524799935
ch,tot,2022-12-01,2.794671847688864
ch,tot,2023-01-01,3.070699344718904
ch,tot,2023-02-01,3.1284399648512697
ch,tot,2023-03-01,3.00794158437469
ch,tot,2023-04-01,2.6932511818291345
ch,tot,2023-05-01,2.57427832368591
ch,tot,2023-06-01,2.728510475794524
ch,tot,2023-07-01,3.2697088819311855
ch,tot,2023-08-01,3.555908836222335
ch,tot,2023-09-01,3.584778508643433
ch,tot,2023-10-01,3.1534480587577254
ch,tot,2023-11-01,2.9367424039169165
ch,tot,2023-12-01,2.9566419450656167
ch,tot,2024-01-01,2.9253465422295
ch,tot,2024-02-01,2.878699122018435
ch,tot,2024-03-01,2.8461514913601786
ch,tot,2024-04-01,2.809939576280555
ch,tot,2024-05-01,2.8035867965364543
ch,tot,2024-06-01,2.8979154802339226
ch,tot,2024-07-01,3.317505087786501
ch,tot,2024-08-01,3.562926660967906
ch,tot,2024-09-01,3.4939608010895364
ch,tot,2024-10-01,3.1265183466551596
ch,tot,2024-11-01,3.0357421359637073
ch,tot,2024-12-01,3.1196788920753384
ch,tot,2025-01-01,3.1953252158037224
ch,tot,2025-02-01,3.199504216281232
ch,tot,2025-03-01,3.242222271141996
ch,tot,2025-04-01,3.3269406613722152
ch,tot,2025-05-01,3.321358467586387
ch,tot,2025-06-01,3.3545210817296542
ch,tot,2025-07-01,3.5434733268504157
ch,tot,2025-08-01,3.675179485947914
ch,tot,2025-09-01,3.681632537402688
ch,tot,2025-10-01,3.5717962808992088
ch,tot,2025-11-01,3.560452321576737
ch,tot,2025-12-01,3.590960884235689
ch,tot,2026-01-01,3.604023661993537
ch,tot,2026-02-01,3.593600816701223
ch,tot,2026-03-01,3.592531168770737
ch,tot,2026-04-01,3.472033438249769
ch,tot,2026-05-01,3.420513368498626
ch,tot,2026-06-01,3.407233844876768
ex,tot,1991-01-01,2.414999079651907
ex,tot,1991-02-01,2.5065452824187098
ex,tot,1991-03-01,2.583169015929384
ex,tot,1991-04-01,2.5547513787668046
ex,tot,1991-05-01,2.688007029706947
ex,tot,1991-06-01,2.932809047526248
ex,tot,1991-07-01,3.139023497502657
ex,tot,1991-08-01,3.1584636971047946
ex,tot,1991-09-01,3.2028011603925486
ex,tot,1991-10-01,3.248881924773715
ex,tot,1991-11-01,3.46449757930192
ex,tot,1991-12-01,3.730493849924365
ex,tot,1992-01-01,4.175741302610563
ex,tot,1992-02-01,4.541413607874032
ex,tot,1992-03-01,4.479776656515405
ex,tot,1992-04-01,4.246965261604907
ex,tot,1992-05-01,4.414117378517728
ex,tot,1992-06-01,4.727680095877366
ex,tot,1992-07-01,4.966438822415398
ex,tot,1992-08-01,4.956119676249732
ex,tot,1992-09-01,5.024813773334869
ex,tot,1992-10-01,5.29120808354335
ex,tot,1992-11-01,5.585103103139515
ex,tot,1992-12-01,5.366538518317136
ex,tot,1993-01-01,6.264849131060076
ex,tot,1993-02-01,6.635713441829306
ex,tot,1993-03-01,6.384381587110619
ex,tot,1993-04-01,5.8576015244761015
ex,tot,1993-05-01,5.938351464905304
ex,tot,1993-06-01,6.453533547618594
ex,tot,1993-07-01,7.032969460452155
ex,tot,1993-08-01,7.217037244805841
ex,tot,1993-09-01,7.608042686742004
ex,tot,1993-10-01,7.818436650449737
ex,tot,1993-11-01,8.10968010680337
ex,tot,1993-12-01,8.77903645674689
ex,tot,1994-01-01,9.814811370014693
ex,tot,1994-02-01,9.814811370014693
ex,tot,1994-03-01,9.24597969897061
ex,tot,1994-04-01,8.630432503638552
ex,tot,1994-05-01,8.337543325673298
ex,tot,1994-06-01,8.318123201688149
ex,tot,1994-07-01,8.46465348383779
ex,tot,1994-08-01,8.46465348383779
ex,tot,1994-09-01,8.15477158332442
ex,tot,1994-10-01,7.815420865671466
ex,tot,1994-11-01,7.914515955988794
ex,tot,1994-12-01,8.003337309339742
ex,tot,1995-01-01,8.369844094127
ex,tot,1995-02-01,8.369844094127
ex,tot,1995-03-01,7.608270192745997
ex,tot,1995-04-01,6.800062930334727
ex,tot,1995-05-01,6.634615948686192
ex,tot,1995-06-01,6.336235427979079
ex,tot,1995-07-01,6.201015466342106
ex,tot,1995-08-01,6.201015466342106
ex,tot,1995-09-01,6.40583515831579
ex,tot,1995-10-01,6.736360300086081
ex,tot,1995-11-01,7.092569797736608
ex,tot,1995-12-01,7.32100882517731
ex,tot,1996-01-01,7.794865605098588
ex,tot,1996-02-01,7.971126635076366
ex,tot,1996-03-01,8.029246806825046
ex,tot,1996-04-01,8.106208647712524
ex,tot,1996-05-01,8.016814650729097
ex,tot,1996-06-01,8.14744688255838
ex,tot,1996-07-01,8.468729594521479
ex,tot,1996-08-01,8.563068001141145
ex,tot,1996-09-01,8.392402988337377
ex,tot,1996-10-01,8.02102818601691
ex,tot,1996-11-01,8.453661324980121
ex,tot,1996-12-01,9.396772199002967
ex,tot,1997-01-01,11.031145317091138
ex,tot,1997-02-01,11.125522891314649
ex,tot,1997-03-01,10.356406111594215
ex,tot,1997-04-01,9.337403893397504
ex,tot,1997-05-01,9.084550908010796
ex,tot,1997-06-01,9.476157919591698
ex,tot,1997-07-01,10.092561276252114
ex,tot,1997-08-01,9.994396103495978
ex,tot,1997-09-01,9.902502897251905
ex,tot,1997-10-01,9.54638937206739
ex,tot,1997-11-01,9.841261208326525
ex,tot,1997-12-01,10.197823657606085
ex,tot,1998-01-01,10.758127527796855
ex,tot,1998-02-01,10.459696617709618
ex,tot,1998-03-01,9.570298078493527
ex,tot,1998-04-01,8.499570173556716
ex,tot,1998-05-01,7.845453177854015
ex,tot,1998-06-01,7.8573054895892644
ex,tot,1998-07-01,8.346499768559376
ex,tot,1998-08-01,8.119107086756559
ex,tot,1998-09-01,7.751713756684066
ex,tot,1998-10-01,7.489593387080255
ex,tot,1998-11-01,7.828326800169411
ex,tot,1998-12-01,8.111140884750334
ex,tot,1999-01-01,8.138835750425525
ex,tot,1999-02-01,7.92213944617895
ex,tot,1999-03-01,7.667270118395524
ex,tot,1999-04-01,7.484334283519843
ex,tot,1999-05-01,6.900406547486784
ex,tot,1999-06-01,6.811835986993372
ex,tot,1999-07-01,7.019719873931025
ex,tot,1999-08-01,6.884241603119144
ex,tot,1999-09-01,6.620996550949831
ex,tot,1999-10-01,6.2630239396345715
ex,tot,1999-11-01,6.534623105379538
ex,tot,1999-12-01,7.436490802985892
ex,tot,2000-01-01,7.6421105828851825
ex,tot,2000-02-01,7.343943315946405
ex,tot,2000-03-01,6.9292402211684125
ex,tot,2000-04-01,6.367964527863663
ex,tot,2000-05-01,5.738606095968011
ex,tot,2000-06-01,5.987484293168326
ex,tot,2000-07-01,6.228708840237979
ex,tot,2000-08-01,6.228708840237979
ex,tot,2000-09-01,5.924871569524041
ex,tot,2000-10-01,5.8861108538917195
ex,tot,2000-11-01,6.25246549337172
ex,tot,2000-12-01,6.179155626736562
ex,tot,2001-01-01,5.731524335945229
ex,tot,2001-02-01,5.5820141419271305
ex,tot,2001-03-01,5.207337961127639
ex,tot,2001-04-01,5.220995002873388
ex,tot,2001-05-01,4.913285861748388
ex,tot,2001-06-01,4.635757909378222
ex,tot,2001-07-01,4.47751647741079
ex,tot,2001-08-01,4.47751647741079
ex,tot,2001-09-01,4.22264294417842
ex,tot,2001-10-01,3.7449326786171273
ex,tot,2001-11-01,4.3437929380288915
ex,tot,2001-12-01,5.146086116353981
ex,tot,2002-01-01,6.12352944243736
ex,tot,2002-02-01,6.12352944243736
ex,tot,2002-03-01,6.0091300031252795
ex,tot,2002-04-01,5.882748078694798
ex,tot,2002-05-01,5.753106966870622
ex,tot,2002-06-01,6.0601567184345795
ex,tot,2002-07-01,6.660461591002439
ex,tot,2002-08-01,6.809952287526075
ex,tot,2002-09-01,7.084556893471486
ex,tot,2002-10-01,7.18092893180966
ex,tot,2002-11-01,7.892899254504271
ex,tot,2002-12-01,8.705980591686071
ex,tot,2003-01-01,9.845341725747003
ex,tot,2003-02-01,10.136549601776416
ex,tot,2003-03-01,9.72131202747658
ex,tot,2003-04-01,9.331608690158609
ex,tot,2003-05-01,9.193820219862314
ex,tot,2003-06-01,9.37673632497908
ex,tot,2003-07-01,9.663384841336946
ex,tot,2003-08-01,9.663384841336946
ex,tot,2003-09-01,9.658314702326111
ex,tot,2003-10-01,9.491638739485609
ex,tot,2003-11-01,9.907285942772322
ex,tot,2003-12-01,10.319850352742069
ex,tot,2004-01-01,11.004976577948296
ex,tot,2004-02-01,10.866508636325978
ex,tot,2004-03-01,10.391545183725727
ex,tot,2004-04-01,9.603760545191147
ex,tot,2004-05-01,9.203990475799637
ex,tot,2004-06-01,9.442667216009216
ex,tot,2004-07-01,9.844182424153846
ex,tot,2004-08-01,9.99678598696923
ex,tot,2004-09-01,9.916726337876923
ex,tot,2004-10-01,9.695525395243903
ex,tot,2004-11-01,10.13218488260754
ex,tot,2004-12-01,10.592900675148561
ex,tot,2005-01-01,11.247312755269022
ex,tot,2005-02-01,11.247312755269022
ex,tot,2005-03-01,10.474226050461958
ex,tot,2005-04-01,9.649946480207507
ex,tot,2005-05-01,9.238827717740355
ex,tot,2005-06-01,9.27286103105214
ex,tot,2005-07-01,9.4487232071231535
ex,tot,2005-08-01,9.599673796980296
ex,tot,2005-09-01,9.481264478896552
ex,tot,2005-10-01,9.189769186939245
ex,tot,2005-11-01,9.617368465141215
ex,tot,2005-12-01,10.127080172919541
ex,tot,2006-01-01,10.837028725412187
ex,tot,2006-02-01,10.547400738301075
ex,tot,2006-03-01,9.895393144286738
ex,tot,2006-04-01,9.274450776037359
ex,tot,2006-05-01,8.703753815908327
ex,tot,2006-06-01,8.559204054054316
ex,tot,2006-07-01,8.807174479786779
ex,tot,2006-08-01,8.807174479786779
ex,tot,2006-09-01,8.51707209842644
ex,tot,2006-10-01,8.228415087622956
ex,tot,2006-11-01,8.523104298270521
ex,tot,2006-12-01,8.960114243106524
ex,tot,2007-01-01,9.425790356787141
ex,tot,2007-02-01,9.1314252668579865
ex,tot,2007-03-01,8.450781377354872
ex,tot,2007-04-01,7.866255539412937
ex,tot,2007-05-01,7.290425529329335
ex,tot,2007-06-01,7.228710573257727
ex,tot,2007-07-01,7.628925957997062
ex,tot,2007-08-01,7.795236288953265
ex,tot,2007-09-01,7.360353094049673
ex,tot,2007-10-01,7.040477914437734
ex,tot,2007-11-01,7.482685012318922
ex,tot,2007-12-01,7.808295516243347
ex,tot,2008-01-01,8.154288275649709
ex,tot,2008-02-01,7.867963296016683
ex,tot,2008-03-01,7.384815513333608
ex,tot,2008-04-01,6.879855788904599
ex,tot,2008-05-01,6.473078642883909
ex,tot,2008-06-01,6.307960959211496
ex,tot,2008-07-01,6.405497171123705
ex,tot,2008-08-01,6.552074074146433
ex,tot,2008-09-01,6.390579953729861
ex,tot,2008-10-01,5.970418695083211
ex,tot,2008-11-01,6.604466704444233
ex,tot,2008-12-01,7.270817293472552
ex,tot,2009-01-01,7.813480130073552
ex,tot,2009-02-01,8.052586768304709
ex,tot,2009-03-01,7.925043605621738
ex,tot,2009-04-01,7.571241889636129
ex,tot,2009-05-01,7.346459685132426
ex,tot,2009-06-01,7.841496631231441
ex,tot,2009-07-01,8.13909483599228
ex,tot,2009-08-01,8.379774378236883
ex,tot,2009-09-01,8.57197306477084
ex,tot,2009-10-01,8.267502346191122
ex,tot,2009-11-01,8.846075088537846
ex,tot,2009-12-01,10.252913278271029
ex,tot,2010-01-01,10.341505119063696
ex,tot,2010-02-01,10.522528134234973
ex,tot,2010-03-01,10.114399710234718
ex,tot,2010-04-01,9.066864341216153
ex,tot,2010-05-01,8.396218944805959
ex,tot,2010-06-01,8.142003105597219
ex,tot,2010-07-01,8.35836223775723
ex,tot,2010-08-01,8.356991411185552
ex,tot,2010-09-01,8.197114891905912
ex,tot,2010-10-01,7.798202592664451
ex,tot,2010-11-01,7.825420560319153
ex,tot,2010-12-01,8.10470726477803
ex,tot,2011-01-01,8.41141164071771
ex,tot,2011-02-01,8.361179786764366
ex,tot,2011-03-01,8.091189811693246
ex,tot,2011-04-01,7.518004076838553
ex,tot,2011-05-01,6.9422984207135965
ex,tot,2011-06-01,6.841910595088901
ex,tot,2011-07-01,7.332629529624422
ex,tot,2011-08-01,7.541831646583971
ex,tot,2011-09-01,7.569451567069388
ex,tot,2011-10-01,7.542438107292501
ex,tot,2011-11-01,7.868958224128638
ex,tot,2011-12-01,8.230557551258038
ex,tot,2012-01-01,8.329222116997554
ex,tot,2012-02-01,8.317478379379626
ex,tot,2012-03-01,8.103461064443145
ex,tot,2012-04-01,7.67053823787532
ex,tot,2012-05-01,7.339619954504352
ex,tot,2012-06-01,7.203527059803772
ex,tot,2012-07-01,7.4834438684224445
ex,tot,2012-08-01,7.695553573847229
ex,tot,2012-09-01,7.788249369998633
ex,tot,2012-10-01,7.73013728513071
ex,tot,2012-11-01,8.110536510324257
ex,tot,2012-12-01,8.777705249758375
ex,tot,2013-01-01,9.717222751824881
ex,tot,2013-02-01,10.045714546437747
ex,tot,2013-03-01,9.68602862605363
ex,tot,2013-04-01,8.885531602415032
ex,tot,2013-05-01,8.42816879165759
ex,tot,2013-06-01,8.23467694936421
ex,tot,2013-07-01,8.55750540113633
ex,tot,2013-08-01,8.655851351795125
ex,tot,2013-09-01,8.548868683561457
ex,tot,2013-10-01,8.062468006281492
ex,tot,2013-11-01,8.180330539015996
ex,tot,2013-12-01,8.90900937739438
ex,tot,2014-01-01,10.256716807225406
ex,tot,2014-02-01,10.66633421835622
ex,tot,2014-03-01,10.145307738913917
ex,tot,2014-04-01,8.953737456976807
ex,tot,2014-05-01,8.246732846193103
ex,tot,2014-06-01,7.972620086959976
ex,tot,2014-07-01,8.234777599693997
ex,tot,2014-08-01,8.263291092140951
ex,tot,2014-09-01,8.119639800392653
ex,tot,2014-10-01,7.702395773923633
ex,tot,2014-11-01,7.736124286260739
ex,tot,2014-12-01,8.096865190668959
ex,tot,2015-01-01,8.48796362691374
ex,tot,2015-02-01,8.614735921388785
ex,tot,2015-03-01,8.578961573121363
ex,tot,2015-04-01,8.371748085676035
ex,tot,2015-05-01,8.103278943955806
ex,tot,2015-06-01,8.071445094528993
ex,tot,2015-07-01,8.482834593923046
ex,tot,2015-08-01,8.671378629579873
ex,tot,2015-09-01,8.745444001994246
ex,tot,2015-10-01,8.723319544985564
ex,tot,2015-11-01,9.008348997425264
ex,tot,2015-12-01,9.490497490340639
ex,tot,2016-01-01,10.040134858319032
ex,tot,2016-02-01,10.179002490802633
ex,tot,2016-03-01,9.762127313410504
ex,tot,2016-04-01,8.637459134184347
ex,tot,2016-05-01,8.042967426106863
ex,tot,2016-06-01,7.976266955166654
ex,tot,2016-07-01,8.48651377324996
ex,tot,2016-08-01,8.682441766019735
ex,tot,2016-09-01,8.567182233010975
ex,tot,2016-10-01,8.008685505778889
ex,tot,2016-11-01,8.07986556354416
ex,tot,2016-12-01,8.662662419126494
