D0,D1,D2,D3,date,value
AV1,A,G,F,2009-03-01,80511
AV1,A,G,F,2009-04-01,82035
AV1,A,G,F,2009-05-01,79383
AV1,A,G,F,2009-06-01,80038
AV1,A,G,F,2009-07-01,80842
AV1,A,G,F,2009-08-01,81546
AV1,A,G,F,2009-09-01,81296
AV1,A,G,F,2009-10-01,80950
AV1,A,G,F,2009-11-01,81619
AV1,A,G,F,2009-12-01,79396
AV1,A,G,F,2010-01-01,81694
AV1,A,G,F,2010-02-01,81986
AV1,A,G,F,2010-03-01,82810
AV1,A,G,F,2010-04-01,85998
AV1,A,G,F,2010-05-01,90269
AV1,A,G,F,2010-06-01,86682
AV1,A,G,F,2010-07-01,86083
AV1,A,G,F,2010-08-01,84184
AV1,A,G,F,2010-09-01,85159
AV1,A,G,F,2010-10-01,87310
AV1,A,G,F,2010-11-01,89647
AV1,A,G,F,2010-12-01,85240
AV1,A,G,F,2011-01-01,85090
AV1,A,G,F,2011-02-01,84537
AV1,A,G,F,2011-03-01,86212
AV1,A,G,F,2011-04-01,83678
AV1,A,G,F,2011-05-01,80851
AV1,A,G,F,2011-06-01,81675
AV1,A,G,F,2011-07-01,76642
AV1,A,G,F,2011-08-01,77224
AV1,A,G,F,2011-09-01,83978
AV1,A,G,F,2011-10-01,81532
AV1,A,G,F,2011-11-01,86242
AV1,A,G,F,2011-12-01,84966
AV1,A,G,F,2012-01-01,82796
AV1,A,G,F,2012-02-01,81108
AV1,A,G,F,2012-03-01,83452
AV1,A,G,F,2012-04-01,84530
AV1,A,G,F,2012-05-01,87331
AV1,A,G,F,2012-06-01,87717
AV1,A,G,F,2012-07-01,91343
AV1,A,G,F,2012-08-01,88995
AV1,A,G,F,2012-09-01,88873
AV1,A,G,F,2012-10-01,89662
AV1,A,G,F,2012-11-01,90839
AV1,A,G,F,2012-12-01,90761
AV1,A,G,F,2013-01-01,91757
AV1,A,G,F,2013-02-01,92981
AV1,A,G,F,2013-03-01,96431
AV1,A,G,F,2013-04-01,94388
AV1,A,G,F,2013-05-01,97284
AV1,A,G,F,2013-06-01,97640
AV1,A,G,F,2013-07-01,95999
AV1,A,G,F,2013-08-01,97260
AV1,A,G,F,2013-09-01,96111
AV1,A,G,F,2013-10-01,97336
AV1,A,G,F,2013-11-01,97807
AV1,A,G,F,2013-12-01,103090
AV1,A,G,F,2014-01-01,104193
AV1,A,G,F,2014-02-01,103331
AV1,A,G,F,2014-03-01,106514
AV1,A,G,F,2014-04-01,107580
AV1,A,G,F,2014-05-01,108676
AV1,A,G,F,2014-06-01,109428
AV1,A,G,F,2014-07-01,112298
AV1,A,G,F,2014-08-01,113203
AV1,A,G,F,2014-09-01,117349
AV1,A,G,F,2014-10-01,119747
AV1,A,G,F,2014-11-01,119563
AV1,A,G,F,2014-12-01,119777
AV1,A,G,F,2015-01-01,111430
AV1,A,G,F,2015-02-01,113376
AV1,A,G,F,2015-03-01,116992
AV1,A,G,F,2015-04-01,113684
AV1,A,G,F,2015-05-01,113668
AV1,A,G,F,2015-06-01,115506
AV1,A,G,F,2015-07-01,116614
AV1,A,G,F,2015-08-01,117614
AV1,A,G,F,2015-09-01,119213
AV1,A,G,F,2015-10-01,118330
AV1,A,G,F,2015-11-01,121735
AV1,A,G,F,2015-12-01,129186
AV1,A,G,F,2016-01-01,129680
AV1,A,G,F,2016-02-01,121487
AV1,A,G,F,2016-03-01,120126
AV1,A,G,F,2016-04-01,120532
AV1,A,G,F,2016-05-01,122450
AV1,A,G,F,2016-06-01,124927
AV1,A,G,F,2016-07-01,120728
AV1,A,G,F,2016-08-01,120298
AV1,A,G,F,2016-09-01,121645
AV1,A,G,F,2016-10-01,121914
AV1,A,G,F,2016-11-01,123427
AV1,A,G,F,2016-12-01,126913
AV1,A,G,F,2017-01-01,124888
AV1,A,G,F,2017-02-01,124835
AV1,A,G,F,2017-03-01,127020
AV1,A,G,F,2017-04-01,127592
AV1,A,G,F,2017-05-01,124638
AV1,A,G,F,2017-06-01,123766
AV1,A,G,F,2017-07-01,126611
AV1,A,G,F,2017-08-01,127735
AV1,A,G,F,2017-09-01,128972
AV1,A,G,F,2017-10-01,132861
AV1,A,G,F,2017-11-01,136636
AV1,A,G,F,2017-12-01,135090
AV1,A,G,F,2018-01-01,130994
AV1,A,G,F,2018-02-01,131606
AV1,A,G,F,2018-03-01,133518
AV1,A,G,F,2018-04-01,135790
AV1,A,G,F,2018-05-01,133680
AV1,A,G,F,2018-06-01,134213
AV1,A,G,F,2018-07-01,132624
AV1,A,G,F,2018-08-01,127502
AV1,A,G,F,2018-09-01,130939
AV1,A,G,F,2018-10-01,133310
AV1,A,G,F,2018-11-01,130966
AV1,A,G,F,2018-12-01,129279
AV1,A,G,F,2019-01-01,128342
AV1,A,G,F,2019-02-01,127764
AV1,A,G,F,2019-03-01,129210
AV1,A,G,F,2019-04-01,131916
AV1,A,G,F,2019-05-01,128174
AV1,A,G,F,2019-06-01,129303
AV1,A,G,F,2019-07-01,130035
AV1,A,G,F,2019-08-01,128813
AV1,A,G,F,2019-09-01,130640
AV1,A,G,F,2019-10-01,131921
AV1,A,G,F,2019-11-01,132208
AV1,A,G,F,2019-12-01,132226
AV1,A,G,F,2020-01-01,132402
AV1,A,G,F,2020-02-01,134219
AV1,A,G,F,2020-03-01,128791
AV1,A,G,F,2020-04-01,127641
AV1,A,G,F,2020-05-01,127615
AV1,A,G,F,2020-06-01,129839
AV1,A,G,F,2020-07-01,127432
AV1,A,G,F,2020-08-01,127354
AV1,A,G,F,2020-09-01,132056
AV1,A,G,F,2020-10-01,131825
AV1,A,G,F,2020-11-01,132755
AV1,A,G,F,2020-12-01,134174
AV1,A,G,F,2021-01-01,135795
AV1,A,G,F,2021-02-01,141774
AV1,A,G,F,2021-03-01,145826
AV1,A,G,F,2021-04-01,143400
AV1,A,G,F,2021-05-01,142989
AV1,A,G,F,2021-06-01,145743
AV1,A,G,F,2021-07-01,143418
AV1,A,G,F,2021-08-01,143407
AV1,A,G,F,2021-09-01,146904
AV1,A,G,F,2021-10-01,144456
AV1,A,G,F,2021-11-01,146905
AV1,A,G,F,2021-12-01,145483
AV1,A,G,F,2022-01-01,146308
AV1,A,G,F,2022-02-01,144152
AV1,A,G,F,2022-03-01,139644
AV1,A,G,F,2022-04-01,141694
AV1,A,G,F,2022-05-01,139615
AV1,A,G,F,2022-06-01,138621
AV1,A,G,F,2022-07-01,134207
AV1,A,G,F,2022-08-01,135482
AV1,A,G,F,2022-09-01,134804
AV1,A,G,F,2022-10-01,135624
AV1,A,G,F,2022-11-01,130146
AV1,A,G,F,2022-12-01,126539
AV1,A,G,F,2023-01-01,125614
AV1,A,G,F,2023-02-01,124134
AV1,A,G,F,2023-03-01,120423
AV1,A,G,F,2023-04-01,116757
AV1,A,G,F,2023-05-01,116191
AV1,A,G,F,2023-06-01,115401
AV1,A,G,F,2023-07-01,111635
AV1,A,G,F,2023-08-01,111069
AV1,A,G,F,2023-09-01,112925
AV1,A,G,F,2023-10-01,110982
AV1,A,G,F,2023-11-01,107662
AV1,A,G,F,2023-12-01,104516
AV1,A,G,F,2024-01-01,104524
AV1,A,G,F,2024-02-01,105666
AV1,A,G,F,2024-03-01,108537
AV1,A,G,F,2024-04-01,108246
AV1,A,G,F,2024-05-01,107576
AV1,A,G,F,2024-06-01,108070
AV1,A,G,F,2024-07-01,105440
AV1,A,G,F,2024-08-01,102227
AV1,A,G,F,2024-09-01,102953
AV1,A,G,F,2024-10-01,103821
AV1,A,G,F,2024-11-01,104542
AV1,A,G,F,2024-12-01,107192
AV1,A,G,F,2025-01-01,108820
AV1,A,G,F,2025-02-01,107757
AV1,A,G,F,2025-03-01,108866
AV1,A,G,F,2025-04-01,104970
AV1,A,G,F,2025-05-01,105430
AV1,A,G,F,2025-06-01,105254
AV1,A,G,F,2025-07-01,106037
AV1,A,G,F,2025-08-01,105412
AV1,A,G,F,2025-09-01,107946
AV1,A,G,F,2025-10-01,110218
AV1,A,G,F,2025-11-01,111764
AV1,A,G,F,2025-12-01,112074
AV1,A,G,F,2026-01-01,112014
AV1,A,G,F,2026-02-01,112738
AV1,A,G,F,2026-03-01,116564
AV1,A,G,F,2026-04-01,114995
AV1,A,G,F,2026-05-01,116403
AV1,A,H,F,1985-06-01,741.7163193792
AV1,A,H,F,1985-07-01,863.5847231299
AV1,A,H,F,1985-08-01,1180.8628087566
AV1,A,H,F,1985-09-01,984.402537193
AV1,A,H,F,1985-10-01,897.20359313
AV1,A,H,F,1985-11-01,886.697696255
AV1,A,H,F,1985-12-01,936.0754115678
AV1,A,H,F,1986-01-01,924.5189250052
AV1,A,H,F,1986-02-01,922.4177456302
AV1,A,H,F,1986-03-01,918.2153868802
AV1,A,H,F,1986-04-01,936.0754115678
AV1,A,H,F,1986-05-01,802.6505212545
AV1,A,H,F,1986-06-01,946.5813084428
AV1,A,H,F,1986-07-01,929.7718734427
AV1,A,H,F,1986-08-01,959.1883846929
AV1,A,H,F,1986-09-01,977.0484093805
AV1,A,H,F,1986-10-01,988.6048959431
AV1,A,H,F,1986-11-01,974.9472300055
AV1,A,H,F,1986-12-01,1018.0214071932
AV1,A,H,F,1987-01-01,1055.8426359434
AV1,A,H,F,1987-02-01,972.8460506305
AV1,A,H,F,1987-03-01,968.6436918804
AV1,A,H,F,1987-04-01,950.7836671928
AV1,A,H,F,1987-05-01,961.2895640679
AV1,A,H,F,1987-06-01,984.402537193
AV1,A,H,F,1987-07-01,1014.8696381307
AV1,A,H,F,1987-08-01,1007.5155103182
AV1,A,H,F,1987-09-01,1252.302907507
AV1,A,H,F,1987-10-01,1021.1731762557
AV1,A,H,F,1987-11-01,1014.8696381307
AV1,A,H,F,1987-12-01,1144.0921696939
AV1,A,H,F,1988-01-01,1163.002784069
AV1,A,H,F,1988-02-01,1175.6098603191
AV1,A,H,F,1988-03-01,1196.6216540692
AV1,A,H,F,1988-04-01,1201.8746025068
AV1,A,H,F,1988-05-01,1203.9757818818
AV1,A,H,F,1988-06-01,1226.0381653194
AV1,A,H,F,1988-07-01,1233.3922931319
AV1,A,H,F,1988-08-01,1408.8407709454
AV1,A,H,F,1988-09-01,1439.3078718831
AV1,A,H,F,1988-10-01,1425.6502059455
AV1,A,H,F,1988-11-01,1528.6079953211
AV1,A,H,F,1988-12-01,1566.4292240713
AV1,A,H,F,1989-01-01,1606.3516321965
AV1,A,H,F,1989-02-01,1605.301042509
AV1,A,H,F,1989-03-01,1672.5387825094
AV1,A,H,F,1989-04-01,1695.6517556345
AV1,A,H,F,1989-05-01,1735.5741637598
AV1,A,H,F,1989-06-01,1888.9602581356
AV1,A,H,F,1989-07-01,1908.9214621982
AV1,A,H,F,1989-08-01,1908.9214621982
AV1,A,H,F,1989-09-01,1919.4273590733
AV1,A,H,F,1989-10-01,1902.6179240732
AV1,A,H,F,1989-11-01,1933.0850250109
AV1,A,H,F,1989-12-01,1965.6533053235
AV1,A,H,F,1990-01-01,1888.9602581356
AV1,A,H,F,1990-02-01,1833.2790046978
AV1,A,H,F,1990-03-01,1914.1744106358
AV1,A,H,F,1990-04-01,1946.7426909484
AV1,A,H,F,1990-05-01,1911.0226415732
AV1,A,H,F,1990-06-01,1923.6297178233
AV1,A,H,F,1990-07-01,1945.6921012609
AV1,A,H,F,1990-08-01,1938.3379734484
AV1,A,H,F,1990-09-01,1954.096818761
AV1,A,H,F,1990-10-01,1944.6415115734
AV1,A,H,F,1990-11-01,1861.6449262605
AV1,A,H,F,1990-12-01,1826.9754665728
AV1,A,H,F,1991-01-01,1825.9248768853
AV1,A,H,F,1991-02-01,1834.3295943853
AV1,A,H,F,1991-03-01,1834.3295943853
AV1,A,H,F,1991-04-01,1839.5825428228
AV1,A,H,F,1991-05-01,1984.5639196987
AV1,A,H,F,1991-06-01,2075.9652225117
AV1,A,H,F,1991-07-01,2120.0899893869
AV1,A,H,F,1991-08-01,2186.2771396998
AV1,A,H,F,1991-09-01,2185.2265500123
AV1,A,H,F,1991-10-01,2239.8572137626
AV1,A,H,F,1991-11-01,2246.1607518876
AV1,A,H,F,1991-12-01,2217.794830325
AV1,A,H,F,1992-01-01,2204.1371643874
AV1,A,H,F,1992-02-01,2231.4524962625
AV1,A,H,F,1992-03-01,2282.9313909503
AV1,A,H,F,1992-04-01,2214.6430612624
AV1,A,H,F,1992-05-01,2205.1877540749
AV1,A,H,F,1992-06-01,2162.1135768872
AV1,A,H,F,1992-07-01,2179.9736015748
AV1,A,H,F,1992-08-01,2188.3783190748
AV1,A,H,F,1992-09-01,2197.8336262624
AV1,A,H,F,1992-10-01,2239.8572137626
AV1,A,H,F,1992-11-01,2270.3243147003
AV1,A,H,F,1992-12-01,2215.69365095
AV1,A,H,F,1993-01-01,2266.1219559502
AV1,A,H,F,1993-02-01,2276.6278528253
AV1,A,H,F,1993-03-01,2301.8420053254
AV1,A,H,F,1993-04-01,2385.8891803259
AV1,A,H,F,1993-05-01,2383.7880009509
AV1,A,H,F,1993-06-01,2299.7408259504
AV1,A,H,F,1993-07-01,2292.3866981379
AV1,A,H,F,1993-08-01,2331.2585165756
AV1,A,H,F,1993-09-01,2350.1691309507
AV1,A,H,F,1993-10-01,2392.1927184509
AV1,A,H,F,1993-11-01,2395.3444875135
AV1,A,H,F,1993-12-01,2329.1573372006
AV1,A,H,F,1994-01-01,2427.9127678261
AV1,A,H,F,1994-02-01,2415.3056915761
AV1,A,H,F,1994-03-01,2439.4692543887
AV1,A,H,F,1994-04-01,2500.4034562641
AV1,A,H,F,1994-05-01,2551.8823509518
AV1,A,H,F,1994-06-01,2632.7777568898
AV1,A,H,F,1994-07-01,2641.1824743898
AV1,A,H,F,1994-08-01,2620.1706806397
AV1,A,H,F,1994-09-01,2619.1200909522
AV1,A,H,F,1994-10-01,2645.3848331399
AV1,A,H,F,1994-11-01,2643.2836537649
AV1,A,H,F,1994-12-01,2246.1607518876
AV1,A,H,F,1995-01-01,2209.3901128249
AV1,A,H,F,1995-02-01,2187.3277293873
AV1,A,H,F,1995-03-01,2200.9853953249
AV1,A,H,F,1995-04-01,2205.1877540749
AV1,A,H,F,1995-05-01,2226.199547825
AV1,A,H,F,1995-06-01,2239.8572137626
AV1,A,H,F,1995-07-01,2219.8960097
AV1,A,H,F,1995-08-01,2271.3749043878
AV1,A,H,F,1995-09-01,2224.09836845
AV1,A,H,F,1995-10-01,2214.6430612624
AV1,A,H,F,1995-11-01,2469.9363553264
AV1,A,H,F,1995-12-01,3247.3727240808
AV1,A,H,F,1996-01-01,3151.7690625177
AV1,A,H,F,1996-02-01,3091.8854503299
AV1,A,H,F,1996-03-01,3120.2513718925
AV1,A,H,F,1996-04-01,3166.4773181428
AV1,A,H,F,1996-05-01,2975.2699950167
AV1,A,H,F,1996-06-01,3246.3221343932
AV1,A,H,F,1996-07-01,3257.8786209558
AV1,A,H,F,1996-08-01,3288.3457218935
AV1,A,H,F,1996-09-01,3332.4704887687
AV1,A,H,F,1996-10-01,3373.4434865815
AV1,A,H,F,1996-11-01,3366.0893587689
AV1,A,H,F,1996-12-01,3542.5884262699
AV1,A,H,F,1997-01-01,3734.8463390835
AV1,A,H,F,1997-02-01,3786.3252337713
AV1,A,H,F,1997-03-01,3741.1498772085
AV1,A,H,F,1997-04-01,3702.2780587708
AV1,A,H,F,1997-05-01,3615.0791147078
AV1,A,H,F,1997-06-01,3591
AV1,A,H,F,1997-07-01,3792
AV1,A,H,F,1997-08-01,3773
AV1,A,H,F,1997-09-01,3671
AV1,A,H,F,1997-10-01,3624
AV1,A,H,F,1997-11-01,3592
AV1,A,H,F,1997-12-01,3571
AV1,A,H,F,1998-01-01,3568
AV1,A,H,F,1998-02-01,3567
AV1,A,H,F,1998-03-01,3679
AV1,A,H,F,1998-04-01,3649
AV1,A,H,F,1998-05-01,3685
AV1,A,H,F,1998-06-01,3426
AV1,A,H,F,1998-07-01,3291
AV1,A,H,F,1998-08-01,3204
AV1,A,H,F,1998-09-01,3481
AV1,A,H,F,1998-10-01,13366
AV1,A,H,F,1998-11-01,10633
AV1,A,H,F,1998-12-01,10103
AV1,A,H,F,1999-01-01,10541
AV1,A,H,F,1999-02-01,11192
AV1,A,H,F,1999-03-01,11729
AV1,A,H,F,1999-04-01,13066
AV1,A,H,F,1999-05-01,13145
AV1,A,H,F,1999-06-01,11054
AV1,A,H,F,1999-07-01,9925
AV1,A,H,F,1999-08-01,10517
AV1,A,H,F,1999-09-01,10965
AV1,A,H,F,1999-10-01,10596
AV1,A,H,F,1999-11-01,8783
AV1,A,H,F,1999-12-01,8491
AV1,A,H,F,2000-01-01,8636
AV1,A,H,F,2000-02-01,9126
AV1,A,H,F,2000-03-01,9427
AV1,A,H,F,2000-04-01,10740
AV1,A,H,F,2000-05-01,10053
AV1,A,H,F,2000-06-01,9547
AV1,A,H,F,2000-07-01,9994
AV1,A,H,F,2000-08-01,9460
AV1,A,H,F,2000-09-01,10823
AV1,A,H,F,2000-10-01,11465
AV1,A,H,F,2000-11-01,12123
AV1,A,H,F,2000-12-01,3549
AV1,A,H,F,2001-01-01,3172
AV1,A,H,F,2001-02-01,3177
AV1,A,H,F,2001-03-01,3275
AV1,A,H,F,2001-04-01,3448
AV1,A,H,F,2001-05-01,3210
AV1,A,H,F,2001-06-01,3189
AV1,A,H,F,2001-07-01,3248
AV1,A,H,F,2001-08-01,3173
AV1,A,H,F,2001-09-01,3313
AV1,A,H,F,2001-10-01,3146
AV1,A,H,F,2001-11-01,3537
AV1,A,H,F,2001-12-01,3509
AV1,A,H,F,2002-01-01,3662
AV1,A,H,F,2002-02-01,4174
AV1,A,H,F,2002-03-01,4948
AV1,A,H,F,2002-04-01,3656
AV1,A,H,F,2002-05-01,3694
AV1,A,H,F,2002-06-01,3826
AV1,A,H,F,2002-07-01,3851
AV1,A,H,F,2002-08-01,3907
AV1,A,H,F,2002-09-01,4361
AV1,A,H,F,2002-10-01,3985
AV1,A,H,F,2002-11-01,4059
AV1,A,H,F,2002-12-01,4011
AV1,A,H,F,2003-01-01,3929
AV1,A,H,F,2003-02-01,3971
AV1,A,H,F,2003-03-01,4157
AV1,A,H,F,2003-04-01,4271
AV1,A,H,F,2003-05-01,4349
AV1,A,H,F,2003-06-01,4493
AV1,A,H,F,2003-07-01,4566
AV1,A,H,F,2003-08-01,4663
AV1,A,H,F,2003-09-01,4703
AV1,A,H,F,2003-10-01,4959
AV1,A,H,F,2003-11-01,5018
AV1,A,H,F,2003-12-01,5128
AV1,A,H,F,2004-01-01,5131
AV1,A,H,F,2004-02-01,5550
AV1,A,H,F,2004-03-01,5130
AV1,A,H,F,2004-04-01,5277
AV1,A,H,F,2004-05-01,5376
AV1,A,H,F,2004-06-01,5578
AV1,A,H,F,2004-07-01,5720
AV1,A,H,F,2004-08-01,6361
AV1,A,H,F,2004-09-01,5763
AV1,A,H,F,2004-10-01,5717
AV1,A,H,F,2004-11-01,5684
AV1,A,H,F,2004-12-01,5852
AV1,A,H,F,2005-01-01,6214
AV1,A,H,F,2005-02-01,5663
AV1,A,H,F,2005-03-01,5636
AV1,A,H,F,2005-04-01,5744
AV1,A,H,F,2005-05-01,5744
AV1,A,H,F,2005-06-01,5625
AV1,A,H,F,2005-07-01,5621
AV1,A,H,F,2005-08-01,5582
AV1,A,H,F,2005-09-01,5659
AV1,A,H,F,2005-10-01,5636
AV1,A,H,F,2005-11-01,5639
AV1,A,H,F,2005-12-01,6133
AV1,A,H,F,2006-01-01,6086
AV1,A,H,F,2006-02-01,6102
AV1,A,H,F,2006-03-01,6070
AV1,A,H,F,2006-04-01,3430
AV1,A,H,F,2006-05-01,3344
AV1,A,H,F,2006-06-01,3510
AV1,A,H,F,2006-07-01,3537
AV1,A,H,F,2006-08-01,3589
AV1,A,H,F,2006-09-01,3625
AV1,A,H,F,2006-10-01,3642
AV1,A,H,F,2006-11-01,3709
AV1,A,H,F,2006-12-01,3763
AV1,A,H,F,2007-01-01,3701
AV1,A,H,F,2007-02-01,3778
AV1,A,H,F,2007-03-01,3701
AV1,A,H,F,2007-04-01,3813
AV1,A,H,F,2007-05-01,3739
AV1,A,H,F,2007-06-01,3763
AV1,A,H,F,2007-07-01,3976
AV1,A,H,F,2007-08-01,4196
AV1,A,H,F,2007-09-01,4296
AV1,A,H,F,2007-10-01,4339
AV1,A,H,F,2007-11-01,4347
AV1,A,H,F,2007-12-01,4447
AV1,A,H,F,2008-01-01,4341
AV1,A,H,F,2008-02-01,4354
AV1,A,H,F,2008-03-01,4059
AV1,A,H,F,2008-04-01,4237
AV1,A,H,F,2008-05-01,4543
AV1,A,H,F,2008-06-01,4632
AV1,A,H,F,2008-07-01,4717
AV1,A,H,F,2008-08-01,4727
AV1,A,H,F,2008-09-01,4557
AV1,A,H,F,2008-10-01,4405
AV1,A,H,F,2008-11-01,4700
AV1,A,H,F,2008-12-01,4377
AV1,A,H,F,2009-01-01,4394
AV1,A,H,F,2009-02-01,4401
AV1,A,H,F,2009-03-01,4284
AV1,A,H,F,2009-04-01,4351
AV1,A,H,F,2009-05-01,4486
AV1,A,H,F,2009-06-01,4537
AV1,A,H,F,2009-07-01,4611
AV1,A,H,F,2009-08-01,4571
AV1,A,H,F,2009-09-01,4602
AV1,A,H,F,2009-10-01,4621
AV1,A,H,F,2009-11-01,4550
AV1,A,H,F,2009-12-01,4716
AV1,A,H,F,2010-01-01,4741
AV1,A,H,F,2010-02-01,4758
AV1,A,H,F,2010-03-01,4668
AV1,A,H,F,2010-04-01,4580
AV1,A,H,F,2010-05-01,4994
AV1,A,H,F,2010-06-01,5003
AV1,A,H,F,2010-07-01,4906
AV1,A,H,F,2010-08-01,4879
AV1,A,H,F,2010-09-01,4784
AV1,A,H,F,2010-10-01,4939
AV1,A,H,F,2010-11-01,4921
AV1,A,H,F,2010-12-01,4960
AV1,A,H,F,2011-01-01,4895
AV1,A,H,F,2011-02-01,4870
AV1,A,H,F,2011-03-01,4928
AV1,A,H,F,2011-04-01,4784
AV1,A,H,F,2011-05-01,4903
AV1,A,H,F,2011-06-01,5100
AV1,A,H,F,2011-07-01,4914
AV1,A,H,F,2011-08-01,4938
AV1,A,H,F,2011-09-01,4776
AV1,A,H,F,2011-10-01,4972
AV1,A,H,F,2011-11-01,5029
AV1,A,H,F,2011-12-01,5652
AV1,A,H,F,2012-01-01,5565
AV1,A,H,F,2012-02-01,5565
AV1,A,H,F,2012-03-01,5764
AV1,A,H,F,2012-04-01,5570
AV1,A,H,F,2012-05-01,5733
AV1,A,H,F,2012-06-01,5791
AV1,A,H,F,2012-07-01,6222
AV1,A,H,F,2012-08-01,6033
AV1,A,H,F,2012-09-01,6181
AV1,A,H,F,2012-10-01,5803
AV1,A,H,F,2012-11-01,5722
AV1,A,H,F,2012-12-01,5895
AV1,A,H,F,2013-01-01,5912
AV1,A,H,F,2013-02-01,5937
AV1,A,H,F,2013-03-01,6040
AV1,A,H,F,2013-04-01,6252
AV1,A,H,F,2013-05-01,6240
AV1,A,H,F,2013-06-01,6193
AV1,A,H,F,2013-07-01,6170
AV1,A,H,F,2013-08-01,6234
AV1,A,H,F,2013-09-01,6258
AV1,A,H,F,2013-10-01,6663
AV1,A,H,F,2013-11-01,6658
AV1,A,H,F,2013-12-01,7545
AV1,A,H,F,2014-01-01,7754
AV1,A,H,F,2014-02-01,7662
AV1,A,H,F,2014-03-01,7647
AV1,A,H,F,2014-04-01,7681
AV1,A,H,F,2014-05-01,7759
AV1,A,H,F,2014-06-01,7842
AV1,A,H,F,2014-07-01,7894
AV1,A,H,F,2014-08-01,7804
AV1,A,H,F,2014-09-01,7756
AV1,A,H,F,2014-10-01,7906
AV1,A,H,F,2014-11-01,7730
AV1,A,H,F,2014-12-01,8180
AV1,A,H,F,2015-01-01,7429
AV1,A,H,F,2015-02-01,7644
AV1,A,H,F,2015-03-01,7604
AV1,A,H,F,2015-04-01,7953
AV1,A,H,F,2015-05-01,7962
AV1,A,H,F,2015-06-01,8231
AV1,A,H,F,2015-07-01,8244
AV1,A,H,F,2015-08-01,8362
AV1,A,H,F,2015-09-01,8349
AV1,A,H,F,2015-10-01,8451
AV1,A,H,F,2015-11-01,8536
AV1,A,H,F,2015-12-01,8606
AV1,A,H,F,2016-01-01,8546
AV1,A,H,F,2016-02-01,8154
AV1,A,H,F,2016-03-01,8198
AV1,A,H,F,2016-04-01,8262
AV1,A,H,F,2016-05-01,8356
AV1,A,H,F,2016-06-01,8005
AV1,A,H,F,2016-07-01,7877
AV1,A,H,F,2016-08-01,7867
AV1,A,H,F,2016-09-01,7613
AV1,A,H,F,2016-10-01,7363
AV1,A,H,F,2016-11-01,7816
AV1,A,H,F,2016-12-01,7571
AV1,A,H,F,2017-01-01,7499
AV1,A,H,F,2017-02-01,7609
AV1,A,H,F,2017-03-01,7482
AV1,A,H,F,2017-04-01,7342
AV1,A,H,F,2017-05-01,7424
AV1,A,H,F,2017-06-01,7520
AV1,A,H,F,2017-07-01,7679
AV1,A,H,F,2017-08-01,7782
AV1,A,H,F,2017-09-01,7896
AV1,A,H,F,2017-10-01,7980
AV1,A,H,F,2017-11-01,8275
AV1,A,H,F,2017-12-01,8816
AV1,A,H,F,2018-01-01,8762
AV1,A,H,F,2018-02-01,8628
AV1,A,H,F,2018-03-01,8718
AV1,A,H,F,2018-04-01,8891
AV1,A,H,F,2018-05-01,8707
AV1,A,H,F,2018-06-01,8903
AV1,A,H,F,2018-07-01,9100
AV1,A,H,F,2018-08-01,8965
AV1,A,H,F,2018-09-01,9239
AV1,A,H,F,2018-10-01,9474
AV1,A,H,F,2018-11-01,9361
AV1,A,H,F,2018-12-01,9440
AV1,A,H,F,2019-01-01,9528
AV1,A,H,F,2019-02-01,9615
AV1,A,H,F,2019-03-01,9420
AV1,A,H,F,2019-04-01,9756
AV1,A,H,F,2019-05-01,9647
AV1,A,H,F,2019-06-01,9484
AV1,A,H,F,2019-07-01,9443
AV1,A,H,F,2019-08-01,9317
AV1,A,H,F,2019-09-01,9412
AV1,A,H,F,2019-10-01,9516
AV1,A,H,F,2019-11-01,9615
AV1,A,H,F,2019-12-01,9809
AV1,A,H,F,2020-01-01,9643
AV1,A,H,F,2020-02-01,9600
AV1,A,H,F,2020-03-01,9842
AV1,A,H,F,2020-04-01,9491
AV1,A,H,F,2020-05-01,10008
AV1,A,H,F,2020-06-01,9828
AV1,A,H,F,2020-07-01,10001
AV1,A,H,F,2020-08-01,10098
AV1,A,H,F,2020-09-01,10069
AV1,A,H,F,2020-10-01,9816
AV1,A,H,F,2020-11-01,9936
AV1,A,H,F,2020-12-01,10631
AV1,A,H,F,2021-01-01,10591
AV1,A,H,F,2021-02-01,10938
AV1,A,H,F,2021-03-01,11249
AV1,A,H,F,2021-04-01,11302
AV1,A,H,F,2021-05-01,11632
AV1,A,H,F,2021-06-01,11639
AV1,A,H,F,2021-07-01,11508
AV1,A,H,F,2021-08-01,11340
AV1,A,H,F,2021-09-01,11219
AV1,A,H,F,2021-10-01,11305
AV1,A,H,F,2021-11-01,10980
AV1,A,H,F,2021-12-01,11165
AV1,A,H,F,2022-01-01,11272
AV1,A,H,F,2022-02-01,11458
AV1,A,H,F,2022-03-01,11595
AV1,A,H,F,2022-04-01,11676
AV1,A,H,F,2022-05-01,11998
AV1,A,H,F,2022-06-01,11336
AV1,A,H,F,2022-07-01,11438
AV1,A,H,F,2022-08-01,11376
AV1,A,H,F,2022-09-01,10984
AV1,A,H,F,2022-10-01,11112
AV1,A,H,F,2022-11-01,11319
AV1,A,H,F,2022-12-01,11445
AV1,A,H,F,2023-01-01,11390
AV1,A,H,F,2023-02-01,11718
AV1,A,H,F,2023-03-01,12232
AV1,A,H,F,2023-04-01,12254
AV1,A,H,F,2023-05-01,12264
AV1,A,H,F,2023-06-01,12027
