D0,D1,D2,date,value
FH,L1015J,75PQP,2022-04-01,1.8925
FH,L1015J,75PQP,2022-05-01,2.185
FH,L1015J,75PQP,2022-06-01,2.3875
FH,L1015J,75PQP,2022-07-01,2.7465
FH,L1015J,75PQP,2022-08-01,2.335
FH,L1015J,75PQP,2022-09-01,2.865
FH,L1015J,75PQP,2022-10-01,3.1
FH,L1015J,75PQP,2022-11-01,2.7575
FH,L1015J,75PQP,2022-12-01,2.75
FH,L1015J,75PQP,2023-01-01,2.8825
FH,L1015J,75PQP,2023-02-01,2.9
FH,L1015J,75PQP,2023-03-01,2.99
FH,L1015J,75PQP,2023-04-01,2.96
FH,L1015J,75PQP,2023-05-01,3.1825
FH,L1015J,75PQP,2023-06-01,2.995
FH,L1015J,75PQP,2023-07-01,2.9975
FH,L1015J,75PQP,2023-08-01,2.905
FH,L1015J,75PQP,2023-09-01,2.9
FH,L1015J,75PQP,2023-10-01,2.995
FH,L1015J,75PQP,2023-11-01,2.965
FH,L1015J,75PQP,2023-12-01,2.55
FH,L1015J,75PQP,2024-01-01,2.5
FH,L1015J,75PQP,2024-02-01,2.63
FH,L1015J,75PQP,2024-03-01,2.4
FH,L1015J,75PQP,2024-04-01,2.525
FH,L1015J,75PQP,2024-05-01,2.49
FH,L1015J,75PQP,2024-06-01,2.41
FH,L1015J,75PQP,2024-07-01,2.3025
FH,L1015J,75PQP,2024-08-01,2.07
FH,L1015J,75PQP,2024-09-01,2.1
FH,L1015J,75PQP,2024-10-01,2
FH,L1015J,75PQP,2024-11-01,1.95
FH,L1015J,75PQP,2024-12-01,1.75
FH,L1015J,75PQP,2025-01-01,1.81
FH,L1015J,75PQP,2025-02-01,1.865
FH,L1015J,75PQP,2025-03-01,1.98
FH,L1015J,75PQP,2025-04-01,1.91
FH,L1015J,75PQP,2025-05-01,1.89
FH,L1015J,75PQP,2025-06-01,1.82
FH,L1015J,75PQP,2025-07-01,1.845
FH,L1015J,75PQP,2025-08-01,1.79
FH,L1015J,75PQP,2025-09-01,1.855
FH,L1015J,75PQP,2025-10-01,1.9075
FH,L1015J,75PQP,2025-11-01,1.78
FH,L1015J,75PQP,2025-12-01,1.91
FH,L1015J,75PQP,2026-01-01,1.91
FH,L1015J,75PQP,2026-02-01,1.93
FH,L1015J,75PQP,2026-03-01,1.895
FH,L1015J,75PQP,2026-04-01,1.92
FH,L1015J,75PQP,2026-05-01,2
FH,L1015J,AK,2009-05-01,37
FH,L1015J,AK,2009-06-01,41
FH,L1015J,AK,2009-07-01,29
FH,L1015J,AK,2009-08-01,26
FH,L1015J,AK,2009-09-01,30
FH,L1015J,AK,2009-10-01,23
FH,L1015J,AK,2009-11-01,29
FH,L1015J,AK,2009-12-01,48
FH,L1015J,AK,2010-01-01,21
FH,L1015J,AK,2010-02-01,32
FH,L1015J,AK,2010-03-01,46
FH,L1015J,AK,2010-04-01,44
FH,L1015J,AK,2010-05-01,33
FH,L1015J,AK,2010-06-01,75
FH,L1015J,AK,2010-07-01,84
FH,L1015J,AK,2010-08-01,118
FH,L1015J,AK,2010-09-01,138
FH,L1015J,AK,2010-10-01,123
FH,L1015J,AK,2010-11-01,111
FH,L1015J,AK,2010-12-01,123
FH,L1015J,AK,2011-01-01,78
FH,L1015J,AK,2011-02-01,67
FH,L1015J,AK,2011-03-01,89
FH,L1015J,AK,2011-04-01,60
FH,L1015J,AK,2011-05-01,51
FH,L1015J,AK,2011-06-01,65
FH,L1015J,AK,2011-07-01,49
FH,L1015J,AK,2011-08-01,63
FH,L1015J,AK,2011-09-01,96
FH,L1015J,AK,2011-10-01,79
FH,L1015J,AK,2011-11-01,70
FH,L1015J,AK,2011-12-01,158
FH,L1015J,AK,2012-01-01,99
FH,L1015J,AK,2012-02-01,98
FH,L1015J,AK,2012-03-01,97
FH,L1015J,AK,2012-04-01,95
FH,L1015J,AK,2012-05-01,114
FH,L1015J,AK,2012-06-01,139
FH,L1015J,AK,2012-07-01,131
FH,L1015J,AK,2012-08-01,95
FH,L1015J,AK,2012-09-01,112
FH,L1015J,AK,2012-10-01,122
FH,L1015J,AK,2012-11-01,135
FH,L1015J,AK,2012-12-01,215
FH,L1015J,AK,2013-01-01,159
FH,L1015J,AK,2013-02-01,124
FH,L1015J,AK,2013-03-01,141
FH,L1015J,AK,2013-04-01,99
FH,L1015J,AK,2013-05-01,94
FH,L1015J,AK,2013-06-01,97
FH,L1015J,AK,2013-07-01,80
FH,L1015J,AK,2013-08-01,58
FH,L1015J,AK,2013-09-01,57
FH,L1015J,AK,2013-10-01,57
FH,L1015J,AK,2013-11-01,56
FH,L1015J,AK,2013-12-01,92
FH,L1015J,AK,2014-01-01,71
FH,L1015J,AK,2014-02-01,60
FH,L1015J,AK,2014-03-01,68
FH,L1015J,AK,2014-04-01,45
FH,L1015J,AK,2014-05-01,46
FH,L1015J,AK,2014-06-01,63
FH,L1015J,AK,2014-07-01,58
FH,L1015J,AK,2014-08-01,58
FH,L1015J,AK,2014-09-01,86
FH,L1015J,AK,2014-10-01,78
FH,L1015J,AK,2014-11-01,71
FH,L1015J,AK,2014-12-01,195
FH,L1015J,AK,2015-01-01,240
FH,L1015J,AK,2015-02-01,189
FH,L1015J,AK,2015-03-01,167
FH,L1015J,AK,2015-04-01,129
FH,L1015J,AK,2015-05-01,73
FH,L1015J,AK,2015-06-01,103
FH,L1015J,AK,2015-07-01,74
FH,L1015J,AK,2015-08-01,49
FH,L1015J,AK,2015-09-01,69
FH,L1015J,AK,2015-10-01,65
FH,L1015J,AK,2015-11-01,81
FH,L1015J,AK,2015-12-01,104
FH,L1015J,AK,2016-01-01,67
FH,L1015J,AK,2016-02-01,77
FH,L1015J,AK,2016-03-01,84
FH,L1015J,AK,2016-04-01,98
FH,L1015J,AK,2016-05-01,59
FH,L1015J,AK,2016-06-01,83
FH,L1015J,AK,2016-07-01,98
FH,L1015J,AK,2016-08-01,68
FH,L1015J,AK,2016-09-01,93
FH,L1015J,AK,2016-10-01,54
FH,L1015J,AK,2016-11-01,63
FH,L1015J,AK,2016-12-01,121
FH,L1015J,AK,2017-01-01,71
FH,L1015J,AK,2017-02-01,68
FH,L1015J,AK,2017-03-01,105
FH,L1015J,AK,2017-04-01,71
FH,L1015J,AK,2017-05-01,73
FH,L1015J,AK,2017-06-01,77
FH,L1015J,AK,2017-07-01,63
FH,L1015J,AK,2017-08-01,48
FH,L1015J,AK,2017-09-01,60
FH,L1015J,AK,2017-10-01,55
FH,L1015J,AK,2017-11-01,65
FH,L1015J,AK,2017-12-01,105
FH,L1015J,AK,2018-01-01,81
FH,L1015J,AK,2018-02-01,53
FH,L1015J,AK,2018-03-01,89
FH,L1015J,AK,2018-04-01,85
FH,L1015J,AK,2018-05-01,64
