sector,asset,date,value
S14,6010,2007-01-01,218.522
S14,6010,2008-01-01,194.55
S14,6010,2009-01-01,175.612
S14,6010,2010-01-01,157.765
S14,6010,2011-01-01,201.777
S14,6010,2012-01-01,202.235
S14,6010,2013-01-01,186.085
S14,6010,2014-01-01,213.541
S14,6010,2015-01-01,217.746
S14,6010,2016-01-01,213.611
S14,6010,2017-01-01,214.648
S14,6010,2018-01-01,197.933
S14,6010,2019-01-01,205.848
S14,6010,2020-01-01,227.48
S14,6010,2021-01-01,301.998
S14,6010,2022-01-01,272.179
S14,6010,2023-01-01,234.459
S14,6011,1995-01-01,16982.2448079631
S14,6011,1996-01-01,15091.5981830104
S14,6011,1997-01-01,14488.5125235008
S14,6011,1998-01-01,14991.9148532549
S14,6011,1999-01-01,14664.131891871
S14,6011,2000-01-01,14773.7088531472
S14,6011,2001-01-01,14391.0319337723
S14,6011,2002-01-01,13912.733791049
S14,6011,2003-01-01,15630.982538736
S14,6011,2004-01-01,16811.0216465653
S14,6011,2005-01-01,17455.9603777542
S14,6011,2006-01-01,17640.0075256273
S14,6011,2007-01-01,17577.5779657042
S14,6011,2008-01-01,17296.0647272353
S14,6011,2009-01-01,17586.7165465873
S14,6011,2010-01-01,18357.1644616674
S14,6011,2011-01-01,19206.041070086
S14,6011,2012-01-01,19610.8522538385
S14,6011,2013-01-01,19938.6964237316
S14,6011,2014-01-01,20115.7314671001
S14,6011,2015-01-01,20381.898566737
S14,6011,2016-01-01,19950.6838536701
S14,6011,2017-01-01,19934.6858290557
S14,6011,2018-01-01,19766.7761784521
S14,6011,2019-01-01,18827.7309792764
S14,6011,2020-01-01,18528.9240181885
S14,6011,2021-01-01,18762.8922947119
S14,6011,2022-01-01,19038.8782117372
S14,6011,2023-01-01,18553.195545708
S14,P5111_N111_112G,1995-01-01,17220.7848079631
S14,P5111_N111_112G,1996-01-01,15293.2041830104
S14,P5111_N111_112G,1997-01-01,14718.6085235008
S14,P5111_N111_112G,1998-01-01,15219.2258532549
S14,P5111_N111_112G,1999-01-01,14876.533891871
S14,P5111_N111_112G,2000-01-01,14972.9628531472
S14,P5111_N111_112G,2001-01-01,14592.8439337723
S14,P5111_N111_112G,2002-01-01,14111.807791049
S14,P5111_N111_112G,2003-01-01,15819.105538736
S14,P5111_N111_112G,2004-01-01,17013.7456465653
S14,P5111_N111_112G,2005-01-01,17652.6433777542
S14,P5111_N111_112G,2006-01-01,17848.9195256273
S14,P5111_N111_112G,2007-01-01,17796.0999657042
S14,P5111_N111_112G,2008-01-01,17490.6147272353
S14,P5111_N111_112G,2009-01-01,17762.3285465873
S14,P5111_N111_112G,2010-01-01,18514.9294616674
S14,P5111_N111_112G,2011-01-01,19407.818070086
S14,P5111_N111_112G,2012-01-01,19813.0872538385
S14,P5111_N111_112G,2013-01-01,20124.7814237316
S14,P5111_N111_112G,2014-01-01,20329.2724671001
S14,P5111_N111_112G,2015-01-01,20599.644566737
S14,P5111_N111_112G,2016-01-01,20164.2948536701
S14,P5111_N111_112G,2017-01-01,20149.3338290557
S14,P5111_N111_112G,2018-01-01,19964.7091784521
S14,P5111_N111_112G,2019-01-01,19033.5789792764
S14,P5111_N111_112G,2020-01-01,18756.4040181885
S14,P5111_N111_112G,2021-01-01,19064.8902947119
S14,P5111_N111_112G,2022-01-01,19311.0572117372
S14,P5111_N111_112G,2023-01-01,18787.654545708
S14,P5111_N113T117G,1995-01-01,7642.83726333406
S14,P5111_N113T117G,1996-01-01,7452.68026903739
S14,P5111_N113T117G,1997-01-01,8059.91184443261
S14,P5111_N113T117G,1998-01-01,8468.76339416038
S14,P5111_N113T117G,1999-01-01,9322.79297629012
S14,P5111_N113T117G,2000-01-01,9791.63782956866
S14,P5111_N113T117G,2001-01-01,8689.35625219874
S14,P5111_N113T117G,2002-01-01,8160.31444072301
S14,P5111_N113T117G,2003-01-01,8034.12014514518
S14,P5111_N113T117G,2004-01-01,8621.84012838271
S14,P5111_N113T117G,2005-01-01,8852.91980124893
S14,P5111_N113T117G,2006-01-01,8596.58498384376
S14,P5111_N113T117G,2007-01-01,9692.41808727539
S14,P5111_N113T117G,2008-01-01,10052.6841593504
S14,P5111_N113T117G,2009-01-01,8581.96603660369
S14,P5111_N113T117G,2010-01-01,8993.11486777529
S14,P5111_N113T117G,2011-01-01,6767.19432940095
S14,P5111_N113T117G,2012-01-01,5785.89130218572
S14,P5111_N113T117G,2013-01-01,6069.12958887472
S14,P5111_N113T117G,2014-01-01,5567.04360446305
S14,P5111_N113T117G,2015-01-01,4968.62016279427
S14,P5111_N113T117G,2016-01-01,4983.17146710918
S14,P5111_N113T117G,2017-01-01,4854.8593513033
S14,P5111_N113T117G,2018-01-01,5244.51765919487
S14,P5111_N113T117G,2019-01-01,4811.97612948493
S14,P5111_N113T117G,2020-01-01,4046.0624616595
S14,P5111_N113T117G,2021-01-01,4630.62824660491
S14,P5111_N113T117G,2022-01-01,4700.41779273568
S14,P5111_N113T117G,2023-01-01,4931.66033220088
S14,P5111_N113T117G,2024-01-01,4902.84504845354
S15,6010,1995-01-01,37.168
S15,6010,1996-01-01,44.443
S15,6010,1997-01-01,41.801
S15,6010,1998-01-01,39.449
S15,6010,1999-01-01,28.52
S15,6010,2000-01-01,33.73
S15,6010,2001-01-01,36.67
S15,6010,2002-01-01,36.698
S15,6010,2003-01-01,53.238
S15,6010,2004-01-01,50.784
S15,6010,2005-01-01,24.622
S15,6010,2006-01-01,38.389
S15,6010,2007-01-01,38.718
S15,6010,2008-01-01,36.021
S15,6010,2009-01-01,54.527
S15,6010,2010-01-01,29.635
S15,6010,2011-01-01,30.748
S15,6010,2012-01-01,43.881
S15,6010,2013-01-01,49.921
S15,6010,2014-01-01,50.044
S15,6010,2015-01-01,45.176
S15,6010,2016-01-01,55.576
S15,6010,2017-01-01,53.333
S15,6010,2018-01-01,64.017
S15,6010,2019-01-01,70.87
S15,6010,2020-01-01,51.077
S15,6010,2021-01-01,52.758
S15,6010,2022-01-01,57.053
S15,6010,2023-01-01,54.987
S15,6011,1995-01-01,1296.92338171746
S15,6011,1996-01-01,1229.1536410938
S15,6011,1997-01-01,1328.1579906112
S15,6011,1998-01-01,1176.324282096
S15,6011,1999-01-01,915.553237752
S15,6011,2000-01-01,1063.34064472033
S15,6011,2001-01-01,1218.98266258221
S15,6011,2002-01-01,1042.17754326239
S15,6011,2003-01-01,1189.46136721861
S15,6011,2004-01-01,1358.1162290174
S15,6011,2005-01-01,1357.24494287808
S15,6011,2006-01-01,1401.2288850871
S15,6011,2007-01-01,1624.42074069981
S15,6011,2008-01-01,1879.03469551775
S15,6011,2009-01-01,1819.24259581377
S15,6011,2010-01-01,1805.79591328635
S15,6011,2011-01-01,1800.78424940302
S15,6011,2012-01-01,1760.0924821137
S15,6011,2013-01-01,1910.47371935935
S15,6011,2014-01-01,2239.34938284747
S15,6011,2015-01-01,2720.07031678942
S15,6011,2016-01-01,2703.08802559917
S15,6011,2017-01-01,2674.33239129325
S15,6011,2018-01-01,2708.49410746101
S15,6011,2019-01-01,2861.62381558593
S15,6011,2020-01-01,2920.86144489996
S15,6011,2021-01-01,2809.88286307628
S15,6011,2022-01-01,2648.64537577899
S15,6011,2023-01-01,2481.29744247427
S15,P5111_N111_112G,1995-01-01,1334.09138171746
S15,P5111_N111_112G,1996-01-01,1273.5966410938
S15,P5111_N111_112G,1997-01-01,1369.9589906112
S15,P5111_N111_112G,1998-01-01,1215.773282096
S15,P5111_N111_112G,1999-01-01,944.073237752
S15,P5111_N111_112G,2000-01-01,1097.07064472033
S15,P5111_N111_112G,2001-01-01,1255.65266258221
S15,P5111_N111_112G,2002-01-01,1078.87554326239
S15,P5111_N111_112G,2003-01-01,1242.69936721861
S15,P5111_N111_112G,2004-01-01,1408.9002290174
S15,P5111_N111_112G,2005-01-01,1381.86694287808
S15,P5111_N111_112G,2006-01-01,1439.6178850871
S15,P5111_N111_112G,2007-01-01,1663.13874069981
S15,P5111_N111_112G,2008-01-01,1915.05569551775
S15,P5111_N111_112G,2009-01-01,1873.76959581377
S15,P5111_N111_112G,2010-01-01,1835.43091328635
S15,P5111_N111_112G,2011-01-01,1831.53224940302
S15,P5111_N111_112G,2012-01-01,1803.9734821137
S15,P5111_N111_112G,2013-01-01,1960.39471935935
S15,P5111_N111_112G,2014-01-01,2289.39338284747
S15,P5111_N111_112G,2015-01-01,2765.24631678942
S15,P5111_N111_112G,2016-01-01,2758.66402559917
S15,P5111_N111_112G,2017-01-01,2727.66539129325
S15,P5111_N111_112G,2018-01-01,2772.51110746101
S15,P5111_N111_112G,2019-01-01,2932.49381558593
S15,P5111_N111_112G,2020-01-01,2971.93844489996
S15,P5111_N111_112G,2021-01-01,2862.64086307628
S15,P5111_N111_112G,2022-01-01,2705.69837577899
S15,P5111_N111_112G,2023-01-01,2536.28444247427
S15,P5111_N113T117G,1995-01-01,469.753409158251
S15,P5111_N113T117G,1996-01-01,419.935108225908
S15,P5111_N113T117G,1997-01-01,342.466239692347
S15,P5111_N113T117G,1998-01-01,378.47946096298
S15,P5111_N113T117G,1999-01-01,351.799394021218
S15,P5111_N113T117G,2000-01-01,334.112775245247
S15,P5111_N113T117G,2001-01-01,355.212342834457
S15,P5111_N113T117G,2002-01-01,342.792298497169
S15,P5111_N113T117G,2003-01-01,330.671200670913
S15,P5111_N113T117G,2004-01-01,433.588818159501
S15,P5111_N113T117G,2005-01-01,587.07614292871
S15,P5111_N113T117G,2006-01-01,650.050469734814
S15,P5111_N113T117G,2007-01-01,494.920974879348
S15,P5111_N113T117G,2008-01-01,574.935414799535
S15,P5111_N113T117G,2009-01-01,473.764029013098
S15,P5111_N113T117G,2010-01-01,518.461939655493
S15,P5111_N113T117G,2011-01-01,442.140226378855
S15,P5111_N113T117G,2012-01-01,417.475500175142
S15,P5111_N113T117G,2013-01-01,434.804917659992
S15,P5111_N113T117G,2014-01-01,480.793106589162
S15,P5111_N113T117G,2015-01-01,554.282479036114
S15,P5111_N113T117G,2016-01-01,529.175020138897
S15,P5111_N113T117G,2017-01-01,539.744137822023
S15,P5111_N113T117G,2018-01-01,500.95409917994
S15,P5111_N113T117G,2019-01-01,472.838920167311
S15,P5111_N113T117G,2020-01-01,518.53063112117
S15,P5111_N113T117G,2021-01-01,445.36661418192
S15,P5111_N113T117G,2022-01-01,491.387485660807
S15,P5111_N113T117G,2023-01-01,533.394684149223
S15,P5111_N113T117G,2024-01-01,541.086456039462
