item,date,value
100_1212,2023-04-01,108.2323
100_1212,2023-05-01,108.8101
100_1212,2023-06-01,109.2311
100_1212,2023-07-01,109.8129
100_1212,2023-08-01,109.6679
100_1212,2023-09-01,109.2889
100_1212,2023-10-01,109.5097
100_1212,2023-11-01,108.9556
100_1212,2023-12-01,109.0099
100_1212,2024-01-01,109.1216
100_1212,2024-02-01,108.8646
100_1212,2024-03-01,108.2602
100_1212,2024-04-01,108.089
100_1212,2024-05-01,108.9828
100_1212,2024-06-01,108.6501
100_1212,2024-07-01,108.9559
100_1212,2024-08-01,108.431
100_1212,2024-09-01,108.4322
100_1212,2024-10-01,108.9997
100_1212,2024-11-01,108.2289
100_1212,2024-12-01,107.3153
100_1212,2025-01-01,108.0061
100_1212,2025-02-01,108.5446
100_1212,2025-03-01,108.3891
100_1212,2025-04-01,108.3084
100_1212,2025-05-01,108.3371
100_1212,2025-06-01,108.3101
100_1212,2025-07-01,107.8707
100_1212,2025-08-01,107.9341
100_1212,2025-09-01,108.0004
100_1212,2025-10-01,108.3084
100_1212,2025-11-01,107.659
100_1212,2025-12-01,108.0791
100_12130,1982-12-01,70.9788
100_12130,1983-01-01,70.9788
100_12130,1983-02-01,70.9788
100_12130,1983-03-01,71.4429
100_12130,1983-04-01,71.4429
100_12130,1983-05-01,71.4429
100_12130,1983-06-01,71.6143
100_12130,1983-07-01,71.6143
100_12130,1983-08-01,71.6143
100_12130,1983-09-01,71.9086
100_12130,1983-10-01,71.9086
100_12130,1983-11-01,71.9086
100_12130,1983-12-01,72.395
100_12130,1984-01-01,72.395
100_12130,1984-02-01,72.395
100_12130,1984-03-01,72.4019
100_12130,1984-04-01,72.4019
100_12130,1984-05-01,72.4019
100_12130,1984-06-01,72.211
100_12130,1984-07-01,72.211
100_12130,1984-08-01,72.211
100_12130,1984-09-01,72.1245
100_12130,1984-10-01,72.1245
100_12130,1984-11-01,72.1245
100_12130,1984-12-01,71.9386
100_12130,1985-01-01,71.9386
100_12130,1985-02-01,71.9386
100_12130,1985-03-01,72.6261
100_12130,1985-04-01,72.6261
100_12130,1985-05-01,72.6261
100_12130,1985-06-01,72.5645
100_12130,1985-07-01,72.5645
100_12130,1985-08-01,72.5645
100_12130,1985-09-01,72.6326
100_12130,1985-10-01,72.6326
100_12130,1985-11-01,72.6326
100_12130,1985-12-01,72.458
100_12130,1986-01-01,72.458
100_12130,1986-02-01,72.458
100_12130,1986-03-01,72.9837
100_12130,1986-04-01,72.9837
100_12130,1986-05-01,72.9837
100_12130,1986-06-01,73.0257
100_12130,1986-07-01,73.0257
100_12130,1986-08-01,73.0257
100_12130,1986-09-01,73.3969
100_12130,1986-10-01,73.3969
100_12130,1986-11-01,73.3969
100_12130,1986-12-01,73.968
100_12130,1987-01-01,73.968
100_12130,1987-02-01,73.968
100_12130,1987-03-01,74.2115
100_12130,1987-04-01,74.2115
100_12130,1987-05-01,74.2115
100_12130,1987-06-01,74.6
100_12130,1987-07-01,74.6
100_12130,1987-08-01,74.6
100_12130,1987-09-01,74.8226
100_12130,1987-10-01,74.8226
100_12130,1987-11-01,74.8226
100_12130,1987-12-01,74.8378
100_12130,1988-01-01,74.8378
100_12130,1988-02-01,74.8378
100_12130,1988-03-01,74.8337
100_12130,1988-04-01,74.8337
100_12130,1988-05-01,74.8337
100_12130,1988-06-01,74.971
100_12130,1988-07-01,74.971
100_12130,1988-08-01,74.971
100_12130,1988-09-01,75.2051
100_12130,1988-10-01,75.2051
100_12130,1988-11-01,75.2051
100_12130,1988-12-01,75.2317
100_12130,1989-01-01,75.2317
100_12130,1989-02-01,75.2317
100_12130,1989-03-01,75.4172
100_12130,1989-04-01,75.4172
100_12130,1989-05-01,75.4172
100_12130,1989-06-01,75.5668
100_12130,1989-07-01,75.5668
100_12130,1989-08-01,75.5668
100_12130,1989-09-01,75.6554
100_12130,1989-10-01,75.6554
100_12130,1989-11-01,75.6554
100_12130,1989-12-01,75.8408
100_12130,1990-01-01,75.8408
100_12130,1990-02-01,75.8408
100_12130,1990-03-01,76.343
100_12130,1990-04-01,76.343
100_12130,1990-05-01,76.343
100_12130,1990-06-01,77.3091
100_12130,1990-07-01,77.3091
100_12130,1990-08-01,77.3091
100_12130,1990-09-01,77.645
100_12130,1990-10-01,77.645
100_12130,1990-11-01,77.645
100_12130,1990-12-01,78.0584
100_12130,1991-01-01,78.0584
100_12130,1991-02-01,78.0584
100_12130,1991-03-01,78.6259
100_12130,1991-04-01,78.6259
100_12130,1991-05-01,78.6259
100_12130,1991-06-01,80.0534
100_12130,1991-07-01,80.0534
100_12130,1991-08-01,80.0534
100_12130,1991-09-01,80.8147
100_12130,1991-10-01,80.8147
100_12130,1991-11-01,80.8147
100_12130,1991-12-01,81.4695
100_12130,1992-01-01,81.4695
100_12130,1992-02-01,81.4695
100_12130,1992-03-01,82.0693
100_12130,1992-04-01,82.0693
100_12130,1992-05-01,82.0693
100_12130,1992-06-01,82.4103
100_12130,1992-07-01,82.4103
100_12130,1992-08-01,82.4103
100_12130,1992-09-01,82.6123
100_12130,1992-10-01,82.6123
100_12130,1992-11-01,82.6123
100_12130,1992-12-01,83.3419
100_12130,1993-01-01,83.3419
100_12130,1993-02-01,83.3419
100_12130,1993-03-01,83.5295
100_12130,1993-04-01,83.5295
100_12130,1993-05-01,83.5295
100_12130,1993-06-01,83.5295
100_12130,1993-07-01,83.5295
100_12130,1993-08-01,83.8087
100_12130,1993-09-01,83.8087
100_12130,1993-10-01,83.8087
100_12130,1993-11-01,83.9026
100_12130,1993-12-01,83.9026
100_12130,1994-01-01,83.9026
100_12130,1994-02-01,83.9213
100_12130,1994-03-01,83.9213
100_12130,1994-04-01,83.9213
100_12130,1994-05-01,84.0006
100_12130,1994-06-01,84.0006
100_12130,1994-07-01,84.0006
100_12130,1994-08-01,84.245
100_12130,1994-09-01,84.245
100_12130,1994-10-01,84.245
100_12130,1994-11-01,84.7952
100_12130,1994-12-01,84.7952
100_12130,1995-01-01,84.7952
100_12130,1995-02-01,85.6065
100_12130,1995-03-01,85.6065
100_12130,1995-04-01,85.6065
100_12130,1995-05-01,85.7396
100_12130,1995-06-01,85.7396
100_12130,1995-07-01,85.7396
100_12130,1995-08-01,86.1427
100_12130,1995-09-01,86.1427
100_12130,1995-10-01,86.1427
100_12130,1995-11-01,86.3111
100_12130,1995-12-01,86.3111
100_12130,1996-01-01,86.3111
100_12130,1996-02-01,86.4957
100_12130,1996-03-01,86.4957
100_12130,1996-04-01,86.4957
100_12130,1996-05-01,86.7441
100_12130,1996-06-01,86.7441
100_12130,1996-07-01,86.7441
100_12130,1996-08-01,86.8168
100_12130,1996-09-01,86.8168
100_12130,1996-10-01,86.8168
100_12130,1996-11-01,87.009
100_12130,1996-12-01,87.009
100_12130,1997-01-01,87.009
100_12130,1997-02-01,87.3164
100_12130,1997-03-01,87.3164
100_12130,1997-04-01,87.3164
100_12130,1997-05-01,86.7024
100_12130,1997-06-01,86.7024
100_12130,1997-07-01,86.7024
100_12130,1997-08-01,86.5268
100_12130,1997-09-01,86.5268
100_12130,1997-10-01,86.5268
100_12130,1997-11-01,86.7666
100_12130,1997-12-01,86.7666
100_12130,1998-01-01,86.7666
100_12130,1998-02-01,86.9164
100_12130,1998-03-01,86.9164
100_12130,1998-04-01,86.9164
100_12130,1998-05-01,86.9623
100_12130,1998-06-01,86.9623
100_12130,1998-07-01,86.9623
100_12130,1998-08-01,87.0098
100_12130,1998-09-01,87.0098
100_12130,1998-10-01,87.0098
100_12130,1998-11-01,87.0986
100_12130,1998-12-01,87.0986
100_12130,1999-01-01,87.0986
100_12130,1999-02-01,87.783
100_12130,1999-03-01,87.783
100_12130,1999-04-01,87.783
100_12130,1999-05-01,88.1986
100_12130,1999-06-01,88.1986
100_12130,1999-07-01,88.1986
100_12130,1999-08-01,88.5861
100_12130,1999-09-01,88.5861
100_12130,1999-10-01,88.5861
100_12130,1999-11-01,88.736
100_12130,1999-12-01,88.736
100_12130,2000-01-01,88.736
100_12130,2000-02-01,88.9033
100_12130,2000-03-01,88.9033
100_12130,2000-04-01,88.9033
100_12130,2000-05-01,89.1105
100_12130,2000-06-01,89.1105
100_12130,2000-07-01,89.1105
100_12130,2000-08-01,89.2311
100_12130,2000-09-01,89.2311
100_12130,2000-10-01,89.2311
100_12130,2000-11-01,89.2073
100_12130,2000-12-01,89.2073
100_12130,2001-01-01,89.2073
100_12130,2001-02-01,90.1885
100_12130,2001-03-01,90.1885
100_12130,2001-04-01,90.1885
100_12130,2001-05-01,91.3546
100_12130,2001-06-01,91.3546
100_12130,2001-07-01,91.3546
100_12130,2001-08-01,92.3891
100_12130,2001-09-01,92.3891
100_12130,2001-10-01,92.3891
100_12130,2001-11-01,94.2075
100_12130,2001-12-01,94.2075
100_12130,2002-01-01,94.2075
100_12130,2002-02-01,94.6965
100_12130,2002-03-01,94.6965
100_12130,2002-04-01,94.6965
100_12130,2002-05-01,95.0044
100_12130,2002-06-01,95.0044
100_12130,2002-07-01,95.0044
100_12130,2002-08-01,95.1243
100_12130,2002-09-01,95.1243
100_12130,2002-10-01,95.1243
100_12130,2002-11-01,95.4718
100_12130,2002-12-01,95.4718
100_12130,2003-01-01,95.4718
100_12130,2003-02-01,94.7326
100_12130,2003-03-01,94.7326
100_12130,2003-04-01,94.7326
100_12130,2003-05-01,95.7636
100_12130,2003-06-01,95.7636
100_12130,2003-07-01,95.7636
100_12130,2003-08-01,95.7693
100_12130,2003-09-01,95.7693
100_12130,2003-10-01,95.7693
100_12130,2003-11-01,95.9861
100_12130,2003-12-01,95.9861
100_12130,2004-01-01,95.9861
100_12130,2004-02-01,96.8345
100_12130,2004-03-01,96.8345
100_12130,2004-04-01,96.8345
100_12130,2004-05-01,96.0762
100_12130,2004-06-01,96.0762
100_12130,2004-07-01,96.0762
100_12130,2004-08-01,98.3292
100_12130,2004-09-01,98.3292
100_12130,2004-10-01,98.3292
100_12130,2004-11-01,98.9632
100_12130,2004-12-01,98.9632
100_12130,2005-01-01,98.9632
100_12130,2005-02-01,99.8734
100_12130,2005-03-01,99.8734
100_12130,2005-04-01,99.8734
100_12130,2005-05-01,100.2516
100_12130,2005-06-01,100.2516
100_12130,2005-07-01,100.2516
100_12130,2005-08-01,97.6547
100_12130,2005-09-01,97.6547
100_12130,2005-10-01,97.6547
100_12130,2005-11-01,98.157
100_12130,2005-12-01,98.157
100_12130,2006-01-01,98.157
100_12130,2006-02-01,98.3913
100_12130,2006-03-01,98.3913
100_12130,2006-04-01,98.3913
100_12130,2006-05-01,98.193
100_12130,2006-06-01,98.193
100_12130,2006-07-01,98.193
100_12130,2006-08-01,98.3307
100_12130,2006-09-01,98.3307
100_12130,2006-10-01,98.3307
100_12130,2006-11-01,98.5248
100_12130,2006-12-01,98.5248
100_12130,2007-01-01,98.5248
100_12130,2007-02-01,98.6638
100_12130,2007-03-01,98.6638
100_12130,2007-04-01,98.6638
100_12130,2007-05-01,98.4005
100_12130,2007-06-01,98.4005
100_12130,2007-07-01,98.4005
100_12130,2007-08-01,99.2945
100_12130,2007-09-01,99.2945
100_12130,2007-10-01,99.2945
100_12130,2007-11-01,98.6736
100_12130,2007-12-01,98.6736
100_12130,2008-01-01,98.2211
100_12130,2008-02-01,98.512
100_12130,2008-03-01,99.2261
100_12130,2008-04-01,98.9061
100_12130,2008-05-01,99.7903
100_12130,2008-06-01,99.7123
100_12130,2008-07-01,99.4854
100_12130,2008-08-01,99.5924
100_12130,2008-09-01,100.2401
100_12130,2008-10-01,100.1844
100_12130,2008-11-01,99.9781
100_12130,2008-12-01,100.9605
100_12130,2009-01-01,101.0033
100_12130,2009-02-01,100.6552
100_12130,2009-03-01,100.8035
100_12130,2009-04-01,100.6406
100_12130,2009-05-01,100.5295
100_12130,2009-06-01,101.298
100_12130,2009-07-01,100.8159
100_12130,2009-08-01,101.7176
100_12130,2009-09-01,101.9766
100_12130,2009-10-01,102.3042
100_12130,2009-11-01,101.1069
100_12130,2009-12-01,101.0765
100_12130,2010-01-01,101.5332
100_12130,2010-02-01,101.8628
100_12130,2010-03-01,101.4136
100_12130,2010-04-01,101.9136
100_12130,2010-05-01,101.651
100_12130,2010-06-01,102.0355
100_12130,2010-07-01,101.9437
100_12130,2010-08-01,102.023
100_12130,2010-09-01,101.1814
100_12130,2010-10-01,101.0644
100_12130,2010-11-01,101.3929
100_12130,2010-12-01,101.8414
100_12130,2011-01-01,102.0104
100_12130,2011-02-01,101.6294
100_12130,2011-03-01,102.3058
100_12130,2011-04-01,102.3732
100_12130,2011-05-01,102.1369
100_12130,2011-06-01,102.1297
100_12130,2011-07-01,102.1921
100_12130,2011-08-01,102.333
100_12130,2011-09-01,101.5714
100_12130,2011-10-01,101.9015
100_12130,2011-11-01,101.5015
100_12130,2011-12-01,101.9499
100_12130,2012-01-01,101.8753
100_12130,2012-02-01,101.6988
100_12130,2012-03-01,101.9769
100_12130,2012-04-01,101.8593
100_12130,2012-05-01,102.02
100_12130,2012-06-01,102.0867
100_12130,2012-07-01,101.7605
100_12130,2012-08-01,102.432
100_12130,2012-09-01,102.6789
100_12130,2012-10-01,102.9835
100_12130,2012-11-01,103.177
100_12130,2012-12-01,103.06
100_12130,2013-01-01,102.5733
100_12130,2013-02-01,102.8468
100_12130,2013-03-01,102.7949
100_12130,2013-04-01,103.0934
100_12130,2013-05-01,103.4075
100_12130,2013-06-01,103.3853
100_12130,2013-07-01,103.2962
100_12130,2013-08-01,103.2381
100_12130,2013-09-01,103.8604
100_12130,2013-10-01,103.7095
100_12130,2013-11-01,103.6223
100_12130,2013-12-01,103.8128
100_12130,2014-01-01,103.9627
100_12130,2014-02-01,104.0456
100_12130,2014-03-01,103.7804
100_12130,2014-04-01,103.7853
100_12130,2014-05-01,103.8293
100_12130,2014-06-01,103.8748
100_12130,2014-07-01,104.091
100_12130,2014-08-01,103.6336
100_12130,2014-09-01,103.7894
100_12130,2014-10-01,103.8956
100_12130,2014-11-01,103.8667
100_12130,2014-12-01,103.7671
100_12130,2015-01-01,103.4569
100_12130,2015-02-01,103.1288
100_12130,2015-03-01,102.7387
100_12130,2015-04-01,103.0797
100_12130,2015-05-01,102.9589
100_12130,2015-06-01,103.1802
100_12130,2015-07-01,102.6502
100_12130,2015-08-01,102.719
100_12130,2015-09-01,101.8487
100_12130,2015-10-01,102.5244
100_12130,2015-11-01,102.6745
100_12130,2015-12-01,102.6954
100_12130,2016-01-01,101.6496
100_12130,2016-02-01,100.6742
100_12130,2016-03-01,99.1207
100_12130,2016-04-01,101.0114
100_12130,2016-05-01,101.7618
100_12130,2016-06-01,101.3101
100_12130,2016-07-01,100.4141
100_12130,2016-08-01,101.1
100_12130,2016-09-01,100.5504
100_12130,2016-10-01,100.8137
100_12130,2016-11-01,101.0569
100_12130,2016-12-01,100.6478
100_12130,2017-01-01,100.7586
100_12130,2017-02-01,101.3477
100_12130,2017-03-01,101.1229
100_12130,2017-04-01,101.1065
100_12130,2017-05-01,100.9136
100_12130,2017-06-01,100.8747
100_12130,2017-07-01,98.6236
100_12130,2017-08-01,99.2568
100_12130,2017-09-01,101.1255
100_12130,2017-10-01,101.2679
100_12130,2017-11-01,99.2523
100_12130,2017-12-01,101.335
100_12130,2018-01-01,101.1034
100_12130,2018-02-01,101.1324
100_12130,2018-03-01,101.734
100_12130,2018-04-01,99.6447
100_12130,2018-05-01,101.5793
100_12130,2018-06-01,100.6995
100_12130,2018-07-01,100.8144
100_12130,2018-08-01,100.4682
100_12130,2018-09-01,100.8642
100_12130,2018-10-01,99.2596
100_12130,2018-11-01,98.7544
100_12130,2018-12-01,99.8791
100_12130,2019-01-01,100.4154
100_12130,2019-02-01,98.8279
100_12130,2019-03-01,99.7734
100_12130,2019-04-01,97.9664
100_12130,2019-05-01,100.2013
100_12130,2019-06-01,99.3481
100_12130,2019-07-01,100.5309
100_12130,2019-08-01,100.4613
100_12130,2019-09-01,100.874
100_12130,2019-10-01,99.3627
100_12130,2019-11-01,100.7708
100_12130,2019-12-01,100.4211
100_12130,2020-01-01,99.8738
100_12130,2020-02-01,98.045
100_12130,2020-03-01,100.4425
100_12130,2020-04-01,100.7742
100_12130,2020-05-01,100.6584
100_12130,2020-06-01,100.6915
100_12130,2020-07-01,99.2563
100_12130,2020-08-01,100.2851
100_12130,2020-09-01,99.4328
100_12130,2020-10-01,97.5071
100_12130,2020-11-01,99.8867
100_12130,2020-12-01,100
100_12130,2021-01-01,99.9164
100_12130,2021-02-01,100.1672
100_12130,2021-03-01,101.0041
100_12130,2021-04-01,98.3864
100_12130,2021-05-01,99.514
100_12130,2021-06-01,99.9512
100_12130,2021-07-01,99.2867
100_12130,2021-08-01,99.3686
100_12130,2021-09-01,100.0307
100_12130,2021-10-01,98.4057
100_12130,2021-11-01,99.1165
100_12130,2021-12-01,99.644
100_12130,2022-01-01,98.9942
100_12130,2022-02-01,99.9442
100_12130,2022-03-01,100.8328
100_12130,2022-04-01,99.6918
100_12130,2022-05-01,99.2054
100_12130,2022-06-01,100.0203
100_12130,2022-07-01,98.8441
100_12130,2022-08-01,99.1798
100_12130,2022-09-01,99.0423
100_12130,2022-10-01,99.5286
100_12130,2022-11-01,98.9373
100_12130,2022-12-01,98.473
100_12130,2023-01-01,99.6482
100_12130,2023-02-01,98.6155
100_12130,2023-03-01,98.479
100_12130,2023-04-01,97.2498
100_12130,2023-05-01,98.5332
100_12130,2023-06-01,98.5703
100_12130,2023-07-01,99.4481
100_12130,2023-08-01,97.2275
100_12130,2023-09-01,97.1919
100_12130,2023-10-01,99.1297
100_12130,2023-11-01,99.1894
100_12130,2023-12-01,99.2958
100_12130,2024-01-01,100.8223
100_12130,2024-02-01,100.1823
100_12130,2024-03-01,101.717
100_12130,2024-04-01,97.2897
100_12130,2024-05-01,98.7969
100_12130,2024-06-01,95.3004
100_12130,2024-07-01,97.6369
100_12130,2024-08-01,92.5451
100_12130,2024-09-01,92.3736
100_12130,2024-10-01,93.4214
100_12130,2024-11-01,95.9333
100_12130,2024-12-01,96.4589
100_12130,2025-01-01,96.1843
100_12130,2025-02-01,96.5652
100_12130,2025-03-01,96.4598
100_12130,2025-04-01,95.3484
100_12130,2025-05-01,98.3343
100_12130,2025-06-01,94.7677
100_12130,2025-07-01,97.8613
100_12130,2025-08-01,99.0349
100_12130,2025-09-01,95.7251
100_12130,2025-10-01,99.2531
100_12130,2025-11-01,97.1693
100_12130,2025-12-01,98.1194
100_12140,2015-12-01,99.4006
100_12140,2016-01-01,97.3647
100_12140,2016-02-01,97.115
100_12140,2016-03-01,97.7591
100_12140,2016-04-01,97.7591
100_12140,2016-05-01,97.3738
100_12140,2016-06-01,97.6546
100_12140,2016-07-01,91.5135
100_12140,2016-08-01,92.2075
100_12140,2016-09-01,96.2609
100_12140,2016-10-01,96.5559
100_12140,2016-11-01,95.9202
100_12140,2016-12-01,93.7372
100_12140,2017-01-01,91.7773
100_12140,2017-02-01,93.002
100_12140,2017-03-01,94.4354
100_12140,2017-04-01,95.0285
100_12140,2017-05-01,95.7366
100_12140,2017-06-01,92.7291
100_12140,2017-07-01,92.2272
100_12140,2017-08-01,94.5411
100_12140,2017-09-01,95.8152
100_12140,2017-10-01,96.5106
100_12140,2017-11-01,94.8416
100_12140,2017-12-01,95.3071
100_12140,2018-01-01,91.3566
100_12140,2018-02-01,91.4636
100_12140,2018-03-01,95.1635
100_12140,2018-04-01,94.3529
100_12140,2018-05-01,94.3973
100_12140,2018-06-01,93.0004
100_12140,2018-07-01,95.0942
100_12140,2018-08-01,94.4392
100_12140,2018-09-01,95.2052
100_12140,2018-10-01,96.1286
100_12140,2018-11-01,95.1506
100_12140,2018-12-01,96.2545
100_12140,2019-01-01,93.1655
100_12140,2019-02-01,92.8055
100_12140,2019-03-01,96.9481
100_12140,2019-04-01,97.1425
100_12140,2019-05-01,97.2051
100_12140,2019-06-01,97.2145
100_12140,2019-07-01,89.9243
100_12140,2019-08-01,92.0245
100_12140,2019-09-01,95.9731
100_12140,2019-10-01,96.4108
100_12140,2019-11-01,96.8537
100_12140,2019-12-01,95.7947
100_12140,2020-01-01,94.5008
100_12140,2020-02-01,97.4032
100_12140,2020-03-01,98.5439
100_12140,2020-04-01,98.2225
100_12140,2020-05-01,98.1308
100_12140,2020-06-01,97.4197
100_12140,2020-07-01,92.942
100_12140,2020-08-01,97.1627
100_12140,2020-09-01,98.411
100_12140,2020-10-01,99.3373
100_12140,2020-11-01,98.1271
100_12140,2020-12-01,100
100_12140,2021-01-01,99.9956
100_12140,2021-02-01,99.3726
100_12140,2021-03-01,98.835
100_12140,2021-04-01,100.3719
100_12140,2021-05-01,100.316
100_12140,2021-06-01,99.7896
100_12140,2021-07-01,98.3627
100_12140,2021-08-01,98.2738
100_12140,2021-09-01,99.036
100_12140,2021-10-01,100.5667
100_12140,2021-11-01,100.1684
100_12140,2021-12-01,101.8693
100_12140,2022-01-01,100.6359
100_12140,2022-02-01,101.5703
100_12140,2022-03-01,99.5762
100_12140,2022-04-01,96.4273
100_12140,2022-05-01,100.2939
100_12140,2022-06-01,98.9785
100_12140,2022-07-01,93.2656
100_12140,2022-08-01,97.4302
100_12140,2022-09-01,100.097
100_12140,2022-10-01,101.2906
100_12140,2022-11-01,101.0632
100_12140,2022-12-01,99.5313
100_12140,2023-01-01,97.4585
100_12140,2023-02-01,100.7545
100_12140,2023-03-01,101.9221
100_12140,2023-04-01,101.4056
100_12140,2023-05-01,101.1998
100_12140,2023-06-01,101.0306
100_12140,2023-07-01,101.1155
100_12140,2023-08-01,98.7469
100_12140,2023-09-01,100.4176
100_12140,2023-10-01,99.3842
100_12140,2023-11-01,101.3883
100_12140,2023-12-01,102.3344
100_12140,2024-01-01,99.1157
100_12140,2024-02-01,99.5845
100_12140,2024-03-01,99.1067
100_12140,2024-04-01,99.1067
100_12140,2024-05-01,98.9442
100_12140,2024-06-01,99.8427
100_12140,2024-07-01,95.9489
100_12140,2024-08-01,99.2094
100_12140,2024-09-01,100.781
100_12140,2024-10-01,100.7859
100_12140,2024-11-01,100.6795
100_12140,2024-12-01,99.6764
100_12140,2025-01-01,95.1366
100_12140,2025-02-01,99.622
100_12140,2025-03-01,100.9354
100_12140,2025-04-01,100.758
100_12140,2025-05-01,101.7615
100_12140,2025-06-01,102.9073
100_12140,2025-07-01,99.4835
100_12140,2025-08-01,99.8193
100_12140,2025-09-01,101.1013
100_12140,2025-10-01,101.0628
100_12140,2025-11-01,102.5474
100_12140,2025-12-01,105.688
100_12150,1982-12-01,130.689
100_12150,1983-01-01,130.689
100_12150,1983-02-01,130.689
100_12150,1983-03-01,132.2212
100_12150,1983-04-01,132.2212
100_12150,1983-05-01,132.2212
100_12150,1983-06-01,131.3857
100_12150,1983-07-01,131.3857
100_12150,1983-08-01,131.3857
100_12150,1983-09-01,131.7396
100_12150,1983-10-01,131.7396
100_12150,1983-11-01,131.7396
100_12150,1983-12-01,131.9477
100_12150,1984-01-01,131.9477
100_12150,1984-02-01,131.9477
100_12150,1984-03-01,131.8027
100_12150,1984-04-01,131.8027
100_12150,1984-05-01,131.8027
100_12150,1984-06-01,131.978
100_12150,1984-07-01,131.978
100_12150,1984-08-01,131.978
100_12150,1984-09-01,132.5386
100_12150,1984-10-01,132.5386
100_12150,1984-11-01,132.5386
100_12150,1984-12-01,131.8767
100_12150,1985-01-01,131.8767
100_12150,1985-02-01,131.8767
100_12150,1985-03-01,129.9828
100_12150,1985-04-01,129.9828
100_12150,1985-05-01,129.9828
100_12150,1985-06-01,128.6368
100_12150,1985-07-01,128.6368
100_12150,1985-08-01,128.6368
100_12150,1985-09-01,128.9401
100_12150,1985-10-01,128.9401
100_12150,1985-11-01,128.9401
100_12150,1985-12-01,129.3301
100_12150,1986-01-01,129.3301
100_12150,1986-02-01,129.3301
100_12150,1986-03-01,129.4207
100_12150,1986-04-01,129.4207
100_12150,1986-05-01,129.4207
100_12150,1986-06-01,129.4373
100_12150,1986-07-01,129.4373
100_12150,1986-08-01,129.4373
100_12150,1986-09-01,130.0144
100_12150,1986-10-01,130.0144
100_12150,1986-11-01,130.0144
100_12150,1986-12-01,130.2112
100_12150,1987-01-01,130.2112
100_12150,1987-02-01,130.2112
100_12150,1987-03-01,130.2056
100_12150,1987-04-01,130.2056
100_12150,1987-05-01,130.2056
100_12150,1987-06-01,130.711
100_12150,1987-07-01,130.711
100_12150,1987-08-01,130.711
100_12150,1987-09-01,131.1729
100_12150,1987-10-01,131.1729
100_12150,1987-11-01,131.1729
100_12150,1987-12-01,131.5572
100_12150,1988-01-01,131.5572
100_12150,1988-02-01,131.5572
100_12150,1988-03-01,131.2864
100_12150,1988-04-01,131.2864
100_12150,1988-05-01,131.2864
100_12150,1988-06-01,131.2041
100_12150,1988-07-01,131.2041
100_12150,1988-08-01,131.2041
100_12150,1988-09-01,131.5024
100_12150,1988-10-01,131.5024
100_12150,1988-11-01,131.5024
100_12150,1988-12-01,131.6886
100_12150,1989-01-01,131.6886
100_12150,1989-02-01,131.6886
100_12150,1989-03-01,131.4934
100_12150,1989-04-01,131.4934
100_12150,1989-05-01,131.4934
100_12150,1989-06-01,131.6323
100_12150,1989-07-01,131.6323
100_12150,1989-08-01,131.6323
100_12150,1989-09-01,135.3704
100_12150,1989-10-01,135.3704
100_12150,1989-11-01,135.3704
100_12150,1989-12-01,137.8478
100_12150,1990-01-01,137.8478
100_12150,1990-02-01,137.8478
100_12150,1990-03-01,137.9216
100_12150,1990-04-01,137.9216
100_12150,1990-05-01,137.9216
100_12150,1990-06-01,138.3365
100_12150,1990-07-01,138.3365
100_12150,1990-08-01,138.3365
100_12150,1990-09-01,139.7688
100_12150,1990-10-01,139.7688
100_12150,1990-11-01,139.7688
100_12150,1990-12-01,141.4152
100_12150,1991-01-01,141.4152
100_12150,1991-02-01,141.4152
100_12150,1991-03-01,142.2535
100_12150,1991-04-01,142.2535
100_12150,1991-05-01,142.2535
100_12150,1991-06-01,143.2568
100_12150,1991-07-01,143.2568
100_12150,1991-08-01,143.2568
100_12150,1991-09-01,145.0462
100_12150,1991-10-01,145.0462
100_12150,1991-11-01,145.0462
100_12150,1991-12-01,143.7972
100_12150,1992-01-01,143.7972
100_12150,1992-02-01,143.7972
100_12150,1992-03-01,145.3081
100_12150,1992-04-01,145.3081
100_12150,1992-05-01,145.3081
100_12150,1992-06-01,146.5573
100_12150,1992-07-01,146.5573
100_12150,1992-08-01,146.5573
100_12150,1992-09-01,145.5849
100_12150,1992-10-01,145.5849
100_12150,1992-11-01,145.5849
100_12150,1992-12-01,145.5642
100_12150,1993-01-01,145.5642
100_12150,1993-02-01,145.5642
100_12150,1993-03-01,147.0743
100_12150,1993-04-01,147.0743
100_12150,1993-05-01,147.0743
100_12150,1993-06-01,147.0743
100_12150,1993-07-01,147.0743
100_12150,1993-08-01,148.4128
100_12150,1993-09-01,148.4128
100_12150,1993-10-01,148.4128
100_12150,1993-11-01,146.9778
100_12150,1993-12-01,146.9778
100_12150,1994-01-01,146.9778
100_12150,1994-02-01,148.8056
100_12150,1994-03-01,148.8056
100_12150,1994-04-01,148.8056
100_12150,1994-05-01,148.3332
100_12150,1994-06-01,148.3332
100_12150,1994-07-01,148.3332
100_12150,1994-08-01,149.7723
100_12150,1994-09-01,149.7723
100_12150,1994-10-01,149.7723
100_12150,1994-11-01,149.8803
100_12150,1994-12-01,149.8803
100_12150,1995-01-01,149.8803
100_12150,1995-02-01,150.7773
100_12150,1995-03-01,150.7773
100_12150,1995-04-01,150.7773
100_12150,1995-05-01,150.4942
100_12150,1995-06-01,150.4942
100_12150,1995-07-01,150.4942
100_12150,1995-08-01,150.3017
100_12150,1995-09-01,150.3017
100_12150,1995-10-01,150.3017
100_12150,1995-11-01,148.3737
100_12150,1995-12-01,148.3737
