sector,sex,date,value
P,female,1991-04-01,1672346
P,female,1991-07-01,1665675
P,female,1991-10-01,1659118
P,female,1992-01-01,1663160
P,female,1992-04-01,1670375
P,female,1992-07-01,1669729
P,female,1992-10-01,1654604
P,female,1993-01-01,1648862
P,female,1993-04-01,1659968
P,female,1993-07-01,1672319
P,female,1993-10-01,1674012
P,female,1994-01-01,1666198
P,female,1994-04-01,1653708
P,female,1994-07-01,1665032
P,female,1994-10-01,1676162
P,female,1995-01-01,1668821
P,female,1995-04-01,1657459
P,female,1995-07-01,1655916
P,female,1995-10-01,1665437
P,female,1996-01-01,1662013
P,female,1996-04-01,1667629
P,female,1996-07-01,1672210
P,female,1996-10-01,1671993
P,female,1997-01-01,1674543
P,female,1997-04-01,1680198
P,female,1997-07-01,1694723
P,female,1997-10-01,1702407
P,female,1998-01-01,1708576
P,female,1998-04-01,1721821
P,female,1998-07-01,1729356
P,female,1998-10-01,1729487
P,female,1999-01-01,1729295
P,female,1999-04-01,1735086
P,female,1999-07-01,1743182
P,female,1999-10-01,1745826
P,female,2000-01-01,1745352
P,female,2000-04-01,1748536
P,female,2000-07-01,1758166
P,female,2000-10-01,1771360
P,female,2001-01-01,1783170
P,female,2001-04-01,1789363
P,female,2001-07-01,1799814
P,female,2001-10-01,1809561
P,female,2002-01-01,1815708
P,female,2002-04-01,1824376
P,female,2002-07-01,1836662
P,female,2002-10-01,1834464
P,female,2003-01-01,1820142
P,female,2003-04-01,1822027
P,female,2003-07-01,1831539
P,female,2003-10-01,1834218
P,female,2004-01-01,1830523
P,female,2004-04-01,1829147
P,female,2004-07-01,1832799
P,female,2004-10-01,1837551
P,female,2005-01-01,1838117
P,female,2005-04-01,1842151
P,female,2005-07-01,1856528
P,female,2005-10-01,1865304
P,female,2006-01-01,1870588
P,female,2006-04-01,1882150
P,female,2006-07-01,1899815
P,female,2006-10-01,1912416
P,female,2007-01-01,1913908
P,female,2007-04-01,1923014
P,female,2007-07-01,1944937
P,female,2007-10-01,1965894
P,female,2008-01-01,1980572
P,female,2008-04-01,1998476
P,female,2008-07-01,2017512
P,female,2008-10-01,2025073
P,female,2009-01-01,2026739
P,female,2009-04-01,2030486
P,female,2009-07-01,2030481
P,female,2009-10-01,2022441
P,female,2010-01-01,2003142.4829
P,female,2010-04-01,2007042.6554
P,female,2010-07-01,2015985.0897
P,female,2010-10-01,2028259.065
P,female,2011-01-01,2047313.6602
P,female,2011-04-01,2072809.6955
P,female,2011-07-01,2054399.7807
P,female,2011-10-01,2089776.569
P,female,2012-01-01,2100411.3813
P,female,2012-04-01,2104063.4306
P,female,2012-07-01,2122173.442
P,female,2012-10-01,2112153.5056
P,female,2013-01-01,2119377.3391
P,female,2013-04-01,2131913.2704
P,female,2013-07-01,2150269.273
P,female,2013-10-01,2169359.1175
P,female,2014-01-01,2155466.8521
P,female,2014-04-01,2186147.3481
P,female,2014-07-01,2191010.6126
P,female,2014-10-01,2242188.2704
P,female,2015-01-01,2230832.3533
P,female,2015-04-01,2227663.6788
P,female,2015-07-01,2221031.8856
P,female,2015-10-01,2251337.865
P,female,2016-01-01,2274719.0551
P,female,2016-04-01,2264445.5662
P,female,2016-07-01,2264292.3851
P,female,2016-10-01,2287376.4022
P,female,2017-01-01,2284841.5639
P,female,2017-04-01,2279121.2081
P,female,2017-07-01,2269108.5177
P,female,2017-10-01,2291525.8759
P,female,2018-01-01,2296516.1899
P,female,2018-04-01,2288090.1155
P,female,2018-07-01,2326698.6575
P,female,2018-10-01,2317900.349
P,female,2019-01-01,2310326.3091
P,female,2019-04-01,2330820.0554
P,female,2019-07-01,2331199.7801
P,female,2019-10-01,2353070.7095
P,female,2020-01-01,2331498.4975
P,female,2020-04-01,2281947.9125
P,female,2020-07-01,2309164.8888
P,female,2020-10-01,2348659.8609
P,female,2021-01-01,2302539.6133
P,female,2021-04-01,2303982.2837
P,female,2021-07-01,2351247.844
P,female,2021-10-01,2394677.6042
P,female,2022-01-01,2352461.5117
P,female,2022-04-01,2352635.3901
P,female,2022-07-01,2360568.6936
P,female,2022-10-01,2400052.2476
P,female,2023-01-01,2404097.0715
P,female,2023-04-01,2422728.7693
P,female,2023-07-01,2417032.3865
P,female,2023-10-01,2448481.6124
P,female,2024-01-01,2447940.2332
P,female,2024-04-01,2452699.7665
P,female,2024-07-01,2448833.0785
P,female,2024-10-01,2468284.596
P,female,2025-01-01,2472814.111
P,female,2025-04-01,2472003.2728
P,female,2025-07-01,2467572.3643
P,female,2025-10-01,2469337.5218
P,male,1991-04-01,2369759
P,male,1991-07-01,2373506
P,male,1991-10-01,2326670
P,male,1992-01-01,2297053
P,male,1992-04-01,2319201
P,male,1992-07-01,2328720
P,male,1992-10-01,2290090
P,male,1993-01-01,2248900
P,male,1993-04-01,2279485
P,male,1993-07-01,2312257
P,male,1993-10-01,2279332
P,male,1994-01-01,2244751
P,male,1994-04-01,2247246
P,male,1994-07-01,2269926
P,male,1994-10-01,2264874
P,male,1995-01-01,2247748
P,male,1995-04-01,2253290
P,male,1995-07-01,2262821
P,male,1995-10-01,2250845
P,male,1996-01-01,2232369
P,male,1996-04-01,2238642
P,male,1996-07-01,2247076
P,male,1996-10-01,2226699
P,male,1997-01-01,2203897
P,male,1997-04-01,2207247
P,male,1997-07-01,2218671
P,male,1997-10-01,2214179
P,male,1998-01-01,2207060
P,male,1998-04-01,2227787
P,male,1998-07-01,2245453
P,male,1998-10-01,2233343
P,male,1999-01-01,2223930
P,male,1999-04-01,2242222
P,male,1999-07-01,2258201
P,male,1999-10-01,2253795
P,male,2000-01-01,2252404
P,male,2000-04-01,2265047
P,male,2000-07-01,2274309
P,male,2000-10-01,2271977
P,male,2001-01-01,2276747
P,male,2001-04-01,2292983
P,male,2001-07-01,2304368
P,male,2001-10-01,2298767
P,male,2002-01-01,2285797
P,male,2002-04-01,2285852
P,male,2002-07-01,2296972
P,male,2002-10-01,2291805
P,male,2003-01-01,2276467
P,male,2003-04-01,2275646
P,male,2003-07-01,2277599
P,male,2003-10-01,2275233
P,male,2004-01-01,2273100
P,male,2004-04-01,2278766
P,male,2004-07-01,2289448
P,male,2004-10-01,2286924
P,male,2005-01-01,2276753
P,male,2005-04-01,2283918
P,male,2005-07-01,2304875
P,male,2005-10-01,2311008
P,male,2006-01-01,2313849
P,male,2006-04-01,2331736
P,male,2006-07-01,2356314
P,male,2006-10-01,2372860
P,male,2007-01-01,2380989
P,male,2007-04-01,2400699
P,male,2007-07-01,2421461
P,male,2007-10-01,2426196
P,male,2008-01-01,2425537
P,male,2008-04-01,2434342
P,male,2008-07-01,2454978
P,male,2008-10-01,2456561
P,male,2009-01-01,2443753
P,male,2009-04-01,2444267
P,male,2009-07-01,2443931
P,male,2009-10-01,2434362
P,male,2010-01-01,2416796.8322
P,male,2010-04-01,2472689.7255
P,male,2010-07-01,2493077.0337
P,male,2010-10-01,2489852.2395
P,male,2011-01-01,2491761.5356
P,male,2011-04-01,2520963.3312
P,male,2011-07-01,2556230.1431
P,male,2011-10-01,2557070.0157
P,male,2012-01-01,2530528.7572
P,male,2012-04-01,2561499.4137
P,male,2012-07-01,2594832.084
P,male,2012-10-01,2592206.079
P,male,2013-01-01,2558283.8034
P,male,2013-04-01,2586747.3928
P,male,2013-07-01,2602924.0726
P,male,2013-10-01,2625324.9592
P,male,2014-01-01,2583028.875
P,male,2014-04-01,2631758.9018
P,male,2014-07-01,2643732.4431
P,male,2014-10-01,2667666.2338
P,male,2015-01-01,2638163.8745
P,male,2015-04-01,2661858.5392
P,male,2015-07-01,2671054.5892
P,male,2015-10-01,2694676.4685
P,male,2016-01-01,2658635.4169
P,male,2016-04-01,2685578.6888
P,male,2016-07-01,2708827.17
P,male,2016-10-01,2725198.0305
P,male,2017-01-01,2677513.9265
P,male,2017-04-01,2735028.0836
P,male,2017-07-01,2754850.6191
P,male,2017-10-01,2758210.2299
P,male,2018-01-01,2715159.7679
P,male,2018-04-01,2765669.8577
P,male,2018-07-01,2766459.5457
P,male,2018-10-01,2781697.4529
P,male,2019-01-01,2745382.7545
P,male,2019-04-01,2777500.0688
P,male,2019-07-01,2772673.0789
P,male,2019-10-01,2785945.4777
P,male,2020-01-01,2777860.2306
P,male,2020-04-01,2728088.3077
P,male,2020-07-01,2754416.9641
P,male,2020-10-01,2773193.3188
P,male,2021-01-01,2730573.4216
P,male,2021-04-01,2753039.3342
P,male,2021-07-01,2787966.1287
P,male,2021-10-01,2809945.1373
P,male,2022-01-01,2778084.7753
P,male,2022-04-01,2799600.5597
P,male,2022-07-01,2844363.199
P,male,2022-10-01,2853761.6246
P,male,2023-01-01,2840218.9829
P,male,2023-04-01,2879734.1137
P,male,2023-07-01,2893735.4431
P,male,2023-10-01,2909227.3548
P,male,2024-01-01,2857346.0615
P,male,2024-04-01,2878403.9569
P,male,2024-07-01,2896038.0117
P,male,2024-10-01,2919013.4686
P,male,2025-01-01,2870147.4889
P,male,2025-04-01,2889880.3335
P,male,2025-07-01,2896497.3902
P,male,2025-10-01,2922249.4034
P,total,1991-04-01,4042106
P,total,1991-07-01,4039180
P,total,1991-10-01,3985787
P,total,1992-01-01,3960213
P,total,1992-04-01,3989576
P,total,1992-07-01,3998449
P,total,1992-10-01,3944695
P,total,1993-01-01,3897761
P,total,1993-04-01,3939453
P,total,1993-07-01,3984576
P,total,1993-10-01,3953344
P,total,1994-01-01,3910949
P,total,1994-04-01,3900954
P,total,1994-07-01,3934958
P,total,1994-10-01,3941036
P,total,1995-01-01,3916569
P,total,1995-04-01,3910749
P,total,1995-07-01,3918737
P,total,1995-10-01,3916283
P,total,1996-01-01,3894382
P,total,1996-04-01,3906271
P,total,1996-07-01,3919286
P,total,1996-10-01,3898692
P,total,1997-01-01,3878440
P,total,1997-04-01,3887444
P,total,1997-07-01,3913394
P,total,1997-10-01,3916586
P,total,1998-01-01,3915636
P,total,1998-04-01,3949608
P,total,1998-07-01,3974809
P,total,1998-10-01,3962830
P,total,1999-01-01,3953224
P,total,1999-04-01,3977308
P,total,1999-07-01,4001383
P,total,1999-10-01,3999621
P,total,2000-01-01,3997756
P,total,2000-04-01,4013583
P,total,2000-07-01,4032476
P,total,2000-10-01,4043337
P,total,2001-01-01,4059917
P,total,2001-04-01,4082347
P,total,2001-07-01,4104182
P,total,2001-10-01,4108328
P,total,2002-01-01,4101505
P,total,2002-04-01,4110227
P,total,2002-07-01,4133634
P,total,2002-10-01,4126269
P,total,2003-01-01,4096609
P,total,2003-04-01,4097672
P,total,2003-07-01,4109137
P,total,2003-10-01,4109451
P,total,2004-01-01,4103622
P,total,2004-04-01,4107913
P,total,2004-07-01,4122247
P,total,2004-10-01,4124476
P,total,2005-01-01,4114871
P,total,2005-04-01,4126069
P,total,2005-07-01,4161403
P,total,2005-10-01,4176312
P,total,2006-01-01,4184438
P,total,2006-04-01,4213886
P,total,2006-07-01,4256129
P,total,2006-10-01,4285276
P,total,2007-01-01,4294897
P,total,2007-04-01,4323712
P,total,2007-07-01,4366398
P,total,2007-10-01,4392091
P,total,2008-01-01,4406109
P,total,2008-04-01,4432818
P,total,2008-07-01,4472491
P,total,2008-10-01,4481634
P,total,2009-01-01,4470492
P,total,2009-04-01,4474753
P,total,2009-07-01,4474413
P,total,2009-10-01,4456803
P,total,2010-01-01,4419939.3151
P,total,2010-04-01,4479732.3809
P,total,2010-07-01,4509062.1234
P,total,2010-10-01,4518111.3045
P,total,2011-01-01,4539075.1957
P,total,2011-04-01,4593773.0267
P,total,2011-07-01,4610629.9238
P,total,2011-10-01,4646846.5846
P,total,2012-01-01,4630940.1385
P,total,2012-04-01,4665562.8443
P,total,2012-07-01,4717005.5259
P,total,2012-10-01,4704359.5846
P,total,2013-01-01,4677661.1425
P,total,2013-04-01,4718660.6632
P,total,2013-07-01,4753193.3456
P,total,2013-10-01,4794684.0767
P,total,2014-01-01,4738495.7271
P,total,2014-04-01,4817906.2499
P,total,2014-07-01,4834743.0556
P,total,2014-10-01,4909854.5042
P,total,2015-01-01,4868996.2278
P,total,2015-04-01,4889522.218
P,total,2015-07-01,4892086.4748
P,total,2015-10-01,4946014.3335
P,total,2016-01-01,4933354.4719
P,total,2016-04-01,4950024.2549
P,total,2016-07-01,4973119.5552
P,total,2016-10-01,5012574.4327
P,total,2017-01-01,4962355.4905
P,total,2017-04-01,5014149.2917
P,total,2017-07-01,5023959.1368
P,total,2017-10-01,5049736.1058
P,total,2018-01-01,5011675.9578
P,total,2018-04-01,5053759.9733
P,total,2018-07-01,5093158.2032
P,total,2018-10-01,5099597.8019
P,total,2019-01-01,5055709.0636
P,total,2019-04-01,5108320.1242
P,total,2019-07-01,5103872.8591
P,total,2019-10-01,5139016.1872
P,total,2020-01-01,5109358.7281
P,total,2020-04-01,5010036.2202
P,total,2020-07-01,5063581.8529
P,total,2020-10-01,5121853.1796
P,total,2021-01-01,5033113.0349
P,total,2021-04-01,5057021.6179
P,total,2021-07-01,5139213.9727
P,total,2021-10-01,5204622.7416
P,total,2022-01-01,5130546.2869
P,total,2022-04-01,5152235.9498
P,total,2022-07-01,5204931.8926
P,total,2022-10-01,5253813.8721
P,total,2023-01-01,5244316.0544
P,total,2023-04-01,5302462.883
P,total,2023-07-01,5310767.8296
P,total,2023-10-01,5357708.9672
P,total,2024-01-01,5305286.2947
P,total,2024-04-01,5331103.7234
P,total,2024-07-01,5344871.0903
P,total,2024-10-01,5387298.0646
P,total,2025-01-01,5342961.6
P,total,2025-04-01,5361883.6063
P,total,2025-07-01,5364069.7545
P,total,2025-10-01,5391586.9252
P_1,female,1991-04-01,60747
P_1,female,1991-07-01,62024
P_1,female,1991-10-01,59396
P_1,female,1992-01-01,57450
P_1,female,1992-04-01,58372
P_1,female,1992-07-01,59465
P_1,female,1992-10-01,58481
P_1,female,1993-01-01,58127
P_1,female,1993-04-01,61631
P_1,female,1993-07-01,63395
P_1,female,1993-10-01,59886
P_1,female,1994-01-01,57431
P_1,female,1994-04-01,59826
P_1,female,1994-07-01,60958
P_1,female,1994-10-01,56271
P_1,female,1995-01-01,52722
P_1,female,1995-04-01,54744
P_1,female,1995-07-01,56806
P_1,female,1995-10-01,55392
P_1,female,1996-01-01,54944
P_1,female,1996-04-01,56599
P_1,female,1996-07-01,57868
P_1,female,1996-10-01,57019
P_1,female,1997-01-01,56178
P_1,female,1997-04-01,56847
P_1,female,1997-07-01,57848
P_1,female,1997-10-01,57614
P_1,female,1998-01-01,57242
P_1,female,1998-04-01,58312
P_1,female,1998-07-01,59582
P_1,female,1998-10-01,59454
P_1,female,1999-01-01,59229
P_1,female,1999-04-01,60799
P_1,female,1999-07-01,61718
P_1,female,1999-10-01,60554
P_1,female,2000-01-01,59751
P_1,female,2000-04-01,60956
P_1,female,2000-07-01,61141
P_1,female,2000-10-01,58346
P_1,female,2001-01-01,55951
P_1,female,2001-04-01,56054
P_1,female,2001-07-01,56363
P_1,female,2001-10-01,54981
P_1,female,2002-01-01,54121
P_1,female,2002-04-01,55543
P_1,female,2002-07-01,56366
P_1,female,2002-10-01,55201
P_1,female,2003-01-01,54253
P_1,female,2003-04-01,54036
P_1,female,2003-07-01,53375
P_1,female,2003-10-01,51682
P_1,female,2004-01-01,50055
P_1,female,2004-04-01,49094
P_1,female,2004-07-01,48481
P_1,female,2004-10-01,47594
P_1,female,2005-01-01,46782
P_1,female,2005-04-01,47016
P_1,female,2005-07-01,47208
P_1,female,2005-10-01,46430
P_1,female,2006-01-01,45903
P_1,female,2006-04-01,46603
P_1,female,2006-07-01,47438
P_1,female,2006-10-01,47358
P_1,female,2007-01-01,47511
P_1,female,2007-04-01,49028
P_1,female,2007-07-01,50400
P_1,female,2007-10-01,50292
P_1,female,2008-01-01,50185
P_1,female,2008-04-01,51701
P_1,female,2008-07-01,52330
P_1,female,2008-10-01,50686
P_1,female,2009-01-01,49398
P_1,female,2009-04-01,49768
P_1,female,2009-07-01,49651
P_1,female,2009-10-01,48643
P_1,female,2010-01-01,49053.096953
P_1,female,2010-04-01,54630.228238
P_1,female,2010-07-01,56048.955703
P_1,female,2010-10-01,51792.418487
P_1,female,2011-01-01,54115.332459
P_1,female,2011-04-01,63160.88922
P_1,female,2011-07-01,57819.700288
P_1,female,2011-10-01,54751.402542
P_1,female,2012-01-01,59152.898309
P_1,female,2012-04-01,65206.143337
P_1,female,2012-07-01,64824.810121
P_1,female,2012-10-01,53599.075238
P_1,female,2013-01-01,48430.869128
P_1,female,2013-04-01,62476.479661
P_1,female,2013-07-01,66948.503462
P_1,female,2013-10-01,53570.237789
P_1,female,2014-01-01,52669.389812
P_1,female,2014-04-01,53833.780016
P_1,female,2014-07-01,61960.584115
P_1,female,2014-10-01,64934.419517
P_1,female,2015-01-01,63593.23041
P_1,female,2015-04-01,60108.208849
P_1,female,2015-07-01,62591.489223
P_1,female,2015-10-01,64343.10591
P_1,female,2016-01-01,64450.420841
P_1,female,2016-04-01,64948.830499
P_1,female,2016-07-01,62864.401067
P_1,female,2016-10-01,59965.272942
P_1,female,2017-01-01,51910.109944
P_1,female,2017-04-01,64564.467057
P_1,female,2017-07-01,63482.004786
P_1,female,2017-10-01,55147.095744
P_1,female,2018-01-01,53636.935159
P_1,female,2018-04-01,58807.414144
P_1,female,2018-07-01,61966.076999
P_1,female,2018-10-01,58178.992008
P_1,female,2019-01-01,55680.412286
P_1,female,2019-04-01,46711.279119
P_1,female,2019-07-01,45070.116456
P_1,female,2019-10-01,38650.670311
P_1,female,2020-01-01,42942.905592
P_1,female,2020-04-01,52569.633132
P_1,female,2020-07-01,50079.441121
P_1,female,2020-10-01,40870.000999
P_1,female,2021-01-01,41076.9121
P_1,female,2021-04-01,47129.751887
P_1,female,2021-07-01,42825.818314
P_1,female,2021-10-01,33131.721503
P_1,female,2022-01-01,32912.64781
P_1,female,2022-04-01,39567.319952
P_1,female,2022-07-01,37446.130581
P_1,female,2022-10-01,37551.424597
P_1,female,2023-01-01,34411.537983
P_1,female,2023-04-01,41629.839401
P_1,female,2023-07-01,41987.390558
P_1,female,2023-10-01,33115.966653
P_1,female,2024-01-01,38830.572029
P_1,female,2024-04-01,43032.042079
P_1,female,2024-07-01,41168.567992
P_1,female,2024-10-01,37658.812603
P_1,female,2025-01-01,34918.095288
P_1,female,2025-04-01,38071.206557
P_1,female,2025-07-01,38921.32104
P_1,female,2025-10-01,38821.665766
P_1,male,1991-04-01,101635
P_1,male,1991-07-01,106079
P_1,male,1991-10-01,102559
P_1,male,1992-01-01,97492
P_1,male,1992-04-01,100448
P_1,male,1992-07-01,105414
P_1,male,1992-10-01,103033
P_1,male,1993-01-01,100056
P_1,male,1993-04-01,106716
P_1,male,1993-07-01,112475
P_1,male,1993-10-01,106130
P_1,male,1994-01-01,99810
P_1,male,1994-04-01,103512
P_1,male,1994-07-01,108808
P_1,male,1994-10-01,105543
P_1,male,1995-01-01,101231
P_1,male,1995-04-01,105184
P_1,male,1995-07-01,110043
P_1,male,1995-10-01,110438
P_1,male,1996-01-01,110871
P_1,male,1996-04-01,115275
P_1,male,1996-07-01,118194
P_1,male,1996-10-01,115424
P_1,male,1997-01-01,113153
P_1,male,1997-04-01,114621
P_1,male,1997-07-01,115865
P_1,male,1997-10-01,113678
P_1,male,1998-01-01,111951
P_1,male,1998-04-01,114125
P_1,male,1998-07-01,116220
P_1,male,1998-10-01,114660
P_1,male,1999-01-01,113519
P_1,male,1999-04-01,117272
P_1,male,1999-07-01,118455
P_1,male,1999-10-01,112721
P_1,male,2000-01-01,108122
P_1,male,2000-04-01,108243
P_1,male,2000-07-01,108322
P_1,male,2000-10-01,104143
P_1,male,2001-01-01,100338
P_1,male,2001-04-01,101305
P_1,male,2001-07-01,102764
P_1,male,2001-10-01,100875
P_1,male,2002-01-01,99491
P_1,male,2002-04-01,102907
P_1,male,2002-07-01,105330
P_1,male,2002-10-01,103324
P_1,male,2003-01-01,101734
P_1,male,2003-04-01,102856
P_1,male,2003-07-01,103284
P_1,male,2003-10-01,101153
P_1,male,2004-01-01,98984
P_1,male,2004-04-01,98865
P_1,male,2004-07-01,99616
P_1,male,2004-10-01,99071
P_1,male,2005-01-01,98590
P_1,male,2005-04-01,100837
P_1,male,2005-07-01,102495
P_1,male,2005-10-01,100776
P_1,male,2006-01-01,99302
P_1,male,2006-04-01,101147
P_1,male,2006-07-01,103260
P_1,male,2006-10-01,102500
P_1,male,2007-01-01,101906
P_1,male,2007-04-01,104584
P_1,male,2007-07-01,106910
P_1,male,2007-10-01,105504
P_1,male,2008-01-01,103865
P_1,male,2008-04-01,105602
P_1,male,2008-07-01,106400
P_1,male,2008-10-01,102669
P_1,male,2009-01-01,99005
P_1,male,2009-04-01,98882
P_1,male,2009-07-01,99998
P_1,male,2009-10-01,100533
P_1,male,2010-01-01,99349.48552
P_1,male,2010-04-01,95765.333238
P_1,male,2010-07-01,104077.7433
P_1,male,2010-10-01,111352.67851
P_1,male,2011-01-01,96954.693106
P_1,male,2011-04-01,102087.65068
P_1,male,2011-07-01,105168.70437
P_1,male,2011-10-01,108060.0891
P_1,male,2012-01-01,102483.30168
P_1,male,2012-04-01,99684.704723
P_1,male,2012-07-01,99209.954276
P_1,male,2012-10-01,104386.35134
P_1,male,2013-01-01,100579.19266
P_1,male,2013-04-01,97883.266763
P_1,male,2013-07-01,110367.794
P_1,male,2013-10-01,116979.03356
P_1,male,2014-01-01,108268.48111
P_1,male,2014-04-01,114222.87079
P_1,male,2014-07-01,112346.61694
P_1,male,2014-10-01,111486.55272
P_1,male,2015-01-01,96892.95514
P_1,male,2015-04-01,102822.51109
P_1,male,2015-07-01,106974.91092
P_1,male,2015-10-01,106267.03522
P_1,male,2016-01-01,100936.30282
P_1,male,2016-04-01,102515.57384
P_1,male,2016-07-01,103509.16522
P_1,male,2016-10-01,98743.108247
P_1,male,2017-01-01,91730.822889
P_1,male,2017-04-01,92928.443311
P_1,male,2017-07-01,100919.46462
P_1,male,2017-10-01,100362.29787
P_1,male,2018-01-01,89927.777055
P_1,male,2018-04-01,101150.24972
P_1,male,2018-07-01,94609.520357
P_1,male,2018-10-01,91471.757766
P_1,male,2019-01-01,88912.076472
P_1,male,2019-04-01,88626.333569
P_1,male,2019-07-01,85485.537159
P_1,male,2019-10-01,81807.684206
P_1,male,2020-01-01,84461.247649
P_1,male,2020-04-01,89966.701468
P_1,male,2020-07-01,89485.191238
P_1,male,2020-10-01,79062.725927
P_1,male,2021-01-01,73939.992624
P_1,male,2021-04-01,83391.425035
P_1,male,2021-07-01,85898.909346
P_1,male,2021-10-01,77559.635839
P_1,male,2022-01-01,66053.524951
P_1,male,2022-04-01,71969.694559
P_1,male,2022-07-01,89703.499298
P_1,male,2022-10-01,84760.320477
P_1,male,2023-01-01,73474.863767
P_1,male,2023-04-01,81568.117818
P_1,male,2023-07-01,92349.859359
P_1,male,2023-10-01,91365.514121
P_1,male,2024-01-01,77898.364532
P_1,male,2024-04-01,81126.577135
P_1,male,2024-07-01,92178.175085
P_1,male,2024-10-01,88754.64285
P_1,male,2025-01-01,76986.315518
P_1,male,2025-04-01,81583.085899
P_1,male,2025-07-01,82235.890362
P_1,male,2025-10-01,75982.262227
P_1,total,1991-04-01,162382
P_1,total,1991-07-01,168103
P_1,total,1991-10-01,161955
P_1,total,1992-01-01,154943
P_1,total,1992-04-01,158820
P_1,total,1992-07-01,164879
P_1,total,1992-10-01,161514
P_1,total,1993-01-01,158183
P_1,total,1993-04-01,168347
P_1,total,1993-07-01,175870
P_1,total,1993-10-01,166015
P_1,total,1994-01-01,157242
P_1,total,1994-04-01,163338
P_1,total,1994-07-01,169766
P_1,total,1994-10-01,161814
P_1,total,1995-01-01,153953
P_1,total,1995-04-01,159929
P_1,total,1995-07-01,166849
P_1,total,1995-10-01,165830
P_1,total,1996-01-01,165815
P_1,total,1996-04-01,171874
P_1,total,1996-07-01,176061
P_1,total,1996-10-01,172443
P_1,total,1997-01-01,169330
P_1,total,1997-04-01,171468
P_1,total,1997-07-01,173713
P_1,total,1997-10-01,171292
P_1,total,1998-01-01,169193
P_1,total,1998-04-01,172437
P_1,total,1998-07-01,175802
P_1,total,1998-10-01,174115
P_1,total,1999-01-01,172748
P_1,total,1999-04-01,178071
P_1,total,1999-07-01,180173
P_1,total,1999-10-01,173275
P_1,total,2000-01-01,167873
P_1,total,2000-04-01,169199
P_1,total,2000-07-01,169463
P_1,total,2000-10-01,162488
P_1,total,2001-01-01,156288
P_1,total,2001-04-01,157359
P_1,total,2001-07-01,159127
P_1,total,2001-10-01,155856
P_1,total,2002-01-01,153612
P_1,total,2002-04-01,158449
P_1,total,2002-07-01,161697
P_1,total,2002-10-01,158525
P_1,total,2003-01-01,155986
P_1,total,2003-04-01,156892
P_1,total,2003-07-01,156660
P_1,total,2003-10-01,152835
P_1,total,2004-01-01,149039
P_1,total,2004-04-01,147958
P_1,total,2004-07-01,148097
P_1,total,2004-10-01,146665
P_1,total,2005-01-01,145373
P_1,total,2005-04-01,147853
P_1,total,2005-07-01,149703
P_1,total,2005-10-01,147207
P_1,total,2006-01-01,145205
P_1,total,2006-04-01,147751
P_1,total,2006-07-01,150698
P_1,total,2006-10-01,149858
P_1,total,2007-01-01,149417
P_1,total,2007-04-01,153612
P_1,total,2007-07-01,157309
P_1,total,2007-10-01,155796
P_1,total,2008-01-01,154050
P_1,total,2008-04-01,157303
P_1,total,2008-07-01,158730
P_1,total,2008-10-01,153355
P_1,total,2009-01-01,148404
P_1,total,2009-04-01,148650
P_1,total,2009-07-01,149650
P_1,total,2009-10-01,149176
P_1,total,2010-01-01,148402.58247
P_1,total,2010-04-01,150395.56148
P_1,total,2010-07-01,160126.69901
P_1,total,2010-10-01,163145.09699
P_1,total,2011-01-01,151070.02557
P_1,total,2011-04-01,165248.5399
P_1,total,2011-07-01,162988.40466
P_1,total,2011-10-01,162811.49165
P_1,total,2012-01-01,161636.19999
P_1,total,2012-04-01,164890.84806
P_1,total,2012-07-01,164034.7644
P_1,total,2012-10-01,157985.42658
P_1,total,2013-01-01,149010.06178
P_1,total,2013-04-01,160359.74642
P_1,total,2013-07-01,177316.29747
P_1,total,2013-10-01,170549.27135
P_1,total,2014-01-01,160937.87092
P_1,total,2014-04-01,168056.6508
P_1,total,2014-07-01,174307.20106
P_1,total,2014-10-01,176420.97224
P_1,total,2015-01-01,160486.18555
P_1,total,2015-04-01,162930.71994
P_1,total,2015-07-01,169566.40015
P_1,total,2015-10-01,170610.14113
P_1,total,2016-01-01,165386.72366
P_1,total,2016-04-01,167464.40434
P_1,total,2016-07-01,166373.56629
P_1,total,2016-10-01,158708.38119
P_1,total,2017-01-01,143640.93283
P_1,total,2017-04-01,157492.91037
P_1,total,2017-07-01,164401.46941
P_1,total,2017-10-01,155509.39361
P_1,total,2018-01-01,143564.71221
P_1,total,2018-04-01,159957.66387
P_1,total,2018-07-01,156575.59736
P_1,total,2018-10-01,149650.74977
P_1,total,2019-01-01,144592.48876
P_1,total,2019-04-01,135337.61269
P_1,total,2019-07-01,130555.65362
P_1,total,2019-10-01,120458.35452
P_1,total,2020-01-01,127404.15324
P_1,total,2020-04-01,142536.3346
P_1,total,2020-07-01,139564.63236
P_1,total,2020-10-01,119932.72693
P_1,total,2021-01-01,115016.90472
P_1,total,2021-04-01,130521.17692
P_1,total,2021-07-01,128724.72766
P_1,total,2021-10-01,110691.35734
P_1,total,2022-01-01,98966.172761
P_1,total,2022-04-01,111537.01451
P_1,total,2022-07-01,127149.62988
P_1,total,2022-10-01,122311.74507
P_1,total,2023-01-01,107886.40175
P_1,total,2023-04-01,123197.95722
P_1,total,2023-07-01,134337.24992
P_1,total,2023-10-01,124481.48077
P_1,total,2024-01-01,116728.93656
P_1,total,2024-04-01,124158.61921
P_1,total,2024-07-01,133346.74308
P_1,total,2024-10-01,126413.45545
