sector,sex,date,value
P_2_1,total,2019-01-01,657889.79736
P_2_1,total,2019-04-01,664344.15816
P_2_1,total,2019-07-01,663538.43832
P_2_1,total,2019-10-01,665602.49079
P_2_1,total,2020-01-01,661581.44268
P_2_1,total,2020-04-01,647882.43783
P_2_1,total,2020-07-01,650862.90106
P_2_1,total,2020-10-01,653847.76123
P_2_1,total,2021-01-01,640754.12872
P_2_1,total,2021-04-01,638415.06838
P_2_1,total,2021-07-01,643176.13732
P_2_1,total,2021-10-01,652507.76448
P_2_1,total,2022-01-01,646161.12567
P_2_1,total,2022-04-01,647719.53035
P_2_1,total,2022-07-01,651669.11939
P_2_1,total,2022-10-01,656653.76305
P_2_1,total,2023-01-01,656768.22127
P_2_1,total,2023-04-01,662592.26972
P_2_1,total,2023-07-01,661671.35932
P_2_1,total,2023-10-01,663509.05886
P_2_1,total,2024-01-01,654917.55674
P_2_1,total,2024-04-01,659665.07524
P_2_1,total,2024-07-01,658747.63617
P_2_1,total,2024-10-01,660759.88157
P_2_1,total,2025-01-01,653843.553
P_2_1,total,2025-04-01,654433.08444
P_2_1,total,2025-07-01,652418.44714
P_2_1,total,2025-10-01,656720.56142
P_2_2,female,1991-04-01,2956
P_2_2,female,1991-07-01,2971
P_2_2,female,1991-10-01,3027
P_2_2,female,1992-01-01,3110
P_2_2,female,1992-04-01,3164
P_2_2,female,1992-07-01,3193
P_2_2,female,1992-10-01,3250
P_2_2,female,1993-01-01,3260
P_2_2,female,1993-04-01,3250
P_2_2,female,1993-07-01,3297
P_2_2,female,1993-10-01,3312
P_2_2,female,1994-01-01,3316
P_2_2,female,1994-04-01,3374
P_2_2,female,1994-07-01,3355
P_2_2,female,1994-10-01,3334
P_2_2,female,1995-01-01,3431
P_2_2,female,1995-04-01,3475
P_2_2,female,1995-07-01,3363
P_2_2,female,1995-10-01,3338
P_2_2,female,1996-01-01,3372
P_2_2,female,1996-04-01,3266
P_2_2,female,1996-07-01,3364
P_2_2,female,1996-10-01,3451
P_2_2,female,1997-01-01,3385
P_2_2,female,1997-04-01,3451
P_2_2,female,1997-07-01,3547
P_2_2,female,1997-10-01,3574
P_2_2,female,1998-01-01,3589
P_2_2,female,1998-04-01,3606
P_2_2,female,1998-07-01,3525
P_2_2,female,1998-10-01,3435
P_2_2,female,1999-01-01,3470
P_2_2,female,1999-04-01,3659
P_2_2,female,1999-07-01,3814
P_2_2,female,1999-10-01,3631
P_2_2,female,2000-01-01,3405
P_2_2,female,2000-04-01,3354
P_2_2,female,2000-07-01,3285
P_2_2,female,2000-10-01,3304
P_2_2,female,2001-01-01,3330
P_2_2,female,2001-04-01,3304
P_2_2,female,2001-07-01,3362
P_2_2,female,2001-10-01,3419
P_2_2,female,2002-01-01,3533
P_2_2,female,2002-04-01,3536
P_2_2,female,2002-07-01,3500
P_2_2,female,2002-10-01,3529
P_2_2,female,2003-01-01,3694
P_2_2,female,2003-04-01,3952
P_2_2,female,2003-07-01,3984
P_2_2,female,2003-10-01,3918
P_2_2,female,2004-01-01,3892
P_2_2,female,2004-04-01,3994
P_2_2,female,2004-07-01,4115
P_2_2,female,2004-10-01,4115
P_2_2,female,2005-01-01,4073
P_2_2,female,2005-04-01,4075
P_2_2,female,2005-07-01,4086
P_2_2,female,2005-10-01,4065
P_2_2,female,2006-01-01,3980
P_2_2,female,2006-04-01,4022
P_2_2,female,2006-07-01,4148
P_2_2,female,2006-10-01,4087
P_2_2,female,2007-01-01,4041
P_2_2,female,2007-04-01,4163
P_2_2,female,2007-07-01,4268
P_2_2,female,2007-10-01,4260
P_2_2,female,2008-01-01,4220
P_2_2,female,2008-04-01,4217
P_2_2,female,2008-07-01,4243
P_2_2,female,2008-10-01,4262
P_2_2,female,2009-01-01,4268
P_2_2,female,2009-04-01,4375
P_2_2,female,2009-07-01,4532
P_2_2,female,2009-10-01,4580
P_2_2,female,2010-01-01,4599.4618292
P_2_2,female,2010-04-01,4691.7264852
P_2_2,female,2010-07-01,4762.5216621
P_2_2,female,2010-10-01,4810.639896
P_2_2,female,2011-01-01,4887.8749314
P_2_2,female,2011-04-01,4988.4659401
P_2_2,female,2011-07-01,5022.7661874
P_2_2,female,2011-10-01,5083.6327107
P_2_2,female,2012-01-01,5078.9296911
P_2_2,female,2012-04-01,5099.4190065
P_2_2,female,2012-07-01,5116.3141684
P_2_2,female,2012-10-01,4979.2350241
P_2_2,female,2013-01-01,4949.5316557
P_2_2,female,2013-04-01,4987.5206338
P_2_2,female,2013-07-01,5102.2306263
P_2_2,female,2013-10-01,5205.2654727
P_2_2,female,2014-01-01,5318.0335636
P_2_2,female,2014-04-01,5543.1276141
P_2_2,female,2014-07-01,5552.669265
P_2_2,female,2014-10-01,5612.39831
P_2_2,female,2015-01-01,5606.3479427
P_2_2,female,2015-04-01,5709.5266313
P_2_2,female,2015-07-01,5785.889191
P_2_2,female,2015-10-01,5880.4578591
P_2_2,female,2016-01-01,5848.6187004
P_2_2,female,2016-04-01,5762.3150743
P_2_2,female,2016-07-01,5664.6684171
P_2_2,female,2016-10-01,5578.6788612
P_2_2,female,2017-01-01,5524.3769821
P_2_2,female,2017-04-01,5433.8648461
P_2_2,female,2017-07-01,5474.1368533
P_2_2,female,2017-10-01,5531.6177163
P_2_2,female,2018-01-01,5545.5151357
P_2_2,female,2018-04-01,5530.365473
P_2_2,female,2018-07-01,5621.2862646
P_2_2,female,2018-10-01,5523.1577401
P_2_2,female,2019-01-01,5503.9615499
P_2_2,female,2019-04-01,5640.3583757
P_2_2,female,2019-07-01,5710.9116189
P_2_2,female,2019-10-01,5757.9358967
P_2_2,female,2020-01-01,5771.8933158
P_2_2,female,2020-04-01,5702.4223693
P_2_2,female,2020-07-01,5837.5762926
P_2_2,female,2020-10-01,5956.8001715
P_2_2,female,2021-01-01,5887.0235827
P_2_2,female,2021-04-01,5904.2933318
P_2_2,female,2021-07-01,6024.1864256
P_2_2,female,2021-10-01,6057.9699834
P_2_2,female,2022-01-01,5823.8224099
P_2_2,female,2022-04-01,5838.3912623
P_2_2,female,2022-07-01,5957.9298722
P_2_2,female,2022-10-01,6087.4444255
P_2_2,female,2023-01-01,6132.2918086
P_2_2,female,2023-04-01,6095.2307829
P_2_2,female,2023-07-01,6027.7488386000005
P_2_2,female,2023-10-01,6185.9391573
P_2_2,female,2024-01-01,6267.8711792
P_2_2,female,2024-04-01,6407.9355334
P_2_2,female,2024-07-01,6506.9725729
P_2_2,female,2024-10-01,6600.0953982
P_2_2,female,2025-01-01,6604.1786412
P_2_2,female,2025-04-01,6633.570831
P_2_2,female,2025-07-01,6751.4746325
P_2_2,female,2025-10-01,6788.8539295
P_2_2,male,1991-04-01,20379
P_2_2,male,1991-07-01,20415
P_2_2,male,1991-10-01,20371
P_2_2,male,1992-01-01,20401
P_2_2,male,1992-04-01,20538
P_2_2,male,1992-07-01,20623
P_2_2,male,1992-10-01,20399
P_2_2,male,1993-01-01,20202
P_2_2,male,1993-04-01,20289
P_2_2,male,1993-07-01,20334
P_2_2,male,1993-10-01,20234
P_2_2,male,1994-01-01,20191
P_2_2,male,1994-04-01,20162
P_2_2,male,1994-07-01,20197
P_2_2,male,1994-10-01,20255
P_2_2,male,1995-01-01,20228
P_2_2,male,1995-04-01,20170
P_2_2,male,1995-07-01,20114
P_2_2,male,1995-10-01,19977
P_2_2,male,1996-01-01,19839
P_2_2,male,1996-04-01,19801
P_2_2,male,1996-07-01,19890
P_2_2,male,1996-10-01,19845
P_2_2,male,1997-01-01,19660
P_2_2,male,1997-04-01,19637
P_2_2,male,1997-07-01,19682
P_2_2,male,1997-10-01,19669
P_2_2,male,1998-01-01,19862
P_2_2,male,1998-04-01,20214
P_2_2,male,1998-07-01,20170
P_2_2,male,1998-10-01,19923
P_2_2,male,1999-01-01,19762
P_2_2,male,1999-04-01,20353
P_2_2,male,1999-07-01,21134
P_2_2,male,1999-10-01,20751
P_2_2,male,2000-01-01,20102
P_2_2,male,2000-04-01,19867
P_2_2,male,2000-07-01,19828
P_2_2,male,2000-10-01,19796
P_2_2,male,2001-01-01,19636
P_2_2,male,2001-04-01,19227
P_2_2,male,2001-07-01,18998
P_2_2,male,2001-10-01,19038
P_2_2,male,2002-01-01,19079
P_2_2,male,2002-04-01,18869
P_2_2,male,2002-07-01,18709
P_2_2,male,2002-10-01,18935
P_2_2,male,2003-01-01,19401
P_2_2,male,2003-04-01,19627
P_2_2,male,2003-07-01,19317
P_2_2,male,2003-10-01,19226
P_2_2,male,2004-01-01,19430
P_2_2,male,2004-04-01,19726
P_2_2,male,2004-07-01,19983
P_2_2,male,2004-10-01,20004
P_2_2,male,2005-01-01,19688
P_2_2,male,2005-04-01,19155
P_2_2,male,2005-07-01,19019
P_2_2,male,2005-10-01,19234
P_2_2,male,2006-01-01,19107
P_2_2,male,2006-04-01,19052
P_2_2,male,2006-07-01,19468
P_2_2,male,2006-10-01,19670
P_2_2,male,2007-01-01,19684
P_2_2,male,2007-04-01,19926
P_2_2,male,2007-07-01,20028
P_2_2,male,2007-10-01,19897
P_2_2,male,2008-01-01,19702
P_2_2,male,2008-04-01,19531
P_2_2,male,2008-07-01,19501
P_2_2,male,2008-10-01,19611
P_2_2,male,2009-01-01,19744
P_2_2,male,2009-04-01,19926
P_2_2,male,2009-07-01,20254
P_2_2,male,2009-10-01,20546
P_2_2,male,2010-01-01,20676.406374
P_2_2,male,2010-04-01,21391.775659
P_2_2,male,2010-07-01,21566.759478
P_2_2,male,2010-10-01,21604.497388
P_2_2,male,2011-01-01,21992.772993
P_2_2,male,2011-04-01,22172.249776
P_2_2,male,2011-07-01,22374.155551
P_2_2,male,2011-10-01,22298.647981
P_2_2,male,2012-01-01,22030.831078
P_2_2,male,2012-04-01,22053.719829
P_2_2,male,2012-07-01,21936.014767
P_2_2,male,2012-10-01,21599.753133
P_2_2,male,2013-01-01,21343.871331
P_2_2,male,2013-04-01,21543.554342
P_2_2,male,2013-07-01,21497.618238
P_2_2,male,2013-10-01,21689.592125
P_2_2,male,2014-01-01,21548.018689
P_2_2,male,2014-04-01,21930.53855
P_2_2,male,2014-07-01,22167.426149
P_2_2,male,2014-10-01,22487.976613
P_2_2,male,2015-01-01,22482.038385
P_2_2,male,2015-04-01,22723.309066
P_2_2,male,2015-07-01,22751.094108
P_2_2,male,2015-10-01,22861.360861
P_2_2,male,2016-01-01,22510.780379
P_2_2,male,2016-04-01,22620.029508
P_2_2,male,2016-07-01,22869.454091
P_2_2,male,2016-10-01,23101.744441
P_2_2,male,2017-01-01,22406.121446
P_2_2,male,2017-04-01,22734.30446
P_2_2,male,2017-07-01,22764.22855
P_2_2,male,2017-10-01,22578.488726
P_2_2,male,2018-01-01,22120.780124
P_2_2,male,2018-04-01,22328.24491
P_2_2,male,2018-07-01,22520.208009
P_2_2,male,2018-10-01,22624.331495
P_2_2,male,2019-01-01,22312.376112
P_2_2,male,2019-04-01,22642.886611
P_2_2,male,2019-07-01,22584.764529
P_2_2,male,2019-10-01,22797.082703
P_2_2,male,2020-01-01,22882.956878
P_2_2,male,2020-04-01,22774.466848
P_2_2,male,2020-07-01,23234.703814
P_2_2,male,2020-10-01,23502.648021
P_2_2,male,2021-01-01,23288.741116
P_2_2,male,2021-04-01,23467.112674
P_2_2,male,2021-07-01,23590.891094
P_2_2,male,2021-10-01,23772.129911
P_2_2,male,2022-01-01,23517.527714
P_2_2,male,2022-04-01,23669.375977
P_2_2,male,2022-07-01,24113.452555
P_2_2,male,2022-10-01,24474.73689
P_2_2,male,2023-01-01,24677.303465
P_2_2,male,2023-04-01,24938.11917
P_2_2,male,2023-07-01,24839.750593
P_2_2,male,2023-10-01,25258.46159
P_2_2,male,2024-01-01,25184.668631
P_2_2,male,2024-04-01,25577.522739
P_2_2,male,2024-07-01,25915.354582
P_2_2,male,2024-10-01,26359.543054
P_2_2,male,2025-01-01,26405.149689
P_2_2,male,2025-04-01,26933.849506
P_2_2,male,2025-07-01,27111.277109
P_2_2,male,2025-10-01,27609.792595
P_2_2,total,1991-04-01,23335
P_2_2,total,1991-07-01,23386
P_2_2,total,1991-10-01,23397
P_2_2,total,1992-01-01,23510
P_2_2,total,1992-04-01,23701
P_2_2,total,1992-07-01,23816
P_2_2,total,1992-10-01,23649
P_2_2,total,1993-01-01,23462
P_2_2,total,1993-04-01,23539
P_2_2,total,1993-07-01,23631
P_2_2,total,1993-10-01,23546
P_2_2,total,1994-01-01,23507
P_2_2,total,1994-04-01,23536
P_2_2,total,1994-07-01,23552
P_2_2,total,1994-10-01,23589
P_2_2,total,1995-01-01,23659
P_2_2,total,1995-04-01,23645
P_2_2,total,1995-07-01,23477
P_2_2,total,1995-10-01,23315
P_2_2,total,1996-01-01,23211
P_2_2,total,1996-04-01,23067
P_2_2,total,1996-07-01,23254
P_2_2,total,1996-10-01,23296
P_2_2,total,1997-01-01,23045
P_2_2,total,1997-04-01,23088
P_2_2,total,1997-07-01,23229
P_2_2,total,1997-10-01,23244
P_2_2,total,1998-01-01,23451
P_2_2,total,1998-04-01,23820
P_2_2,total,1998-07-01,23695
P_2_2,total,1998-10-01,23358
P_2_2,total,1999-01-01,23232
P_2_2,total,1999-04-01,24013
P_2_2,total,1999-07-01,24948
P_2_2,total,1999-10-01,24381
P_2_2,total,2000-01-01,23507
P_2_2,total,2000-04-01,23221
P_2_2,total,2000-07-01,23113
P_2_2,total,2000-10-01,23100
P_2_2,total,2001-01-01,22967
P_2_2,total,2001-04-01,22531
P_2_2,total,2001-07-01,22360
P_2_2,total,2001-10-01,22458
P_2_2,total,2002-01-01,22612
P_2_2,total,2002-04-01,22405
P_2_2,total,2002-07-01,22209
P_2_2,total,2002-10-01,22464
P_2_2,total,2003-01-01,23096
P_2_2,total,2003-04-01,23579
P_2_2,total,2003-07-01,23301
P_2_2,total,2003-10-01,23144
P_2_2,total,2004-01-01,23322
P_2_2,total,2004-04-01,23720
P_2_2,total,2004-07-01,24098
P_2_2,total,2004-10-01,24119
P_2_2,total,2005-01-01,23761
P_2_2,total,2005-04-01,23230
P_2_2,total,2005-07-01,23106
P_2_2,total,2005-10-01,23300
P_2_2,total,2006-01-01,23088
P_2_2,total,2006-04-01,23073
P_2_2,total,2006-07-01,23615
P_2_2,total,2006-10-01,23756
P_2_2,total,2007-01-01,23725
P_2_2,total,2007-04-01,24088
P_2_2,total,2007-07-01,24297
P_2_2,total,2007-10-01,24157
P_2_2,total,2008-01-01,23922
P_2_2,total,2008-04-01,23748
P_2_2,total,2008-07-01,23743
P_2_2,total,2008-10-01,23873
P_2_2,total,2009-01-01,24012
P_2_2,total,2009-04-01,24301
P_2_2,total,2009-07-01,24786
P_2_2,total,2009-10-01,25126
P_2_2,total,2010-01-01,25275.868204
P_2_2,total,2010-04-01,26083.502144
P_2_2,total,2010-07-01,26329.28114
P_2_2,total,2010-10-01,26415.137284
P_2_2,total,2011-01-01,26880.647925
P_2_2,total,2011-04-01,27160.715716
P_2_2,total,2011-07-01,27396.921739
P_2_2,total,2011-10-01,27382.280692
P_2_2,total,2012-01-01,27109.760769
P_2_2,total,2012-04-01,27153.138835
P_2_2,total,2012-07-01,27052.328935
P_2_2,total,2012-10-01,26578.988157
P_2_2,total,2013-01-01,26293.402987
P_2_2,total,2013-04-01,26531.074976
P_2_2,total,2013-07-01,26599.848864
P_2_2,total,2013-10-01,26894.857597
P_2_2,total,2014-01-01,26866.052252
P_2_2,total,2014-04-01,27473.666164
P_2_2,total,2014-07-01,27720.095414
P_2_2,total,2014-10-01,28100.374923
P_2_2,total,2015-01-01,28088.386327
P_2_2,total,2015-04-01,28432.835698
P_2_2,total,2015-07-01,28536.983299
P_2_2,total,2015-10-01,28741.81872
P_2_2,total,2016-01-01,28359.399079
P_2_2,total,2016-04-01,28382.344582
P_2_2,total,2016-07-01,28534.122508
P_2_2,total,2016-10-01,28680.423303
P_2_2,total,2017-01-01,27930.498428
P_2_2,total,2017-04-01,28168.169306
P_2_2,total,2017-07-01,28238.365403
P_2_2,total,2017-10-01,28110.106443
P_2_2,total,2018-01-01,27666.295259
P_2_2,total,2018-04-01,27858.610383
P_2_2,total,2018-07-01,28141.494273
P_2_2,total,2018-10-01,28147.489235
P_2_2,total,2019-01-01,27816.337662
P_2_2,total,2019-04-01,28283.244987
P_2_2,total,2019-07-01,28295.676148
P_2_2,total,2019-10-01,28555.018599
P_2_2,total,2020-01-01,28654.850194
P_2_2,total,2020-04-01,28476.889217
P_2_2,total,2020-07-01,29072.280107
P_2_2,total,2020-10-01,29459.448193
P_2_2,total,2021-01-01,29175.764699
P_2_2,total,2021-04-01,29371.406006
P_2_2,total,2021-07-01,29615.077519
P_2_2,total,2021-10-01,29830.099895
P_2_2,total,2022-01-01,29341.350124
P_2_2,total,2022-04-01,29507.76724
P_2_2,total,2022-07-01,30071.382427
P_2_2,total,2022-10-01,30562.181316
P_2_2,total,2023-01-01,30809.595273
P_2_2,total,2023-04-01,31033.349952
P_2_2,total,2023-07-01,30867.499431
P_2_2,total,2023-10-01,31444.400747
P_2_2,total,2024-01-01,31452.53981
P_2_2,total,2024-04-01,31985.458273
P_2_2,total,2024-07-01,32422.327155
P_2_2,total,2024-10-01,32959.638452
P_2_2,total,2025-01-01,33009.32833
P_2_2,total,2025-04-01,33567.420337
P_2_2,total,2025-07-01,33862.751742
P_2_2,total,2025-10-01,34398.646524
P_2_3,female,1991-04-01,1863
P_2_3,female,1991-07-01,1721
P_2_3,female,1991-10-01,1621
P_2_3,female,1992-01-01,1661
P_2_3,female,1992-04-01,1665
P_2_3,female,1992-07-01,1544
P_2_3,female,1992-10-01,1517
P_2_3,female,1993-01-01,1551
P_2_3,female,1993-04-01,1533
P_2_3,female,1993-07-01,1586
P_2_3,female,1993-10-01,1589
P_2_3,female,1994-01-01,1560
P_2_3,female,1994-04-01,1555
P_2_3,female,1994-07-01,1547
P_2_3,female,1994-10-01,1553
P_2_3,female,1995-01-01,1531
P_2_3,female,1995-04-01,1553
P_2_3,female,1995-07-01,1589
P_2_3,female,1995-10-01,1552
P_2_3,female,1996-01-01,1530
P_2_3,female,1996-04-01,1513
P_2_3,female,1996-07-01,1536
P_2_3,female,1996-10-01,1567
P_2_3,female,1997-01-01,1585
P_2_3,female,1997-04-01,1613
P_2_3,female,1997-07-01,1617
P_2_3,female,1997-10-01,1600
P_2_3,female,1998-01-01,1625
P_2_3,female,1998-04-01,1667
P_2_3,female,1998-07-01,1674
P_2_3,female,1998-10-01,1673
P_2_3,female,1999-01-01,1678
P_2_3,female,1999-04-01,1716
P_2_3,female,1999-07-01,1771
P_2_3,female,1999-10-01,1785
P_2_3,female,2000-01-01,1823
P_2_3,female,2000-04-01,1837
P_2_3,female,2000-07-01,1801
P_2_3,female,2000-10-01,1828
P_2_3,female,2001-01-01,1875
P_2_3,female,2001-04-01,1987
P_2_3,female,2001-07-01,2075
P_2_3,female,2001-10-01,2061
P_2_3,female,2002-01-01,2114
P_2_3,female,2002-04-01,2136
P_2_3,female,2002-07-01,2154
P_2_3,female,2002-10-01,2202
P_2_3,female,2003-01-01,2215
P_2_3,female,2003-04-01,2239
P_2_3,female,2003-07-01,2230
P_2_3,female,2003-10-01,2171
P_2_3,female,2004-01-01,2185
P_2_3,female,2004-04-01,2243
P_2_3,female,2004-07-01,2236
P_2_3,female,2004-10-01,2245
P_2_3,female,2005-01-01,2260
P_2_3,female,2005-04-01,2259
P_2_3,female,2005-07-01,2271
P_2_3,female,2005-10-01,2286
P_2_3,female,2006-01-01,2289
P_2_3,female,2006-04-01,2284
P_2_3,female,2006-07-01,2304
P_2_3,female,2006-10-01,2345
P_2_3,female,2007-01-01,2357
P_2_3,female,2007-04-01,2382
P_2_3,female,2007-07-01,2414
P_2_3,female,2007-10-01,2419
P_2_3,female,2008-01-01,2434
P_2_3,female,2008-04-01,2434
P_2_3,female,2008-07-01,2412
P_2_3,female,2008-10-01,2396
P_2_3,female,2009-01-01,2363
P_2_3,female,2009-04-01,2335
P_2_3,female,2009-07-01,2326
P_2_3,female,2009-10-01,2273
P_2_3,female,2010-01-01,2219.3561412
P_2_3,female,2010-04-01,2199.2028602
P_2_3,female,2010-07-01,2227.7473585
P_2_3,female,2010-10-01,2249.2166666
P_2_3,female,2011-01-01,2385.7748621
P_2_3,female,2011-04-01,2587.0785515
P_2_3,female,2011-07-01,2662.2678388
P_2_3,female,2011-10-01,2707.6243406
P_2_3,female,2012-01-01,2651.435955
P_2_3,female,2012-04-01,2590.3440196
P_2_3,female,2012-07-01,2706.2259923
P_2_3,female,2012-10-01,2790.9506119
P_2_3,female,2013-01-01,2803.6181452
P_2_3,female,2013-04-01,2809.4382034
P_2_3,female,2013-07-01,2826.6800313
P_2_3,female,2013-10-01,2823.3223655
P_2_3,female,2014-01-01,2838.0167892
P_2_3,female,2014-04-01,2928.5247542
P_2_3,female,2014-07-01,2995.8639908
P_2_3,female,2014-10-01,3158.3354081
P_2_3,female,2015-01-01,3142.3601758
P_2_3,female,2015-04-01,3077.0838897
P_2_3,female,2015-07-01,3002.2602243
P_2_3,female,2015-10-01,3043.1822887
P_2_3,female,2016-01-01,3152.6419141
P_2_3,female,2016-04-01,3223.3433172
P_2_3,female,2016-07-01,3323.6352396
P_2_3,female,2016-10-01,3427.419004
P_2_3,female,2017-01-01,3523.7222888
P_2_3,female,2017-04-01,3591.3302929
P_2_3,female,2017-07-01,3628.7571482
P_2_3,female,2017-10-01,3703.8405248
P_2_3,female,2018-01-01,3812.4206333
P_2_3,female,2018-04-01,3712.5753634
P_2_3,female,2018-07-01,3662.655643
P_2_3,female,2018-10-01,3709.487102
P_2_3,female,2019-01-01,3967.8860082
P_2_3,female,2019-04-01,4220.1728253
P_2_3,female,2019-07-01,4181.3608548
P_2_3,female,2019-10-01,4197.9064591
P_2_3,female,2020-01-01,4106.2755067
P_2_3,female,2020-04-01,3918.7321096
P_2_3,female,2020-07-01,3855.8350851
P_2_3,female,2020-10-01,3804.2934757
P_2_3,female,2021-01-01,3758.6899065
P_2_3,female,2021-04-01,3713.7444768
P_2_3,female,2021-07-01,3697.3728413
P_2_3,female,2021-10-01,3754.329961
P_2_3,female,2022-01-01,3729.7996235
P_2_3,female,2022-04-01,3732.7631872
P_2_3,female,2022-07-01,3787.6163792
P_2_3,female,2022-10-01,3925.0968736
P_2_3,female,2023-01-01,3925.9381533
P_2_3,female,2023-04-01,3951.8154455
P_2_3,female,2023-07-01,3980.1037282
P_2_3,female,2023-10-01,4008.5291778
P_2_3,female,2024-01-01,4050.8848826
P_2_3,female,2024-04-01,4143.1856504
P_2_3,female,2024-07-01,4182.8005339
P_2_3,female,2024-10-01,4228.6441094
P_2_3,female,2025-01-01,4301.0814639
P_2_3,female,2025-04-01,4337.6831421
P_2_3,female,2025-07-01,4271.3555462
P_2_3,female,2025-10-01,4211.3158922
P_2_3,male,1991-04-01,13064
P_2_3,male,1991-07-01,13166
P_2_3,male,1991-10-01,13138
P_2_3,male,1992-01-01,13221
P_2_3,male,1992-04-01,13455
P_2_3,male,1992-07-01,13592
P_2_3,male,1992-10-01,13414
P_2_3,male,1993-01-01,13260
P_2_3,male,1993-04-01,13313
P_2_3,male,1993-07-01,13493
P_2_3,male,1993-10-01,13551
P_2_3,male,1994-01-01,13492
P_2_3,male,1994-04-01,13489
P_2_3,male,1994-07-01,13631
P_2_3,male,1994-10-01,13858
P_2_3,male,1995-01-01,13730
P_2_3,male,1995-04-01,13711
P_2_3,male,1995-07-01,13871
P_2_3,male,1995-10-01,13722
P_2_3,male,1996-01-01,13573
P_2_3,male,1996-04-01,13478
P_2_3,male,1996-07-01,13340
P_2_3,male,1996-10-01,13173
P_2_3,male,1997-01-01,13023
P_2_3,male,1997-04-01,12931
P_2_3,male,1997-07-01,12813
P_2_3,male,1997-10-01,12558
P_2_3,male,1998-01-01,12372
P_2_3,male,1998-04-01,12432
P_2_3,male,1998-07-01,12478
P_2_3,male,1998-10-01,12338
P_2_3,male,1999-01-01,12254
P_2_3,male,1999-04-01,12347
P_2_3,male,1999-07-01,12451
P_2_3,male,1999-10-01,12409
P_2_3,male,2000-01-01,12351
P_2_3,male,2000-04-01,12397
P_2_3,male,2000-07-01,12370
P_2_3,male,2000-10-01,12283
P_2_3,male,2001-01-01,12282
P_2_3,male,2001-04-01,12395
P_2_3,male,2001-07-01,12434
P_2_3,male,2001-10-01,12341
P_2_3,male,2002-01-01,12310
P_2_3,male,2002-04-01,12305
P_2_3,male,2002-07-01,12302
P_2_3,male,2002-10-01,12220
P_2_3,male,2003-01-01,12139
P_2_3,male,2003-04-01,12194
P_2_3,male,2003-07-01,12202
P_2_3,male,2003-10-01,12208
P_2_3,male,2004-01-01,12245
P_2_3,male,2004-04-01,12240
P_2_3,male,2004-07-01,12216
P_2_3,male,2004-10-01,12141
P_2_3,male,2005-01-01,12020
P_2_3,male,2005-04-01,11926
P_2_3,male,2005-07-01,11913
P_2_3,male,2005-10-01,11963
P_2_3,male,2006-01-01,12013
P_2_3,male,2006-04-01,12057
P_2_3,male,2006-07-01,12221
P_2_3,male,2006-10-01,12289
P_2_3,male,2007-01-01,12318
P_2_3,male,2007-04-01,12500
P_2_3,male,2007-07-01,12629
P_2_3,male,2007-10-01,12736
P_2_3,male,2008-01-01,12753
P_2_3,male,2008-04-01,12701
P_2_3,male,2008-07-01,12746
P_2_3,male,2008-10-01,12760
P_2_3,male,2009-01-01,12669
P_2_3,male,2009-04-01,12657
P_2_3,male,2009-07-01,12758
P_2_3,male,2009-10-01,12723
P_2_3,male,2010-01-01,12675.305257
P_2_3,male,2010-04-01,12902.511134
P_2_3,male,2010-07-01,12896.948446
P_2_3,male,2010-10-01,13005.932198
P_2_3,male,2011-01-01,13124.154596
P_2_3,male,2011-04-01,13060.394139
P_2_3,male,2011-07-01,13129.816618
P_2_3,male,2011-10-01,13191.017009
P_2_3,male,2012-01-01,13316.016141
P_2_3,male,2012-04-01,13424.835611
P_2_3,male,2012-07-01,13528.578904
P_2_3,male,2012-10-01,13577.958062
P_2_3,male,2013-01-01,13470.385718
P_2_3,male,2013-04-01,13607.361507
P_2_3,male,2013-07-01,13548.083383
P_2_3,male,2013-10-01,13688.608393
P_2_3,male,2014-01-01,13579.743845
P_2_3,male,2014-04-01,13917.822624
P_2_3,male,2014-07-01,14264.525972
P_2_3,male,2014-10-01,14564.819744
P_2_3,male,2015-01-01,14545.365418
P_2_3,male,2015-04-01,14585.568476
P_2_3,male,2015-07-01,14607.534974
P_2_3,male,2015-10-01,14796.259278
P_2_3,male,2016-01-01,14693.100047
P_2_3,male,2016-04-01,14911.260099
P_2_3,male,2016-07-01,15164.193146
P_2_3,male,2016-10-01,15175.591414
P_2_3,male,2017-01-01,14665.504268
P_2_3,male,2017-04-01,14987.092241
P_2_3,male,2017-07-01,15065.077224
P_2_3,male,2017-10-01,15100.032485
P_2_3,male,2018-01-01,15119.76655
P_2_3,male,2018-04-01,15493.031457
P_2_3,male,2018-07-01,15591.812636
P_2_3,male,2018-10-01,15691.363085
P_2_3,male,2019-01-01,15798.527093
P_2_3,male,2019-04-01,16353.860096
P_2_3,male,2019-07-01,16316.714197
P_2_3,male,2019-10-01,16439.175866
P_2_3,male,2020-01-01,16360.709291
P_2_3,male,2020-04-01,15958.434527
P_2_3,male,2020-07-01,16014.357527
P_2_3,male,2020-10-01,16054.267082
P_2_3,male,2021-01-01,15827.81589
P_2_3,male,2021-04-01,15957.880046
P_2_3,male,2021-07-01,16071.42655
P_2_3,male,2021-10-01,16255.496508
P_2_3,male,2022-01-01,16193.876283
P_2_3,male,2022-04-01,16366.351303
P_2_3,male,2022-07-01,16525.604356
P_2_3,male,2022-10-01,16521.772101
P_2_3,male,2023-01-01,16572.127261
P_2_3,male,2023-04-01,16894.572302
P_2_3,male,2023-07-01,17026.111084
