canton,date,value
19,2011-04-01,11074.515
19,2011-07-01,11352.517
19,2011-10-01,11377.019
19,2012-01-01,11719.7295
19,2012-04-01,12014.965
19,2012-07-01,12248.219
19,2012-10-01,12234.666
19,2013-01-01,12206.805
19,2013-04-01,12459.929
19,2013-07-01,12663.359
19,2013-10-01,12751.899
19,2014-01-01,12861.608
19,2014-04-01,13079.93
19,2014-07-01,13322.935
19,2014-10-01,13292.739
19,2015-01-01,13328.199
19,2015-04-01,13427.267
19,2015-07-01,13702.929
19,2015-10-01,13615.197
19,2016-01-01,13795.055
19,2016-04-01,14013.797
19,2016-07-01,14100.552
19,2016-10-01,14026.083
19,2017-01-01,13988.276
19,2017-04-01,14129.213
19,2017-07-01,14243.308
19,2017-10-01,14219.403
19,2018-01-01,14100.588
19,2018-04-01,14053.578
19,2018-07-01,14082.955
19,2018-10-01,13999.216
19,2019-01-01,13992.097
19,2019-04-01,14176.355
19,2019-07-01,14294.155
19,2019-10-01,14210.258
19,2020-01-01,14261.563
19,2020-04-01,14246.107
19,2020-07-01,14275.779
19,2020-10-01,14231.071
19,2021-01-01,14252.976
19,2021-04-01,14556.676
19,2021-07-01,14673.517
19,2021-10-01,14499.722
19,2022-01-01,14552.772
19,2022-04-01,14807.252
19,2022-07-01,14970.547
19,2022-10-01,15100.88
19,2023-01-01,15136.173
19,2023-04-01,15268.527
19,2023-07-01,15571.706
19,2023-10-01,15406.176
19,2024-01-01,15424.865
19,2024-04-01,15496.349
19,2024-07-01,15575.681
19,2024-10-01,15546.342
19,2025-01-01,15620.189
19,2025-04-01,15713.212
19,2025-07-01,15836.293
19,2025-10-01,15879.735
19,2026-01-01,15807.429
2,2002-07-01,889.6123
2,2002-10-01,891.2962
2,2003-01-01,861.4944
2,2003-04-01,886.1294
2,2003-07-01,884.98376
2,2003-10-01,864.755
2,2004-01-01,878.90063
2,2004-04-01,941.28326
2,2004-07-01,915.7369
2,2004-10-01,933.2799
2,2005-01-01,951.7277
2,2005-04-01,987.14154
2,2005-07-01,990.2116
2,2005-10-01,1024.6967
2,2006-01-01,1078.8806
2,2006-04-01,1123.8363
2,2006-07-01,1181.1274
2,2006-10-01,1233.8464
2,2007-01-01,1287.5544
2,2007-04-01,1385.8438
2,2007-07-01,1463.1545
2,2007-10-01,1519.3241
2,2008-01-01,1613.8318
2,2008-04-01,1766.9644
2,2008-07-01,1859.9006
2,2008-10-01,1792.4336
2,2009-01-01,1757.1549
2,2009-04-01,1750.4141
2,2009-07-01,1747.4329
2,2009-10-01,1754.3745
2,2010-01-01,1781.7278
2,2010-04-01,1811.509
2,2010-07-01,1843.9235
2,2010-10-01,1838.5222
2,2011-01-01,1964.0275
2,2011-04-01,2070.5132
2,2011-07-01,2140.3694
2,2011-10-01,2114.5603
2,2012-01-01,2215
2,2012-04-01,2301.5837
2,2012-07-01,2396.5823
2,2012-10-01,2418.576
2,2013-01-01,2515.9727
2,2013-04-01,2541.903
2,2013-07-01,2599.4622
2,2013-10-01,2570.4985
2,2014-01-01,2660.541
2,2014-04-01,2728.522
2,2014-07-01,2754.1455
2,2014-10-01,2754.635
2,2015-01-01,2777.8872
2,2015-04-01,2820.8865
2,2015-07-01,2846.2292
2,2015-10-01,2804.536
2,2016-01-01,2840.07
2,2016-04-01,2882.508
2,2016-07-01,2862.298
2,2016-10-01,2844.8574
2,2017-01-01,2903.5889
2,2017-04-01,2977.998
2,2017-07-01,3040.3674
2,2017-10-01,3091.1587
2,2018-01-01,3085.7678
2,2018-04-01,3144.9062
2,2018-07-01,3173.6748
2,2018-10-01,3217.2866
2,2019-01-01,3332.3635
2,2019-04-01,3446.521
2,2019-07-01,3577.31
2,2019-10-01,3578.743
2,2020-01-01,3570.0488
2,2020-04-01,3554.6748
2,2020-07-01,3610.0781
2,2020-10-01,3657.3887
2,2021-01-01,3713.1104
2,2021-04-01,3824.477
2,2021-07-01,3931.3542
2,2021-10-01,3929.0012
2,2022-01-01,3964.0432
2,2022-04-01,4130.4634
2,2022-07-01,4223.8633
2,2022-10-01,4241.1777
2,2023-01-01,4340.733
2,2023-04-01,4508.848
2,2023-07-01,4698.16
2,2023-10-01,4759.7505
2,2024-01-01,4856.814
2,2024-04-01,5005.581
2,2024-07-01,5105.87
2,2024-10-01,5150.533
2,2025-01-01,5166.389
2,2025-04-01,5162.201
2,2025-07-01,5171.7544
2,2025-10-01,5150.9883
2,2026-01-01,4762.128
20,2002-07-01,3157.9714
20,2002-10-01,3096.8647
20,2003-01-01,2964.95
20,2003-04-01,2948.1492
20,2003-07-01,3004.0647
20,2003-10-01,2953.5928
20,2004-01-01,2894.7727
20,2004-04-01,2946.4412
20,2004-07-01,2906.0378
20,2004-10-01,2782.9023
20,2005-01-01,2795.1042
20,2005-04-01,2808.9592
20,2005-07-01,2792.483
20,2005-10-01,2816.1045
20,2006-01-01,2826.1199
20,2006-04-01,2894.981
20,2006-07-01,3007.3274
20,2006-10-01,3048.5247
20,2007-01-01,3104.7095
20,2007-04-01,3203.6504
20,2007-07-01,3381.672
20,2007-10-01,3427.7007
20,2008-01-01,3514.2705
20,2008-04-01,3638.4355
20,2008-07-01,3728.646
20,2008-10-01,3770.0664
20,2009-01-01,3706.9119
20,2009-04-01,3763.016
20,2009-07-01,3746.9443
20,2009-10-01,3699.4202
20,2010-01-01,3764.0452
20,2010-04-01,3855.508
20,2010-07-01,3911.032
20,2010-10-01,3865.7805
20,2011-01-01,3955.964
20,2011-04-01,4122.4526
20,2011-07-01,4249.6655
20,2011-10-01,4294.2314
20,2012-01-01,4378.0024
20,2012-04-01,4512.9575
20,2012-07-01,4574.458
20,2012-10-01,4532.639
20,2013-01-01,4548.7886
20,2013-04-01,4626.621
20,2013-07-01,4681.739
20,2013-10-01,4694.399
20,2014-01-01,4700.7783
20,2014-04-01,4783.2437
20,2014-07-01,4880.423
20,2014-10-01,4830.842
20,2015-01-01,4919.4272
20,2015-04-01,4989.282
20,2015-07-01,5023.8843
20,2015-10-01,5034.298
20,2016-01-01,5023.872
20,2016-04-01,5114.2905
20,2016-07-01,5228.7515
20,2016-10-01,5264.877
20,2017-01-01,5338.6577
20,2017-04-01,5457.735
20,2017-07-01,5488.009
20,2017-10-01,5501.4585
20,2018-01-01,5473.609
20,2018-04-01,5473.677
20,2018-07-01,5463.609
20,2018-10-01,5440.6953
20,2019-01-01,5426.5244
20,2019-04-01,5476.0303
20,2019-07-01,5535.7324
20,2019-10-01,5541.747
20,2020-01-01,5609.578
20,2020-04-01,5608.555
20,2020-07-01,5638.615
20,2020-10-01,5646.307
20,2021-01-01,5643.25
20,2021-04-01,5760.5996
20,2021-07-01,5820.583
20,2021-10-01,5821.9434
20,2022-01-01,5893.6494
20,2022-04-01,5997.0737
20,2022-07-01,6094.9746
20,2022-10-01,6190.134
20,2023-01-01,6268.728
20,2023-04-01,6379.154
20,2023-07-01,6438.826
20,2023-10-01,6507.906
20,2024-01-01,6483.763
20,2024-04-01,6588.224
20,2024-07-01,6718.678
20,2024-10-01,6741.02
20,2025-01-01,6743.586
20,2025-04-01,6817.817
20,2025-07-01,6846.492
20,2025-10-01,6810.5166
20,2026-01-01,6732.0903
21,2002-07-01,32594.953
21,2002-10-01,32792.184
21,2003-01-01,33286.81
21,2003-04-01,33542.156
21,2003-07-01,33839.047
21,2003-10-01,33797.188
21,2004-01-01,34144.445
21,2004-04-01,35222.695
21,2004-07-01,35073.395
21,2004-10-01,35311.742
21,2005-01-01,35826.895
21,2005-04-01,35872.55
21,2005-07-01,35496.184
21,2005-10-01,35795.215
21,2006-01-01,36232.25
21,2006-04-01,37519.09
21,2006-07-01,38497.63
21,2006-10-01,39028.45
21,2007-01-01,39891.027
21,2007-04-01,41052.543
21,2007-07-01,41974.12
21,2007-10-01,42200.83
21,2008-01-01,43608.566
21,2008-04-01,44910.117
21,2008-07-01,45041.445
21,2008-10-01,45154.3
21,2009-01-01,45362.59
21,2009-04-01,46226.234
21,2009-07-01,46306.375
21,2009-10-01,46331.363
21,2010-01-01,47126.562
21,2010-04-01,48649.684
21,2010-07-01,49321.254
21,2010-10-01,49088.504
21,2011-01-01,50730.625
21,2011-04-01,52414.203
21,2011-07-01,53333
21,2011-10-01,53311.11
21,2012-01-01,54380.305
21,2012-04-01,55589.746
21,2012-07-01,57256.668
21,2012-10-01,57064.164
21,2013-01-01,57280.938
21,2013-04-01,59439.51
21,2013-07-01,60783.51
21,2013-10-01,60221.617
21,2014-01-01,60760.945
21,2014-04-01,63376.203
21,2014-07-01,63836.652
21,2014-10-01,63027.18
21,2015-01-01,63524.875
21,2015-04-01,64958.746
21,2015-07-01,65251.316
21,2015-10-01,64326.016
21,2016-01-01,64720.156
21,2016-04-01,65278.375
21,2016-07-01,65264.656
21,2016-10-01,65343.242
21,2017-01-01,65771.29
21,2017-04-01,67670.6
21,2017-07-01,68150.16
21,2017-10-01,67590.46
21,2018-01-01,67120.766
21,2018-04-01,67996.19
21,2018-07-01,68255.336
21,2018-10-01,67842.32
21,2019-01-01,68668.3
21,2019-04-01,70856.55
21,2019-07-01,71603.62
21,2019-10-01,71109.11
21,2020-01-01,70651.96
21,2020-04-01,70739.15
21,2020-07-01,72086.24
21,2020-10-01,71766.88
21,2021-01-01,71749.26
21,2021-04-01,74034.6
21,2021-07-01,74984.88
21,2021-10-01,74416.695
21,2022-01-01,75383.78
21,2022-04-01,77521.15
21,2022-07-01,78633.46
21,2022-10-01,78517.83
21,2023-01-01,78934.945
21,2023-04-01,80953.58
21,2023-07-01,81321.08
21,2023-10-01,80037.58
21,2024-01-01,80140.78
21,2024-04-01,80311.234
21,2024-07-01,79803.01
21,2024-10-01,78954.29
21,2025-01-01,78988.95
21,2025-04-01,79568.53
21,2025-07-01,79608.734
21,2025-10-01,78686.04
21,2026-01-01,78561.49
22,2002-07-01,11387.11
22,2002-10-01,11429.07
22,2003-01-01,11531.359
22,2003-04-01,11661.807
22,2003-07-01,11766.144
22,2003-10-01,11748.906
22,2004-01-01,11704.145
22,2004-04-01,12115.803
22,2004-07-01,12058.122
22,2004-10-01,12123.527
22,2005-01-01,12155.969
22,2005-04-01,12362.547
22,2005-07-01,12400.419
22,2005-10-01,12772.802
22,2006-01-01,12819.265
22,2006-04-01,13242.107
22,2006-07-01,13720.658
22,2006-10-01,14236.064
22,2007-01-01,14517.403
22,2007-04-01,15016.876
22,2007-07-01,15363.796
22,2007-10-01,15872.103
22,2008-01-01,16082.698
22,2008-04-01,16665.572
22,2008-07-01,17287.076
22,2008-10-01,17346.314
22,2009-01-01,17360.89
22,2009-04-01,17581.658
22,2009-07-01,17746.035
22,2009-10-01,17920.982
22,2010-01-01,18037.463
22,2010-04-01,18588.074
22,2010-07-01,18807.562
22,2010-10-01,18978.576
22,2011-01-01,19687.639
22,2011-04-01,20481.512
22,2011-07-01,21186.678
22,2011-10-01,21809.578
22,2012-01-01,22195.043
22,2012-04-01,23018.66
22,2012-07-01,23518.05
22,2012-10-01,23950.021
22,2013-01-01,23883.047
22,2013-04-01,24803.9
22,2013-07-01,25357.48
22,2013-10-01,25648.502
22,2014-01-01,25408.07
22,2014-04-01,25852.191
22,2014-07-01,26120.506
22,2014-10-01,26843.236
22,2015-01-01,26801.498
22,2015-04-01,27478.621
22,2015-07-01,28003.69
22,2015-10-01,28220.21
22,2016-01-01,28290.256
22,2016-04-01,28931.99
22,2016-07-01,29129.438
22,2016-10-01,29364.973
22,2017-01-01,29450.307
22,2017-04-01,30431.516
22,2017-07-01,30935.248
22,2017-10-01,31001.305
22,2018-01-01,30793.553
22,2018-04-01,31584.285
22,2018-07-01,31793.842
22,2018-10-01,31754.336
22,2019-01-01,31834.674
22,2019-04-01,32882.035
22,2019-07-01,33277.527
22,2019-10-01,33392.883
22,2020-01-01,33457.22
22,2020-04-01,33567.285
22,2020-07-01,34153.227
22,2020-10-01,34246.156
22,2021-01-01,34253.324
22,2021-04-01,35613.1
22,2021-07-01,36378.367
22,2021-10-01,37168.008
22,2022-01-01,37453.355
22,2022-04-01,39351.375
22,2022-07-01,40230.504
22,2022-10-01,40621.473
22,2023-01-01,40971.18
22,2023-04-01,42566.637
22,2023-07-01,43335.14
22,2023-10-01,43872.844
22,2024-01-01,43545.97
22,2024-04-01,44408.66
22,2024-07-01,44861.863
22,2024-10-01,44979.1
22,2025-01-01,44731.24
22,2025-04-01,45598.9
22,2025-07-01,46155.33
22,2025-10-01,46169.844
22,2026-01-01,45866.703
23,2002-07-01,1631.5416
23,2002-10-01,1641.9972
23,2003-01-01,1644.9309
23,2003-04-01,1607.4574
23,2003-07-01,1623.4696
23,2003-10-01,1674.4321
23,2004-01-01,1673.0533
23,2004-04-01,1679.1199
23,2004-07-01,1623.5864
23,2004-10-01,1565.4739
23,2005-01-01,1606.4291
23,2005-04-01,1563.7623
23,2005-07-01,1514.2645
23,2005-10-01,1415.1515
23,2006-01-01,1512.576
23,2006-04-01,1539.7589
23,2006-07-01,1592.9225
23,2006-10-01,1494.8187
23,2007-01-01,1620.1609
23,2007-04-01,1699.7566
23,2007-07-01,1757.8193
23,2007-10-01,1608.2891
23,2008-01-01,1714.4384
23,2008-04-01,1697.0759
23,2008-07-01,1697.626
23,2008-10-01,1546.353
23,2009-01-01,1668.8157
23,2009-04-01,1732.3737
23,2009-07-01,1730.1216
23,2009-10-01,1658.9038
23,2010-01-01,1816.2045
23,2010-04-01,1925.9003
23,2010-07-01,1941.5455
23,2010-10-01,1828.162
23,2011-01-01,2053.8313
23,2011-04-01,2208.4048
23,2011-07-01,2295.952
23,2011-10-01,2074.8032
23,2012-01-01,2243.1865
23,2012-04-01,2483.382
23,2012-07-01,2577.8113
23,2012-10-01,2361.9268
23,2013-01-01,2484.7173
23,2013-04-01,2691.9739
23,2013-07-01,2771.5017
23,2013-10-01,2509.3083
23,2014-01-01,2608.7402
23,2014-04-01,2884.2686
23,2014-07-01,2911.5513
23,2014-10-01,2660.4504
23,2015-01-01,2752.3154
23,2015-04-01,2943.8271
23,2015-07-01,3016.2842
23,2015-10-01,2741.6348
23,2016-01-01,2818.1526
23,2016-04-01,3027.7603
23,2016-07-01,3073.3225
23,2016-10-01,2851.5215
23,2017-01-01,2954.7046
23,2017-04-01,3107.593
23,2017-07-01,3180.375
23,2017-10-01,2938.3008
23,2018-01-01,3067.026
23,2018-04-01,3276.3655
23,2018-07-01,3353.1348
23,2018-10-01,3116.6238
23,2019-01-01,3246.8032
23,2019-04-01,3466.842
23,2019-07-01,3584.9873
23,2019-10-01,3427.751
23,2020-01-01,3512.191
23,2020-04-01,3730.357
23,2020-07-01,3875.9514
23,2020-10-01,3714.6736
23,2021-01-01,3810.5571
23,2021-04-01,4171.6714
23,2021-07-01,4290.6836
23,2021-10-01,4180.609
23,2022-01-01,4392.9795
23,2022-04-01,4651.8013
23,2022-07-01,4775.6533
23,2022-10-01,4728.9795
23,2023-01-01,4956.7227
23,2023-04-01,5326.4297
23,2023-07-01,5495.6597
23,2023-10-01,5312.822
23,2024-01-01,5395.1885
23,2024-04-01,5493.3975
23,2024-07-01,5601.229
23,2024-10-01,5580.8984
23,2025-01-01,5687.664
23,2025-04-01,5789.4497
23,2025-07-01,5864.7646
23,2025-10-01,5843.0977
23,2026-01-01,5969.277
24,2002-07-01,4881.1997
24,2002-10-01,4896.881
24,2003-01-01,4955.295
24,2003-04-01,5029.357
24,2003-07-01,5054.833
24,2003-10-01,5086.0093
24,2004-01-01,5159.1646
24,2004-04-01,5324.269
24,2004-07-01,5521.0684
24,2004-10-01,5673.565
24,2005-01-01,5861.69
24,2005-04-01,6015.3467
24,2005-07-01,6134.1855
24,2005-10-01,6293.066
24,2006-01-01,6507.5576
24,2006-04-01,6869.29
24,2006-07-01,7173.343
24,2006-10-01,7465.8975
24,2007-01-01,7673.1963
24,2007-04-01,7966.888
24,2007-07-01,8345.468
24,2007-10-01,8663.752
24,2008-01-01,8882.563
24,2008-04-01,8762.009
24,2008-07-01,9018.806
24,2008-10-01,8695.223
24,2009-01-01,8698.74
24,2009-04-01,8677.298
24,2009-07-01,8440.455
24,2009-10-01,8447.736
24,2010-01-01,8548.585
24,2010-04-01,8766.753
24,2010-07-01,8909.742
24,2010-10-01,8993.047
24,2011-01-01,9343.418
24,2011-04-01,9817.818
24,2011-07-01,10178.82
24,2011-10-01,10403.33
24,2012-01-01,10635.681
24,2012-04-01,10945.254
24,2012-07-01,11197.942
24,2012-10-01,11208.368
24,2013-01-01,11122.978
24,2013-04-01,11450.903
24,2013-07-01,11630.74
24,2013-10-01,11569.441
24,2014-01-01,11550.614
24,2014-04-01,11787.998
24,2014-07-01,11925.528
24,2014-10-01,11822.626
24,2015-01-01,11700.113
24,2015-04-01,11915.041
24,2015-07-01,11874.515
24,2015-10-01,11752.985
24,2016-01-01,11597.577
24,2016-04-01,11722.438
24,2016-07-01,11664.151
24,2016-10-01,11454.7705
24,2017-01-01,11353.443
24,2017-04-01,11569.652
24,2017-07-01,11680.306
24,2017-10-01,11690.274
24,2018-01-01,11752.555
24,2018-04-01,12349.673
24,2018-07-01,12676.37
24,2018-10-01,12709.771
24,2019-01-01,12718.261
24,2019-04-01,13037.368
24,2019-07-01,13194.302
24,2019-10-01,13114.957
24,2020-01-01,13136.892
24,2020-04-01,13076.232
24,2020-07-01,12941.885
24,2020-10-01,12858.924
24,2021-01-01,12877.231
24,2021-04-01,13291.544
24,2021-07-01,13602.892
24,2021-10-01,13730.975
24,2022-01-01,13903.117
24,2022-04-01,14448.516
24,2022-07-01,14858.025
24,2022-10-01,15123.356
24,2023-01-01,15383.563
24,2023-04-01,15848.361
24,2023-07-01,16270.609
24,2023-10-01,16323.64
24,2024-01-01,16292.241
24,2024-04-01,16529.252
24,2024-07-01,16494.98
24,2024-10-01,16542.408
24,2025-01-01,16466.436
24,2025-04-01,16315.914
24,2025-07-01,16319.62
24,2025-10-01,16253.378
24,2026-01-01,16179.14
25,2002-07-01,34301.906
25,2002-10-01,35078.945
25,2003-01-01,35836.086
25,2003-04-01,36335.453
25,2003-07-01,36980.52
25,2003-10-01,37563.832
25,2004-01-01,38072.35
25,2004-04-01,39887.01
25,2004-07-01,40936.594
25,2004-10-01,41795.246
25,2005-01-01,43018.812
25,2005-04-01,43757.473
25,2005-07-01,44309.387
25,2005-10-01,45655.46
25,2006-01-01,47017.22
25,2006-04-01,47759.67
25,2006-07-01,49262.035
25,2006-10-01,50256.68
25,2007-01-01,51210.44
25,2007-04-01,52786.223
25,2007-07-01,53310.66
25,2007-10-01,54170.438
25,2008-01-01,54999.06
25,2008-04-01,55639.36
25,2008-07-01,56092.664
25,2008-10-01,56794.062
25,2009-01-01,57237.656
25,2009-04-01,57416.33
25,2009-07-01,57053.87
25,2009-10-01,57678.344
25,2010-01-01,58554.473
25,2010-04-01,59880.195
25,2010-07-01,60932.203
25,2010-10-01,61017.65
25,2011-01-01,63327.96
25,2011-04-01,65090.664
25,2011-07-01,66361.734
25,2011-10-01,67059.35
25,2012-01-01,68395.45
25,2012-04-01,69580.13
25,2012-07-01,70326.445
25,2012-10-01,70699.14
25,2013-01-01,71269.34
25,2013-04-01,72860.48
25,2013-07-01,73543.875
25,2013-10-01,73611.164
25,2014-01-01,74595.15
25,2014-04-01,75799.3
25,2014-07-01,76036.45
25,2014-10-01,76298.21
25,2015-01-01,76460.86
25,2015-04-01,77543.78
25,2015-07-01,77886.1
25,2015-10-01,78421.01
25,2016-01-01,79209.54
25,2016-04-01,80540.68
25,2016-07-01,81336.13
25,2016-10-01,81731.82
25,2017-01-01,81007.18
25,2017-04-01,82805.195
25,2017-07-01,83338.62
25,2017-10-01,83938.76
25,2018-01-01,83943.516
25,2018-04-01,85596.71
25,2018-07-01,85871.664
25,2018-10-01,86354.836
25,2019-01-01,86829.53
25,2019-04-01,88771.65
25,2019-07-01,89498.21
25,2019-10-01,90500.21
25,2020-01-01,90283.33
25,2020-04-01,89983.016
25,2020-07-01,90556.61
25,2020-10-01,90421.25
25,2021-01-01,90183.36
25,2021-04-01,92442.016
25,2021-07-01,94398.57
25,2021-10-01,95874.016
25,2022-01-01,97550.68
25,2022-04-01,100009.37
25,2022-07-01,101303.17
25,2022-10-01,102679.836
25,2023-01-01,103592.375
25,2023-04-01,105579.66
25,2023-07-01,106485.984
25,2023-10-01,107165.76
25,2024-01-01,109708.55
25,2024-04-01,110137.414
25,2024-07-01,112044.26
25,2024-10-01,114067.23
25,2025-01-01,112802.945
25,2025-04-01,114343.17
25,2025-07-01,114586.32
25,2025-10-01,116751.836
25,2026-01-01,118437.66
26,2002-07-01,3742.4385
26,2002-10-01,3710.2974
26,2003-01-01,3695.8457
26,2003-04-01,3669.705
26,2003-07-01,3672.9343
26,2003-10-01,3597.5784
26,2004-01-01,3570.7815
26,2004-04-01,3714.8462
26,2004-07-01,3523.898
26,2004-10-01,3516.2986
26,2005-01-01,3606.7651
26,2005-04-01,3588.9744
26,2005-07-01,3579.7332
26,2005-10-01,3717.7947
26,2006-01-01,3766.285
26,2006-04-01,3863.9128
26,2006-07-01,4146.6313
26,2006-10-01,4300.354
26,2007-01-01,4523.8384
26,2007-04-01,4741.842
26,2007-07-01,4881.3086
26,2007-10-01,5074.777
26,2008-01-01,5155.673
26,2008-04-01,5380.528
26,2008-07-01,5339.2837
26,2008-10-01,5423.0923
26,2009-01-01,5269.8916
26,2009-04-01,5236.8013
26,2009-07-01,5040.3623
26,2009-10-01,4964.3496
26,2010-01-01,4964.722
26,2010-04-01,5153.214
26,2010-07-01,5070.2095
26,2010-10-01,5073.6206
26,2011-01-01,5285.408
26,2011-04-01,5646.9883
26,2011-07-01,5845.745
26,2011-10-01,5960.62
26,2012-01-01,6030.3
26,2012-04-01,6232.526
26,2012-07-01,6297.79
26,2012-10-01,6263.3423
26,2013-01-01,6313.213
26,2013-04-01,6674.297
26,2013-07-01,6878.352
26,2013-10-01,6896.1973
26,2014-01-01,6931.592
26,2014-04-01,7200.324
26,2014-07-01,7266.353
26,2014-10-01,7222.5273
26,2015-01-01,7145.5176
26,2015-04-01,7327.9746
26,2015-07-01,7419.8667
26,2015-10-01,7321.1147
26,2016-01-01,7245.658
26,2016-04-01,7439.184
26,2016-07-01,7479.6016
26,2016-10-01,7418.871
26,2017-01-01,7386.736
26,2017-04-01,7630.1294
26,2017-07-01,7852.496
26,2017-10-01,7902.327
26,2018-01-01,8000.096
26,2018-04-01,8306.776
26,2018-07-01,8486.468
26,2018-10-01,8540.219
26,2019-01-01,8655.052
26,2019-04-01,8862.426
26,2019-07-01,8905.686
26,2019-10-01,8836.392
26,2020-01-01,8789.5625
26,2020-04-01,8687.977
26,2020-07-01,8606.022
26,2020-10-01,8590.249
26,2021-01-01,8606.417
26,2021-04-01,8966.188
26,2021-07-01,9177.712
26,2021-10-01,9495.457
26,2022-01-01,9843.808
26,2022-04-01,10286.145
26,2022-07-01,10602.84
26,2022-10-01,10982.905
26,2023-01-01,11245.442
26,2023-04-01,11650.956
26,2023-07-01,11679.241
26,2023-10-01,11840.136
26,2024-01-01,11842.611
26,2024-04-01,11909.345
26,2024-07-01,11932.369
26,2024-10-01,11721.211
26,2025-01-01,11510.942
26,2025-04-01,11444.846
26,2025-07-01,11565.496
26,2025-10-01,11620.415
26,2026-01-01,12016.881
3,2002-07-01,0
3,2002-10-01,0
3,2003-01-01,0
3,2003-04-01,0
3,2003-07-01,0
3,2003-10-01,0
3,2004-01-01,0
3,2004-04-01,0
3,2004-07-01,0
3,2004-10-01,0
3,2005-01-01,0
3,2005-04-01,0
3,2005-07-01,0
3,2005-10-01,0
3,2006-01-01,0
3,2006-04-01,0
3,2006-07-01,0
3,2006-10-01,0
3,2007-01-01,0
3,2007-04-01,0.6404734
3,2007-07-01,14.427142
3,2007-10-01,26.641659
3,2008-01-01,48.728477
3,2008-04-01,103.52988
3,2008-07-01,117.64807
3,2008-10-01,116.08954
3,2009-01-01,118.89639
3,2009-04-01,119.93907
3,2009-07-01,123.600845
3,2009-10-01,138.4848
3,2010-01-01,136.99385
3,2010-04-01,152.80281
3,2010-07-01,165.28523
3,2010-10-01,167.80576
3,2011-01-01,177.06009
3,2011-04-01,178.08263
3,2011-07-01,275.0862
3,2011-10-01,281.56216
3,2012-01-01,273
3,2012-04-01,284
3,2012-07-01,305
3,2012-10-01,320
3,2013-01-01,325.46033
3,2013-04-01,343.4291
3,2013-07-01,359.40396
3,2013-10-01,353.37183
3,2014-01-01,324.37885
3,2014-04-01,338.36716
3,2014-07-01,371.28705
3,2014-10-01,376.73877
3,2015-01-01,386.27356
3,2015-04-01,414.26688
3,2015-07-01,432.28638
3,2015-10-01,446.62543
3,2016-01-01,452.42487
3,2016-04-01,509.9194
3,2016-07-01,539.8867
3,2016-10-01,529.7714
3,2017-01-01,526.9298
3,2017-04-01,541.88367
3,2017-07-01,565.7083
3,2017-10-01,582.3581
3,2018-01-01,586.284
3,2018-04-01,624.15784
3,2018-07-01,635.8201
3,2018-10-01,617.62537
3,2019-01-01,624.5082
3,2019-04-01,636.40173
3,2019-07-01,631.10126
3,2019-10-01,635.9377
3,2020-01-01,679.06964
3,2020-04-01,686.1764
3,2020-07-01,694.76685
3,2020-10-01,695.5565
3,2021-01-01,695.3223
3,2021-04-01,686.5199
3,2021-07-01,679.378
3,2021-10-01,672.88385
3,2022-01-01,691.7805
3,2022-04-01,682.9029
3,2022-07-01,685.1514
3,2022-10-01,741.79315
3,2023-01-01,747.9537
3,2023-04-01,770.0303
3,2023-07-01,774.86774
3,2023-10-01,755.8499
3,2024-01-01,744.63257
3,2024-04-01,734.8403
3,2024-07-01,739.65955
3,2024-10-01,730.0692
3,2025-01-01,742.1527
3,2025-04-01,754.3068
3,2025-07-01,735.03467
3,2025-10-01,741.8874
3,2026-01-01,751.82074
4,2002-07-01,0
4,2002-10-01,0
4,2003-01-01,0
4,2003-04-01,0
4,2003-07-01,0
4,2003-10-01,0
4,2004-01-01,0
4,2004-04-01,0
4,2004-07-01,0
4,2004-10-01,0
4,2005-01-01,0
4,2005-04-01,0
4,2005-07-01,0
4,2005-10-01,0
4,2006-01-01,0
4,2006-04-01,0
4,2006-07-01,0
4,2006-10-01,0
4,2007-01-01,0
4,2007-04-01,0
4,2007-07-01,0.1323544
4,2007-10-01,0.8967663
4,2008-01-01,1.0370303
4,2008-04-01,1.094577
4,2008-07-01,3.6844268
4,2008-10-01,1.6644644
4,2009-01-01,2.4525788
4,2009-04-01,3.403391
4,2009-07-01,4.138725
4,2009-10-01,5.9379325
4,2010-01-01,5.579595
4,2010-04-01,6.336693
4,2010-07-01,7.0474153
4,2010-10-01,6.870452
4,2011-01-01,8
4,2011-04-01,7
4,2011-07-01,9
4,2011-10-01,9
4,2012-01-01,9
4,2012-04-01,10
4,2012-07-01,11
4,2012-10-01,11
4,2013-01-01,13
4,2013-04-01,13
4,2013-07-01,11
4,2013-10-01,11
4,2014-01-01,19
4,2014-04-01,19
4,2014-07-01,29
4,2014-10-01,32
4,2015-01-01,33
4,2015-04-01,35
4,2015-07-01,32
4,2015-10-01,25
4,2016-01-01,26
4,2016-04-01,26
4,2016-07-01,24
4,2016-10-01,24
4,2017-01-01,25
4,2017-04-01,23
4,2017-07-01,22
4,2017-10-01,21.464159
4,2018-01-01,26.45934
4,2018-04-01,28.43368
4,2018-07-01,27.406359
4,2018-10-01,31
4,2019-01-01,34
4,2019-04-01,44.38766
4,2019-07-01,45.381313
4,2019-10-01,48.384274
4,2020-01-01,34.456017
4,2020-04-01,35
4,2020-07-01,38
4,2020-10-01,33
4,2021-01-01,30.824018
4,2021-04-01,33.852524
4,2021-07-01,31.48674
4,2021-10-01,31.466587
4,2022-01-01,34.450676
4,2022-04-01,36.18378
4,2022-07-01,40.176544
4,2022-10-01,46.15659
4,2023-01-01,46.159294
4,2023-04-01,46.12991
