D0,D1,D2,date,value
A,B,P,1986-01-01,21069.256584530598
A,B,P,1986-04-01,22244.39670682572
A,B,P,1986-07-01,23174.146743648955
A,B,P,1986-10-01,24390
A,B,P,1987-01-01,24390.1901942131
A,B,P,1987-04-01,24328.485231150386
A,B,P,1987-07-01,24597.111585195555
A,B,P,1987-10-01,25057
A,B,P,1988-01-01,24999.897241277537
A,B,P,1988-04-01,25233.64955950938
A,B,P,1988-07-01,25726.464813153492
A,B,P,1988-10-01,25551
A,B,P,1989-01-01,26385.239661249703
A,B,P,1989-04-01,27247.189120621784
A,B,P,1989-07-01,27180.472080507123
A,B,P,1989-10-01,26953
A,B,P,1990-01-01,26006.441304951113
A,B,P,1990-04-01,24949.035123995818
A,B,P,1990-07-01,23705.317503510556
A,B,P,1990-10-01,22842
A,B,P,1991-01-01,22636.31870784103
A,B,P,1991-04-01,22712.099772150174
A,B,P,1991-07-01,22612.184660282925
A,B,P,1991-10-01,21979
A,B,P,1992-01-01,21222.90421836348
A,B,P,1992-04-01,20371.263166692886
A,B,P,1992-07-01,18960.486630172487
A,B,P,1992-10-01,18109
A,B,P,1993-01-01,19770.751688903558
A,B,P,1993-04-01,21147.365914518126
A,B,P,1993-07-01,22783.962326234163
A,B,P,1993-10-01,24445
A,B,P,1994-01-01,24605.610596004295
A,B,P,1994-04-01,24774.61712391637
A,B,P,1994-07-01,24594.34423446589
A,B,P,1994-10-01,24691
A,B,P,1995-01-01,24947.269704146212
A,B,P,1995-04-01,25005.562205775364
A,B,P,1995-07-01,25463.80054884861
A,B,P,1995-10-01,25626
A,B,P,1996-01-01,26855.36348903731
A,B,P,1996-04-01,28481.29118526455
A,B,P,1996-07-01,29741.364297602144
A,B,P,1996-10-01,32133
A,B,P,1997-01-01,33548.09111270111
A,B,P,1997-04-01,33909.65060575887
A,B,P,1997-07-01,34550.476744938875
A,B,P,1997-10-01,34562.1
A,B,P,1998-01-01,37345.67212262751
A,B,P,1998-04-01,40284.70393921812
A,B,P,1998-07-01,42727.182127945154
A,B,P,1998-10-01,44168.6
A,B,P,1999-01-01,34477.67492470008
A,B,P,1999-04-01,35107.29403110737
A,B,P,1999-07-01,35621.97206962807
A,B,P,1999-10-01,36602.820067249995
A,B,P,2000-01-01,49852.33157045
A,B,P,2000-04-01,45322.83895895999
A,B,P,2000-07-01,45137.70414945
A,B,P,2000-10-01,26796.479401414
A,B,P,2001-01-01,47396.78402852
A,B,P,2001-04-01,48767.44993644999
A,B,P,2001-07-01,49073.42422333
A,B,P,2001-10-01,49915.24761528
A,B,P,2002-01-01,63344.033632591
A,B,P,2002-04-01,59293.850946751
A,B,P,2002-07-01,54777.441962462
A,B,P,2002-10-01,55152.394118911005
A,B,P,2003-01-01,54381.509784541
A,B,P,2003-04-01,57963.025690541006
A,B,P,2003-07-01,56771.639752435
A,B,P,2003-10-01,58388.581892283
A,B,P,2004-01-01,60463
A,B,P,2004-04-01,63703
A,B,P,2004-07-01,65259
A,B,P,2004-10-01,64410
A,B,P,2005-01-01,67252
A,B,P,2005-04-01,69218
A,B,P,2005-07-01,73934
A,B,P,2005-10-01,77736
A,B,P,2006-01-01,98493
A,B,P,2006-04-01,95489
A,B,P,2006-07-01,92912
A,B,P,2006-10-01,96534
A,B,P,2007-01-01,108466
A,B,P,2007-04-01,119118
A,B,P,2007-07-01,112204
A,B,P,2007-10-01,108352
A,B,P,2008-01-01,97525
A,B,P,2008-04-01,102176.42400000001
A,B,P,2008-07-01,96073
A,B,P,2008-10-01,90379.764
A,B,P,2009-01-01,99735.851
A,B,P,2009-04-01,105917.398
A,B,P,2009-07-01,84582.13299999999
A,B,P,2009-10-01,84551.772
A,B,P,2010-01-01,74112.122
A,B,P,2010-04-01,68904.811
A,B,P,2010-07-01,67946.63
A,B,P,2010-10-01,64010.119999999995
A,B,P,2011-01-01,67563.486
A,B,P,2011-04-01,61467.58599999999
A,B,P,2011-07-01,60767.21400000001
A,B,P,2011-10-01,58314.254
A,B,P,2012-01-01,57312.76
A,B,P,2012-04-01,54345.286
A,B,P,2012-07-01,56933.966
A,B,P,2012-10-01,58278.33999999999
A,B,P,2013-01-01,60577.829000000005
A,B,P,2013-04-01,61414.763
A,B,P,2013-07-01,94582.93999999999
A,B,P,2013-10-01,91683.761
A,B,P,2014-01-01,92348.559
A,B,P,2014-04-01,92506.378
A,B,P,2014-07-01,94865.177
A,B,P,2014-10-01,93224.358
A,B,P,2015-01-01,114203.557
A,B,P,2015-04-01,108027.488
A,B,P,2015-07-01,110212.335
A,B,P,2015-10-01,110453.692
A,B,P,2016-01-01,113521.683
A,B,P,2016-04-01,114214.48299999998
A,B,P,2016-07-01,110164.607
A,B,P,2016-10-01,111120.366
A,B,P,2017-01-01,106249.822
A,B,P,2017-04-01,103665.112
A,B,P,2017-07-01,102833.739
A,B,P,2017-10-01,99619.026
A,B,P,2018-01-01,100388.638
A,B,P,2018-04-01,96220.18
A,B,P,2018-07-01,92929.646
A,B,P,2018-10-01,96951.392
A,B,P,2019-01-01,97922.46
A,B,P,2019-04-01,95056.176
A,B,P,2019-07-01,96855.015
A,B,P,2019-10-01,91135.186
A,B,P,2020-01-01,96787.158
A,B,P,2020-04-01,98773.309
A,B,P,2020-07-01,94530.25700000003
A,B,P,2020-10-01,98287.696
A,B,P,2021-01-01,99567.956
A,B,P,2021-04-01,97935.523
A,B,P,2021-07-01,95811.117
A,B,P,2021-10-01,94882.48900000002
A,B,P,2022-01-01,97951.40400000001
A,B,P,2022-04-01,99542.408
A,B,P,2022-07-01,99487.815
A,B,P,2022-10-01,96368.25699999998
A,B,P,2023-01-01,95700.459
A,B,P,2023-04-01,93372.067
A,B,P,2023-07-01,91793.036
A,B,P,2023-10-01,90225.366
A,B,P,2024-01-01,96849.39799999999
A,B,P,2024-04-01,93634.627
A,B,P,2024-07-01,95722.71
A,B,P,2024-10-01,95833.60200000001
A,B,P,2025-01-01,98990.429
A,B,P,2025-04-01,96960.717
A,B,P,2025-07-01,98640.927
A,B,P,2025-10-01,100059.995
A,B,T,1985-01-01,213614.11013666555
A,B,T,1985-04-01,216865.59638699822
A,B,T,1985-07-01,217458.12403953177
A,B,T,1985-10-01,218993
A,B,T,1986-01-01,223743.68041876075
A,B,T,1986-04-01,225319.77699343432
